,name,bar_code,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,brand,manufacturing,markets,allergens,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,additives,traceability_code,palm_ingredients,brand_owner
756,Risotto à la napolitaine,8015949001775,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"2,8",,"0,65",,74,,10,,"8,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Fusilli con funghi,8015949001812,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,5,,1,,65,,7,,12,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Minestrone alla ligure,8015949005193,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,3,,1,,"57,6",,"21,3",,13,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Riso Integrale,8015949006329,,"['Bio', 'Bio européen', 'IT-BIO-009']",['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"3,1",,"0,6",,62,,"6,9",,"12,9",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Forcetti al burro,8015973000010,,,['France'],[],[],,,,,,,,,?,,472,,1975 kj(472 kcal),,"20,3",,"13,6",,"64,4",,"21,9",,"8,1",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Conforti,8015979012932,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"1,3",,0,,"68,9",,"3,2",,"13,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Pasta di semola di grano duro,8015979020029,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"1,3",,"0,3",,"68,9",,"3,2",,"13,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Cuneesi,8015987001058,,,['France'],[],[],,,,,,,,,?,,466,,1950 kj(466 kcal),,27,,16,,49,,42,,"4,6",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Sapori di Aurore Violette - Bramardi - 100g e,8015987003243,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],[],38 g,en quantité élevée,23 g,en quantité élevée,53 g,en quantité élevée,0.2 g,en faible quantité,?,,577,+5%,2414 kj(577 kcal),+5%,38,+4%,23,+9%,53,+15%,53,+29%,"5,8",-20%,"0,2",+44%,"0,08",+44%,27,+15%,E,+15%,100 g e,"['Plastique', 'Tablette']",['Bramardi'],['Italie'],,,,,,,,,,,,Sapori di Aurore Violetta,,,,,,
765,Tuttosugo,8016013000403,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,White Balsamic Vinegar - Fattoria Estence,8016017000492,"['Boissons', 'Vinaigres', 'Vinaigres balsamiques', 'Boissons sans sucre ajouté']",['Fabriqué en Italie'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,0.1 g,en faible quantité,?,,110,-25%,460 kj(110 kcal),-24%,0,-100%,0,-100%,23,-25%,22,-21%,"0,2",-69%,"0,1",+21%,"0,04",+21%,,,,,,,['Fattoria Estence'],,,,,D,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,44,,,,,,,
767,Penne di mais e riso,8016060025732,,"['en:gluten-free', 'Fabriqué en Italie']",['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,"1,4",,"0,6",,"80,7",,"0,3",,7,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Zucchero integrale di canna - Eataly,8016225246187,"['Édulcorants', 'Sucres', 'Sucres de canne']","['Bio', 'Bio européen']","['France', 'Italie']","[""E' confezionato al/ 'origine"", ' Ctm attromercato', 'organizzazione non profit di commercio equo e con i produttori al sud del mondo relazioni paritarie e conti equi', 'finanziamenti anticipati e sostegno a progetti di sviltjg ', 'I', ' Zucchero integrale di canna da Agricoltura biologica ', 'EN', ' Whole Cane Sugar - organic farming VALORIHUTRIZIOHALI PER PERI % GDA• PER']",[],0 g,en faible quantité,0 g,en faible quantité,97.1 g,en quantité élevée,0 g,en faible quantité,?,,389,-1%,1628 kj(389 kcal),-1%,0,-100%,0,,"97,1",-1%,"97,1",-0%,"0,2",+308%,0,-100%,0,-100%,14,-1%,D,-1%,,,['Eataly'],,,,,B,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,
769,Riso java,8016225247092,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"1,9",,0,,"77,4",,"1,2",,"7,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Bio cajita - 230g,8016225286657,,"['Bio', 'en:gluten-free', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],,,,,,,,,?,,520,,2176 kj(520 kcal),,29,,5,,56,,45,,"6,5",,"0,1",,"0,04",,,,,,230 g,,,,,,,,,,,,,,,,,,,,,
771,Fior Di Loto 100% Lenticchie Rosse Fusilli,8016323026827,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,334,,1397 kj(334 kcal),,"2,2",,"0,4",,"48,4",,"1,9",,25,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Flocons de Pois vert,8016323029262,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,352,,1473 kj(352 kcal),,"2,5",,"0,1",,"53,3",,"2,9",,"23,6",,"0,007",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Teff,8016323036406,,"['Bio', 'Bio européen', 'Sans gluten']",['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"2,4",,"0,5",,"59,8",,"1,8",,"13,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Frollini,8016323045088,,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,476,,1992 kj(476 kcal),,22,,"2,6",,65,,16,,"3,7",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Margherite riso e cocco,8016323063518,,"['Bio', 'Bio européen', 'Sans huile de palme']",['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,21,,"2,9",,70,,20,,"6,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Aceto balsamico di modena igp,8016402000151,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité modérée,0.00225 g,en faible quantité,?,,30,-80%,126 kj(30 kcal),-80%,0,-100%,0,-100%,7,-78%,7,-76%,0,-100%,"0,002",-97%,"0,001",-97%,,,,,,,,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
777,Vinaigre Balsamique De Modène - Aceto Balsamico Di Modena Igp - Fondo Montebello,8016402000182,['Boissons'],,['France'],"['Wine Vinegar', 'cooked grapes must', ' Contains sulphites', ' Acidity: min', ' 6%']",[],0 g,en faible quantité,0 g,en faible quantité,67 g,en quantité élevée,0.02 g,en faible quantité,?,,280,+400%,1172 kj(280 kcal),+386%,0,-100%,0,-100%,67,+493%,67,+610%,0,-100%,"0,02",-52%,"0,008",-52%,20,+161%,E,+161%,,,['Fondo Montebello'],,,,,,,,,,,,,,,,,,,
778,Pain sarde,8016403100294,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"0,5",,"0,1",,78,,1,,14,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
779,8016419000229,8016419000229,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Paccheri - Dalla Costa,8016419127001,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,4",,72,,"3,8",,12,,"0,01",,"0,004",,,,,,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
781,Fusilloni - Dalla Costa - 500g,8016419129005,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,4",,72,,"3,8",,12,,"0,1",,"0,04",,,,,,500 g,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
782,Spaghetti Kamut Bio - Dalla Costa,8016419156056,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,0.3 g,en faible quantité,71 g,en quantité élevée,0.004 g,en faible quantité,?,,353,+1%,1477 kj(353 kcal),-0%,?,,"0,3",-19%,?,,71,+2299%,12,+2%,"0,004",-83%,"0,002",-83%,,,,,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
783,Spaghetti avec quinoa - Dalla Costa - 500g,8016419156063,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Spaghetti']",['Tréfilage au bronze'],['France'],"['Semoule de blé dur', 'farine de quinoa ', 'Chenopodium quinoa', ' 8%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.2 g,en faible quantité,4 g,en faible quantité,0.004 g,en faible quantité,1498,-0%,?,,1498 kj(358 kcal),+1%,1,-43%,"0,2",-46%,72,+4%,4,+35%,12,+2%,"0,004",-83%,"0,002",-83%,-4,,A,,500 g,"['Sachet', 'Plastique']",['Dalla Costa'],['Italie'],,['Gluten'],1,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
784,Spaghetti Spelt - Dalla Costa,8016419156070,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"1,8",,"0,4",,70,,2,,13,,"0,002",,"0,001",,,,,,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
785,Pates Tricolores Animaux Zoo 250G - Dalla Costa,8016419156155,,"['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,6",,"0,4",,73,,"3,9",,12,,"0,01",,"0,004",,,,,,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
786,Tra vel Pasta - Dalla Costa,8016419156162,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']","['Bio', 'Bio européen', 'IT-BIO-006']","['France', 'États-Unis']","['Organic durum wheat semolina', 'dehydrated tomato* 1,5%', 'dehydrated spinach* 1,5%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.6 g,en faible quantité,0.4 g,en faible quantité,3.9 g,en faible quantité,0.01 g,en faible quantité,?,,357,+8%,1494 kj(357 kcal),+7%,"1,6",-38%,"0,4",-43%,73,+18%,"3,9",+41%,12,+3%,"0,01",-95%,"0,004",-95%,-3,,A,,,,['Dalla Costa'],,,,1,,,,,,,,,,,,,,,DALLA COSTA
787,Fusilli Bucati - Dalla Costa - 500g e,8016419199985,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']","['Fabriqué en Italie', 'Tréfilage au bronze']",['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.5 g,en faible quantité,0.4 g,en faible quantité,3.8 g,en faible quantité,0.01 g,en faible quantité,1513,+1%,?,,1513 kj(362 kcal),+2%,"1,5",-23%,"0,4",-4%,72,+6%,"3,8",+36%,12,-2%,"0,01",-62%,"0,004",-62%,-3,,A,,500 g e,"['Sachet', 'Plastique', 'Carton']",['Dalla Costa'],['Italie'],,['Gluten'],1,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
788,Disney Princess Shaped Pasta 250G Macaroni - Dalla Costa,8016419400319,['Produits sous license'],,['France'],[],[],1.6 g,en faible quantité,0.4 g,en faible quantité,3.9 g,en faible quantité,0.01 g,en faible quantité,?,,357,-6%,1494 kj(357 kcal),-5%,"1,6",-88%,"0,4",-94%,"72,5",+34%,"3,9",-89%,"12,1",+178%,"0,01",-96%,"0,004",-96%,-1,-107%,A,-107%,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
789,Lumachine - Dalla Costa,8016419400357,,"['Bio', 'Bio européen', 'IT-BIO-006']",['France'],"['semoule de blé dur*', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,353,,1477 kj(353 kcal),,1,,"0,2",,72,,4,,12,,"0,004",,"0,002",,,,,,,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
790,Dalla Costa Winnie The Pooh Organic Pasta Bio - 300g,8016419400388,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sous license']","['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],[],1 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.01 g,en faible quantité,?,,357,-6%,1494 kj(357 kcal),-5%,1,-93%,"0,3",-96%,73,+35%,4,-89%,12,+176%,"0,01",-96%,"0,004",-96%,-5,-133%,A,-133%,300 g,,['Dalla Costa'],,,,,,,,,,,,,,,,,,,
791,Limochef - Citroensap,8016438001030,,,['France'],['PER VQFDINGSWAARDE PER looml:'],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,1",,"0,1",,"1,75",,"1,75",,"0,4",,"0,01",,"0,004",,,,,,,,['Citroensap'],,,,,,,,,,,,,,,,,,,
792,Jus de Citron Jaune - Limochef - 1L,8016438001092,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,['France'],"['jus de citron à base de concentré', 'conservateur ', 'E224']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,28,+4%,117 kj(28 kcal),+4%,"0,1",-30%,0,-100%,0,-100%,0,-100%,"0,4",+19%,0,-100%,0,-100%,-6,,B,,1 L,,['Limochef'],,,,3,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,
793,1L Jus Citron Vert Eurofood - LimoChef Pro,8016438001108,['Boissons'],,['France'],"['lime juice from concentrate', 'preservative potassium metabi sulfite']",[],0.1 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0 g,en faible quantité,?,,29,-48%,121 kj(29 kcal),-50%,"0,1",-71%,0,-100%,"6,2",-45%,"1,6",-83%,"0,7",+41%,0,-100%,0,-100%,7,-9%,D,-9%,,,['LimoChef Pro'],,,,,,,,,,,,,,,,,,,
794,Easy lime bio,8016438001115,,['Bio'],['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,0,,0,,"1,86",,"0,48",,"0,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Jus de citron,8016438001320,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,,,?,,28,+4%,117 kj(28 kcal),+4%,"0,1",-30%,0,-100%,"6,5",+82%,"1,7",+2%,0,-100%,,,,,,,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
796,Jus d'orange sanguine Bio - Juic - 750mL,8016438001467,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", ""Jus d'orange sanguine""]","['Bio', 'Bio européen', 'Point Vert', 'IT-BIO-007']",['France'],"[""100% jus d'orange sanguine issu de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,,,,,0.00762 g,en faible quantité,163,-12%,?,,163 kj(39 kcal),-12%,"0,2",+44%,,,"8,5",-13%,,,"0,5",-15%,"0,008",+5%,"0,003",+5%,,,,,750 mL,"['Bouteille', 'Verre']",['Juic'],['Italie'],,,1,B,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['Italie', 'Sicile']",,,,,
797,Salumeria d'italia,8016451261206,,"['en:gluten-free', 'Sans lactose']",['France'],[],[],,,,,,,,,?,,307,,1284 kj(307 kcal),,25,,11,,"0,6",,0,,20,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Speck,8016451271106,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,19,,"6,6",,"0,5",,"0,5",,31,,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Mozzarella di bufala campana,8016558000340,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",['Fabriqué en Italie'],['France'],[],[],23 g,en quantité élevée,17.8 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,?,,278,+4%,1163 kj(278 kcal),+4%,23,-0%,"17,8",+13%,"0,8",+8%,"0,7",+14%,"17,4",+21%,"0,5",-18%,"0,2",-18%,10,-2%,C,-2%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
800,Mozzarella di bufala campana,8016558000340,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",['Fabriqué en Italie'],['France'],[],[],23 g,en quantité élevée,17.8 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,?,,278,+4%,1163 kj(278 kcal),+4%,23,-0%,"17,8",+13%,"0,8",+8%,"0,7",+14%,"17,4",+21%,"0,5",-18%,"0,2",-18%,10,-2%,C,-2%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
801,Griffini -  - 45g,8016786110187,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,45 g,,,,,,,,,,,,,,,,,,,,,
802,Gnocchi à poêler - Stroppa - 500g,8016857020094,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes fraîches', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],"['Purée de pomme de terre 75% ', 'eau', 'flocons de pommes de terre ', 'arôme naturel', 'épices', 'E471', 'E450i diphosphate disodique', 'E223 métabisulfite de sodium', ""E304 palmitate d'ascorbyle"", 'E330', 'farine de blé dur', 'huile de tournesol', 'fécule de pomme de terre', 'sel', 'arômes naturels', 'E200', 'farine de riz']","[""Pourrait contenir de l'huile de palme""]",2.44 g,en faible quantité,,,0.33 g,en faible quantité,1.34 g,en quantité modérée,695,-8%,?,,695 kj(166 kcal),-1%,"2,44",+78%,,,32,-3%,"0,33",-72%,"3,56",-15%,"1,34",+19%,"0,536",+19%,,,,,500 g,"['Sachet', 'Plastique', 'Frais']",['Stroppa'],"['Via Sargegna', '28/42 - 20090 Fizzonasco di Pieve Emanuele (Milano)', 'Italie']",['Grand Frais'],"['Gluten', 'E223']",4,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,http://www.pastificiostroppa.it,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E304 - Acide palmityle-6-L-ascorbique', 'E330 - Acide citrique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,"[""E304 - Palmitate d'ascorbyle""]",
803,Gnocchi - La Pieve,8016857020193,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],"['purée de pommes de terre 60 % ', 'eau', ""flocons de pommes de terre émulsifiants E471 mono - et diglycérideg d'acides stabilisants E450i diphosphate disodique"", 'épices', 'agent conservateur E223 métabisulfite de sodium', ""antioxydants E304 palmitate d'ascorbyle arôme naturel"", ""correcteur d'acidité E330 acide citrique farine de blé dur T 55 "", 'granite', 'fécule de pommes de terre 6% sel', 'arômes naturels', 'agent conservateur E200 acide sorbique Saupoudrés de farine de riz Produit contenant du gluten et des sulfites', ' Peut contenir des traces de œufs', 'des fruits à coque', 'soja et lait']",[],0.23 g,en faible quantité,0.05 g,en faible quantité,0.06 g,en faible quantité,1.27 g,en quantité modérée,?,,146,-13%,611 kj(146 kcal),-13%,"0,23",-83%,"0,05",-87%,"31,85",-4%,"0,06",-95%,"3,1",-26%,"1,27",+12%,"0,508",+12%,5,+40%,C,+40%,,,['La Pieve'],,,['Anhydride sulfureux et sulfites'],4,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E304 - Acide palmityle-6-L-ascorbique', 'E330 - Acide citrique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,"[""E304 - Palmitate d'ascorbyle""]",
804,Pates fraiches orecchiette,8016857021114,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,['France'],[],[],0.86 g,en faible quantité,0.15 g,en faible quantité,1.62 g,en faible quantité,0.02 g,en faible quantité,?,,265,-23%,1109 kj(265 kcal),-22%,"0,86",-39%,"0,15",-56%,"55,6",-18%,"1,62",-39%,"7,74",-34%,"0,02",-37%,"0,008",-37%,-1,,A,,,,,,,,,,,,,,,,,,,,,,,
805,Gnocchi - Ripieni,8016857021268,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],[],[],1.78 g,en faible quantité,1.78 g,en quantité modérée,0.81 g,en faible quantité,0.1 g,en faible quantité,?,,159,-5%,665 kj(159 kcal),-5%,"1,78",+30%,"1,78",+377%,"31,29",-5%,"0,81",-32%,"4,47",+6%,"0,1",-91%,"0,04",-91%,0,-100%,B,-100%,,,['Ripieni'],,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
806,Gnocchi ripieni - Stroppa,8016857021329,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],"['purée de pomme de terre 80% ', 'eau', 'fbcons de pommes de terre ', ""émutmants E471 mono et digycérides d'acides gras acids"", 'stabjjsateur', '• E450j djsodâue diphosphate épices', 'conservateur E223 métablSULF!TE de sodium', 'antbxydants: E304 ascorbyE pahRate', 'arômes naturels acdìé réguhteur', '• E330 acide cÏrjque', '1', 'farine de BLÉ T55', 'ricotta de vache ', 'LACTOSÉRUM LAIT de vache', 'crème du LAIT', 'sel', ""correcteur d'acidité"", ""' acide cftrâue"", 'cèpe edujs', 'fecuE de pomme de terre mozzare/h ', 'LAIT', 'sel', 'ferments Ectâue', 'presuréï anti-aggbmérant: arndon de maïs', 'pommes fbcons', 'pecorino ', 'LAIT de chèvre', 'sel presuré', ' LACTOSÉRUM sel arômes naturels noix de muscade', 'conservateur E 200 acide sorbique Saupoudrése de farine de rh Peut contenir des traces de NOIX', 'OEUF et de SOJA']",['Non végétalien'],0.94 g,en faible quantité,0.66 g,en faible quantité,1.05 g,en faible quantité,1.48 g,en quantité modérée,?,,150,-10%,628 kj(150 kcal),-10%,"0,94",-31%,"0,66",+77%,31,-6%,"1,05",-12%,"4,52",+8%,"1,48",+31%,"0,592",+31%,5,+40%,C,+40%,,,['Stroppa'],,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E304 - Acide palmityle-6-L-ascorbique', 'E330 - Acide citrique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,"[""E304 - Palmitate d'ascorbyle""]",
807,Tortelloni ricotta e spinach - Stroppa,8016857024016,,,['France'],"['DES PÂTES: semoule de blé dur', 'oeufs des pâtes', 'eau', ' INGRÉDIENTS DE FARCE: ricotta de vache ', '6096 de la farce', ' lactosérum', 'latt de vache', 'crème du lait', 'sel', ""correcteur d'acidité'"", ' acide citrique]', 'chapelure ', 'farine de blé tendre T65', 'eau', 'sel', 'épinards ', '13% de la farce', 'fromage râpé ', 'latt', 'sel', 'présure', 'agent w?csetvateur: lysozyme ', ""protéine naturelle extraite de l'?uf"", ']', 'lactosérum', 'mozzarelle ', 'lait', 'sel', 'ferments de lait', 'présure', 'antiaglomérant: amidon de maïs', 'sel', 'naturels', 'glutamate monosodique E621', 'noix de muscade']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,275,,1151 kj(275 kcal),,"3,8",,"3,52",,"49,8",,"1,9",,"9,8",,"1,14",,"0,456",,,,,,,,['Stroppa'],,,['Lait'],4,,,,,,,,,,,,"['E330 - Acide citrique', 'E1105 - Lysozyme', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,
808,Gnocchis Ricotta Epinards,8016857024214,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,"3,8",,"3,52",,"49,8",,"1,9",,"9,8",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
809,GNOCCHIS à la VIANDE de BOEUF,8016857025112,,,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,"7,09",,"3,29",,42,,"0,98",,"12,22",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
