,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,additives,nova_score,categories,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,manufacturing,markets,traceability_code,allergens,palm_ingredients,link,ingredients_origins,brand_owner
61,Ica Drickyogh Jo / Ha LF,7318690137825,['Ica'],['France'],"['Yoghurt ', 'högpastöriserad mjölk*', 'laktasenzym', 'yoghurtkultur', 'D- vitannin', 'bärberedning ', 'socker', 'jordgubbar', 'hallon', 'majsstärkelse', 'stabiliseringsmedel ', 'E440', 'arom', 'syra ', 'E330', ' Produkten innehåller 6', '5% tillsatt socker', '2% jordgubbar c -h 1,3% hallon', ' *Ursprung: Sverige']",[],?,60,251 kj(60 kcal),"0,5","0,5",11,11,"3,3","0,1","0,04",,"['E440 - Pectines', 'E330 - Acide citrique']",4,"['Produits laitiers', 'Laits']",D,0.5 g,en faible quantité,0.5 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,,-9%,-8%,-76%,-58%,+83%,+103%,-7%,-19%,-19%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,['Lait'],,,,
62,Lattkvarg laktosfri naturell,7318690137870,,['France'],[],[],?,70,293 kj(70 kcal),"0,2",0,"3,3","3,3",11,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Cookies Vit Choklad & Citronsmak - ICA - 150g,7318690141402,['ICA'],['France'],"['Vit choklad 29% ', 'socker', 'mjölkpulver', 'kakaosmör', 'skummjölkspulver', 'emulgeringsmedel ', 'sojalecitin', 'arom', 'vetemjöl', 'socker', 'vegetabilisk olja ', 'palm', 'solros', 'glukos - fruktossirap', 'citronolja 0', '3%', 'mjölksocker', 'salt', 'bakpulver ', 'E500', 'E450', 'färgämne ', 'E160b']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,520,2176 kj(520 kcal),28,14,62,39,"5,4","0,5","0,2",,"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",D,28 g,en quantité élevée,14 g,en quantité élevée,39 g,en quantité élevée,0.5 g,en quantité modérée,,+6%,+6%,+20%,+19%,-0%,+20%,-18%,-9%,-9%,26,+21%,E,+21%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,150 g,,,,,"['Gluten', 'Lait', 'Soja']",,,,
64,Kvarg Keylime pie - ICA - 250g,7318690144861,['ICA'],"['France', 'Suède']","['INGREDIENSER Kvarg 78% ', 'mjòlk*', 'grâdde*', 'mjôlksyrakultur', 'mblkkoagulerande enzym ', 'mikrobiellt', 'smak- beredning ', 'socker', 'vatten', 'limejuicekoncentrat', 'malsstàrkelse', 'fôrtjockningsmedel ', 'E412', 'arom', ' Produkten innehàller 2% limejuicekoncentrat ochll% tillsatt socker', ' *Ursprung Ôsterrike']",[],650,?,650 kj(155 kcal),"7,8","4,7",15,14,"6,8","0,1","0,04",,,,['Produits laitiers'],,7.8 g,en quantité modérée,4.7 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,-27%,,-36%,-57%,-61%,+205%,+244%,-45%,-87%,-87%,4,-61%,C,-61%,,,,,,,,Kvarg med smak av key lime pie,250 g,"['06 PS', '01 PET', 'Carton', 'Aluminium']",['Austria'],['ICA Supermarket'],['AT 30960 EC'],['Lait'],,https://www.ica.se/handla/produkt/kvarg-7-8-lime-250g-ica-id_p_7318690144861/,['Autriche'],
65,"Aloe Vera Drycken, 5 X - njie",73114215,['Njie'],['France'],[],[],?,36,151 kj(36 kcal),"0,2",0,"8,6","8,2",0,"0,05","0,02",,,,['Boissons'],,0.2 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.05 g,en faible quantité,,-36%,-37%,-42%,-100%,-24%,-13%,-100%,+20%,+20%,12,+57%,E,+57%,,,,,,,,,,,,,,,,,,
66,Eko pepparkakor,73129981,,['France'],[],[],?,462,1933 kj(462 kcal),"17,2","1,6","31,4",2,"6,2","1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Bio confiture de mytille - Lider Price,7321910143148,['Lider Price'],['France'],"['Sucre de canne* - myrtille* - gélifiant: pectine', "" *Ingrédients issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,240,1004 kj(240 kcal),"0,3","0,1","57,8","55,3","0,3",~ 0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['E440 - Pectines'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",C,0.3 g,en faible quantité,0.1 g,en faible quantité,55.3 g,en quantité élevée,0 g,en faible quantité,,+10%,+9%,+15%,+126%,+8%,+9%,-23%,-100%,-100%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
68,Doro Hearplus 313ci Bedienungsanleitung,7322460046828,['Doro'],['France'],"['rtnger volume ana nnger Ott Y rtng tones visual ring indice clock and call timer desktop or wall placement', ' Depending on network support and subscription', ' FRANÇAIS HearPlus 313ci est conçu pour les personnes souffrant djune déi cience auditive', "" Le volume du combiné et des sonneries est réglab jusqu'au niveau extra-fort avec un amplificateur spécial préservan *l'audition normale"", ' Naturellement', 'ce téléphone répond aussi au', 'normes les plus exigeantes pour une parfaite compatibilité avec les appareils auditifs', ' Il est en plus équipé de fonctions très utiles telles que le mains-libres et le témoin lumineux de sonnerie', "" FONCTIONS: Volume du combiné réglable avec amplificateur spécial préservant liaudition normale réglage de la tonalité d'écoute compatible appareils auditifs mains-libres réglable large affi- cheur clavier avec larges touches idéalement espacées présen- tation du nom* avec journal des appelants de 15 positions réper- toire de 30 positions 3 touches mémoires directes volume de la sonnerie réglable jusqu'au niveat&extra-fort coupure de la son- nerie 9 mélodies de sonneries témoin lumineux de sonnerie horloge et chronomètre des conversations position bureau ou murale"", "" Sous réserve d'abonnement auprès de votre opérateur"", ' ,DEUTSCH HearPtus 313ci ist für Leute', 'die um ihr GehOr besorgt sind', "" Vet- starkte Empfàngerlautstarke und Klingeltòne sind mit zusàt:lichen Verstârkungs- und Toneinstellungsfunktionen kombiniert un' das HOren zu erieichtern"", ' Dieses Telefon erfùltt natùrlich aoch die hOchsten Anforderungen fùr die beste Horgeràt-Kompatibi!itàt', ' Weitere oraktl']",[],?,33,138 kj(33 kcal),33,33,33,33,33,33,"13,2",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Plenty Kitchen Roll,7322540408560,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Roll'],,,,,,,,
70,Délibake,7330122810090,,['France'],[],[],?,464,1941 kj(464 kcal),"23,9","9,6",55,28,"5,4","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Bouillon legumes - Biogood,7330137065683,['Biogood'],['France'],"['Ingredienser: Havssalt', 'sheasmôr*', 'torkad rissirap*', 'grônsaker* 5,6 % ', 'palsternacka*', 'lôk*', 'purjolôk*', 'morôtter*', 'pumpa*', 'kr ddor* ', 'gurkmeja*', 'vitlôk*', 'peppar*', 'libbstickarot*', 'lânkàlsfrô*', 'champinjonpulver*', 'koncentrerad grônsaksjuice* ', 'morot*', 'lôk*', 'ôrter* ', 'persilja*', 'libbsticka*', 'karamelliserat socker*', 'solrosolja*', ' *=Ekologiskt certifierad ingrediens', ' OBS! Kan innehàlla spar av mjôlk', 'selleri', 'agg och senap']",[],?,349,1460 kj(349 kcal),"26,9","12,5","23,5","21,8","1,9","42,2","16,88","['Bio', 'Bio européen', 'CH-BIO-004']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de légumes', 'Bouillons de légumes déshydratés']",,,,,,,,,,,+136%,+131%,+323%,+355%,+28%,+285%,-48%,+90%,+90%,,,,,,,,,,,,,,,,,,,,,,
72,Danskt rågord,7330275132308,,['France'],[],[],?,245,1025 kj(245 kcal),"5,5","0,5","39,5","7,7",8,"0,874","0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Kanellängd Packad - Alimenta - 360g,7330275213014,['Alimenta'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 g,,,,,,,,,
74,Fromage blanc,7333365465935,,['France'],[],[],?,78,326 kj(78 kcal),"3,2","2,2",5,5,"6,9","0,14","0,056",,,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",C,3.2 g,en quantité modérée,2.2 g,en quantité modérée,5 g,en quantité modérée,0.14 g,en faible quantité,,-14%,-14%,-21%,-16%,-23%,-17%,+7%,+31%,+31%,-1,-448%,A,-448%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,
75,7333411503819,7333411503819,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Pama Minutris,7336012422305,,['France'],[],[],?,350,1464 kj(350 kcal),1,0,78,0,"7,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Anchois marinés à l'ail - 240g,7336363639353,,['France'],[],[],?,159,665 kj(159 kcal),"8,5","1,7","0,8","0,5","19,9","2,1","0,84",,,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",B,8.5 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-22%,-23%,-33%,-30%,-44%,+89%,-4%,-69%,-69%,11,-12%,D,-12%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,240 g,,,,,,,,,
78,Le moelleux,7336363643565,,['France'],[],[],?,433,1812 kj(433 kcal),26,"2,3",45,21,"6,1","1,1","0,44",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Peaches - Haribo,7336363656565,['Haribo'],"['France', 'Espagne']",[],[],?,354,1481 kj(354 kcal),"0,5","0,1",83,65,4,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Omega 3 -,7336365435656,,['France'],[],[],?,450,1883 kj(450 kcal),50,14,"0,01","0,01","0,01","1,3","0,52",['Omega-3'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",C,50 g,en quantité élevée,14 g,en quantité élevée,0.01 g,en faible quantité,1.3 g,en quantité modérée,,-4%,-3%,-3%,-5%,-98%,-96%,-96%,+125%,+125%,14,+27%,D,+27%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,Margarine demi-sel tartine et cuisson,,,,,,,,,,
81,Riz complet,7338365464643,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Protein pudding,7340001800791,,['France'],[],[],?,72,301 kj(72 kcal),"1,5",1,"4,5","4,5",10,"0,13","0,052",['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Protein pudding - 200g,7340001800807,,"['France', 'Italie']",[],[],?,73,305 kj(73 kcal),"1,6","1,1","4,8","4,5",10,"0,13","0,052",['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,
84,Pudding proteiné - Barebells,7340001800821,['Barebells'],"['France', 'Italie']",[],[],?,72,301 kj(72 kcal),"1,5",1,"4,5","4,5",10,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Cheez Ballz - OLW,7340005400331,"['OLW', 'Orkla', 'Orkla Confectionery & Snacks']",['France'],[],[],?,500,2092 kj(500 kcal),30,"4,6",53,"3,3",9,"2,1","0,84",,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de maïs']",B,30 g,en quantité élevée,4.6 g,en quantité modérée,3.3 g,en faible quantité,2.1 g,en quantité élevée,,0%,+0%,+19%,+31%,-7%,-6%,+1%,+11%,+11%,19,+28%,E,+28%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,
86,Dippmix ranch,7340005404261,,['France'],[],[],?,340,1423 kj(340 kcal),"6,1","3,7",61,40,"8,9","15,3","6,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Duo biscuit,7340011301554,,['France'],[],[],?,449,1879 kj(449 kcal),14,"7,7",74,35,"5,7","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Pepparkakor Krav,7340011316237,,['France'],[],[],?,420,1757 kj(420 kcal),14,5,68,35,"4,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Macaroni cuisson rapide - Coop,7340011352839,['Coop'],['France'],[],[],?,357,1494 kj(357 kcal),"1,3","0,3",73,"3,2",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Ristede Løg - Coop,7340011356028,['Coop'],['France'],"['INGREDIÉNSER•', ' log ', 'Holland', ' ', '220 g ré log pr', ' 100 CJ ristede log', 'palmeolie', 'Salt']",[],?,599,2506 kj(599 kcal),44,21,42,8,6,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,økologisk Mørk Orangechokolade - Coop Änglamark,7340011375296,['Coop Änglamark'],['France'],"['Kakaomassa* ', 'Sydamerika', 'rôrsocker*', 'apelsinskal* 7 % ', 'florsocker*', 'rôrsocker*', 'glukossirap*', 'apelsinskal*', 'mandlar* 7%', 'kakaosmôr*', 'emulgeringsmedel ', 'E 322 sojalecitin', 'apelsinolja*', 'vaniljextrakt*', 'Kan innehàlta av rnjô!k', 'hassel-', ""pistage- och ce'lnewnòtter"", '-èekQ3', 't9gisOnareqtens', ' KRAAmàrknlÉigeoyérifieras av Kiwa', ' Minst 55% kakao', ' Kakaomassa', 'rôrsocker', 'kakaosmôr', 'vaniljextrakt: handlade i enlighet med Fairtrade-kriterierna', 'totalt 85,66%']",[],?,538,2251 kj(538 kcal),33,18,49,38,"7,5",0,0,['Bio'],['E322 - Lécithines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Biscottes - Coop - 100g,7340011434382,['Coop'],['France'],[],[],?,412,1724 kj(412 kcal),"7,1","2,6",72,9,13,"0,71","0,284",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",B,7.1 g,en quantité modérée,2.6 g,en quantité modérée,9 g,en quantité modérée,0.71 g,en quantité modérée,,+5%,+4%,+6%,+41%,+5%,+54%,+10%,-39%,-39%,11,+76%,D,+76%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,100 g,,,,,,,,,
93,Sandwich kiks,7340011436454,,['France'],[],[],?,449,1879 kj(449 kcal),14,"7,7",74,35,"5,7","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Kryddere - Coop - 100g,7340011436492,['Coop'],['France'],[],[],?,412,1724 kj(412 kcal),"7,1","2,6",79,9,13,"0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
95,Rødkål - Coop,7340011440239,['Coop'],['France'],[],[],?,82,343 kj(82 kcal),0,0,18,18,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Frasiga favoriten,7340011452140,,['France'],[],[],?,549,2297 kj(549 kcal),33,"3,2",59,"2,6","3,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Caramel seasalt milk chocolate - Coop Änglamark,7340011453741,['Coop Änglamark'],['France'],"['OKOLOGISK MŒLKECHOKOLADE ÙE6SPROD KARAMEL OG HAVSALT INGREDIENSER: Rorsukkee', 'malkepulver*', 'kakaosmor*', 'kakaomasse* ', 'Sydamerika', 'karamel* 8% ', 'sukker*', 'glu - kosesirup*', 'smor*', 'palmeolie*', 'melasse*', 'naturlig aroma', 'emulgator ', 'E 322 sojalecitin', 'vaniljeekstrakt*', 'havsalt', ' Kan indeholde spor af mandel', 'hassel-', 'pistacie - og cashewnodder', ' Mindst 32% kakaotorstof i chokoladen', ' * = Okologisk ingrediens', ' Rorsukker', 'kakaosmor', 'kakaomasse', 'sukker', 'vaniljeekstrakt: Handlet i overensstemmelse med Fairtrade standarder', ' I alt 70%', ' Fairtrade betyder mere fair handeisvi!kàr og fiere mutigheder for', 'at producenter I kan investere i deres deres lokalsamfund fer at']",[],?,554,2318 kj(554 kcal),34,20,53,51,"8,3","0,25","0,1","['Bio', 'Bio européen', 'IT-BIO-014']",['E322 - Lécithines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Galettes de riz soufflé - Coop,7340011456360,['Coop'],['France'],[],[],?,381,1594 kj(381 kcal),"3,1","0,7",79,"1,2","7,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Kallröktlax - Coop,7340011461159,['Coop'],['France'],[],[],?,190,795 kj(190 kcal),11,"5,8","0,2",0,22,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Kallröktlax - Coop,7340011461159,['Coop'],['France'],[],[],?,190,795 kj(190 kcal),11,"5,8","0,2",0,22,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Chili totilla chips - 365 Okologi,7340011462811,['365 Okologi'],['France'],"['bKOLOGlSCHE TORTILLA CHIPS ZUTATEN: 74%', 'ôkologisches Sonnenblumenôl', 'Chili-Mischung 4% ', 'Salz', 'süBe Paprika*', 'Knoblauch*', 'Zwiebeln*', 'Zucker*', 'Koriander*', 'Chili*', 'Bockshornkleesamen*', 'Liebstôckel*', ' *ôkologisch', ' LAGERUNG: und zu SERVIERVORSCHLAG: Servieren Sie die Tortilla- Chips mit Taco-Sauce und Guacamole Oder als Zubehôr zu Chili con Carne', ' NeringsindholdINihrwerte1100 g:']",[],?,485,2029 kj(485 kcal),22,"2,2",63,"1,5","6,7","1,3","0,52",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Grötis smoothie - Coop,7340011465232,['Coop'],['France'],[],[],?,96,402 kj(96 kcal),3,"0,3",16,10,"0,8",,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Raspberry Jam Organic 340.00 Gram - Rainbow,7340011471943,['Rainbow'],['France'],"['Ü LIJOMU VADELMAHILLO AINESOSAT: Luomuvadelma ', 'Puola', ' Iwmusitruunatbysmehu', 'hyyte!òimisaine ', 'E 440', ' havuudensààtôaine ', 'E 333', '100 g tuotetta sisà!tàà 50 g rerjoja', ' SÀILYTYS: Huoneen!àmmôssà', ' Avattuna lààkùèpissa']",[],?,192,803 kj(192 kcal),"0,2",0,45,42,"0,7","0,02","0,008",,"['E440 - Pectines', 'E333 - Citrates de calcium']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Økologiske kartoffel-chips,7340011484912,,['France'],[],[],?,522,2184 kj(522 kcal),27,27,59,"3,6","8,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Vegansk Färs - Hälsans Kök Ingredienser - 300g,7340024184281,"['Hälsans Kök Ingredienser', 'Hälsans Kök', 'Tivall']","['France', 'Suède']","['Rehydrerat sojamjöl 88%', 'vegetabilisk olja ', 'solros', 'raps i varierande proportion', 'rehydrerat veteprotein 2%', 'maltodextrin', 'maltextrakt ', 'korn', 'jästextrakt', 'salt', 'arom', 'lökpulver', 'vitlökspulver', 'kryddor', 'druvsocker', 'kaliumklorid', 'karamelliserat socker']","['Végétalien', 'Végétarien']",?,151,632 kj(151 kcal),3,"0,4",7,4,20,"0,4","0,16","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",,4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Plats préparés', 'Aliments à base de plantes surgelés', 'Substituts de viande', 'Plats préparés à réchauffer au micro-ondes']",,3 g,en quantité modérée,0.4 g,en faible quantité,4 g,en faible quantité,0.4 g,en quantité modérée,,-21%,-21%,-66%,-70%,-33%,+147%,+41%,-63%,-63%,-6,-671%,A,-671%,,,,,,,,"Färs, gjord av en blandning av sojamjöl och veteprotein",300 g,['Plastic'],['Israel'],['ICA Supermarket'],,"['Gluten', 'Soja', 'sv:veteprotein']",,https://www.halsanskok.se/cooks-ingredients-chargrilled-pieces.php,,
106,veganska bullar - halsans kok,7340024185066,['halsans kok'],['France'],[],"['Végétalien', 'Végétarien']",?,175,732 kj(175 kcal),5,"0,6",10,1,20,"1,4","0,56","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Soja'],,,,
107,Skinkost,7340043065936,,['France'],[],[],?,210,879 kj(210 kcal),17,11,"1,4","1,4",13,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Basmatiris - Eldorado - 500g,7340083402265,['Eldorado'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,,
109,Fullkorns skorpor - Garant - 500g,7340083405945,['Garant'],['France'],[],[],?,400,1674 kj(400 kcal),7,1,62,"0,9",13,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,,
110,Fransk Loksill - Garant,7340083427121,['Garant'],['France'],"['LÔKSILL', ' INGREDIENSER Marinerad sxgus', ' i bitar 50% ', 'salt', 'âttika', 'vatten', 'konserveringsmedel ', 'E211', 'serbtad', 'vitlôk', 'syra ', 'citronsyra', 'sandelextrakt', ' ecstat!anten ', 'Norska havet', 'med ringnot/tràl TILLAG\\tx K?àtas direkt eller anvàndas i olika ERA ATT}Z A3gsvàrdet pà sillen varierar: vârdena âr et àver hela fàngstperioden', ' FORVARING fr,:: max +80C', ' KÂLLSORTERING Burken sortèŒs glas och locket som metatl', ' Kcnsument@axfood', 'se eller 0771-87 67 70', ' ProduceresiSe Axfood Sverige AB', '107 69 Stockholm', ' tzttas av Axfoods kvalitetsgarànti', ' Se www', 'axfoodse']",[],?,230,962 kj(230 kcal),12,"3,9",20,17,"9,7","2,9","1,16",,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Ekologisk tortelloni fylld med pesto - Garant - 250g,7340083440984,['Garant'],"['France', 'Suède']","['Durumvetemjöl*', 'ägg* 12%', 'ricottaost* 9% ', 'vassle*', 'mjölk*', 'salt', 'surhetsreglerande medel ', 'citronsyra', 'ströbröd* ', 'vetemjöl*', 'vatten', 'salt', 'mozarellaost* 7 % ', 'mjölk*', 'salt', 'löpe', 'basilika* 6%', 'potatisflingor* ', 'potatis*', 'antioxidationsmedel ', 'rosmarinextrakt', 'solrosolja*', 'vatten', 'pecorino-ost* 1 % ', 'fårmjölk*', 'löpe', 'salt', 'extra virgin olivolja*', 'salt', 'vitlök*', 'pinjenötter*']",['Non végétalien'],?,300,1255 kj(300 kcal),"9,4","2,8",41,"3,6",10,1,"0,4",['Bio'],['E330 - Acide citrique'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,['Ris och pasta mm'],,,,"['Œufs', 'Gluten', 'Lait']",,,,
112,Musli - Garrant - 450g,7340083443497,['Garrant'],['France'],"[""INGREDIENSER: Hayregryn• speltflingoe * rôrsocker'"", 'miôl ', 'yete*', 'rag*', 'veteflingor kokoschips*', 'kakao* 1,9%', 'honung•', 'solrosolja*', 'frystorkade jordgubbar* 1 %', 'salt', ' *Ekologisk râvara', ' ""Fullkorn', ' Fiberrik', ' Fullkorn: 76%', ' Kan innehàlla spàr av soja', 'miélkprotein', 'sôtmandel', 'hasselnôt', 'pekannôt och sesamfrô', ' Fôrpackat i en skyddande atmosfâr']",[],?,410,1715 kj(410 kcal),8,"2,5",67,11,12,"0,5","0,2","['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,
113,Citron Pressad,7340083444616,,['France'],[],[],?,30,126 kj(30 kcal),"0,1",0,"6,5","1,7","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Citron juice - Garant,7340083444623,['Garant'],['France'],[],[],?,30,126 kj(30 kcal),"0,1",0,"6,5","1,7","0,4",,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",D,0.1 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,,,,+11%,+12%,-30%,-100%,+82%,+2%,+19%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
