,name,bar_code,packaging,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,brand_owner,markets,generic_name,traceability_code,link
1582,Palets Citron,14775438,,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,"22,8",,"15,8",,"66,2",,"23,1",,"6,2",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Chocolat noir superieur bio - Jardin Bio,14788943,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['pâte de cacao* origine Saint Domingue', 'sucre de canne*', 'beurre de cacac extrait de vanille*', ' Cacao : 70 % minimum', "" *Produits issus de l'agriculture biologique"", ' Souligné : ingrédients issus du commerce équitable', ' Peut contenir des traces de lait', 'gluten et fruits à coque']",[],40.6 g,en quantité élevée,25.9 g,en quantité élevée,29.7 g,en quantité élevée,0.015 g,en faible quantité,?,,571,+3%,2389 kj(571 kcal),+3%,"40,6",+3%,"25,9",+12%,"37,4",-3%,"29,7",-6%,"8,6",+12%,"0,015",-68%,"0,006",-68%,18,-15%,D,-15%,,['Bio'],E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Jardin Bio'],,,,3,,,,,,['FSC-C095159'],
1584,Bresse bleu,14803352,,,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,30,,21,,1,,"0,5",,17,,"1,6",,"0,64",,,,,,,,,,,,,,,,['Bresse Bleu'],,,,,,,,,,,
1585,14828980,14828980,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
1586,Citron,14843358,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Emmental rape - Entremont,14856135,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",['France'],[],[],29 g,en quantité élevée,19 g,en quantité élevée,0.4 g,en faible quantité,0.7 g,en quantité modérée,?,,369,-1%,1544 kj(369 kcal),-1%,29,+0%,19,-4%,"0,4",-56%,"0,4",-1%,27,-1%,"0,7",-8%,"0,28",-8%,12,+1%,D,+1%,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Entremont'],,,,,,,,,,,
1588,Frühlingsrollen - Bofrost,1490,,"['Plats préparés', 'Rouleaux de printemps']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,48.7%,15.5%,7.3%,11.0%,3.7%,13.8%,84,['Bofrost'],,,,,,,,,,,
1589,14943897,14943897,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,14979802,14979802,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,
1591,Vintersaga Mix of Chocolates Zakje 300 Gram - Ikea,1503855660003,,,['France'],"['- A utoewahrung: An einem kùhten und trockenen Ort laòerns FR : Assotttment de bonbons de chocolat IQFiients : Sucre', ' Pâte de cacao', 'beurre de cacao', 'four- r$e au caramel ', 'sirop de glucose-fructose', 'humectant huile de huile de beurre fiant ', 'lécithine de tournesol]', 'arôme naturel de vanille', 'tait ser en poudre', 'caramel au beurre ', 'sucre', 'sirop de sucre d{cidité é{aulsifiant tournesol', 'huile de beurre tlattlt lactose tlattlt lactosérum Sen poudre [lait', 'bonbons à en morceaux ', 'sucre', 'sirop de glucose', 'huile de tournesolt arôme naturel', 'brisures de réglisse moq ', 'sucre', 'sirop de glucose', 'huile de tournesol', 'extrait de régliSe [0,01 0%', 'amidon de pomme de terre', 'arômes', 'émulsifiant [lécithine de tournesoll', ""agents d'enro- bage [E901"", 'E9041', 'colorant tE1531', 'sel', 'pàte de noisettes', 'amandes en morceaux', 'émulsifiant ', 'lécithine de tournesol', 'sel', 'arômes', 'Peut contenir des traces de soja', 'gluten', 'œufs', 'cacahuètes', ' Chocolat contient : Minimum 48 % cacao', ' Choco- lat au lait contient : Minimum 30 % cacao', ' Chocolat aux noi- settes Gianduja contient : Minimum 32 % cacao', ' Conserva- t}on : Conservez dans un endroit frais et sec']",['Non végétalien'],,,,,,,,,?,,526,,2201 kj(526 kcal),,30,,18,,58,,0,,"5,4",,"0,28",,"0,112",,,,,,,,,,,,,,,,['Ikea'],"['E322i - Lécithine', ""E901 - Cire d'abeille""]",,['Lait'],4,,,,,,,
1592,1503977597843,1503977597843,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Corn crackers au chia - Nature Addicts,15016362,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],[],"['Végétalien', 'Végétarien']",10 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,?,,422,-9%,1766 kj(422 kcal),-10%,10,-50%,"1,4",-74%,75,+26%,"0,5",-87%,"6,9",-30%,1,-50%,"0,4",-50%,6,-61%,C,-61%,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique']",B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Nature Addicts'],,,,,,,,,,,
1594,Chocolat pur beurre de cacao,15030351,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['France'],[],[],41 g,en quantité élevée,27 g,en quantité élevée,30 g,en quantité élevée,0.1 g,en faible quantité,?,,544,-1%,2276 kj(544 kcal),-1%,41,+13%,27,+28%,36,-22%,30,-27%,7,-3%,"0,1",-28%,"0,04",-28%,22,-6%,E,-6%,,['Bio'],,,,,,,,,,,,,,,,,,,,
1595,1511179782677,1511179782677,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,
1596,Agave Syrup - Allos,1511210948918,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Allos'],,,,,,,,,,,
1597,Sir Shortbread - REGENT'S PARK - 120g,15138583,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,120 g,,,,,,,,,,"[""REGENT'S PARK""]",,,,,,,,,,,
1598,Miele di arancio di ribera - 400g,1520806110004,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,0,,0,,82,,82,,"0,2",,0,,0,,,,,,400 g,,,,,,,,,,,,,,,,,,,,,
1599,carotte chocolat - lu - 200g,1526160690138,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,200g,,,,,,,,,,['Lu'],,,,,,,,,,,
1600,Lifebar Apricot - Lifefood Really Raw - 47g,1527278422161,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,47g,"['Végétarien', 'Végétalien', 'Agriculture UE/Non UE']",,,,,,,,,['Lifefood Really Raw'],,,,,,,,,,,
1601,Tartichoc - Wilhelm reuss GmbH & Co - 100g,15227897,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",['France'],[],[],29.6 g,en quantité élevée,5.9 g,en quantité élevée,56 g,en quantité élevée,0.13 g,en faible quantité,2194,-3%,?,,2194 kj(524 kcal),-3%,"29,6",-13%,"5,9",-24%,57,+12%,56,+20%,6,-9%,"0,13",+17%,"0,052",+17%,21,+2%,E,+2%,100g,,,,,,,,,,['Wilhelm reuss GmbH & Co'],,,,,,,,,,,
1602,Formula 1,15258762,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"8,5",,"1,9",,35,,32,,35,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Festival,1538824003383,,,['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,"7,4",,"3,5",,83,,"63,5",,"1,6",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Crunchy veggies - Foodspring,15333338,,,['France'],[],[],,,,,,,,,?,,325,,1360 kj(325 kcal),,3,,"0,5",,44,,35,,21,,"0,12",,"0,048",,,,,,,,,,,,,,,,['Foodspring'],,,,,,,,,,,
1605,Thé Raspberry Mint Detox - Fitvia,15335364,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,['Fitvia'],,,,,,,,,,,
1606,Lait Sans Lactose - Milbona,15339683,,"['Produits laitiers', 'Laits', 'Laits sans lactose']",['France'],[],[],,,0.9 g,en faible quantité,4.7 g,en faible quantité,0.14 g,en faible quantité,?,,46,-22%,192 kj(46 kcal),-10%,?,,"0,9",-5%,?,,"4,7",-0%,"3,2",-1%,"0,14",+28%,"0,056",+28%,,,,,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Milbona'],,,,,,,,['Lidl'],,,
1607,viennois chocolat - Nestlé,15350695,,,['France'],"['Lait entier ', '59,3%', 'crème ', 'lait', ' ', '14,3%', 'eau', 'sirop de glucose et fructose', 'chocolat en poudre ', '5,2%', ' ', 'sucre', 'poudre de cacao', 'sucre', 'chocolat noir ', '1 ,2%', ' ', 'pâte de cacao', 'sucre', 'émulsifiant']",['Non végétalien'],,,,,,,,,?,,162,,678 kj(162 kcal),,"8,5",,"5,6",,"18,2",,"15,7",,"3,1",,"0,12",,"0,048",,,,,,,,,,,,,,,,['Nestlé'],,,['Lait'],4,,,,,,,
1608,Lait de coco - Suzi Wan - 500ml,15352583,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",['France'],[],[],17.5 g,en quantité élevée,15.7 g,en quantité élevée,1.8 g,en faible quantité,0.03 g,en faible quantité,?,,173,+9%,724 kj(173 kcal),+10%,"17,5",+12%,"15,7",+15%,"2,1",-24%,"1,8",+7%,"1,6",+26%,"0,03",-59%,"0,012",-59%,12,+26%,D,+26%,500 ml,,B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,['Suzi Wan'],,,,,,,,,,,
1609,Cordons bleus de volaille,15365972,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",['France'],[],[],17 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.29 g,en quantité modérée,?,,261,+2%,1092 kj(261 kcal),+2%,17,+4%,"4,5",+5%,14,-1%,"1,6",+7%,12,-1%,"1,29",-1%,"0,516",-1%,12,+5%,D,+5%,,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,
1610,Volvic juicy,15367632,,"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau minérale naturelle volvic ', '85%', ' jus de fruits à base de concentré 9% ', 'ananas 4% mangue 2% raisin 2% orange 1%', ' sucre ', '4,9%', "" extrait d'orange"", 'arôme naturel', 'acidifiant :acide citrique', 'colorant : lutéine et carmin']","['Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0 g,en faible quantité,6.2 g,en quantité modérée,0.01 g,en faible quantité,?,,25,-71%,105 kj(25 kcal),-72%,"0,5",+33%,0,-100%,"6,2",-69%,"6,2",-66%,"0,5",-7%,"0,01",-73%,"0,004",-73%,9,-24%,D,-24%,,,,,,,,,,,['Volvic'],"['E330 - Acide citrique', 'E161b - Lutéine', 'E120 - Acide carminique']",,,4,,,,,,,
1611,Le batonnet moelleux - Fleury Michon,15380522,"['sous vide', 'Frais']","['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",['France'],"['Chair de poisson* 42 %', 'eau', 'amidons ', 'dont blé', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés ', 'mollusques ', 'poissons', 'colorant: extrait de paprika 0,03 %', "" *Colin d'Alaska et Merlu blanc "", 'Pacifique Nord Est', 'Cabillaud et Lieu noir ', 'Atlantique Nord Est']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4.5 g,en quantité modérée,0.4 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,?,,111,-38%,464 kj(111 kcal),-36%,"4,5",-42%,"0,4",-64%,"9,5",-35%,"3,5",+97%,"8,1",-24%,"1,5",+34%,"0,6",+34%,2,-3%,B,-3%,,"['Nutriscore', 'Nutriscore B']",E,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['Fleury Michon'],['E160c - Extrait de paprika'],,"['Crustacés', 'Poisson', 'Mollusques']",4,"['Océan Pacifique', 'Océan Atlantique', 'Océan Atlantique Nord-Est', 'Océan Pacifique Nord-Est']",['France'],,,,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",
1612,Fit Berry detox bar - Fitvia - 30g,15433309,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,391,,1636 kj(391 kcal),,19,,2,,40,,34,,11,,"0,09",,"0,036",,,,,,30 g,"['Bio', 'Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,['Fitvia'],,,,,,,,,,,
1613,Chips la surfeuse,15447744,,,['France'],[],[],,,,,,,,,?,,527,,2205 kj(527 kcal),,33,,"9,3",,53,,"0,7",,"6,3",,"1,05",,"0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Sablé gourmand noisette - Jardin Bio,15451460,,,['France'],[],[],,,,,,,,,?,,458,,1916 kj(458 kcal),,"21,8",,"5,7",,"64,1",,"22,8",,"6,9",,"0,4",,"0,16",,,,,,,['Bio'],,,,,,,,,['Jardin Bio'],,,,,,,,,,,
1615,Chocolat fin & savoureux - Nestlé,15456504,,,['France'],[],[],,,,,,,,,?,,74,,310 kj(74 kcal),,"2,1",,"1,2",,"9,8",,"9,4",,"3,7",,"0,12",,"0,048",,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,
1616,Mon p'tit Dej Fruite,15495464,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"1,1",,"0,1",,"75,1",,"63,2",,"2,8",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Croc graines,15499455,,,['France'],[],[],,,,,,,,,?,,517,,2163 kj(517 kcal),,27,,"7,7",,59,,20,,"7,9",,"0,94",,"0,376",,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,
1618,Jus de pomme - Tropicana - 750ml,15574230,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité élevée,0 g,en faible quantité,?,,48,+4%,201 kj(48 kcal),+5%,0,-100%,0,-100%,"10,8",-1%,"10,4",+1%,"0,1",-53%,0,-100%,0,-100%,4,-3%,C,-3%,750 ml,"['Bio', 'Sans sucre ajouté']",C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,['Tropicana'],,,,,,,,,,,
1619,jambon supérieur sans couenne - Carrefour,1560074093593,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],2.6 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,109,-17%,456 kj(109 kcal),-17%,"2,6",-46%,1,-46%,"0,5",-25%,"0,5",-16%,21,-0%,"1,9",+2%,"0,76",+2%,4,-43%,C,-43%,,['Qualité supérieure'],E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Carrefour'],,,,,,,,['Carrefour'],,,
1620,Cafe x1kg,15601061800056,['Barquette'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Mais doux,1560480579452,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",['France'],[],[],1.6 g,en faible quantité,0.3 g,en faible quantité,5.6 g,en quantité modérée,0.45 g,en quantité modérée,?,,76,-15%,318 kj(76 kcal),-16%,"1,6",-1%,"0,3",-4%,"11,9",-17%,"5,6",+16%,"2,1",-24%,"0,45",+0%,"0,18",+0%,-4,,A,,,,B,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,,,,,,,,,
1622,Infusion en gelee a l'aloe vera,1565086765285,,,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,0,,0,,"55,2",,"51,46",,2,,"0,085",,"0,034",,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Aloe Honey tea - 510g,1565966665285,,,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,0,,0,,"55,2",,"51,46",,"0,2",,"0,085",,"0,034",,,,,,510 g,,,,,,,,,,,,,,,,,,,,,
1624,Ciboulette - Leader Price,15605049,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Aliments lyophilisées', ""Aliments d'origine végétale lyophilisées"", 'Ciboulette', 'Plantes aromatiques lyophilisées', 'Ciboulette lyophilisée']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,['Leader Price'],,,
1625,Crackers épeautre 3 graines - Carrefour Bio,15616346,,,['France'],[],[],,,,,,,,,?,,455,,1904 kj(455 kcal),,20,,"2,9",,48,,"1,3",,16,,2,,"0,8",,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-006', 'Agriculture UE', 'Fabriqué en Allemagne', 'AB Agriculture Biologique']",,,,,,,,,['Carrefour Bio'],,,,,,,,['Carrefour'],,,
1626,Feta Aop,15630377,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",['France'],[],[],23 g,en quantité élevée,16 g,en quantité élevée,0.7 g,en faible quantité,2.2 g,en quantité élevée,?,,278,-2%,1163 kj(278 kcal),-1%,23,-2%,16,+4%,"0,7",-11%,"0,7",+117%,17,+5%,"2,2",-7%,"0,88",-7%,17,-1%,D,-1%,,['Bio'],D,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,
1627,Riz basmati - Carrefour Bio,15633038,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['France'],[],[],1.1 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,,,?,,353,+7%,1477 kj(353 kcal),+6%,"1,1",+6%,"0,2",-17%,77,+8%,0,-100%,"8,1",+7%,,,,,,,,,,['Bio'],C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Carrefour Bio'],,,,,,,,['Carrefour'],,,
1628,Breadsticks - Eridanous,15633339,,,['France'],"['farine de b16$ 13 figues', 'sucre', ' huile de tournesol', ""jus d'oranÜ2"", '3 huile vierge extra', 'miel de thym', '2 % raisins', 'sésame', 'à lever', ' carbonates de sodium', ' cannelle', 'vanille', ' Peut contenir des traces do ftults à coque', 'de latt et dioeuf']",['Non végétalien'],,,,,,,,,?,,444,,1858 kj(444 kcal),,"15,9",,"1,9",,"67,4",,"35,6",,"6,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,['Eridanous'],,,['Graines de sésame'],,,,,['Lidl'],,,
1629,Pain de seigle  graine de lin - Terra Sana - 500g,15633354,,,['France'],[],[],,,,,,,,,?,,197,,824 kj(197 kcal),,3,,"0,4",,"32,5",,"2,9",,"5,4",,"1,1",,"0,44",,,,,,500 g,['Bio'],,,,,,,,,['Terra Sana'],,,,,,,,,,,
1630,A tartiner - Maribel,15635464,,,['France'],[],[],,,,,,,,,?,,167,,699 kj(167 kcal),,"0,1",,"0,1",,39,,36,,"0,7",,"0,03",,"0,012",,,,,,,,,,,,,,,,['Maribel'],,,,,,,,,,,
1631,Margarine Tournesol - Bouton d'Or,15636058,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",['France'],[],[],60 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,0.4 g,en quantité modérée,?,,540,+15%,2259 kj(540 kcal),+16%,60,+17%,14,-5%,"0,5",-2%,"0,5",+90%,"0,5",+99%,"0,4",-31%,"0,16",-31%,10,-9%,C,-9%,,,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"[""Bouton d'Or""]",,,,,,,,,Margarine 60 % MG,,
1632,Heildelbeere - REWE Beste Wahl,15636530,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,"0,1",,0,,"12,5",,"11,5",,"3,7",,"0,14",,"0,056",,,,,,,,,,,,,,,,['REWE Beste Wahl'],,,,,,,,,,,
1633,Tartines 3 céréales,15653673,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"2,4",,"0,4",,78,,"2,2",,"8,5",,"0,41",,"0,164",,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,
1634,Cèpes & Bolets en soupe - Liebig,15655636,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,1,,"0,6",,"4,2",,1,,"0,8",,"0,79",,"0,316",,,,,,,,,,,,,,,,['Liebig'],,,,,,,,,,,
1635,Riz cantonais produits surgele - Eismann,15659170,,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",['France'],"['riz précuit ', '64 %', ' ', 'eau', 'riz', 'sel', 'petits pois ', '7% ', 'omelette ', '7%', ' ', '0euf entier', ""blanc d'oeuf"", 'sel', 'épaississants gomme de quar', 'gomme xanthane ', ' acidifiant acide citrique', 'épaule de porccuite goût fumé ', '7%', ' ', 'épaule de porc', 'eau', 'gélatine', 'sel', 'lactose', 'stabilisants carraghénanes', 'diphosphates', 'sirop de glucose', 'dextrose ', ' conservateurs erythorbate de sodium', 'nitrite de sodium arômes', 'arôme de fumée', 'oignons', 'carottes ', '3%', 'eau', 'huile', 'végétale de tournesol', 'sauce de poisson Nuoc mam', ' ', 'anchois', 'sel', 'eau', 'fond de volaille aromatisé ', 'maltodextrine', 'amidon transformé ', 'sel', 'arôme', 'graisse de poule', 'graisse végétale de palme', 'viande de poule', 'extrait de levure', 'légumes', 'lactose et protéines de lait', 'épices', 'extrait de céleri', ' arômes']","['Huile de palme', 'Non végétalien', 'Non végétarien']",2.3 g,en faible quantité,0.5 g,en faible quantité,3.9 g,en faible quantité,1.1 g,en quantité modérée,?,,513,+229%,2146 kj(513 kcal),+228%,"2,3",-42%,"0,5",-27%,"20,1",-15%,"3,9",+210%,"4,6",-13%,"1,1",+13%,"0,44",+13%,8,+249%,C,+249%,,,C,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,['Eismann'],"['E415 - Gomme xanthane', 'E330 - Acide citrique', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Huile de palme'],"['Céleri', 'Œufs', 'Poisson', 'Lait']",4,,,,,,,
1636,Chewing-gum (Bubble Fresh) - Mentos,15664020,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"0,2",,"0,2",,70,,0,,0,,"0,78",,"0,312",,,,,,,,,,,,,,,,['Mentos'],,,,,,,,,,,
1637,Pamplemouse rose - Pampryl,15665058,,['Boissons'],['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité élevée,0.02 g,en faible quantité,?,,41,-27%,172 kj(41 kcal),-29%,"0,1",-71%,0,-100%,"9,7",-14%,"7,5",-21%,"0,6",+21%,"0,02",-52%,"0,008",-52%,11,+44%,E,+44%,,,,,,,,,,,['Pampryl'],,,,,,,,,,,
1638,Huile d'Olive,15675318,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,17,+21%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1639,Box Monaco,15685780,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,36,,17,,44,,"5,6",,12,,"2,04",,"0,816",,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Fructose - Vivis,15687304,,"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants naturels', 'Fructose']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,,,?,,400,+21%,1674 kj(400 kcal),+21%,0,-100%,0,-100%,100,+24%,100,+47%,0,,,,,,,,,,,,B,39.8%,41.1%,9.2%,7.6%,2.3%,0.0%,88,"['Vivis', 'Gayelord Hauser']",,,,,,,,,,,
