,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,nova_score,generic_name,packaging,link,manufacturing,ingredients_origins,markets,allergens,traceability_code,brand_owner,origin_detail,producer_info,palm_ingredients
1759,Pralin En Poudre B &S Sachet -,3580281280782,,['Aides culinaires'],,['France'],[],[],28.7 g,en quantité élevée,2.2 g,en quantité modérée,52 g,en quantité élevée,,,?,,522,+59%,2184 kj(522 kcal),+58%,"28,7",+282%,"2,2",-24%,"52,8",-5%,52,+54%,"10,5",+134%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Haricots coco blancs - Grain de frais - 1kg,3580281325056,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Haricots cocos blancs']","['Peu ou pas de matière grasse', 'Riche en fibres', 'Sans matière grasse', 'Riche en vitamine B9', 'Source de fer']",['France'],['haricots'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.6 g,en quantité modérée,550,,130,-37%,550 kj(130 kcal),-37%,"0,4",-78%,"0,1",-78%,"18,8",-22%,"0,3",-86%,"9,7",-29%,"0,6",-12%,"0,24",-12%,-7,,A,,,,,,,,,1 kg,['Grain de frais'],,1,,"['Sachet', 'Plastique']",,,,['Carrefour'],,,,,,
1761,Lentilles corail,3580281330524,,,,['France'],[],[],,,,,,,,,?,,334,,1397 kj(334 kcal),,"2,2",,"0,4",,48,,0,,25,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Pois chiche très gros - Grain De Frais - 1kg,3580281355169,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,['France'],"['Pois chiche', "" Traces possibles d'arachide"", 'de fruits à coque', 'de gluten', 'de sésame et de sulfites', ' Origine : import']","['Sans huile de palme', 'Végétalien', 'Végétarien']",6 g,en quantité modérée,0.6 g,en faible quantité,11 g,en quantité modérée,0.06 g,en faible quantité,?,,339,+78%,1418 kj(339 kcal),+80%,6,+98%,"0,6",+53%,43,+82%,11,+571%,19,+86%,"0,06",-87%,"0,024",-87%,-4,,A,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,1 kg,['Grain De Frais'],,1,,,,,,,,,,,,
1763,Velouté de Pois Chiche Bio - Grain de frais - 120g,3580281355305,,"['Plats préparés', 'Soupes', 'Veloutés', 'Veloutés de pois chiches']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",['France'],['Pois chiche'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",6 g,en quantité modérée,1 g,en faible quantité,2.7 g,en faible quantité,0.01 g,en faible quantité,?,,365,+812%,1527 kj(365 kcal),+814%,6,+277%,1,+57%,"47,9",+902%,"2,7",+48%,"22,3",+2428%,"0,01",-98%,"0,004",-98%,-6,-580%,A,-580%,,,,,,,,120 g,"['Grain de frais', 'Grain de Frais']",,3,,"['Plastique', 'Sachet']",,,['Italie'],,,,,,,
1764,Trio De Riz - Fraich,3580281415023,,,['Conditionné en France'],['France'],"['riz long grain blanchi 70%', 'riz rouge complet 15%', 'riz sauvage 15%', ' Traces possibles darachide', 'de fruits à coque', 'de gluten', 'de sésame et de sulfites', ' Riz importés', 'conditionnés en France']",[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"0,7",,"0,2",,"79,8",,"0,8",,"8,5",,"0,02",,"0,008",,,,,,,,,,,,,,['Fraich'],,4,,,,,,,,,,,,
1765,Riz de Camargue Rouge - Grain de frais - 1kg,3580281435052,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz de Camargue', 'Riz rouge']","['IGP', 'Point Vert']",['France'],['Riz rouge long complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,?,,350,-0%,1464 kj(350 kcal),-0%,3,+62%,"0,5",+20%,"70,6",-6%,0,-100%,8,+7%,"0,03",+260%,"0,012",+260%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1 kg,"['Grain de frais', 'Agidra']",,1,,"['Sachet', 'Plastique']",,,"['France', 'Camargue']",,,,,,,
1766,Riz de Camargue long blanc - Grain de Frais - 1kg,3580281490051,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz de Camarague']","['Point Vert', 'IGP']",['France'],['Riz long blanc'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.01 g,en faible quantité,1485,+2%,350,+4%,1485 kj(350 kcal),+5%,"0,4",-62%,"0,1",-58%,"80,2",+9%,"0,2",-31%,6,-18%,"0,01",-47%,"0,004",-47%,1,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1 kg,['Grain de Frais'],,1,,"['Sachet', 'Plastique']",,['France'],"['France', 'Camargue']",['Grand Frais'],,,,,,
1767,Amandes goût fumé grillées - Bedros Et Savino,3580281510100,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes grillées']",,['France'],"['amandes', 'huile de tournesol', 'sel', 'fibres de pois', 'arôme', 'arôme de fumée', 'exhausteur de goût : glutamate de sodium', ' ""Traces possibles d\'arachide', 'de sésame et de sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",54 g,en quantité élevée,4 g,en quantité modérée,4 g,en faible quantité,1 g,en quantité modérée,?,,637,+2%,2665 kj(637 kcal),+2%,54,+3%,4,-9%,5,-61%,4,-29%,2,-91%,1,+18%,"0,4",+18%,3,-30%,C,-30%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,['Bedros Et Savino'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,['Fruits à coque'],,,,,
1768,Arachides wasabi,3580281520673,,,,['France'],[],[],,,,,,,,,?,,468,,1958 kj(468 kcal),,"21,4",,"6,8",,"51,6",,"9,7",,"11,4",,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Graines de Courge - Bedros Et Savino,3580281530085,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",,['France'],"['Ciujnes courge', 'sel', 'farine de riz', ' Peut contenï des traces de fruits à coques et dlarachiues', 'Ingradienti: seriìs zucca', 'sale', 'farina di riso', ' Pliò c:ontenere tracce di frutta a guscio e di arachidi', ""400 g Pnius net: / Peso netto: Graines de courge grillées semi di zucca d'importazione"", 'tostati salati in spagna']",[],49 g,en quantité élevée,8.5 g,en quantité élevée,1.3 g,en faible quantité,3.92 g,en quantité élevée,?,,632,+11%,2644 kj(632 kcal),+12%,49,+11%,"8,5",+12%,"14,7",+81%,"1,3",+11%,"29,8",-1%,"3,925",+638%,"1,57",+638%,25,+136%,E,+136%,,,,,,,,,['Bedros Et Savino'],,,,,,,,,,,,,,
1770,Graines de Tournesol grillées salées - B&S Bedros Et Savino,3580281540008,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol grillées', 'Graines de tournesol grillées et salées']",,['France'],"['graines de tournesol', 'sel', 'farine de riz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",50 g,en quantité élevée,5 g,en quantité modérée,3 g,en faible quantité,7.88 g,en quantité élevée,?,,640,+27%,2678 kj(640 kcal),+26%,50,+23%,5,+24%,24,+94%,3,+41%,19,-4%,"7,875",+121%,"3,15",+121%,16,+18%,D,+18%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,['B&S Bedros Et Savino'],,3,,,,,,,,,,,,
1771,Mais grillé - Fantasia,3580281550137,,,,['France'],"['MAYS GRILLÉSAL#• Inglédients: sel', ' ces traco,de fruits de Ot: de 0033-499 12']",[],,,,,,,,,?,,444,,1858 kj(444 kcal),,"11,4",,5,,"77,3",,0,,"7,4",,"2,3",,"0,92",,,,,,,,,,,,,,['Fantasia'],,,,,,,,,,,,,,
1772,Mélange californien - Bedros & Savino - 140grammes,3580281570159,,,,['France'],"['Mélange de fruits secs grilles salés et de fruits secs arachides salées', 'noix de cajou grillées salées', 'noisettes émondées', 'huiles de tournesol et de pane', 'sel']",[],,,,,,,,,?,,636,,2661 kj(636 kcal),,54,,"8,8",,"8,4",,"5,9",,24,,"0,33",,"0,132",,,,,,,,,,,,,140 grammes,['Bedros & Savino'],,,,,,,,,,,,,,
1773,Melange mexicain - Agidra,3580281572078,,,,['France'],"['arachide', 'amande', 'maïs', 'pois wasabi ', 'pois vert 68,8%', 'farine de riz', 'sucre', 'huile de palme', 'amidon de maïs', 'sel', 'assaisonnement wasabi 0,2% [maltodextrine', 'huile de raifort]', 'colorants : El 00- El 33-E140', 'graine de citrouille', 'arômes', 'piment doux', 'huile de toumesol', 'huile de palme', 'sel', 'farine de blé', ' Traces possibles de sésame et de sulfites', ' Matières premières d', 'importation', 'conditionnées en France']",['Huile de palme'],,,,,,,,,?,,563,,2356 kj(563 kcal),,"41,4",,"6,4",,"18,8",,"3,3",,"23,2",,"1,1",,"0,44",,,,,,,,,,,,,,['Agidra'],['E140 - Chlorophylles et Chlorophyllines'],4,,,,,,,"['Gluten', 'Fruits à coque', 'Arachides']",,,,,['Huile de palme']
1774,Pistache Grillées Salées - B&S ( Bedros et Savino ),3580281580127,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Pistache grillée salée']",,['France'],[],[],45 g,en quantité élevée,5.5 g,en quantité élevée,7.7 g,en quantité modérée,1.5 g,en quantité modérée,?,,621,+2%,2598 kj(621 kcal),+2%,45,-8%,"5,5",-14%,29,+93%,"7,7",+13%,"20,9",-7%,"1,5",+24%,"0,6",+24%,4,-36%,C,-36%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,['B&S ( Bedros et Savino )'],,,,,,,,,,,,,,
1775,Saveurs Olives noires dénoyautées à la grecque - Savino - 190g,3580281665237,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']",,['France'],"['olives', 'sel', 'huile de colza', 'acidifiant : acide lactique', 'conservateur : sorbate de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",34 g,en quantité élevée,10.6 g,en quantité élevée,0.6 g,en faible quantité,6 g,en quantité élevée,1354,+80%,328,+52%,1354 kj(328 kcal),+50%,34,+61%,"10,6",+279%,"4,6",+88%,"0,6",+99%,"1,9",+52%,6,+67%,"2,4",+67%,24,+97%,E,+97%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,190 g,['Savino'],"['E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",3,,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Bocal']",,,['Maroc'],,,,,,,
1776,Citrons Beldi Pasteurises En Saumure - Agidra - 700g,3580281712061,,['Epicerie'],['Fabriqué en France'],['France'],"['citrons ', 'origine Egypte', 'eau', 'sel', 'acidifiant : acide lactique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,4.93 g,en quantité élevée,?,,32,-85%,134 kj(32 kcal),-85%,"0,4",-97%,"0,1",-95%,"6,7",-42%,"0,3",-96%,"0,4",-86%,"4,93",+69%,"1,972",+69%,10,-9%,C,-9%,,,,,,,,700g,['Agidra'],"['E270 - Acide lactique', 'E300 - Acide ascorbique']",3,,['Bocal'],,['France'],['Égypte'],['Epicerie turque'],,,,,,
1777,Piments verts - Les Comptoirs de Carthage,3580281730119,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', 'Piments verts']",,['France'],"['piments verts ', 'origine Maroc et/ou Espagne', 'vinaigre', 'eau', 'sel', 'conservateur : anhydride sulfureux']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.08 g,en faible quantité,0.5 g,en faible quantité,2.3 g,en quantité élevée,?,,32,-62%,134 kj(32 kcal),-62%,"0,4",-90%,"0,08",-88%,"6,3",-13%,"0,5",-76%,"0,7",-77%,"2,3",-29%,"0,92",-29%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,['Les Comptoirs de Carthage'],"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",3,,"['Bocal', 'Verre']",,,,,,,,,,
1778,Piments doux - Les Comptoirs de Carthage,3580281750445,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments']",,['France'],[],[],0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,5.1 g,en quantité élevée,?,,33,-61%,138 kj(33 kcal),-61%,"0,6",-85%,0,-100%,"5,7",-21%,0,-100%,"1,1",-64%,"5,1",+56%,"2,04",+56%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,['Les Comptoirs de Carthage'],,,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,
1779,Harissa berbère - Fantasia - 190g,3580281760093,C,"['Epicerie', 'Sauces', 'Harissas']",,['France'],"['Piments rouges 95 %', 'sel', 'ail 1 %', 'coriandre', 'carvi']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0.1 g,en faible quantité,1.6 g,en faible quantité,6.7 g,en quantité élevée,?,,44,-58%,184 kj(44 kcal),-59%,"0,6",-86%,"0,1",-84%,"7,8",-14%,"1,6",-57%,"1,8",-29%,"6,7",+83%,"2,68",+83%,4,-53%,C,-53%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,190 g,['Fantasia'],,3,,"['Pot', 'Verre']",,['Tunisie'],,['Carrefour'],,,,,,
1780,Fond de Volaille - Bedros - 90g,3580281770436,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Bouillons', 'Sauces déshydratées', 'Bouillons de volaille']",,['France'],"['Maltodextrine', 'fécule de pomme de terre', 'sel', 'sucre', 'arômes ', 'contient de l’œuf', 'graisse de poulet 4,7 %', 'viande de poulet 4,3 %', 'extraits de levure', 'céleri-rave', 'oignon', 'épaississant : E415-E412', 'carotte', 'épices ', 'curcuma', 'poivre blanc', 'antioxydant : extrait de romarin']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,342,+34%,1431 kj(342 kcal),+30%,7,+50%,"1,1",-24%,63,+39%,"7,2",-16%,"6,2",-20%,16,+45%,"6,4",+45%,,,,,,,,,,,,90 g,['Bedros'],"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E392 - Extrait de romarin']",4,,"['boîte', 'Plastique']",,,,,"['Céleri', 'Œufs']",,,,,
1781,Fond de veau - Bedros,3580281770450,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées']",,['France'],"['maltodextrine', 'fécule de pohiir,e de terre', 'sel', 'farine de blé', 'arômes ', ""contient de l'œuf"", 'graisse de poulet', 'viande de veau 2%', ""extrait de malt d'orge"", 'oignonaomate', 'arôme naturel de vinblanc', 'ail', ' plantes aromatiques ', 'romarin', 'laurier', 'thym', 'antioxydant : extrait de romarin', ' Traces possibles de crustacé', 'de poisson', 'de soja', 'de lait et de céleri']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,315,+24%,1318 kj(315 kcal),+20%,"5,6",+20%,"1,9",+31%,62,+37%,18,+109%,"3,9",-49%,"21,3",+94%,"8,52",+94%,,,,,,,,,,,,,['Bedros'],['E392 - Extrait de romarin'],4,,,,,,,"['Œufs', 'Gluten']",,,,,
1782,Fumet de poisson - Bédros,3580281770474,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Fumets de poisson']",,['France'],"['sel', 'maltodextrines', 'fécule de pomme de terre', 'poisson en poudre 13%', 'oignon', 'arôme', 'extrait de levure', 'jus concentré de citron', 'épaississant : gomme guar', 'ail', 'arôme naturel de vin blanc', 'acidifiant : acide citrique', 'huile de colza', 'épice : poivre blanc', ' Traces possibles de gluten', 'de crustacé', ""d'œuf"", 'de soja', 'de lait et de céleri']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,243,+23%,1017 kj(243 kcal),+14%,"1,2",-29%,"0,1",-68%,"43,8",+14%,"3,2",-40%,"11,7",+39%,"27,8",+109%,"11,12",+109%,,,,,,,,,,,,,['Bédros'],"['E412 - Gomme de guar', 'E330 - Acide citrique']",4,,,,,,,,,,,,
1783,Mélange Brésilien - Bédros - 85g,3580281806036,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",['Point Vert'],['France'],"['Lait de coco ', 'maltodextrine de tapioca', 'protéines de lait', 'oignon', 'paprika', 'curcuma', 'poivre', 'fenugrec', 'poivron rouge', 'clous de girofle', 'huile de tournesol', 'écorce de citron', 'cannelle', 'piment fort', 'persil', 'cardamone', 'arômes', 'colorant : E100']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,85 g,['Bédros'],['E100 - Curcumine'],4,,"['Pot', 'Verre', 'métal']",,,,['Grand Frais'],['Lait'],,,,,
1784,Mélange colombo - Bedros - 85g,3580281813034,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",['Point Vert'],['France'],"['Coriandre', 'cumin', 'fenouil', 'carvi', 'laurier', 'curcuma']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,85 g,['Bedros'],,1,,"['Pot', 'Plastique']",,,,['Grand Frais'],,,,,,
1785,Cumin en poudre - Bedros,3580281819227,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1786,Mélange KEUFTA - Bedros,3580281824139,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1787,Melange raz el hanout - Bedros,3580281825037,,"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bedros'],,,,['Flacon'],,,,,,,,,,
1788,Herbes de provence - Bedros,3580281839102,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1789,Herbes de provence - Bedros - 60g,3580281839140,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,['France'],"['Romarin', 'basiclic', 'thym', 'sarriette']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,60 g,['Bedros'],,1,Herbes de provence,['Plastique'],,,,,,,,,,
1790,3580281839157,3580281839157,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Melange couscous - Bedros,3580281842034,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1792,Sesame blanc - Bédros,3580281862438,,,,['France'],"['Sésame blanc en grains Traces possibles ', 'de céleri et de moutarde']",[],,,,,,,,,?,,603,,2523 kj(603 kcal),,48,,7,,26,,"0,5",,17,,"0,04",,"0,016",,,,,,,,,,,,,,['Bédros'],,,,,,,,,,,,,,
1793,Assaisonnement pour viande blanche - Bedros - 125g,3580281880036,,,,['France'],"['Sel', 'paprika', 'coriandre', 'poivron rouge', 'o!gnon', 'huile de co!zat poil,re', 'curuma', 'plantes aromatques', 'fenoull', 'Gingembre', 'aumln', 'fenugrec', 'muscade,']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,125g,['Bedros'],,,,,,,"['Coriande', 'Curcuma', 'Fenouil', 'Huile de colza', 'Oignon', 'Paprika', 'Poivre', 'Poivron', 'Rouge', 'Sel']",,,,,,,
1794,Assaisonnement pour viande rouge - Bedros,3580281881033,,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,2,,0,,0,,2,,"0,8",,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,
1795,Huile D'olive - Safir,3580281910252,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"[""100% huile d'olive issue de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",100 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,12,-14%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Safir'],,2,Huile d'olive vierge extra biologique extraite à froid,,,,['Tunisie'],,,,,,,
1796,Huile d'avocat - Georges Vivier - 250ml,3580281920046,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', ""Huiles d'avocat""]",,['France'],"['de A à de eprès per cordre verdure cade', ""Huile d'avocat canterìr des traces de fruits a et de sésame"", ' Olio di avocado contentere tracce di f""Jtta a e di sesamo', ' tutritmnel{e moyenne pur 1 Ct nutrizionave med e py / Energia grasses / Grassi Idi cufr Acides gras satures Acidi grassi saturi Acides gras monoinsatures Acidi arassi monoinsatu', '! Acideg gras polyinsaturés Acidi rassi poiinsaturi / Carboidrati sucres / di cui zuccheri / proteine']",[],92 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-0%,3464 kj(828 kcal),-0%,92,-4%,16,-3%,0,,0,,0,,0,,0,,12,+2%,D,+2%,,,,,,,,250 ml,"['Georges Vivier', 'Georges nivier']",,,,,,,,,,,,,,
1797,Coulis de tomates - Savino - 680g,3580282135142,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Coulis de tomates']",,['France'],"['tomates', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0.03 g,en faible quantité,4 g,en faible quantité,0.05 g,en faible quantité,143,-3%,34,-11%,143 kj(34 kcal),-7%,"0,2",-18%,"0,03",-12%,"5,8",-5%,4,-22%,"1,4",-12%,"0,05",-87%,"0,02",-87%,-5,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,680 g,['Savino'],['E330 - Acide citrique'],3,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,
1798,Coulis de tomates au basilic - Les saveurs de Savino - 690g,3580282135241,,,,['France'],[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,"0,2",,"0,03",,"5,8",,4,,"1,5",,"0,05",,"0,02",,,,,,,,,,,,,690g,['Les saveurs de Savino'],,,,['bouteille en verre'],,,,['grand frais'],,,,,,
1799,ASPERGES VERTES MINIATURES - Gustadéa,3580282205173,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",,['France'],['Origine : Pérou:È A consommer deòtéférence avant le / no delotïvoir couvercle'],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,?,,17,-23%,71 kj(17 kcal),-22%,0,-100%,0,-100%,"1,6",-14%,0,-100%,"1,9",-5%,"0,5",-23%,"0,2",-23%,-4,,A,,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,,['Gustadéa'],,,,,,,,,,,,,,
1800,Cèpes - Gustadéa,3580282260516,,,,['France'],"['cèpes [Boletus eau', 'sel', 'acidifiant : citrique']",[],,,,,,,,,?,,12,,50 kj(12 kcal),,"0,1",,"0,02",,"1,2",,"0,2",,"1,4",,"0,9",,"0,36",,,,,,,,,,,,,,['Gustadéa'],,,,,,,,,,,,,,
