,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,brand_owner,additives,allergens,nova_score,packaging,generic_name,manufacturing,ingredients_origins,link,palm_ingredients
1126,Paleo Kokos Nuss Crunchy - Mymuesli,16158938,['France'],[],[],?,626,"54,4","16,1","12,8",['Mymuesli'],,2619 kj(626 kcal),"24,3","10,1","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Côtes roties (filet),2410384021849,['France'],[],[],?,815,9,0,26,,,3410 kj(815 kcal),"1,9",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.300.001 CE', ""Saint-Hervé (Côtes-d'Armor, France)""]",,,,,,,,,,
1128,000287,000287,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Boite Distributrice - Décors Perles Nacrées - Scrapcooking,3700392470555,['France'],[],[],?,366,0,"90,9","0,4",['Scrapcooking'],,1531 kj(366 kcal),0,"82,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Terrine rustique au confit de canard,3432770046365,['France'],[],[],?,249,21,0,15,,,1042 kj(249 kcal),"6,9",0,"1,5","0,6",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",21 g,en quantité élevée,6.9 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,-19%,-19%,-20%,-27%,-100%,-100%,+6%,-2%,-2%,15,-16%,D,-16%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,
1131,Phénix Anis,3299791006491,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 42187', 'Roanne (Loire, France)']",,,,,,,,,,
1132,Moscatell Pinord 3 / 4 L.,8410631714009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Dômino fourrés pâte d'amande,3278070006063,['France'],[],[],?,431,"14,1","70,2","4,4",,,1803 kj(431 kcal),"7,7","51,4","0,134","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,superSol,8430803039242,['France'],[],[],?,?,?,?,?,['superSol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,3838852021105,3838852021105,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Pain de mie moulé ferme nature - Carrefour,1189,['France'],[],[],?,?,?,?,?,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,['Frais'],,,,,
1137,Palette de porc,0208326026760,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Pain Khorazan,2030323006746,['France'],[],[],?,239,"1,3",45,"8,4",,['Bio'],1000 kj(239 kcal),"0,3","1,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Pepita mini gouttes de chocolat,8033100445848,['France'],[],[],?,?,?,?,?,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,400 G-tomate Frito - Carretilla,8410416511205,['France'],[],[],?,291,"3,3","7,4","1,7",['Carretilla'],['en:gluten-free'],1218 kj(291 kcal),"0,4","5,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Colorant Alimentaire En Gel Rose Clair Wilton,0070896613127,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Jengibre Molido Bio,8437015531892,['France'],[],[],?,335,"4,24","71,62","8,98",,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",1402 kj(335 kcal),"0,22","0,39","0,068","0,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Noisettes decortiquées,0206283024140,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Sauce Ketchup Jalapeño,0736924500554,['France'],[],[],?,15,1,4,0,,,63 kj(15 kcal),0,4,"0,19","0,076",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",1 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.19 g,en faible quantité,,-86%,-86%,+310%,-100%,-82%,-80%,-100%,-90%,-90%,0,-100%,B,-100%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,,,,
1145,7340055304214,7340055304214,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Vinaigre de cidre - Borges,8410179003542,['France'],[],[],?,18,0,"0,5","0,5",['Borges'],,75 kj(18 kcal),0,"0,5","0,05","0,02",B,"['Vinaigres', 'Vinaigres de cidre']",0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.05 g,en faible quantité,,+20%,+25%,-100%,-100%,-67%,-33%,+240%,+187%,+187%,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,
1147,Kania Gewürz ketchup Schaschlik,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Musli,5907731601399,['France'],[],[],?,373,"6,3","65,5","9,8",,,1561 kj(373 kcal),"2,9","22,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Escalope de dinde,0213564065143,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1150,Kourabie nea narvali - 200g,5201539011337,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
1151,Tradition Extra Fine Dark 72% - Frey,7616500665439,['France'],[],[],?,569,43,32,8,['Frey'],,2381 kj(569 kcal),26,27,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Cocosfair Biscuit,8710736721149,['France'],[],[],?,461,14,74,"7,6",,,1929 kj(461 kcal),"7,6",27,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Sandwich geroosterde - Albert Heijn,8710400175513,['France'],[],[],?,200,10,15,11,['Albert Heijn'],,837 kj(200 kcal),1,"1,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Poteha,4607146900032,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Roscos de vino,8422062000200,['France'],[],[],?,489,"22,6","65,6",5,,,2046 kj(489 kcal),"8,76","34,3","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,3760199505133,3760199505133,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Melange tonus,2600285009774,['France'],[],[],?,460,22,42,20,,,1925 kj(460 kcal),"2,1",26,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Expresso cialda - Bellarom,20634391,['France'],[],[],?,?,?,?,?,['Bellarom'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,CÈPES EXTRA - 30g,3760237380197,['France'],[],[],?,299,"2,9","9,7","27,6",,,1251 kj(299 kcal),"0,4","5,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,
1160,Cacahouètes caramélisées à la vanille Rizos,5206785101115,['France'],[],[],?,508,27,50,14,,,2125 kj(508 kcal),"5,1",48,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Jambon sec de pays,3700319922587,['France'],[],[],?,222,"11,3","0,4",30,,,929 kj(222 kcal),"4,4","0,1","2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-12%,-10%,-32%,-73%,+3%,-52%,-52%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,
1162,Panettone au raison,27273067,['France'],[],[],?,354,12,55,"5,1",,,1481 kj(354 kcal),7,28,"0,42","0,168",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",12 g,en quantité modérée,7 g,en quantité élevée,28 g,en quantité élevée,0.42 g,en quantité modérée,,-5%,-5%,-20%,-22%,+7%,+8%,-25%,-5%,-5%,17,-9%,D,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
1163,Fusili-Nudeln - S Budget - 1000g,9100000715681,"['Autriche', 'France', 'Allemagne', 'Suisse']",[],[],?,356,"1,5",72,12,['S Budget'],,1490 kj(356 kcal),,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000g,,,,,,,['Beutel'],,,,,
1164,Kartoffel - Erbsenpüree - Spar - 65g,9100000159478,"['France', 'Suisse']",[],[],?,?,?,?,?,['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 g,,,,,,,['Portion'],,,,,
1165,9100000831916,9100000831916,"['France', 'Suisse']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Beutel'],,,,,
1166,Bonbons au Miel Eucalyptus - Alpes Miel - 125g,3770009182119,['France'],"['sucre', 'sirop de glucose', 'miel 12%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,382,"0,5","95,4","0,5",['Alpes Miel'],['Fabriqué en France'],1598 kj(382 kcal),0,"86,4","0,01","0,004",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",0.5 g,en faible quantité,0 g,en faible quantité,86.4 g,en quantité élevée,0.01 g,en faible quantité,,-1%,-1%,+79%,-100%,+1%,+25%,+19%,-50%,-50%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,125 g,,,,,,4,,,,,,
1167,E.Leclerc lot de 4 pains chocolat + 4 croissants,0204348020991,['France'],[],[],?,424,24,44,"7,5",,,1774 kj(424 kcal),16,11,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Limonata bio,8002270766626,['France'],[],[],?,37,0,"8,4",0,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",155 kj(37 kcal),0,"7,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Bombones de chocolate con leche y almendras - Dulcinea,8410510070721,['France'],[],[],?,100,34,54,6,['Dulcinea'],,418 kj(100 kcal),"20,4",52,"0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",34 g,en quantité élevée,20.4 g,en quantité élevée,52 g,en quantité élevée,0.2 g,en faible quantité,,-81%,-81%,+6%,+17%,+3%,+9%,+2%,+31%,+31%,21,-14%,E,-14%,,,,,,,,,,,,,,,,,,,,
1170,5060255353929,5060255353929,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,0200450027095,0200450027095,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Sprits -,3036852911116,['France'],[],[],?,535,31,57,"5,3",,,2238 kj(535 kcal),17,26,"0,6","0,24",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sprits']",31 g,en quantité élevée,17 g,en quantité élevée,26 g,en quantité élevée,0.6 g,en quantité modérée,,+2%,+2%,+5%,+2%,-3%,+7%,-1%,+23%,+23%,23,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
1173,Mini chaussons aux pommes,0205101016404,['France'],[],[],?,303,18,30,"3,6",,,1268 kj(303 kcal),12,10,"0,53","0,212",B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",18 g,en quantité modérée,12 g,en quantité élevée,10 g,en quantité modérée,0.53 g,en quantité modérée,,-4%,-4%,0%,+4%,-9%,-6%,-8%,-11%,-11%,17,0%,D,0%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,
1174,Coconut Truffle - flavoured white tea - Whittard,5022032106326,['France'],[],[],?,?,?,?,?,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Noix de pécan Fidafruit,5410781053853,['France'],[],[],?,741,"71,4","10,9","9,3",,,3100 kj(741 kcal),6,"3,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Miel l apiculteur et gelee royale,04566397,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Jambon supérieur sans sel nitrité,2419864051895,['France'],[],[],?,160,"9,6","0,6",18,,['Agriculture UE/Non UE'],669 kj(160 kcal),"3,5","0,6","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.259.033 CE', ""Quévert (Côtes-d'Armor, France)""]",,,,,,,,,,
1178,Vegetalín de Espelta Integral - Vegetalia - 3g,8422791007549,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,438,"14,4","61,3","11,3",['Vegetalia'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-019-CT']",1833 kj(438 kcal),"2,6","2,5","1,75","0,7",,"['Snacks', 'Snacks salés', 'Apéritif']",14.4 g,en quantité modérée,2.6 g,en quantité modérée,2.5 g,en faible quantité,1.75 g,en quantité élevée,,-6%,-6%,-40%,-37%,+19%,-20%,+48%,+12%,+12%,14,+10%,D,+10%,,,,,,,,3 g,,,,,,,,,,,,
1179,8414892309974,8414892309974,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,CAFE MEZCLA GRANO SUVE,8411247124206,['France'],[],[],?,8,"0,15","1,14","0,8",,,33 kj(8 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Albert Heijn,8710400361138,['France'],[],[],?,?,?,?,?,['Albert Heijn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Thé,3760264110453,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Rugby Viennoiserie,0232028013780,['France'],[],[],?,351,15,46,"7,5",,,1469 kj(351 kcal),"4,5",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Tomme de Savoie,2480094020401,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1185,Vinaigre de cidre de Normandie,3590590060807,['France'],[],[],?,6,"0,1","0,6","0,4",,['Fabriqué en France'],25 kj(6 kcal),"0,1","0,2","0,03","0,012",B,"['Vinaigres', 'Vinaigres de cidre']",0.1 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.03 g,en faible quantité,,-60%,-58%,-5%,+291%,-60%,-73%,+172%,+72%,+72%,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,
1186,Chocolat Ruby - Le Comptoir de Mathilde,3700961308555,['France'],[],[],?,566,36,53,"6,2",['Le Comptoir de Mathilde'],,2368 kj(566 kcal),22,52,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Tranches végétales,3760249768921,['France'],[],"['Végétalien', 'Végétarien']",?,253,"7,5",16,30,,"['Végétarien', 'Végétalien']",1059 kj(253 kcal),"2,6","3,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Huile Végétale Colza,3760229150135,['France'],[],[],?,900,100,1,0,,['Bio'],3766 kj(900 kcal),7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Poireau vinaigrette,5450540102330,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Paté - 150g,8712606975942,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,
1191,Barreta Ametlles Bio Taste of Nature,0059527752022,['France'],[],[],?,475,28,48,15,['Taste Of Nature'],"['Bio', 'Sans gluten']",1987 kj(475 kcal),"3,8",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Monini Olijfolie Pesto Extra Vierge - 250ML,8005510003185,['France'],[],[],?,828,92,0,0,['Monini'],,3464 kj(828 kcal),14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Schweppes bitter lemon,50193479,['France'],[],[],?,19,0,"4,5",0,['Schweppes'],,79 kj(19 kcal),0,"4,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Noix de cajou grillées aromatisées curry,2600299046383,['France'],[],[],?,0,"44,2","25,9","18,2",,,0 kj(0 kcal),"8,6","8,2","1,96","0,784",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.2 g,en quantité modérée,1.96 g,en quantité élevée,,-100%,-100%,-4%,+1%,+1%,+26%,-3%,+213%,+213%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,
1195,Nougatine - 125g,3410790000482,['France'],[],[],?,479,20,64,10,,,2004 kj(479 kcal),0,54,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,
1196,Uva rosada sin semilla tarrina,8410171124191,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Sel de mer d'Oléron,3760277483162,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2804731021789,2804731021789,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Barre céréales énergique,3288111425388,['France'],[],[],?,374,"9,7","61,3","10,9",,,1565 kj(374 kcal),"4,9","25,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Barre céréales énergique,3288111425388,['France'],[],[],?,374,"9,7","61,3","10,9",,,1565 kj(374 kcal),"4,9","25,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Oignons - 1kg,3560790001184,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
1202,Pâte à tartiner - Raoul Gey,3193840931782,['France'],[],[],?,535,"30,6","56,3","6,3",['Raoul Gey'],,2238 kj(535 kcal),"3,3","54,7","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Gnocchi aux pommes de Terre,8020083002106,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,,,,,,,,,,,,,,,,,,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,
1204,Coconut intense - Alpro,5411188126973,['France'],[],[],?,18,"0,9",2,"0,1",['Alpro'],['Sans lactose'],75 kj(18 kcal),"0,8",2,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Lovely hearts,5425002287948,['France'],[],[],?,386,0,"94,4",0,,,1615 kj(386 kcal),0,71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,X-GAMER NUKEFUSION,5060620350454,['France'],[],[],?,31,0,3,"0,7",,,130 kj(31 kcal),0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,4 pommes de terre farcies,2689772044153,['France'],[],[],?,181,"12,9","9,4","7,4",,,757 kj(181 kcal),"5,1","1,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,,
1208,Pestato sauce des Abruzzes aux poivrons frais,3700662731270,['France'],[],[],?,232,19,15,"1,2",,,971 kj(232 kcal),2,"5,6","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Snacks de platanos de Canarias con ajo - Bimbachitos,8437002634124,['France'],[],[],?,?,?,?,?,['Bimbachitos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,les grandes - Lindt & Sprüngli,7610400082709,['France'],[],[],?,?,?,?,?,['Lindt & Sprüngli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Le pâté bœuf carottes,3760082241049,['France'],[],[],?,175,11,1,19,,,732 kj(175 kcal),"3,7","0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Pain/la landreger,0203930006566,['France'],[],[],?,297,0,64,"8,8",,,1243 kj(297 kcal),0,"3,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Riz tomates et fines herbes,4006237641937,['France'],[],[],?,184,6,28,"3,4",,,770 kj(184 kcal),"0,8","1,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Weihenstephaner Korbinian,4105120004504,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Faux-filet à griller - 1kg,4056489138716,['France'],[],[],?,151,"6,7","0,6",22,,"['Viande Française', 'Viande-bovine-francaise']",632 kj(151 kcal),"2,7",0,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
1216,2 pièces épaisses de bœuf attendri,0211026032146,['France'],[],[],?,499,"4,3",0,"0,2",,"['Viande Française', 'Viande-bovine-francaise']",2088 kj(499 kcal),2,0,"0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,,,,,,,,,
1217,Prato Sardo,2101610006548,['France'],[],[],?,345,26,1,27,,,1443 kj(345 kcal),26,0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Jambon à l'ancienne,2602656034576,['France'],[],[],?,123,"3,1","0,5",23,,,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1219,3760029526246,3760029526246,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2302785003169,2302785003169,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,8436546053842,8436546053842,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Grilles de poulet citron et herbes - Iglo,5000116112340,['France'],[],[],?,165,"8,1","5,9","1,7",['Iglo'],,690 kj(165 kcal),"1,9","0,5","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,7640186470100,7640186470100,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
