,name,bar_code,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,nova_score,additives,allergens,markets,traceability_code,palm_ingredients,link,origin_detail,producer_info
1678,Frites Belges - Mydibel - 1kg,5413081251035,1 kg,['Mydibel'],"['Chips et frites', 'Frites']","['Sans colorants', ""À l'huile de tournesol""]","['Belgique', 'France']","['Pommes de terre ', '94-95 %', 'huile végétale ', 'tournesol', '5-6 %', 'dextrose']",[],5.6 g,en quantité modérée,0.9 g,en faible quantité,0.5 g,en faible quantité,0.08 g,en faible quantité,627,-4%,627,+299%,627 kj(627 kcal),-6%,"5,6",+5%,"0,9",+24%,21,-11%,"0,5",-12%,"2,8",+10%,"0,08",-73%,"0,032",-73%,-2,,A,,,,,,,,,,Frites Belges,"['Sachet', 'Plastique', 'Frais']",,['Belgique'],4,,,,,,,,
1679,The Belgian Tablettes Noir Eclats De Cacao 25X100G - 25x 100g,5413121355099,25 x 100 g,['Belgian'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs aux fèves de cacao']",,['France'],"['pâte de cacao', 'sucre', 'fèves de cacao 14%', 'poudre de cacao maigre', 'émulsifiant: lécithine de soja', ' Peut contenir des traces de lait', 'de noix et de gluten', ' chocolat: min', ' 72% composants de cacao', ' infos nutritionnelles ', '100g', ': énergie 2277kJ ']",[],41.8 g,en quantité élevée,26.2 g,en quantité élevée,20.9 g,en quantité élevée,0.025 g,en faible quantité,?,,550,-2%,2301 kj(550 kcal),-2%,"41,8",+1%,"26,2",+4%,"26,1",-24%,"20,9",-24%,"9,5",+17%,"0,025",-21%,"0,01",-21%,20,-2%,E,-2%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,4,['E322i - Lécithine'],,,,,,,
1680,Belgian Fancy Truffles Original 200g (7oz) - The Belgian Chocolate Group - 200g,5413121359035,200 g,['The Belgian Chocolate Group'],,,['France'],"['graisses vegétaies ', 'dans des proportions variables: noix de coco', 'palme', 'karité', 'tournesol', 'colza', 'sucre', 'poudre de cacao maigre 13%', 'lactosérum en poudre ', 'lait', 'arôme naturel: vani]e', 'emulsifiant: leathtne de soja', ' Peut contenir des traces de noix', ' infos nutritionnelles ', '100g', ': énergie 2563kJ ']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,618,,2586 kj(618 kcal),,"48,3",,"41,2",,"38,7",,"37,3",,"4,2",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,4,,['Lait'],,,['Huile de palme'],,,
1681,Fraisette - Carrefour,5413128346939,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,['France'],"[""La banane est le fruit ou la baie dérivant de l'inflorescence du bananier"", ' Les bananes sont des fruits très généralement stériles issus de variétés domestiquées', ' Wikipédia']",[],0.1 g,en faible quantité,0.1 g,en faible quantité,77 g,en quantité élevée,0.3 g,en quantité modérée,?,,377,+285%,1577 kj(377 kcal),+286%,"0,1",-53%,"0,1",+14%,91,+319%,77,+417%,"2,9",+142%,"0,3",+1675%,"0,12",+1675%,7,,C,,B,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,['Carrefour'],,,,,
1682,Cacao Desir,5413216991430,,['Cacao Désir'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['France'],"['Sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de LAIT entier', 'sirop de glucose', 'NOISETTES', 'AMANDES', 'eau', 'sgrop de sucre inverti', 'stabilisants ', 'glycerol', 'phosphate de sodium', 'LAIT concentré sucré', 'huile de noix de coco', 'CREME', 'humectant sorbitol', 'émulsifiants : lécithines ', 'tournesol', 'SOJA', ""mono et digjycérides d'acides gras"", ' dextrose', 'croquants aux NOISETTES ', 'sucre', 'NOISETTES', 'matière grasse LAITIERE anhydre', 'LACTOSERUM concentré ', 'LAIT', 'LAIT écrémé en poudre', 'alcool', 'arômes', 'cacao en grains', 'sel', 'colorants ', 'rouge de betteraves', ""cuivre-chloroph'"", ""'iie"", 'extrait de paprika', 'protéine du LAIT', 'Teneur de cacao : chocolat noir min', ' 52% - chocolat au lait min', ' 32% - chocolat blanc min', '23%', 'Peut contemr des traces d autres frutts à coques et de gluten']",['Non végétalien'],30.1 g,en quantité élevée,16.1 g,en quantité élevée,51 g,en quantité élevée,0.125 g,en faible quantité,?,,513,-3%,2146 kj(513 kcal),-3%,"30,1",-6%,"16,1",-7%,"53,4",+2%,51,+7%,"5,6",-5%,"0,125",-18%,"0,05",-18%,23,-6%,E,-6%,,,,,,,,,,,,,4,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', 'E162 - Rouge de betterave', 'E160c - Extrait de paprika']","['Lait', 'Fruits à coque', 'Soja']",,,,,,
1683,Mix energie - Bio Natur'Inov,5413401000947,,"[""Bio Natur'Inov""]",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,425,,1778 kj(425 kcal),,22,,"3,5",,42,,36,,11,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Noisettes et choco noir - Bio Natur'Inov,5413401001227,,"[""Bio Natur'Inov""]",,"['Bio', 'Commerce équitable', 'Fairtrade International']",['France'],"['Noisettes: noisettes', 'huile de tournesol', ' Chocolat : masse de cacao', 'sucre', 'beurre de cacao', 'vanille en poudre', ' Gomme arabique']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,"2401,15",,575,,"2401,15 kj(575 kcal)",,"42,86",,"17,85",,"36,33",,"33,03",,"7,79",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,4,"[""E414 - Gomme d'acacia""]",['Fruits à coque'],,,,,,
1685,Chocolat Au Lait Aux Amandes Grillées - Dolfin,5413415203303,,['Dolfin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",['Fabriqué en Belgique'],['France'],[],[],35 g,en quantité élevée,20 g,en quantité élevée,49 g,en quantité élevée,0.16 g,en faible quantité,?,,552,-1%,2310 kj(552 kcal),-0%,35,-2%,20,+12%,50,+5%,49,+9%,7,-22%,"0,16",-38%,"0,064",-38%,26,+4%,E,+4%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,
1686,Mini Tablette Noir Poivre Rose - Dolfin,5413415901407,,['Dolfin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['France'],"['masse de cacao', 'sucre', 'beurre de cacao', 'poivre rose émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' Allergènes : Contient du soja', ' Peut contenir des traces de lait', 'fruits à coque', 'gluten et œufs']",[],35 g,en quantité élevée,21 g,en quantité élevée,38 g,en quantité élevée,0.025 g,en faible quantité,?,,534,-4%,2234 kj(534 kcal),-4%,35,-11%,21,-9%,43,+11%,38,+20%,7,-9%,"0,025",-46%,"0,01",-46%,19,-10%,E,-10%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,4,['E322i - Lécithine'],['Soja'],,,,,,
1687,Pudding,5413471005446,,,"['Desserts', 'Puddings']",['Sans sucre ajouté'],['France'],[],[],1.5 g,en faible quantité,0.8 g,en faible quantité,4.4 g,en faible quantité,10 g,en quantité élevée,?,,66,-57%,276 kj(66 kcal),-57%,"1,5",-61%,"0,8",-65%,"9,4",-61%,"4,4",-69%,"3,7",+7%,10,+7146%,4,+7146%,8,+84%,C,+84%,,,,,,,,,,,,,,,,,,,,,
1688,Tomates séchées à l'ail - Pere olive - 90g,5413588601180,90 g,['Pere olive'],,,['France'],"['Tomates séchées au soleil ', 'Italie', ' 71,6%', 'huile de tournesol', 'sel', 'vinaigre', 'ail 1,9%', 'basilic']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,304,,1272 kj(304 kcal),,19,,"2,4",,26,,25,,"2,7",,"4,925",,"1,97",,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Tomanade - Père Olive - 100g e,5413588603160,100 g e,['Père Olive'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales']","['Point Vert', ""À l'huile de tournesol""]","['Belgique', 'France']","['Tomates séchées au soleil 55,2%', 'huile de tournesol', 'basilic 12,7%', 'sel', 'câpres 2,4%', ""huile 9 d'olive"", 'ail']",[],24 g,en quantité élevée,2.9 g,en quantité modérée,19 g,en quantité élevée,4.7 g,en quantité élevée,?,,317,+7%,1326 kj(317 kcal),+8%,24,-8%,"2,9",-63%,20,+470%,19,+1396%,"2,3",-74%,"4,7",+256%,"1,88",+256%,18,+44%,D,+44%,,,,,,,,,Crème de tomates avec basilic et câpres.,"['Frais', 'Plastique']",,['Belgique'],3,,,,,,,,
1690,Vieux Brugge - VieuxBrugge - 150g,5413721111118,150g,['VieuxBrugge'],['Fromages de Belgique'],,"['Belgique', 'France']","['lait de vache pasteurisé', 'sel', 'présure', 'ferments', 'colorant: E160b', 'conservateur: E251']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",32.5 g,en quantité élevée,19.7 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,1645,,397,,1645 kj(397 kcal),,"32,5",,"19,7",,0,,0,,26,,"2,1",,"0,84",,23,,E,,,,,,,,,,Vieux Brugge,['Sous atmosphère protectrice'],,['Belgique'],4,"['E160b - Rocou', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],['Delhaize'],,,,,
1691,Kok'o oeufs durs - 2,5413828000650,2,"[""KoK'O""]",,,"['Belgique', 'France', 'Luxembourg']",[],[],,,,,,,,,?,,132,,552 kj(132 kcal),,"8,5",,"2,65",,1,,1,,"13,9",,"0,775",,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Cramique raisins Belge 400g - Decramer - 400g,5413900003029,400 g,['Decramer'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'en:Raisin bread', 'Cramique', 'Cramique raisins']",,['France'],[],[],7.7 g,en quantité modérée,4.3 g,en quantité modérée,9.3 g,en quantité modérée,0.3 g,en quantité modérée,1181,-21%,282,-23%,1181 kj(282 kcal),-22%,"7,7",-44%,"4,3",-43%,"46,9",-8%,"9,3",-53%,"6,3",-16%,"0,3",-59%,"0,12",-59%,7,-59%,C,-59%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
1693,Saucisson Volaille Olive Halal - Zahra,5414183004062,,['Zahra'],,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,15,,"4,4",,"5,5",,"0,5",,"9,4",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Saucisses,5414183266736,,,,['Halal'],['France'],[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,21,,"8,6",,"5,3",,"1,3",,17,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Lait U.H.T entier,5414661000012,,,,,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,"3,6",,"2,3",,"4,7",,"4,7",,"3,4",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Lait entier - Laiterie Des Ardennes - 1L,5414661000159,1 L,['Laiterie Des Ardennes'],"['Produits laitiers', 'Laits', 'Laits entiers']",['Bio'],['France'],"[""100% lait entier* Whole milk-Ingredients: 100% whole milk* Vollmilch-Zutaten: 100% Vollmilch* * van biologische teelt/d'origine biologique/from organic farming/biologisches Erzeugnis Gemmiddelde voedingswaarde per""]",[],3.6 g,en quantité modérée,2.3 g,en quantité modérée,4.7 g,en faible quantité,0.1 g,en faible quantité,?,,65,-2%,272 kj(65 kcal),-3%,"3,6",-3%,"2,3",-3%,"4,7",-2%,"4,7",-1%,"3,4",+3%,"0,1",-15%,"0,04",-15%,1,-37%,B,-37%,C,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Tetrapak'],,['Libramont'],,,,,,,,,
1697,Iglo - CAPITAIN IGLO - 450g,5414807005345,450 g,['CAPITAIN IGLO'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']","['Pêche durable', 'Pêche durable MSC']","['Belgique', 'France']","[""Colin d'Alaska "", 'poisson', '* 65%', 'chapelure 16% ', 'farine de blé', 'eau', 'épices', 'sel', 'levure', 'huile de colza', 'farine de blé', 'eau', 'amidon de pomme de terre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",7.7 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en faible quantité,1 g,en quantité modérée,?,,195,+10%,816 kj(195 kcal),+12%,"7,7",-0%,"0,6",-46%,18,+22%,"0,8",-55%,13,+23%,1,-11%,"0,4",-11%,1,-52%,B,-52%,E,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,,,3,,"['Poisson', 'Gluten']",['Delhaize'],,,,,
1698,Tomates legumes vermicelles - Royco,5414972100234,,['Royco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées']",,"['Belgique', 'France']","[""Ingrédients du potage après préparation avec 200 ml d'eau: légumes 54% "", 'tomate 42%', 'carotte', 'poireau', 'oignon', 'céleri à couper', 'eau', 'vermicelles 6,1% ', 'farine de blé', 'sel', 'arôme', 'amidon de pomme de terre', 'arômes ', ""contient de l'orge et du blé"", 'persil', 'sel', 'sirop de glucose', 'sucre', 'exhausteurs de goût: E621', 'E627 et E631', 'extrait de noeuf', 'extrait de levure', 'huile de palme', 'maltodextrine', 'persil', 'céleri', 'protéines de lait', 'traces de soja', '39% de légumes']","['Huile de palme', 'Non végétalien']",,,,,,,,,154,-80%,36.5,-73%,154 kj(36 kcal),-73%,"0,3",-88%,"0,1",-89%,7,-68%,"2,45",-34%,"1,25",-67%,"0,85",-72%,"0,34",-72%,,,,,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,4,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']","['Céleri', 'Gluten', 'Lait']",['Delhaize'],,['Huile de palme'],,,
1699,Frisk 2H Clean Breath Intensemint 35G - 35g,54138384,35 g,['Frisk'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs']",['France'],"['édulcorants ', 'sorbitol', 'aspartame', 'sucra!ose', 'arômes', 'antiagglomérant ', ""sels de magnésium d'acides gras"", ""extrait d'écorce de magnolia "", '0', '12%', 'lactate de zinc', 'colorants ', 'riboflavine', 'bleu brillant FCF', ',']","[""Pourrait contenir de l'huile de palme""]",1.4 g,en faible quantité,1.4 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,247,-31%,1033 kj(247 kcal),-31%,"1,4",-25%,"1,4",+32%,97,+16%,0,-100%,0,-100%,0,-100%,0,-100%,4,-72%,C,-72%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Boîte'],,,4,"['E420 - Sorbitol', 'E951 - Aspartame', ""E470b - Sels de magnésium d'acides gras"", 'E101i - Riboflavine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,['Magasins U'],,,,,
1700,Mendiants - Leonidas,5420006316823,,['Leonidas'],['Mendiants'],,['France'],"['Chocolat noir ', 'min', ' 54% de cacao', ': masse de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', ' \rChocolat au lait ', 'min', ' 30% de cacao', ': sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' \rChocolat blanc: sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille et noisettes', 'amandes', 'noix', 'raisins secs ', 'sulfites']",['Non végétalien'],37 g,en quantité élevée,18 g,en quantité élevée,35 g,en quantité élevée,0.2 g,en faible quantité,?,,538,+7%,2251 kj(538 kcal),+7%,37,+0%,18,+2%,43,+4%,35,-6%,8,-2%,"0,2",-67%,"0,08",-67%,18,-24%,D,-24%,,,,,,,,,,,,,4,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,,
1701,Calendrier de l'avant - Leonidas,5420006318773,,['Leonidas'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', ""Calendriers de l'avent"", 'Produits sous license']","['en:Asterix licensed products', 'en:Licensed products']",['France'],"['Sucre', 'masse de cacao', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' \rAvec chocolat au lait ', 'min', ' 30% de cacao', 'min', ' 22% matière sèche de lait', 'chocolat noir ', 'min', ' 54% de cacao']",['Non végétalien'],35 g,en quantité élevée,21 g,en quantité élevée,46 g,en quantité élevée,0.1 g,en faible quantité,2287,+50%,547,+44%,2287 kj(547 kcal),+46%,35,+159%,21,+194%,48,-11%,46,+29%,6,+38%,"0,1",-57%,"0,04",-57%,21,+38%,E,+38%,,,,,,,,,Assortiment de petits carrés de chocolats emballés,['Carton'],,,4,['E322i - Lécithine'],"['Lait', 'Soja']",,,,,,
1702,Huile Végétale Nigelle Bio - 50 ML - Pranarôm,5420008509162,,['Pranarom'],,"['Bio', 'Bio européen', 'BE-BIO-01']",['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,99,,10,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Buo Pain Humburger Nature - Purpain,5420019834642,,['Purpain'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,281,,1176 kj(281 kcal),,"3,5",,"0,9",,"51,6",,"7,6",,"8,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Mozzarella 18 % Cerises 8 g,5420024102026,,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,19,,13,,"0,5",,"0,5",,17,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Lentilles - Tagine,5420038400088,,['Tagine'],,['Bio'],['France'],"['l', 'ata di imballaggio Fechn de envasado • I', 'ate limite de consonunation lloudbaarheid - llaltbarkeit Consumer deadline - Periodo di validità feella limite de consumo 3', '- Lot - Los - Lotto - Lote 4', '- Origine - Oorsprong - Ursprung Origin - Procedencia 5', '- PRODUIT - PRODUCT - PRODUKT - PRODOTTO PRODUCTO 6 - POIDS - GEWICIIT - PESO']",[],,,,,,,,,?,,350,,1464 kj(350 kcal),,3,,"0,8",,52,,3,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Silicium Organique Bio-activé - 1 L - VitaSil,5420050204398,,['Vitasil'],['Boissons'],['Bio'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,,,,,
1707,Quinoa ecuador - Ethiquable,5420051400188,,['Ethiquable'],,['en:EC-BIO-141'],['France'],[],[],,,,,,,,,1474,,352,,1474 kj(352 kcal),,"3,8",,"0,4",,"66,2",,0,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Sauce marocaine,5420058001302,,,"['Epicerie', 'Sauces']",['Halal'],['France'],[],[],72.9 g,en quantité élevée,4.3 g,en quantité modérée,3.2 g,en faible quantité,2.2 g,en quantité élevée,?,,674,+183%,2820 kj(674 kcal),+186%,"72,9",+303%,"4,3",+99%,"3,5",-65%,"3,2",-50%,1,-63%,"2,2",-9%,"0,88",-9%,21,+81%,E,+81%,,,,,,,,,,,,,,,,,,,,,
1709,Sauce Samourai,5420058009674,,,"['Epicerie', 'Sauces', 'Sauces samouraï']",,['France'],[],[],63.4 g,en quantité élevée,5.1 g,en quantité élevée,0.1 g,en faible quantité,2.3 g,en quantité élevée,?,,577,+1%,2414 kj(577 kcal),+1%,"63,4",+2%,"5,1",+7%,"0,4",-88%,"0,1",-93%,"0,9",-20%,"2,3",+10%,"0,92",+10%,22,+14%,E,+14%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
1710,Belgian truffes cocoa - 150g,5420066370018,150 g,,,,['France'],[],[],,,,,,,,,?,,562,,2351 kj(562 kcal),,38,,"34,1",,"48,7",,"46,3",,"3,8",,"0,275",,"0,11",,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Bulk Deal 24 X QNT 10% Off Carbo Load Superfruit 700ML,5425002406998,,['Qnt'],"['Boissons', 'Boissons édulcorées']",,['France'],"['eau', 'sirop de sucre inverti', ""régulateurs d'acidite: E330/E331"", 'arôme', 'conservateurs?', ' 021E2ïl', 'jus de framboise et pamplemousse à base de concentré 0,5%', 'caféine', 'extrait de guarana', 'extrait de thé vert', 'édulcorant: E955', 'colorants: El 22/El 33', '1/2 bouteille par iour', ' Ne pas dépasser', ' Complément alimentaire ne pouvant remplacer une alimentation variée et équilibrée et un mode de vie sain', ' Tenir hors de portée des jeunes enfants', "" E122: peut avoir des effets indésirables sur l'activité et l'attention chez les enfants"", ' Eneraiedrank met']",[],0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0 g,en faible quantité,?,,29,+93%,121 kj(29 kcal),+105%,0,-100%,0,-100%,7,+160%,7,+199%,0,-100%,0,-100%,0,-100%,10,+132%,E,+132%,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E955 - Sucralose', 'E122 - Azorubine carmoisine']",,,,,,,
1712,Gaufres chocolat,5425005483637,,,,['Bio'],['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,"22,9",,"11,7",,"55,2",,"23,8",,"7,3",,"0,708",,"0,283",,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Biscovit Bio Galetten - 165g,5425005484207,165g,['Biscovit'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",['Bio'],"['Belgique', 'France']","['Farine de fromet', 'sucre de canne', 'graisse végétale ', 'palme', 'coco et tournesol', 'émulsifiant: lécithine de tournesol', 'jus de citron', 'oeufs', 'amidon de maïs', 'sel marin', 'extrait de vanille']","['Huile de palme', 'Non végétalien']",19 g,en quantité modérée,9.4 g,en quantité élevée,32 g,en quantité élevée,0.5 g,en quantité modérée,?,,460,+2%,1925 kj(460 kcal),+2%,19,+17%,"9,4",+53%,63,-6%,32,+1%,"7,9",+7%,"0,5",+6%,"0,2",+6%,22,+30%,E,+30%,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Carton', 'Plastique']",,['Belgique'],4,['E322i - Lécithine'],['Œufs'],,,['Huile de palme'],https://www.dimabel.be/,,
1714,CHOCO DUTCH - Fountain,5425005963016,,['Fountain'],,,['France'],"['Sucre', 'poudre de lait écrémé', 'cacao en poudre fortement dégraissé 16%', 'sel', 'antiagglomérant ', 'E 551', 'arôme', ""Le produit qui compose le Cacao Dutch n'est pas d'origine néerlandaise"", 'Utilisation:pour machines Fountain NL Bereiding voor cacaodrank INGREDIËNTEN: Suiker', 'mageremelkpoeder magere cacaopoeder 16%', 'zout andklenntémiddel ', 'E', '551', 'aroma', 'Het product dat in Nederlandse chocolademetk wordt gebruikt is niet afkomstiguit Nederland,']",[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"1,9",,"1,2",,"68,5",,"66,7",,"16,1",,1,,"0,4",,,,,,,,,,,,,,,,,,4,['E551 - Dioxyde de silicium'],,,,,,,
1715,Bulk Deal 6 X Belvas Belgian Thins Dark Goji Humour,5425007881806,,['Belvas'],,['Bio'],['France'],"['Masse de caca00', 'SI Amandes efîées0 ', '2', '2%', 'goj?0 10,70', 'Sel', ' Arôrné naturel ', 'vc Contrôlés par Certtsy du commerce Cacao', 'Sucre de canne', 's?mew', 'hfo', 'fartrade', 'net', ' Peut aches', ' lait et soja', ' ocoa buttera SEced Quinoa0 Buckwheat0 ', 'L 1%', 'Goj berries0 ', '02 ?égown *t', ' tot*wt of hazelrwts', 'pistachios', 'a Rohrzuck$', 'Kakoobuttee', 'Puffreis0', "" q 'Go""]",[],,,,,,,,,?,,534,,2234 kj(534 kcal),,"36,4",,"20,6",,"45,3",,39,,"6,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Atomix Energy Drink - Atomic,5425009200063,,['Atomic'],"['Boissons', 'Boissons avec sucre ajouté']",,['France'],"['eau gazéifiée', 'sucre', 'acide citrique E330', ""correcteur d'acidité citrate de sodium"", 'taurine ', '0,4%', 'glucoronolactone', 'caféine ', '0,03%', 'arômes', 'inositol', 'colorants: E150D', 'vitamine B3', 'B5', 'B2', 'B6', 'B12']",[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,?,,45,-47%,188 kj(45 kcal),-49%,0,-100%,0,-100%,11,-44%,10,-45%,0,-100%,0,-100%,0,-100%,14,+18%,E,+18%,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E331 - Citrates de sodium', ""E150d - Caramel au sulfite d'ammonium""]",,,,,,,
1717,Jus De Pomme (1 L),5425011460363,,,,"['Bio', 'Sans sucre ajouté']",['France'],[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,"0,1",,0,,11,,"10,5",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
