,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,ingredients_origins,additives,allergens,nova_score,generic_name,manufacturing,link,palm_ingredients
1752,Confiture - Fauchon,3457041183891,,['Fauchon'],,,['France'],[],[],,,,,,,,,?,,247,,1033 kj(247 kcal),,"0,2",,"0,1",,58,,58,,"1,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1753,Pâte - 250g,8009452275617,,,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"1,6",,"0,7",,25,,"0,4",,55,,"0,5",,"0,2",,,,,,,,,,,,,250 g,['Fabriqué en Italie'],,,,,,,,,,
1754,Tomates - Prince de Bretagne,3370560500317,,['Prince de Bretagne'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Pâte,8009452277215,,,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"1,6",,"0,7",,25,,"0,4",,55,,"0,5",,"0,2",,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,
1756,Extrait fluide de pépins de pamplemousse,3401529403391,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Protéine bar,6820063510469,,,,,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,15,,7,,39,,29,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1758,Gelatine alimentaire,65765661,,,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"0,5",,"0,1",,0,,0,,88,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1759,Prémiamande 3,3760138011213,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,,
1760,Tortilla wrap,3760309990125,,,,,['France'],[],[],,,,,,,,,?,,296,,1238 kj(296 kcal),,"5,9",,"1,1",,51,,"4,7",,"7,9",,"1,1",,"0,44",,,,,,,,,,,,,,['Halal'],,,,,,,,,,
1761,Merguez fe,0233101029858,,,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,14,,"4,9",,"2,3",,"0,7",,17,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
1762,Plateau raclette,3421010001028,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1763,Chorizo doux à griller,3387620015124,,,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,26,,10,,"1,5",,"1,5",,0,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,
1764,Quatre-quarts pur beurre coeur pomme Bio - Les P'tits Amoureux - 240g,3593551177316,,"[""Les P'tits Amoureux""]",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,240 g,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1765,Poulet fumé,0215015047883,D,,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Volailles cuites', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet fumé']",,['France'],[],[],9.1 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,,166,+6%,695 kj(166 kcal),+10%,"9,1",+18%,3,+45%,0,-100%,0,-100%,21,+11%,1,-42%,"0,4",-42%,3,-53%,C,-53%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1766,Gouda vieux,0200479033459,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Haricots verts - Bonjour Campagne - 660g (360g égoutté),3700225130755,B,['Bonjour Campagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.69 g,en quantité modérée,83,-16%,20,-17%,83 kj(20 kcal),-16%,0,-100%,0,-100%,"1,2",-55%,0,-100%,"1,3",-12%,"0,69",+3%,"0,276",+3%,-2,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,660 g (360 g égoutté),['Bio'],,"['Bocal', 'Verre']",,,,,,,,
1768,Taboulé oriental - Pierre Martinet - 300gr,17113108,B,['Pierre Martinet'],"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",,['France'],"['59 % semoule de blé durlegumes', 'tomates poivrons oignons', 'huile d olives huile de colza jus de citron', 'base concentré', 'raisins secsmentheépices?vinaigre d alcoolselconservateur: Socrate de potassiumtraces éventuelles de moutarde']",[],6.3 g,en quantité modérée,0.7 g,en faible quantité,5.3 g,en quantité modérée,1.2 g,en quantité modérée,?,,179,+1%,749 kj(179 kcal),+1%,"6,3",-7%,"0,7",-1%,25,+6%,"5,3",+31%,"4,3",0%,"1,2",+26%,"0,48",+26%,6,+125%,C,+125%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,300 gr,,,['barquette plastique'],,,,,,,,
1769,Pilons Hauts de cuisse,2245339038371,,,"['Viandes', 'Volailles']",,['France'],[],[],5.7 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,?,,138,-13%,577 kj(138 kcal),-13%,"5,7",-11%,"1,8",+2%,"1,1",-50%,0,-100%,20,-2%,"0,16",-82%,"0,064",-82%,-3,-229%,A,-229%,,,,,,,,,"['Nutriscore', 'Nutriscore A']","['FR 72.168.001 CE', 'Loué (Sarthe, France)']","['Barquette', 'Film en plastique']",,,,,,,,
1770,Merguez pur porc,2288919042443,,,,,['France'],[],[],,,,,,,,,?,,317,,1326 kj(317 kcal),,"27,5",,"9,9",,"3,2",,"0,8",,"14,8",,"1,53",,"0,612",,,,,,,,,,,,,,,"['FR 38.193.001 CE', ""Isle-d'Abeau (Isère, France)""]",,,,,,,,,
1771,Pain chocolat beurre AOP,0201485010175,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
1772,Jambonneau cuit en demi,2452970031955,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Hampe marinée à l'echalote VBF,2655354059952,,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"35,5",,"4,2",,"3,5",,"1,1",,"9,2",,"6,3",,"2,52",,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']","['FR 59.526.003 CE', 'Saint-Amand-les-Eaux (Nord, France)']",,,,,,,,,
1774,Carviofi e melanzane,8016874000086,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,573,,2397 kj(573 kcal),,"13,87",,"1,97",,"1,95",,"1,47",,"0,88",,"0,36",,"0,144",,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans conservateurs']",,,,,,,,,,
1775,8018759001034,8018759001034,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,2970245001989,2970245001989,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Tomates cerises,5400357014876,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Confiture oranges bio - Les comtes de provence,324499990107,,['Les comtes de provence'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1779,Préparation pour entremets a la vanille bio - Casino Bio,3222477385771,,['Casino Bio'],,['Casino'],['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,0,,0,,97,,86,,0,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1780,8053323642565,8053323642565,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,
1781,Emmental,0262148024274,,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,30,,21,,0,,0,,27,,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,,
1782,Biftecks charal,0292472036803,,['Charal'],,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,
1783,Melange d'ete - 140g,3760178791700,,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,11,,7,,59,,"4,7",,12,,"1,5",,"0,6",,,,,,,,,,,,,140 g,['Bio'],,,,,,,,,,
1784,Filet de poulet,2276746020666,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,95,-27%,397 kj(95 kcal),-27%,"0,6",-79%,0,-100%,"1,2",+151%,0,-100%,21,-8%,1,+33%,"0,4",+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1785,L'extra Saucisson Sec Supérieur - Louis Auvergne,2688492037322,,['Louis Auvergne'],,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,25,,10,,"1,6",,0,,29,,"6,2",,"2,48",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,
1786,Grains de veritable petit epeautre - 500g,3700195100369,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,,,,,
1787,Crevettes entieres cuites refrigerees ASC,3760082431631,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes entières', 'Crevettes entières cuites', 'Crevettes entières cuites réfrigérées']",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,2.1 g,en quantité élevée,?,,95,-25%,397 kj(95 kcal),-25%,"0,5",-23%,"0,5",+14%,"0,5",+16%,0,-100%,22,-0%,"2,1",+8%,"0,84",+8%,5,+1%,C,+1%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,"['FR 62.160.112 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'ASC-C-01198']",,,,,,,,,
1788,Ribs de porc,0210998044287,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']","['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,,,,,,,,
1789,poulet cuit et fumé - Lionor,0256828039290,,['Lionor'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Pasta D'oro,8025566009559,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,1,,"0,3",,"72,9",,"2,1",,"9,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1791,Ayurvédique BIO infusion,3770013127052,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1792,Super protéines vegan,0705632865774,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
1793,Gradins grillés,3760127330677,,,,,['France'],[],[],,,,,,,,,?,,570,,2385 kj(570 kcal),,"45,7",,"41,6",,3,,"1,5",,"36,2",,"2,2",,"0,88",,,,,,,,,,,,,,,"['EMB 30317A', 'Sernhac (Gard, France)', 'FR 30.317.001 CE', 'Sernhac (Gard, France)']",,,,,,,,,
1794,Filet mignon de porc,2209255006449,,,,,['France'],[],[],,,,,,,,,?,,539,,2255 kj(539 kcal),,4,,"1,3",,0,,0,,23,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,
1795,Ribs Mexicains,2245964051233,,,,,['France'],[],[],,,,,,,,,?,,219,,916 kj(219 kcal),,15,,"5,6",,"0,8",,"0,5",,20,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,
1796,Pilons de poulet,0278089020275,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
1797,Crème brûlée coeur de châtaigne,3760207710047,,,,,['France'],[],[],,,,,,,,,?,,327,,1368 kj(327 kcal),,"25,9",,"17,2",,"20,5",,16,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1798,Tomme Pyrénées Igp noire capit,0208803024807,,,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,28,,20,,15,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1799,Mustard classic yellow - French's - 226g,01381481,B,"[""French's""]","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],[],[],3.9 g,en quantité modérée,0.8 g,en faible quantité,0.9 g,en faible quantité,2.8 g,en quantité élevée,?,,64,-62%,268 kj(64 kcal),-62%,"3,9",-64%,"0,8",-2%,"1,6",-77%,"0,9",-77%,"4,2",-36%,"2,8",-41%,"1,12",-41%,8,-31%,C,-31%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,226 g,"['Sans arômes artificiels', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",,,,,,,,,,
1800,ULTRA Mutivitamines,3760196360452,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1801,Amandes decortiquées - Daco Bello - 30g,3270720019522,E,['Daco Bello'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],53 g,en quantité élevée,4 g,en quantité modérée,3.7 g,en faible quantité,,,?,,612,-2%,2561 kj(612 kcal),-2%,53,+3%,4,-0%,"3,8",-71%,"3,7",-5%,26,+16%,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,30 g,,,,,,,,,,,
1802,Muesli croustillant fruits touges crownfield,10871913,,,,,['France'],[],[],,,,,,,,,?,,422,,1766 kj(422 kcal),,"11,5",,"6,1",,"68,1",,"26,4",,"7,1",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,
1803,Terrine figatelli,0203950023482,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Gaspacho tomate basilic 25cl,3760020059675,,,,,['France'],[],[],,,,,,,,,?,,32.95,,138 kj(32 kcal),,"2,06",,"0,3",,"2,16",,"1,73",,"0,7",,,,,,,,,,,,,,,,,,['Bio'],"['EMB 59009', ""Villeneuve-d'Ascq (Nord, France)""]",,,,,,,,,
1805,Pain nordique,0290237009840,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Escalope milanaise,4059699085528,D,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,['France'],[],[],6 g,en quantité modérée,0.8 g,en faible quantité,3 g,en faible quantité,1.3 g,en quantité modérée,?,,170,+29%,711 kj(170 kcal),+30%,6,+285%,"0,8",+50%,"11,1",+62%,3,+63%,"17,1",-20%,"1,3",+44%,"0,52",+44%,2,+191%,B,+191%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,
1807,Naturel Organic,8888025121496,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"3,2",,"0,8",,"72,6",,"1,3",,"7,4",,0,,0,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
1808,Escalope de dinde,2205344046846,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,108,-11%,452 kj(108 kcal),-10%,"1,3",-2%,"0,4",-1%,0,-100%,0,-100%,24,+5%,0,-100%,0,-100%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Nutriscore'],,,,,,,,,,
1809,Ajiaco precocido,8436537510187,,,,,['France'],[],[],,,,,,,,,?,,86,,360 kj(86 kcal),,0,,0,,2,,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1810,Sauce soja Tamari,3900019321400,,,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,0,,0,,6,,2,,14,,"11,9",,"4,76",,,,,,,,,,,,,,"['Bio', 'Sans gluten', 'Point Vert']",,['Bouteille en plastique'],,,,,,,,
1811,Araignee de porc à la basquaise - hiruak - 400g,0261525048612,,['Hiruak'],"['Viandes', 'Frais', 'Porc', 'Porc espagnol']",,['France'],[],[],24.2 g,en quantité élevée,8.1 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,281,+46%,1176 kj(281 kcal),+49%,"24,2",+116%,"8,1",+88%,"1,1",+23%,"0,6",-2%,"14,8",-25%,"1,5",-21%,"0,6",-21%,17,+53%,D,+53%,,,,,,,,400g,,"['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']","['Sous vide', 'Frais']",['Espagne'],,,,,['France'],,
1812,Farine de ble biologique np80 - Moulins Waast - 2kg,3286450004530,A,['Moulins Waast'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,['France'],[],[],1.3 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,,,?,,341,-1%,1427 kj(341 kcal),-1%,"1,3",-3%,"0,2",-15%,69,-1%,"1,8",+18%,11,+1%,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,2 kg,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']","['EMB 59411', 'Mons-en-Pévèle (Nord, France)']","['Sachet', 'Papier']",,,,,,,,
1813,Poulet fermier bio maître coq,0215212094529,,['Maître Coq'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,
1814,Paté grand-mère en tranche,2629785021529,,,,,['France'],[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,28,,"10,6",,"0,9",,"0,9",,14,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
1815,Vinaigre blanc,8053259247049,,,,,['France'],[],[],,,,,,,,,?,,206,,862 kj(206 kcal),,0,,0,,0,,,,"0,8",,0,,0,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,
1816,"Moulage de chocolat au lait, blanc et noir - Lindt & Sprüngli",3046920093286,,['Lindt & Sprüngli'],,,['France'],[],[],,,,,,,,,?,,577,,2414 kj(577 kcal),,38,,23,,52,,51,,"6,2",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,
1817,2150529011259,2150529011259,,,,['Migros'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Miel,3523680365209,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Tapenade aux Olives vertes - 90g,56003406,C,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,['France'],[],[],15 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,171,-23%,715 kj(171 kcal),-22%,15,-31%,"2,3",-29%,"4,6",+108%,0,-100%,"1,3",-20%,4,+39%,"1,6",+39%,14,+3%,D,+3%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,90 g,,,,,,,,,,,
1820,Poulet nourri aux graines de lin - Maître Coq,0215703026114,,['Maître Coq'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,
1821,Sirop de bergamote,3698888006039,,,,,['France'],[],[],,,,,,,,,?,,288,,1205 kj(288 kcal),,0,,0,,72,,34,,"2,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1822,Friture chocolat lait - Beaumesnil,3222477458895,,['Beaumesnil'],,,['France'],[],[],,,,,,,,,?,,574,,2402 kj(574 kcal),,38,,24,,50,,49,,"7,2",,"0,21",,"0,084",,,,,,,,,,,,,,"['Bio', 'Commerce équitable', 'Max Havelaar']",,,,,,,,,,
1823,Sauce tomate basilic,9330633607668,,,,['Monoprix'],['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,"4,2",,"0,5",,"5,3",,"4,5",,"1,4",,"0,9",,"0,36",,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
1824,Poivre,3700600309400,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,75CL Madiran Rouge Domaine Sergent 2008,3481370812757,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,4334011140919,4334011140919,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Mimolette jeune,2860132014607,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",,['France'],[],[],23 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,2.7 g,en quantité élevée,?,,311,-3%,1301 kj(311 kcal),-3%,23,-5%,16,-2%,"0,5",+56%,"0,5",+59%,26,+1%,"2,7",+6%,"1,08",+6%,18,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Nutriscore'],,,,,,,,,,
1828,Miel de lavande - 250g,3770011365210,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,250 g,,,,,,,,,,,
1829,Tapenade aux Olives vertes - 90g,9790560050621,C,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,['France'],[],[],15 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,171,-23%,715 kj(171 kcal),-22%,15,-31%,"2,3",-29%,"4,6",+108%,0,-100%,"1,3",-20%,4,+39%,"1,6",+39%,14,+3%,D,+3%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,90 g,,,,,,,,,,,
1830,Mousse d'ail confit aux 3 gingembres,3770010689133,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1831,Emmenthal Grznd Pavois,2404947031031,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Silkytop - 250g,8436040455883,,,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"2,4",,"1,3",,90,,84,,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,250 g,"['en:gluten-free', 'Halal']",,,,,,,,,,
1833,Vinaigre de cidre fermier vieilli en fût Eric Doré,3760069965036,B,,"['Vinaigres', 'Vinaigres de cidre']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
1834,Tartelettes fraises,,,,,,['France'],[],[],,,,,,,,,?,,158,,661 kj(158 kcal),,"4,7",,"2,9",,25,,14,,"2,8",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
1835,Domaine du palin,3770013963001,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Point Vert'],,,['France'],,,,,,,
1836,Fromage carre d'aurillac,2891032015876,,,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,25,,18,,1,,"0,5",,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1837,Sel rose de l'Himalaya,3760190103499,B,,"['Epicerie', 'Condiments', 'Sels']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,
1838,Mini snacks Roquefort & noix - Auvernou,3466250035587,,['Auvernou'],,,['France'],[],[],,,,,,,,,?,,497,,2079 kj(497 kcal),,41,,14,,"2,7",,"1,9",,29,,"4,5",,"1,8",,,,,,,,,,,,,,,"['EMB 19275C', 'Ussel (Corrèze, France)']",,,,,,,,,
