,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,categories,palm_ingredients,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,traceability_code,link,brand_owner
37,Erdbeer Geschmack - Kaba - 400g,4000550426004,400 g,,['Kaba'],"['France', 'Allemagne', 'Espagne']","['Traubenzucker ', '66%', 'Zucker', 'Maltodextrin', 'Farbstoff ', 'Beetenrot', 'Erdbeeraromen', 'Niacin', 'Vitamin B6', 'Vitamin B1', 'Vitamin B12', 'Folsäure']",['E162 - Rouge de betterave'],,[],4,?,370,1548 kj(370 kcal),0,0,93,"88,5",0,0,0,,,['es:Saborizantes'],,0 g,en faible quantité,0 g,en faible quantité,88.5 g,en quantité élevée,0 g,en faible quantité,,,,,,,,,,,14,,D,,,,,,,,,,,,,,,
38,Fritt cola,4000607515200,,,['Fritt'],['France'],[],,,[],,?,393,1644 kj(393 kcal),"8,5","5,7",77,50,"2,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Wasa sesam,4000611040156,,,['Wasa'],['France'],[],,,[],,?,401,1678 kj(401 kcal),"9,5","1,2","62,2",2,"12,8","1,13","0,452",,wasa tartines croustillantes au sésame,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains croustillants']",,9.5 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,1.13 g,en quantité modérée,,+6%,+6%,+25%,-12%,+9%,-28%,+12%,-12%,-12%,6,+66%,C,+66%,,,,,,,,,,,,,,
40,Premium Pilsener - Warsteiner - 50cL,4000856005309,50 cL,"['Bouteille', 'Verre']",['Warsteiner'],['France'],"['eau de brassage', ""malt d'orge"", 'houblon extrait de houblon']",,['Gluten'],[],3,?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières allemandes']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['V&B'],,,,,
41,Warsteiner Radler - 330ml,4000856105092,330 ml,['Flascheb'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,190G Dolmades - Bio Verde - 190g,4000915020656,190 g,,['Bio Verde'],['France'],[],,,[],,?,154,644 kj(154 kcal),8,1,17,1,"1,8","1,1","0,44",,,['Conserves'],,8 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,1.1 g,en quantité modérée,,+34%,+38%,+53%,-14%,+232%,-47%,-78%,+26%,+26%,4,+841%,C,+841%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
43,250g,4000915029161,250 g,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Féta (fromage De Brebis Et Chèvre Grec) Marinée Aux Herbes - Bio Verde,4000915030976,,['Produkt'],['Bio Verde'],"['France', 'Allemagne']",[],,,[],,?,373,1561 kj(373 kcal),35,18,"1,9","0,5",13,"0,6","0,24",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,35 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,,+32%,+32%,+50%,+17%,+141%,+55%,-20%,-75%,-75%,11,-36%,D,-36%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'DE-ÖKO-007']",,,,,,
45,Fromagd grec original a griller - Bio Verde,4000915030990,,,['Bio Verde'],['France'],[],,,[],,?,340,1423 kj(340 kcal),28,17,"2,6","0,4",20,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
46,Fromage de Brebis Ail et Piment doux - Bio Verde - 150g,4000915037807,150 g,['Sous-vide'],['Bio Verde'],"['France', 'Allemagne']","['Lait de brebis pasteurisé ', '62%', 'lait de chèvre pasteurisé ', '27%', 'ail ', '4%', ""piments doux vinaigre d'alcool "", ""*= issu de l'agriculture biologique"", ' Fabriqué en Grèce avec de la présure microbienne', ' ', '2%', 'sel marin,']",,,['Non végétalien'],3,?,299,1251 kj(299 kcal),25,18,"0,5",0,18,"2,7","1,08",E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages pasteurisés']",,25 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,2.7 g,en quantité élevée,,+5%,+6%,+10%,+12%,-70%,-100%,+4%,+100%,+100%,18,+35%,D,+35%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['Bio'],,,,,,
47,Tartufo - Saucisson italien à la truffe noire - Bio Verde - 80g,4000915040456,80 g,"['Film', 'Plastique', 'Etui', 'Carton', 'Sous atmosphère protectrice', 'Frais']",['Bio Verde'],['France'],"['viande de porc', 'sel marin', 'sucre', 'truffe noire ', '1%', 'poivre', 'ail', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1490,359,1490 kj(359 kcal),28,"9,8","< 0,5","< 0,5",28,4,"1,6",,Saucisson italien truffe noire séché 60 jours à l'air,"['Viandes', 'Charcuteries', 'Saucissons']",,28 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,-9%,-7%,-8%,-9%,-18%,-77%,-62%,+11%,-5%,-5%,23,-2%,E,-2%,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-007', 'Sans sel nitrité']",['Bio14'],,,['DE BY-14051 EG'],,
48,Gorgonzola - Bio verde,4000915100013,,['boîte'],['Bio verde'],['France'],[],,,[],,?,319,1335 kj(319 kcal),27,12,0,0,19,"1,9","0,76",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",,27 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,-3%,-3%,-3%,-37%,-100%,-100%,+5%,+27%,+27%,16,+10%,D,+10%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
49,200G Le Petit Bio Aux Herbes - Bioverde - 200g,4000915100020,200 g,,['Bioverde'],"['France', 'Pays-Bas']","['fromage de lait de vache ', '40%', '/ eau', 'beurre*', 'poudre de lactosérum doux*', ""sel' fonte: citiete de sodium"", 'herbes* ', '1%', ""acidifiant: acide lactique issu de l'agriculture biologiq""]",['E270 - Acide lactique'],['Lait'],['Non végétalien'],4,?,280,1172 kj(280 kcal),24,15,"5,5","5,5",11,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",['Ekoplaza'],,,['DE BY-77750 EG'],,
50,GUACAMOLE - Bio Verde,4000915100709,,,['Bio Verde'],['France'],"['avocats ', '91%', ""sirop d'agave"", ' ail', ' sel marin', 'jus de citron concentré ', "" issu de l'agriculture biologique""]",,,"['Végétalien', 'Végétarien']",1,?,97,406 kj(97 kcal),"7,4","1,9",5,"2,8","1,1","1,63","0,652",C,,"['Epicerie', 'Sauces', 'Guacamoles']",,7.4 g,en quantité modérée,1.9 g,en quantité modérée,2.8 g,en faible quantité,1.63 g,en quantité élevée,,-40%,-39%,-40%,-27%,-18%,+37%,-37%,+48%,+48%,4,-20%,C,-20%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,"['Bio', 'Végétarien', 'Végétalien']",,,,,,
51,Sauce A La Cacahuete - Bio Verde,4000915100853,,,['Bio Verde'],['France'],[],,,[],,?,469,1962 kj(469 kcal),?,"9,3",?,"8,3",13,"0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
52,Kimchi - Bioverde,4000915102017,,,['Bioverde'],['France'],"['chou pointif? ', '77%', 'concombre/?', 'curcuma??: ', '5%', 'jus de pomme concentré%? oignons%?? sel marin', 'épices%?? ', 'curcuma graines de coriandre???', 'ani', ' étoilé*', "" issu de l'agriculture bio - logique""]",,,[],,?,29,121 kj(29 kcal),"0,5","0,2","4,6","4,3","1,1","2,75","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-007']",,,,,,
53,Pesto à la roquette - Bio verde - 165g,4000915102550,165 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Frais']","['Bio verde', 'Bio-verde']",['France'],"['huile de tournesol désodorisée', 'roquette ', '17%', 'persil', 'fromage à pâte dure ', '8%', 'noix de cajou', 'ail', 'flocons de pommes de terre', ""huile d'olive vierge"", 'sel de mer', 'jus de citron concentré']",,"['Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,447,1870 kj(447 kcal),45,"6,3","4,6","1,4","5,8","2,3","0,92",C,Sauce à base de roquette,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto']",,45 g,en quantité élevée,6.3 g,en quantité élevée,1.4 g,en faible quantité,2.3 g,en quantité élevée,,+229%,+234%,+388%,+266%,-30%,-70%,+73%,+81%,+81%,21,+316%,E,+316%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['Bio', 'Bio européen', 'DE-ÖKO-005']",,['Union européenne'],,,,
54,Pesto Pomodoro - Bio Verde,4000915102567,,,['Bio Verde'],['France'],"['?', ' huile de tournesol*', 'tomates séchées* ', '25%', 'fromage à pâte dure ', '14%', 'basilic* ', '11%', '/ noix de cajou""', ""huile d'olive"", 'sel marin', 'jus de citron concentré"" issu de l\'agriculture biologique']",,,['Non végétalien'],,?,515,2155 kj(515 kcal),49,"7,6","6,6","5,8","8,9","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
55,Câpres - Bio Verde - 180g (égoutté : 100g),4000915102581,180 g (égoutté : 100 g),"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Bio Verde'],['France'],"['câpres ', '56%', 'eau', ""vinaigre d'alcool "", '7%', 'sel marin']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,156,?,156 kj(37 kcal),"0,6","0,2","5,7","< 0,5","2,1","9,9","3,96",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre', 'Capres']",,0.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,9.9 g,en quantité élevée,+18%,,+20%,+2%,+90%,+77%,-12%,-10%,+80%,+80%,9,+29%,C,+29%,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-007']","['Bio14', 'Biocoop']",,['Allemagne'],,,
56,Pesto fais putta-nesca - Bio Verde,4000915102659,,,['Bio Verde'],['France'],"['olives vertes ', '43%', ' huile de tournesol', 'tomates séchées', 'olives noires ', '7%6', 'ail', 'sel marin', ""huile d'olive"", ""piment'"", ""vinaigre d'alcool = issu de l'agriculture biologique""]",,,[],3,?,459,1920 kj(459 kcal),46,"5,4",10,"2,1","1,3","3,5","1,4",C,,"['Epicerie', 'Sauces', 'Sauces Pesto']",,46 g,en quantité élevée,5.4 g,en quantité élevée,2.1 g,en faible quantité,3.5 g,en quantité élevée,,+8%,+9%,+12%,-10%,+51%,-32%,-71%,+50%,+50%,20,+9%,E,+9%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['Bio', 'Bio européen']",,,,,,
57,Tomates Sechees Aux Herbes - Bio Verde,4000915102727,,,['Bio Verde'],['France'],"['tomates séchées* ', '87%', ""vinaigre d'alcool*"", 'huile de tournesol', ' sel marin', 'basilic* ', '1 0%', ""huile d'olive? origan "", ""G issu de l'agriculture biologique""]",,,[],,?,5,21 kj(5 kcal),5,1,11,11,"5,4","5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,
58,Olives Vertes Denoyautees Aux Herbes Vegan - Bio-verde,4000915102741,,,['Bio-verde'],['France'],"['olives vertes* ', '92%', 'sel marin', 'herbes* ', '3% - basilic*', 'persil*', 'origan*', 'thym*', 'romarin*', 'huile de tournesol*', ""huile d'olive*"", 'jus de citron concentré*', 'flocons de pommes de terre* ', ""*= issu de l'agriculture biologique""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,161,674 kj(161 kcal),17,"2,5",1,"0,5","1,2","3,7","1,48",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,17 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,3.7 g,en quantité élevée,,0%,+1%,+8%,-0%,-28%,+167%,+11%,+10%,+10%,14,+21%,D,+21%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Bio'],,,,,,
59,Olives Noires Kalamata Sans Noyaux - Bio Verde,4000915102758,,,['Bio Verde'],['France'],[],,,[],,?,253,1059 kj(253 kcal),27,"3,2","1,1","0,5","1,3","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
60,"Jambon Cru Serrano D'espagne Tranché 80G, Sans Sel Nitrité - Bio Verde",4000915102796,,,['Bio Verde'],['France'],"['viande de pore:', ""sel marin issu de l'agriculture biologique""]",,,[],3,?,372,1556 kj(372 kcal),30,11,0,0,26,"3,9","1,56",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,30 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,3.9 g,en quantité élevée,,+56%,+56%,+138%,+136%,-100%,-100%,-14%,-17%,-17%,24,+46%,E,+46%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Bio'],,,,['DE BY-14051 EG'],,
61,Tartare de Saumon - Bio Verde,4000915102840,,,['Bio Verde'],['France'],"['saumon fumé ', 'salmo salar 79%', 'huile de tournesol*', 'sel ma- fin', 'piment* ', '<1%', 'jus de citron concentré%? 0%', 'baies roses* ', '<1%', ""vinaigre d'alcool*"", ""fumée de bois de hêtre issu de l'agriculture biologique"", ""issu de l'aquaculture écologique"", ' Conditionné sous atmosphère protectrice - décongelé']",,['Poisson'],"['Non végétalien', 'Non végétarien']",,?,258,1079 kj(258 kcal),20,"3,1","0,5","0,5",19,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Décongelé']",,,,,,
62,Dés de Feta marinés au piment - Bioverde,4000915102888,,,['Bioverde'],['France'],"['Feta* ', '68% - lait de brebis et de chèvre pasteurisé* - 22% MG/PT', 'huile de tournesol*', ""huile d'olive*"", 'piment* ', '5%', 'tomates* ', '4%', 'ail*', 'sel marin', 'persil* ', '2%', ""vinaigre d'alcool*\r"", ""*= issu de l'agriculture biologique""]",,['Lait'],['Non végétalien'],,?,404,1690 kj(404 kcal),38,14,"3,6","0,5",11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans lait de vache']",,,,,,
63,400G Gnocchetti frais Au Potiron - Bio Verde - 400g,4000915103403,400 g,,['Bio Verde'],['France'],"['pommes de terre ', '54%', 'potiron ', '23%', 'farine de blé', 'sel marin', 'huile de tournesol', 'œufs ', '1%']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,?,120,502 kj(120 kcal),"0,6","0,2",24,4,"3,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
64,Isana Frisches Basilikum - Bio Verde - 165g,4000915104578,165 g,['Bocal'],['Bio Verde'],['France'],"['Basilic ', '54 %', 'huile de tournesol', 'sel marin']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,356,1490 kj(356 kcal),39,4,0,0,2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,
65,Ravioli Frais Aux Shiitakés - Bio Verde,4000915105322,,,['Bio Verde'],['France'],[],,,"['Végétalien', 'Végétarien']",,?,258,1079 kj(258 kcal),"7,7","4,6",38,"2,6","8,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007', 'IT-BIO-006']",,,,,,
66,Ravioli frais aux artichauts - Bio verde - 250g,4000915105353,250 g,"['Plastique', 'Frais']",['Bio verde'],"['Belgique', 'France']","['Semoule de blé dur“', 'artichauts“ ', '22%', 'eau', 'tofu"" ', 'graines de soja""', 'eau', 'nigari ', 'chlorure de magnésium', 'panure"" ', 'farine de blé""', 'sel', 'levure', 'flocons de pommes de terre""', 'huile de tournesol""', 'sel marin', 'persil""', 'ail""', 'poivre"" \r ', '""= issu de l\'agriculture biologique']",,"['Gluten', 'Soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,252,1054 kj(252 kcal),"7,5","3,5",36,"1,4","8,6","1,3","0,52",,Pâtes fraîches biologiques farcies à l'artichaut,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Pates farcies aux légumes', 'Ravioli', 'Ravioli frais', 'en:raw-fresh-pasta-stuffed-with-vegetables']",,7.5 g,en quantité modérée,3.5 g,en quantité modérée,1.4 g,en faible quantité,1.3 g,en quantité modérée,,+41%,+44%,+48%,+127%,+47%,-50%,+45%,+31%,+31%,11,+268%,D,+268%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE', 'Fabriqué en Italie']","['Vibio', 'Biocoop']",['Italie'],"['Pasta Brema 1-35010 San Pietro in Gu', 'Italie']",,https://www.isana.de/produkte/ravioli-mit-artischocken-fuellung-250-g/,
67,150G Feta De Brebis Nature En Saumure Bio Verde,4000915105964,,,['Bio Verde'],['France'],[],,,[],,?,280,1172 kj(280 kcal),23,15,2,"0,5",15,"3,3","1,32",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,23 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,3.3 g,en quantité élevée,,-1%,-1%,-2%,-3%,+154%,+55%,-7%,+40%,+40%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
68,Frische Spätzle - Bio Verde,4000915106060,,,['Bio Verde'],['France'],[],,,[],,?,140,586 kj(140 kcal),"2,1","0,4",24,"0,9","5,6","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
69,Bio-verde Pesto Olive - 125ml,4000915106732,125 ml,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Bio Verde'],['France'],"['olives vertes* ', '43%', 'huile de tournesol*', 'tomates séchées*', 'olives noires* ', '7%', 'ail*', 'sel marin', ""huile d'olive*"", 'piment*', ""vinaigre d'alcool* "", ""* = issu de l'agriculture biologique""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1795,436,1795 kj(436 kcal),45,"5,3","6,3","1,8","1,3","3,7","1,48",C,,"['Epicerie', 'Sauces', 'Sauces Pesto']",,45 g,en quantité élevée,5.3 g,en quantité élevée,1.8 g,en faible quantité,3.7 g,en quantité élevée,+13%,+3%,+2%,+10%,-12%,-5%,-42%,-71%,+59%,+59%,20,+9%,E,+9%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007']",['Coop 5 pour 100'],,,,,
70,Pesto basilic - Bio Verde - 125ml,4000915106749,125 ml,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Bio Verde'],['France'],"['huile de tournesol*', 'basilic* ', '37%', 'noix de cajou* ', '5%', 'ail*', 'flocons de pommes de terre*', ""huile d'olive*"", 'sel marin', 'jus de citron concentré*', ' ', ""* = issu de l'agriculture biologique""]",,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1888,458,1888 kj(458 kcal),47,"5,4","4,7",1,"3,4","2,9","1,16",C,,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto', 'Pestos au basilic']",,47 g,en quantité élevée,5.4 g,en quantité élevée,1 g,en faible quantité,2.9 g,en quantité élevée,+11%,+2%,+1%,+6%,-17%,-20%,-56%,-28%,+17%,+17%,20,+3%,E,+3%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007']",['Bio14'],,,,,
71,Pecorino Romano Rape - Bioverde - 40g,4000915107784,40 g,['Frais'],['Bioverde'],['France'],"['lait de brebis* ', 'lait thermisé', 'sel', 'présure animale', ' ', ""*issu de l'agriculture biologique""]",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,394,1648 kj(394 kcal),35,18,0,0,26,"4,3","1,72",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages de brebis', 'Pecorino', 'Pecorino Romano']",,35 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,4.3 g,en quantité élevée,,-0%,-0%,+8%,-6%,-100%,-100%,0%,-9%,-9%,19,-1%,E,-1%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'AOP']",,,,,,
72,Rollmops Filet - Bio Verde,4000915108316,,,['Bio Verde'],['France'],[],,,[],,?,182,761 kj(182 kcal),12,"2,9","5,7",5,14,"3,5","1,4",B,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Harengs marinés', 'Poissons fumés', 'Rollmops', 'Harengs fumés', 'Filets de harengs']",,12 g,en quantité modérée,2.9 g,en quantité modérée,5 g,en quantité modérée,3.5 g,en quantité élevée,,+20%,+24%,+30%,+22%,+197%,+440%,+14%,+43%,+43%,15,+36%,D,+36%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,['Bio'],,,,,,
73,Hot pepper - bio verde - 100ml,4000915109658,100 ml,"['Bouteille', 'Verre']",['bio verde'],['France'],"[""Vinaigre d'alcool*"", 'piment fort* 38%', ""piment de Cayenne* 9%\r*Ingrédients issus de l'agriculture biologique""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,,Sauce piquante,"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",['La vie claire'],,,,,
74,Hummus Ginger - natur Gourmet,4000915600568,,,['natur Gourmet'],['France'],"['Kichererbsen gegart ', '67% - Kichererbsen und Wasser', 'Olivenöl', 'Sonnenblumenöl', 'Agavendicksaft', 'Zitronensaftkonzentrat', 'Ingwer ', '2%', 'Koriander ', '1,5%', 'Knoblauch', 'Meersalz']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,288,1205 kj(288 kcal),22,"2,8",17,"4,5","5,9","1,2","0,48",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,22 g,en quantité élevée,2.8 g,en quantité modérée,4.5 g,en faible quantité,1.2 g,en quantité modérée,,+10%,+10%,+9%,+14%,+60%,+236%,-9%,+15%,+15%,7,+40%,C,+40%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,
75,Blutorange,4000980404115,,,,['France'],[],,,[],,?,45,188 kj(45 kcal),"0,1","0,1","9,8","9,8","0,01","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Cappuccino,4000980648014,,,,['France'],[],,,[],,?,64,268 kj(64 kcal),"1,3","0,8","9,7","9,6","3,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Café con leche light,4000980682018,,,,['France'],[],,,[],,?,42,176 kj(42 kcal),"0,8","0,5",0,0,3,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,
78,Bretzel stick -,4001122001018,,,,['France'],[],,,[],,?,377,1577 kj(377 kcal),"2,5","0,3","75,4","2,5","11,2",3,"1,2",B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",,2.5 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,3 g,en quantité élevée,,-3%,-3%,-49%,-68%,+5%,+16%,+1%,-5%,-5%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,
