,name,bar_code,quantity,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,generic_name,ingredients_origins,traceability_code,link,palm_ingredients,producer_info,brand_owner,origin_detail
1680,Mortadella bologna - 120g,20979317,120 g,,"['Produits à la viande', 'Produits carnés italiens', 'Mortadelle de Bologne']",,,['France'],[],,,[],,25 g,en quantité élevée,9.4 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,?,,285,+11%,1192 kj(285 kcal),+11%,25,+54%,"9,4",+67%,"0,1",-70%,"0,1",-17%,15,-45%,"1,9",-61%,"0,76",-61%,20,+11%,E,+11%,,,,,,,,,['Barquette'],,,,,,,,,
1681,Chocolate negro 85% cacao - moser roth - 125g (5x 25g),25040371,125 g (5 x 25 g),['moser roth'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Végétarien', 'Agriculture durable', 'Végétalien', 'en:UTZ Certified', 'en:utz-certified-cacao']",['Aldi'],"['France', 'Espagne']","['pasta de cacao ', '85%', 'manteca de cacao', 'azúcar', 'cacao desgrasado en polvo', 'emulgente: lecitinas ', 'soja', 'extracto de vainilla']",['E322 - Lécithines'],['Soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,42.6 g,en quantité élevée,25.7 g,en quantité élevée,27.9 g,en quantité élevée,0.05 g,en faible quantité,?,,579,+4%,2423 kj(579 kcal),+4%,"42,6",+8%,"25,7",+11%,"33,6",-13%,"27,9",-12%,"9,6",+25%,"0,05",+7%,"0,02",+7%,23,+8%,E,+8%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Envoltorio de papel', 'Caja de cartón']","['Berlín', 'Alemania']",Mini tabletas de chocolate negro con un 70% de cacao mínimo. Nota: El mismo código de barras coincide con otros chocolates similares,"['es:América del Sur', 'es:[CACAO]']",['MOSER-ROTH-GMBH'],https://www.aldi.es/detalle-producto/Tableta-de-chocolate-00003/,,,,
1682,Escalope de Dinde - Corril - 350g,26001494,350 g,['Corril'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['Aldi'],['France'],['ESCALOPES DE DINDE'],,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,0.9 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,106,-12%,444 kj(106 kcal),-12%,"0,9",-32%,"0,3",-26%,"0,5",-83%,"0,5",-35%,24,+5%,"0,2",-64%,"0,08",-64%,-4,,A,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Barquette', 'Plastique', 'Film en plastique', 'Barquette']","['Blancafort', 'France']",,,"['FR 29.236.010 CE', 'Riec-sur-Belon (Finistère, France)', 'FR 18.030.001 CE', 'Blancafort (Cher, France)', 'FR 41.238.001 CE', 'Savigny-sur-Braye (Loir-et-Cher, France)']",,,,,
1683,"Tomates Farcies et riz cuisiné - La cuisine des Saveurs - 390g [même code barre 26014395pour Saucisse de Toulouse et purée, voir 2000000036242]",26014395,"390 g [même code barre 26014395 pour Saucisse de Toulouse et purée, voir 2000000036242]","['La cuisine des Saveurs', 'Aldi']","['Plats préparés', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats préparés frais', 'Légumes préparés', 'Plats préparés à réchauffer au micro-ondes', 'Tomates farcies et riz']","['Cuisiné en France', 'Point Vert', 'Triman', 'Eco-Emballages']",['Aldi'],['France'],"['Tomates farcies 56,4 % [tomates fraîches', 'viande de bœuf* 7,2 %', 'viande et gras de porc 7,1 %', 'oignons', 'persil', 'concentré de tomates 0,7 %,ail', 'sel', 'eau', 'poivre]', 'riz cuit 20,1 % ', 'riz', 'eau', 'tomates 14,9 % ', 'tomates pelées concassées', 'jus et pulpe de tomates', 'huile de colza', 'oignons', 'concentré de tomates 1,6 %', ""pulpe d'ail"", 'persil', 'sel', 'sucre', 'poivre', 'épaississant : gomme xanthane', ' *Viande de bœuf origine France']",['E415 - Gomme xanthane'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5.9 g,en quantité modérée,1.7 g,en quantité modérée,1.7 g,en faible quantité,0.83 g,en quantité modérée,474,+7%,?,,474 kj(113 kcal),+1%,"5,9",+13%,"1,7",+6%,10,-10%,"1,7",-17%,"4,5",+3%,"0,83",+18%,"0,332",+18%,3,+412%,C,+412%,,,,,,,,,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Etui', 'Carton', '1 Personne']","['Marie - MSAS (Filiale Groupe Lambert Dodard Chancereul - LDC) - Route de Landrevarzec - 29510 Briec', 'Finistère', 'Bretagne', 'France']",Tomates farcies et riz cuisiné,"['France', 'Viande de bœuf']","['FR 29.020.020 CE', 'Briec (Finistère, France)', 'EMB 29020F', 'Briec (Finistère, France)']",,,,,
1684,Barre Pâtissière - Kergrist - 800g,26035291,800 g,['Kergrist'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']","['Point Vert', 'Triman', 'Eco-Emballages']",['Aldi'],"['Canada', 'France']","['Farine de blé', 'sucre', 'eau', 'œufs de poules élevées au sol ', '10,8%', 'huile de colza', 'poudres à lever : diphosphates', 'carbonates de sodium', 'sel', 'conservateur : sorbate de potassium', ""correcteur d'acidité : acide citrique"", 'arômes ', 'contient alcool', 'colorant : caroténoïdes']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160 - Caroténoïdes']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,11.9 g,en quantité modérée,1.2 g,en faible quantité,29.3 g,en quantité élevée,1.4 g,en quantité modérée,?,,347,-18%,1452 kj(347 kcal),-18%,"11,9",-48%,"1,2",-90%,"54,1",+11%,"29,3",+4%,"5,1",-11%,"1,4",+37%,"0,56",+37%,17,-25%,D,-25%,C,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,"['Carton', 'Papier', 'Film plastique']","['Pâtisseries Gourmandes - 36 Rue du Bourgeon - CS40217 - 22602 Loudéac cedex', ""Côtes-d'Armor"", 'Bretagne', 'France']",Gâteau,,,,,,,
1685,4 Rochers au lait fourrés au praliné - Scholetta - 140g,26038377,140 g,['Scholetta'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Rochers au chocolat']",,['Aldi'],['France'],"['Sucre', 'praliné 26% ', 'noisettes', 'sucre', 'graisses végétales ', 'palmiste', 'coprah', ' beurre de cacao', 'lactosérum en poudre', 'poudre de lait écrémé', 'pâte de cacao', 'éclats de noisettes 2,8%', 'cacao maigre en poudre', 'matière grasse de lait anhydre', 'émulsifiant : lécithines ', 'tournesol', 'arômes']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,36 g,en quantité élevée,21 g,en quantité élevée,51 g,en quantité élevée,0.15 g,en faible quantité,?,,560,-1%,2343 kj(560 kcal),+1%,36,+0%,21,+34%,52,+3%,51,+6%,"5,4",-12%,"0,15",-24%,"0,06",-24%,26,+10%,E,+10%,E,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,"['Plastique', 'Carton', 'Aluminium']",,Chocolat au lait aux éclats de noisettes fourrage (65%) au praliné,,,,['Huile de palme'],,,
1686,Pizza cuite sur pierre 4 fromages - Mama mancini - 400g,26048604,400 g,['Mama mancini'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,,['France'],[],,,[],,8.9 g,en quantité modérée,3.8 g,en quantité modérée,3.8 g,en faible quantité,1.2 g,en quantité modérée,?,,232,-8%,971 kj(232 kcal),-8%,"8,9",-14%,"3,8",-32%,27,+1%,"3,8",+36%,10,-14%,"1,2",-6%,"0,48",-6%,5,-57%,C,-57%,C,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,,,,,,,,
1687,Crème dessert saveur vanille - Ursi - 125g,26049021,125 g,['Ursi'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",,,['France'],"['Lait entier', 'lactose et minéraux du lait', 'sucre', 'amidon transformé de maïs', 'crème', 'arôme', 'épaississant : carraghénanes', 'colorant : rocou', 'protéines de lait']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.7 g,en faible quantité,1.7 g,en quantité modérée,15 g,en quantité élevée,0.12 g,en faible quantité,?,,104,-9%,435 kj(104 kcal),-9%,"2,7",-24%,"1,7",-23%,18,+3%,15,+6%,"1,9",-34%,"0,12",-17%,"0,048",-17%,4,-4%,C,-4%,C,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,,,,,"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)', 'EMB 62853', 'Vieil-Moutier (Pas-de-Calais, France)']",,,,,
1688,Crème aux Oeufs Saveur Vanille - Milsa - 400g,26065212,400 g,"['Milsa', 'Aldi']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts lactés aux œufs']",,['Aldi'],['France'],"['Lait demi-écrémé 57,7%', 'crème 16,1% ', 'contient du lait', 'sucre', 'oeuf entiers extra-frais 10%', 'poudre de lait écrémé', 'amidon modifié de maïs', 'amidon de riz', 'arôme', 'colorant : caroténoïdes']","['E14XX - Amidons modifiés', 'E160 - Caroténoïdes']","['Œufs', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,6.5 g,en quantité modérée,3.9 g,en quantité modérée,16 g,en quantité élevée,0.13 g,en faible quantité,631,+0%,144,-3%,631 kj(144 kcal),+1%,"6,5",+21%,"3,9",+27%,18,-11%,16,-11%,"3,8",-11%,"0,13",-11%,"0,052",-11%,5,-13%,C,-13%,,,,,,,,,"['Pot aluminium', 'Opercule alu', 'Etui carton']",['47500 Montayral'],Crème aux oeufs saveur vanille,['Lait France'],"['FR 47.185.001 CE', 'Montayral (Lot-et-Garonne, France)', 'EMB 62853', 'Vieil-Moutier (Pas-de-Calais, France)']",,,,,
1689,10 Saucisses de volaille - Corril - 350g,26067735,350 g,"['Corril', 'Aldi']","['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Dindes', 'Saucisses de volaille']",,['ALDI'],['France'],"['Viandes de volaille 80% dont viande de dinde1 48%', 'viande de poulet1 20%', 'gras de dinde 9%', 'peaux de dinde 3%', 'eau', 'sel', 'fibres de soja', 'protéines de soja', ""extraits d'épices"", 'arômes', ' épices', 'fibres végétales ', 'blé', 'antioxydant : érythorbate de sodium', ' conservateur: nitrite de sodium']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']","['Non végétalien', 'Non végétarien']",4,20 g,en quantité modérée,5.8 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,978,+11%,236,+31%,978 kj(236 kcal),+28%,20,+69%,"5,8",+60%,1,-20%,0,-100%,13,-21%,"2,1",+18%,"0,84",+18%,16,+63%,D,+63%,E,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,['Plastique'],['Pologne'],10 saucisses cuites de volaille fumées,['Union européenne'],['PL 28620501 WE'],,,,,
1690,Aiguillettes de poulet - Corril - 450g,26067919,450 g,['Corril'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['Point Vert'],,['France'],['Aiguillettes de poulet'],,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,0.7 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,103,-18%,431 kj(103 kcal),-18%,"0,7",-62%,"0,3",-37%,"0,5",-45%,"0,5",+67%,24,+6%,"0,11",-75%,"0,044",-75%,-4,,A,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Barquette', 'Film en plastique']",,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,
1691,Quiche Lorraine - MSA - 400g,26087283,400 g,"['MSA', 'La cuisine des saveurs']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,,['France'],"['Garniture 67% : eau', 'oeufs entiers frais 10%', 'crème fraiche 8% ', 'contient du lait', 'lardons fumés 8% [poitrine de porc ', 'origine: UE', 'eau', 'sel', 'acidifiant: lactate de sodium', 'dextrose', 'antioxydant: érythorbate de sodium', 'conservateur: nitrite de sodium]', 'jambon cuit standard 7,5% [viande de porc ', 'origine: UE', 'couenne', 'eau', 'gélatine de porc', 'sel', 'lactose', 'stabilisants: carraghénanes et diphosphate de sodium', 'sirop de glucose', 'dext rose', 'antioxydant: érythorbate de sodium', 'conservateur: nitrite de sodium]', 'fromage blanc 5% ', 'contient du lait', 'lait écrémé en poudre 2%', 'amidon transformé de mais', 'sel', 'arôme naturel de poivre', 'arôme naturel de muscade et autres épices', ' Pâte brisée 33% : farine de blé 17%', 'margarine végétale ', 'huiles de coprah et de colza', 'eau', 'sel', ""émulsifiant: mono et diglycérides d'acide gras "", 'colza', ""correcteur d'acidité: acide citrique"", 'eau', 'fécule de pomme de terre', 'dextrose', 'sel', 'agent de traitement de la farine: L cystéine', ' Traces éventuelles de poisson', 'crustacés', 'mollusques', 'moutarde et de soja', ' Pourcentages exprimes sur le total de la recette']","['E325 - Lactate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E920 - L-Cystéine et ses chlorhydrates']",['Lait'],"['Non végétalien', 'Non végétarien']",4,14 g,en quantité modérée,8.3 g,en quantité élevée,2.4 g,en faible quantité,1.2 g,en quantité modérée,?,,245,-7%,1025 kj(245 kcal),-7%,14,-14%,"8,3",-5%,22,+14%,"2,4",+4%,"7,7",-17%,"1,2",+15%,"0,48",+15%,16,+13%,D,+13%,D,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,['surgelé'],,,,,,,,,
1692,4 Hachés au boeuf avec fibres végétales - Socopa - 400g,26088433,400 g,['Socopa'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande fraîches', 'Steaks de bœuf hachés', 'Préparations de viande hachée', 'Steaks hachés frais', 'Préparations de viande bovine hachée', 'Steaks hachés de bœuf frais']","['Viande Française', 'Viande Bovine Française', 'Fabriqué en France']",,['France'],"['Viande bovine origine France 75 %', 'eau', 'fibres de bambou 3% et fibres de pois 0,8%', 'amidon de pomme de terre', 'sel', 'aròmes', 'betterave rouge déshydratée', 'antiaxydant : E301', 'extrait de levure', ' Élaboré en France', ' SOCOPA VIANDES - RP 20']",['E301 - Ascorbate de sodium'],,"['Non végétalien', 'Non végétarien']",4,15 g,en quantité modérée,6.5 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,205,+1%,858 kj(205 kcal),+4%,15,+9%,"6,5",+21%,"1,9",-12%,"0,5",-28%,14,-11%,"0,8",-30%,"0,32",-30%,11,+18%,D,+18%,E,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['Barquette Plastique', 'Barquette', 'Film en plastique']",['France'],,,"['FR 84.054.001 CE', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,,,,
1693,Steak Haché 5% - Aldi,26099378,,['Aldi'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']","['Viande Française', 'Viande-bovine-francaise']",['Aldi'],['France'],[],,,[],,5 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.22 g,en faible quantité,?,,133,-29%,556 kj(133 kcal),-29%,5,-60%,"1,8",-66%,0,-100%,0,-100%,22,+15%,"0,22",+0%,"0,088",+0%,-3,-209%,A,-209%,E,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,"['FR 84.054.001 CE', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,,,,
1694,Thon - Filets - Zapi - 155g,27015056,155 g,['Zapi'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel', 'Filet-de-thon-au-naturel']","['Pêche durable', 'Pêche durable MSC', 'Safe']",['Aldi'],"['Belgique', 'France']","['thon', 'eau', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,0.6 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,98,-15%,410 kj(98 kcal),-15%,"0,6",-60%,"0,4",-14%,"< 0,5",+313%,"< 0,5",+566%,23,-8%,"1,1",+6%,"0,44",+6%,0,-100%,B,-100%,D,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,['Conserve'],,Thon au naturel,['Papouasie-Nouvelle-Guinée'],['07EPR039'],,,,,
1695,Bon-ri Langkornreis / Schnellkochreis - 1kg,27019115,1 kg,['Bon ri'],,,,"['Belgique', 'France']",['100% riz long étuvé'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,352,,1473 kj(352 kcal),,"0,6",,"0,2",,80,,0,,"6,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1696,Biscuit moelleux aux cereales Abricot & Pomme - Millville - 195,27020357,195,['Millville'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,"['Belgique', 'France']","['muesli 30,8% ', 'raisins secs 12,1%', ""flocons d'avoine 11,1%"", 'noix de coco râpée 4,6%', 'pétales de mais 3% ', 'mais', 'sel', 'sucre', ""extrait de malt d'orge"", 'farine de blé 14,1%', 'sucre', 'graisse de palme', 'lait écrémé en poudre', 'stabilisant: sorbitols', 'sirop de glucose', 'purée de fruits des bois 2,6% ', 'purée de myrtilles 1%', 'purée de mûres 1%', 'purée de framboises 0,6%', 'humectant: glycérol', 'sirop de glucose-fructose', 'épaississants : phosphate de diamidon acétylé', 'phosphate de diamidon hydroxypropylé', 'pépites de fruits 1,3% ', 'purée de pomme concentrée', 'purée de fruits rouges', 'sirop de glucose-fructose', 'sirop de glucose', 'sucre', 'humectant: glycérol', 'fibres de blé', 'graisse de palme', 'agent gélifiant : pectines', 'concentré de mûre et de carottes', ""correcteurs d'acidité: acide citrique et acide malique"", 'arôme naturel', 'purée de pommes concentrée', 'sel', 'arômes', 'poudres à lever: diphosphates', 'carbonates sodium', 'gélifiant ', 'gomme gellane', 'acidifiant ', 'acide citrique', ""correcteurs d'acidité "", 'citrates de calcium', 'citrates de sodium', 'conservateur ', 'sorbate de potassium', "" Peut contenir des traces d'oeuf"", 'de fruits à coque et de graines de sésame', "" Conserver à l'abri de la chaleur et de l'humidité""]","['E420 - Sorbitol', 'E422 - Glycérol', 'E1414 - Phosphate de diamidon acétylé', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E440 - Pectines', 'E330 - Acide citrique', 'E296 - Acide malique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium', 'E418 - Gomme gellane', 'E333 - Citrates de calcium', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Gluten'],"['Huile de palme', 'Non végétalien']",4,14 g,en quantité modérée,7.2 g,en quantité élevée,34 g,en quantité élevée,0.75 g,en quantité modérée,?,,401,-15%,1678 kj(401 kcal),-16%,14,-33%,"7,2",-29%,61,-5%,34,+15%,6,-8%,"0,75",+27%,"0,3",+27%,19,-4%,E,-4%,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,['Huile de palme'],,,
1697,Melk Lactosevrij halfvol - Milsa - 1L e,27029503,1 L e,['Milsa'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits sans lactose']",['Sans lactose'],['Aldi'],"['Belgique', 'France']","['Lait demi-écrémé', 'lactase,']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,1.5 g,en faible quantité,1.1 g,en faible quantité,5 g,en quantité modérée,0.13 g,en faible quantité,?,,48,-19%,201 kj(48 kcal),-6%,"1,5",+2%,"1,1",+16%,5,+2%,5,+6%,"3,5",+8%,"0,13",+19%,"0,052",+19%,0,-100%,B,-100%,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Carton', 'Brique', 'Plastique']",,Lait demi-écrémé sans lactose,,,,,,,
1698,Fruit Crunchy - Golden Bridge - 500g,27044001,500 g,['Golden Bridge'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,['Aldi'],"['Belgique', 'France']","['Flocons de céréales complètes ', 'avoine', 'blé', 'fruits secs 21 % ', 'raisins ', 'raisin', 'huile de coton et huile de tournesol', 'chips de banane frites ', 'banane', 'huile de coco', 'sucre', 'arôme naturel', 'noix de coco toastée', 'canneberges ', 'canneberge', 'sucre', 'humectant ', 'glycérol', 'acidifiant ', 'acide citrique', 'huile de tournesol', 'moreaux de pomme ', 'pomme', ""correcteur d'acidité "", 'acide citrique', 'antioxydant ', 'disulfite de sodium', 'sucre', 'huile de tournesol', 'rice crisp ', 'semoule de riz', 'farine de blé', 'sucre', ""malt d'orge"", 'sel', 'farine de blé', 'sirop de glucose', 'miel', 'arôme naturel', 'sucre caramélisé', 'cannelle', 'antioxydant ', 'extrait riche en tocophérols', 'vitamines ', 'thiamine', 'riboflavine', 'vitamine B6', 'vitamine B12', 'acide folique', 'biotine', 'acide pantothénique', 'niacine', 'sels minéraux ', 'fer', ' Peut contenir des traces de fruits à coque', 'de soja et de lait']","['E422 - Glycérol', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Fruits à coque', 'Avoine']",['Non végétalien'],4,14 g,en quantité modérée,4.3 g,en quantité modérée,24 g,en quantité élevée,0.13 g,en faible quantité,?,,436,+10%,1824 kj(436 kcal),+9%,14,+32%,"4,3",+59%,66,+7%,24,+33%,"8,3",-13%,"0,13",-10%,"0,052",-10%,9,+162%,C,+162%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,,,
1699,Endives au jambon - La Cuisine des Saveurs - 400g,27063118,400 g,['La Cuisine des Saveurs'],"['Plats préparés', 'Endives au jambon']",,['Aldi'],['France'],"['Endives ', '37%', 'lait partiellement écrémé', 'jambon ', '11,5%', ' ', 'viande de porc ', '77%', 'eau', 'arômes', 'sel', 'dextrose', 'stabilisants: E451', 'E407', 'antioxydants: E301', 'E331', 'conservateurs: E262', 'E250', 'fromage ', 'lait', 'crème ', 'lait', 'farine de froment ', 'blé', 'amidon modifié de maïs', 'sel', 'gélatine de porc', 'fécule de pomme de terre', 'épices', 'arômes ', 'contient blé', 'lait', 'céleri', ' ', 'e621']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Céleri', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.2 g,en quantité modérée,2.8 g,en quantité modérée,2.6 g,en faible quantité,0.925 g,en quantité modérée,363,-14%,87,-17%,363 kj(87 kcal),-17%,"4,2",-29%,"2,8",-12%,"4,7",-16%,"2,6",+2%,"6,7",+9%,"0,925",+22%,"0,37",+22%,3,+9%,C,+9%,C,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,"['Barquette', 'Plastique']",['LES NUTONS Marche Chemin Saint-Antoine 5 6900 Marche-en-Famenne Belgium'],,,['BE B198 EC'],,,,,
1700,Jus de orange - Pure fruit - 1L,27069028,1 L,['Pure fruit'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,"['Belgique', 'France']","[""Jus d'orange""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,9.3 g,en quantité élevée,0.01 g,en faible quantité,?,,45,+5%,188 kj(45 kcal),+3%,"< 0,5",+199%,"< 0,1",+266%,"9,3",-4%,"9,3",+2%,"0,7",+12%,"< 0,01",+17%,"0,004",+17%,4,+33%,C,+33%,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Carton', 'Bouteille']",,,,,,,,,
1701,Sir Edward's Finest Blended Scotch Whisky - 100cl  40%vol,3012992422002,100 cl  40%vol,"[""Sir Edward's""]","['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,['Magasins U'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,
