,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
84,Tartinable de surimi et de crabe tourteau - Simon,3164060731278,,,,['France'],[],[],?,,359,,"34,9",,"6,8",,"4,5",,,,,,,,,1502 kj(359 kcal),"1,3","2,8","1,8","0,72",['Simon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Porridge,5060149970324,,,,['France'],[],[],?,,362,,"4,6",,64,,13,,,,,,,,,1515 kj(362 kcal),"0,8",18,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Sirop de menthe,3352681210078,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,['France'],[],[],?,,?,,?,,?,,?,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Sachets de thé citron et gingembre,5902480011932,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,C. amande Au Suc,3390390001204,,,,['France'],[],[],?,,582,,"40,3",,"31,5",,"18,7",,,,,,,,,2435 kj(582 kcal),"3,7","27,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Cuisses de poulet roties,3254566444526,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],?,,220,+15%,14,+13%,"0,5",+57%,23,+25%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,920 kj(220 kcal),"4,2","0,5","0,69","0,276",,+15%,+25%,+223%,-9%,-9%,4,+13%,C,+13%,,14 g,en quantité modérée,4.2 g,en quantité modérée,0.5 g,en faible quantité,0.69 g,en quantité modérée,,,,,,,,,,,,
90,Tropicana Pomme Pressée,50328383,,,,['France'],[],[],?,,47,,0,,"10,9",,0,,,,,,,,,197 kj(47 kcal),0,"10,5",0,0,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Bloc de foie gras,5414034000878,,,,['France'],[],[],?,,352,,"24,2",,"28,3",,"6,2",,,,,,,,,1473 kj(352 kcal),"9,9","20,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Couscous mushroom taste,8032942611084,,,,['France'],[],[],?,,370,,4,,69,,13,,,,,,,,,1548 kj(370 kcal),"1,5",3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Fondant Pâtissier,2439427121155,,,,['France'],[],[],?,,323,,0,,88,,0,,,,,,,,,1351 kj(323 kcal),0,76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Gold emblem,0050428260739,,,,['France'],[],[],?,,2,,0,,"0,4",,0,,,,,,,,,8 kj(2 kcal),0,"0,4","0,02","0,008",['Gold Emblem'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Caramel Sea Salt,5036599225079,,,,['France'],[],[],?,,432,,"15,1",,"72,4",,"1,7",,,,,,,,,1807 kj(432 kcal),"7,9","64,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Découpe de dinde bio,0213030066254,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
97,WINTER SPICED MIXED NUTS,00442756,,,,['France'],[],[],?,,567,,"41,5",,25,,"20,1",,,,,,,,,2372 kj(567 kcal),"5,9","16,7","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Coeur de couenne,0211368028937,,,,['France'],[],[],?,,141,,"6,2",,"0,5",,"20,7",,,,,,,,,590 kj(141 kcal),"2,2","0,5","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Cassoulet au confit de canard - Les Trois Chefs,3432770021522,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",,['France'],[],[],?,,168,+11%,"8,9",+15%,11,+39%,11,+5%,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,703 kj(168 kcal),"3,2","0,7","0,77","0,308",['Les Trois Chefs'],+11%,+13%,-2%,-14%,-14%,3,+83%,C,+83%,,8.9 g,en quantité modérée,3.2 g,en quantité modérée,0.7 g,en faible quantité,0.77 g,en quantité modérée,,,,,,,,,,,,
100,Asperges vertes - Sacla,8001060030305,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",,['France'],[],[],?,,269,+1123%,27,+9790%,"4,5",+141%,"1,4",-30%,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,1125 kj(269 kcal),"3,3","2,6",1,"0,4",['Sacla'],+1136%,+4900%,+183%,+53%,+53%,5,,C,,,27 g,en quantité élevée,3.3 g,en quantité modérée,2.6 g,en faible quantité,1 g,en quantité modérée,,,,,,,,,,,,
101,Aka Miso,0067334070024,,,,['France'],[],[],?,,15,,"0,4",,2,,1,,,,,,,,,63 kj(15 kcal),0,1,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Salade d'algues WAKAME,3575650000818,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"Biscuits au granola ""sans sucre""",3477320002255,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Doucin' kréol,3330268050347,,,,['France'],[],[],?,,92,,2,,"14,2",,"3,5",,,,,,,,,385 kj(92 kcal),"0,8","14,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Tomme chevre brebis,2488682027160,,,,['France'],[],[],?,,450,,"39,2",,0,,"24,2",,,,,,,,,1883 kj(450 kcal),27,0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Choco mix,2600123022170,,,,['France'],[],[],?,,563,,"40,8",,"39,9",,"9,1",,,,,,,,,2356 kj(563 kcal),"17,5","37,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Coq au vin de bergerac,3277168600756,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,105,+114%,"5,3",+147%,"2,1",-57%,12,+570%,,,,,,,,439 kj(105 kcal),"1,5","0,6","1,2","0,48",,+121%,+104%,-73%,+145%,+145%,,,,,,,,,,,,,,,,,,,,,,,,,
108,Le petit Brie - L'oncle Camille - 1kg,3660007000402,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",,['France'],[],[],?,,351,+13%,31,+20%,1,+43%,17,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1469 kj(351 kcal),22,0,1,"0,4","[""L'oncle Camille""]",+13%,+21%,-100%,-37%,-37%,13,-13%,D,-13%,,31 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,1 kg,,,,,['Frais'],,,,,
109,Terrine de campagne,2227848018105,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Cake chataigne choco raisin - Légendes Gourmandes,3760155984224,,,,['France'],[],[],?,,361,,"5,2",,71,,"3,88",,,,,,,,,1510 kj(361 kcal),"2,42",49,"0,02","0,008",['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Blue Cheese,6001087309127,,,,['France'],[],[],?,,265,,"25,9",,8,,"0,6",,,,,,,,,1109 kj(265 kcal),4,"3,6","6,4","2,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,D'jino,9501100006486,,,,['France'],[],[],?,,28,,0,,"6,82",,0,,,,,,,,,117 kj(28 kcal),0,"6,8","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Domaine natroun,6223000198179,,,,['France'],[],[],?,,119,,21,,0,,0,,,,,,,,,498 kj(119 kcal),"9,85",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Pain blanc bio,3760180020102,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
115,Oeufs,3770004464043,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Candy stickers,8690146090144,,,,['France'],[],[],?,,381,,"1,4",,90,,"2,1",,,,,,,,,1594 kj(381 kcal),"1,1",62,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Tartare marin au curry,3760028530138,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,BBQ sauce Roasted garlic,0079893404790,,"['Epicerie', 'Sauces']",,"['France', 'États-Unis']","['Organic tomato puree ', 'water', 'organic tomato paste', 'organic sugar', 'organic distilled vinegar', 'organic molasses', 'natural smoke flavor', 'salt', 'less than 2% of: organic roasted garlic*', 'organic garlic*', 'organic caramel color', 'organic onion*', 'organic spices', 'xanthan gum']",[],?,,167,-30%,0,-100%,"38,89",+292%,0,-100%,,,,,,,,699 kj(167 kcal),0,"36,11","2,36","0,944",,-29%,-100%,+459%,-2%,-2%,20,+72%,E,+72%,4,0 g,en faible quantité,0 g,en faible quantité,36.1 g,en quantité élevée,2.36 g,en quantité élevée,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E415 - Gomme xanthane']",['Bio'],,Glencourt Inc.,,,,,,
119,Pilons de Poulet Tex-Mex,3230890042478,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,['France'],[],[],?,,169,-5%,"7,5",-20%,"2,7",+93%,"22,5",+16%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,707 kj(169 kcal),"2,1","2,6","1,4","0,56",,-5%,-19%,+294%,+55%,+55%,5,+48%,C,+48%,,7.5 g,en quantité modérée,2.1 g,en quantité modérée,2.6 g,en faible quantité,1.4 g,en quantité modérée,,,,,,,,,,,,
120,18776874,18776874,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Poulet fermier jaine,0221538027165,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Confiture Fraise,8008351221398,,,,['France'],[],[],?,,159,,0,,38,,0,,,,,,,,,665 kj(159 kcal),0,35,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Lemonade Zero Sugar,9315596006925,,,,"['Australie', 'France']",[],[],?,,1,,0,,0,,0,,,,,,,,,4 kj(1 kcal),0,0,"0,015","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,['pet-bottle'],['Woolworths'],,,,
124,Pâte à tartiner,3222475227264,,,,['France'],[],[],?,,538,,31,,57,,"5,7",,,,,,,,,2251 kj(538 kcal),"5,7",55,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Compote pomme verveine,3700828000004,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Fromage de chèvre,3228022985038,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,['France'],[],[],?,,288,+1%,24,+5%,0,-100%,18,+4%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,1205 kj(288 kcal),17,0,"1,5","0,6",,+2%,+6%,-100%,+11%,+11%,14,+5%,D,+5%,,24 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,,,,,,,,,,,
127,Le fou du roy,3760201350638,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Sirop Jardin d'épices,3760199190131,,,,['France'],[],[],?,,388,,0,,81,,0,,,,,,,,,1623 kj(388 kcal),0,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,04228028,04228028,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Mix porridge chia banane,3664037005208,,,,['France'],[],[],?,,359,,"5,8",,"60,3",,"10,2",,,,,,,,,1502 kj(359 kcal),"0,8","9,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
131,Pain,0202006004536,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Cardo troceado - Gourmet,8413080084280,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Cardons']",,"['France', 'Espagne']",[],[],?,,20,+43%,"0,11",-58%,"3,04",+25%,"0,76",+49%,61.8%,0.0%,0.0%,15.2%,18.1%,4.8%,98,84 kj(20 kcal),"0,01",0,"1,03","0,412",['Gourmet'],+42%,-73%,-100%,+48%,+48%,-1,,A,,,0.11 g,en faible quantité,0.01 g,en faible quantité,0 g,en faible quantité,1.03 g,en quantité modérée,,,,,,,,,,,,
133,Walters Almond,6009670530545,,,,['France'],[],[],?,,456,,20,,66,,6,,,,,,,,,1908 kj(456 kcal),8,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,The noir des normands,3760053483201,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Lentilles vertes canada,3180504400241,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
136,pavé de thon grillé - Petit Navire - 1,11258988,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Petit Navire'],,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
137,Mini financier,3276550751915,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6 Brochettes de râbles découpés de lapin aux pruneaux et poitrine fumée - LOEUL ET PIRIOT - 1.114kg,2775317006066,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],"['""Râbles découpés de lapin', 'poitrine de porc fumée ', '25% ', ' poitrine de porc ', 'origine : France', 'sel', 'dextrose', 'arôme ', 'arôme de fumée', 'acidifiant : acide citrique', 'conservateurs : erythorbate de sodium', 'nitrite de sodium', 'pruneaux ', '11% ', ' conservateur : sorbate de potassium', "" Viande de lapin issue d'animaux nourris sans OGM "", '<0,9%', '""']","['Non végétalien', 'Non végétarien']",746,+8%,?,,"8,8",+12%,"6,4",+818%,18,-9%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,746 kj(178 kcal),"3,2","4,4","0,51","0,204",['LOEUL ET PIRIOT'],+13%,+34%,+943%,+1%,+1%,2,+228%,B,+228%,4,8.8 g,en quantité modérée,3.2 g,en quantité modérée,4.4 g,en faible quantité,0.51 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.114 kg,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Viande Française', 'Lapin Français']",,,['Barquette polystyrène noire'],,Morceaux choisis de lapin,['Thouars'],https://www.lapin-et-papilles.fr,
139,Confiture de trois fruits rouge,3286462509450,,,,['France'],[],[],?,,251,,"0,1",,61,,"0,23",,,,,,,,,1050 kj(251 kcal),0,57,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,The fruits rouges vanille,3760057478029,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Cacao non sucré,75985431,,,,['France'],[],[],?,,375,,"20,7",,"11,7",,0,,,,,,,,,1569 kj(375 kcal),"12,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,6 Brochettes de râbles découpés de lapin aux pruneaux et poitrine fumée - LOEUL ET PIRIOT - 1.114kg,2573146006062,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],"['""Râbles découpés de lapin', 'poitrine de porc fumée ', '25% ', ' poitrine de porc ', 'origine : France', 'sel', 'dextrose', 'arôme ', 'arôme de fumée', 'acidifiant : acide citrique', 'conservateurs : erythorbate de sodium', 'nitrite de sodium', 'pruneaux ', '11% ', ' conservateur : sorbate de potassium', ""\rViande de lapin issue d'animaux nourris sans OGM "", '<0,9%', '""']","['Non végétalien', 'Non végétarien']",746,+8%,?,,"8,8",+12%,"6,4",+818%,18,-9%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,746 kj(178 kcal),"3,2","4,4","0,51","0,204",['LOEUL ET PIRIOT'],+13%,+34%,+943%,+1%,+1%,2,+228%,B,+228%,4,8.8 g,en quantité modérée,3.2 g,en quantité modérée,4.4 g,en faible quantité,0.51 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.114 kg,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Viande Française', 'Lapin Français']",,,['Barquettes polystyrène noire'],,Morceaux choisis de lapin,['Thouars'],https://www.lapin-et-papilles.fr,
143,Pizza familiale duo royale 3fromage,3424600000821,,,,['France'],[],[],?,,217,,"8,6",,23,,11,,,,,,,,,908 kj(217 kcal),"4,6","1,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Croissant X3+1 GRATUIT,0202115014761,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Crepes - Amanhecer,5601227024241,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Amanhecer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Confiture extra cassis - Collines en Limousin - 340g,3517830340024,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,['France'],"['cassis 60%', 'sUcre 40%', 'pectine ', 'gélifiant', "" si les fruits n'en contenaient pas suffisamment"", ' Teneur totale en sucre 55g pour 100g Préparé avec 60g de fruits pour 100g de produits in']",[],?,,224,-3%,0,-100%,51,-6%,"0,6",-0%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,937 kj(224 kcal),0,48,0,0,['Collines en Limousin'],-2%,-100%,-8%,-100%,-100%,11,+19%,D,+19%,4,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,,340 g,['E440 - Pectines'],,,,,,,,,
147,6 Brochettes de râbles découpés de lapin aux pruneaux et poitrine fumée - LOEUL ET PIRIOT - 1.124kg,2402692051038,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],"['""Râbles découpés de lapin', 'poitrine de porc fumée ', '25% ', ' poitrine de porc ', ' origine : France', 'sel', 'dextrose', 'arôme ', 'arôme de fumée', 'acidifiant : acide citrique', 'conservateurs : erythorbate de sodium', 'nitrite de sodium', 'pruneaux ', '11% ', ' conservateur : sorbate de potassium', ""\rViande de lapin issue d'animaux nourris sans OGM "", '<0,9%', '""']","['Non végétalien', 'Non végétarien']",746,+8%,?,,"8,8",+12%,"6,4",+818%,18,-9%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,746 kj(178 kcal),"3,2","4,4","0,51","0,204",['LOEUL ET PIRIOT'],+13%,+34%,+943%,+1%,+1%,2,+228%,B,+228%,4,8.8 g,en quantité modérée,3.2 g,en quantité modérée,4.4 g,en faible quantité,0.51 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.124 kg,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Viande Française', 'Lapin Français']",,,['Barquette polystyrène noire'],,Morceaux choisis de lapin,['Thouars'],https://www.lapin-et-papilles.fr,
148,Oranges de table,8427360313120,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Moelleux au citron - Léa Nature,3760020505271,,,,['France'],[],[],?,,389,,"17,61",,"49,6",,"7,1",,,,,,,,,1628 kj(389 kcal),"10,9","26,4","0,7","0,28",['Léa Nature'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
150,Confiture Brugnon Cerise Griotte - Les Créative?,3469670506088,,,,['France'],[],[],?,,240,,"0,2",,"60,6",,"0,5",,,,,,,,,1004 kj(240 kcal),"0,1","59,8","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,6 Brochettes de râbles découpés de lapin aux pruneaux et poitrine fumée - LOEUL ET PIRIOT - 1.196kg,2873146051568,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],"['""Râbles découpés de lapin', 'poitrine de porc fumée ', '25% ', ' poitrine de porc ', ' origine : France', 'sel', 'dextrose', 'arôme ', 'arôme de fumée', 'acidifiant : acide citrique', 'conservateurs : erythorbate de sodium', 'nitrite de sodium', 'pruneaux ', '11% ', ' conservateur : sorbate de potassium', ""\rViande de lapin issue d'animaux nourris sans OGM "", '<0,9%', '""']","['Non végétalien', 'Non végétarien']",746,+8%,?,,"8,8",+12%,"6,4",+818%,18,-9%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,746 kj(178 kcal),"3,2","4,4","0,51","0,204",['LOEUL ET PIRIOT'],+13%,+34%,+943%,+1%,+1%,2,+228%,B,+228%,4,8.8 g,en quantité modérée,3.2 g,en quantité modérée,4.4 g,en faible quantité,0.51 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.196 kg,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Viande Française', 'Lapin Français']",,,['Barquette polystyrène noire'],,Morceaux choisis de lapin,['Thouars'],https://www.lapin-et-papilles.fr,
152,Quinoa,3770008282049,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,['France'],[],[],?,,?,,?,,?,,?,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Moelleux chocolat,03665657,,,,['France'],[],[],?,,429,,"23,2",,"41,5",,"8,9",,,,,,,,,1795 kj(429 kcal),"3,6",26,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Chicorée café -,32395549,E,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",,['France'],[],[],?,,?,,?,,?,,?,,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Sliced Summer Black Truffle (80 GR),8032956650147,,,,['France'],[],[],?,,122,,"9,9",,"0,2",,"4,5",,,,,,,,,510 kj(122 kcal),"1,4","0,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Aiguillettez poulet,2600241020331,,,,['France'],[],[],?,,110,,"1,3",,"0,5",,24,,,,,,,,,460 kj(110 kcal),"0,4","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Biscuits sables,3457221000611,,,,['France'],[],[],?,,441,,"20,65",,"56,33",,"5,89",,,,,,,,,1845 kj(441 kcal),"13,41","27,13","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,00004206,00004206,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,['France'],[],[],?,,?,,?,,?,,?,,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Thé vert Camellia sinensis,3401577378382,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Pancetta italienne,2286105021388,,,,['France'],[],[],?,,322,,"27,6",,1,,"18,3",,,,,,,,,1347 kj(322 kcal),"9,4","0,5","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Schmelzkäse,4014500515380,,,,['France'],[],[],?,,312,,26,,4,,"15,5",,,,,,,,,1305 kj(312 kcal),"17,7",4,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
