,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
1493,fresh labneh,3700257100177,,,,['France'],[],[],?,,1288,,"28,12",,"3,1",,0,,,,,,,,,5389 kj(1288 kcal),"13,14","0,8","1,12","0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,3700048847625,3700048847625,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Nems au poulet,0660902644216,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",,['France'],[],[],?,,179,-10%,3,-62%,29,+27%,8,+12%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,749 kj(179 kcal),1,2,"1,49","0,596",,-10%,-21%,-24%,+18%,+18%,4,-5%,C,-5%,,3 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,1.49 g,en quantité modérée,,,,,,,,,,,,
1496,Milho frito com sal,5601009936809,,,,['France'],[],[],?,,418,,"11,4",,"66,1",,"8,3",,,,,,,,,1749 kj(418 kcal),"3,5","0,9","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Miel de Montagne - Miellerie de Baume - 500g,3770009609074,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",['France'],['France'],[],[],?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,['Miellerie de Baume'],,,,,,,,,,,,,,,,,,,,500 g,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1498,Poulet certifié rôti épicé,0200801047888,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Pizza calzone 3 fromage -,3273641000303,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages', 'Calzone']",,['France'],[],[],?,,?,,?,,?,,?,,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Focaccia Mix,09534773,,,,['France'],[],[],?,,325,,"11,9",,"45,8",,"7,7",,,,,,,,,1360 kj(325 kcal),"1,6","1,3","1,65","0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Tablette fraise,3662343002119,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Terrine de campagne au piment d'espelette,3277160100537,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,['France'],[],[],?,,295,-9%,25,-12%,"2,4",+5%,15,+7%,,,,,,,,1234 kj(295 kcal),9,"0,2","1,6","0,64",,-9%,-17%,-77%,0%,0%,18,-7%,D,-7%,,25 g,en quantité élevée,9 g,en quantité élevée,0.2 g,en faible quantité,1.6 g,en quantité élevée,,,,,,,['Bocal'],,,,,
1503,Sirop de framboise de la ferme du Kalblin,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise']",,['France'],[],[],?,,?,,?,,?,,?,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Mélange de jus de fruits,26190716,,,,['France'],[],[],?,,42,,"0,1",,"9,7",,"0,2",,,,,,,,,176 kj(42 kcal),"0,02","9,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Mixies,4031446883717,,,,['France'],[],[],?,,465,,20,,64,,6,,,,,,,,,1946 kj(465 kcal),2,9,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Fourme amber Dischamp,2650702031031,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Passata di pomodori italiani,8032715241456,,,,['France'],[],[],?,,21,,"0,2",,"3,8",,"0,9",,,,,,,,,88 kj(21 kcal),0,3,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Terrine de campagne,3461951001510,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,['France'],[],[],?,,438,+36%,43,+52%,1,-56%,11,-21%,,,,,,,,1833 kj(438 kcal),16,0,"1,33","0,532",,+36%,+48%,-100%,-17%,-17%,20,+3%,E,+3%,,43 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.33 g,en quantité modérée,,,,,,,,,,,,
1509,Farine d'épeautre,3760220190352,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Rôti de porc filet au poivre,3004106902319,E,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],[],?,,117,-19%,"3,8",-24%,"1,3",+59%,"19,1",-15%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,490 kj(117 kcal),"1,2","0,4","1,7","0,68",,-18%,-43%,-36%,-1%,-1%,4,-44%,C,-44%,,3.8 g,en quantité modérée,1.2 g,en faible quantité,0.4 g,en faible quantité,1.7 g,en quantité élevée,,,,,,,,,,,,
1511,Queux de crevettes decortiquees cuites refrigerees,2869864046849,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes décortiquées']",,['France'],[],[],?,,95,-11%,"0,5",-67%,"0,5",+6%,22,+15%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,397 kj(95 kcal),"0,5",0,"2,1","0,84",,-11%,+10%,-100%,+16%,+16%,5,+28%,C,+28%,,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,2.1 g,en quantité élevée,,,,,,,,,,,,
1512,Poire Williams - Maison Alpérel,3483640003933,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la poire']",,['France'],"['POIRES 63,9%', 'SUCRE MI-BLANC DE CANNE', 'EAU GLUCOSE DESHYDRATE*', 'STABILISANTS GOMME DE GUAR*', ""GOMME DE CAROUBE* PRODUITS ISSUS DE L'AGRICULTURE BIOLOGIQUE""]",[],?,,126,0%,"0,2",-14%,30,0%,"0,5",+62%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,527 kj(126 kcal),0,25,"0,07","0,028",['Maison Alpérel'],+1%,-100%,-2%,+133%,+133%,4,-18%,C,-18%,4,0.2 g,en faible quantité,0 g,en faible quantité,25 g,en quantité élevée,0.07 g,en faible quantité,,,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",,,,,,,,,
1513,Chateau vieux faurie,3438910864868,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],['France'],[],[],?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Vin Blanc,3279870015798,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Werther's original,00847902,,,,['France'],[],[],?,,290,,"8,8",,87,,"0,2",,,,,,,,,1213 kj(290 kcal),"5,7","0,5","1,2","0,48","[""Werther's Original""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Elderflower syrup,5029396000710,,,,['France'],[],[],?,,351,,0,,"85,7",,0,,,,,,,,,1469 kj(351 kcal),0,"85,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Fromage de chèvre à la sarriette,3373960001033,,,,['France'],[],[],?,,274,,20,,"4,4",,19,,,,,,,,,1146 kj(274 kcal),16,"2,7","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Picpoul de pinet,3514123111286,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Pain multi céréales,0206071009519,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Lait du pays alpin,7868686652547,,,,['France'],[],[],?,,530,,29,,59,,"6,3",,,,,,,,,2218 kj(530 kcal),18,58,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Jambon cuit,8032891541395,,,,['France'],[],[],?,,128,,"4,5",,0,,22,,,,,,,,,536 kj(128 kcal),"1,7",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Wholegrain Rice & Quinoa,5010034006911,,,,"['France', 'Royaume-Uni']",[],[],?,,154,,2,,30,,"3,5",,,,,,,,,644 kj(154 kcal),"0,4","0,6","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Filet de porc cru fumé tranché,2056493600553,,,,['France'],[],[],?,,226,,14,,"0,01",,21,,,,,,,,,946 kj(226 kcal),"4,5","0,01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Chocolat,3698888001416,,,,['France'],[],[],?,,538,,"39,4",,"39,1",,"6,8",,,,,,,,,2251 kj(538 kcal),"23,8","34,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Graines de sésame au wasabi,3760063329032,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Baguette Maïs - Auchan,2030509002074,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1527,Jelly Beans 10 Flavour,5056192401960,,,,['France'],[],[],?,,250,,1,,74,,"0,04",,,,,,,,,1046 kj(250 kcal),0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Bruschetta piccante,8033162827828,,,,['France'],[],[],?,,84,,"6,9",,"4,7",,"0,8",,,,,,,,,351 kj(84 kcal),"0,9",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Lomo au Piment Doux,2676319032476,,,,['France'],[],[],?,,112,,"3,4",,3,,"20,2",,,,,,,,,469 kj(112 kcal),"1,3",1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Tranche de kiwi déshydraté -,2600101023489,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,['France'],[],[],?,,374,+11%,0,-100%,92,+58%,1,-76%,,,,,,,,1565 kj(374 kcal),0,67,"0,6","0,24",,+11%,-100%,+55%,+584%,+584%,11,+130%,D,+130%,,0 g,en faible quantité,0 g,en faible quantité,67 g,en quantité élevée,0.6 g,en quantité modérée,,,,,,,,,,,,
1531,Café mexique tapachula - Faubourg Café,3760160680753,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Faubourg Café'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,https://faubourgcafe.fr/produit/mexique-tapachula-chiapas-biologique/,
1532,Rose wine,3045710044088,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Pates de fruits d'Auvergne,3760060976017,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,['France'],[],[],?,,381,+21%,"0,5",+47%,93,+22%,"0,5",-23%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,1594 kj(381 kcal),0,"78,7","0,81","0,324",,+21%,-100%,+19%,+575%,+575%,12,+45%,D,+45%,,0.5 g,en faible quantité,0 g,en faible quantité,78.7 g,en quantité élevée,0.81 g,en quantité modérée,,,,,,,,,,,,
1534,Pommeau De Normandie,3257980979735,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Saumon atlantique fumé,2316671011749,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons Atlantique fumés']",,['France'],[],[],?,,178,-6%,"9,6",-11%,"0,5",-6%,23,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,745 kj(178 kcal),"1,9","0,5","3,2","1,28",,-6%,-11%,+47%,+14%,+14%,13,-3%,D,-3%,,9.6 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3.2 g,en quantité élevée,,,,,,,,,,,,
1536,Mûres séchées,3662310832350,,,,['France'],[],[],?,,354,,"2,4",,"76,3",,"3,2",,,,,,,,,1481 kj(354 kcal),"0,4","68,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,courtney's cookies,0863645000381,,,,['France'],[],[],?,,310,,14,,29,,4,,,,,,,,,1297 kj(310 kcal),8,11,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Miel de châtaignier - Ibo - 400g,3609060003401,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de châtaignier']",['France'],['France'],[],[],?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,['Ibo'],,,,,,,,,,,,,,,,,,,,400 g,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1539,Pérugines au poivre,3453590007299,,,,['France'],[],[],?,,306,,27,,"1,3",,13,,,,,,,,,1280 kj(306 kcal),11,"1,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Salamella,2613890002061,,,,['France'],[],[],?,,265,,21,,0,,19,,,,,,,,,1109 kj(265 kcal),8,0,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Brownie,0205832018371,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Cristaux De Sel Fumé,7311631415068,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Miel de vipérine,3760046254382,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Iogurte pedaços manga - Dia,8480017237415,,,,['France'],[],[],?,,118,,"3,5",,"17,4",,"4,3",,,,,,,,,494 kj(118 kcal),"2,3","16,6","0,16","0,064",['Dia'],,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,,,
1545,Rillettes de poulet rôti,14598837,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,['France'],[],[],?,,322,+2%,28,+1%,"0,6",+21%,17,+2%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1347 kj(322 kcal),11,"0,4",1,"0,4",,+1%,+25%,+2%,-16%,-16%,18,+7%,D,+7%,,28 g,en quantité élevée,11 g,en quantité élevée,0.4 g,en faible quantité,1 g,en quantité modérée,,,,,,,,,,,,
1546,Mango nectar,6223001857778,,,,['France'],[],[],?,,48,,0,,12,,0,,,,,,,,,201 kj(48 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Les rochers coco - La Grande Epicerie de Paris,3346041397943,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",,['France'],"['Noix de coco râpée ', '39 %', 'sucre', ""blancs d'œuf "", 'stabilisants : guar', 'xanthane', 'sirop de sorbitol', 'sucre inverti', 'arôme naturel de vanille', ' Traces éventuelles de : soja', 'sésame', 'moutarde', 'poisson', 'gluten', 'fruits à coque', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,412,-8%,26,+11%,38,-27%,"5,3",+24%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,1724 kj(412 kcal),22,38,0,0,['La Grande Epicerie de Paris'],-8%,+7%,-12%,-100%,-100%,23,+2%,E,+2%,4,26 g,en quantité élevée,22 g,en quantité élevée,38 g,en quantité élevée,0 g,en faible quantité,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E420ii - Sirop de sorbitol']",,['Œufs'],,,,,,,
1548,Délices Béarnais,3272931009293,,,,['France'],[],[],?,,276,,25,,"1,9",,11,,,,,,,,,1155 kj(276 kcal),"9,8","1,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Vin rouge,8690606130700,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Jambon cuit Label Rouge,0212503026177,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],[],[],?,,110,-17%,"2,4",-50%,"0,6",-10%,"21,5",+2%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,460 kj(110 kcal),"0,9","0,6",2,"0,8",,-16%,-51%,+1%,+7%,+7%,4,-43%,C,-43%,,2.4 g,en faible quantité,0.9 g,en faible quantité,0.6 g,en faible quantité,2 g,en quantité élevée,,,,['Label Rouge'],,,,,,,,
1551,Poisson - Auchan,3596710470570,,"['Produits de la mer', 'Poissons']",,['France'],[],[],?,,212,+11%,12,+6%,13,+525%,12,-34%,,,,,,,,887 kj(212 kcal),1,"0,6","1,1","0,44",['Auchan'],+12%,-58%,+5%,-28%,-28%,1,-85%,B,-85%,,12 g,en quantité modérée,1 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en quantité modérée,,,,,,,,['Auchan'],,,,
1552,Amandes décortiquées,2600112050979,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],?,,645,+3%,"49,9",-3%,"21,5",+64%,"21,1",-6%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",,+3%,-5%,+7%,-57%,-57%,1,,B,,,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,,,,,,,,,,,,
1553,Farine De Maïs Mauve Bio - 250 G - Sol Semilla,3760213862105,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de maïs']",,['France'],[],[],?,,381,+8%,"5,1",+200%,"75,2",-1%,"8,7",+44%,70.6%,1.8%,11.3%,11.7%,4.5%,0.0%,93,1594 kj(381 kcal),"0,6",1,"0,2","0,08",['Sol semilla'],+8%,+124%,+33%,+165%,+165%,-1,-222%,A,-222%,,5.1 g,en quantité modérée,0.6 g,en faible quantité,1 g,en faible quantité,0.2 g,en faible quantité,,,,['Bio'],,,,,,,,
1554,Curcuma,3770008834033,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Sushi - Leroy,8436550541373,,"['Plats préparés', 'Sushis et makis', 'Sushis']",,"['France', 'Espagne']",[],[],?,,186,+18%,6,+42%,25,+5%,8,+41%,,,,,,,,778 kj(186 kcal),1,"2,3","0,86","0,344",['Leroy'],+20%,+5%,-47%,-44%,-44%,1,-84%,B,-84%,,6 g,en quantité modérée,1 g,en faible quantité,2.3 g,en faible quantité,0.86 g,en quantité modérée,,,,,,,,,,,,
1556,Eau de source - Monoprix,3350033612808,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,0 kj(0 kcal),0,0,0,0,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,
1557,Donuts parfum caramel décongelé,0230298016401,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],[],[],?,,375,-8%,17,-25%,50,+12%,"4,6",-22%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1569 kj(375 kcal),11,22,"0,87","0,348",,-8%,+4%,+31%,-8%,-8%,21,+8%,E,+8%,,17 g,en quantité modérée,11 g,en quantité élevée,22 g,en quantité élevée,0.87 g,en quantité modérée,,,,,,,,,,,,
1558,Nonnettes Fourrées à l'Orange - Tour des Terroirs,3760183293343,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",,['France'],"['Farine de FROMENT', ""confiture d'orange 26% "", 'sirop de glucose-fructose', 'orange 35%"" ', 'saccharose', 'gélifiant: pectines de fruits', 'acidifiants acide citrique', 'citrate trisodique', 'miel 21 %', 'sirop de sucre inverti', 'sucre', 'poudres à lever carbonate acide de sodium', ""carbonate acide ume naturel d'orange"", "" % d'ammonium"", ""jaune d'OEUFS"", 'exprimé sur la confiture', "" Peut contenir des traces d'amandes et de lait""]",['Non végétalien'],?,,320,-6%,0,-100%,77,+2%,3,-19%,,,,,,,,1339 kj(320 kcal),0,48,1,"0,4",['Tour des Terroirs'],-6%,-100%,+6%,+88%,+88%,17,+13%,D,+13%,4,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,1 g,en quantité modérée,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E500ii - Carbonate acide de sodium', 'E502 - Carbonates']",,"['Œufs', 'Gluten']",,,,,,,
1559,Energy Booster pomme citron Ginseng,3760026350295,,,,['France'],[],[],?,,162,,"0,2",,"38,8",,"0,2",,,,,,,,,678 kj(162 kcal),"0,2","15,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,BLACK JACK london dry GIN,3163937662004,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Organic superfood bar espresso,4260500650129,,,,['France'],[],[],?,,589,,"50,2",,"16,7",,"14,2",,,,,,,,,2464 kj(589 kcal),"21,8","12,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Pain de caraway,0060569001375,,,,['France'],[],[],?,,233,,0,,50,,10,,,,,,,,,975 kj(233 kcal),0,0,"0,416","0,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Huile Balsamique de Modène IGP,8006614052420,,,,['France'],[],[],?,,241,,0,,56,,1,,,,,,,,,1008 kj(241 kcal),0,52,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Oikos biologique - Danone,0056800356427,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,['France'],[],[],?,,80,-32%,"3,42",-50%,"3,42",-61%,"9,12",+105%,,,,,,,,335 kj(80 kcal),2,"2,28","0,014","0,006",['Danone'],-32%,-55%,-71%,-88%,-88%,-4,-198%,A,-198%,,3.42 g,en quantité modérée,2 g,en quantité modérée,2.28 g,en faible quantité,0.014 g,en faible quantité,,,,['Bio'],,,,,,,,
1565,Tortellini,0059749923095,,,,['France'],[],[],?,,285,,"7,41",,"44,46",,"10,83",,,,,,,,,1192 kj(285 kcal),"2,56","3,46","0,228","0,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Poitrine de poulet rotie au four,0063100108748,,,,['France'],[],[],?,,99,,"1,42",,0,,22,,,,,,,,,414 kj(99 kcal),"0,142",0,"0,795","0,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,2L Whisky Clan Campbell 40°,3163937063832,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Cubes Papaye/Ananas,5400197233000,,,,['France'],[],[],?,,417,,"0,7",,"87,5",,"0,3",,,,,,,,,1745 kj(417 kcal),"0,1",77,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Ma 1ere Bledine,3041091270818,,,,['France'],[],[],?,,372,,"0,9",,"84,8",,"5,6",,,,,,,,,1556 kj(372 kcal),"0,2","16,9","8,8","3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Ginger Beer,7611889112789,,,,"['France', 'Suisse']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Quinoa,2099409700152,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,['France'],[],[],?,,?,,?,,?,,?,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Lait Demi-écrémé -,9415007008224,D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,['France'],[],[],?,,54,+15%,2,+19%,5,+4%,"3,8",+18%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,226 kj(54 kcal),"1,2",5,0,0,,+15%,+17%,+4%,-100%,-100%,0,-100%,B,-100%,,2 g,en faible quantité,1.2 g,en faible quantité,5 g,en quantité modérée,0 g,en faible quantité,,,,['Enrichi en vitamines'],,,,,,,,
1573,Croissants,0260213019682,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
