,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,allergens,palm_ingredients,link
43,Pâte à tartiner - Nulacta - 750g,20105938,,750 g,"['Verre', 'Bocal', 'Plastique']",['Nulacta'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Point Vert'],,,,,['France'],"['sucre', 'huiles végétales ', 'palme', 'colza et tournesol', 'noisettes ', '1396', 'cacao maigre en poudre ', '7%', 'lait écrémé en poudre ', '4%', 'lactosérum en poudre', 'lactose', 'émulsifiant : lécithine de tournesol', 'arôme', ' Peut contenir des traces de soja', 'arachides et autres fruits à coque', ' Fabriqué pour NORMA par : NUTKAO sri - Zona Industriale 12040 Canove di Govone ', 'CN', ' Italie']","['Huile de palme', 'Non végétalien']",28 g,en quantité élevée,10 g,en quantité élevée,60.6 g,en quantité élevée,0.11 g,en faible quantité,?,,534,-3%,2234 kj(534 kcal),-3%,28,-18%,10,+30%,65,+26%,"60,6",+27%,"4,1",-40%,"0,11",+7%,"0,044",+7%,23,+11%,E,+11%,E,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['E322i - Lécithine'],4,"['Lait', 'Fruits à coque']",['Huile de palme'],
44,Muesli crunchy - Golden Breakfast - 600g,20105990,,600g,,['Golden Breakfast'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']","['Agriculture durable', 'en:UTZ Certified']",,,,,['France'],[],[],14.5 g,en quantité modérée,6 g,en quantité élevée,28.9 g,en quantité élevée,0.54 g,en quantité modérée,?,,444,+7%,1858 kj(444 kcal),+7%,"14,5",+11%,6,+81%,"66,4",+10%,"28,9",+71%,9,-9%,"0,54",+210%,"0,216",+210%,18,+266%,D,+266%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,
45,Assortiment de biscuits et de gaufrettes - Delicia - 500g,20106645,,500 g,"['Tüte', 'Plastik', '05 PP']",['Delicia'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Pâtisseries']","['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'argent de la Société Allemande d'Agriculture"", 'Agriculture durable', ""Médaille d'or 2018 de la Société Allemande d'Agriculture"", 'en:UTZ Certified', 'en:utz-certified-cacao']",,['Deutschland'],,['NORMA'],"['Autriche', 'République tchèque', 'France', 'Allemagne']","['farine de froment', 'graisses végétales ', 'palme et coco en proportion variable', 'sucre', 'amidon de blé', 'pâte de cacao', 'dextrose', 'sirop de glucose', 'beurre de cacao', 'sel de cuisine', 'cacao en poudre fraises', 'cerises', 'arôme naturel', 'poudre à lever ', ""carbonates d'ammonium"", 'carbonates de sodium', 'pommes', 'framboises', 'lactose', 'émulsifiant ', 'lécithine de soja', 'farine de lupin doux', 'cannelle', 'œufs entiers en pondre**', 'gélifiant ', 'pectines', ""extrait de malt d'orge"", 'acidifiant ', 'acide citrique', 'protéines de lait', ' ** Oeufs de poules élevées au sol', ' Peut contenir des traces des fruits à coque et des arachides']",['Non végétalien'],26.6 g,en quantité élevée,14.5 g,en quantité élevée,25.7 g,en quantité élevée,0.4 g,en quantité modérée,?,,510,+35%,2134 kj(510 kcal),+36%,"26,6",+58%,"14,5",+78%,"60,5",+26%,"25,7",-12%,"5,7",+6%,"0,4",-3%,"0,16",-3%,20,+17%,E,+17%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E440 - Pectines', 'E330 - Acide citrique']",4,"['Œufs', 'Gluten', 'Lupin', 'Lait', 'Soja', 'de:Milchelweiß']",,
46,"Surimi Krab Salade, Aus Holland -",20108885,,,,,"['Produits de la mer', 'Crustacés', 'Crabes', 'Salades au surimi']",,,,,,['France'],[],[],0.6 g,en faible quantité,0.2 g,en faible quantité,1.3 g,en faible quantité,1.45 g,en quantité modérée,?,,59,-45%,247 kj(59 kcal),-40%,"0,6",-73%,"0,2",-65%,"1,5",-72%,"1,3",-4%,12,+1%,"1,45",+12%,"0,58",+12%,1,-31%,B,-31%,,,,,,,,,,,,,
47,Poulet entier,20109073,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,172,,720 kj(172 kcal),,10,,"2,9",,"0,5",,"0,5",,20,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,
48,Bio Cookies chocolat noisettes  - Sondey - 200g,20113687,Cookies,200g,"['Boîte', 'Plastique']",['Sondey'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['LIDL'],['France'],"['Farine de blé', 'sucre de canne', 'Huile de palme', '16% pépites de chocolat noir', 'pâte de cacao', 'sucre de canne', 'beurre de cacao', 'émulsifiant: lécithines ', 'tournesol', ': extrait de vanille', 'amidon de blé', '7% noisettes', ""sirop d'orge malté"", 'oeuf en poudre', 'arôme naturel de vanille', ""poudre à lever : carbonates d'ammonium"", 'sel de Guérande', 'poudre de lait écrémé']","['Huile de palme', 'Non végétalien', 'Végétarien']",28 g,en quantité élevée,12 g,en quantité élevée,26 g,en quantité élevée,0.3 g,en quantité modérée,2152,+0%,?,,2152 kj(514 kcal),+2%,28,+3%,12,-4%,57,-1%,26,-14%,7,+5%,"0,3",-47%,"0,12",-47%,19,-13%,E,-13%,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,"['E322i - Lécithine', ""E503 - Carbonates d'ammonium""]",4,"['Œufs', 'Gluten', 'Fruits à coque']",['Huile de palme'],
49,"Goldessa Knoblauch, Knoblauch",20115845,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,"28,7",,"18,3",,"3,7",,"2,4",,"7,3",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,
50,Breadsticks - Lidl,20116934,,,,['Lidl'],,,,,,['Lidl'],['France'],"['91% farine de blé', 'huile de palme', 'sel de cuisine', 'levure', 'sucre', "" Peut contenir des traces d'?uf"", 'de lait', 'de graines de sésame et de fruits à coque ', 'CH: noix']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,393,,1644 kj(393 kcal),,"5,2",,"2,3",,73,,7,,13,,"1,5",,"0,6",,,,,,,,,,,,,,,,,['Huile de palme'],
51,Chocolat noir dégustation 70% au croquant de caramel - J. D. Gross - 125g,20117878,,125 g,"['Carton', 'Métal']","['J. D. Gross', 'Lidl']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,['Lidl'],['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'sirop de glucose', 'beurre concentré ', 'lait', 'émulsifiant : lécithine de tournesol', 'arôme naturel', 'sel', 'extrait de vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",35.5 g,en quantité élevée,21.9 g,en quantité élevée,35.4 g,en quantité élevée,0.2 g,en faible quantité,2208,-3%,?,,2208 kj(528 kcal),-5%,"35,5",-10%,"21,9",-5%,"41,4",+7%,"35,4",+12%,"6,6",-14%,"0,2",+328%,"0,08",+328%,23,+8%,E,+8%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['E322i - Lécithine'],4,['Lait'],,
52,Tortenguss rot Erdbeere,20118969,,,['Stück'],,,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
53,Chunky Salsa Dip Douce - El Tequito,20122430,,,,['El Tequito'],"['Epicerie', 'Sauces', 'Trempettes']",,,,,,"['France', 'Espagne']","['42,9% tomates', 'eau', '13,8% double concentré de tomates', '8% oignons', '6% poivron vert', '6%piment vert', '3,3% piment jalapeño', 'sel', ""vinaigre d'alcool"", 'sucre', 'arôme', 'amidon modifié de mais', 'epices', 'antioxydant : acide ascorbique ', "" extrait d'epices""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.2 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,2.1 g,en quantité élevée,?,,38,-79%,159 kj(38 kcal),-79%,"0,2",-98%,"0,1",-94%,7,-41%,5,-19%,"1,2",-63%,"2,1",+57%,"0,84",+57%,8,+3%,C,+3%,,,,,,,,,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique']",4,,,
54,"El Tequito Salsa Dip, Sour Cream",20122447,,,,['El Tequito'],"['Epicerie', 'Sauces', 'Trempettes']",,,,,,"['France', 'Espagne']",[],[],21.5 g,en quantité élevée,4.5 g,en quantité modérée,3.8 g,en faible quantité,1.1 g,en quantité modérée,?,,220,+20%,920 kj(220 kcal),+22%,"21,5",+92%,"4,5",+162%,6,-49%,"3,8",-39%,"0,6",-81%,"1,1",-18%,"0,44",-18%,10,+29%,C,+29%,,,,,,,,,,,,,
55,Spaghetti  - ITALIAMO - 500g,20122591,Spaghetti,500g,['plastic bag'],['ITALIAMO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur']",,,['Italy'],,['Lidl'],"['France', 'Royaume-Uni']",['Durum wheat semolina'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0 g,en faible quantité,1483,-1%,?,,1483 kj(354 kcal),-0%,"1,2",-30%,"0,3",-11%,71,+1%,"3,2",-3%,12,-2%,0,-100%,0,-100%,-1,,A,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,1,,,
56,"Junge Erbsen, Tiefgefroren, Extra Fein - Lidl",20122799,,,,['Lidl'],"['Boissons', 'Boissons sans alcool', 'Boissons sans sucre ajouté']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,['Lidl'],['France'],"[""jus d'orange issu de l'agriculture biolog""]",[],0.1 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0.025 g,en faible quantité,?,,41,+8%,172 kj(41 kcal),+3%,"0,1",-26%,0,-100%,"9,4",+9%,"8,7",+18%,"0,7",+207%,"0,025",+20%,"0,01",+20%,12,+71%,E,+71%,,,,,,,,,,,,,
57,Mayonnaise - vita d'or,20123363,,,"['Bocal', 'Verre']","[""vita d'or""]","['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
58,Crema Alla Rucola - Italiamo,20125516,,,,['Italiamo'],,,,,,['Lidl'],['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"17,2",,"4,5",,"3,5",,"0,9",,"0,8",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,
59,Pavé de saumon bio -  - 140g,20126384,,140 g,"['barquette plastique', 'film plastique', 'à jeter']",,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'Élevé en Irlande']",['Irlande'],,"['FR 62.160.729 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,['France'],"['Saumon ', 'Salmo salar', ' élevé en Irlande']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",13 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.1 g,en faible quantité,?,,197,+4%,824 kj(197 kcal),+4%,13,+10%,"2,2",+8%,"0,2",-52%,0,-100%,20,-1%,"0,1",-72%,"0,04",-72%,-1,,A,,D,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,1,['Poisson'],,
60,Galette de Riz Bio au Mais & Sel de Mer,20127565,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",['Bio'],,,,,['France'],[],[],2.9 g,en faible quantité,1.2 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,381,-4%,1594 kj(381 kcal),-4%,"2,9",-28%,"1,2",+50%,"78,8",-1%,"0,5",-71%,"8,4",+9%,"0,2",-53%,"0,08",-53%,0,-100%,B,-100%,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
61,Sucre brut de canne - Bio Sonne,20128968,,,,['Bio Sonne'],,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,['France'],"['Sucre brut de canne bio clair', ""en poudre : sucre brut de canne issu de l'agriculture biologique"", ' Peut contenir des races de gluten', 'de soja', ""d'arachides"", 'de fruits à coque', 'de produits laitiers et de graines de sésame', 'fabriquer notre sucre brut de canne', 'la canne à sucre est presséq puis le jus obtenu est filtré et concentré en sirop', "" Des cristaux de sucre sont ensuite ajoutés au sirop obtenu afin qu'il cristallise"", ' Puis', 'le sucre de canne brut est séparé de la mélasse par centrifugation', 'séché et Le taux résiduel de melse est très faible', ""ce qui le rend très clair et quasiment neufre au goût Ce sucre brut de canne convient pour sucre Importe quel mets ou et peut remplacer le sucre blanc À cor or à l'abri de la chaleur"", 'Valeurs nutritionelles moyennes de Ité et de la lumière']",['Non végétalien'],,,,,,,,,?,,399,,1669 kj(399 kcal),,"0,5",,"0,1",,"99,6",,"99,6",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,
62,"Kartoffel Gratin, Kartoffelscheiben in Käse Sahne ... - Chef Select - 500g",20129491,Kartoffelscheiben in Käse-Sahne-Sauce,500 g,"['07', 'Plastique', 'Frais', 'card-carton', 'mixed plastic film-bag']",['Chef Select'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Réfrigérés', 'Plats préparés réfrigérés']",['en:gluten-free'],,,,['Lidl'],"['France', 'Allemagne']","['60 % Kartoffeln', 'Wasser', 'Vollmilch', 'Rapsöl', '2,5% Crème fraîche', '2 % Sahne', '1,5 % Ementaler', 'Eigelb', 'Speisesalz', 'Maisstärke', 'Gewürze', '1 % Provolone', 'Zucker', 'Knoblauch', 'Verdickungsmittel: Guarkernmehl', ' Dextrose', 'Sonnenblumenöl']",['Non végétalien'],5.8 g,en quantité modérée,1.7 g,en quantité modérée,1.6 g,en faible quantité,1.2 g,en quantité modérée,?,,113,-14%,473 kj(113 kcal),-13%,"5,8",-17%,"1,7",-58%,"12,1",+9%,"1,6",+2%,"2,2",-48%,"1,2",+66%,"0,48",+66%,6,+18%,C,+18%,A,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,['E412 - Gomme de guar'],4,"['Œufs', 'Lait', 'de:Crème fraîche', 'de:Ementaler', 'de:Provolone']",,
63,Sauerkraut Lidl,20131333,,,,,,,,,,['Lidl'],['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,0,,0,,1,,0,,1,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,
64,"Tenery Toast zart schmelzend, Toasr",20133306,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,498,,2084 kj(498 kcal),,21,,"10,5",,64,,"0,5",,11,,"4,9",,"1,96",,,,,,,,,,,,,,,,,,
65,Bifidus - Milbona,20136086,,,,['Milbona'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aux céréales']",,,,,['Lidl'],['France'],"['i OCS s:cté', 'Et Ctr&tS', 'mc des œts ct fibres', 'se!$e', 'sca de de Ses qualités organoleptiques', ' fras à mu +60C', ""et à jusqu'au : W "", '4x125g']",[],2.9 g,en faible quantité,2 g,en quantité modérée,13 g,en quantité élevée,0.12 g,en faible quantité,?,,95,-19%,397 kj(95 kcal),-19%,"2,9",-24%,2,-1%,"13,3",-12%,13,+12%,"3,3",-25%,"0,12",-2%,"0,048",-2%,1,-36%,B,-36%,,,,,,,,,,,,,
66,"Crowni Pétales de cacao - Crownfield - 180g, 6barres de 30g",20138165,Barres de céréales avec cornflakes au cacao et chocolat blanc,"180 g, 6 barres de 30 g","['FSC Mixte', 'FSC C012270']",['Crownfield'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,['Lidl'],['France'],"['cornflakes au cacao 49', '6% ', 'maïs', 'sucre', '1', '5% cacao en poudre', 'sel', 'sirop de glucose', ""extrait de malt d'orge"", '20% chocolat blanc ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant: lécithines ', 'tournesol', 'arôme naturel de vanille', 'graisse de coco', 'lait concentré sucré ', 'lait', 'sucre 3', '6%', 'humectant: glycérol', ' cacao en poudre fortement déhuilé', 'arôme naturel', 'émulsifiant: lécithine de tournesol']",['Non végétalien'],10.7 g,en quantité modérée,7.5 g,en quantité élevée,34.7 g,en quantité élevée,1.1 g,en quantité modérée,?,,420,-5%,1757 kj(420 kcal),-7%,"10,7",-45%,"7,5",-25%,"74,5",+26%,"34,7",+8%,"5,4",-24%,"1,1",+195%,"0,44",+195%,23,+33%,E,+33%,C,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,"['E322i - Lécithine', 'E422 - Glycérol']",4,"['Gluten', 'Lait']",,
67,River Valley - Cerise - Norma,20139070,,,"['Bocal', 'Verre', 'métal', '70']",['Norma'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cerises au sirop']","['Végétarien', 'Végétalien']",,,,,['France'],"['Griottes', 'eau', 'sucre', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0.1 g,en faible quantité,16.3 g,en quantité élevée,0.01 g,en faible quantité,?,,77,-45%,322 kj(77 kcal),-41%,"0,2",-17%,"0,1",+88%,"16,7",-23%,"16,3",-18%,"0,7",+75%,"0,01",-8%,"0,004",-8%,-2,,A,,,,,,,,,,['E330 - Acide citrique'],3,,,
68,American Sandwich - American Style - 750g,20139148,,750 g,"['Kunststoff', 'Folie']",['American Style'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés']","['en:German Agricultural Society', ""Médaille d'argent de la Société Allemande d'Agriculture"", ""Médaille d'argent 2019 de la Société Allemande d'Agriculture"", 'Fabriqué en Allemagne']",,['Deutschland'],,['NORMA'],"['Autriche', 'République tchèque', 'France', 'Allemagne']","['65 % Weizenmehl', 'Trinkwasser', 'Rapsöl', 'Hefe', 'Zucker', 'Speisesalz', 'Säureregulator: Natriumacetate', ' Kann Spuren von Soja und Milch enthalten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4 g,en quantité modérée,0.5 g,en faible quantité,4 g,en faible quantité,1.1 g,en quantité modérée,?,,264,-32%,1105 kj(264 kcal),-33%,4,-46%,"0,5",-68%,48,-27%,4,-26%,"7,5",-32%,"1,1",-11%,"0,44",-11%,0,-100%,B,-100%,A,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,['E262 - Acétates de sodium'],3,,,
69,Crowni Special flakes - Crownfield - 6x 30gr,20139278,Barres céréalières aux pétales de blé et au chocolat  au lait,6x 30 gr,,['Crownfield'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,['Lidl'],['France'],[],[],11.5 g,en quantité modérée,8.1 g,en quantité élevée,26 g,en quantité élevée,1 g,en quantité modérée,?,,417,-6%,1745 kj(417 kcal),-7%,"11,5",-41%,"8,1",-19%,"69,3",+17%,26,-19%,"6,4",-10%,1,+168%,"0,4",+168%,17,-2%,D,-2%,C,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,,,,
70,Muffins aux pépites de chocolat noir - Firenze - 300g (4muffins),20139865,Cakes aux pépites de chocolat noir,300 g (4 muffins),"['Film', 'Plastique']","['Firenze', 'Confiserie Firenze']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat']",['Point Vert'],,['Allemagne'],,['LIDL'],['France'],"['Sucre', 'farine de blé', 'œuf entier', 'huile de colza ,10% pépites de chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'beurre ', 'lait', 'farine de riz', 'humectant : glycérol ', ' amidon de blé', ""émulsifiants : mono- et diglycérides d'acides gras*"", 'stéaroyl-2-lactylate de sodium ', ' poudre à lever : diphosphates', 'carbonates de sodium ', "" correcteur d'acidité : acétates de sodium "", ' sel', 'arôme naturel', 'épaississant : gomme xanthane', "" \r*d'origine végétale""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",23.2 g,en quantité élevée,6.7 g,en quantité élevée,28.8 g,en quantité élevée,0.93 g,en quantité modérée,1828,+3%,?,,1828 kj(437 kcal),+4%,"23,2",+6%,"6,7",+58%,"51,4",+5%,"28,8",+3%,5,-5%,"0,93",+18%,"0,372",+18%,21,+27%,E,+27%,D,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"['E322i - Lécithine', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E262 - Acétates de sodium', 'E415 - Gomme xanthane']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,
71,Gros Sel De Cuisine,20143770,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,8,,33 kj(8 kcal),,9,,3,,2,,1,,10,,8,,"3,2",,,,,,,,,,,,,,,,,,
72,Abricots Moelleux  - Alesto - 250g,20143896,,250g,,['Alesto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,['Lidl'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,
73,"Pastry parcels with cheese, origano and sésame filling -",20146405,,,,,,,,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"23,3",,12,,"25,5",,"2,1",,"7,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,
74,"Sauce aux 3 Poivres (Poivres vert, noir et blanc) - Toque du Chef - 200g",20148188,"Sauce aux 3 Poivres (Poivres vert, noir et blanc)",200 g,['Sachet plastique'],"['Toque du Chef', 'Lidl Stiftung & Co. KG']","['Epicerie', 'Sauces', 'Sauces au poivre']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']",,"['Les Délices de la Mer (Filiale Groupe Le Graët) - ZA des 4 Voies - 22170 Plélo', ""Côtes-d'Armor"", 'Bretagne', 'France']","['FR 22.182.005 CE', ""Plélo (Côtes-d'Armor, France)""]",['Lidl'],['France'],"['Eau', 'crème légère fraîche ', '4,4 %', ' ', 'lait', 'stabilisant : carraghénanes', 'amidon modifié de maïs', 'vin rouge', 'arôme naturel ', 'contient du céleri', 'poivres ', '1,27 %', ' ', 'grains de poivre vert saumurés 1,2 % ', 'poivres', 'eau', 'sel', 'poivre noir 0,06 %', 'poivre blanc 0,01 %', 'cognac modifié ', 'cognac', 'arôme naturel', 'extrait de levure', 'huile de colza', 'lactose', 'arôme', 'vinaigre de vin blanc', 'sel']",['Non végétalien'],1 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,147,-86%,35,-89%,147 kj(35 kcal),-89%,1,-96%,"0,5",-87%,"5,1",-42%,"0,7",-78%,"1,1",-40%,"0,8",-66%,"0,32",-66%,3,-79%,C,-79%,B,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",4,"['Céleri', 'Lait']",,
