,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,manufacturing,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,ingredients_origins,packaging,generic_name,markets,palm_ingredients,link,brand_owner
926,Moroccan ice tea cherry - Kaya Tea,8719327006405,,['Kaya Tea'],['France'],"['Thé vert à saveur cerise', ' Avec sucre et édulcorant naturel ', 'stevia', ' Eau', 'sucre', '0,12% extrait de thé', 'arôme naturel de cerise', 'acidifiant : E330', 'antioxydant E300', 'édulcorant E960']",[],?,17,71 kj(17 kcal),0,0,"4,2","4,1",0,"0,01","0,004",,"['Boissons', 'Boissons édulcorées']",,,,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",4,0 g,en faible quantité,0 g,en faible quantité,4.1 g,en quantité modérée,0.01 g,en faible quantité,,+13%,+20%,-100%,-100%,+56%,+75%,-100%,-71%,-71%,6,+39%,D,+39%,,,,,,,,,,,,,,,
927,Thé marocain Nectarine - Kaya tea,8719327006412,,['Kaya tea'],['France'],[],[],?,17,71 kj(17 kcal),"0,5","0,1","4,2","4,1","0,5","0,01","0,004",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur mandarine']",,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en quantité modérée,0.01 g,en faible quantité,,-15%,-16%,+395%,+308%,-11%,-8%,+331%,-60%,-60%,6,-10%,D,-10%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,
928,Ice tea,8719327006429,,,['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,1","4,2","4,1","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Thé vert à la menthe - Kaya Tea - 250ml,8719327006436,250 ml,['Kaya Tea'],['France'],"['eau', 'sucre', 'extrait de thé 0', '12%', 'arôme naturel de menthe', 'acidifiant ', 'E330', 'antioxydant ', 'E300', 'édulcorant ', 'E960']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,17,71 kj(17 kcal),"0,5","0,1","4,2","4,1","0,5","0,01","0,004",A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons édulcorées', 'Thés verts', 'Infusions', 'Thés à la menthe', 'Thés verts à la menthe', 'Boissons sans sucre ajouté']",,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,+467%,+545%,+15874%,,+825%,+1375%,+331%,-32%,-32%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Canette'],Thé vert à la menthe,,,,
930,Farm Brothers Koekjes Chocolate Chip & Abrikoos,8719327008225,,['Farm Brothers'],['France'],"['chocolate chi', ' et abricot', ' Innédientg: lapine de Beige* ', '25,0%', 'sucre de canne brut*', '8irop de riz*', 'farine {9%', 'chocolat noir* ', '7', '5%', ' beurffdecacao ammonium', ' bicarbonate de sodium', 'gel de mer', ' ', ' * ', ' Cultivé organiquement', ' Le produit est transformé et emballé dans une zone où lait', 'oeufs', 'blé', 'gluten', 'de sésame et noix sont egalement traités', ' P?0duit à conserver dans un']",['Non végétalien'],?,452,1891 kj(452 kcal),20,13,61,27,6,"0,57","0,228",,,['Bio'],,,['E500ii - Carbonate acide de sodium'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Graines de sésame']",,,,,,,
931,Wls optimum,8719481526887,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Hemp protein,8719497401383,,,['France'],[],[],?,370,1548 kj(370 kcal),11,"1,2",10,"7,5","49,2","0,9","0,36",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Frites à la sauce cheddar surgelées,8719497603213,,,['France'],[],[],?,199,833 kj(199 kcal),"12,4","2,6",19,"0,5","2,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Just 4 you - Buisman,8719497701667,,['Buisman'],['France'],"['sucre', 'lait écrémé en poudre ', '23%', 'sirop de glucose', 'la poudre de cacao dégraissée ', '12%', 'graisse hydro enée de noix de coco', 'maltodextrine', 'protéine du lait', 'stabilisants E340', 'E415', 'E452', 'sel', 'amidon modifié', 'anti-agglomérant ', 'E551 ', 'arôme']",['Non végétalien'],?,398,1665 kj(398 kcal),"8,2","7,5",69,52,11,1,"0,4",,,"['Agriculture durable', 'en:UTZ Certified']",,,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E551 - Dioxyde de silicium']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,
935,Palette à l emmental - Moritz,8719558022823,,['Moritz'],['France'],[],[],?,167,699 kj(167 kcal),"8,1","3,2","0,5","0,4","22,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Sucre d'orge,8719558450503,,,['France'],[],[],?,399,1669 kj(399 kcal),0,0,90,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Happy easter guimauve - Candytraders,8719558451081,,['Candytraders'],['France'],[],[],?,399,1669 kj(399 kcal),0,0,80,65,"4,17","0,1","0,04",,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Duo papaye citron vert,8719558570485,,,['France'],[],[],?,150,628 kj(150 kcal),0,0,10,5,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Pearfection,8719632430131,,,['France'],[],[],?,42,176 kj(42 kcal),"9,3","9,3","9,3","9,3","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Spicy greens,8719632430278,,,['France'],[],[],?,29,121 kj(29 kcal),"0,5","0,5","4,8","4,7",1,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Pearfection pour pomme acérola,8719632430292,,,['France'],[],[],?,178,745 kj(178 kcal),"0,5",0,"9,3","9,3","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Super charge smoothie goji galore,8719632430544,,,['France'],[],[],?,38,159 kj(38 kcal),"0,2","0,04","8,2",8,"0,5","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Matcha,8719632430810,,,['France'],[],[],?,41,172 kj(41 kcal),"0,3","0,03","8,6","8,2","0,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Glace au caramel d'Isigny au beurre salé avec petite cuillère - Glace de la ferme - 100ml,8719638270670,100 ml,['Glace de la ferme'],['France'],"['LAIT entier', ""jaune d'ŒUF"", ""11% caramel d'Isigny au beurre salé et au sel de Guérande "", '38% sucre', '30% sirop de glucose', 'eau', ""8% crème fraîche d'Isigny A"", 'O', 'P', 'poudre de LAIT entier', ""5% beurre salé d'Isigny A"", 'O', 'P', 'fibres alimentaires', '<1% sel de Guérande', 'arôme naturel à la vanille', 'sirop de glucose', 'sucre', 'CRÈME', '6% BEURRE demi-sel ', 'CRÈME pasteurisée', 'ferments LACTIQUES', 'sel', 'poudre de LAIT écrémé', '<1% fleur de sel', 'épaississant ', 'gomme de caroube', 'sel']",['Non végétalien'],1099,?,1099 kj(263 kcal),14,"7,7","29,5","20,1","4,7","0,8","0,32",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,"['Vaux-sur-Aure', 'France']","['FR 14.732.005 CE', 'Vaux-sur-Aure (Calvados, France)']",['E410 - Gomme de caroube'],4,14 g,en quantité modérée,7.7 g,en quantité élevée,20.1 g,en quantité élevée,0.8 g,en quantité modérée,+13%,,+13%,+20%,+1%,+6%,-14%,+49%,+433%,+433%,17,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Œufs', 'Lait']","[""Beurre d'Isigny A.O.P."", ""Caramel d'Isigny au beurre salé et au sel de Guérande"", ""Crème fraîche d'Isigny A.O.P.""]","['Boîte', 'Carton']",Glace au caramel d'Isigny au beurre salé avec petite cuillère,['Ferme de la Haizerie'],,,
945,Glace au speculoos - Glace de la Ferme,8719638271318,,['Glace de la Ferme'],['France'],[],[],?,234,979 kj(234 kcal),"11,6","5,8","27,3","24,3","5,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Glace Caramel au Beurre Salé - Glace de la Ferme,8719638274289,,['Glace de la Ferme'],['France'],[],[],?,259,1084 kj(259 kcal),"15,1","8,4","28,2","23,2","4,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Glace au sarrazin - Glace de la Ferme,8719638274432,,['Glace de la Ferme'],['France'],[],[],?,224,937 kj(224 kcal),"11,3","6,1","25,8","21,1","5,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Light Banana,8719689212018,,,['France'],[],[],?,433,1812 kj(433 kcal),19,"2,5",27,"4,3",34,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Gouda,8719689326760,,,['France'],[],[],?,364,1523 kj(364 kcal),31,21,"0,5","0,5",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Original gourmandise,8719689440176,,,['France'],[],[],?,514,2151 kj(514 kcal),"24,8",16,65,43,6,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,M&M's Rockstar + M&M's Chocolate,8719900520953,,"[""M&M's""]",['France'],[],[],?,480,2008 kj(480 kcal),19,"11,7","70,7","67,3",5,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,"Light, Erfrischungsgetränk, Pet 0, 5 l Flasche",87126020,,,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Apfel-schorle,87139655,,,['France'],[],[],?,27,113 kj(27 kcal),"0,1","0,1","6,4","6,1","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Chew Mints,87146950,,,['France'],[],[],?,415,1736 kj(415 kcal),"5,7","5,6",92,68,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Rivella Original,87156126,,['Rivella'],['France'],[],[],?,5,21 kj(5 kcal),"0,01","0,01",1,1,"0,01","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Sourcy Water - Naturelle,87156164,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Jus de pomme,87156874,,,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,4","10,9",0,"0,01","0,004",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,0 g,en faible quantité,0 g,en faible quantité,10.9 g,en quantité élevée,0.01 g,en faible quantité,,+4%,+5%,-100%,-100%,+5%,+6%,-100%,-8%,-8%,5,+21%,C,+21%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
958,Ketchup - Heinz,87157178,,['Heinz'],['France'],[],[],?,64,268 kj(64 kcal),"0,1","0,1","11,9","11,4","1,4","1,3","0,52",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,11.4 g,en quantité modérée,1.3 g,en quantité modérée,,-40%,-39%,-59%,+57%,-48%,-42%,+8%,-35%,-35%,7,-42%,C,-42%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
959,"PÉRI PÉRI, for chicken and pork - Heinz",87157314,,['Heinz'],['France'],[],[],?,59,247 kj(59 kcal),3,"0,2","7,6","3,8","0,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Tomato Ketchup (50% de sucres en moins) - Heinz - 435g,87157420,435 g,['Heinz'],"['France', 'Allemagne', 'Suisse']","['Tomates ', '174 g pour 100 g de Tomato Ketchup', 'vinaigre', 'sucre', 'sel', ""extraits d'épices et d'herbes "", 'contiennent du céleri', 'édulcorant ', 'glycosides de stéviol', 'épice']",[],271,?,271 kj(65 kcal),"0,1","0,1","11,9","11,4","1,4","1,3","0,52",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']","['Peu ou pas de sucre', 'Peu de sucre', 'Kascher', 'Allégé en sucre', 'Moins 50% de sucre']",,,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,0.1 g,en faible quantité,0.1 g,en faible quantité,11.4 g,en quantité modérée,1.3 g,en quantité modérée,-37%,,-38%,-59%,+57%,-48%,-42%,+8%,-35%,-35%,7,-42%,C,-42%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
961,Hot Pepper - Heinz - 220ml (230g),87157536,220 ml (230 g),['Heinz'],"['France', 'Suisse']","['Vinaigre', 'eau', 'poivrons', 'purée de tomates mi-réduite', 'piments', 'amidon modifié', 'sel', 'oignon', 'sucre', 'moutarde en poudre', 'ail', ""extrait d'épices"", 'épaississant ', 'gomme xanthan']",[],167,?,167 kj(40 kcal),"0,2","0,1","6,5",3,"0,5","1,5","0,6",,"['Epicerie', 'Sauces', 'Sauces pimentées']",,,,['E14XX - Amidons modifiés'],4,0.2 g,en faible quantité,0.1 g,en faible quantité,3 g,en faible quantité,1.5 g,en quantité modérée,-47%,,-66%,-94%,-78%,-63%,-78%,-57%,-67%,-67%,6,-52%,C,-52%,,,,,,,,,,['Plastique'],Sauce extra forte au piment pour steak et pizza,,,,
962,Hot Chili Sauce - Heinz,87157550,,['Heinz'],['France'],[],[],?,79,331 kj(79 kcal),0,0,18,16,1,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Exotic Sauce - Heinz - 290g (250ml),87157796,290 g (250 ml),['Heinz'],['France'],"['Sucre', 'jus de pomme', 'vinaigre', 'alcool', ""jus d'ananas 8,3 %"", 'eau', 'ananas', 'amidon modifié', 'poivre', 'sel', 'gingembre cristallisé ', 'gingembre', 'sucre', 'sirop de glucose-fructose', 'épices', 'herbes et épices ', 'contient céleri', 'oignons', 'acides ', 'acide citrique']",[],648,?,648 kj(155 kcal),0,0,37,33,"0,3","1,5","0,6",A,"['Epicerie', 'Sauces', 'Sauces aigre-douces']",,,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,0 g,en faible quantité,0 g,en faible quantité,33 g,en quantité élevée,1.5 g,en quantité modérée,+46%,,+26%,-100%,-100%,+40%,+50%,-40%,+28%,+28%,14,+41%,D,+41%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,['Céleri'],,['Verre'],Sauce aigre douce à l'ananas,,,,
964,Pepsi,87170801,,['Pepsi'],"['France', 'Espagne', 'Royaume-Uni']",[],[],?,41,172 kj(41 kcal),0,0,11,11,0,"0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,,+52%,+48%,-100%,-100%,+62%,+66%,-100%,-28%,-28%,14,+52%,E,+52%,,,,,,,,,,['pet-bottle'],,['W H Smith'],,,
965,Pâte à tartiner,87172263,,,['France'],[],[],?,572,2393 kj(572 kcal),38,"6,9",49,46,"7,3","0,2","0,08",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Duo Pen Otto Caramel,87172782,,,['France'],[],[],?,575,2406 kj(575 kcal),38,"9,7",55,55,3,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Pate a tartiner,87172805,,,['France'],[],[],?,587,2456 kj(587 kcal),39,10,58,58,1,"0,01","0,004",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,,39 g,en quantité élevée,10 g,en quantité élevée,58 g,en quantité élevée,0.01 g,en faible quantité,,+12%,+13%,+21%,+23%,+15%,+33%,-84%,-95%,-95%,26,+27%,E,+27%,,,,,,,,,,,,,,,
968,Appelsientje Vitamientje Fruits D'or. Pet 12X40CL,87184297,,['Appelsientje'],"['Belgique', 'France']","['100 ml/ Valeur nutritive par 100 ml', ""' 86:0105 mg vitamine "", ':35/711///1/""', 'L', 'z', '*uyltomine H: 3,75 IJq']",[],?,43,180 kj(43 kcal),0,0,"9,6","9,4","0,4","0,004","0,002",,['Boissons'],,,,,,0 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité élevée,0.004 g,en faible quantité,,-23%,-25%,-100%,-100%,-15%,-0%,-19%,-90%,-90%,13,+70%,E,+70%,,,,,,,,,,,,['Delhaize'],,,
969,Appelsientje Multivitamine Oranje Vrucht Pet,87184327,,,['France'],[],[],?,108,452 kj(108 kcal),0,0,"9,3",0,0,"0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Balans,87187793,,,['France'],[],[],?,125,523 kj(125 kcal),5,"3,6",3,"2,9",17,"1,9","0,76",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Gefüllter Kuchen,8720100997223,,,['France'],[],[],?,400,1674 kj(400 kcal),15,"8,6","61,5","34,6","5,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Tarte à la pomme - De Lekkerste,8720100997278,,['De Lekkerste'],['France'],"['Farine de blé', '24% pomme fourrage [sirop de glucose-fructose', 'sucre', '4% pomme ', 'à partir de concentré de pomme', 'dextrose', 'correcteurs d’acidité ', 'E333 et E331', 'gélifiant ', 'E440', 'acidifiant ', 'E330Ì/ arôme ', 'pomme', ']', 'sucre', '14% beurre ', 'lait', 'haricots blancs', 'graine soja', 'sirop de sucre inverti', 'jaune d’oeuf de ferme', 'stabilisant ', 'sorbitols', 'amidon ', ' fécule de pomme de terre modifié', 'dextrose', 'huiles végétale ', 'colza', 'sel', 'arômes ', 'amande', 'poudres à lever ', 'E500 et E450', 'farine de soja', 'noyau d’abricot', 'épaississant ', 'E466', 'colorant ', 'E160a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,394,1648 kj(394 kcal),"13,6","8,2","63,1","40,3","4,5","0,5","0,2",,,,,,"['E333 - Citrates de calcium', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E420 - Sorbitol', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E160a - Carotènes mélangés']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,
973,Mousseline de pommes - Hak,8720600404108,,['Hak'],['France'],[],[],?,79,331 kj(79 kcal),"0,2","0,1","18,4",18,"0,2","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Mousseline de pommes']",,,,,,0.2 g,en faible quantité,0.1 g,en faible quantité,18 g,en quantité élevée,0.01 g,en faible quantité,,+22%,+21%,-39%,+15%,+29%,+38%,-47%,+18%,+18%,-2,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,
974,Choux rouge poire et cannelle - Hak,8720600601071,,['Hak'],['France'],[],[],?,47,197 kj(47 kcal),0,0,"10,3","9,1","0,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Saumon fume,8721062408130,,,['France'],[],[],?,188,787 kj(188 kcal),"11,3","1,5","0,5","0,5","21,5",0,0,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['en:gluten-free'],,,,,11.3 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+8%,-27%,+1%,+50%,-3%,-100%,-100%,-2,-115%,A,-115%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,
976,Muesli,8721300805226,,,['France'],"['Flocons ', 'avoine', 'froment', 'farine ', 'riz', 'froment', 'sucre', 'sirop de glucose', 'noisettes 8%', 'mais', 'stabilisateurs ', 'glycérol', 'sirop de sorbitol', 'maltodextrine', 'sirop de sucre inverti', 'raisins', 'huile végétale ', 'palme', 'colza', 'tournesol et/ou graines de coton', 'émulsifiant ', 'lécithine de soja', 'de tournesol', 'miel', 'sel', 'aróme', 'sirop de sucre caramélisé', 'malt de froment en poudre', 'noix de coco', ""extrait de malt d'orge"", ""Peut contenir des traces de lait et d'autres fruits à coque"", ""Date de péremption : voir haut de l'emballage"", 'Conseil de stockage: conserver à température ambiante', '•A ir a If ull']","['Huile de palme', 'Non végétalien']",?,442,1849 kj(442 kcal),13,"2,8",73,23,"6,6","0,57","0,228",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,,"['E422 - Glycérol', 'E420ii - Sirop de sorbitol', 'E322i - Lécithine']",4,13 g,en quantité modérée,2.8 g,en quantité modérée,23 g,en quantité élevée,0.57 g,en quantité modérée,,+6%,+6%,-1%,-16%,+21%,+36%,-33%,+228%,+228%,14,+185%,D,+185%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Gluten', 'Fruits à coque', 'Avoine', 'Soja']",,,,,['Huile de palme'],,
977,Leerdammer Le Rapé Fondant 3x70gr,8721800084046,,['Leerdammer'],['France'],"['fi héparation afimentaire râpée', ' IngréŒients : fromage râpé ', 'lait pasteurisé', 'sel', 'ferments lactiques', 'errjme coagulante microbienne', 'fécule de —e de terre Conditionnésous atmosphère protectrice', ' Tenir au froid entre +40C et +80C', "" A consommer dans les juursquiglNentl'01Eüjre du sachet"", 'Fabriqué aux Pays-Bas', ' Recettes et bons plans sur']",['Non végétalien'],?,349,1460 kj(349 kcal),"26,5",18,3,"0,1","24,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,
978,High énergy - Aa drink  - 250ml,8722200950399,250 ml,['Aa drink'],['France'],[],[],?,59,247 kj(59 kcal),0,0,"14,8","14,5",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Margarine - Planta fin - 600g,8722300479127,600 g,['Planta fin'],['France'],[],[],?,540,2259 kj(540 kcal),60,24,"0,5","0,5","0,5","0,32","0,128",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",,,,,,60 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.32 g,en quantité modérée,,+5%,+7%,+7%,+48%,+24%,+107%,+121%,-44%,-44%,13,+12%,D,+12%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,
980,Moutarde noix de coco epices - Maille,8722700012214,,"['Maille', 'Unilever']",['France'],[],[],?,10,42 kj(10 kcal),1,1,1,1,1,1,"0,4",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au noix']",,,,,,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-96%,-96%,-94%,-25%,-86%,-67%,-86%,-78%,-78%,4,-69%,C,-69%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
981,900G Poivron Rouge Laniere Maille,8722700017240,,,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","3,5",3,1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,900G Mousse Noix Coco Alsa,8722700021391,,['Alsa'],['France'],[],[],?,65,272 kj(65 kcal),"2,9","2,5","8,6",8,"1,2","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"Secrets de Grand-Mère Carottes, poireaux, haricots verts - KNORR - 1l",8722700026532,1 l,"['KNORR', 'Unilever']",['France'],"['Eau', 'légumes : 39% ', 'carotte : 19%', 'pomme de terre', 'poireau : 4,7%', 'haricot vert : 4,1%', 'tomate', 'oignon : 1,7%', 'épinard', 'amidon modifié', 'sel', 'sucre', 'huile de tournesol', 'arôme', 'extrait de levure', 'noix de muscade']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",100,?,100 kj(24 kcal),"0,5","0,1","3,5","1,5","0,7","0,749","0,3",,"['Plats préparés', 'Soupes', 'Potage']",,,,['E14XX - Amidons modifiés'],4,0.5 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.749 g,en quantité modérée,-29%,,-32%,-64%,-81%,-15%,0%,-7%,+14%,+14%,2,+48%,B,+48%,,,,,,,,,,['Brique'],Potage,['LECLERC'],,http://www.knorr.fr,
984,Cornetto Classico 6+2,8722700027195,,,['France'],[],[],?,311,1301 kj(311 kcal),17,13,35,22,"3,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
