,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
1711,Magro aroma - Mimosa,5603722499036,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,"0,2",,"0,1",,"4,8",,"4,8",,"4,4",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,
1712,Fruta batida pera - Mimosa,5603722501692,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,86,,360 kj(86 kcal),,"1,5",,1,,13,,11,,"4,3",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1713,Estrela do Atlântico,5603722502361,['Estrela do Atlantico'],"['Produits laitiers', 'Laits']",['France'],['Lait'],,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,1.6 g,en faible quantité,1 g,en faible quantité,4.9 g,en faible quantité,0.1 g,en faible quantité,?,,48,-27%,201 kj(48 kcal),-27%,"1,6",-22%,1,-16%,"4,9",-19%,"4,9",-10%,"3,4",-4%,"0,1",-19%,"0,04",-19%,-1,-274%,A,-274%,D,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1714,Pleno Tisanas Chá Vermelho Roobos - Mimosa,5603722502576,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,8,,33 kj(8 kcal),,0,,0,,"1,9",,"1,8",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
1715,Pleno Tisanas Lúcia-lima,5603722504785,['Pleno Tisanas'],['Boissons'],['France'],"['IngrédienG•', ' eaû', 'fructose', ""correcteur d'actOlte: acide citilque"", 'jus de citron: 0,5%', ""essence de fleur d'oranger"", ' 0,1% et citronnelle: 0,06%', 'naturel de citron et autres arômes naturels', 'conservateurs: sorbate de potassium et dicarbonate de dimethyle et édulcorants: et acesulfame K', ' Contient une source de fenilalanine']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],4,0 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,0.003 g,en faible quantité,?,,8,-86%,33 kj(8 kcal),-86%,0,-100%,0,-100%,"1,9",-83%,"1,8",-81%,0,-100%,"0,003",-93%,"0,001",-93%,4,-48%,C,-48%,,,,,,,,,,,,,,,,,,,
1716,Yoghurt agros - Mimosa,5603722505911,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,1,,13,,12,,"3,8",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1717,Magro pedacos - Mimosa,5603722506086,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,59,,247 kj(59 kcal),,"0,2",,"0,2",,"5,6",,"4,6",,"4,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1718,Magro pedaços + cereais frutos silvestres - Mimosa,5603722506093,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,2",,"0,1",,"6,3",,"4,6",,"4,3",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1719,Yaourts aux fruits - Mimosa,5603722508851,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,105,,439 kj(105 kcal),,"1,9",,"1,3",,16,,15,,"4,8",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,
1720,Magro aroma - Mimosa - 1000g,5603722513565,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,"0,2",,"0,1",,"4,8",,"4,8",,"4,4",,"0,15",,"0,06",,,,,,,,1000 g,,,,,,,,,,,,,,,,
1721,Qeijo fresco - 216g,5603722513923,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,14,,"9,6",,3,,3,,11,,"0,92",,"0,368",,,,,,,,216 g,,,,,,,,,,,,,,,,
1722,Yaourt à boire - Mimosa,5603722514937,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,68,,285 kj(68 kcal),,"0,2",,"0,1",,13,,13,,"3,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1723,Iogurte liquido com banana e morango,5603722515330,,,['France'],[],,,[],,,,,,,,,,?,,83,,347 kj(83 kcal),,"1,4",,1,,14,,14,,"2,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,
1724,Adagio,5603722515491,,,['France'],[],,,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,"9,7",,"9,5",,"0,09",,"0,07",,"2,9",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,
1725,Yaourt gélatine - Mimosa - 480g,5603722516610,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,"0,03",,"0,02",,"1,1",,1,,"2,2",,"0,11",,"0,044",,,,,,,,480 g,,,,,,,,,,,,,,,,
1726,Queijo flamengo - Mimosa,5603722516900,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,27,,17,,"0,5",,"0,5",,26,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1727,Joneves,5603723000132,,,['France'],[],,,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"14,08",,"4,6",,"58,33",,"19,94",,"6,52",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,
1728,Joneves,5603723000170,,,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"2,8",,"2,8",,"15,5",,"15,5",,6,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1729,"Rissois de carne - 0,396kg",5603763000024,,,['France'],[],,,[],,,,,,,,,,?,,272,,1138 kj(272 kcal),,"3,4",,"3,2",,"50,25",,"13,7",,10,,"1,55",,"0,62",,,,,,,,"0,396 kg",,,,,,,,,,,,,,,,
1730,Beignet de morue 15 unites -,5603763000222,,"['Snacks', 'Snacks salés', 'Plats préparés', 'Plats préparés au poisson', 'Beignets salés']",['France'],[],,,[],,1.2 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,11.5 g,en quantité élevée,?,,141,-38%,590 kj(141 kcal),-37%,"1,2",-87%,"1,1",-12%,"24,45",-3%,"0,1",-97%,"8,2",+20%,"11,5",+672%,"4,6",+672%,12,+75%,D,+75%,,,,,,,,,,,,,,,['Point Vert'],,,,
1731,Pastéis de Bacalhau,5603763111119,,,['France'],[],,,[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"1,2",,"1,1",,"24,45",,"0,1",,"8,2",,"11,5",,"4,6",,,,,,,,,,,,,,,,,,,,,,,,
1732,Touriga Nacional - Fuiza - 75cl,5603802400235,['Fuiza'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins portugais']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,75 cl,"['Bouteille', 'Verre']",,,,,,,,,,,,,,,
1733,Broas Mel-de-cana,5603831010160,,,['France'],[],,,[],,,,,,,,,,?,,442,,1849 kj(442 kcal),,15,,"7,3",,70,,"41,7",,"6,3",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,
1734,Jus De Concombre Celeri Et Pomme,5603943003371,,,['France'],[],,,[],,,,,,,,,,?,,51,,213 kj(51 kcal),,"0,1",,0,,"11,8",,"11,4",,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,
1735,Bolachinhas de Aveia e girasol,5603949010007,,,['France'],[],,,[],,,,,,,,,,?,,187,,782 kj(187 kcal),,16,,"6,73",,"66,7",,"28,2",,9,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1736,Extra virgin olive oil - Santa Maria,5603952002150,['Santa Maria'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"['SAN]TÏA Azeite de categoria superior obtido diretamente de azeitonas', 'unicamente por processos ntecânicos', ' Conservar em local seco e ao abrigo da luz e calor', ' Superior category olive oil obtained directlyfront olives solely by mecbanical nteans', "" Keep in a dry place and au'ayfrom light and beat"", ' Embalado por: Packed by: Est', ' Manuel da Silva Torrado e C', ' Irmâos ', ' S', 'A', ' Av', "" Fontes Pereira de Ifelo 35 - 50 D - Lisboa - Portugal wU'w"", ' emstorrado', 'pt Data de validade e lote impresso na embalagem Date of vabdity and lot printed']",,['Aucun'],[],,91.2 g,en quantité élevée,13.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,821,-4%,3435 kj(821 kcal),-4%,"91,2",-4%,"13,1",-6%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,D,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"['en:gluten-free', 'Point Vert', 'Halal', 'A Votre Service']",,,,
1737,Serra do gerês,5604055111626,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,
1738,Bolo de Mel de Cana da Madeira,5604063000387,,,['France'],[],,,[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,16,,"5,75",,59,,"36,6",,5,,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,
1739,Fromage de brebis,5604068000016,,,['France'],[],,,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,24,,19,,"7,8",,"7,8",,"14,19",,"1,57",,"0,628",,,,,,,,,,,,,,,,,,,,['AOP'],,,,
1740,Bolo chábom,5604087001049,,,['France'],[],,,[],,,,,,,,,,?,,416,,1741 kj(416 kcal),,"15,8",,"6,52",,64,,41,,"3,6",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,,
1741,Salame Freidocinho Choc Fat,5604096111159,,,['France'],[],,,[],,,,,,,,,,?,,447,,1870 kj(447 kcal),,"22,7",,"9,9",,"53,6",,"36,4",,"5,3",,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,,
1742,Salame de chocolate,5604096311115,,,['France'],[],,,[],,,,,,,,,,?,,447,,1870 kj(447 kcal),,22,,"9,9",,"53,56",,"36,4",,"5,3",,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,,
1743,Marquês de Borba Alentejo 2015 -  - 375ml,5604135003025,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins portugais']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,375 ml,,,,,,,,,,,,"['Point Vert', 'Déconseillé aux femmes enceintes']",,,,
1744,Avei croissant,5604160002239,,,['France'],[],,,[],,,,,,,,,,?,,450,,1883 kj(450 kcal),,5,,5,,66,,5,,20,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1745,Pignon chinois,5604164041579,,,['France'],[],,,[],,,,,,,,,,?,,750,,3138 kj(750 kcal),,"70,6",,"8,2",,"5,5",,"5,4",,"17,7",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,
1746,Olives vertes - Cantoliva,5604253034918,['Cantoliva'],,['France'],[],,,[],,,,,,,,,,?,,184,,770 kj(184 kcal),,18,,"3,1",,2,,"1,8",,"1,6",,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,,,
1747,Azeitona preta,5604253036479,,,['France'],[],,,[],,,,,,,,,,?,,86,,360 kj(86 kcal),,6,,"1,1",,1,,"0,3",,"1,7",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,
1748,Olives en rondelles - Cantoliva - 215g,5604253036486,['Cantoliva'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,A,,215 g,"['Bocal', 'Verre']",,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,
1749,Tremoco - Cantoliva,5604253471003,['Cantoliva'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",['France'],"['Lupins eau', 'sel', 'correcteur dtacidité E-330 et conservateur E-211']","['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",['Lupin'],[],3,0.6 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,3.51 g,en quantité élevée,?,,82,-23%,343 kj(82 kcal),-24%,"0,6",-78%,"0,2",-51%,"0,6",-85%,"0,2",-33%,"11,6",-3%,"3,506",+8%,"1,402",+8%,6,-12%,C,-12%,,,,,,,,,,,,,,,,,,,
1750,Pois chiche cuits - Cantoliva,5604253989010,['Cantoliva'],,['France'],"['hick water', 'sait', 'EDTA RhiteE-22ì Containsulfites May containtracesoflupjnands$eal EN Zutaten: Kichererbsent wasser', 'salzj EDTA E-385 natrisetabisulfit E-2& Enthalt sulfite Kann spurehvon 01 lluÙicional I Nutrition Declaration I Déclaration Nutritionnelle PorlPer/Par PorporÇ Vatcres Médiosl Typical Values: 100g5izelPa 1']",['E385 - Éthylène diamine tétra-acétate de calcium disodium'],,[],,,,,,,,,,?,,491,,2054 kj(491 kcal),,"2,4",,"0,5",,"15,2",,"1,2",,"6,3",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1751,Lupins - Olivamira,5604253990047,['Olivamira'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",['France'],"['BEAtÉJialiber 8-33 LUPINS - calibre 13115 Ingrédients', "" sel d'acidité'"", ' E-330', ' Traces éventuelles de']",['E330 - Acide citrique'],['Lupin'],[],,0.6 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,3.5 g,en quantité élevée,?,,82,-23%,343 kj(82 kcal),-24%,"0,6",-78%,"0,2",-51%,"0,6",-85%,"0,2",-33%,"11,6",-3%,"3,5",+7%,"1,4",+7%,6,-12%,C,-12%,,,,,,,,,,,,,,,,,,,
1752,Pickles,5604253990115,,,['France'],[],,,[],,,,,,,,,,?,,11,,46 kj(11 kcal),,"0,4",,"0,1",,1,,"0,1",,"0,6",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
1753,5604260001101,5604260001101,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Fiambre da perna exta - 200g,5604260025275,,,['France'],[],,,[],,,,,,,,,,?,,87,,364 kj(87 kcal),,"1,6",,"0,5",,"2,4",,"1,2",,"15,7",,"3,3",,"1,32",,,,,,,,200 g,,,,,,,,,,,,,,,,
1755,Bolacha Integral,5604260032174,,,['France'],[],,,[],,,,,,,,,,?,,440,,1841 kj(440 kcal),,"14,7",,"7,4",,"63,4",,"5,2",,"9,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1756,Presunto Fatiado - Intermarche,5604260033423,['Intermarche'],,['France'],"[' Pema de sufno ', '143 g de pema de su', 'no para preparar 100 g de sal', 'açücar', 'dextrose', 'E 316 e E331', ' e consentantes ', 'E 250 e']",['E331 - Citrates de sodium'],,[],4,,,,,,,,,?,,100,,418 kj(100 kcal),,"7,1",,"2,6",,"0,4",,"0,2",,"27,8",,"6,3",,"2,52",,,,,,,,,,,,['Intermarché'],,,,,,,,,,,,
1757,Paio Lombo Fatiado - 200g,5604260033478,,,['France'],[],,,[],,,,,,,,,,?,,154,,644 kj(154 kcal),,6,,"2,5",,"1,2",,"0,5",,24,,"4,4",,"1,76",,,,,,,,200 g,,,,,,,,,,,,,,,,
1758,Patates frites en forme de frites,5604260034505,,,['France'],[],,,[],,,,,,,,,,?,,549,,2297 kj(549 kcal),,35,,"3,5",,49,,"0,6",,"6,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1759,Pasta De Atum,5604260042227,,,['France'],[],,,[],,,,,,,,,,?,,253,,1059 kj(253 kcal),,20,,7,,7,,0,,"10,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Amendoas com cobertura de chocolate - Intermarché - 180g,5604260046126,['Intermarché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Amandes enrobées de chocolat']",['France'],"['Chocolate de leite ', '83%', ' ', 'açúcar', 'manteiga de cacau', 'leite gordo em pó', 'posta de cacau', 'soro de leite em pó', 'emulsionante: lecitino de soja e aroma', ' miolo de amêndoa ', '16%', 'agentes de revestimento ', 'goma laca e goma aráhica', ' Pade tonter vestigios de amendoins', 'outros Irutos de Casca rija e sulfitos', ' Cacau: 32,9% minimo no chocolate de leite']",,['Anhydride sulfureux et sulfites'],['Non végétalien'],4,40 g,en quantité élevée,19.8 g,en quantité élevée,41.2 g,en quantité élevée,0.13 g,en faible quantité,?,,575,+1%,2406 kj(575 kcal),+2%,40,-1%,"19,8",+21%,"41,7",+13%,"41,2",+24%,"9,07",-18%,"0,13",+36%,"0,052",+36%,26,+15%,E,+15%,E,,180 g,,,,,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,,,,
1761,Sortido de Amêndoas com cobertura de chocolate - Intermarché,5604260046140,['Intermarché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Amandes enrobées de chocolat']",['France'],[],,,[],,36.6 g,en quantité élevée,17.5 g,en quantité élevée,43.6 g,en quantité élevée,0.1 g,en faible quantité,?,,560,-1%,2343 kj(560 kcal),-1%,"36,6",-9%,"17,5",+7%,46,+25%,"43,6",+32%,"8,9",-19%,"0,1",+5%,"0,04",+5%,25,+10%,E,+10%,E,,,,,,,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,,,,
1762,Jardiniere de legumes,5604260048410,,,['France'],[],,,[],,,,,,,,,,?,,57,,238 kj(57 kcal),,"0,5",,"0,1",,10,,"3,4",,"2,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,['Légumes et dérivés'],,,,
1763,Farinha De Milho - Chabrior,5604260052943,['Chabrior'],,['France'],['Farine de milho T70'],,,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,3,,"0,4",,"69,8",,"2,3",,"7,7",,"0,02",,"0,008",,,,,,,,,,,,['Intermarché'],,,,,,,,,,,,
1764,Fiambre Da Perna Extra Fatiado F.finas - 150g,5604260055531,,,['France'],[],,,[],,,,,,,,,,?,,87,,364 kj(87 kcal),,"1,6",,"0,5",,"2,4",,"1,2",,"15,7",,"3,3",,"1,32",,,,,,,,150 g,,,,,,,,,,,,,,,,
1765,Tempero P / Frango,5604260056965,,,['France'],[],,,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,"0,6",,"0,1",,"10,8",,"3,4",,"2,6",,13,,"5,2",,,,,,,,,,,,,,,,,,,,,,,,
1766,Piri-Piri - Cigalou,5604260061617,['Cigalou'],,['France'],[],,,[],,,,,,,,,,?,,15,,63 kj(15 kcal),,"0,5",,"0,2",,"2,1",,1,,"0,9",,"11,4",,"4,56",,,,,,,,,,,,,,,,,,,,,,,,
1767,"Mini Cenoura - Chabrior - 0,300kg",5604260064083,['Chabrior'],,['France'],[],,,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,"4,5",,"2,1",,59,,"45,4",,"3,5",,"0,6",,"0,24",,,,,,,,"0,300 kg",,,,,,,,,,,,,,,,
1768,Nata Uht Light - Pâturages,5604260162789,['Pâturages'],,['France'],"[""i' HOMOGENEIZADA LIGHT* de de matéria gorda do teorde de Nata "", '20% ', 'Oigen UE', 'dallote:vernotopo da amblente em local e conser,ar no e cezode4dx Seriço de Apolo ao']",,,[],,,,,,,,,,?,,206,,862 kj(206 kcal),,20,,10,,"3,8",,"3,8",,"2,8",,"0,1",,"0,04",,,,,,,,,,,,['Intermarché'],,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",,,,
1769,Nectar Manga - Paquito,5604260193615,['Paquito'],,['France'],[],,,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,"0,2",,"0,1",,12,,"11,8",,"0,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1770,Sumo 100% Maca,5604260193745,,,['France'],[],,,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"0,1",,"0,1",,"11,3",,"9,6",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1771,Cha Verde 25SAQUETAS,5604260227396,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Pao Forma Longa Duracao,5604260255658,,,['France'],[],,,[],,,,,,,,,,?,,258,,1079 kj(258 kcal),,"3,2",,"0,7",,46,,"3,2",,"9,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1773,biscoitos canudinho - Chabrior - 300g,5604260256976,['Chabrior'],,['France'],[],,,[],,,,,,,,,,?,,456,,1908 kj(456 kcal),,"15,1",,"3,4",,"72,7",,"35,4",,"6,2",,"0,1",,"0,04",,,,,,,,300 g,,,,,,,,,,,,,,,,
1774,Leite UHT Magro,5604260257485,,,['France'],[],,,[],,,,,,,,,,?,,33,,138 kj(33 kcal),,"0,1",,"0,1",,"4,8",,"4,8",,"3,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1775,Lait,5604260257492,,"['Produits laitiers', 'Laits']",['France'],[],,,[],,1.6 g,en faible quantité,1 g,en faible quantité,4.9 g,en faible quantité,0.1 g,en faible quantité,?,,48,-27%,201 kj(48 kcal),-27%,"1,6",-22%,1,-16%,"4,9",-19%,"4,9",-10%,"3,4",-4%,"0,1",-19%,"0,04",-19%,-1,-274%,A,-274%,D,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1776,Frutos Secos - Paquito,5604260258840,['Paquito'],,['France'],"['MIOLO AVELA 200g Origem: Georgia Pode conter vestigios de amendoins', 'sésamo', 'soja', 'sulfitos e outros frutos de casca rija', ' DECLARAÇAO NUTRICIONAL Valores médios por 100g']",,['Soja'],[],,,,,,,,,,?,,693,,2900 kj(693 kcal),,61,,"4,5",,17,,"4,3",,15,,"0,01",,"0,004",,,,,,,,,,,,['Intermarché'],,,,,,,,,,,,
1777,Pistàcio torrado com sal,5604260258901,,,['France'],[],,,[],,,,,,,,,,?,,987,,4130 kj(987 kcal),,46,,"5,6",,"7,8",,4,,31,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1778,Sal cristal,5604260259267,,,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,100,,40,,,,,,,,,,,,,,,,,,,,,,,,
1779,Arroz Agulha - Saint Eloi,5604260260065,['Saint Eloi'],,['France'],"['INGREDIENTES Arroz agulha', ' Origem: Suriname']",,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"0,9",,"0,2",,"78,8",,"1,8",,"6,9",,"0,01",,"0,004",,,,,,,,,,,,['Intermarché'],,,,,,,,,,,,
1780,Pasta De Sardinha,5604260263875,,,['France'],[],,,[],,,,,,,,,,?,,300,,1255 kj(300 kcal),,25,,"4,9",,"1,9",,0,,16,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1781,Atum posta em azeite,5604260265831,,,['France'],[],,,[],,,,,,,,,,?,,195,,816 kj(195 kcal),,10,,"1,5",,0,,0,,"26,3",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1782,Bolacha Recheio Baunilha,5604260266388,,,['France'],[],,,[],,,,,,,,,,?,,491,,2054 kj(491 kcal),,21,,11,,70,,34,,"4,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1783,Polvo Em Caldeirada,5604260267071,,,['France'],[],,,[],,,,,,,,,,?,,166,,695 kj(166 kcal),,8,,"1,6",,6,,"1,2",,"18,9",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1784,Hamburgueres de Bovino,5604260267446,,,['France'],[],,,[],,,,,,,,,,?,,192,,803 kj(192 kcal),,"11,7",,"6,9",,9,,"0,1",,"12,3",,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,
1785,Look laranja,5604260267583,,,['France'],"['INGREDIENTES Aqua carbonatada', 'sumo e polog de laranja obtido a partr a um produto concentrado ', '10%', 'xarope de glicose-frutose', 'agicar', 'aromas', 'acidificante ', 'ácido citrico', 'estabilizador ', 'gam ardbica', 'conservante ', 'sorbato de potássio', 'antioxidanta lócido ascórbico', 'edulcorante ', 'sucralose', ',']",['E955 - Sucralose'],,[],4,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,1",,"0,1",,"8,7",,"8,6",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1786,Gressin au blé complet - Chabrior - 250g,5604260269983,['Chabrior'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],,,[],,12.9 g,en quantité modérée,5 g,en quantité modérée,2.7 g,en faible quantité,1.6 g,en quantité élevée,?,,435,+3%,1820 kj(435 kcal),+3%,"12,9",+19%,5,+121%,"63,6",-5%,"2,7",+8%,"12,7",+11%,"1,6",-16%,"0,64",-16%,16,+25%,D,+25%,B,,250 g,,,,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
1787,Bebida Soja Light -,5604260270071,,['Produits laitiers'],"['France', 'Espagne']",[],,,[],,1.1 g,en faible quantité,0.2 g,en faible quantité,2.9 g,en faible quantité,0.1 g,en faible quantité,?,,33,-87%,138 kj(33 kcal),-86%,"1,1",-94%,"0,2",-98%,"3,5",-29%,"2,9",-29%,"2,1",-83%,"0,1",-87%,"0,04",-87%,-1,-110%,A,-110%,,,,,,,,,,,,,,,,,,,
1788,Eau se source,5604260270460,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
