,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
1649,Nectar,5603089007523,,,['France'],[],,,[],,,,,,,,,,?,,40,,167 kj(40 kcal),,"0,1",,0,,"9,5",,"9,2",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1650,Néctar Pêche Orange - Santal,5603089007530,['Santal'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits']",['France'],[],,,[],,0.1 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité élevée,0.1 g,en faible quantité,?,,44,-10%,184 kj(44 kcal),-9%,"0,1",-44%,0,-100%,10,-12%,"9,6",-10%,"0,4",+27%,"0,1",+943%,"0,04",+943%,14,+3%,E,+3%,D,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
1651,Santal Active Drink,5603089454464,['Santal'],,['France'],[],,,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,"4,1",,"4,1",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,
1652,Biscoitos do loriçal,5603095000105,,,['France'],[],,,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"16,8",,"2,3",,"50,5",,"1,2",,"7,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1653,Painho receita tradicional Alentejana - Tradição - 350g,5603113000049,"['Tradição', 'Paranhocarnes', 'Paranhocarnes Industria e Comércio de Carnes']","['Viandes', 'Charcuteries', 'Saucissons']",['France'],"['Viande de porc ', '79%', ""viande de porc noir issu d'élevage intensif "", '4%', 'pâte de piment ', 'piment', 'sel', 'vin ', 'contient des sulfites', 'ail', 'sel', 'dextrose', 'conservateurs ', 'lactate de sodium', 'nitrite de sodium', ""correcteur d'acidité "", 'citrate de sodium', 'émulsifiant ', 'triphosphate de sodium', 'antioxydant ', 'érythorbate de sodium']","['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Anhydride sulfureux et sulfites'],"['Non végétalien', 'Non végétarien']",4,17.4 g,en quantité modérée,7.1 g,en quantité élevée,0.5 g,en faible quantité,4.1 g,en quantité élevée,1051,-36%,?,,1051 kj(251 kcal),-35%,"17,4",-43%,"7,1",-40%,"1,7",-21%,"< 0,5",-62%,"22,1",-12%,"4,1",-2%,"1,64",-2%,20,-15%,E,-15%,,Saucisson recette traditionnelle Alentejana,350g,"['Sachet', 'Plastique', 'Frais']","['Portugal', 'Seia']",['PT I351 CE'],['Leclerc'],,,,,,,,"['Fabriqué au Portugal', 'Marca Nacional Registrada']",,,,
1654,Chouriço mouro - Tradição - 270g,5603113000087,"['Tradição', 'Paranhocarnes', 'Paranhocarnes Industria e Comércio de Carnes']","['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo', 'Chorizos portugais']",['France'],"['Viande de porc 78%', 'sang de porc ', '5%', 'oignon', 'vin ', 'contient des sulfites', 'ail', 'sel', 'épices', 'protéine animale', 'dextrose', 'conservateur ', 'nitrite de sodium', 'émulsifiant ', 'triphosphate de sodium', 'antioxydant ', 'érythorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Anhydride sulfureux et sulfites'],"['Non végétalien', 'Non végétarien']",4,39.5 g,en quantité élevée,15.7 g,en quantité élevée,0.8 g,en faible quantité,2.5 g,en quantité élevée,1802,+4%,?,,1802 kj(431 kcal),+5%,"39,5",+16%,"15,7",+22%,"3,6",+23%,"0,8",-55%,"16,3",-29%,"2,5",-33%,1,-33%,25,+5%,E,+5%,D,Chorizo type mouro,270g,"['Sachet', 'Plastique', 'Frais']","['Portugal', 'Seia']",['PT I351 CE'],['Leclerc'],76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,"['Fabriqué au Portugal', 'Ecoponto amarelo', 'Marca nacional registrada']",,,,
1655,Tradicao Linguica fin batton les 4 battons de 50 g,5603113020832,,,['France'],[],,,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,"35,6",,"12,5",,"6,3",,"1,5",,"20,6",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,
1656,Bacon extra - Tradição - 200g,5603113201019,"['Tradição', 'Paranhocarnes', 'Paranhocarnes Industria e Comércio de Carnes']","['Viandes', 'Porc', 'Bacon', 'Bacon en tranche']",['France'],"['viande ', 'flanc', ' de porc ', '84%', 'eau', 'sel', 'dextrose', 'hémoglobine', 'conservateurs ', 'nitrite de sodium', 'émulsifiant ', 'triphosphate de sodium', 'antioxydant ', 'erythorbate de sodium', 'épaississant ', 'algues euchema transformées', 'arôme de fumée']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,17.6 g,en quantité modérée,6.86 g,en quantité élevée,0.5 g,en faible quantité,2.5 g,en quantité élevée,970,+85%,?,,970 kj(232 kcal),+79%,"17,6",+309%,"6,86",+304%,< 1,+39%,"< 0,5",-19%,"18,4",-17%,"2,5",-14%,1,-14%,18,+53%,D,+53%,,Bacon extra,200g,"['Film', 'Plastique', 'Frais', 'sous vide']","['Seia', 'Portugal']",['PT I351 CE'],['Leclerc'],,,,,,,,['Marca nacional registrada'],,,,
1657,Branco - Conde Villar - 750mL,5603238133806,['Conde Villar'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs', 'Vins blancs secs', 'Vinho Verde DOC']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,Vin blanc sec,750 mL,['Bouteille'],['Portugal'],,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['it:DOC'],['Portugal'],http://www.condevillar.com/vinhos.asp,,
1658,"Conde Vilar - Bingo régional Alentejano - 0,75l",5603238433869,['Bingo régional Alentejano'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,"0,75 l",,,,,,,,,,,,,,,,
1659,Broinha doce,5603250004061,,,['France'],[],,,[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,"13,2",,"4,7",,65,,"29,4",,"6,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1660,Tentacules d'encornet géant surgelés,5603277207896,,['Encornet géant'],['France'],[],,,[],,0.9 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,?,,47,,197 kj(47 kcal),,"0,9",,"0,2",,0,,0,,"9,8",,"2,4",,"0,96",,5,,C,,,,,,,,,,,,,,,,,,,,
1661,Lupins - Leirival,5603330000129,['Leirival'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",['France'],"['Graisse totale ', 'g', ' Graisses saturées ', 'g', ' Hydrates de carbone ', 'g', ' Sucres ', 'g', ' Protéines ', 'g', ' Sel ', 'g']",,,[],3,3.4 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,126,+18%,527 kj(126 kcal),+16%,"3,4",+26%,"0,5",+23%,0,-100%,0,-100%,12,+1%,1,-69%,"0,4",-69%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,
1662,Lupins -,5603330000136,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",['France'],[],,,[],,3.4 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,3.8 g,en quantité élevée,?,,126,+18%,527 kj(126 kcal),+16%,"3,4",+26%,"0,5",+23%,0,-100%,0,-100%,12,+1%,"3,8",+17%,"1,52",+17%,11,+61%,D,+61%,,,,,,,,,,,,,,,,,,,
1663,Tempero para febras,5603330000488,,,['France'],[],,,[],,,,,,,,,,?,,67,,280 kj(67 kcal),,"3,5",,"0,5",,"8,4",,"4,4",,"2,2",,16,,"6,4",,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,
1664,Morue effille - Leirimar,5603330001201,['Leirimar'],,['France'],[],,,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"0,6",,"0,2",,0,,0,,"24,6",,"23,4",,"9,36",,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,
1665,Formas Brancas Nº,5603344611045,,,['France'],[],,,[],,,,,,,,,,?,,166,,695 kj(166 kcal),,11,,"3,7",,"0,8",,"0,6",,21,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,
1666,Queijo curado de mistura,5603369109343,,,['France'],[],,,[],,,,,,,,,,?,,283,,1184 kj(283 kcal),,"22,5",,"14,8",,0,,0,,"15,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1667,fromage de vache et de brebis poivre - Ser Queijos - 180g,5603369123479,['Ser Queijos'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],"['lait de vache et de brebis pasteurisé', 'sel', 'chlorure de calcium', 'présure animale et ferments lactiques', ' mg/es ', ' 45-60%']",,['Lait'],"['Non végétalien', 'Non végétarien']",3,45 g,en quantité élevée,,,,,,,?,,?,,,,45,+69%,,,?,,,,?,,,,,,,,,,D,fromage,180 g,['Plastique'],['Portugal'],['PT BLT-96 CE'],['Mercado do Sol'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Entrepreneurs + Engagés'],,,,
1668,Azeitonas pretas inteiras,5603378081319,,,['France'],[],,,[],,,,,,,,,,?,,149,,623 kj(149 kcal),,"13,3",,"2,1",,"3,7",,"0,5",,"1,3",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,
1669,Morue salee - Solvalfish,5603406311029,['Solvalfish'],,['France'],"['Miettes de Morue Salée Sechée Nom scientifique: Gadus Morhua Composition: Morue', '80 a Wh', ' Sel ', 'Chlorure de Sodium 16 a 20%', ' Lieu de Peche: océan Atlantique FAO 27 —gogine:lslande']",,,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,110,,460 kj(110 kcal),,"0,6",,"0,5",,0,,0,,26,,"21,52",,"8,608",,,,,,,,,,,,,,,,,,,,,,,,
1670,A Típica Feijoada à Transmontana - D'Avó - 420g,5603411000147,"[""D'Avó""]","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Plats préparés en conserve', 'Cassoulets']",['France'],"['Haricots rouges ', '34,24 %', ' ', 'origine non EU', 'eau', 'viande de porc ', '18,19 %', 'chorizo ', '2,38 %', ' [viande de porc', 'graisse de porc', 'couennes', 'poivron rouge pânte ', 'poivron rouge et sel', 'sel', 'épices', 'émulsifiants ', 'E451', 'antioxygènes ', 'E331 et E316', 'conservateurs ', 'E250 et E252', ']', 'boudin noir ', '2,38 %', '  [viande de porc', 'graisse de porc', 'sang de porc', 'couennes', 'sel', 'protéine de SOJA', 'épices', 'émulsifiants ', 'E451', 'antioxygènes ', 'E331 et E316', 'conservateurs ', 'E250 et E252', ']', 'carotte ', '2,38 %', 'sel', 'amidon de maïs', 'épices', 'tomate concentrée', 'purée de pomme de terre', 'oignon et chou']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Soja'],"['Non végétalien', 'Non végétarien']",4,3.8 g,en quantité modérée,2 g,en quantité modérée,0.8 g,en faible quantité,1.27 g,en quantité modérée,394,-30%,?,,394 kj(94 kcal),-33%,"3,8",-45%,2,-21%,"6,6",-18%,"0,8",+2%,"6,8",-28%,"1,27",+44%,"0,508",+44%,0,-100%,B,-100%,A,Cassoulet à la portugaise,420 g,['Conserve'],['Portugal'],['PT RPC-1233 CE'],['Franprix'],14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,,
1671,Pao de LÓ,5603468000770,,,['France'],[],,,[],,,,,,,,,,?,,339,,1418 kj(339 kcal),,"10,4",,"3,3",,"50,2",,"37,3",,"9,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1672,Biscoito branco,5603468106014,,,['France'],[],,,[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"3,1",,1,,"81,5",,"33,4",,"6,6",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,
1673,Milho Tostado Barbecue,5603481990003,,,['France'],[],,,[],,,,,,,,,,?,,441,,1845 kj(441 kcal),,"14,6",,"10,3",,"73,4",,"1,5",,"6,7",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,
1674,Cold pressed Juice UN - Cojean,5603493002589,['Cojean'],['Boissons'],['France'],[],,['Céleri'],[],,0.1 g,en faible quantité,0.1 g,en faible quantité,11.4 g,en quantité élevée,0.01 g,en faible quantité,?,,51,-9%,213 kj(51 kcal),-12%,"0,1",-71%,"0,1",-15%,"11,8",+4%,"11,4",+21%,"0,42",-15%,"0,01",-76%,"0,004",-76%,16,+109%,E,+109%,,,,,,,,,,,,,,,,,,,
1675,TROIS - COJEAN,5603493002602,['COJEAN'],['Boissons'],['France'],"['POMME ', 'APPLE', ' 82%', 'BANANE ', 'BANANA', ' 8%', 'FRAMBOISE 6%', 'MYRTILLE 4%', 'ANTIOX', 'YDANT : ACIDE ASCORBIQUE ', 'ANTIOXIDANT: ASCORBIC ACID']",,,[],1,0.5 g,en faible quantité,0.03 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,51,-9%,213 kj(51 kcal),-12%,"0,5",+44%,"0,03",-75%,12,+6%,10,+6%,"0,5",+1%,"0,01",-76%,"0,004",-76%,5,-35%,C,-35%,,,,,,,,,,,,,,,,,,,
1676,Quatre - Cojean Cold Pressed Juice,5603493002619,['Cojean Cold Pressed Juice'],['Boissons'],['France'],['Pomme 60% mangue 35% banane 5% acide ascorbique'],,,[],,0.5 g,en faible quantité,0.06 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,?,,67,+20%,280 kj(67 kcal),+16%,"0,5",+44%,"0,06",-49%,16,+42%,14,+48%,"0,5",+1%,"0,01",-76%,"0,004",-76%,20,+161%,E,+161%,,,,,,,,,,,,,,,"['Bio', 'Point Vert']",,,,
1677,Jus de fruit Mangue pomme banane - 250ml,5603493002855,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Fruits', 'Jus et nectars', 'Pommes', 'Jus de fruits', 'Jus de mangue']",['France'],[],,,[],,0.5 g,en faible quantité,0.06 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,?,,67,+37%,280 kj(67 kcal),+37%,"0,5",+400%,"0,06",+245%,16,+29%,14,+33%,"0,5",+176%,"0,01",+17%,"0,004",+17%,10,+114%,E,+114%,D,,250 ml,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
1678,Poire pomme,5603493002879,,,['France'],[],,,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,"0,5",,"0,04",,"9,8",,"8,4",,"0,5",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,
1679,Gengibre + Maçã - So Natural Super Juices,5603493003463,['So Natural Super Juices'],"['Boissons', 'Boissons sans sucre ajouté']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,"['Bouteille', 'Plastique']",,,,,,,,,,,['Point Vert'],,,,
1680,Jus D'avocat - Green Juices - 250ml,5603493003579,['Green Juices'],['Boissons'],['France'],[],,,[],,2 g,en quantité modérée,0.3 g,en faible quantité,7.4 g,en quantité élevée,0.1 g,en faible quantité,?,,54,-4%,226 kj(54 kcal),-6%,2,+476%,"0,3",+154%,"8,7",-23%,"7,4",-22%,"0,4",-19%,"0,1",+141%,"0,04",+141%,13,+70%,E,+70%,,,250 ml,,,,,,,,,,,,,,,,
1681,Cold Pressed Juice 05,5603493004835,,,['France'],[],,,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,2,,"0,4",,"8,7",,"7,4",,"0,4",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,
1682,SIX,5603493004842,,,['France'],[],,,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,"0,5",,"0,01",,14,,14,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1683,Green juice,5603493004927,,,['France'],[],,,[],,,,,,,,,,?,,59,,247 kj(59 kcal),,"0,5",,"0,1",,15,,13,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,
1684,Sonatural apple cucumber and celery,5603493004941,,,['France'],[],,,[],,,,,,,,,,?,,51,,213 kj(51 kcal),,"0,1",,"0,1",,"11,8",,"11,4",,"0,42",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,
1685,Apple/Pear/Strawberry,5603493004989,,,['France'],[],,,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"0,5",,"0,03",,15,,13,,"0,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,
1686,100% pressed orange juice,5603493004996,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['France'],[],,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,8.7 g,en quantité élevée,0.2 g,en quantité modérée,?,,37,-14%,155 kj(37 kcal),-15%,"0,1",-40%,"0,1",+266%,"8,7",-10%,"8,7",-5%,"0,2",-68%,"0,2",+2242%,"0,08",+2242%,2,-33%,C,-33%,D,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
1687,Leaf Tea,5603493006204,,,['France'],[],,,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,3",,"0,1",,"5,7",,"5,6",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1688,Almond Milk,5603493006501,,,['France'],[],,,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"1,6",,"0,23",,7,,7,,"1,3",,0,,0,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,
1689,Broa de mel - 280g,5603501064011,,,['France'],[],,,[],,,,,,,,,,?,,423,,1770 kj(423 kcal),,"17,4",,"2,84",,"58,78",,"17,9",,"7,9",,"1,47",,"0,588",,,,,,,,280 g,,,,,,,,,,,,,,,,
1690,Rochas - Leirival - 300g,5603501064059,['Leirival'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['farine de blé', 'sucre', 'd’œufs', 'lait', 'eau', ' graisses végétales', 'arômes', 'fruits', 'levure chimique ', 'E4501', 'E500ii', 'E200', 'E202', 'E330']","['E500ii - Carbonate acide de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,300 g,['Plastique'],['Portugal'],['EMB 0008541'],['Mercado do sol'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
1691,Pupias de azette - Dayana - 280g,5603501200495,['Dayana'],,['France'],[],,,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,14,,"2,53",,"22,1",,"22,1",,"8,9",,"1,25",,"0,5",,,,,,,,280 g,,,,,,,,,,,,,,,,
1692,Bolo rocha - 300g,5603501300027,,,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"9,9",,"4,19",,"63,85",,"23,8",,"7,7",,"1,43",,"0,572",,,,,,,,300 g,,,,,,,,,,,,,,,,
1693,Farine predilecta,5603667100301,,,['France'],[],,,[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"1,4",,"0,78",,"88,8",,"10,5",,"3,1",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,
1694,Haricot rouge cuits - 570g,5603670001138,,,['France'],[],,,[],,,,,,,,,,?,,79,,331 kj(79 kcal),,"0,6",,"0,2",,"8,5",,"0,6",,6,,"0,3",,"0,12",,,,,,,,570 g,,,,,,,,,,,,,,,,
1695,Pois chiches cuits - Vitoria,5603670001145,['Vitoria'],,['France'],"['Pois chiches', 'eau', 'sel et antioxydant E-385']",,,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"2,6",,"0,5",,12,,"0,5",,"5,9",,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,
1696,Haricots cornilles - Vitoria - 570g,5603670001169,['Vitoria'],,['France'],"['Haricots cornilles', 'eau', 'sel et antioxydant E-385']",,,[],,,,,,,,,,?,,85,,356 kj(85 kcal),,"0,8",,"0,3",,11,,"0,6",,"6,3",,"0,4",,"0,16",,,,,,,,570 g,,,,,,,,,,,,,,,,
1697,Haricot rouge cuit,5603670001299,,,['France'],[],,,[],,,,,,,,,,?,,79,,331 kj(79 kcal),,"0,6",,"0,2",,"8,5",,"0,6",,6,,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,
1698,Haricot de cornille (cuit),5603670001305,,,['France'],[],,,[],,,,,,,,,,?,,80,,335 kj(80 kcal),,"0,8",,"0,2",,"9,4",,1,,"5,7",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,
1699,Blackeye Beans -  - 850g,5603670661035,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve']","['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,850 g,,,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,
1700,Blackeye Beans -  - 850g,5603670661035,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve']","['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,850 g,,,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,
1701,Beignets - 384g,5603685001543,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,2,,"0,5",,10,,"0,2",,"10,8",,"1,1",,"0,44",,,,,,,,384 g,,,,,,,,,,,,,,,,
1702,Beignets de viande - BEIRA LAFÕES - 460g,5603685001574,['BEIRA LAFÕES'],"['Snacks', 'Snacks salés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Beignets salés']",['France'],"['Patê', ' farine de blé cau', 'margarine vegetal', 'oeuf et chapeture', ' Garniture:', 'la Viande du Boeuf ', '38%', 'Viande de porc', ""jambon,saussice ,persil,epices bouillon de viande et l'oignon"", 'Ce produit contient:célerie et sulfites']",,"['Œufs', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",3,5.6 g,en quantité modérée,2.1 g,en quantité modérée,4.9 g,en faible quantité,0.7 g,en quantité modérée,?,,206,-10%,862 kj(206 kcal),-9%,"5,6",-40%,"2,1",+68%,29,+15%,"4,9",+40%,9,+32%,"0,7",-53%,"0,28",-53%,3,-56%,C,-56%,,,460 g,,,,,,,,,,,,,,,,
1703,Condi - Koala,5603697271903,['Koala'],,['France'],[],,,[],,,,,,,,,,?,,8,,33 kj(8 kcal),,0,,0,,0,,0,,"2,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,
1704,Bolo de Leo,5603721005023,,,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"15,1",,"4,7",,52,,37,,"5,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1705,Bolo de mel da madeira - MM,5603721005085,['MM'],,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"15,1",,"4,7",,52,,37,,"5,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1706,Rebuçados candys,5603721006167,,,['France'],[],,,[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"0,1",,"0,1",,95,,87,,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1707,Leite Especial Crescimento 1-3 Anos,5603722494215,,,['France'],[],,,[],,,,,,,,,,?,,157,,657 kj(157 kcal),,"7,5",,"4,3",,16,,"8,3",,"6,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1708,Fruta batida - Mimosa,5603722496462,['Mimosa'],,['France'],[],,,[],,,,,,,,,,?,,108,,452 kj(108 kcal),,"1,9",,"1,3",,16,,14,,"5,4",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,
1709,Pleno Tisanas chá verde e limão,5603722497278,,,['France'],[],,,[],,,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,"6,2",,"6,2",,0,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,
1710,Agros aroma banana,5603722498862,['Agros'],,['France'],"['Lait pasteurisé', 'babeurre', 'sucre', 'lait pasteurisé maigre', 'lait en poudre maigres ferments laitiers et arômes']",,['Lait'],['Non végétalien'],,,,,,,,,,?,,84,,351 kj(84 kcal),,"1,5",,1,,13,,12,,"3,8",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
