,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,quantity,eco_score,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,additives,nova_score,generic_name,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,link,origin_detail,producer_info
1832,Filets d'anchois - Palais Des Mets,3760089333143,,['France'],"['Anchois salé ', '60%', 'huile de tournesol', ' Poids net 720 g']","['Non végétalien', 'Non végétarien']",?,191,799 kj(191 kcal),"10,3","2,2","0,6",0,24,16,"6,4",['Palais Des Mets'],,,B,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",2.2 g,en quantité modérée,0 g,en faible quantité,16 g,en quantité élevée,,-6%,-8%,-18%,-9%,-58%,-100%,+15%,+136%,+136%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,10.3 g,en quantité modérée,14,+12%,D,+12%,,,3,,,,,,,,,
1833,"Salade saumon ""Belle vue"" - Palais Des Mets",3760089333389,,['France'],[],[],?,448,1874 kj(448 kcal),44,"3,5","3,6","2,9","8,7","1,4","0,56",['Palais Des Mets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Salade Ecrevisses et chair de poisson - Palais Des Mets,3760089333433,,['France'],[],[],?,328,1372 kj(328 kcal),31,"2,4",7,"4,5","6,5","1,7","0,68",['Palais Des Mets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Calamars morceaux à la sauce d'encre - Palais Des Mets,3760089333808,,['France'],[],[],?,157,657 kj(157 kcal),11,"1,3","4,7",0,"9,8","1,7","0,68",['Palais Des Mets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Thon blanc a l'huile d'olive - Palais Des Mets,3760089333846,,['France'],[],[],?,248,1038 kj(248 kcal),16,"2,9",0,0,26,"0,81","0,324",['Palais Des Mets'],,,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs']",2.9 g,en quantité modérée,0 g,en faible quantité,0.81 g,en quantité modérée,,+16%,+15%,+20%,+12%,-100%,-100%,+10%,-12%,-12%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,16 g,en quantité modérée,3,-31%,C,-31%,,,,,,,,,,,,
1837,Sirop artisanal Thym - Tradition 974,3760089370506,,['France'],"['eau', 'sucre', 'thym,Jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,203,849 kj(203 kcal),"0,23","0,13","49,4","47,2","0,29","0,1","0,04",['Tradition 974'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Shatavary,3760089420355,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Pelvimag BIO - 120 Gélules Végétales - BIO,3760089420485,['Bio'],['France'],[],[],?,1,4 kj(1 kcal),"0,1","0,1","0,1","0,1","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Boite De 100 g - Tulsi - Centella Gommes Bio - ayur-VANA,3760089422168,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",['France'],[],[],?,194,812 kj(194 kcal),"0,4","0,1","60,3","28,9",1,"0,1","0,04",['ayur-VANA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Bilva,3760089422236,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Psyllium Blond,3760089422366,"['Bio', 'Fabriqué en France', 'Sans additifs']",['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Shatavari Bio - 120 Gélules - Ayur-vana,3760089422540,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Gommes Thé Vert & Amalaki Bio - Ayur-vana,3760089422786,"['Bio', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,275,1151 kj(275 kcal),0,0,"48,7","33,1","1,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Menthe poivrée,3760089423226,"['Bio', 'Fabriqué en France']",['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,1","0,1","0,1","0,1","0,1","0,04",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Menthe', 'Menthe poivrée']",0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,,-100%,-100%,-55%,+12%,-99%,-71%,-89%,+23%,+23%,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,0.1 g,en faible quantité,,,,,,,,,,,,,,,,
1846,Poivre noir entier - Le Comptoir Des Poivres,3760089480229,,['France'],['Ingredients - baies entières de poivre noir 100 %'],[],?,359,1502 kj(359 kcal),"7,4","3,02","47,6","0,6","13,7","0,017","0,007",['Le Comptoir Des Poivres'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Poivre noir mignonette,3760089480243,,['France'],[],[],?,359,1502 kj(359 kcal),"7,4","3,02","47,6","0,6","13,7","0,017","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 44011B', 'Belligné (Loire-Atlantique, France)']",,,
1848,Poivre sauvage voatsiperifery,3760089480595,,['France'],[],[],?,359,1502 kj(359 kcal),"9,4","4,33","44,1","3,2","12,5","0,029","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Ecorce de combava,3760089480816,,['France'],[],[],?,361,1510 kj(361 kcal),"5,64",0,"74,3","54,38","3,2","14,95","5,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Sucre affine de fleurs de palmiers,3760089481059,,['France'],[],[],?,370,1548 kj(370 kcal),0,0,90,90,0,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Huile sacha inchi - Le Comptoir Des Poivres,3760089482117,,['France'],"['100% huile de sacha Volubilis L', ' Origine Plateau des Bolovens', "" Lees A conserver à l'abri de la et de la chaleur Numéro de lot et date à consommerde référence Avant fin sous le flacon / 100 g Analyse nUtritionnelle 899 Kd""]",[],?,899,3761 kj(899 kcal),"92,07","7,93","0,5","0,5","0,5","0,01","0,004",['Le Comptoir Des Poivres'],,,,['Matières grasses'],7.93 g,en quantité élevée,0.5 g,en faible quantité,0.01 g,en faible quantité,,+12%,+12%,+4%,-65%,+123%,+209%,+182%,-95%,-95%,,,,,,,,92.1 g,en quantité élevée,10,-12%,C,-12%,,,,,,,,,,,,
1852,Bordeaux cuvée des anges 2009 (vin bio) - Château Cajus - 75ml,3760089500446,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,['Château Cajus'],,75ml,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,"['Bouteille', 'Verre']",,,,,,,['France'],,,,
1853,La Croix des Grèves Mt. St-Michel - Brasserie de la Baie - 33cl,3760089570012,,['France'],"['eau', 'orge malté', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Brasserie de la Baie'],['Gluten'],33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,3,Bière blonde Pur Malt non filtrée,,,,,,,,
1854,La Croix des Grèves Mt. St-Michel - Brasserie de la Baie - 33cl,3760089570029,,['France'],"['eau', 'orge malté', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Brasserie de la Baie'],['Gluten'],33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,3,Bière ambrée Pur Malt non filtrée,,,,,,,,
1855,La Croix des Grèves Mt. St-Michel - Brasserie de la Baie - 33cl,3760089570036,,['France'],"['eau', 'orge malté', 'houblon', 'levure', 'hydromel']",[],?,?,,?,,?,,?,,,['Brasserie de la Baie'],['Gluten'],33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières brunes']",,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,3,Bière brune brassée à l'hydromel Pur Malt non filtrée,,,,,,,,
1856,Donuts  nature sucre -,3760089710364,,['France'],[],[],?,440,1841 kj(440 kcal),"25,6",12,46,17,"6,4","0,6","0,24",,,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",12 g,en quantité élevée,17 g,en quantité élevée,0.6 g,en quantité modérée,,+8%,+8%,+12%,+13%,+3%,+1%,+8%,-37%,-37%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,25.6 g,en quantité élevée,20,+3%,E,+3%,,,,,,,,,,,,
1857,Croissants pur beurre - Les 3 Meuniers - 288g (6croissants),3760089710777,['Pur beurre'],['France'],"['Farine ', 'blé', 'blé malté', 'beurre 24,5%', 'eau', 'sucre', 'levure', 'gluten de blé', 'sel', 'poudre de lait entier', ""levain d'épeautre complet déshydraté"", ""extrait de malt d'orge"", 'lactosérum en poudre ', 'lait', 'agent de traitement de la farine ', 'acides ascorbiques', 'enzymes ', 'xylanase', ' ', 'dont blé', 'dorure : œufs frais']",['Non végétalien'],1620,384,,"21,7",,"40,8",,"7,5",,,['Les 3 Meuniers'],"['Œufs', 'Gluten', 'Lait']",288 g (6 croissants),C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,,,,,,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,"['Barquette', 'Plastique']",['E300 - Acide ascorbique'],4,Croissants pur beurre,,['Leclerc'],,,,,,
1858,Bandeaux suisses chocolat - Leclerc - 270g (3pièces de 90g),3760089710807,,['France'],"['Eau', 'farine de BLE', 'BEURRE 12%', 'pépites de chocolat 10% ', 'sucre', 'cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de SOJA', 'sucre', 'amidon modifié', 'levure', 'LACTOSERUM en poudre', 'OEUFS 0', '8%', 'GLUTEN de BLE', 'LAIT entier en poudre', 'sel', 'maltodextrine', 'épaississant : E415', 'arôme naturel', 'émulsifiant : E471', 'agent de traitement de la farine : E300', 'colorant ', "" caroténoides d'origine naturelle"", 'enzymes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,['Leclerc'],"['Œufs', 'Gluten', 'Lait', 'Soja']",270 g (3 pièces de 90 g),,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Bandeaux suisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Plastique']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E160 - Caroténoïdes']",4,,,['Leclerc'],,,,,,
1859,Spiruline Bio Tamil Nadu - 1000 Comprimés - Natésis,3760089780237,"['Bio', 'Bio européen', 'NL-BIO-01']",['France'],[],[],?,290,1213 kj(290 kcal),"7,72","2,65","23,9","3,1","57,47","1,048","0,419",,,,D,"['Compléments alimentaires', 'Spiruline']",2.65 g,en quantité modérée,3.1 g,en faible quantité,1.05 g,en quantité modérée,,+16%,+14%,+111%,+107%,+132%,+345%,+16%,-9%,-9%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,7.72 g,en quantité modérée,4,-18%,C,-18%,,,,,,,,,,,,
1860,Saumon -,3760089880067,,['France'],[],[],?,?,,?,,?,,?,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons']",,,,,,,,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,
1861,"Brochettes de saumon marinées - Leroy - 0,200kg",3760089880104,,['France'],"['SAUMON', 'marinade ', 'eau', 'huile de tournesol', 'épices et plantes aromatiques', 'dextrose', ""vinaigre d'alcool"", ""arôme naturel et extrait d'épices"", 'sel', 'poivron et tomate', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['Leroy'],['Poisson'],"0,200 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Plastique']",,4,,,,,,,,,
1862,Ceviche Saumon - Lerøy,3760089881538,,['France'],"['Saumon cru 47 % ', 'Salmo salar', 'concombre 16%', 'oignon rouge émincé 13 %', 'céleri rave émincé 9 %', '\rSauce céviché 25 g : jus de citron 71 %', ""huile d'olive vierge extra"", 'sel', 'poisson', 'poivron rouge', 'eau', 'sucre', 'jus concentré de carotte', 'vinaigre de riz', 'ail', 'purée de piments ', 'piments', 'sel', 'eau', 'épaississant: gomme xanthane', 'extrait de curcuma', 'extrait de levure', 'paprika', 'gingembre']","['Non végétalien', 'Non végétarien']",?,148,619 kj(148 kcal),10,"1,5","0,7","0,7",13,"0,85","0,34",['Lerøy'],"['Céleri', 'Poisson']",,,"['Plats préparés', 'Plats préparés au poisson', 'Réfrigérés', 'Plats préparés réfrigérés', 'Ceviches']",1.5 g,en quantité modérée,0.7 g,en faible quantité,0.85 g,en quantité modérée,,-19%,-18%,+9%,-47%,-95%,-68%,+74%,-17%,-17%,,,,,,,,10 g,en quantité modérée,-5,-201%,A,-201%,"['Frais', 'Plastique']","['E415 - Gomme xanthane', 'E100 - Curcumine']",4,,,,,,,,,
1863,Poke,3760089881552,,['France'],[],[],?,95,397 kj(95 kcal),"3,7","0,6",10,"1,6","7,1","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Poke,3760089881576,,['France'],[],[],?,125,523 kj(125 kcal),"5,8","0,9",12,"0,7","8,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Crème de caramel à la fleur de sel et au beurre salé AOP,3760090080142,,['France'],[],[],?,488,2042 kj(488 kcal),28,18,58,"41,1",1,"0,48","0,192",,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",18 g,en quantité élevée,41.1 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,+51%,-1%,-13%,-45%,-21%,-21%,,,,,,,,28 g,en quantité élevée,27,+10%,E,+10%,,,,,,,,,,,,
1866,Caramels tendres à la fleur de sel,3760090080166,,['France'],[],[],?,418,1749 kj(418 kcal),"12,5",7,72,"47,4","4,3","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Moutarde aux salicornes,3760090080357,['Sans conservateurs'],['France'],[],[],?,88,368 kj(88 kcal),"4,5",0,"6,5",0,"5,5","1,3","0,52",,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",0 g,en faible quantité,0 g,en faible quantité,1.3 g,en quantité modérée,,-48%,-48%,-58%,-100%,-6%,-100%,-16%,-72%,-72%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,4.5 g,en quantité modérée,3,-74%,C,-74%,,,,,,,,,,,,
1868,velouté de salicornes - Riversaline,3760090080432,,['France'],[],[],?,40,167 kj(40 kcal),"1,9","1,3","4,7","0,1",1,"1,1","0,44",['Riversaline'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Salicornes,3760090080456,,['France'],[],[],?,22,92 kj(22 kcal),0,0,"3,8",0,"1,1","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Coulis de caramel à la fleur de sel,3760090080487,,['France'],[],[],?,488,2042 kj(488 kcal),28,18,58,"41,1",1,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Chocolat noir au caramel,3760090080494,,['France'],[],[],?,559,2339 kj(559 kcal),39,"22,6","44,8","28,9","7,2","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Sel fin,3760090080517,,['France'],[],[],?,?,,?,,?,,?,,,,,,B,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,,,,,
1873,Caramel au beurre salé - Rivesaline,3760090080524,,['France'],"['CARAMEL AU BEURRE SALÉ-Sachet Ingrédienb : sirop de glucose', 'sucre', 'lait concentré sucré', 'beurre ', 'lait', ' frais - AOP Charentes%itou"" ', '10%', 'de lait', 'sel ', '0', '8%', 'fleur de sel de Ille de Ré ', '0,3% Valeur ', 'pour ICOg', ' énergie : kcal/1761 Matières grasse : 12', '9 dont acide gras saturés 7 g', ' Glucide : 72g dont sucres 47,49 Protéine : 4', '?g', ' sel : Peut des fraes de fruits à NO lot : 170900018A A consommerde Poids net préférence avant le par : u MAISON D\'ARMORINE"" France']",['Non végétalien'],?,418,1749 kj(418 kcal),"12,5",7,72,"47,4","4,3","1,08","0,432",['Rivesaline'],"['Lait', 'Aucun']",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",7 g,en quantité élevée,47.4 g,en quantité élevée,1.08 g,en quantité modérée,,+2%,+2%,-9%,-21%,+6%,-6%,+83%,+12%,+12%,,,,,,,,12.5 g,en quantité modérée,25,+1%,E,+1%,,,4,,,,,,,,,
1874,Caramels tendres à la fleur de sel - Rives Aline,3760090080531,,['France'],"['CARAMEL AU BEURRE SALÉ-B0ite bois : sirop de glucose', 'sucre', 'lait concentré sucré', 'beurre ', 'lait', ' frais ""AOP Charentes-Poitou"" ', '10%', 'poudre de laiti sel ', '0', '8%', 'fieur de sel de Ile de Ré ', '0,3%}']",['Non végétalien'],?,418,1749 kj(418 kcal),"12,5",7,72,"47,4","4,3","1,07","0,428",['Rives Aline'],['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
1875,Salicornes en condiments - Rivesaline - 130g nét égoutté,3760090081040,,['France'],"[""salicornes de l'île de Ré"", 'eau', 'vinaigre', ""sel de l'île de Ré""]",[],?,13,54 kj(13 kcal),0,0,"1,9",0,1,"3,7","1,48",['Rivesaline'],,130g nét égoutté,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Salicorne']",0 g,en faible quantité,0 g,en faible quantité,3.7 g,en quantité élevée,,0%,+2%,-100%,-100%,+79%,-100%,+29%,+99%,+99%,59.6%,0.0%,0.0%,12.8%,23.1%,4.5%,93,0 g,en faible quantité,10,+48%,C,+48%,['Bocal en verre'],,3,,,,,,,,,
1876,Sel fin naturel,3760090081736,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Salicornes au Naturel Bio - Rivesaline - 200g net égoutté,3760090081897,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",['France'],"[""salicornes de l'île de Ré"", 'eau', ""sel de l'île de Ré""]",[],?,?,,?,,?,,?,,,['Rivesaline'],,200g net égoutté,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Salicorne']",,,,,,,,,,,,,,,,,59.6%,0.0%,0.0%,12.8%,23.1%,4.5%,93,,,,,,,['Bocal en verre'],,3,,,,,,,,,
1878,Brigantine Ambrée - 33cl,3760090140037,,['France'],[],[],?,?,,?,,?,,?,0,0,['Brigantine'],,33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières ambrées', 'Bières artisanales']",,,,,,,,,,,,,,,-100%,-100%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,"['Bouteille', 'Verre']",,,,['Pornic'],,,,,,,
1879,Oignon Tube jaune - Les Cultures du Sud - 500g,3760090190056,"['Catégorie I', 'Origine France']",['France'],['Oignon'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Les Cultures du Sud'],,500 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,,,,,,,,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,"['Filet plastique', 'Plastique']",,1,Oignons jaunes,"['Loiret', 'France']",,,['France'],"['EMB 45012A', 'Audeville (Loiret, France)']",,,
1880,Bananes chips,3760090190483,,['France'],[],[],?,524,2192 kj(524 kcal),28,25,67,18,2,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",25 g,en quantité élevée,18 g,en quantité élevée,,,,+8%,+8%,+11%,+30%,+11%,-13%,+8%,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,28 g,en quantité élevée,,,,,,,,,,,,,,,,
1881,Raisins sultanines - Les Cultures Du Sud,3760090190650,,['France'],"['e C', 'B€HORADE 05 5e Raisins Sultanines INGRÉDIENT St Raisins secs', 'huile de tournesol et ORIGINE} Iran conservateur ', 'E220', ',']",[],?,301,1259 kj(301 kcal),"0,7","0,1",70,68,"2,7","0,14","0,056",['Les Cultures Du Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,,,,,
1882,Cacahuetes apero,3760090191206,,['France'],[],[],?,592,2477 kj(592 kcal),48,"6,7",15,"3,9",25,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Cacahuètes Pralinées - Les Cultures du Sud - 290g,3760090191213,,['France'],['Cacahuètes et sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,507,2121 kj(507 kcal),26,"4,8",50,36,15,0,0,['Les Cultures du Sud'],['Arachides'],290 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes', 'Cacahuètes sucrées']",4.8 g,en quantité modérée,36 g,en quantité élevée,0 g,en faible quantité,,-15%,-14%,-44%,-34%,+218%,+524%,-38%,-100%,-100%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,26 g,en quantité élevée,2,-67%,B,-67%,"['Pot', 'Plastique']",,3,,,,,['Espagne'],"['EMB 21001106/Z', ""Agencourt (Côte-d'Or, France)""]",,,
1884,Amandes Pralinées,3760090191220,,['France'],[],[],?,570,2385 kj(570 kcal),39,"3,7",37,36,13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Jeunes pousses en fête  - Vert frais - 200g,3760090230349,,['France'],[],[],?,?,,?,,?,,?,,,['Vert frais'],,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,"['EMB 13027Y', 'Châteaurenard (Bouches-du-Rhône, France)']",,,
1886,Confit citron piment - Soleil Réunion,3760090242267,,['France'],[],[],?,?,,?,,?,,?,,,['Soleil Réunion'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Confiture Mangue Miel - Soleil Reunion,3760090243066,"['Sans colorants', 'Sans conservateurs']",['France'],['Mangue mûre miel 6% Préparé avec 53 g de fruits pour 100 g en sucre 47 g pour 100 g Gelifiant : pectine de fruits'],[],?,272,1138 kj(272 kcal),0,0,"66,2",47,0,0,0,['Soleil Reunion'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E440 - Pectines'],4,,,,,,,,,
1888,Confiture papaye combava - Soleil Réunion,3760090243103,,['France'],"['Papaye verte', 'combava', 'sucre', 'gélifiant: pectine', ' préparé avec 53 g de fruits pour 100 Teneur totale en sucre 47 g pour 100 g']",[],?,?,,?,,?,,?,,,['Soleil Réunion'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits tropicaux']",,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,['E440 - Pectines'],4,,,,,,,,,
1889,Saucisson de l'Ardeche,3760090338571,,['France'],[],[],?,101,423 kj(101 kcal),"8,2","3,3","0,4","0,4","6,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Petit bridé d'Ardèche au Saint-Joseph,3760090370755,,['France'],[],[],?,403,1686 kj(403 kcal),"32,8",13,"1,5","0,5","27,3","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
