,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,producer_info,manufacturing,traceability_code,allergens,link,origin_detail,palm_ingredients,brand_owner
1934,"Faisselle chèvre nature - Rians - 400g, 4pots de 100g",3358150003820,B,,"400g, 4 pots de 100 g","['pot plastique', 'opercule plastique', 'Carton', 'Etui en carton']",['Rians'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Faisselles', 'Faisselles-au-lait-de-chevre']",,"['Intermarché', 'Magasins U', 'Auchan']","['France', 'Suisse']","['lait de chèvre pasteurisé', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,5 g,en quantité modérée,3.2 g,en quantité modérée,2.5 g,en faible quantité,0.1 g,en faible quantité,333,-3%,80,-7%,333 kj(80 kcal),-7%,5,-6%,"3,2",-4%,"3,7",-16%,"2,5",-27%,5,+13%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,['France'],,"['Laitières Hugues Triballat', '18220', 'Rians', 'France']",['042305-B'],['Lait'],http://www.rians.com,,,
1935,"Muesli,myrtille,goji et cranberry - Léa Nature - 375g",3456300006605,B,,375g,"['sous vide', 'sachet plastique refermable', 'sachet en plastique à jeter', 'Sachet en plastique']","['Léa Nature', 'Jardin Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté', 'Sans huile de palme', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",,['France'],"['Céréales complètes* en flocons 66% ', 'blé*', 'seigle*', 'avoine*', 'fruits* 30% [raisins secs* 18,5% ', 'raisins*', 'huile de tournesol*', 'dés de figues séchées* 4% ', 'figues*', 'farine de riz*', 'mûres blanches séchées* 2,5%', 'baies de goji séchées* 1,5%', 'cassis lyophilisés* 1,5%', 'framboises lyophilisées* 1%', 'myrtilles lyophilisées* 1%]', ""pétales d'épeautre* 4%"", "" *Produits issus de l'agriculture biologique"", ' Peut contenir des traces de soja', 'fruits à coque et graiņes de sésame']",,[],3,2.8 g,en faible quantité,0.5 g,en faible quantité,20 g,en quantité élevée,0.03 g,en faible quantité,?,,346,-13%,1448 kj(346 kcal),-13%,"2,8",-74%,"0,5",-82%,67,+9%,20,+11%,"8,1",-15%,"0,03",-79%,"0,012",-79%,-2,-158%,A,-158%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,"['Gluten', 'Avoine']",https://www.leanatureboutique.com/fr/jardin-bio/19221-muesli-myrtilles-goji-et-cranberries-30-de-fruits-bio-jardin-bio-3456300006605.html,,,
1936,Les natures Paysannes - Bret's - 250g,3497917000136,A,Chips de pommes de terre Paysanne 250g,250 g,['Sachet'],"[""Bret's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips paysannes', ""Chips de pommes de terre à l'huile de tournesol""]","['Végétarien', 'en:gluten-free', 'Fabriqué en France', 'en:produced-in-bretagne', 'Entrepreneurs + Engagés']",['Magasins U'],['France'],"['Pommes de terre ', 'France', ' ', '64%', 'huile de tournesol ', '35%', 'sel de Guérande ', '1,0%', ',']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,35 g,en quantité élevée,3.2 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,552,+2%,2310 kj(552 kcal),+2%,35,+3%,"3,2",+3%,51,-0%,"0,5",-17%,"6,2",+6%,1,-18%,"0,4",-18%,8,-22%,C,-22%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['France'],,"['Bretagne', 'France']","['EMB 56213D', 'Saint-Gérand (Morbihan, France)']",,http://www.brets.fr/paysannes-brets/,,,
1937,Petits pois carottes - Carrefour - 800g,3560070322787,B,Petits pois extra-fins et carottes à l'étuvée,800 g,"['Boîte', 'Conserve', 'Métal', 'boîte']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve', 'Petits pois et carottes en conserve']","['Cultivé en France', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A']","['Carrefour market', 'Carrefour']",['France'],"['Légumes ', 'carottes 32%', 'petits pois 30%', 'eau', 'sucre', 'sel', ""arôme naturel d'épices""]",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.5 g,en quantité modérée,211,-36%,50,-34%,211 kj(50 kcal),-34%,"0,5",-28%,"0,1",-34%,7,-31%,"3,7",+12%,"2,8",-42%,"0,5",-10%,"0,2",-10%,-5,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,Fabriqué aux Pays-Bas par COROOS Conserven B.V. pour Interdis.,"[""59650 Villeneuve-d'Ascq"", 'Nord', 'Nord-Pas-de-Calais', 'France']","['EMB 59009B', ""Villeneuve-d'Ascq (Nord, France)""]",,,Les petits pois et carottes sont cultivés en France et fabriqués aux Pays-Bas.,,
1938,Tartelettes au chocolat noir bio - Carrefour - 125g,3560070421428,D,Tartelettes Chocolat Noir Bio,125 g,"['Carton', 'sachet plastique']","['Carrefour', 'Carrefour Bio']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Tartes', 'Biscuits', 'Biscuits au chocolat', 'Tartelettes', 'Tartelette au chocolat', 'Biscuits au chocolat noir']","['Bio', 'Bio européen', 'Huile de palme durable', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']",['Carrefour'],['France'],"['Chocolat noir 33% [pâte de cacao*', 'sucre de canne* 41% ', ""soit 13,5% sur l'ensemble du produit"", 'beurre de cacao*', 'émulsifiant : lécithine ', 'soja', ']', 'farine de blé* 32,4%', 'sucre de canne* 13,9%', 'graisse de palme* 13,1%', 'œufs*', 'sirop de sucre inverti*', 'sel', 'poudre à lever : phosphates de calcium et carbonates de sodium', '\r* bio']","['E322i - Lécithine', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,29 g,en quantité élevée,16 g,en quantité élevée,29 g,en quantité élevée,0.34 g,en quantité modérée,?,,520,+8%,2176 kj(520 kcal),+7%,29,+13%,16,+8%,56,+1%,29,-4%,7,+15%,"0,34",-16%,"0,136",-16%,18,-16%,D,-16%,79.8%,13.6%,2.6%,2.6%,1.4%,0.0%,41,"['Agriculture UE / non UE', 'Blé cultivé en France', ""Fèves de cacao d'origines diverses"", 'Sucre de canne du Brésil']",,['France'],"['EMB 26281', 'Romans-sur-Isère (Drôme, France)', 'LES DOUCEURS DE JACQUEMART']","['Œufs', 'Gluten', 'Soja']",,,['Huile de palme'],
1939,Pâte feuilletée - Carrefour Bio - 1,3560070538300,C,Pâte feuilletée végétale,1,['Sachet'],"['Carrefour Bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Carrefour'],['France'],"['Farine de blé', 'margarine végétale ', 'graisse de palme', 'eau', 'huile de tournesol', 'sel', 'jus de citron concentré', 'eau', 'alcool éthylique', 'vinaigre de cidre', 'gluten de blé', 'sucre de canne', 'sel', 'levure désactivée']",['E1510 - Éthanol'],"['Huile de palme', 'Végétalien', 'Végétarien']",4,21 g,en quantité élevée,10 g,en quantité élevée,3.3 g,en faible quantité,1.1 g,en quantité modérée,1602,+0%,384,+1%,1602 kj(384 kcal),+1%,21,-3%,10,-12%,39,+1%,"3,3",+119%,"5,8",-0%,"1,1",+9%,"0,44",+9%,15,-9%,D,-9%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,,['France'],"['EMB 88516A', 'Vittel (Vosges, France)']",['Gluten'],,,['Huile de palme'],
1940,Velouté aux 8 Légumes - Carrefour - 1l,3560070776597,A,"Velouté aux légumes variés (42%), prêt à consommer.",1 l,"['Brique', 'Carton']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']","['Cuisiné en France', 'en:FSC', 'FSC Mix', 'en:fsc-c020428']","['Carrefour Market', 'Carrefour']",['France'],"['Eau', 'carotte 14,1%', 'pomme de terre 14,1%', 'jus de tomate reconstitué 9,7%', 'huile de colza', 'oignon 1,3%', 'amidon modifié', 'poireau 0', '9%', 'potiron 0,7%', 'sucre,_céleri-_rave 0,6%', 'petit pois 0,6%', 'sel', 'beurre concentré', 'poudre de lait écrémé', 'arôme naturel']",['E14XX - Amidons modifiés'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2.1 g,en faible quantité,0.3 g,en faible quantité,1.8 g,en faible quantité,0.64 g,en quantité modérée,182,+14%,44,+13%,182 kj(44 kcal),+12%,"2,1",+36%,"0,3",-50%,"5,1",+7%,"1,8",-3%,"0,6",-30%,"0,64",-1%,"0,256",-1%,1,-25%,B,-25%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,Fabriqué en France par EMB 84092D pour Interdis.,,"['EMB 84092D', 'Pontet (Vaucluse, France)']","['Céleri', 'Lait']",,Ce velouté est cuisiné en France à partir de légumes de diverses origines.,,
1941,Thon ALBACORE Entier - Carrefour - 200g,3560070808731,D,Thon albacore entier au naturel.,200 g,"['Conserve', 'Métal']",['Carrefour'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons tropicaux', 'Thons au naturel', 'Thons albacore']","['Point Vert', 'Naturel', 'Triman']",['Carrefour'],['France'],"['Thon albacore ', 'Thunnus albacares', 'eau', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,2 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,516,+5%,122,-2%,516 kj(122 kcal),+0%,2,-4%,"0,5",-8%,0,-100%,0,-100%,26,+4%,"1,2",+24%,"0,48",+24%,1,+153%,B,+153%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,Fabriqué par Agrément n° MU DVSTF1 et importé par Princes Foods BV pour : Interdis.,['Espagne'],['ES 12.06648/C CE'],"['Poisson', 'Thon albacore']",,Ce produit a été fabriqué à l'île Maurice à partir de thons pêchés dans la zone FAO : voir sur la boîte.,,
1942,Tortellini ricotta épinard - Carrefour - 300g,3560070816828,B,Pâtes fraîches à la farine de blé tendre et à la semoule de blé dur farcies d'une préparation (44%) à la ricotta et aux épinards,300 g,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice', 'Frais']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Tortellini', 'Tortellini ricotta & épinards']","['Labels de distributeurs', 'Experimentation Etiquetage Nutritionnel 2016', 'Qualité Carrefour', 'Fabriqué en France', 'Fabriqué en Italie', 'Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore A', 'Nutriscore A']","['Carrefour', 'Carrefour market']",['France'],"['Farine de blé tendre 31,3%', 'ricotta 14,5% ', 'sérum de lait', 'crème', 'sel', 'semoule de blé dur 13,4%', 'œufs frais 11,2% ', ""soit de farine 140 g d'œufs frais par kg et semoule"", 'épinards 5,5%', 'flocons de pomme de terre ', 'pomme de terre', ""émulsifiant : mono et diglycérides d'acides gras"", 'stabilisant : diphosphates', ""antioxydant : esters d'acides gras de l'acide ascorbique et disulfite de sodium"", 'extraits naturels de curcuma et de paprika', 'chapelure ', 'farine de blé tendre', 'eau', 'sel', 'levure', 'eau', 'huile de tournesol', 'sérum de lait en poudre', 'sel', 'sucre', 'fromage râpé ', 'lait', 'ferments lactiques', 'sel', 'présure', 'arômes naturels ', 'contient lait', 'oignon']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E304 - Acide palmityle-6-L-ascorbique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,8.1 g,en quantité modérée,2.1 g,en quantité modérée,2.9 g,en faible quantité,1.1 g,en quantité modérée,?,,274,+8%,1146 kj(274 kcal),+8%,"8,1",+17%,"2,1",-28%,40,+8%,"2,9",-16%,"9,4",+4%,"1,1",+7%,"0,44",+7%,2,-62%,B,-62%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,['Union européenne'],,['Italie'],"['IT 528/L CE', 'EMB 73065', 'Chambéry (Savoie, France)']","['Œufs', 'Gluten', 'Lait']",,,,
1943,"Muesli floconneux, Raisins, Cranberries, Cerises, Baies de goji - Carrefour Bio - 500g e",3560070967667,B,muesli floconneux aux fruits,500 g e,"['Sachet', 'Plastique']","['Carrefour Bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique']","['Carrefour', 'Carrefour market']",['France'],"[""Flocons d'avoine*"", 'raisins* secs 10% ', 'raisins*', 'huile de tournesol*', 'canneberges* sucrées déshydratées 9% ', 'canneberges* 5,4%', 'concentré de jus de pomme* ', 'huile de tournesol*', 'pétales de blé*', 'cerises* déshydratées 1%', 'baies de goji* déshydratées 1%', 'myrtilles* lyophilisées mûres blanches* déshydratées', "" * Ingrédients issus de l'Agriculture Biologique""]",,[],3,5.6 g,en quantité modérée,1 g,en faible quantité,17 g,en quantité élevée,0.02 g,en faible quantité,?,,358,-10%,1498 kj(358 kcal),-10%,"5,6",-47%,1,-63%,63,+3%,17,-6%,"9,1",-5%,"0,02",-86%,"0,008",-86%,-3,-187%,A,-187%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Europe'],,"['France', 'SAS CERECO']","['EMB 35096B', 'Domagné (Ille-et-Vilaine, France)']","['Gluten', 'Avoine']",https://www.carrefour.fr/r/epicerie-sucree/petit-dejeuner/mueslis-et-avoines,,,
1944,Bûche de chèvre 25% mg - Les Croisés - 200g,3564700057827,C,,200 g,"['Plastique', 'Frais']","['Les Croisés', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages pasteurisés', 'Fromages industriels', 'Sainte-Maure']",,['Leclerc'],['France'],"['Lait de chèvre pasteurisé ', 'origine : France', 'sel', 'ferments ', 'dont lait', 'présure ou coagulant microbien']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,23 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,1157,-10%,?,,1157 kj(277 kcal),-10%,23,-11%,17,-6%,1,-30%,"0,5",-55%,17,-3%,"1,8",+31%,"0,72",+31%,15,+6%,D,+6%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['France'],,,"['FR 79.268.001 CE', 'Saint-Loup-Lamairé (Deux-Sèvres, France)']",,,,,
1945,Pistaches grillées à sec - Tokapi - 300g,3564700397114,D,,300 g,"['Sachet', 'Plastique']","['Tokapi', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Graines', 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Fruits à coque salés', 'Pistaches salées']",['Point Vert'],['Leclerc'],['France'],"['Pistaches 99 %', 'sel 1 %']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,50 g,en quantité élevée,6.5 g,en quantité élevée,9 g,en quantité modérée,0.8 g,en quantité modérée,2531,+0%,?,,2531 kj(605 kcal),+0%,50,+1%,"6,5",-7%,11,-20%,9,+32%,25,+10%,"0,8",-40%,"0,32",-40%,2,-67%,B,-67%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,['Fruits à coque'],,,,
1946,Wrap nature x 6 - Epi d'Or - 330g,3564700816479,,,330 g,,"[""Epi d'Or"", 'Marque Repère']","['Sandwichs', 'Wraps', 'Emballage plastique']",,['Leclerc'],['France'],"['Farine de blé 68 %', 'eau', 'huile de colza', 'stabilisant : glycérol', 'dextrose', 'acidifiant : E296', 'poudre à lever : E500', 'sel', 'extrait de riz', 'conservateur : E282', 'arôme']","['E422 - Glycérol', 'E296 - Acide malique', 'E500 - Carbonates de sodium', 'E282 - Propionate de calcium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,7.3 g,en quantité modérée,0.9 g,en faible quantité,2.6 g,en faible quantité,0.9 g,en quantité modérée,1383,+47%,?,,1383 kj(331 kcal),+44%,"7,3",-19%,"0,9",-60%,55,+112%,"2,6",+7%,"9,4",+8%,"0,9",-22%,"0,36",-22%,0,-100%,B,-100%,,,,,,,,,,['Belgique'],,['Gluten'],,,,
1947,Form' flakes nature - Brin de Jour - 440g,3564700849620,C,,440 g,"['Boîte', 'Carton', 'Sachet', 'Plastique']","['Brin de Jour', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Pétales multicéréales']",['Point Vert'],['Leclerc'],['France'],"['Riz 46 %', 'blé complet 33 %', 'sucre 12 %', 'orge complète 5 %', ""extrait de malt d'orge"", 'sel', '\rTraces de fruits à coque et de lait']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.5 g,en faible quantité,0.6 g,en faible quantité,14 g,en quantité élevée,0.7 g,en quantité modérée,1588,-10%,?,,1588 kj(380 kcal),-9%,"1,5",-88%,"0,6",-82%,79,+26%,14,-21%,"8,2",-15%,"0,7",+204%,"0,28",+204%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,['Gluten'],,,,
1948,Beurre demi-sel 80%mg - Bio Village - 250g,3564707001175,D,Beurre demi-sel issu de l'agriculture biologique,250 g,"['Feuille papier à recycler', 'Frais']","['Bio Village', 'Marque Repère', 'Scamark (Filiale E. Leclerc)']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Frais', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres pasteurisés']","['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'en:lait-francais-french-milk', 'Info-Tri Point Vert']",['Leclerc'],['France'],"['Crème pasteurisée*', 'sel 2%', 'ferments lactiques ', 'dont lait', "" *Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,80 g,en quantité élevée,55 g,en quantité élevée,0.7 g,en faible quantité,2 g,en quantité élevée,2984,-2%,?,,2984 kj(713 kcal),-2%,80,-2%,55,-1%,"0,7",+3%,"0,7",+13%,"0,7",+0%,2,+172%,"0,8",+172%,26,+21%,E,+21%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Agriculture UE'],,"[""Eurial (Filiale Laiterie Coopérative du Pays de Gâtine - LCCT) - Boulevard de l'Industrie - 85170 Bellevigny"", 'Vendée', 'Pays de la Loire', 'France']","['FR 85.019.001 CE', 'Belleville-sur-Vie (Vendée, France)']",['Lait'],"http://www.e-leclerc.com/espace+marque-repere/alimentaire/frais/cremerie-LS/corps-gras-cremes/beurre-demi-sel---250-g,3457",,,
1949,Miel crémeux de fleurs bio - Bio Village - 500g,3564707120838,A,,500 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'A recycler']","['Bio Village', 'Marque Repère']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['Leclerc'],['France'],"[""Mélange de miels originaires et non originaires de l'union européenne issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Monde'],,,,,,,,
1950,La Paëlla de la Mer - Maison Briau - 800g,3571492510003,C,,800 g,"['Frais', 'Atmosphère protectrice', 'Plastique', 'Barquette', 'Film en plastique']",['Maison Briau'],"['Plats préparés', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats préparés frais', 'Plats préparés à réchauffer au micro-ondes', 'Paëllas', 'Paellas-de-la-mer']","['Point Vert', 'Jamais congelé', 'Nutriscore']",,['France'],"['Riz long cuit', 'moules 13,4%', ""colin d'Alaska 10,2% cuit en huile de tournesol "", 'colin', 'oeuf', 'farine de blé', 'huile de tournesol', 'sel', 'poivron rouge', 'persil', 'poivre', ""oignons rissolés à l'huile de tournesol"", ""poivrons rouges rissolés à l'huile de tournesol 8%"", 'encornets 6,3%', 'crevettes 4,5% ', 'crevettes', 'conservateur : disulfite de sodium', 'petits pois 3%', 'huile de tournesol', 'arômes', 'ail réhydraté ', 'eau', 'ail', 'sel 0,4%', ""acidifiant mélange d'épices "", 'dextrose de blé', 'colorants : curcumine et extraits de paprika', 'acidifiant: acide citrique', 'épices', 'piment 0,02%']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine', 'E160c - Extrait de paprika', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",4,6.8 g,en quantité modérée,0.75 g,en faible quantité,0.1 g,en faible quantité,1.03 g,en quantité modérée,?,,152,+8%,636 kj(152 kcal),+8%,"6,8",+45%,"0,75",-29%,16,-2%,"0,1",-91%,8,+11%,"1,03",+13%,"0,412",+13%,0,-100%,B,-100%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,,,"['Lot-et-Garonne', 'France']","['FR 47.091.026 CE', 'Estillac (Lot-et-Garonne, France)']","['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Mollusques', 'Disulﬁte']",,,,
1951,Biscottes tostas aux six céréales - Auchan - 300g,3596710194032,B,,300 g,"['Plastique carton Plastique', 'Papier']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['Produit en braille'],"['Simply Market', 'Auchan']",['France'],"['Céréales 93,2% ', 'contient gluten', ' ', 'farine et son de blé 84,1%', ""farine et flocon d'orge 3,8%"", 'farine de maïs 1,6%', ""flocons d'avoine 1,4%"", 'farine de seigle 1,3%', 'Farine de sarrasin 1%', 'sucre', 'huile végétale  ', 'tournesol', 'levure', 'graines de sésame', 'sel', 'gluten de blé', 'agent de traitement de la farine : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,7.2 g,en quantité modérée,0.9 g,en faible quantité,5.6 g,en quantité modérée,1.58 g,en quantité élevée,?,,404,+3%,1690 kj(404 kcal),+2%,"7,2",+8%,"0,9",-51%,"69,2",+1%,"5,6",-4%,"12,3",+4%,"1,58",+36%,"0,632",+36%,8,+28%,C,+28%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,"['EMB 49246C', 'Ponts-de-Cé (Maine-et-Loire, France)']","['Gluten', 'Graines de sésame']",,,,
1952,Crousty chocolat noir et noisettes - Auchan - 450g,3596710446568,A,,450 g,['Carton'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,['Auchan'],"['France', 'Espagne']","[""Flocons d'avoine "", 'contient gluten', ' 41%', 'sucre', ""farine d'avoine "", 'contient gluten', ' 11%', 'chocolat noir 11% [masse de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', ']', 'huile de colza', 'riz croustillant 5% [farine de riz', 'sucre', ""extrait de malt d'orge "", 'contient gluten', ']', 'noisettes ', 'fruits à coque', ' 3%', 'noix de coco desséchée', 'arôme naturel']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,18 g,en quantité modérée,4.7 g,en quantité modérée,20 g,en quantité élevée,0.03 g,en faible quantité,?,,459,+4%,1920 kj(459 kcal),+4%,18,+13%,"4,7",-9%,64,+4%,20,+5%,"8,2",-12%,"0,03",-88%,"0,012",-88%,8,-12%,C,-12%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,"['Gluten', 'Fruits à coque', 'Avoine', 'Soja']",,,,
