,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,link,traceability_code,brand_owner,palm_ingredients,producer_info,origin_detail
849,Paul's Quinoa - Precuit - 200g,8718885740400,,200 g,"['Sachet', 'Plastique']",['Precuit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'NL-BIO-01']",['France'],['Quinoa précuit bio'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,355,+8%,1485 kj(355 kcal),+8%,5,-7%,0,-100%,62,+12%,0,-100%,"10,1",-14%,"0,1",-39%,"0,04",-39%,-6,,A,,B,"['Carrefour', 'Magasins U']",80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,"['Bolivie', 'Pérou']",['Pays-Bas'],https://www.paulsquinoa.fr/quinoa-produits/les-graines-paul%E2%80%99s-quinoa,,,,,
850,Coco Frost Cacao - Abbot Kinney's,8719189236897,Glace végétale au cacao à base de lait de coco,,,"[""Abbot Kinney's""]",,"['Bio', 'en:bio']",['France'],"['lait de coco* 70%/ sucre de fleur de coco* t cacao* 3%', 'stabilisateurs ', 'gomme de caroube* r gomme de guar*', 'émulsifiant ', ""lécithine de ferments de yaourts* * / * = d'originebio/ogique""]",,[],4,,,,,,,,,?,,218,,912 kj(218 kcal),,"13,6",,12,,22,,"20,3",,"1,8",,"0,07",,"0,028",,,,,,,,,,,,,,,"['E410 - Gomme de caroube', 'E322i - Lécithine']",,,https://abbotkinneys.com/fr/vegan-ice-creams/coco-frost-cocoa,,,,,
851,Fresh Dates -,8719322000132,,,,,,,['France'],[],,[],,,,,,,,,,?,,263,,1100 kj(263 kcal),,"0,3",,"0,1",,"51,5",,"51,5",,"1,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
852,Organic menthol mints,8719326033617,,,,,,,['France'],[],,[],,,,,,,,,,?,,397,,1661 kj(397 kcal),,1,,"0,9",,"95,6",,"95,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
853,Plenny Shake Active V3.0 - Joylent,8719327004913,,,,"['Joylent', 'Jimmy Joy']",,,['France'],[],,[],,,,,,,,,,?,,419,,1753 kj(419 kcal),,16,,"2,4",,37,,"3,5",,28,,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,,,,,
854,Glace caramel au beurre salé - Glace De La Ferme,8719638270014,,,,['Glace De La Ferme'],,,['France'],"['LAIT entier', ""jaune d'OEUF"", 'CRÈME', 'sucre de canne', 'dextrose', 'BEURRE ', 'CRÈME pasteurisée', 'ferr?nts LACTIQUES', '2% sel', 'fructose', 'sirop de glucose', 'poudre de LAIT écrérné', '2% caramel ', 'sucre', 'sirop de glucose', 'CRÈME', 'BEURRE', 'arôrne naturel', 'fleur de sel', 'gornr? de caroube', 'sel']","['Œufs', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,249,,1042 kj(249 kcal),,"14,1",,"8,3",,"26,3",,"23,4",,"4,6",,"0,875",,"0,35",,,,,,,,,,,,,,,,,,,,,,,
855,Royal Club Bitter Lemon,87156249,,,,['Royal club'],['Boissons'],,['France'],['Voedingswaarde per / Nutritional value per /'],,[],,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,?,,47,-16%,197 kj(47 kcal),-18%,0,-100%,0,-100%,11,-3%,11,+17%,0,-100%,0,-100%,0,-100%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,
856,Penotti Duo Penotti,87172362,,,,['Penotti'],,"['Sans colorants', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,,568,,2377 kj(568 kcal),,36,,"9,3",,58,,56,,"2,7",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
857,Choux Rouge - Hak - 700g,8720600091100,,700g,"['Glas/Gläser', 'Glas']",['Hak'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Choux cabus', 'Chou rouge']",,"['France', 'Allemagne']","['Choux rouge', 'eau', 'sucre', 'vinaigre naturel', 'amidon sel']",,[],,0 g,en faible quantité,0 g,en faible quantité,6.5 g,en quantité modérée,0.4 g,en quantité modérée,?,,38,-36%,159 kj(38 kcal),-35%,0,-100%,0,-100%,"7,6",-8%,"6,5",-9%,"0,7",-38%,"0,4",-41%,"0,16",-41%,-4,,A,,B,,59.0%,0.0%,0.0%,14.5%,17.3%,9.2%,96,,,,,,,,,
858,Maille Moutarde Aneth et Citron Vert - 100ml,8722700057932,Mail mt aneth&citron 100ml,100 ml,['Bocal'],['Maille'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],"['Eau', 'graines de MOUTARDE', 'vin blanc 14% ', 'dont SULFITES', 'aneth 10%', 'sel', 'citron vert 3%', 'farine de MOUTARDE', 'jus de citron concentré', 'arômes', 'acidifiant : acide citrique', 'conservateur : E224 ', 'SULFITES']","['Moutarde', 'Anhydride sulfureux et sulfites']",['Sans huile de palme'],4,10 g,en quantité modérée,0.6 g,en faible quantité,0.5 g,en faible quantité,5.3 g,en quantité élevée,570,-18%,140,-18%,570 kj(140 kcal),-20%,10,-7%,"0,6",-27%,7,+1%,"0,5",-87%,7,+7%,"5,3",+13%,"2,12",+13%,11,-5%,D,-5%,B,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,
859,Magnum Bomboniera Classic,8722700072508,,,,['Magnum'],,,['France'],[],,[],,,,,,,,,,?,,338,,1414 kj(338 kcal),,21,,15,,33,,32,,"4,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
860,Tomato Ketchup - Calvé - 1,8722700471110,Salsa,1,"['Plastica', 'Piece']",['Calvé'],['it:Pomodoro'],"['Bio', 'en:gluten-free', 'Sans conservateurs']","['France', 'Italie']","[""70%semi concentrato di pomodoro,zucchero,aceto d'alcole,sale,succo di limone da concentrato,fibra d'agrumi,estratto di lievito,spezie""]",,[],3,0.5 g,en faible quantité,0.12 g,en faible quantité,21 g,en quantité élevée,1.98 g,en quantité élevée,?,,420,,1757 kj(420 kcal),,"0,5",,"0,12",,22,,21,,"1,5",,"1,975",,"0,79",,17,,D,,,"['MD discount', 'Conad.']",,,,,,,,,"['it:Lazio', 'it:Roma']",,http://www.calve.it,,,,,
861,Yogonaise - Effi,8722700616993,,,,"['Effi', 'Becel', 'Unilever']",,,"['Belgique', 'France']","['Eau', 'huile de colza 25%', 'LAITfermenté traité thermiquement 15%', 'vinaigre aux herbes ', 'vinaigre', ""extrait d'herbes"", 'sucre', 'amidon de maïs modifié', 'sirop de ', 'de poules élévées en plein air', ' 22%', 'sel', 'moutarde ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'épices arômes', 'conservateur: acide setbique', 'épaississant gomme xanthane', 'acidifiant', ' Citrique', 'antioxygène: E385']",['Moutarde'],[],4,,,,,,,,,?,,288,,1205 kj(288 kcal),,26,,"2,3",,12,,"9,2",,1,,"1,8",,"0,72",,,,,,,['Delhaize'],,,,,,,,"['E415 - Gomme xanthane', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,['Pays-Bas'],,,,,,
862,"Mentos Mini Rainbow - 10,5g",8723400763390,,"10,5 g",,['Mentos'],['de:Süß'],,['France'],[],,[],,1.7 g,en faible quantité,1.7 g,en quantité modérée,71 g,en quantité élevée,0.1 g,en faible quantité,?,,389,,1628 kj(389 kcal),,"1,7",,"1,7",,92,,71,,"0,1",,"0,1",,"0,04",,15,,D,,,,,,,,,,,,,,,,,,,
863,Gerlinea saveur vanille caramel - 3,8723700020544,,3,,['Gerlinea'],,,"['Belgique', 'France']",[],,[],,,,,,,,,,?,,99,,414 kj(99 kcal),,"2,6",,"0,3",,12,,"8,6",,"6,4",,"0,25",,"0,1",,,,,,,['Delhaize'],,,,,,,,,,,,,,,,
864,Kokosmilch - Wind Mill - 400ml,8728200404511,,400ml,['Can'],['Wind Mill'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,"['Autriche', 'France']","['wasser', 'kokos', 'citronensäure']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,14 g,en quantité élevée,13 g,en quantité élevée,1.9 g,en faible quantité,0.06 g,en faible quantité,?,,142,-10%,594 kj(142 kcal),-9%,14,-10%,13,-4%,2,-28%,"1,9",+13%,"1,3",+2%,"0,06",-18%,"0,024",-18%,11,+16%,D,+16%,B,,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,['E330 - Acide citrique'],,,,,,,,
865,Sauce Soja - Sempio - 930ml,8801005105200,,930 ml,"['Bouteille', 'Plastique']",['Sempio'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,['France'],"['Eau', 'Soja', 'sel', 'sirop de maïs', 'alcool', 'farine de blé', 'benzoate de sodium', 'extrait de levure', 'sucralose']","['Gluten', 'Soja']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,13.6 g,en quantité élevée,"167,2",-64%,40,-64%,"167,2 kj(40 kcal)",-63%,0,-100%,0,-100%,5,-72%,5,-60%,6,-6%,"13,6",+13%,"5,44",+13%,11,-2%,D,-2%,B,['Paris Store'],21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",,['Corée du Sud'],,,,,,
866,Pâte de soja Doenjang - Sempio - 460g,8801005149822,,460 g,['Plastique'],['Sempio'],['Pâtes de soja'],,['France'],"['Eau', 'soja', 'sel', 'farine de blé', 'alcool']","['Gluten', 'Soja']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,2 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,11 g,en quantité élevée,590,,140,,590 kj(140 kcal),,2,,0,,19,,6,,14,,11,,"4,4",,12,,D,,,,,,,,,,,,,['Corée du Sud'],,,,,,
867,Shindangdong Topokki Sauce - Sempio,8801005931519,,,,['Sempio'],,,['France'],[],,[],,,,,,,,,,?,,166,,695 kj(166 kcal),,1,,0,,35,,24,,4,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,
868,CJ Haechandle Seasoned Soybean Paste (ssamjang) - 500g,8801007052854,Gewürzte Soja Paste,500g,['Dose'],['Haechandle'],"['Epicerie', 'Condiments', 'Assaisonnements']",,"['France', 'Allemagne', 'Hong Kong']","['Sojabohnenpaste 56% ', 'Wasser', 'Sojabohnen 26,6%', 'Weizenmehl', 'Salz', 'Weizen', 'Koji ', 'Weizen', 'Stärkesirup', 'Weizenmehl', 'Wasser', 'Paprika Seasoning ', 'Paprika', 'Wasser', 'Zwiebel', 'Salz', 'Sesam', 'Knoblauch', 'Zucker', 'Kochreiswein', 'Zwiebel püriert', 'Salz', 'Weizen', 'Chilipulver', 'Knoblauch-Extrakt', 'Shiitake-Extrakt', 'gerösteter Sesam', 'Chilipaste', 'Sojabohnenpulver 0,2%', 'entfettetes Sojabohnenpulver 0,2%', 'Koji ', 'Weizen']","['Gluten', 'Graines de sésame', 'Soja']",[],3,0.7 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,7.1 g,en quantité élevée,785,-23%,187,-8%,785 kj(187 kcal),-13%,"0,7",-92%,"0,1",-92%,37,+75%,12,+28%,"9,1",+117%,"7,1",-25%,"2,84",-25%,11,-1%,D,-1%,,['Nanuko'],,,,,,,,,,,,,,,,
869,Chips d'Algues - Bibigo,8801007556543,,,,['Bibigo'],,,['France'],[],,[],,,,,,,,,,?,,427,,1787 kj(427 kcal),,"1,1",,"1,1",,77,,"4,6",,"5,3",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,
870,Shrimp Flavoured Cracker Hot & Spicy - NONGSHIM,8801043001786,,,,['NONGSHIM'],,,['France'],"['Farine de huile de fécule de maïs', 'huile de palme', 'sucre', 'épaississant E1404', 'sel', 'Assaisonnement au kimchi ', 'chou', 'piment rouge', 'ail', 'sel', 'piment rouge', 'glucose', 'extraitde levu onon', 'farine de u dégraissée', 'amidon de Informations sur les allergènes : Fabriqué dans un atelier qui utilise aussi : Œufs', 'arachides et lait']",,['Huile de palme'],4,,,,,,,,,?,,510,,2134 kj(510 kcal),,25,,8,,65,,4,,6,,"0,58",,"0,232",,,,,,,,,,,,,,,['E1404 - Amidon oxydé'],,,,,,['Huile de palme'],,
871,Seafood Ramyun - nongshim,8801043157766,,,,['Nongshim'],,['Entrepreneurs + Engagés'],['France'],"['noadles : flour ', 'usa', 'cotato starch', 'palm oij', 'seasonim ', 'ta sajü', 'reguutor: e501', 'e339', 'e5u tupherd liquid : e3œ', ': e322 ', 'contains green ta extract tu : soup povder : seasoning rattodenm hydr$tzed protü', ' e', 'sal', 'pepper', 'maltmeftin', 'rte bran 011', 'peppr', 'enharxs : e627', 'eni', 'gli,nose', ': 651', 'nutto,ftin', 'colour : elü', ': ego', ': arrot', 'ake ', ""ulh± pouto gr*' onm kelp"", 'mtshroon']",,[],4,,,,,,,,,?,,418,,1749 kj(418 kcal),,13,,"6,4",,67,,3,,"8,3",,"4,2",,"1,68",,,,,,,,,,,,,,,"['E501 - Carbonates de potassium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', 'E627 - Guanylate disodique']",,,,,,,,
872,Kimchi ramen,8801052043661,,,,,,,['France'],[],,[],,,,,,,,,,?,,319,,1335 kj(319 kcal),,"11,8",,"4,9",,"47,2",,"2,4",,"6,1",,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,
873,Chung Jung One Soybean Paste - Sunchang - 500g,8801052436012,Pâte de soja,500 g,"['boîte', 'Plastique', 'Dose']","['Sunchang', 'Daesang']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Assaisonnements', 'Pâtes de soja']",,"['Canada', 'France', 'Allemagne']","['Soja', 'eau', 'sel', 'graines de soja fermentées', 'vin de riz']","['Gluten', 'Soja']",[],3,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,4.42 g,en quantité élevée,"627,2",-39%,205,+0%,"627,2 kj(205 kcal)",-31%,0,-100%,0,-100%,45,+112%,20,+113%,5,+19%,"4,425",-53%,"1,77",-53%,15,+35%,D,+35%,,['Nanuko'],,,,,,,,,,"['Corée du Sud', 'Corée', 'Südkorea']",,,,,,
874,Marinade Porc Bulgogi - Daesang,8801052730684,,,,['Daesang'],"['Epicerie', 'Sauces']",,"['France', 'Espagne']","[""' Weerl CKMxk E621"", ' ', 'kru&rs ', 'E21', ' s']",,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,23.9 g,en quantité élevée,5.6 g,en quantité élevée,?,,164.1,-31%,687 kj(164 kcal),-30%,"0,3",-98%,"0,1",-95%,"36,5",+268%,"23,9",+270%,"3,8",+41%,"5,6",+131%,"2,24",+131%,17,+47%,D,+47%,,,,,,,,,,,,,,,,,,
875,"Aloe Vera Pomegranate, Granatapfel - Lotte",8801056052447,,,,['Lotte'],,,['France'],[],,[],,,,,,,,,,?,,37,,155 kj(37 kcal),,0,,0,,"9,2",,"9,1",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
876,Milkis - Lotte,8801056154011,,,,['Lotte'],,,['France'],[],,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,0,,0,,12,,12,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
877,Lotte Pepero Nude,8801062267699,,,,['Lotte'],,,['France'],"['Sugar', 'Wheat flour', 'Shortening', 'Palm oil', 'Lecithin', 'Tocopherol', 'Canola oil', 'Modified milk powder', 'Cocoa mass', 'Corn starch', 'Vegetable Fat ', 'palm oil', 'tocopherol', 'lecithin', 'glycerin esters of fatty acids', 'Sweetened condensed milk', 'Fructose', 'Malt extract Salt', 'Artificial flavor ', 'Vanilla', 'Vanillin', 'Sodium bicarbonate', 'Sodium hydroxide solution', 'Emulsifier ', 'Lecithin', 'Rice oil', 'Sugar seasoning powder']",['Gluten'],"['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,536,,2243 kj(536 kcal),,30,,18,,64,,34,,6,,"0,2",,"0,08",,,,,,,,,,,,,,,"['E322i - Lécithine', 'E306 - Extrait riche en tocophérols', 'E570 - Acide stéarique', 'E500ii - Carbonate acide de sodium']",,,,,,,,
878,Samlip Sanuki Udon 3 Packs Seafood,8801068363531,,,,,,,['France'],[],,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,"0,93",,"0,47",,"29,9",,"0,93",,"4,7",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
879,Nouilles Saveur Poulet Oignons,8801073101586,,,,,,,['France'],[],,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,2,,0,,72,,2,,10,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,,
880,Ottogi Jujube Tea - 500g,8802783620084,,500 g,,['Ottogi'],"['Boissons', 'Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Boissons sans alcool', 'Préparations à base de miel', 'Boissons avec sucre ajouté']",,['France'],"['Fructose', 'Eau', 'Sucre', 'Isomalto-Oligosaccharides', 'Jujube 5%', 'Miel 5%', 'Concentré de jujube 2,94%', 'Épaississant ', 'E466', 'E407', 'E415', 'Acidifiants ', 'E327', 'E330']",,['Non végétalien'],4,0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,?,,250,-22%,1046 kj(250 kcal),-23%,0,-100%,0,-100%,60,-25%,50,-32%,0,-100%,0,-100%,0,-100%,20,+48%,E,+48%,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E327 - Lactate de calcium', 'E330 - Acide citrique']",,,,,,,,
881,Chips d'algues - Sel de Mer - Maison de Corée,8805957018885,,,,['Maison de Corée'],"['Snacks', 'Snacks salés']",,['France'],"['Algues 65%', ""huile d'olive"", 'sel de mer 2%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,40 g,en quantité élevée,5.4 g,en quantité élevée,0 g,en faible quantité,3.3 g,en quantité élevée,2268,+16%,540,+17%,2268 kj(540 kcal),+18%,40,+65%,"5,4",+28%,"9,4",-80%,0,-100%,27,+217%,"3,3",+114%,"1,32",+114%,11,-10%,D,-10%,,['Carrefour Market'],,,,,,,,,,,,,,,,
882,Yopokki Korean,8809054409652,,,,,,,['France'],[],,[],,,,,,,,,,?,,229,,958 kj(229 kcal),,0,,0,,"54,3",,"4,3",,"4,3",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
883,Nudeln Aus Süßkartoffeln - Hosaku - 500G - Hosan,8809455630150,,,,['Hosan'],,,['France'],"[' LHge : 500 g ', '1 ,']",,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"1,5",,0,,70,,70,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
884,YuzuMarmeladeTea - Asian food service,8809455630198,,,,['Asian food service'],,,['France'],"['Yuzu 50%', 'sucre', 'eau', 'miel 5%', 'gélifiant : carboxyméthylcellulose', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']",,['Non végétalien'],4,,,,,,,,,?,,240,,1004 kj(240 kcal),,0,,0,,60,,50,,0,,"0,2",,"0,08",,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,
885,Riz parfumé jasmin du Cambodge,8847100380357,,,,,,,['France'],[],,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,8",,"0,3",,78,,0,,"7,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
886,Assaisonnement Cinq épices Pae Lo -,8850030111922,,,,,"['Epicerie', 'Condiments']",['Sans conservateurs'],"['France', 'Royaume-Uni']","['อบเชย 44', '8% ลูกผักชี 30% ใบกระวาน 14', '4% โป๊ยกัก 9', '2% ออลสไปส์ 1', '6%']",,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Preparation Poulet Roti Lobo,8850030112219,,,,,,,['France'],[],,[],,,,,,,,,,?,,283,,1184 kj(283 kcal),,"2,9",,"0,8",,"59,1",,"47,9",,"5,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
888,Khao-s Wasabi Beans - Khao Shong,8850043324647,,,,['Khao Shong'],,,"['Australie', 'France']","['eaS', ' SHONe WASABI COATED GREEN PEAS SHONGi EÜSEN MIT MEERRETTICH-AROMA Etbsen', 'Klebrelsmehl', 'Palmôl', 'Sonnenblumonôl', 'Zucker', 'Salz', 'E102 a E133 INHAUt1CONrENU: SIEHE AUFDRUCK \\ IN THAILAND BIS: SIEHE BEST BEFORE ! A•Chau Tradlng AG']",,[],4,,,,,,,,,?,,446,,1866 kj(446 kcal),,"7,5",,"2,8",,78,,17,,17,,"0,25",,"0,1",,,,,,,['Woolworths'],,,,,,,,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,,,
889,Rice Vermicelli (bihoon) - Wai Wai - 500g,8850100004833,,500 g,['Tüte'],['Wai Wai'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,"['France', 'Allemagne']","['Reis ', '90%', 'Wasser ', '10%']",,[],,0.9 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,1577,+29%,365,+9%,1577 kj(365 kcal),+13%,"0,9",+40%,"0,4",+56%,84,+22%,0,-100%,"7,5",+54%,"0,03",-90%,"0,012",-90%,-1,-151%,A,-151%,,,,,,,,,,,,,,,,,,
890,Waiwai Braune Reisnudeln - Wai wai - 500g,8850100004840,,500 g,"['Plasic', 'Bag']",['Wai wai'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,['France'],['Average quantity /'],,[],,0.8 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,372,+11%,1556 kj(372 kcal),+12%,"0,8",+25%,"0,3",+17%,"84,2",+22%,0,-100%,"6,8",+39%,0,-100%,0,-100%,-1,-151%,A,-151%,,,,,,,,,,,,['Thailand'],,,,,,
891,Palo Duck Flavour Instant Noodles - wai wai,8850100005540,,,,['wai wai'],,,['France'],[],,[],,,,,,,,,,?,,470,,1966 kj(470 kcal),,22,,"9,9",,59,,"6,7",,"8,6",,"7,8",,"3,12",,,,,,,,,,,,,,,,,,,,,,,
892,Nescafé Red Cup Instant Coffee Jar Size 200 G.,8850128030029,,,,['Nescafe'],,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,0,,0,,50,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
893,Bento Crispy Squid Sweet &Spicy Flavor Size 28 G. - 40g,8850157400107,,40 g,['Packed'],"['Bento', 'เบนโตะ']",['en:Fish snack'],,"['France', 'Thaïlande']","['• 6 ', 'Thai m', ' Iquânq-tnn-nuioatnl%ànuïua: 2000 filaunao', ' 2', '000 filaunaoi Values ze a 2', '000 Y01', 'r daily valux may be or bw« your']",,[],,0 g,en faible quantité,0 g,en faible quantité,125 g,en quantité élevée,10.4 g,en quantité élevée,?,,1500,,6280 kj(1500 kcal),,0,,0,,275,,125,,125,,"10,4",,"4,18",,30,,E,,,,,,,,,,,,,,,,,,,
894,Chilli Sauce - Healthy Boy Brand - 700ml,8850206112029,,700ml,['Bottle'],['Healthy Boy Brand'],['en:Savoury sauce'],,"['France', 'Royaume-Uni']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Any'],,,,,,,,,,['Thailand'],,"['GMP', 'HACCP', 'ISO 9001']",,,,
895,Sojabohnen Paste Healthy Boy Thailand,8850206160020,,,,,,,['France'],[],,[],,,,,,,,,,?,,138,,577 kj(138 kcal),,"3,1",,1,,"17,4",,"9,5",,"10,1",,"15,3",,"6,12",,,,,,,,,,,,,,,,,,,,,,,
896,Mogu Mogu Coconut Flavored Drink - Sappè - 320ml,8850389106273,,320 ml,,['Sappè'],['Boissons'],,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0.175 g,en quantité modérée,?,,140,+150%,586 kj(140 kcal),+143%,0,-100%,0,-100%,36,+219%,35,+271%,0,-100%,"0,175",+322%,"0,07",+322%,20,+161%,E,+161%,,,,,,,,,,,,,,,,,,
897,Satay Sauce - Thai Héritage,8850781701502,,,,['Thai Héritage'],"['Epicerie', 'Sauces']",,['France'],"['eau', 'Arachides ', '21%', 'Lait de coco', 'Sucre', 'Huile de soja', 'citronnelle', 'ail', 'Oignon', 'Piment rouge', 'Sel', 'Épices', 'Galanga', ""correcteur d'acidité: acide citrique "", 'E330', 'Citron kaffir', 'Épaississant : gomme de xanthane ', 'E415']","['Arachides', 'Soja']",[],4,20.9 g,en quantité élevée,3.9 g,en quantité modérée,14 g,en quantité élevée,0.3 g,en quantité modérée,?,,298,+25%,1247 kj(298 kcal),+26%,"20,9",+15%,"3,9",+81%,"20,3",+105%,14,+117%,"7,4",+175%,"0,3",-88%,"0,12",-88%,6,-48%,C,-48%,,,,,,,,,,"['E330 - Acide citrique', 'E415 - Gomme xanthane']",,,,,,,,
