,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
76,barre de sang -,0154853480714,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour paellas', 'Riz à grain court', 'Riz Bomba']",,,,['France'],['hfhdhdjsjdjcjsjdjf sodium'],[],,?,,?,,?,,?,,?,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Aiguillette dinde Mexican chili - Maître Coq,0215637022305,,,,['Maître Coq'],,,,,['France'],[],[],,?,,108,,"1,2",,"2,4",,22,,,,,,,,,452 kj(108 kcal),"0,4","1,3","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,
78,Donuts,0261764015741,B,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,['France'],[],[],,?,,346,-15%,16,-30%,46,+3%,"4,1",-31%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1448 kj(346 kcal),"9,3",18,"0,83","0,332",['Fabriqué en France'],16 g,en quantité modérée,9.3 g,en quantité élevée,18 g,en quantité élevée,0.83 g,en quantité modérée,-15%,-12%,+7%,-13%,-13%,19,-3%,E,-3%,,,,,,,
79,Yaourt à l'abricot - Mezerac,3760150420208,C,,,['Mezerac'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', ""Yaourts à l'abricot""]",,,,['France'],[],[],,?,,94,-6%,2,-36%,14,0%,4,+15%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,393 kj(94 kcal),2,14,"0,1","0,04",,2 g,en faible quantité,2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,-6%,+2%,+8%,-12%,-12%,3,-4%,C,-4%,,,,,,,
80,"Filets de poulet fermier - Carrefour Bio - 0,303kg",0287567052486,C,"0,303 kg",,['Carrefour Bio'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,['Carrefour'],['France'],[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,"['FR 85.223.001 CE', 'Sainte-Hermine (Vendée, France)']",,,,,,
81,Le Pastignac de canard à l'ail des ours - Clos Saint Sozy,3443705453745,,,,['Clos Saint Sozy'],,,,,['France'],[],[],,?,,40,,40,,4,,0,,,,,,,,,167 kj(40 kcal),40,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,
82,Filet de saumon élevé en écosse - poisson sauvage - 484g,2869653082263,,484g,['sous vide'],['poisson sauvage'],,,['emballé par GFM'],,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",,,,,,
83,Beignets au calamar - Morue france - 1kilo,3760056560954,,1 kilo,,['Morue france'],"['Snacks', 'Snacks salés', 'Beignets salés']",,,,['France'],[],[],,?,,266,+16%,"12,7",+37%,"32,3",+28%,"5,6",-18%,,,,,,,,1113 kj(266 kcal),"1,3","1,6","1,76","0,704",,12.7 g,en quantité modérée,1.3 g,en faible quantité,1.6 g,en faible quantité,1.76 g,en quantité élevée,+18%,+4%,-54%,+18%,+18%,11,+61%,D,+61%,,,,,,,
84,rebelle - 230g,3760262730103,C,230 g,['pot en verre'],"['Rebelle', 'Monoprix']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine']",,['romainville 93'],['Monoprix'],['France'],['clémentine 65%\rsucre\rjus de citron 231'],[],,?,,231,-2%,"0,1",-68%,57,-1%,"0,5",+7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,967 kj(231 kcal),0,40,0,0,,0.1 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,-2%,-100%,-26%,-100%,-100%,8,-24%,C,-24%,,,,,,,
85,Soft figs,3417511819668,,,,,,,,,['France'],[],[],,?,,267,,"0,69",,"60,8",,"6,13",,,,,,,,,1117 kj(267 kcal),"0,29","13,4","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,
86,Carnivor Mass (2.5 KG) Musclemeds Parfum Vanille,0891597002658,,,,,,,,,['France'],[],[],,?,,360,,1,,"62,5",,25,,,,,,,,,1506 kj(360 kcal),"0,75",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
87,Preparation pain de campagne - Delhaize - 1kg,5400113585404,,1 kg,,['Delhaize'],,,,['Delhaize'],"['Belgique', 'France']",[],[],,?,,330,,"1,6",,66,,"10,2",,,,,,,,,1381 kj(330 kcal),"0,1",2,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
88,Petit pois,3574310209158,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",,,,['France'],[],[],,?,,91,+20%,"0,9",+30%,"11,9",+18%,"5,6",+16%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,381 kj(91 kcal),"0,2","4,1","0,67","0,268","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.9 g,en faible quantité,0.2 g,en faible quantité,4.1 g,en faible quantité,0.67 g,en quantité modérée,+19%,+32%,+24%,+21%,+21%,-5,,A,,,,,,,,
89,14673603,14673603,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
90,Noix macadamia grillée salée vrac,2600415026305,,,['Vrac'],,,,,,['France'],"['NOIX DE MACADAMIA', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,804,,"79,3",,"9,3",,"9,3",,,,,,,,,3364 kj(804 kcal),"12,8","4,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,
91,Cookies noix de pécan - Le moulin du pivert,70490923,C,,,['Le moulin du pivert'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,,['France'],"['Farine de blé T65*', 'pépites de chocolat* 20,7% ', 'sucre*', 'pâte de cacao*', 'beurre de cacao*', 'extrait de vanille en poudre*', 'sucre de canne non raffiné*', 'huile de tournesol*', 'noix de pécan* 4%', 'sirop de blé*', 'beurre de cacao*', 'noisettes*', 'caramel*', ""poudres à lever : bicarbonate de sodium et d'ammonium"", 'sel de mer', 'jus de citron concentré*', ' Peut contenir des traces de lait', 'soja', 'sésame et autres fruits à coques', ' Souligné : ingrédients issus du commerce équitable', "" *Ingrédients issus de l'agriculture biologique"", ' Certifié par : ECOCERT FR-BIO-01 Produit en France']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,439,-11%,22,-6%,52,-17%,"7,1",+8%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,1837 kj(439 kcal),"7,3",26,"0,72","0,288","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01', 'en:palm-oil-free']",22 g,en quantité élevée,7.3 g,en quantité élevée,26 g,en quantité élevée,0.72 g,en quantité modérée,-11%,-38%,-20%,+30%,+30%,20,-7%,E,-7%,,,['Fruits à coque'],"['E500ii - Carbonate acide de sodium', ""E503i - Carbonate d'ammonium""]",,,
92,Seitan Gourmet -,2550108002676,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Substituts de viande', 'Seitan']",,,,['France'],[],[],,?,,109,-34%,"1,5",-71%,6,-25%,18,-9%,,,,,,,,456 kj(109 kcal),"0,2","0,4",1,"0,4","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.5 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,1 g,en quantité modérée,-34%,-71%,-63%,-10%,-10%,0,-100%,B,-100%,,,,,,,
93,Roti porc cuit,0208511019614,,,,,,,,,['France'],[],[],,?,,108,,"1,9",,"0,8",,22,,,,,,,,,452 kj(108 kcal),"0,8","0,8","2,2","0,88","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,
94,SAUCISSE DE MONTBELIARD,2866862028860,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Montbéliard']",,,,['France'],[],[],,?,,361,+10%,27,-4%,1,+15%,17,+5%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,1510 kj(361 kcal),"9,9","0,8","2,3","0,92",['Sans lactose'],27 g,en quantité élevée,9.9 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,+10%,-12%,+14%,+5%,+5%,23,+3%,E,+3%,"['FR 25.240.005 CE', 'Fins (Doubs, France)']",,,,,,
95,After meal - Nestlé,7613035412736,,,,['Nestlé'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Roudor - StMichel,56436433,,,,['StMichel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,['France'],,['France'],[],[],,?,,513,+27%,27,+38%,61,+23%,6,+10%,,,,,,,,2146 kj(513 kcal),17,24,"1,27","0,508",['Fabriqué en France'],27 g,en quantité élevée,17 g,en quantité élevée,24 g,en quantité élevée,1.27 g,en quantité modérée,+28%,+123%,-14%,+109%,+109%,26,+45%,E,+45%,,,,,,,
97,Oltermanni 17% - Valio,6408430039371,D,,,['Valio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",,['Finland'],,"['Finlande', 'France']","['pastöroitu maito', 'hapate ja suola']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,,269,+82%,"9,4",-11%,0,-100%,29,+331%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1125 kj(269 kcal),0,0,"1,3","0,52","['Riche en calcium', 'Riche en protéines', 'Sans additifs', 'Sans lactose', 'fi:Hyvää Suomesta']",9.4 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1.3 g,en quantité modérée,+79%,-100%,-100%,+289%,+289%,3,-27%,C,-27%,,I-luokkainen suomalainen kermajuusto,['Lait'],,,,
98,Palette a la diable,0290701058121,,,,,,,,,['France'],[],[],,?,,136,,"8,4",,"1,1",,14,,,,,,,,,569 kj(136 kcal),"3,6","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
99,Jambon supérieur cuit au torchon -,0209083017657,E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'en:raw-cured-ham']",,,,['France'],[],[],,?,,137,-43%,"6,2",-54%,"0,7",+8%,"19,8",-31%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,573 kj(137 kcal),"2,8","0,7","1,91","0,764",,6.2 g,en quantité modérée,2.8 g,en quantité modérée,0.7 g,en faible quantité,1.91 g,en quantité élevée,-43%,-46%,+61%,-61%,-61%,11,-35%,D,-35%,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,
100,Poulet fermier jaune l'orleanais,2209675009303,,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,,['France'],[],[],,?,,183,+31%,11,+69%,"0,5",+23%,21,+4%,,,,,,,,766 kj(183 kcal),"3,7","0,5","0,17","0,068",,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,+30%,+127%,+53%,+1%,+1%,0,,B,,"['FR 28.201.002 CE', 'Jouy (Eure-et-Loir, France)']",,,,,,
101,Sucre d'orges fluo - Kubli - 100,3045432000065,,100,,['Kubli'],,,,,['France'],[],[],,?,,389,,"0,1",,"95,6",,"0,1",,,,,,,,,1628 kj(389 kcal),"0,1","57,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
102,La belle escalope - Le Gaulois,0217650019942,,,,['Le Gaulois'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Ricci tre sapori,8009167132410,,,,,,,,,['France'],[],[],,?,,360,,"1,8",,70,,14,,,,,,,,,1506 kj(360 kcal),"0,7",37,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
104,2298131040608,2298131040608,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jambon de Vendée,2499874015094,,,,,,,,,['France'],[],[],,?,,215,,12,,"0,6",,25,,,,,,,,,900 kj(215 kcal),"4,4","0,5","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,
106,Cacao - Carfour - Pleine,3587060701254,,Pleine,,['Carfour'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Mate et epices,3770001358055,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
108,Saumon fumé supérieur,2477480033190,E,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,['France'],[],[],,?,,0,-100%,9,-14%,1,+102%,22,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,0 kj(0 kcal),2,0,3,"1,2",,9 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,-100%,-3%,-100%,+6%,+6%,11,-16%,D,-16%,,,,,,,
109,Cervelat - 199g,28136392,,199 g,,,,,,,['France'],[],[],,?,,279,,25,,"0,6",,13,,,,,,,,,1167 kj(279 kcal),"9,9","0,4","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,
110,5 saucisses herbes de volailles bio,2444013033521,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,,['France'],[],[],,?,,132,-27%,"5,8",-51%,"0,5",-60%,19,+15%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,552 kj(132 kcal),"1,7","0,5","1,6","0,64","['Bio', 'Bio européen', 'AB Agriculture Biologique']",5.8 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,-28%,-53%,-4%,-10%,-10%,4,-59%,C,-59%,,,,,,,
111,Potato Crips,5000328384122,,,,,,,,,['France'],[],[],,?,,468,,21,,"60,2",,7,,,,,,,,,1958 kj(468 kcal),"1,7","2,7","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,
112,Cœur de boule,0774557409127,,,,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,99,,"5,8",,"8,1",,"2,6",,,,,,,,,414 kj(99 kcal),1,"7,2","0,09","0,036","['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,
113,sucre de fleur de coco - pure via - 250g,32249446,A,250g,['Sachet'],['pure via'],"['Édulcorants', 'Sucres', 'Sucres de coco']",,,,['France'],['sucre de fleur de coco biologique 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,378,-1%,0,-100%,93,-1%,"1,3",+12%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,1582 kj(378 kcal),,83,"0,31","0,124","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0 g,en faible quantité,,,83 g,en quantité élevée,0.31 g,en quantité modérée,-1%,,-1%,+57%,+57%,,,,,,,,,,,
114,Pommes Pins au Four - Eisman - 750g e,4059699080165,,750 g e,"['Sachet', 'Plastique']",['Eisman'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croquettes de pommes de terre surgelées - Pommes Pins au Four,"['Œufs', 'Lait']",,,,
115,Metka saucisse crue fumée,2205630003836,,,,,,,,,['France'],[],[],,?,,432,,39,,"2,8",,"17,5",,,,,,,,,1807 kj(432 kcal),"16,2","0,6","3,2","1,28",,,,,,,,,,,,,,,,,,,"['FR 62.194.002 CE', 'Calonne-Ricouart (Pas-de-Calais, France)']",,,,,,
116,Bloc de foie gras de canard mi-cuit au Porto - La maison du foie gras - 170g,3113010141100,B,170 g,,['La maison du foie gras'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Foies gras mi-cuits']",,,,['France'],"['foie gras de canard', 'eau', 'sel', 'Porto ', '0,5%', 'poivre', 'sucre', 'antioxydant : acide ascorbique ', 'E300', 'conservateur : nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,518,-1%,"54,3",+0%,"2,2",-6%,"5,1",-26%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2167 kj(518 kcal),"24,3","1,7","1,3","0,52",,54.3 g,en quantité élevée,24.3 g,en quantité élevée,1.7 g,en faible quantité,1.3 g,en quantité modérée,-1%,+5%,+7%,+12%,+12%,21,+2%,E,+2%,,,,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
117,Saucisson sec - Grand Lou,2688499020204,D,,,"['Grand Lou', 'Philis']","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,['Haute-Loire'],,['France'],"['maigre et gras de porc ', 'porc origine France et UE', 'sel', 'lactose ', 'lait', 'dextrose', 'saccharose', 'épices', 'ferments lactiques', 'conservateur : E252', 'boyau collagénique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,454,+10%,38,+17%,"5,3",+127%,0,-100%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,1900 kj(454 kcal),"15,7","2,12","3,88","1,552",,38 g,en quantité élevée,15.7 g,en quantité élevée,2.12 g,en faible quantité,3.88 g,en quantité élevée,+10%,+23%,+39%,-17%,-17%,25,+3%,E,+3%,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,['Lait'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,
118,"Farine boulangère - Artisans & Talents - 2,5kg",3439495107524,,"2,5 kg",['Sachet'],['Artisans & Talents'],,,,,['France'],[],[],,?,,371,,"2,3",,75,,11,,,,,,,,,1552 kj(371 kcal),"0,6",15,"0,93","0,372",['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,"['EMB 24070A', 'Busserolles (Dordogne, France)']",,,,,,
119,Baguette tradigraines,0255064006899,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Schoko Cookie - Rossmann,4305615226910,,,,['Rossmann'],,,,,['France'],[],[],,?,,492,,"24,3",,"59,7",,"6,2",,,,,,,,,2059 kj(492 kcal),"11,8","30,6","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,
121,"Melange aperitif salé - epiceries - 0, 576kg",2609906037394,,"0, 576kg",['boîte plastique'],['Epiceries'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés']",,,,['France'],[],[],,?,,636,+4%,54,+10%,"8,4",-45%,24,+3%,,,,,,,,2661 kj(636 kcal),"8,8","5,8",1,"0,4",,54 g,en quantité élevée,8.8 g,en quantité élevée,5.8 g,en quantité modérée,1 g,en quantité modérée,+4%,+15%,-2%,-12%,-12%,20,+190%,E,+190%,,,,,,,
122,Veritable andouillette de troyes,2988761007545,E,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,,,['France'],[],[],,?,,245,+4%,19,+8%,"0,5",+15%,18,-2%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,1025 kj(245 kcal),"9,1","0,5","1,7","0,68",,19 g,en quantité modérée,9.1 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,+5%,+11%,+44%,-6%,-6%,19,+9%,E,+9%,,,,,,,
123,Velouté de potiron et châtaignes - Les Bories,3416952625913,B,,,['Les Bories'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de potiron']",,,,['France'],[],[],,?,,268,+644%,"1,6",+10%,11,+141%,"0,7",+1%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,1121 kj(268 kcal),1,2,"0,9","0,36","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.6 g,en faible quantité,1 g,en faible quantité,2 g,en faible quantité,0.9 g,en quantité modérée,+647%,+16%,-5%,+43%,+43%,6,+219%,C,+219%,,,,,,,
124,Parmesan,8003566020224,,,,,,,,,['France'],[],[],,?,,402,,30,,0,,32,,,,,,,,,1682 kj(402 kcal),20,0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,
125,altin bal - 350g,5997214791464,,350 g,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Merguez forte,2676356021846,,,,,,,,,['France'],[],[],,?,,202,,15,,"2,4",,14,,,,,,,,,845 kj(202 kcal),"5,8",0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
127,Saucisses de Toulouse aux lentilles vertes - Les Bories,3416952625173,,,,['Les Bories'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles', 'Saucisses de Toulouse aux lentilles']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Farine de châtaigne D’ARDECHE -  - 500g,3566144500013,C,500g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Farines de châtaignes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,86.7%,0.8%,3.5%,3.6%,5.5%,0.0%,48,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
129,Saucisse superieure,3387620014899,,,,,,,,,['France'],[],[],,?,,191,,14,,"0,9",,15,,,,,,,,,799 kj(191 kcal),"5,1","0,9","1,7","0,68",['Sans colorants'],,,,,,,,,,,,,,,,,,"['FR 34.090.002 CE', 'Crès (Hérault, France)']",,,,,,
130,Cavendish & Harvey - Frensh Mint - 14g,4037719026003,,14 g,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,
131,Cassoulet à l'oie,2375634001142,,,,,,,,,['France'],[],[],,?,,149,,"8,2",,"7,5",,"9,2",,,,,,,,,623 kj(149 kcal),"3,2","0,3","0,73","0,292",,,,,,,,,,,,,,,,,,,"['FR 11.076.009 CE', 'Castelnaudary (Aude, France)']",,,,,,
132,pate de foi tranche,2253134014636,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Les lentilles,3760063491005,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,,,['France'],[],[],,?,,?,,?,,?,,?,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,3560050419186,3560050419186,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Ciabattas ×4,0208410011818,,,,,,,,,['France'],[],[],,?,,345,,8,,58,,"8,8",,,,,,,,,1443 kj(345 kcal),"1,2","1,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
136,Pavé salami,3581081401704,,,,,,,,,['France'],[],[],,?,,335,,"15,9",,"38,2",,"9,1",,,,,,,,,1402 kj(335 kcal),"6,3","2,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
137,La Bruchetteria Artichaut,8009161034383,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Cuisse de dinde,2124897002249,D,,,,"['Viandes', 'Volailles', 'Dindes', 'Cuisses de dinde']",,,,['France'],[],[],,?,,?,,?,,?,,?,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,,,,,,,,,,,,,
139,Butternut squart & sweet potato soup,00018562,,,,,,,,,['France'],[],[],,?,,223,,3,,"6,3",,"0,2",,,,,,,,,933 kj(223 kcal),"1,8","3,5","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,
140,Punchyfruit Bio - Punch power,3613890213060,,,,['Punch power'],,,,,['France'],[],[],,?,,73,,"0,5",,16,,"0,6",,,,,,,,,305 kj(73 kcal),"0,1",14,"0,01","0,004",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
141,R.junka - R.Junca,3067163621579,,,,['R.Junca'],,,,,['France'],[],[],,?,,269,,23,,5,,16,,,,,,,,,1125 kj(269 kcal),"9,2",5,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,
142,Balla Stixx (Fraise),8426617015831,,,,,,,,,['France'],[],[],,?,,385,,"4,1",,83,,"2,5",,,,,,,,,1611 kj(385 kcal),"2,5",63,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
