,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
1222,chorizo elpozo,54263703,,,,['Elpozo'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Saucisses de Strasbourg,3289744092145,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",,,,['France'],[],[],,?,,345,+26%,32,+32%,"1,2",-16%,13,+3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,1443 kj(345 kcal),11,"1,2","2,4","0,96",,32 g,en quantité élevée,11 g,en quantité élevée,1.2 g,en faible quantité,2.4 g,en quantité élevée,+25%,+19%,+6%,+24%,+24%,24,+26%,E,+26%,,,,,,,
1224,Licorne en chocolat,2023864299999,,,,,,,,,['France'],[],[],,?,,561,,"34,5",,"56,1",,"6,5",,,,,,,,,2347 kj(561 kcal),"21,3","56,1","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,
1225,"Bisque De Homards 800 ML, 1 Bocal - Gastromer",3269660014513,,,,['Gastromer'],"['Produits de la mer', 'Bisques de homard']",,,,['France'],[],[],,?,,33,-40%,"1,1",-58%,"1,4",-61%,"3,2",+4%,,,,,,,,138 kj(33 kcal),"0,4","0,9","0,89","0,356",,1.1 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,0.89 g,en quantité modérée,-41%,-53%,-11%,-21%,-21%,2,-42%,B,-42%,,,,,,,
1226,18724725,18724725,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"Paëlla - Agis - 1,2kg",3366760024371,B,"1,2 kg","['Frais', 'Plastique']",['Agis'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Paëllas']","['France', 'Union européenne']",,,['France'],"['Haut de cuisse de poulet 27 % ', 'origine UE', 'eau', ""riz 14 % anneaux d'ENCORNET 6 % "", 'ENCORNET', 'eau', 'sel', 'stabilisants : acide citrique', 'citrate de sodium', 'poivron rouge', 'CREVETTE 3,7 % ', 'CREVETTE', 'sel', 'contient SULFITES', 'petit pois 3,2 %', 'MOULE 2,5 %', 'oignon', 'poivron vert', ""huile d'olive"", 'chorizo 1,7% [viande de porc 1,1% ', 'origine : France', 'gras de porc', 'sel', 'dextrose', 'piments', ""épices et extrait d'épices"", 'ferments', 'conservateurs : ascorbate de sodium et nitrite de sodium]', 'préparation aromatique ', 'arôme naturel', 'colorant extrait de paprika et curcumine', 'contient CRUSTACÉ', 'POISSON', 'arôme naturel ', 'contient POISSON', 'jus de citron à base de concentré', ""pulpe d'ail"", 'sucre', 'colorant bêta-carotène', 'sel', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,,141,0%,"5,7",+22%,13,-20%,9,+25%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,590 kj(141 kcal),"1,3",1,"0,91","0,364",,5.7 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,0.91 g,en quantité modérée,+1%,+23%,-12%,-0%,-0%,1,+9%,B,+9%,,Paëlla,"['Crustacés', 'Poisson', 'Mollusques', 'Anhydride sulfureux et sulfites']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E160ai - Bêta-carotène']",,,
1228,Saucisse Toulouse fabrication maison - Carrefour - 2,0203704016333,,2,,['Carrefour'],,,,['Carrefour'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Pois chiches grillés Cumin et Pavot - 90g,0779998409040,,90 g,,,,,,,['France'],[],[],,?,,402,,16,,42,,18,,,,,,,,,1682 kj(402 kcal),"1,5","2,2",2,"0,8","['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,
1230,Aiguillettes de Poulet - La Nouvelle Agriculture,0213329017455,D,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,['France'],[],[],,?,,104,-17%,"1,3",-30%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,435 kj(104 kcal),"0,4",0,"0,11","0,044",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-17%,-16%,-100%,-75%,-75%,-4,,A,,,,,,,,
1231,2447038033859,2447038033859,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,2825279039036,2825279039036,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,L'égrené pur boeuf - Charal,3181232515498,,,,['Charal'],,,,,['France'],[],[],,?,,209,,15,,"0,2",,"18,5",,,,,,,,,874 kj(209 kcal),"6,3","0,2","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,
1234,sushi saumon - Cora - 6,2002657034115,,6,['Barquette'],['Cora'],,,['livry gargan'],['Cora'],['France'],"['SPRING SAUMON 6 PCS 80g soit 28,33 /kg NGREDIENTS Riz vinaigré ', 'eau', 'riz', 'vinaigre de riz ', 'BLE', 'riz', 'mais', 'riz fermenté', 'sel', 'sucre', 'sel', 'citron', 'huile de tournesol', 'Honteri ', 'sirop de glucos= eau', 'extrait de riz fermenté', 'sucrose', 'vinaigre', 'antioxydant ', 'E338', 'acide citrique', 'melasse de canne', 'SAUMON', 'avocat', 'galette de riz', 'salade ver feuille de menthe', 'coriandre', ' A conserver entre O et 2°C att PCS']","['Non végétalien', 'Non végétarien']",,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Poisson', 'Gluten']","['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,
1235,Coquillettes complètes,3760005721504,,,,,,,,,['France'],[],[],,?,,351,,1,,0,,12,,,,,,,,,1469 kj(351 kcal),"0,1",0,"0,06","0,024","['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,
1236,0234412031950,0234412031950,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 01.263.001 CE', 'Montmerle-sur-Saône (Ain, France)']",,,,,,
1237,sésamo - Salutem,5601557045640,,,,['Salutem'],,,,,['France'],[],[],,?,,561,,8,,30,,"17,7",,,,,,,,,2347 kj(561 kcal),"6,3","29,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1238,0666101023678,0666101023678,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
1239,Tartinable poivron et mascarpone,3760141321750,,,,,,,,,['France'],[],[],,?,,146,,"11,1",,"9,9",,"1,6",,,,,,,,,611 kj(146 kcal),"4,9","6,9","1,2","0,48",,,,,,,,,,,,,,,,,,,"['FR 29.027.022 CE', 'Châteauneuf-du-Faou (Finistère, France)']",,,,,,
1240,2204373029325,2204373029325,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-12']",,,,,,,,,,,,,,,,,,,,,,,,
1241,Moules farcies - 176g,3043036170092,,176 g,,,,,,,['France'],[],[],,?,,308,,"25,7",,"8,7",,"10,4",,,,,,,,,1289 kj(308 kcal),"17,77","0,6","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,
1242,Fray Bentos Steak & Kidney Pie 425G,5012427074606,,,,,"['Produits à la viande', 'Tourtes à la viande', 'en:Steak pies']",,,,['France'],[],[],,?,,140,-37%,"6,9",-38%,15,-24%,"5,6",-45%,,,,,,,,586 kj(140 kcal),"3,5","0,4","0,73","0,292",,6.9 g,en quantité modérée,3.5 g,en quantité modérée,0.4 g,en faible quantité,0.73 g,en quantité modérée,-37%,-31%,-63%,-14%,-14%,4,-56%,C,-56%,,,,,,,
1243,Coquillette,3037317313308,,,,,,,,,['France'],[],[],,?,,365,,2,,72,,13,,,,,,,,,1527 kj(365 kcal),"0,35","3,7","0,013","0,005",,,,,,,,,,,,,,,,,,,,,,,,,
1244,6043000051560,6043000051560,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,
1245,Confiture d'abricots allégée en sucres - grand jury - 335g,3560070278411,C,335 g,"['Bocal', 'Verre']",['grand jury'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot"", 'Confiture de fruits allégée en sucres']",,['France'],"['Proxi', '8 à Huit']",['France'],[],[],,?,,169,+4%,"0,1",-58%,41,+5%,"0,4",-22%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,707 kj(169 kcal),~ 0,40,~ 0,0,"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",0.1 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,+3%,-100%,+6%,-100%,-100%,4,-39%,C,-39%,"['EMB 46029A', 'Biars-sur-Cère (Lot, France)']",,,,,,
1246,POULET CUIT FUMÉ AU BOIS DE HETRE,2209620004421,,,,,,,,,['France'],[],[],,?,,191,,12,,"0,7",,20,,,,,,,,,799 kj(191 kcal),"3,4","0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1247,Sel de l'atlantique aux algues,3397660046118,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Big Beef Rib - Tillman’s - 500g,4043362639811,,500 g,['Karton'],['Tillman’s'],"['Viandes', 'Bœuf']",,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Whiskey - Dunphys - 700ml,5011007008109,,700 ml,,['Dunphys'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Deshydrated gluten,6946687000060,,,,,,,,,['France'],[],[],,?,,546,,1,,7,,22,,,,,,,,,2284 kj(546 kcal),0,0,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,
1251,Nouilles bouclées 3 minutes - 250g,3065620014834,,250 g,,,,,,,['France'],[],[],,?,,367,,5,,64,,15,,,,,,,,,1536 kj(367 kcal),"1,3","2,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,
1252,Tarte ch'tiflette,3420136011973,,,,,,,,,['France'],[],[],,?,,237,,11,,26,,"7,8",,,,,,,,,992 kj(237 kcal),"6,4",3,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,
1253,3760058880210,3760058880210,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Pain Complet,3760233279082,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Escalopes milanaise,2424536028860,D,,,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes', 'Escalopes pânées']",,,,['France'],[],[],,?,,765,+475%,6,+221%,11,+51%,16,-23%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,3201 kj(765 kcal),"3,2","1,9","1,4","0,56",,6 g,en quantité modérée,3.2 g,en quantité modérée,1.9 g,en faible quantité,1.4 g,en quantité modérée,+478%,+419%,+12%,+50%,+50%,18,+2794%,D,+2794%,,,,,,,
1256,2 boudins blancs au porto - Vallegrain,2655552018171,D,2,,['Vallegrain'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,['France'],[],[],,?,,?,,?,,?,,?,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,"['FR 72.267.001 CE', 'Saint-Aubin-des-Coudrais (Sarthe, France)']",,,,,,
1257,3197000452490,3197000452490,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 44198E', 'Sorinières (Loire-Atlantique, France)']",,,,,,
1258,Mexicana mix,8710563291907,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Escalope de dinde -,3571320269592,D,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,['France'],[],[],,?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,
1260,Arome fraise des bois - Cuisine addict - 58ml,3700710301066,,58ml,,['Cuisine addict'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Jambon à l'ancienne,2264752033459,E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,['France'],[],[],,?,,161,+6%,"7,9",+28%,"0,5",+1%,22,-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,674 kj(161 kcal),"2,9","0,5","1,9","0,76",,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+6%,+20%,+3%,-3%,-3%,12,+23%,D,+23%,,,,,,,
1262,Thé - YogiTea,4012824400719,,,,['YogiTea'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
1263,Gutsherren-Sülze - Specht,4044663481604,,,,['Specht'],"['Viandes', 'Charcuteries']",,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sülzwurst,,,,,
1264,Boisson au soja chocolat,3560072153471,,,,,,,,,['France'],[],[],,?,,76,,"2,1",,10,,"3,7",,,,,,,,,318 kj(76 kcal),"0,4","9,4","0,1","0,04","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
1265,3437135001577,3437135001577,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 07.338.002 CE', 'Vernoux-en-Vivarais (Ardèche, France)']",,,,,,
1266,Chateau Bel-Orme Bordeaux - 1,3700315042005,C,1,,['Bordeaux'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['France'],,['Casino'],['France'],[],[],,?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Faux Filet - Charal,0292452033525,,,,['Charal'],,,,,['France'],[],[],,?,,148,,"6,7",,0,,22,,,,,,,,,619 kj(148 kcal),"1,7",0,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,
1268,Delikatess Hähnchenbrust-Filet Florida in Aspik -,4044663481505,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,bananes bio - Casino - 1kg,0205411013384,B,1 kg,['sac plastique'],['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,['Casino'],['France'],[],[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,
1270,Galettes,0203430006561,,,,,"['Crêpes et galettes', 'Galettes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Petits pains aux noix -,2030000027811,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Vinaigre de cidre bio - Bio vivre - 50cl,3464930105254,B,50 cl,,['Bio vivre'],"['Vinaigres', 'Vinaigres de cidre']",,,,['France'],[],[],,?,,?,,?,,?,,?,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
1273,"Zwiebeln in Aceto Balsamico g.g.A., eingelegt - Mondo Italiano - 150g",4316268563659,A,150 g,['Karton'],['Mondo Italiano'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons']",,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,
1274,Biere - Lutina - 33cl,3700013102896,C,33 cl,,['Lutina'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,['France'],[],[],,?,,?,,?,,?,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Bananes cavendish biologique,2805379015352,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
1276,Olives cuisinées a la provençale,2609803014108,,,,,,,,,['France'],[],[],,?,,192,,"19,8",,"2,2",,"1,2",,,,,,,,,803 kj(192 kcal),"2,8","0,5","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,
1277,Lentilles cuisinées à l'Auvergnate,25254549,,,,,,,,,['France'],[],[],,?,,111,,"3,6",,11,,"6,6",,,,,,,,,464 kj(111 kcal),"1,4","1,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
1278,Chocolat traditionnel antillais,3770050006600,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,
1279,Pâté au romarin,3760221690363,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,"['FR 05.158.001 CE', 'Saix (Hautes-Alpes, France)']",,,,,,
1280,saison biologique - cambier - 75cl,3770005396121,,75cl,['Verre'],['Cambier'],,,,,['France'],"['CAMBIER SAISON BIOLOGIQUE Biere blonde biologique de fermentation haute', "" Contient du malt d'orge""]",[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,['Gluten'],,,,
1281,Crème de foie,6274996957806,,,,,,,,,['France'],[],[],,?,,369,,"35,2",,34,,"9,7",,,,,,,,,1544 kj(369 kcal),"14,5","1,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
1282,Kouign Amann - Intermarché,2660776038706,B,,['Plastique'],['Intermarché'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,,['Intermarché'],['France'],[],[],,?,,?,,?,,?,,?,,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,
1283,Quiche flamande,3573400000682,,,,,,,,,['France'],[],[],,?,,331,,12,,15,,"8,9",,,,,,,,,1385 kj(331 kcal),"6,4","2,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
1284,Andouillettes au canard,0217790034706,,,,,,,,,['France'],[],[],,?,,216,,16,,"0,6",,17,,,,,,,,,904 kj(216 kcal),"6,2",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1285,Comté,3378100850151,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,['France'],[],[],,?,,418,+5%,35,+7%,"0,5",+8%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1749 kj(418 kcal),23,"0,5","0,82","0,328",,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.82 g,en quantité modérée,+6%,+6%,+80%,-16%,-16%,13,-3%,D,-3%,,,,,,,
1286,Beanz - Heinz,5000157076809,,,,['Heinz'],,,,,['France'],[],[],,?,,156,,"0,4",,25,,"9,4",,,,,,,,,653 kj(156 kcal),0,"9,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1287,Lasagnes - Le tuyé de Mesandans,2055298400221,,,,['Le tuyé de Mesandans'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 25.377.020 CE', 'Mésandans (Doubs, France)']",,,,,,
1288,Pois Au Wasabi,8852023004167,,,,,,,,,['France'],[],[],,?,,430,,"11,65",,70,,"13,32",,,,,,,,,1799 kj(430 kcal),5,"13,32",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1289,Noix De St Jacques Préparées Au Beurre Jacq - 1 / 2,3106100012121,,,,,,,,,['France'],[],[],,?,,127,,"7,2",,"8,3",,"6,6",,,,,,,,,531 kj(127 kcal),"5,1","2,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1290,Amigo goyave ananas,3289092002674,,,,,,,,,['France'],[],[],,?,,38,,0,,"9,2",,0,,,,,,,,,159 kj(38 kcal),0,"9,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Meringues Cacao Bio - Franck Valot - 60g,3760243040320,B,60 g,"['Sachet', 'Plastique']","['Franck Valot', 'Biscuiterie Valot']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,"['France', 'Provence']",,['France'],"['Sucre*', ""blancs d'œufs frais_"", 'cacao*', "" _Issus de I'agriculture biologique""]",['Non végétalien'],3,?,,?,,?,,?,,?,,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,Meringues Cacao Bio,['Œufs'],,,,
1292,3303292107097,3303292107097,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Lot de 2x24 bâtonnets moelleux 768g (2x384g),3302748753024,,,,,,,,,['France'],[],[],,?,,111,,"4,5",,"9,5",,"8,1",,,,,,,,,464 kj(111 kcal),"0,4","3,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1294,Confit de manchons de canard,2280643044281,,,,,,,,,['France'],[],[],,?,,279,,19,,"0,5",,27,,,,,,,,,1167 kj(279 kcal),"6,6","0,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,
1295,Fines pousses de poireau - germline - Barquette 100g,3465511981502,,Barquette 100g,['barquette transparente'],['Germline'],['Jeunes pousses'],['Italie'],['France'],['Métro'],['France'],['Fines pousses de poireaux germées'],[],,?,,53,,"1,8",,"2,6",,"4,8",,,,,,,,,222 kj(53 kcal),0,"2,6","0,04","0,016",,1.8 g,en faible quantité,0 g,en faible quantité,2.6 g,en faible quantité,0.04 g,en faible quantité,,,,,,-2,,A,,,,,,3465511981502 germline Fines pousses,,
1296,Tartes fines savoyardes,3512660038707,,,,,,,,,['France'],[],[],,?,,280,,"17,2",,"23,5",,"6,9",,,,,,,,,1172 kj(280 kcal),"9,7","3,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1297,Miel de Montagne - Miels et Saveurs - 1kg,3770006315084,B,1 kg,,['Miels et Saveurs'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,['France'],[],[],,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,"['Concours général agricole', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2018""]",,,,,,,,,,,,,,,,,,,,,,,,
1298,Fibre flakes,5705365530944,,,,,,,,,['France'],[],[],,?,,325,,"2,1",,57,,"6,1",,,,,,,,,1360 kj(325 kcal),"0,2","12,7","0,7","0,28",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,
