,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,brand,labels,quantity,packaging,additives,allergens,ingredients_origins,traceability_code,markets,generic_name,manufacturing,brand_owner,link
93,Pure red grape juice,8410171011934,['France'],[],[],?,65,"0,5",16,"0,3",272 kj(65 kcal),"0,1","15,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Terrine aux noisettes,3760267057151,['France'],[],[],?,344,"30,5","3,8","15,1",1439 kj(344 kcal),10,"1,2","1,59","0,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Mix légumes vapeur,5410148449602,['France'],[],[],?,67,"2,8",6,"2,6",280 kj(67 kcal),"1,7","4,5","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Timbres,3561920761220,['France'],[],[],?,7,7,7,7,29 kj(7 kcal),7,7,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,aiguillette de poulet,2201259030963,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,D,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
98,Biscotto di Novara,8009000005321,['France'],[],[],?,386,"2,4","82,9","8,1",1615 kj(386 kcal),"0,7",48,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,petersilie - 15g,4005924100382,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 g,,,,,,,,,,
100,arôme nougat,3700710306689,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Filetblokjes,2352488905192,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Skippy creamy,6922877700231,['France'],[],[],?,623,"47,5","25,2","23,8",2607 kj(623 kcal),10,"0,1","0,481","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Makrel filet,2352327504418,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,
104,Goldenpac,8697012018066,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Radis Jaune Marinés (Danmuji),0087703006089,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Radis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Duo Mayonnaise et Ail fines herbes,6135206000371,['France'],[],[],?,?,?,?,?,,,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,,,,,,D,,,,,,,,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,
107,Bogoss,07022272,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Jul,06804909,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sirop Pamplemousse,3376370110111,['France'],[],[],?,43,"0,042","10,839","0,003",180 kj(43 kcal),0,"9,07","0,021","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Skittles,4009900524650,['France'],[],[],?,404,"4,2","90,9",0,1690 kj(404 kcal),"2,9",90,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Skittles'],,,,,,,,,,,,
111,Miel Fleurs d'oignon,3376803530042,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Boules brioche ×10 ( sachet ),3495563790807,['France'],[],[],?,346,10,54,"8,9",1448 kj(346 kcal),"1,5","14,5","1,16","0,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Tsubuguro white grape,4902179020222,['France'],[],[],?,51,"0,1","12,8",5,213 kj(51 kcal),"0,036","12,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Beignet de carnaval -,0201709028863,['France'],[],[],?,?,?,?,?,,,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bugnes natures sucrés,,,
115,Macarons aux amandes,3021885012558,['France'],[],[],?,469,24,49,12,1962 kj(469 kcal),2,48,"0,1","0,04","['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",24 g,en quantité élevée,2 g,en quantité modérée,48 g,en quantité élevée,0.1 g,en faible quantité,16,D,D,,+10%,+10%,+35%,-56%,-12%,-5%,+40%,-30%,-30%,-9%,-9%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,
116,Oh! Ricey Reisnudeln Schweinerippen Hu Tieu,8934563454142,['France'],[],[],?,389,"10,1","68,7",5,1628 kj(389 kcal),"4,6","11,9","5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Morceaux lapin civet (spécial sauce),2937419004382,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,43542499,43542499,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Plateau grillade lapin,2937449004383,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Plateau produits nobles (2 cuisses, 1 râble, 2 épaules)",2937472004381,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Refresh me,0680275047353,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PAUPIETTE AU CANARD - Saveur des Mauges,3340584108271,['France'],[],[],?,190,13,1,18,795 kj(190 kcal),"4,7","0,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saveur des Mauges'],,,,,,,,,,,,
123,Tomme de montagne,2235921044743,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Lapin entier découpé (spécial GRILL),2937450004389,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,14","0,056","['Viandes', 'Viande de lapin']",11.6 g,en quantité modérée,4.74 g,en quantité modérée,0 g,en faible quantité,0.14 g,en faible quantité,1,B,D,,+23%,+19%,+47%,+99%,-5%,-100%,+4%,-72%,-72%,+64%,+64%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
125,Thé vert aux grains de riz grillés,4978784202339,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,B,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
126,Terras de alfândega,5605093201652,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Riz au lait- Rhum Raisins,0255354051950,['France'],[],[],?,137,"3,1","24,4","2,5",573 kj(137 kcal),"2,1","15,5","0,17","0,068","['Desserts', 'Puddings', 'Riz au lait']",3.1 g,en quantité modérée,2.1 g,en quantité modérée,15.5 g,en quantité élevée,0.17 g,en faible quantité,5,C,B,,-6%,-4%,-17%,-8%,+8%,+15%,-27%,+32%,+32%,+24%,+24%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,,,,,,,,
128,1 bifteck tendre & savoureux - Charal,0292471023422,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,8",0,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charal'],,,,,,,,,,,,
129,Sablés rose chocolat casses,3435079012192,['France'],[],[],?,488,22,65,"6,9",2042 kj(488 kcal),14,25,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,
130,Iswari dark raw organic chocolate,8594188400278,['France'],[],[],?,590,"50,4","18,7",8,2469 kj(590 kcal),"30,3","17,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Chouchou des iles,3760140220016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Nougat dur Espagnol,8410771600057,['France'],[],[],?,500,24,57,12,2092 kj(500 kcal),"3,7",52,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Magnésium marin - Arkophama,3401551776838,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Arkophama'],,,,,,,,,,,,
134,Le smoothie de notre terroir,3770000135329,['France'],[],[],?,83,"4,6","7,3",3,347 kj(83 kcal),"2,6","3,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,DAIFUKU MOCHI,4711931021939,['France'],[],[],?,164,5,13,3,686 kj(164 kcal),2,5,"0,23","0,092","['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Mochi']",5 g,en quantité modérée,2 g,en quantité modérée,5 g,en quantité modérée,0.23 g,en faible quantité,4,C,,,-46%,-47%,+24%,+42%,-80%,-83%,+18%,+28%,+28%,-61%,-61%,,,,,,,,,,,,,,,,,,,,,
136,Lemon freezer,8001440129537,['France'],[],[],?,50,0,"11,6","0,1",209 kj(50 kcal),0,"11,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Saucisses viennoises,5411211401275,['France'],[],[],?,218,"18,9","1,1","10,3",912 kj(218 kcal),"7,2","0,1","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Champ Libre - Brasserie de la Demi-Lune - 33cl,3760288600008,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières artisanales', 'Bières blanches', 'American Pale Ale']",,,,,,,,,,,C,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Brasserie de la Demi-Lune'],['Déconseillé aux femmes enceintes'],33 cl,"['Bouteille', 'Verre']",,,,,,,['France'],,
139,8410342005830,8410342005830,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Café,3760088940076,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Gran luchito,5060321390339,['France'],[],[],?,23,"0,7","4,8","1,6",96 kj(23 kcal),"0,1","3,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Guimauves Roulées Multicolores,3663350082262,['France'],[],[],?,328,0,78,4,1372 kj(328 kcal),0,69,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Amande Marcona Romarin,8436569821725,['France'],[],[],?,650,"55,6","12,4","24,9",2720 kj(650 kcal),"4,8",3,"2,33","0,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Marquesas Assortimenté,8412438016294,['France'],[],[],?,382,"19,2",42,"8,3",1598 kj(382 kcal),"2,7","41,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Fromage à la truffe d'été,3423960000120,['France'],[],[],?,329,25,"0,9",18,1377 kj(329 kcal),16,0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Chipotle salsa,5060321390315,['France'],[],[],?,25,"0,4","5,1","1,2",105 kj(25 kcal),"0,1","2,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Noix de Cajou Lime-Citron,8437016354155,['France'],[],[],?,609,"42,71","35,06","21,27",2548 kj(609 kcal),"8,26","1,19","0,6","0,24","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",42.7 g,en quantité élevée,8.26 g,en quantité élevée,1.19 g,en faible quantité,0.6 g,en quantité modérée,7,C,E,,+2%,+2%,-7%,-3%,+37%,-82%,+14%,-4%,-4%,-8%,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
148,Freedom Mallows,0724120115221,['France'],[],[],?,342,"0,5",84,"0,5",1431 kj(342 kcal),"0,1",72,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Lait,3351795163041,['France'],[],[],?,?,?,?,?,,,,,,"['Produits laitiers', 'Laits']",,,,,,,,,,,D,,,,,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,
150,Sirop gourmand fruits des bois,3585260809046,['France'],[],[],?,36,0,9,0,151 kj(36 kcal),0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Pain chocolat,0286309010821,['France'],[],[],?,453,26,46,"7,7",1895 kj(453 kcal),17,14,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Saucisse fine de Toulouse,2447436023292,['France'],[],[],?,203,"14,9","0,8","16,4",849 kj(203 kcal),"5,7","0,6","2,5",1,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",14.9 g,en quantité modérée,5.7 g,en quantité élevée,0.6 g,en faible quantité,2.5 g,en quantité élevée,17,D,E,,-7%,-8%,-9%,-11%,-52%,-3%,+9%,+45%,+45%,+13%,+13%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,,,,
153,Cocktail sicilien,8717496906632,['France'],[],[],?,41,"0,1",9,"0,8",172 kj(41 kcal),0,"7,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Infusion Camomille,3700496338751,['France'],[],[],?,1,0,"0,2",0,4 kj(1 kcal),0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Saucisson sec au sanglier,2602613036018,['France'],[],[],?,407,"33,3","4,4","22,5",1703 kj(407 kcal),14,"1,53","3,85","1,54","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs au sanglier']",33.3 g,en quantité élevée,14 g,en quantité élevée,1.53 g,en faible quantité,3.85 g,en quantité élevée,25,E,D,,+5%,+5%,+6%,+5%,+37%,+42%,-8%,-5%,-5%,+2%,+2%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
156,CHOUCROUTE DE KRAUTERGESHEIM,3471870000136,['France'],[],[],?,32,"0,25","5,02","1,27",134 kj(32 kcal),"0,01",2,"1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Souris d'agneau dorée au four au thym - Jean Rozé,0212509052941,['France'],[],[],?,159,"8,8","0,5",20,665 kj(159 kcal),4,"0,5","0,94","0,376","['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",8.8 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.94 g,en quantité modérée,3,C,,,+11%,+11%,+38%,+65%,-65%,-35%,+5%,-15%,-15%,+29%,+29%,,,,,,,,,"['Jean Rozé', 'Intermarché']",,,,,,,,,,,,
158,Carrot cake,5056066200422,['France'],[],[],?,394,13,55,10,1648 kj(394 kcal),"2,4",37,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,U,3256227113086,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['U'],,,,,,,,,,,,
160,Raisin secs thompson jumbo,2600186008920,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,04234540,04234540,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Vin rouge,3660989210875,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,D,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,
163,Saucisson sec supérieur,2401031041785,['France'],[],[],?,391,"30,2","3,3","27,3",1636 kj(391 kcal),12,3,4,"1,6","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",30.2 g,en quantité élevée,12 g,en quantité élevée,3 g,en faible quantité,4 g,en quantité élevée,24,E,D,,-3%,-3%,-4%,-2%,+48%,+119%,-1%,-14%,-14%,0%,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
164,Jambon a l'ancienne  label rouge,2602657033325,['France'],[],[],?,123,"3,1","0,5",23,515 kj(123 kcal),"1,4","0,5",2,"0,8","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,5,C,E,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,-49%,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,['Label Rouge'],,,,,,,,,,,
165,Sardine,0654479012400,['France'],[],[],?,?,?,?,?,,,,,,"['Produits de la mer', 'Poissons', 'Sardines']",,,,,,,,,,,B,,,,,,,,,,,,,56.5%,0.0%,7.4%,31.3%,3.7%,1.0%,85,,,,,['Conserve'],,,,,,,,,
166,Cerises confites - Daco Bello,3270720000735,['France'],[],[],?,302,0,75,"0,1",1264 kj(302 kcal),0,61,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Daco Bello'],,,,,,,,,,,,
167,Yaourt Bio Brasse -,3760220140593,['France'],[],[],?,96,"2,4","6,6","3,54",402 kj(96 kcal),"1,54",6,"0,1","0,04","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts vanille']",2.4 g,en faible quantité,1.54 g,en quantité modérée,6 g,en quantité modérée,0.1 g,en faible quantité,1,B,,,-1%,-0%,-32%,-32%,-45%,-46%,-8%,-7%,-7%,-63%,-63%,,,,,,,,,,['Bio'],,,,,,,,,,,
168,Crêpes de Landerneau,8368339989444,['France'],[],[],?,408,16,57,"8,2",1707 kj(408 kcal),"9,1",24,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"Epicerie / Condiments, Aides Culinaires / Champignons",3770004194001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Biscottes,5626610572338,['France'],[],[],?,408,"7,3",73,11,1707 kj(408 kcal),"3,4","6,8","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Filets de poulet jaune FERMIER de Gascogne,0287458032993,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Rama 100% ROŚLINNA,8714100091517,['France'],[],[],?,530,60,"0,5",0,2218 kj(530 kcal),18,"0,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rama'],,,,,,,,,,,,
173,Cacao maigre - Bonneterre,3396411219245,['France'],['Poudre de cacao dégraissée'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,311,11,11,26,1301 kj(311 kcal),"6,6","0,5","0,05","0,02","['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",11 g,en quantité modérée,6.6 g,en quantité élevée,0.5 g,en faible quantité,0.05 g,en faible quantité,4,C,E,,-11%,-11%,-21%,-18%,-58%,-95%,+52%,-54%,-54%,-57%,-57%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,1,['Bonneterre'],,,['Carton'],,,,,,,,,
174,Emmental Coeur de Meule - Président,3228024140398,['France'],"['Lait', 'sel', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,360,28,0,27,1506 kj(360 kcal),20,0,"0,36","0,144","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.36 g,en quantité modérée,10,C,C,,-5%,-5%,-5%,+1%,-100%,-100%,-3%,-39%,-39%,-11%,-11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,3,['Président'],['Lait Français'],,['Frais'],,['Lait'],['France'],"['FR 53.061.001 CE', 'Charchigné (Mayenne, France)', 'FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)']",,,['France'],,
175,Belle joue Grosses légumes,3330180045124,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Yam & Black Sesame Cereal,4713398110812,['France'],[],[],?,170,1,12,0,711 kj(170 kcal),0,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bahlsen Messino mini - 100g,4017100339004,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bahlsen'],,100 g,,,,,,,,,,
178,Fohrenburger Jubiläum 50cl,90165023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Nouilles à l'ancienne aux oeufs frais,3073140531014,['France'],[],[],?,374,"3,5",70,14,1565 kj(374 kcal),"0,8","4,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Orange sans piloe,3509119009449,['France'],[],[],?,43,0,"8,9","0,8",180 kj(43 kcal),0,"8,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Graf Knoblauchwürstel - 160g,9120016580387,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 g,['Stück'],,,,,,,,,
182,Langue de boeuf,3385330000041,['France'],[],[],?,133,8,"3,3",12,556 kj(133 kcal),"2,7","0,3","1,35","0,54","['Viandes', 'Bœuf', 'Langues de bœuf']",8 g,en quantité modérée,2.7 g,en quantité modérée,0.3 g,en faible quantité,1.35 g,en quantité modérée,3,C,E,,-14%,-13%,-22%,-35%,-18%,-79%,+11%,+38%,+38%,-38%,-38%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,,,,
183,Escalope de dinde,2667271017656,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,D,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,
184,Carpaccio de boeuf,2434431021842,['France'],[],[],?,220,16,0,19,920 kj(220 kcal),"2,3",0,1,"0,4","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']",16 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,3,C,,,+8%,+8%,+13%,-9%,-100%,-100%,-1%,+39%,+39%,+64%,+64%,,,,,,,,,,,,,,,,,,,,,
185,Saucisses de Toulouse,3547448745188,['France'],[],[],?,225,"17,8","0,6","15,5",941 kj(225 kcal),"7,2","0,6","1,69","0,676","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",17.8 g,en quantité modérée,7.2 g,en quantité élevée,0.6 g,en faible quantité,1.69 g,en quantité élevée,16,D,E,,+3%,+2%,+9%,+12%,-64%,-3%,+3%,-2%,-2%,+6%,+6%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,,,,
186,Brownies,2180820010002,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Miso Soup,4902663010586,['France'],[],[],?,641,"4,7","14,4","9,9",2682 kj(641 kcal),"0,6","12,1","8,6","3,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
