,name,bar_code,eco_score,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,quantity,packaging,additives,nova_score,ingredients_origins,markets,generic_name,manufacturing,allergens,link,palm_ingredients,origin_detail
1095,Emmental,2860001024348,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,['France'],[],[],30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,?,,378,+1%,1582 kj(378 kcal),+1%,30,+3%,21,+7%,"0,5",-25%,"0,5",+21%,27,-2%,"0,64",-2%,"0,256",-2%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1096,Banderilla,8400000010184,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Lasagnes végétariennes,3760281270468,,,,['France'],[],[],,,,,,,,,?,,128.6,,538 kj(128 kcal),,"2,5",,"0,9",,"20,6",,"7,7",,"4,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Mortadelle Buchinger,2296512026241,,,,['France'],[],[],,,,,,,,,?,,223,,933 kj(223 kcal),,"17,9",,"8,7",,"0,4",,"0,3",,"15,1",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Reglisse licorice,8410805016786,,,,['France'],[],[],,,,,,,,,?,,247,,1033 kj(247 kcal),,"1,2",,"0,3",,98,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Super Porridge aux Sésame - Clearspring,5021554003113,,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,12,,2,,56,,"6,3",,14,,"0,3",,"0,12",,,,,,,,,,,,,['Clearspring'],,,,,,,,,,,,,
1101,La corne de boeuf,2363043001846,,,,['France'],[],[],,,,,,,,,?,,372.3,,1558 kj(372 kcal),,"28,2",,"9,9",,"0,1",,"0,1",,"29,6",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Royale nougatine,405197906525,,,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,"7,5",,"3,6",,39,,34,,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Amandes grillées à sec et sallées,2600150032739,,,,['France'],[],[],,,,,,,,,?,,662,,2770 kj(662 kcal),,"52,5",,4,,21,,"4,9",,21,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Olive vertes Entières,3025050100095,,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,"17,1",,"2,77",,"0,9",,"0,01",,"1,4",,"4,27",,"1,708",,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Andouille de Guémené -,0219963042556,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,['France'],[],[],20 g,en quantité modérée,11 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,249,-0%,1042 kj(249 kcal),+0%,20,-1%,11,+9%,17,+4421%,0,-100%,17,+4%,2,-16%,"0,8",-16%,21,-3%,E,-3%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,,,
1106,Demi sucre pure canne,15007831,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Chocolat noir 70% cannelle,3760051930172,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Les Cotentines -,3255652000060,,,,['France'],"['Farine de blé', 'sucre de canne""', 'beurre 21,5 %', 'amidon de blé""', 'oeufs entiers*', 'lactosérum""', ""extrait de malt d'orge*"", 'sel', 'poudre de lait écrémé""', ""poudre à lever: carbonates d'ammonium"", "" Ingrédients issus de l'agriculture biologique"", ' Traces éventuelles de fruits à coque', 'soja et de graines de sésame']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,475,,1987 kj(475 kcal),,"18,5",,12,,69,,25,,"7,3",,"0,4",,"0,16",,,,,,,,,,,,,,['Bio'],,,"[""E503 - Carbonates d'ammonium""]",4,,,,,"['Gluten', 'Lait']",,,
1109,Macédoine - Prosain,9355089014631,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Prosain'],,,,,,,,,,,,,
1110,Conquistador,3760304876127,,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,"35,7",,"8,8",,"41,9",,"28,45",,"11,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Buche blanche,3531010000171,,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"30,7",,"19,8",,"0,5",,"0,1",,"16,7",,"1,24",,"0,496",,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Noix de coco en morceaux,0291439014304,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco', 'Noix de coco en morceaux']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,,,,,,,,,,,,
1113,Saint Honore patissier leclerc,0219522024931,,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,17,,13,,40,,23,,"3,5",,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Joséphine - Jay et joy,9700157821718,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Jay et joy'],,,,,,,,,,,,,
1115,Сок яблочный,2100100224561,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"10,9",,"9,5",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Grand père Jules - Côtes du Rhône,0768211140112,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Côtes du Rhône'],,,,,,,,,,,,,
1117,Tartelette citron,0219064032142,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,['France'],[],[],17 g,en quantité modérée,10 g,en quantité élevée,27 g,en quantité élevée,0.17 g,en faible quantité,?,,334,-12%,1397 kj(334 kcal),-12%,17,-2%,10,-3%,40,-19%,27,-11%,"4,8",-0%,"0,17",-37%,"0,068",-37%,18,-10%,D,-10%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,,
1118,Perrier,3663266039947,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Confit de canard 1 cuisse,3454740009019,,,,['France'],[],[],,,,,,,,,?,,386,,1615 kj(386 kcal),,38,,13,,"0,5",,0,,11,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Ch merguez véritable,3760275260789,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Lait de coco,3263850457067,,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,17,,"14,2",,"2,4",,"2,2",,"0,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Tarte artisanale à l'abricot,3760036359080,,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,"17,3",,"8,1",,63,,"32,9",,"3,6",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Tomme Des Pyrénées,2281797016926,,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,28,,20,,"1,5",,"0,5",,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Preparato per pancake,8032758705205,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Backing chips,0850008751349,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Citir leblebi,8697992181828,,,,['France'],[],[],,,,,,,,,?,,366,,1531 kj(366 kcal),,"3,6",,"0,7",,63,,"0,5",,13,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Schmoutzele,2010056040019,,,,['France'],[],[],,,,,,,,,?,,543,,2272 kj(543 kcal),,36,,13,,48,,45,,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Bœuf mariné et attendri,0210734031496,,,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,120,,502 kj(120 kcal),,"4,5",,"1,7",,"0,9",,"0,5",,19,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Pandoro,8032755324836,,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,19,,12,,49,,22,,"0,8",,8,,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Yaourt gingembre-curcuma,3760324540046,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Nougat au cassis et à la framboise,3102621011506,,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"6,6",,"0,6",,76,,57,,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Vin,3700898212482,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,reblochon de savoie,0202541053792,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Vin,3412911022472,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Lentilles au chocolat,4043651146211,,,,['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,16,,"9,9",,76,,75,,"2,6",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
1136,"Mini Maury, Vin Doux Naturel Du Roussillon",3281540037993,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Lover's candy posing pouch,5022782222697,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Palm sugar powder,9556092109493,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Marinated Radish (strips) in solid pack,4710626111511,,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,17,,"3,5",,15,,4,,4,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Turrón de yema tostada con naranja,8414606745012,,,,['France'],[],[],,,,,,,,,?,,486,,2033 kj(486 kcal),,27,,"2,4",,51,,46,,"9,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Nems aux crevettes et à la chair de crabe - Passion Asie - 280g,3366760046380,C,"['Plats préparés', 'Nems']",,['France'],"['Galette de riz 34,7% ', 'eau', 'farine de riz', 'huile de tournesol', 'sel', 'CREVETTE 18,9% ', 'CREVETTE', 'sel', 'DISULFITE de sodium', 'vermicelle réhydraté', 'carotte', 'oignon', 'protéine de SOJA réhydratée', 'fécule de manioc', 'ciboule', 'chair de CRABE 1,3%', ' champignon noir réhydraté', 'sauce POISSON ', 'POISSON', 'sel', 'eau', ""purée d'ail"", 'sel', 'sucre', 'fibre de bambou', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",7.2 g,en quantité modérée,0.6 g,en faible quantité,2.2 g,en faible quantité,1.66 g,en quantité élevée,?,,186,-8%,778 kj(186 kcal),-8%,"7,2",-19%,"0,6",-63%,23,+2%,"2,2",-22%,"6,1",-12%,"1,66",+27%,"0,664",+27%,6,+14%,C,+14%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,['Passion Asie'],,280 g,"['Barquette plastique', 'film plastique', 'barquette carton']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,"['Crustacés', 'Poisson', 'Soja', 'Anhydride sulfureux et sulfites']",,,
1142,Macarons - AFE - 144g,3760197637805,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['EML103788'],['France'],"['Sucre', 'eau', '10% amande', '6,3% chocolat noir ', 'sucre', 'pâte de cacao*', 'beurre de cacao*', 'cacao maigre en poudre*', 'émulsifiant : lécithines ', 'tournesol', ' ', ' arôme naturel de vanille', 'farine de blé', 'beurre ', 'lait', ""3,3% purée d'ananas"", 'farine de maïs', 'crème ', 'lait', '2,3% purée de poire', ""2,1% jus d'orange"", ""1,9% blanc d'œuf** en poudre"", '1,3% purée de citron', '1,0% jus de citron vert à base de concentré', '0,9% chocolat au lait ', 'sucre', 'beurre de cacao*', 'lait entier en poudre', 'pâte de cacao*', 'émulsifiant : lécithines ', 'soja', 'amidon modifié de pomme de terre', '0,6% jus de citron vert', 'crème ', 'lait', ' en poudre', '0,6% cacao maigre en poudre*', 'dextrose', 'sirop de sucre inverti', ""0,3% zeste d'orange"", ""arôme naturel d'ananas"", 'colorants : caroténoïdes', 'rouge de betterave', 'curcumine', "" correcteur d'acidité : acide citrique "", ' 0,07% jus concentré de citron', 'épaississant : alginate de sodium ', ' concentré de spiruline', 'arôme naturel de citron vert', 'arôme naturel', 'arôme naturel de vanille', 'sel', ""malt d'orge"", 'agent moussant : citrate de triéthyle ', "" arôme naturel d'orange"", 'stabilisant : carraghénanes', ' *Certifié Rainforest Alliance', ' Pour en savoir plus consultez ra', 'org', ' **issu de poules élevées en plein air']",['Non végétalien'],13.6 g,en quantité modérée,5.6 g,en quantité élevée,43.9 g,en quantité élevée,0.17 g,en faible quantité,?,,378,-11%,1582 kj(378 kcal),-11%,"13,6",-24%,"5,6",+24%,"55,3",-1%,"43,9",-13%,"6,9",-19%,"0,17",+19%,"0,068",+19%,18,+2%,D,+2%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['AFE'],['Rainforest Alliance'],144 g,"['Plastique', 'Carton']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E160 - Caroténoïdes', 'E162 - Rouge de betterave', 'E100 - Curcumine', 'E330 - Acide citrique', 'E401 - Alginate de sodium', 'E1505 - Citrate de triéthyle', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,['Lidl'],,['Paris'],"['Gluten', 'Lait', 'Soja']",,,
1143,Rainbow Drops,5010478437890,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"0,5",,0,,89,,64,,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Samossas boeuf curry,3366760046397,,,,['France'],[],[],,,,,,,,,?,,202,,845 kj(202 kcal),,12,,"1,8",,16,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Échalotes traditionnelles,3760124142013,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Chocolates cupuaçu,0645860007747,,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,"21,2",,14,,60,,60,,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,"Château "" la mouchetière""",3700374613024,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Poêlée méditerranéenne courgettes poivrons jaunes et rouges,2868075025452,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,3",,"0,01",,"3,5",,"2,3",,1,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Pâté forestier au savagnin,2281538016208,,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"30,4",,"12,3",,"4,2",,"1,8",,"10,9",,"2,15",,"0,86",,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Crème d'olives noires,3760253401302,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Vodka,3041314530705,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Gratte-cul,3760082198312,,,"['EMB 24509A', 'Saint-Vincent-de-Connezac (Dordogne, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,CROISSANT P.BEURRE,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Peinture pour oeufs,8713475491182,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Moka parfun cafe,2644927071507,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Milka,7622201127848,,,,['France'],[],[],,,,,,,,,?,,537,,2247 kj(537 kcal),,31,,17,,57,,56,,"6,5",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,
1157,La Quibrune,3001803180040,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Têtes brûlées Barres de rire,8414778750715,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,8,,5,,26,,23,,58,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,11330309,11330309,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Bonbons au chocolat du pays alpin,7622201455361,,,,['France'],[],[],,,,,,,,,?,,562,,2351 kj(562 kcal),,37,,22,,49,,48,,"5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Méga porridge,53993137,,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,13,,"6,7",,49,,"0,9",,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Riz cantonnais aux crevettes,3364693169046,,,,['France'],[],[],,,,,,,,,?,,170.3,,713 kj(170 kcal),,"3,5",,"0,5",,31,,"0,5",,"4,6",,1,,"0,4",,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,
1163,Soufflés,17365030,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Tarte au pommes,0240018027556,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Moutarde douce,3350033800601,,,,['France'],[],[],,,,,,,,,?,,203,,849 kj(203 kcal),,17,,"1,6",,"7,2",,"5,8",,"4,3",,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Kéfir,1076356035729,,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,"2,5",,"1,6",,"3,9",,"3,9",,"3,2",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Jennyfer,3502456159259,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Vin de Bordeaux,3701172707496,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Filets de maquereau fumé nature,2416763027297,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,29,,"6,3",,"0,3",,"0,1",,"19,5",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Huile de noix,3760056670073,,,,['France'],[],[],,,,,,,,,?,,828,,3464 kj(828 kcal),,92,,8,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Noix d'épaule cuite choix désossée,5707196251388,,,,['France'],[],[],,,,,,,,,?,,178,,745 kj(178 kcal),,12,,"4,4",,"0,8",,"0,2",,17,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Le haut païs,3700898212871,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Nettare Di Mirtillo - Alce nero,8009004809499,,,,['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,0,,0,,16,,13,,"0,1",,0,,0,,,,,,,,,,,,,['Alce nero'],"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,
1174,Kochujan,4901001337422,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,2,,"0,2",,46,,"43,4",,8,,"7,6",,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1175,SooA crème pour les mains et ongles à l huile d amande douce - 100ml,3263855723693,,"['Non alimentaire', 'Open Beauty Facts', 'Soin des mains']",['3263855723693'],['France'],"['AQUA', 'GLYCERIN', 'CETYL ALCOHOL', 'GLYCERYL STEARATE', 'STEARYL ALCOHOL', 'TRILAURIN ISOPROPYL PALMITATE', 'OCTYLDODECANOL', 'STEARIC ACID', 'DIMETHICONE', 'CARBOMER', 'TETRASODIUM EDTA SODIUM BENZOATE', 'PARFUM', 'ETHYLHEXYLGLYCERIN', 'ALLANTOIN', 'PRUNUS AMYGDALUS DULCIS OIL', 'PALMITIC ACID', 'CITRIC ACID', 'PROPYLENE GLYCOL', 'GOSSYPIUM HERBACEUM FLOWER EXTRACT', 'TOCOPHEROL', ' Distribution Leader Price Route de Presles en Brie 77220 Gretz-Armainvilliers - France Distribution Franprix /Service consommateurs 23 Quai Jules Guesde-94400 Vitry-France 0 800 35 00 00 Service & appel gratuis Valable uniquement pour larance / Valido solo in Francia Servizio Consumatori: Leader Price Italia Servizio', 'clienti@leaderpriceltet CD M12', 'Palazzo Canova', 'Via F', 'll Cervi', '20090 e', 'Milanoalia Sbouchon er tuolastique e PENS AU TRI 12M 100 mle valable Uniguement pour f kaldo sob in consignevant vanier ioca www', 'consignes Fabriqué en France/ Prodotto in Francia']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['SOOA', 'Leader Price', 'Franprix']",['Hydrate et protège'],100ml,['Tube'],"['E422 - Glycérol', 'E570 - Acide stéarique', 'E900a - Polydiméthylsiloxane', 'E330 - Acide citrique', 'E1520 - Propylène glycol', 'E307c - Tocophérol']",,['Produits destiné aux adultes'],['Leader Price'],,['Leader Price'],,,,
1176,Guimauves framboises,3564884026107,,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"0,5",,"0,1",,"80,6",,"70,3",,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Arancini,3859891232093,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Filet de poulet - Le Gaulois,2276751020477,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Le Gaulois'],"['Viande Française', 'Volaille Française']",,"['Frais', 'Sous vide']",,,['France'],,,['France'],,,,
1179,Bretzels enrobés de chocolat noir,4260654788969,,,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,16,,"6,4",,55,,"1,1",,"7,9",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Crak n’choc,3250392968465,,,,['France'],[],[],,,,,,,,,?,,501,,2096 kj(501 kcal),,"23,5",,"13,6",,"64,4",,"39,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,filets flétan du groenland,3613550000900,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,12,,"2,7",,0,,0,,13,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Liqueur crème au Calvados,3478700006108,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,the vert,3286010066763,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,"['Opercule en plastique', 'Couvercle en métal']",,,,,,,,,,
1184,Chocolat,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Infusion glacé bio,2700706644581,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,5,,5,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Mazettes coco banane,3760115211032,,,,['France'],[],[],,,,,,,,,?,,523,,2188 kj(523 kcal),,"30,3",,"21,21",,"55,8",,36,,"6,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Gelée royale bio,3700221300152,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Preparation pour pancakes et gaufres,3760305043528,,,,['France'],[],[],,,,,,,,,?,,654,,2736 kj(654 kcal),,"0,6",,0,,84,,"26,5",,"3,4",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
