,name,bar_code,packaging,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,ingredients_origins,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,producer_info,brand_owner,origin_detail
1598,Chips Nature - Leader Price - 30g,3263853107716,"['Sachet', 'Plastique']",['Leader Price'],['Leader Price'],['France'],[],[],?,545,2280 kj(545 kcal),37,"3,4",48,"0,7",5,"1,3","0,52",30g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol""]",,,,,,,37 g,en quantité élevée,3.4 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en quantité modérée,,-3%,-2%,0%,+3%,-2%,-0%,-12%,-2%,-2%,14,+21%,D,+21%,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,
1599,Tortilla chips goût fromage - Leader Price - 150g,3263853109222,"['Sachet plastique à jeter', 'Green dot', 'Pensez au tri!']",['Leader Price'],['Leader Price'],['France'],"['Farine de maïs 75% - huile de tournesol - sel - fromage en poudre 0,8% - dextrose - lactose - maltodextrine - arômes ', 'contient lait', "" - oignon - ail - extrait d'épices - acidifiant : acide citrique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,472,1975 kj(472 kcal),20,2,"64,4","1,5","6,6","1,6","0,64",150g,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,,,['E330 - Acide citrique'],['Lait'],4,20 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.6 g,en quantité élevée,,-2%,-2%,-12%,-32%,+7%,-21%,+3%,+37%,+37%,9,-7%,C,-7%,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Spécialité à base de maïs goût fromage,"['Snack food poco loco', 'Rumbeeksegravier 157', 'Roeselare', '8800', 'Belgique']",,,,
1600,Cacahuètes Grillées & Salées - leader price - 250gr,3263853183369,,['leader price'],['Leader Price'],['France'],[],[],?,610,2552 kj(610 kcal),49,"6,7",11,"6,5",27,1,"0,4",250gr,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes grillées', 'Cacahuètes salées']",,,,,,,49 g,en quantité élevée,6.7 g,en quantité élevée,6.5 g,en quantité modérée,1 g,en quantité modérée,,+0%,+1%,+1%,-7%,-11%,+23%,+6%,-15%,-15%,3,-50%,C,-50%,,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,
1601,Crackers - Leader Price - 100g,3263853192217,['Tenir en lieu frais et sec.'],['Leader Price'],['Leader Price'],['France'],"[""farine de blé - huile extra vierge d'olive 10,3% - sel "", '1,6%', ' romarin ', '1,1%', "" - correcteur d’acidité -: carbonate acide de sodium - farine d'orge malté - extrait de malt "", 'contient blé et orge', ' - levure', ' Trace de sésame', 'œufs', 'soja', 'lait', 'noisettes']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,443,1854 kj(443 kcal),"12,5","1,9",71,"2,4","10,5","2,1","0,84",100 g,,,,,['E500ii - Carbonate acide de sodium'],['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Leader snack - 320g,3263853238519,"['Carton', 'Barquette', 'Plastique', 'Frais', 'Fourchette', 'Serviette']","['Leader Snack', 'Leader Price']",['Leader Price'],['France'],"['Mélange de pâtes alimentaires cuisinées 39,1% [conchiglie cuites aromatisées au curcuma 25,2% ', 'eau - semoule de blé dur de qualité supérieure - œufs - curcuma', "" - carottes 11,7% - huile d'olive vierge extra - huile de colza - persil - sel] - salades mélangées 14,1% "", 'laitue et chicorée', ' - œufs durs 14,1 % ', 'œufs - acidifiants : acide citrique', 'acide acétique - sel', ' - émincés de filet de poulet traité en salaison cuit rôti 12,5% ', 'filet de poulet 12,2% - sel - amidon de tapioca - dextrose', ' - tomates cerises 7,8% - sauce au vinaigre balsamique 6,2 % [huile de colza - vinaigre balsamique 1,4% ', 'vinaigre de vin ', 'sulfites', "" - moût de raisin cuit - colorant : caramel au sulfite d'ammonium - conservateur : disulfite de sodium"", "" - huile d'olive vierge extra - sel - moutarde de Dijon "", ""eau - graines de moutarde - vinaigre d'alcool - sel - antioxydant : disulfite de potassium - acidifiant : acide citrique"", ' - poivre] - Parmigiano Reggiano râpé 3,1% - sachet de biscuits feuilletés salés 3,1% ', ""farine de blé - beurre - levure - sel - lait écrémé en poudre - extrait de malt d'orge - poudre d'acérola sur fécule de manioc""]","['Non végétalien', 'Non végétarien']",?,139,582 kj(139 kcal),"7,4","1,4","10,5","1,5","6,9","0,62","0,248",320 g,"['Plats préparés', 'Frais', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats préparés frais', 'Salades de pâtes', 'Plats à la volaille', 'Réfrigérés', 'Plats au poulet', 'Plats préparés réfrigérés']","['Ne pas congeler', 'Point Vert', 'Tidy man']",['Hors Union Européenne'],"['EMB 56075D', 'Guer (Morbihan, France)']","['E330 - Acide citrique', 'E260 - Acide acétique', ""E150d - Caramel au sulfite d'ammonium"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,7.4 g,en quantité modérée,1.4 g,en faible quantité,1.5 g,en faible quantité,0.62 g,en quantité modérée,,-15%,-15%,-12%,-6%,-24%,-28%,+6%,-19%,-19%,-1,-219%,A,-219%,,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,
1603,Carottes râpées Ciboulette - Franprix - 200g,3263853272711,"['Barquette', 'Plastique', 'Atmosphère protectrice']","['Franprix', 'Marché Franprix', 'Les essentiels']",['Franprix'],['France'],"['Carottes râpées 78%', 'sauce ', 'eau', 'huile de colza', 'jus concentré de citron', ""vinaigre d'alcool"", 'sucre', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', 'arômes', 'épaississants : E415 - E412', 'conservateur : E202', 'ciboulette 1%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,61,255 kj(61 kcal),3,"0,2",6,"5,5",1,"0,7","0,28",200 g,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",['Point Vert'],,"['EMB 10335', 'Saint-Benoist-sur-Vanne (Aube, France)']","['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Moutarde'],4,3 g,en quantité modérée,0.2 g,en faible quantité,5.5 g,en quantité modérée,0.7 g,en quantité modérée,,-24%,-23%,-41%,-55%,-1%,+9%,+16%,+8%,+8%,-1,-325%,A,-325%,,B,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,Salade de carottes râpées à la ciboulette assaisonnée,['France'],,,,
1604,Nectar d'Orange Pêche-Abricot - Leader Price - 1L,3263855090450,['Brique carton et son bouchon à recycler'],['Leader Price'],['Leader Price'],['France'],"['Eau', ""jus d'orange à base de concentré 30% - jus et purée de pêche à base de concentré 13% - purée d'abricot à base de concentré 8% - sucre - antioxydant : acide ascorbique""]",[],204,48,204 kj(48 kcal),0,0,12,11,0,0,0,1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']","['Triman', 'Info-Tri Point vert', 'Teneur en fruits 51\xa0% minimum']",,"['EMB 44037', 'Château-Thébaud (Loire-Atlantique, France)', 'EMB 74224F', 'Roche-sur-Foron (Haute-Savoie, France)']",['E300 - Acide ascorbique'],,3,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,+14%,+14%,+16%,-100%,-100%,+20%,+16%,-100%,-100%,-100%,13,+21%,E,+21%,,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"Nectar d'orange, de pêche et d'abricot à base jus et de purées de fruits concentrés. Teneur en fruits 51 % minimum.","['Bric Fruit [Filiale de Fruité (Groupe Britvic)] - Lieu dit La Jaunaie - 44690 Château-Thébaud', 'Loire-Atlantique', 'Pays de la Loire', 'Fruité (Groupe Britvic) - 389 Rue Ingénieur Sansoube - ZI Les Afforêts - 74800 La Roche-sur-Foron', 'Haute-Savoie', 'Auvergne-Rhône-Alpes', 'France']",,,,
1605,Matin Plaisir - 100% Pur Jus Jus Pamplemousse - LEADER PRICE - 1L,3263855091211,['Brique'],['LEADER PRICE'],['Leader Price'],['France'],['Jus de pamplemousse'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",157,37,157 kj(37 kcal),?,,"8,3",7,"0,6",~ 0,0,1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'en:pure-grapefruit-juice']",,,,,,1,,,,,7 g,en quantité élevée,0 g,en faible quantité,-4%,-5%,-4%,,,-5%,-13%,+24%,-100%,-100%,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus de fruits,,,,,
1606,100% pur jus Mandarine Orange Sanguine - Leader Price - 2L,3263855091891,"['Brique', 'Carton', 'Bouchon', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"['Jus de mandarine ', '80%', ""jus d'orange sanguine "", '20%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),0,0,11,11,"0,6","0,02","0,008",2 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits frais', 'Jus de fruits pur jus', 'Jus multifruits frais', 'Jus multifruits pur jus']",,,"['EMB 67434', 'Sarre-Union (Bas-Rhin, France)']",,,1,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.02 g,en faible quantité,,0%,+1%,-100%,-100%,+5%,+20%,+37%,+130%,+130%,5,+51%,C,+51%,,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus de mandarine et d'orange sanguine,,,,,
1607,Nectar de Mangue - Leader Price - 1L,3263855092522,"['Bouteille', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"['Eau', 'purée de mangue 25%', 'sucre', 'acidifiant : jus de citron à base de concentré', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,45,188 kj(45 kcal),?,,11,"9,9",?,"< 0,03","0,012",1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de mangue']","['Point Vert', 'Triman']",,"['EMB 26174B', 'Margès (Drôme, France)']",['E300 - Acide ascorbique'],,3,,,,,9.9 g,en quantité élevée,0.03 g,en faible quantité,,-13%,-13%,,,-11%,-15%,,+191%,+191%,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Nectar de mangue à base de purée,"['Drôme', 'France']",,,,
1608,Orange à l'eau de source - Leader Price - 2l,3263855093338,"['Bouteille', 'Plastique']",['Leader Price'],['Leader Price'],"['France', 'Martinique']","[""Eau de source 78,5% - jus d'orange à base de concentrés 13% - sucre - jus de pomme à base de concentré 2% - acidifants : acide citrique"", ""acide malique - arôme naturel d'orange - antioxydant : acide ascorbique - colorant : extrait de paprika""]",[],?,39,163 kj(39 kcal),0,0,"9,8","8,8",0,0,0,2 l,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', ""Boissons à l'orange"", 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",['Sans conservateurs'],,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E300 - Acide ascorbique', 'E160c - Extrait de paprika']",,4,0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,,0%,0%,-100%,-100%,+8%,+5%,-100%,-100%,-100%,12,+36%,E,+36%,,C,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,
1609,100% PUR JUS ORANGE ORIGINE MÉDITERRANÉE - Leader Price - 1L,3263855095219,"['Brique', 'Carton', 'Bouchon', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"[""Jus d'orange""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,42,176 kj(42 kcal),?,,"9,3","9,3","0,7",0,0,1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['Point Vert'],,,,,1,,,,,9.3 g,en quantité élevée,0 g,en faible quantité,,-2%,-3%,,,-4%,+2%,+11%,-100%,-100%,,,,,,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
1610,Emmental Râpé - Franprix Bio - 100g,3263856410813,"['Sachet', 'Plastique', 'Frais']","['Franprix Bio', 'Franprix']",['Franprix'],['France'],['Lait pasteurisé de vache - sel - ferments lactiques - coagulant microbien'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,367,1536 kj(367 kcal),28,19,"1,8",0,27,"0,88","0,352",100 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['Lait'],3,28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.88 g,en quantité modérée,,-2%,-2%,-3%,-4%,+99%,-100%,-1%,+16%,+16%,12,+1%,D,+1%,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['France', 'Haut-Rhin']",,,,
1611,Lait BIO demi-écrémé - Franprix - 1L,3263856414316,"['Bouteille', 'Plastique']",['Franprix'],['Franprix'],['France'],"[""Lait demi-écrémé stérilisé UHT issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",192,46,192 kj(46 kcal),"1,5",1,"4,8","4,8","3,2","0,13","0,052",1 L,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits demi-écrémés biologiques']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['FR 60.157.031 CE', 'Clermont (Oise, France)', 'FR 35.360.001 CE', 'Vitré (Ille-et-Vilaine, France)', 'FR 59.461.030 CE', 'Petit-Fayt (Nord, France)']",,['Lait'],1,1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,-1%,0%,-1%,-4%,+0%,0%,+0%,-1%,+16%,+16%,0,,B,,,C,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,Lait demi-écrémé stérilisé UHT issu de l'agriculture biologique.,,,,,
1612,Thon piquant - Leader Price - 120g,3263856852217,"['Frais', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"[""huile de colza - thon listao 29% - carottes 12% - céleri-rave 12% - concentré de tomate - eau - jaune d'oeuf - vinaigre - piment de Cayenne 0,5% - sel - moutarde "", 'vinaigre - graines de moutarde - sel - épices', "" - extraits de plantes aromatiques et d'épices - sucre - fibre végétale - maltodextrine - graisse de palme - protéines de lait - lactose - arôme - E202 - E211 - E330 - E300 - E412 - E415 - E160c""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,339,1418 kj(339 kcal),"33,1","2,5","1,5","1,5","7,9","1,2","0,48",120g,['Produits à tartiner'],,,"['EMB 78090', 'Bouafle (Yvelines, France)']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']","['Céleri', 'Œufs', 'Poisson', 'Lait', 'Moutarde']",4,33.1 g,en quantité élevée,2.5 g,en quantité modérée,1.5 g,en faible quantité,1.2 g,en quantité modérée,,+5%,+5%,+86%,-53%,-95%,-95%,+83%,+128%,+128%,10,-20%,C,-20%,['Huile de palme'],,,,,,,,,,,,,,
1613,Sirop de Grenadine - Auchan - 100cl,3263857221012,['Bouteille'],['Auchan'],['Auchan'],['France'],"['Sucre', 'eau', 'jus de cassis à base de concentré 6,7%', 'jus de citron à base de concentré 4%', 'acidifiant : acide citrique', 'arôme', 'jus de framboise à base de concentré 0,3%', 'jus de fraise à base de concentré 0,3%', 'jus de sureau à base de concentré 0,2%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,302,1264 kj(302 kcal),0,0,75,75,0,0,0,100 cl,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",['Sans conservateurs'],,,['E330 - Acide citrique'],,4,,,,,,,,,,+28%,+17%,-100%,-100%,+24%,+28%,-100%,-100%,-100%,,,,,,A,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,
1614,Pavé de Saumon Purée de brocolis - Franprix - 300g,3263858051014,,['Franprix'],['Franprix'],['France'],"['franprix Plat cuisiné à base de purée aux brocolis ', '83,3%', "" et d'un pavé de saumon [ Ingrédients Brocolis 37% - eau - saumon Atlantique "", 'Salmo sa/ar', ' 16,796 - flocon de pomme de terre déshydratée 5,896 ', ""pomme de terre - émulsifiant : mono et diglycérides d'acide gras"", ' - crème fraîche 4,1% - préparation laitière en poudre ', 'lactose - protéines de lait - crème', ' - sel - poivre', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,93,389 kj(93 kcal),"3,4","1,8","8,7","3,4","6,1","0,6","0,24",300 g,,,,"['EMB 84007W', 'Avignon (Vaucluse, France)']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Yaourts stracciatella - Franprix,3263858061617,['Pot'],['Franprix'],['Franprix'],['France'],"['Lait entier 59% - crème 15% - sucre 13% - eau - copeaux de chocolat 2', '8% ', 'pâte de cacao - beurre de cacao - sucre', ' - sirop de glucose - arômes - amidon transformé de maïs - épaississants : gomme xanthane', 'pectines - ferments lactiques ', 'contient lait', ' - protéines de lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,239,1000 kj(239 kcal),"8,8","6,2",18,15,"2,3","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux copeaux de chocolat', 'Yaourts au lait de vache', 'Yaourts à la grecque', 'Yaourts sucrés']",['en:lait-francais-french-milk'],,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E440 - Pectines']",['Lait'],4,8.8 g,en quantité modérée,6.2 g,en quantité élevée,15 g,en quantité élevée,0.1 g,en faible quantité,,+73%,+74%,+46%,+56%,+18%,+6%,-32%,-7%,-7%,11,+92%,D,+92%,,D,78.7%,11.7%,3.1%,4.1%,1.8%,0.5%,54,,,,,,
1616,Fromage blanc au lait de brebis - Franprix - 400g,3263858074617,,['Franprix'],['Franprix'],['France'],"['Lait de brebis standardisé à 4,5% de matières grasses ', 'origine : France', ' - ferments lactiques ', 'contient lait', ' - vitamine D']",[],?,90,377 kj(90 kcal),"4,5","3,2",5,3,"7,4","0,12","0,048",400 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages de brebis', 'Fromages blancs', 'Fromages blancs au lait de brebis', 'Fromages blancs natures']",['en:lait-francais-french-milk'],['France'],,,['Lait'],,4.5 g,en quantité modérée,3.2 g,en quantité modérée,3 g,en faible quantité,0.12 g,en faible quantité,,-4%,-4%,-12%,-7%,-5%,-24%,+17%,+17%,+17%,0,-100%,B,-100%,,C,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,
1617,10 knacks -25% de sel - Leader Price,3263858609512,"['Frais', 'sous vide']",['Leader Price'],['Leader Price'],['France'],"['1', ' UCIssEjs tucisses de strasbourg avec teneur en sel réduite Ingrédients gras de porc - dextrose ande de porc ', '67%', ' - eau - plasma de porc »nservateurs : chlorure de potassium', 'nitrite de sodium - sel - stabilisants ', 'hosphates - lactose - arômes - antioxydant : ascorbate de sodium - colorants trait de paprika', 'carmins', ' Fumée au bois de hêtre', ' Porc origine : UE', ' - Tracesde ', 'utarde', 'Les informations en gras sont destinées aux personnes allergiques ou olérantes', "" Conseils e éparation les saucisses 3 minutes dans l'eau frémissante"", ' Pour les enfants de moins 4 ans', ""couper les saUcisses dans le sens de la longueur puis en tout petits afin de prévenir le risque d'étouffement Condition *de conservation COnserver entre OOC et +40C"", "" A cons jusqu'au / No de loc : voir su Il nballage""]","['Non végétalien', 'Non végétarien']",?,293,1226 kj(293 kcal),"26,4",10,2,"1,7","11,8","1,5","0,6",,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E120 - Acide carminique']",['Lait'],4,26.4 g,en quantité élevée,10 g,en quantité élevée,1.7 g,en faible quantité,1.5 g,en quantité modérée,,+10%,+9%,+12%,+14%,+27%,+32%,-6%,-21%,-21%,18,-2%,D,-2%,,E,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,['France'],,,,
1618,Brioche tressée aux œufs frais - Leader Price - 600g e,3263859082314,"['Sachet', 'Plastique', 'Papier']",['Leader Price'],['Leader Price'],['France'],"[""Farine de blé 52,2 % - sucre - œufs frais 9,3 % - beurre concentré reconstitué 6,3 % - huiles et graisses végétales [huile végétale de colza - émulsifiants : mono - et diglycérides d'acides gras"", 'lécithine de tournesol - arôme ', 'contient lait', '] - levain ', 'farine de blé - eau - sel', "" - sirop de sucre inverti - sel - arômes - levure - émulsifiants : mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium - gluten de blé']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,360,1506 kj(360 kcal),"11,8","4,4","55,8","12,9","7,2","1,16","0,464",600 g e,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",['Point Vert'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,11.8 g,en quantité modérée,4.4 g,en quantité modérée,12.9 g,en quantité élevée,1.16 g,en quantité modérée,,+1%,+1%,-8%,-31%,+8%,-10%,-11%,+16%,+16%,15,-6%,D,-6%,,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,Brioche Tressée aux Œufs Frais,,,,,
1619,Poulet rôti sauce Caesar - Leader Price - 180g,3263859100117,"['Sachet', 'Plastique', 'Carton']",['Leader Price'],['Leader Price'],['France'],"['Galette de blé aux graines de lin décongelée 50% ', 'farine de blé - eau - huile de colza - graines de lin 1,2% - poudres à lever : E500ii', 'E450i - dextrose - acidifiant : E296 - sel', ' - sauce au fromage blanc et au fromage 18,7% ', 'fromage blanc 6,7% - fromage 3,8% ', 'contient antimottant : fécule de pomme de terre', "" - huile de colza - eau - vinaigre d'alcool - amidon transformé de pomme de terre - jaune d'oeuf - sucre - moutarde de Dijon "", 'eau - graines de moutarde - vinaigre - sel - acidifiant : E330 - antioxydant : E224', ' - arôme ', 'contient poissons', ' - sel - épaississants : E412', 'E415 - conservateur : E202', ' - cubes de filet de poulet rôti traité en salaison 14% ', 'filet de poulet 10,5% - eau - acidifiants : E326', 'E261 - dextrose - amidon transformé de pomme de terre - sel - stabilisant : E451 - sucre roux - antioxydant : E316', ' - crudités 12,7% ', 'salade 8,3% - tomate 4,4%', ' - eau - tomates mi-séchées assaisonnées décongelées 2,2% ', 'tomates semi-déshydratés - huile de colza - sel - origan - ail', ' - amidon transformé de pomme de terre', ' Poulet origine : hors UE']","['Non végétalien', 'Non végétarien']",?,212,887 kj(212 kcal),"8,3","1,4","23,8","2,3","8,8","1,11","0,444",180 g,"['Sandwichs', 'Wraps']","['Point Vert', 'Nouveau']",,,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E296 - Acide malique', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E261 - Acétates de potassium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",4,8.3 g,en quantité modérée,1.4 g,en faible quantité,2.3 g,en faible quantité,1.11 g,en quantité modérée,,-9%,-8%,-8%,-38%,-8%,-5%,+1%,-3%,-3%,-1,-125%,A,-125%,,,,,,,,,,,,,,,
