,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,manufacturing,additives,palm_ingredients,origin_detail,producer_info,brand_owner
1421,œufs frais - Monoprix bio ! - 10Oeufs  (53/63g Moyen),3350030207977,B,"Œufs de poules élevées en plein air issus de l'agriculture biologique, catégorie A (Calibre Moyen 53/63 g)",10 Oeufs  (53/63g Moyen),"['Boîte', 'Carton', 'Boite carton à recycler', 'Triman', 'Boîte en carton']","['Monoprix bio !', 'Monoprix Exploitation', 'Groupe Casino']","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Œufs frais', 'Oeufs biologiques', 'Oeufs labellisés', 'Produits labellisés']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'Certifié par Bureau Véritas Certification']",['France'],,['Monoprix'],['France'],"['10 œufs frais', 'de catégorie A', 'de poules élevées en plein air', ""issus de l'agriculture biologique "", 'code commençant par 0 sur les œufs']",['Œufs'],[],,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.3 g,en faible quantité,0.31 g,en quantité modérée,586,,141,-1%,586 kj(141 kcal),-2%,"9,8",-3%,"2,6",+4%,"0,3",-49%,"0,3",-46%,13,+4%,"0,31",+12%,"0,124",+12%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['FR 80.253.003', 'Doullens (Somme, France)']",['FRANCE'],,,,,
1422,"Vinaigre balsamique de Modène, 6% d'acidité - Monoprix Gourmet - 25cl",3350031469596,A,,25 cl,"['Bouteille', 'Verre']","['Monoprix Gourmet', 'Monoprix']","['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","['IGP', 'Point Vert']",['Italie'],,['Monoprix'],['France'],"['vinaigre de vin', 'moût de raisin concentré', 'moût de raisin cuit', 'colorant : E150d']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0.2 g,en faible quantité,?,,183,+24%,766 kj(183 kcal),+25%,0,-100%,0,-100%,40,+26%,40,+37%,"1,2",+80%,"0,2",+182%,"0,08",+182%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,"['EMB 21200', ""Couchey (Côte-d'Or, France)""]",,"[""E150d - Caramel au sulfite d'ammonium""]",,,,
1423,"Colin d'Alaska à la Bordelaise sans arêtes, Surgelé - Monoprix - 400g (2Portions)",3350033088474,,Filets de colin d'Alaska en sauce,400 g (2 Portions),"['Surgelé', 'Boîte', 'Carton']","['Monoprix', 'Groupe Casino']","['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés surgelés', 'Plats préparés au poisson blanc cuit', 'Poisson blanc à la bordelaise', ""Colin d'Alaska à la bordelaise"", 'Colins préparés', 'Poissons préparés']",['Sans arêtes'],,http://courses.monoprix.fr/RIDE/Colin-d-Alaska-a-la-Bordelaise-sans-aretes-surgeles-2233934;jsessionid=6F7EA0E1651F59C5A40F6A1557134FBC.A61194D6B61B92FBB10E8CD4B717D192B6,['Monoprix'],['France'],"[""Colin d'Alaska 55 % "", 'Theragra chalcogramma', 'oignon 16,4 %', 'crème fraîche 12,3 %', 'eau', 'huile végétale de tournesol', 'chapelure de couverture 1,5 % ', 'farine de blé', 'eau', 'huile et matière grasse végétale de colza', 'sucre', 'gluten de blé', 'levure', 'sel', 'farine de seigle', 'son de blé', 'dextrose', ""malt d'orge"", 'farine de fève', 'chapelure ', 'farine de blé', 'sel', 'persil 1,2 %', 'vin blanc concentré 0,9 %', 'arôme ', 'dont arôme de fumée', 'contient crustacés', 'poisson', 'lait', 'sel', 'arômes naturels']","['Crustacés', 'Poisson', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,6.9 g,en quantité modérée,2.5 g,en quantité modérée,1.4 g,en faible quantité,0.88 g,en quantité modérée,576,+59%,125,+40%,576 kj(125 kcal),+57%,"6,9",+86%,"2,5",+56%,"5,8",+55%,"1,4",+18%,10,+15%,"0,88",+34%,"0,352",+34%,1,,B,,,,,,,,,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 29188A', 'Plougasnou (Finistère, France)']","['Primel Gastronomie [Filiale Groupe Sill (Société Industrielle Laitière du Léon)] - 235 Route de Kerastren - Lieu dit Kerfeunteun - 29630 Plougasnou', 'Finistère', 'Bretagne', 'France']",,,,,
1424,Lait entier stérilisé U.H.T. - Monoprix - 1L,3350033088672,D,,1 L,"['Bouteille', 'plastique', 'Bouteille en plastique']",['Monoprix'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers', 'Lait entier UHT']","['en:Bleu Blanc Cœur', 'en:C’est qui le patron ?!']",['en:lait de France'],,['Monoprix'],['France'],['Lait entier issu de la filière Bleu-Blanc-Coeur'],['Lait'],[],,3.6 g,en quantité modérée,2.3 g,en quantité modérée,4.8 g,en faible quantité,0.09 g,en faible quantité,269,-11%,64,-3%,269 kj(64 kcal),-4%,"3,6",-3%,"2,3",-3%,"4,8",+0%,"4,8",+1%,"3,2",-3%,"0,09",-23%,"0,036",-23%,2,+27%,B,+27%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['FR 59.039.030 CE', 'Awoingt (Nord, France)', 'FR 62.767.030 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)', 'EMB 62161', 'Bouquehault (Pas-de-Calais, France)', 'EMB 59039', 'Awoingt (Nord, France)', 'EMB 59039F', 'Awoingt (Nord, France)', 'EMB 62767', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)', 'EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)"", 'EMB 36229B', 'Varennes-sur-Fouzon (Indre, France)']",,,,,,
1425,Assortiment de recettes libanaises avec sauce sésame - Monoprix - 320g,3350033225572,,,320 g,,['Monoprix'],,,,,['Monoprix'],['France'],"['Falafel 31,25% : eau - févette 5,9% - pois chiche 4,6% - oignon-huile de tournesol - persil 1', '8% - oignon déshydraté - amidon transformé - ail - sel - cumin - coriandre en poudre', ' Rikakat 31,25%: fromage blanc 9,1% - fromage de chèvre 7,1% - farine de blé - eau - huile de tournesol - amidon transformé - sel - fibre de pousse de bambou - menthe', ' Samboussek 25% : farine de blé - viande bovine 4,8%-oignon - oignon préfrit ', 'oignon', 'huile de tournesol', ' - eau - huile de tournesol-persil 0,3%-sel - dextrose - poudres à lever : diphosphates et carbonates de sodium - piment fort - cannelle-amidon de blé', ' Sauce sésame 12,5%: eau - pâte de sésame 2,5%-jus de citron concentré - amidon transformé-sel - sucre - épaississant:gomme xanthane']","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,233,,975 kj(233 kcal),,11,,"2,8",,23,,"2,4",,"8,8",,"1,4",,"0,56",,,,,,,,,,,,,"['FR 44.072.002 CE', 'Herbignac (Loire-Atlantique, France)', 'EMB 44072', 'Herbignac (Loire-Atlantique, France)']",,"['E14XX - Amidons modifiés', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E415 - Gomme xanthane']",,,,
1426,Emmental tranché bio - Monoprix - 160g,3350033275096,C,,160g,,['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France']","['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",,,['Monoprix'],['France'],"['Lait de vache pasteurisé* - sel - ferments lactiques ', 'dont lait', ' - coagulant', "" * issu de l'agriculture biologique""]",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.825 g,en quantité modérée,?,,368,-2%,1540 kj(368 kcal),-2%,28,-4%,19,-4%,2,+199%,"0,5",+21%,27,-2%,"0,825",+27%,"0,33",+27%,12,+5%,D,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 62.205.003 CE', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)', 'EMB 62205', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,,,,,
1427,Sauce tomates aux 5 légumes - INGRID COSMETICS - 420g,3350033423985,A,,420 g,"['Bocal', 'Verre']",['INGRID COSMETICS'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces aux légumes', 'Sauces tomate aux petits légumes']",,,,['Monoprix'],['France'],"['Purée de tomates 64% - aubergines préfrites 8% ', 'aubergines 6%', 'huile de tournesol', "" poivrons 6% - courgettes 6% - oignons 5% - carottes 4% - sucre - huile d'olive vierge extra - huile de tournesol basilic - amidon transformé de maïs - sel - purée d'ail - poivre""]",,[],4,4.2 g,en quantité modérée,0.5 g,en faible quantité,5.6 g,en quantité modérée,0.88 g,en quantité modérée,?,,73,-3%,305 kj(73 kcal),+2%,"4,2",+33%,"0,5",+3%,"5,8",-16%,"5,6",+3%,"1,3",-21%,"0,88",-12%,"0,352",-12%,-4,-1539%,A,-1539%,55.2%,17.7%,10.0%,9.7%,4.3%,3.0%,88,"['EMB 84080B', 'Monteux (Vaucluse, France)']",,['E14XX - Amidons modifiés'],,,,
1428,Myrtilles des landes - Monoprix Gourmet - 325g,3350033436268,C,,325 g,"['pot verre', 'couvercle métal', 'à recycler']","['Monoprix Gourmet', 'Monoprix']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,['Monoprix'],['France'],['Myrtilles 65% - sucre de canne - gélifiant : pectines - jus de citron concentré'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.8 g,en faible quantité,0.1 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,925,0%,218,-0%,925 kj(218 kcal),+1%,"0,8",+207%,"0,1",+126%,51,-4%,50,-2%,"0,5",+28%,0,-100%,0,-100%,8,-13%,C,-13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['EMB 47326B', 'Virazeil (Lot-et-Garonne, France)']",,['E440 - Pectines'],,,,
1429,Mini penne - Monoprix,3350033454910,,,,['boîte'],['Monoprix'],['Salades'],,,,['Monoprix'],['France'],"['pâtes alimentaires aux oeufs mini penne cuites 46% [eau', 'semoule de ble dur de qualité supérieure', 'oeufs2,3/o ', ""140g d'cufspar kilo de sempyle de blé"", 'l - tomates 11% - ai uillçttes de poulet amylacées traitées sel', ' - parmesan au lait cru 7,7% - fromage blanc à 0% de matières grasses - huile de colza - tomates mi-séchées marinées aux herbes 2,8% ', 'tomate semi-déshydratée', 'huile de tournesol', 'sel', 'plantes aromatiques', "" - crème fraîche - eau - vinaigre d'alcool - basilic - purée de câpres "", 'purée de câpres', 'eau', 'sel', 'vinaigre', ""correcteur d'acidité : acide acétique"", "" - filet d'anchois à l'huile 0,5% "", ""filet d'anchois salés - huile de tournesol"", ' - arôme naturel ', 'contient lait', ' - moutarde de Dijon ', 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'sel', "" - ail - jaune d'cuf - sel - sucre - amidon modifié - épaississant : gomme xanthane - vinaigre de vin - poivre blanc - mélasse - purée d'oignon - pâte de tamarin - clous de girofle - extrait de gingembre""]","['Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,6.8 g,en quantité modérée,2.4 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en quantité modérée,?,,142,0%,594 kj(142 kcal),+2%,"6,8",-16%,"2,4",+97%,12,+28%,"1,3",-41%,"7,4",+47%,"0,7",-15%,"0,28",-15%,1,+15%,B,+15%,,,,,,,,,,"['E260 - Acide acétique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,
1430,Salades & Crudités Poulet Parmesan sauce Caesar - Monoprix - 250g,3350033459878,D,,250 g,"['Barquette', 'Plastique']",['Monoprix'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,,,['Monoprix'],['France'],[],,[],,9.8 g,en quantité modérée,3 g,en quantité modérée,2.1 g,en faible quantité,0.5 g,en quantité modérée,?,,158,+18%,661 kj(158 kcal),+20%,"9,8",+49%,3,+200%,"7,1",-22%,"2,1",-7%,"9,6",+33%,"0,5",-37%,"0,2",-37%,-1,,A,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['EMB 45082', 'Châteauneuf-sur-Loire (Loiret, France)', 'EMB 13018D', 'Cabannes (Bouches-du-Rhône, France)']",['France'],,,,,
1431,Beurre demi sel -  - 250g,3350180002552,E,,250 g,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Matière grasse de beurre', 'Beurres demi-sel']",,,,,['France'],"['Beurre*', 'sel : 2,5%', ' *Origine : France']",['Lait'],['Non végétalien'],2,81 g,en quantité élevée,50.7 g,en quantité élevée,0.22 g,en faible quantité,,,?,,735,+15%,3075 kj(735 kcal),+17%,81,+17%,"50,7",+18%,"0,8",-0%,"0,22",-59%,"0,7",+21%,,,,,,,,,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['FR 50.298.001 CE', 'Méautis (Manche, France)']",,,,,,
1432,Beurre à la baratte demi sel - Le Montsûrais - 250g,3350968953069,C,Beurre demi sel,250 g,['Papier'],['Le Montsûrais'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'en:Lait-francais-french-milk', 'Agriculture France']",['France'],,['Bio c bon'],['France'],"['crème fraîche pasteurisée ', 'lait', 'sel ', 'max 2%', 'ferments lactiques ', 'lait']",['Lait'],['Non végétalien'],2,80 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,1.25 g,en quantité modérée,2980,+2%,712,-1%,2980 kj(712 kcal),-1%,80,+1%,55,+2%,"0,7",-6%,"0,5",-19%,"0,5",-26%,"1,25",-39%,"0,5",-39%,23,-13%,E,-13%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['FR 53.161.001 CE', 'Montsûrs (Mayenne, France)']",,,,,,
1433,POINTE DE BRIE - Le montsurais,3350968953410,C,,,,['Le montsurais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,['France'],"['NCR F', ""DIENTS Lait de vaeh' "", 'origine e', 'sel', 'ermenis IActiques ', 'lait', ',', 'ssu biologiq Informat: soulignées AUX personn', 'ss intoléranta ou allergiAv', 'es']",['Lait'],['Non végétalien'],,21 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,?,,280,-10%,1172 kj(280 kcal),-10%,21,-19%,15,-18%,2,+186%,0,-100%,20,+6%,1,-37%,"0,4",-37%,12,-19%,D,-19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1434,Filet de poulet au curry et riz basmati - Madern - 300g,3355570003478,D,,300g,,['Madern'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à base de riz', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet', 'Poulets au curry']",,,,,['France'],"['Viande poulet cuit : eau', 'poulet', 'crème fraîche ', 'crème de lait', 'protéines de lait', 'stabilisants : carraghénanes', 'poivrons rouges', 'oignons', 'pousses de bambou', 'lait de coco', 'concentré de tomates', 'huile de tournesol', 'coriandre en feuille', 'gingembre', 'ail', 'sel', 'amidon modifié de maïs', 'curry ', 'coriandre', 'cumin', 'sel', 'curcuma', 'persil', 'ail poudre ', 'sulfites', 'piment doux', 'oignon poudre', 'gingembre', 'piment fort', 'sucre', 'piment', 'curcuma', '\rRiz : eau', 'riz basmati', 'oignons', 'huile de tournesol', 'fond de volaille ', 'bouillon de poulet', 'carcasses de poulet', 'eau', 'sel', 'matière grasse de poulet', 'extrait de romarin', 'extrait de dinde', 'plantes aromatiques', 'carottes morceaux', 'jus concentré de carotte', 'poireau en poudre', 'épices', 'coriandre en feuille', 'sel']","['Lait', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,5.7 g,en quantité modérée,2.8 g,en quantité modérée,0.9 g,en faible quantité,0.7 g,en quantité modérée,?,,141,+4%,590 kj(141 kcal),+8%,"5,7",+24%,"2,8",+55%,13,-6%,"0,9",-50%,"8,8",+23%,"0,7",-9%,"0,28",-9%,0,-100%,B,-100%,80.4%,13.1%,1.9%,2.8%,1.1%,0.8%,36,"['FR 83.054.001 CE', 'Farlède (Var, France)']",,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",,,,
1435,Assortiment choucroute - Clermont,3363710002311,,,,,['Clermont'],,"['Viande Française', 'Viande Porcine Française']",,,,['France'],"['9701 KIT CHOUCROUTE 1 kg ', 'viande de porc 6ô%I glacej gras de porc', 'blanc d10ElJFI conservateurF2501E300', 'épicest acidifian E263i sirop de glucoseldextrosej colorants: El 201tararneIjexhausteur de goûti E621 stabilisant:E4501 arômestextraits dépites Fumé au bois de hêtre', 'sous boyau naturel de mouton', 'Allergènes : OEUF', 'LAIT', 'CELERI', ' de porc', 'blanc dOEUFt lactose ', 'LAIT', 'i maltodextrinej ail OAO%i acidifiant: E2ô3i dextoset sucre', 'épices conservateurs: E2501E200i EBI 51 arôme naturel', 'colorant: El 201 fumé au bois de hêtre', 'Allergènes : OEUF', 'LAIT', 'CELERI', ' ', 'poitrine de porc 8306 eau sel Idextrose', 'conservateurs', 'E250i E31ôI arômes fumé au bois de hêtre SÊuuss-s-uEs-', 'funée-YE=12Lg ', ' viande de porc gras de portl eau', 'sel', 'lactose ', 'LAIT', ""I épices nature'st dextrose"", 'conservateurs E250i E252', 'E3001 E216i acidifiants E2621 E320i arôme naturell fumé au bois de hêtre', 'sous boyau naürei de porc Allergène : LAIT', ' cuisinée', ' 600 ', 'choucroute', 'saindouxl Rieslingl épites', 'arômes', 'plantes aromatiquesj sel', ' baie de genièvrej antioxydant:E300', ' valeurs nutiüonnelles']","['Céleri', 'Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,124,,519 kj(124 kcal),,"9,9",,"3,4",,"1,6",,"0,4",,"6,7",,"2,6",,"1,04",,,,,,,,,,,,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,
1436,Confiture de myrtille du Canada - U Saveurs - 315g,3368950050610,D,,315 g,"['Pot', 'Couvercle en métal', 'Bocal en verre']","['U Saveurs', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['Transformé en France'],,,['Magasins U'],['France'],"['Myrtille du Canada 55 %', 'sucre de canne', 'gélifiant: pectine de fruits', 'acidifiant: acide citrique', ' Traces éventuelles de fruits à coque et de lait', ' Préparée avec 55g de fruits pour 100g de produit fini']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,56 g,en quantité élevée,0.1 g,en faible quantité,1007,+9%,237,+8%,1007 kj(237 kcal),+10%,"0,5",+92%,"0,1",+126%,58,+9%,56,+10%,"0,5",+28%,"0,1",+499%,"0,04",+499%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,"['E440 - Pectines', 'E330 - Acide citrique']",,,,
1437,Moutarde au miel - U Saveurs - 235g,3368950110901,B,,235 g,['Bocal'],"['U Saveurs', 'U']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['Transformé en France'],,,['Magasins U'],['France'],"['Eau ', ""vinaigre d'alcool"", 'sucre', 'graines de MOUTARDE', ""miel destiné à l'industrie "", ' 8%', 'sel', 'colorant : caramel ordinaire', 'acidifiant : acide citrique', 'épices', 'antioxydant : DISULFITE de potassium', 'arômes']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,4.8 g,en quantité modérée,0.3 g,en faible quantité,25 g,en quantité élevée,3.3 g,en quantité élevée,710,+2%,169,-1%,710 kj(169 kcal),0%,"4,8",-56%,"0,3",-63%,25,+262%,25,+548%,"4,9",-25%,"3,3",-30%,"1,32",-30%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,"['E150a - Caramel E150a', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,
1438,Mogettes cuisinées à l'ancienne saveurs - U - 420g,3368951433955,A,,420 g,"['Bocal', 'Verre', 'métal', 'paquet']",['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots blancs', 'Haricots en conserve', 'Haricots blancs en conserve', 'Légumes cuisinés', 'Mogettes cuisinées']","['Fruits et Légumes de France', 'Cuisiné en France', 'Légumes de France']","['France', 'Vendée']",,['Magasins U'],['France'],"['Sauce : eau', 'fond de porc ', 'viande et graisse de porc', 'eau', 'arômes naturels', 'sel', 'sucre', 'épices et aromates', 'sel marin', 'thym', 'laurier', ' Mogettes de Vendée label rouge blanchies 39', '2%', ' Garniture : carottes en rondelles 7', '8%', 'poitrine de porc fumée au bois de hêtre 5', '2% poitrine de porc ', 'France', 'sel', 'ail', ' Traces éventuelles de céréales contenant du gluten', 'poissons', 'crustacés', 'mollusques', 'soja', 'lait', 'oeuf', 'céleri et moutarde']","['Céleri', 'Crustacés', 'Œufs', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",4,1.1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.7 g,en quantité modérée,342,+12%,81,+7%,342 kj(81 kcal),+7%,"1,1",-61%,"0,4",-27%,10,+34%,0,-100%,6,+136%,"0,7",+7%,"0,28",+7%,-7,,A,,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,['France'],,,,,
1439,Emincés de haddock fumés Saveurs - U Saveurs - 100g,3368954207331,E,"Haddock fumé au bois de hêtre, décongelé",100 g,"['Carton', 'Plastique', 'Sous-vide', 'Frais']","['U Saveurs', 'U']","['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']","['en:FSC', 'FSC Mix', 'Pêche durable', 'Pêche durable MSC', 'Transformé en France', 'Pêché au chalut', 'Engagement ressources pêches et aquaculture', 'FSC C113809', ""Pêche d'une espèce bien gérée""]","['Mer de Norvège', 'Océan Atlantique Nord-Est']",,"['U Express', 'Magasins U']",['France'],"['HADDOCK ', 'melanogrammus aEGLEFINUs', ' pêché en Océan Atlantique Nord-Est 97%', 'sel', 'colorant : rocou']",['Poisson'],"['Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,371,,88,+2%,371 kj(88 kcal),+5%,"0,5",-7%,"0,1",-22%,"0,5",+102%,"0,5",+187%,20,-0%,3,-19%,"1,2",-19%,11,+20%,D,+20%,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,"['FR 29.232.500 CE', 'Quimper (Finistère, France)']",,['E160b - Rocou'],,,,
1440,Mini paté en croûte pâte pur beurre Saveurs - U Saveurs - 450g,3368954600385,D,Paté en Croûte,450 g,"['Plastique', 'Frais']","['U Saveurs', 'U']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Pâté en croûte']","['Viande Française', 'Viande Porcine Française', 'Transformé en France', 'Farine de blé français']",,,"['Super U', 'Magasins U']",['France'],"['Farce 50% : viande de porc ', 'France', 'foie de porc ', 'France', 'OEUF entier', 'gras de porc ', 'France', 'amidon de riz', 'vin blanc', 'marc de bourgogne', 'madère', 'sel', 'cognac', 'sirop de glucose', 'plantes aromatiques', 'épices', 'antioxydants : acide ascorbique et ascorbate de sodium', 'conservateur : nitrite de sodium', ' Pâte 45% : farine de BLE ', 'France', 'BEURRE ', 'colorant : caroténoïdes', ' 21,9% *', 'eau', 'OEUF entier', 'sel', ' *pourcentage exprimé sur la pâte', ' Décor 5% : gelée : bouillon ', 'eau', 'vin blanc', 'sel', 'madère', 'conservateur : nitrite de sodium', 'extraits de légumes et de plantes aromatiques ', 'dont CELERI', 'arôme naturel de volaille', 'gélatine de porc', ' Traces éventuelles de fruits à coques', 'moutarde', 'mollusques', 'crustacés et poissons']","['Céleri', 'Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,18.5 g,en quantité modérée,10.7 g,en quantité élevée,1.2 g,en faible quantité,1.7 g,en quantité élevée,1243,+0%,298,+2%,1243 kj(298 kcal),+2%,"18,5",+1%,"10,7",+36%,"21,7",+6%,"1,2",+9%,"10,7",0%,"1,7",+1%,"0,68",+1%,19,+11%,E,+11%,84.3%,11.4%,2.7%,1.0%,0.5%,0.1%,17,"['FR 39.475.003 CE', 'Saint-Amour (Jura, France)']","[""SALAISONS BOLARD FRERES Z I AU NIEVRE D'EN BAS 4 RUE PHILIBERT DE LA BAUME 39160 SAINT AMOUR France""]","['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E428 - Gélatine']",,,,
