,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
1893,Milk chocolate figures - favorina - 100g,20702649,100 g,['Kunststoff'],['Favorina'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,"['France', 'Allemagne']","['sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'beurre concentré ', 'lait', 'poudre de lactosérum doux ', 'lait', 'purée de noisettes', 'émulsifiant: lécithines ', 'tournesol', "",' arôme"", 'arôme naturel de vanille', ' Chocolat au lait: cacao: 30% minimum', ' matière sèche issue du lait: 18% minimum', "" Peut contenir des traces d'autres fruits à coque "", 'CH: noix', 'de céréales contenant du gluten et de soja']",['Non végétalien'],4,2282,+0%,547,-1%,"31,9",-8%,"57,7",+11%,6,-16%,2282 kj(547 kcal),20,"56,3","0,15","0,06",,"['Commerce équitable', 'Cocoa Life']",E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['E322i - Lécithine'],31.9 g,en quantité élevée,20 g,en quantité élevée,56.3 g,en quantité élevée,0.15 g,en faible quantité,-1%,+2%,+15%,-36%,-36%,26,+2%,E,+2%,,['Lait'],,,['Lidl'],,
1894,Edle haselnuss praline - geNuss - 180g,20708139,180 g,,['geNuss'],,,['France'],"['Zucker', '27% Haselnüsse', 'Kakaomasse', 'Kakaobutter', 'Milchzuckert Votlmilchpulver', 'Palmôl', 'Sahnepulverr Emulgator: Sonnenblumenlecithine', ' SüRmolkenpulver ', 'Milch', 'Aromen', 'Speisesalz', ' Kann Spuren von Erdnüssen', 'Sojabohnent Mandeln und glutenhaltigem Getreide enthalten', ' Vor wärme schützen und trocken lagern']",['Non végétalien'],4,?,,602,,"43,5",,"42,6",,"7,4",,2519 kj(602 kcal),"17,2","38,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,
1895,Gros sel - Chante Sel,20796280,,,['Chante Sel'],,,['France'],"['Sel de mer', ' de mer', 'antiagglomÈbênt : ferrocyanure de sodium']",[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,"98,425","39,37",,,,,,,,,,,,['E535 - Ferrocyanure de sodium'],,,,,,,,,,,,,,,,,,,,,,,,
1896,Dragibus (Disney),2081050140128,,,,['Produits sous license'],,['France'],[],[],,?,,375,-2%,"0,5",-96%,93,+72%,"0,5",-89%,1569 kj(375 kcal),"0,1",59,"0,05","0,02",,,,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,-0%,-99%,+65%,-78%,-78%,14,-8%,D,-8%,,,,,,,
1897,Pomme kiwi - Solevita,20811846,,,['Solevita'],['Boissons'],,['France'],"['fla +60 C bis', ' froits: Teneur en Q', ' lus avec purée de fruits', ' de de ', 'Italie', '31% IOS en Suisse', ' di frotta', ' con purea me\\e 31% a +60C max Da']",[],,?,,47,-16%,"0,5",+44%,11,-3%,"0,6",+21%,197 kj(47 kcal),"0,1",11,"0,05","0,02",,,,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.05 g,en faible quantité,-18%,-15%,+17%,+20%,+20%,15,+96%,E,+96%,,,,,['Lidl'],,
1898,Cake Noix Saint Jacques - Deluxe,20841898,,,['Deluxe'],,,['France'],[],[],,?,,224,,13,,15,,"9,6",,937 kj(224 kcal),"2,4","1,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1899,Cocktail de fruits au sirop léger - Freshona,20852054,,,['Freshona'],,,['France'],[],[],,?,,70,,"0,5",,"15,3",,"0,6",,293 kj(70 kcal),"0,1","15,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Bio fusilli - Combino,20880217,,,['Combino'],,,['France'],[],[],,?,,349,,"1,5",,70,,12,,1460 kj(349 kcal),"0,3","2,9",0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1901,La paillasse du larzac - Auchan,2090000174328,,,['Auchan'],,,['France'],"[""farine de' BLÉ "", 'Aveyrop', 'France', ' 63% ? eau ? Levain de BLE et d SEIGLE 8% ? ? farine de SEIGLE ', 'sel 1,"" ? GLUTEN DE BLÉ levure ? farine de malt d\' ORGE ? \' emulsifiant E471 ? farine de BLÉ malté  agent de traitement de la farine E300']",[],4,?,,256,,"1,2",,"51,3",,"8,8",,1071 kj(256 kcal),"0,38","1,9","1,5","0,6",,['Fabriqué en France'],,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,,,,,,,,,,,,,,,,,,['Gluten'],,,['Auchan'],,
1902,Finocchiona IGP,20927158,,,,,,['France'],[],[],,?,,385,,33,,0,,22,,1611 kj(385 kcal),13,0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Mijoté d’escargots - Deluxe,20930103,,,['Deluxe'],,,['France'],"[""30,5% chair d'escargots hachés "", 'Helix lucorum', ' ', 'mollusques', '25% échalote', 'eau', '10% beurre ', 'lait', 'huile de colza', '6% persil', '4% ail', 'sel', 'protéines de lait', 'arôme naturel', 'lactose', 'épaississant : gomme xanthane', ' Traces éventuelles de céleri', 'de céréales contenant du gluten', 'de crustacés', 'de fruits à coque', 'de lupin', 'de moutarde', ""d'œufs"", 'de poisson', 'de graines de sésame', 'de soja et de sulfites']","['Non végétalien', 'Non végétarien']",4,?,,254,,20,,"3,4",,7,,1063 kj(254 kcal),7,"0,9","1,175","0,47",,['Fabriqué en France'],,,,,,,,,,['E415 - Gomme xanthane'],,,,,,,,,,,,,,,,,,,"['Lait', 'Mollusques']",,,['Lidl'],,
1904,Beurre à l'ail - Milbona - 125g,20959944,125 g,,['Milbona'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",,"['France', 'Suisse']","['76% beurre ', 'lait', 'eau', '3% ail', 'sel', 'échalote', 'acidifiant: acide citrique', ' conservateur: sorbate de potassium', ' stabilisant: gomme xanthane', ' Peut contenir des traces de soja et de poisson']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,569,-21%,63,-21%,1,+36%,"0,6",-12%,2381 kj(569 kcal),38,"0,6","1,4","0,56",,['Fabriqué en Belgique'],E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",63 g,en quantité élevée,38 g,en quantité élevée,0.6 g,en faible quantité,1.4 g,en quantité modérée,-21%,-29%,-3%,+47%,+47%,22,+0%,E,+0%,,['Lait'],,,,,
1905,Tomaten suppe,20995348,,,,,,['France'],[],[],,?,,317,,"1,2",,"67,1",,"7,5",,1326 kj(317 kcal),"0,4","32,4","13,3","5,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Emmentaler AOP MILD -,2110012004403,,,,,,['France'],[],[],,?,,399,,31,,0,,30,,1669 kj(399 kcal),19,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Gruyère AOP,2110103004503,,['Sachet'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",,"['France', 'Suisse']",[],[],,?,,?,,?,,?,,?,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Bündnerfleisch,2110464010250,,,,,,['France'],[],[],,?,,211,,5,,0,,41,,883 kj(211 kcal),2,0,"5,5","2,2",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Gruyère - Migros,2111227005452,,,['Migros'],,,['France'],[],[],,?,,405,,33,,"0,5",,27,,1695 kj(405 kcal),21,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Lyoner volaille,2158497002354,,,,,,['France'],[],[],,?,,198,,16,,"1,5",,12,,828 kj(198 kcal),5,1,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Gaufrettes de riz - Bio Primo - 100g,2200060797652,100g,['Kunststofffolie'],['Bio Primo'],,,"['France', 'Allemagne']","['OE Bio Reiswaffeln ohne Salz', ' Zutaten: Reis* 99%', 'Sesam', ' kontrolliert-ökologischer Landwirtschaft', ' Kühl und trocken lagen', ' lat dem Öffnen luftdicht verschließen', ' Mindestens haltbar bis: Siehe Sete aufdruck', ' Li']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,1625,,384,,"3,3",,78,,"8,6",,1625 kj(384 kcal),"0,7","0,6","0,01","0,004",['IT-BIO-007'],"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,Reiswaffeln,['Graines de sésame'],,,['Müller'],,
1912,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205871003138,,,['Saint Alby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],"['97% viande de porc ', 'Origine : UE', 'sel', ""extraits d'épices"", 'épices', 'dextrose', ""vinaigre d'alcool"", 'antioxydant : ascorbate de sodium ', ' conservateur : nitrite de sodium ', ' fumée de bois de hêtre', ' · Conseil : pour plus de saveur', 'sortir le jambon de son emballage 5 minutes avant de le déguster']","['Non végétalien', 'Non végétarien']",4,?,,125,-5%,"4,5",-6%,1,+49%,20,-5%,523 kj(125 kcal),"1,5","0,5","1,9","0,76",,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-4%,-18%,-16%,+2%,+2%,5,-29%,C,-29%,,,,,,,
1913,Farmer Macadamia - 125g,22141118,125g,['Plastic bag'],['Farmer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de Macadamia']",,['France'],[],[],,?,,762,+5%,"77,3",+7%,"5,1",-38%,9,+8%,3188 kj(762 kcal),"13,4","4,8",1,"0,4",,,D,93.0%,1.3%,2.5%,1.5%,1.7%,0.0%,37,,,77.3 g,en quantité élevée,13.4 g,en quantité élevée,4.8 g,en faible quantité,1 g,en quantité modérée,+5%,+19%,+3%,+192%,+192%,24,+57%,E,+57%,,,,,,,
1914,Bio Grünkern Burger - Naturgut,22237439,,,['Naturgut'],,,['France'],[],[],,?,,209,,?,,?,,"17,3",,874 kj(209 kcal),"1,3","6,2",2,"0,8",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Rôti de porc cuit - Carrefour,2254593023092,,,['Carrefour'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],"[""ROTI DE PORC CUIT SUPERIEUR BRUNI 4TR Carré de porc issu d'animaux sans traitement antibiotique dès la fin du sevrage et nourris sans OGM eau"", 'bouillon ', 'eau', 'oignon', 'poireau', 'carotte', 'noivre', 'ail', 'baies de genièvre', 'thym', 'muscade', 'clou de girofle', 'laurier', 'sel', 'dextrose', 'antioxydant éryt v}orbate de sodium', 'conservateur = nitrite de sodium', ' Déc or = Oignons', ""huile d'olive"", 'ail', 'thym', 'colorant = carc mel ordinaire', ' Traces de LACTOSE']",[],4,?,,125,-13%,"3,9",-22%,"0,7",-14%,22,-2%,523 kj(125 kcal),"1,6","0,7","2,075","0,83","['EMB 22136A', ""Loudéac (Côtes-d'Armor, France)""]",,E,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3.9 g,en quantité modérée,1.6 g,en quantité modérée,0.7 g,en faible quantité,2.08 g,en quantité élevée,-12%,-23%,+12%,+21%,+21%,11,+54%,D,+54%,,['Lait'],,,['Carrefour'],,
1916,Paté de Campagne,2274702013516,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,['France'],[],[],,?,,320,+3%,"27,1",+0%,"3,8",+58%,"15,3",+8%,1339 kj(320 kcal),"10,7","1,4","2,9","1,16","['FR 42.305.003 CE', 'Talaudière (Loire, France)']",,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,27.1 g,en quantité élevée,10.7 g,en quantité élevée,1.4 g,en faible quantité,2.9 g,en quantité élevée,+3%,+6%,+52%,+75%,+75%,23,+21%,E,+21%,,,,,,,
1917,Boudin blanc nature,2274727018244,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,['France'],[],[],,?,,269,+11%,"24,2",+20%,4,-7%,"8,7",-16%,1125 kj(269 kcal),"8,67",3,"2,26","0,904",,,D,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,24.2 g,en quantité élevée,8.67 g,en quantité élevée,3 g,en faible quantité,2.26 g,en quantité élevée,+10%,+11%,+52%,+52%,+52%,21,+31%,E,+31%,,,,,,,
1918,Vollkorn-Bratlinge Gemüse - 200g,23177215,200 g,['Packung(en)'],,,,['France'],[],[],,?,,204,,"4,6",,31,,"6,9",,854 kj(204 kcal),"0,6","2,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Linsen Dose - 800g,23228085,800 g,"['Dose', 'dose/dosen']",,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Grill-sauce Steak -,23249899,,['stück'],,"['Epicerie', 'Sauces', 'Sauces barbecue']",,"['France', 'Allemagne']","['Wasser', 'Tomatenmark einfach konzentriert', 'Zucker', 'Branntweinessig', 'modifizierte Stärke', 'Honig ', '4 %', 'Zuckerrübensirup', 'Worcestersauce ', 'Wasser', 'Branntweinessig', 'Zucker', 'Weinessig', 'Speisesalz', 'Senf', 'Senfsaat', 'Branntweinessig', 'Speisesalz', 'Zucker', 'Gewürze', 'Gewürze', 'Verdickungsmittel: Guarkernmehl', ' natürliches Zwiebelextrakt', 'Raucharoma ', '1,9%', 'Zwiebeln', 'Karamellzuckersirup', 'Speisesalz', 'Aroma ', 'enthält Milch', 'Schwarzer Pfeffer', 'Gewürze', 'Säureregulator: Natriumacetate', ' Farbendes Lebensmittel']",['Non végétalien'],4,?,,139,-11%,"0,1",-90%,"32,5",+5%,"0,7",-22%,582 kj(139 kcal),"0,1",24,"1,56","0,624",,,B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E262 - Acétates de sodium']",0.1 g,en faible quantité,0.1 g,en faible quantité,24 g,en quantité élevée,1.56 g,en quantité élevée,-12%,-26%,-8%,-23%,-23%,12,-17%,D,-17%,,['Moutarde'],,,,,
1921,Cocktails Tapas Mix - Feines aus Spanien - 170g,23334786,170 g,['Dose'],['Feines aus Spanien'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Tapas']",,"['France', 'Allemagne']",[],[],,?,,95,-54%,"9,2",-24%,"0,4",-94%,"1,2",-90%,397 kj(95 kcal),"1,8","0,2","3,3","1,32",,,,,,,,,,,,,9.2 g,en quantité modérée,1.8 g,en quantité modérée,0.2 g,en faible quantité,3.3 g,en quantité élevée,-52%,-19%,-89%,+109%,+109%,12,+85%,D,+85%,,,,,,,
1922,Dattelsirup,23363229,,,,,,['France'],[],[],,?,,285,,"0,5",,69,,"1,4",,1192 kj(285 kcal),"0,1",67,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Creme brulee - Bravo,24068345,,,['Bravo'],['de:Kesselchips'],,['France'],[],[],,?,,227,,13,,23,,"4,5",,950 kj(227 kcal),"7,9",22,"0,1","0,04",,,,,,,,,,,,,13 g,en quantité modérée,7.9 g,en quantité élevée,22 g,en quantité élevée,0.1 g,en faible quantité,,,,,,13,,D,,,,,,,,
1924,Bayerischer Alpenweichkäse - Hofburger,24073462,,,['Hofburger'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,"['France', 'Espagne']",[],[],,?,,444,+35%,44,+65%,"0,1",-92%,12,-41%,1858 kj(444 kcal),29,"0,1","1,5","0,6",,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,44 g,en quantité élevée,29 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,+36%,+63%,-87%,+15%,+15%,16,+17%,D,+17%,,,,,,,
1925,Filets de poulet rôti - Le Gaulois,2431628030502,,,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],,?,,151,+4%,"5,8",+8%,0,-100%,24,+2%,632 kj(151 kcal),"1,4",0,"1,4","0,56","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+4%,+3%,-100%,+4%,+4%,3,+17%,C,+17%,,,,,,,
1926,Filet de poulet roti - le gaulois,2431628040280,,"['sous vide', 'Barquette', 'Film en plastique']",['le gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],['France'],[],[],,?,,151,+15%,"5,8",+101%,0,-100%,24,+5%,632 kj(151 kcal),"1,4",0,"1,4","0,56","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+16%,+88%,-100%,+87%,+87%,3,,C,,,,,,['Cora'],,
1927,Madagascar grand cru sambirano 85%,2455538094713,,,,,,['France'],[],[],,?,,619,,"51,2",,"23,5",,"10,6",,2590 kj(619 kcal),"30,7","14,4",0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Rôti de porc cuit supérieur 4 tranches 174g,2471248018375,,,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],[],,?,,585,+306%,52,+934%,"0,9",+10%,"22,2",-1%,2448 kj(585 kcal),"2,1","0,8","1,98","0,792",,"['Viande Française', 'Viande Porcine Française']",E,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,52 g,en quantité élevée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,+311%,+0%,+28%,+15%,+15%,17,+138%,D,+138%,,,,,,,
1929,Coulommiers au lait cru,2480140051366,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Coulommiers']",,['France'],[],[],,?,,282,+1%,22,-1%,"0,5",-2%,21,+11%,1180 kj(282 kcal),15,"0,5","1,7","0,68",,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,22 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,+2%,-3%,+92%,+14%,+14%,15,+6%,D,+6%,,,,,,,
1930,Wholenut - The Foodie Market,25053067,,,['The Foodie Market'],,,['France'],"['butter 97%', 'peanut oil', 'sea salt', ' allergens', 'see ingredienç also contain nuts', ' Dietarg suitalole for veqetarians', ' kbefore end: seelid', ' widelq recycled check local mecyc']",[],,?,,589,,47,,"7,9",,26,,2464 kj(589 kcal),"7,3","6,5","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,
1931,Gommes tendres sans sucre,2550020200020,,,,,,['France'],[],[],,?,,204,,0,,"74,3",,5,,854 kj(204 kcal),0,"0,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Tomates séchées,2600102013786,,,,,,['France'],[],[],,?,,114,,0,,25,,0,,477 kj(114 kcal),0,21,"4,06","1,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Amandes décortiquées,2600112036607,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],,?,,645,+3%,"49,9",-3%,"21,5",+64%,"21,1",-6%,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",,,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,,,,,,,
1934,Figue lerida,2600122024809,,,,,,['France'],[],[],,?,,251,,"1,4",,"50,4",,"3,4",,1050 kj(251 kcal),"0,3","48,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Banane chips,2600128018307,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,['France'],[],[],,?,,509,+5%,29,+15%,58,-4%,"0,01",-99%,2130 kj(509 kcal),25,15,"0,08","0,032",,,E,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,29 g,en quantité élevée,25 g,en quantité élevée,15 g,en quantité élevée,0.08 g,en faible quantité,+5%,+30%,-28%,-35%,-35%,14,+19%,D,+19%,,,,,,,
1936,Mélange Tonus,2600285024272,,,,,,['France'],[],[],,?,,460,,22,,42,,20,,1925 kj(460 kcal),"2,1",26,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Melange vitalite,2600292027754,,,,,,['France'],[],[],,?,,328,,"2,4",,"67,8",,"4,2",,1372 kj(328 kcal),"0,3","58,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Cramberries sechees,2600298019098,,,,,,['France'],[],[],,?,,355,,"0,5",,"83,2",,"0,1",,1485 kj(355 kcal),"0,5",65,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Escalope de dinde - Auchan - 139g,2600487011155,139 g,"['Barquette', 'Film', 'Plastique']",['Auchan'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],['France'],"['Dinde nourrie sans OGM inférieur à 0,9 %']",[],,?,,?,,?,,?,,?,,,,,,,"['FR 79.179.002 CE', 'Moncoutant (Deux-Sèvres, France)']","['Sans OGM', 'Viande-francaise', 'Volaille-francaise']",C,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,
1940,Dinde - Auchan,2600491021126,,,['Auchan'],,,['France'],[],[],,?,,445,,"0,5",,"0,5",,25,,1862 kj(445 kcal),"0,5","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,
1941,Mélange mexicain,2600692025718,,,,,,['France'],[],[],,?,,524,,"32,2",,"37,5",,"17,2",,2192 kj(524 kcal),"6,4","2,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Mélange mexicain,2600692025985,,,,,,['France'],[],[],,?,,524,,"32,2",,"37,5",,"17,2",,2192 kj(524 kcal),"6,4","2,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Melange aperitif Tokyo,2600803009644,,,,,,['France'],[],[],,?,,467,,"20,9",,"54,8",,"13,2",,1954 kj(467 kcal),"5,7","11,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Mélange tokio,2600803019353,,,,,,['France'],[],[],,?,,467,,"20,9",,"54,8",,"13,2",,1954 kj(467 kcal),"5,7","11,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Dattes Medjoul,2609923033782,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,['France'],[],[],,?,,322,+1%,"0,2",+2%,75,+0%,"1,8",0%,1347 kj(322 kcal),0,"66,5",0,0,,,C,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0 g,en faible quantité,+1%,,+0%,-100%,-100%,8,+8%,C,+8%,,,,,,,
1946,Datte Medjoul - Grand Frais - Variable,2609923036868,Variable,"['Plastique', 'Vrac']",['Grand Frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Medjoul']",['Inconnue / Non spécifiée'],['France'],['Datte'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,322,+1%,"0,2",+2%,75,+0%,"1,8",0%,1347 kj(322 kcal),0,"66,5",0,0,,,C,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0 g,en faible quantité,+1%,,+0%,-100%,-100%,3,-59%,C,-59%,,,,,['Grand Frais'],,
