,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
75,Chèvre cendré,3184670010617,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Salume francobolli di guanciale,8033520004427,,,,,,['France'],[],[],,?,,515,,51,,"0,1",,14,,2155 kj(515 kcal),"17,8","0,1",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Datte Medjoul,2609923034833,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,TEST,3760036821662,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Gyoza aux légumes,3760282081070,,,,,,['France'],[],[],,?,,126,,"0,5",,23,,"6,3",,527 kj(126 kcal),"0,2",4,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,TEST,5420010822112,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Mélange japonnais,2600153015227,,,,,,['France'],[],[],,?,,399,,"6,9",,"73,3",,"10,1",,1669 kj(399 kcal),"1,5","2,6","0,825","0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Saumon crispy,3760282081261,,,,,,['France'],[],[],,?,,214,,"8,5",,"28,6",,5,,895 kj(214 kcal),"2,4","6,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Grandmade,4012104032005,,,,,,['France'],[],[],,?,,61,,"0,5",,14,,"0,5",,255 kj(61 kcal),"0,1",14,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Agave bio - Meneau,274490971158,,,['Meneau'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Bonbon miel citron,3572250012210,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Meringues saveur vanille,3274642129017,,,,,,['France'],[],[],,?,,403,,"1,1",,95,,"3,3",,1686 kj(403 kcal),"0,1",84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Les Dragées,3660523327427,,,,,,['France'],[],[],,?,,499.60000610352,,"22,8",,"66,4",,"7,25",,2090 kj(499 kcal),"2,1","61,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Bras de Vénus,2030000021734,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Kiwi vassoio,5415191100159,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Petite galette chocolat au lait,9158130421057,,,,,,['France'],[],[],,?,,493,,22,,65,,"7,6",,2063 kj(493 kcal),12,32,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Tranches de truite,2692313054979,,,,,,['France'],[],[],,?,,224,,15,,"0,5",,20,,937 kj(224 kcal),2,0,"3,32","1,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Saucisson au piment d'espelette,3760221790285,,,,,,['France'],[],[],,?,,468,,35,,5,,33,,1958 kj(468 kcal),14,3,"3,67","1,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Donuts,0202336006569,,,,,,['France'],[],[],,?,,448,,27,,45,,"1,2",,1874 kj(448 kcal),15,15,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Sontuoso - l\'or espresso,711000360507,,,"[""l\\'or espresso""]",,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4 bricks au poulet,3760184013520,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Aiguillettes de poulet,2297815016731,,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Goûter crème cacao,6175031,,,,,,['France'],[],[],,?,,474,,19,,70,,"4,2",,1983 kj(474 kcal),13,34,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Pain d'épice au chocolat,3279130920602,,,,,,['France'],[],[],,?,,384,,"9,7",,"65,3",,"6,2",,1607 kj(384 kcal),"5,8","39,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pailles en papier,4260078621859,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Crunchies cranberries e mele,8009361067402,,,,,,['France'],[],[],,?,,407,,"9,8",,"69,3",,7,,1703 kj(407 kcal),"4,7","22,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Beignets à la framboise,3248288146752,,,,,,['France'],[],[],,?,,296,,11,,43,,"5,2",,1238 kj(296 kcal),"1,3",13,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Misto di bosco surgelato,8013839302001,,,,,,['France'],[],[],,?,,17,,"0,1",,"1,7",,"1,2",,71 kj(17 kcal),0,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Douce nuit,5430001360271,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Quenelles de brochet,3760282260086,,,,,,['France'],[],[],,?,,315,,"27,25",,"9,46",,"8,06",,1318 kj(315 kcal),"13,6","0,55","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Pave merguez,0207950019889,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Bretzel,0207451006562,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Ossau Iraty AOP,0239969018430,,,,,,['France'],[],[],,?,,404,,34,,"1,5",,23,,1690 kj(404 kcal),25,"0,5","1,7","0,68","['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Ulei Masline Extravirgin - Eco 250ML Kanakis Family,5200107652514,,,,,,['France'],[],[],,?,,124,,14,,0,,0,,519 kj(124 kcal),14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Filets de maquereaux - moutarde, miel et thym",3760148295917,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,['France'],[],[],,?,,270,+22%,"17,9",+9%,"5,3",+391%,21,+28%,1130 kj(270 kcal),"3,7","3,8","0,86","0,344",,,D,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,17.9 g,en quantité modérée,3.7 g,en quantité modérée,3.8 g,en faible quantité,0.86 g,en quantité modérée,+23%,+0%,+616%,-23%,-23%,4,-36%,C,-36%,,,,,,,
110,Sardines à la tomates,3019081241407,,,,,,['France'],[],[],,?,,181,,11,,"3,1",,17,,757 kj(181 kcal),"3,1","1,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Sucre d’orge,3395502664933,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Croquants aux amandes et au miel,3502790726834,,,,,,['France'],[],[],,?,,568,,29,,68,,8,,2377 kj(568 kcal),"3,2","28,6","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,8713938004119,8713938004119,,,,,,['France'],"['N zonnebloemolie*', 'azijn*', 'eigeel*', 'agavesiroop*', 'mosterdzaad ', 'gee mierikswortel', 'wasabi* ', '0,4%', 'melkzuur', 'xantaangom', 'zeezout', 'guarpitmeel', 'spirulina', 'venkel*', 'koriander*', ' FR huile de tournesol*', 'vinaigre*', ""jaune d'æuf"", ""sirop d'agave*"", 'graines de moutarde* ', 'jaune', 'raifort*', 'wasab ', '0,4%', 'acide lactique', 'gomme de onthane', 'sel marin', 'gomme gua', 'spirulina', 'fenouil', 'graines de coriandre de van gecontroleerde biologische teelt/ * agriculture biologique controled Kan sporen van soya bevatten', ' Peut contenir des traces de soja', ' Probeer ook eens onze verrassen neere sauzens Curry', 'Cocktal', 'Look', 'Bearhals mouladel Essayez oussi nos autres sQU6eS SU Cumry Coctoil', ""A l'ail"", 'Bearnais Oulade Bewaaradvies: na openen gesloten', 'donker en koel ', '4-7 Tenminste houdbaar tot: zie deksel']",[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,['E270 - Acide lactique'],,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,
114,Caviar d'aubergines,2006050031917,,,,,,['France'],[],[],,?,,204,,19,,"3,7",,"1,5",,854 kj(204 kcal),"1,9","2,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Patte d’ours,0209336016406,,,,,,['France'],[],[],,?,,331,,17,,39,,"5,8",,1385 kj(331 kcal),11,12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Trobon focus & endurance,5430000075121,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Farfalle,0878602008881,,,,,,['France'],[],[],,?,,200,,1,,0,,7,,837 kj(200 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'IT-BIO-005']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Sorbet plein fruit Abricot,3495040341355,,,,,,['France'],[],[],,?,,121,,"0,15",,"29,3",,"0,6",,506 kj(121 kcal),"0,1","23,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Escalopes ultra fines de dinde,3435660778346,,,,,,['France'],[],[],,?,,114,,"1,3",,"0,5",,25,,477 kj(114 kcal),"0,4","0,4","0,13","0,052",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Tortellini,8011242120083,,,,,,['France'],[],[],,?,,500,,"7,9",,"48,2",,"13,3",,2092 kj(500 kcal),"3,5",25,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Crunch thon mayonnaise,3701292602503,,,,,,['France'],[],[],,?,,247,,12,,29,,"5,1",,1033 kj(247 kcal),"2,7","4,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Noix de cajou,00378864,,,,,,['France'],[],[],,?,,566.66666666667,,"43,333",,30,,"16,667",,2371 kj(566 kcal),"8,333",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Cordon bleu de dinde,2294503019685,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Moutarde aux petits piments,3760091665096,,,,,,['France'],[],[],,?,,181,,14,,"5,3",,"7,8",,757 kj(181 kcal),"1,1","3,1","5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Salade surimi et crabe,3164060779997,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,"['FR 50.099.004 CE', 'Carentan (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Nouilles Udon Congelées,8809059293911,,,,,,['France'],[],[],,?,,485,,"0,4",,25,,"2,8",,2029 kj(485 kcal),0,4,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Pralinettes,2030000027453,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Terrine au fromage de chèvre amandes et miel,3306110311096,,,,,,['France'],[],[],,?,,366,,34,,"3,1",,12,,1531 kj(366 kcal),13,"3,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Jambon blanc,2252710045590,,,,,,['France'],[],[],,?,,110,,"2,8",,"0,05",,"21,1",,460 kj(110 kcal),1,"0,02","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Graines de sésames - Bio sonne - 800g,20267995,800 g,['Plastique'],['Bio sonne'],,,['France'],[],[],,2483,,600,,"50,04",,"10,2",,"20,9",,2483 kj(600 kcal),"7,6","0,2","0,11","0,044",,['en:non décortiqué'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Filet saumon,0207376070785,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Taboule,2283993022503,,,,,,['France'],[],[],,?,,186,,8,,21,,"6,6",,778 kj(186 kcal),"0,6","1,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Grande Tranche de Dinde,2454154041927,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Fruchtjoghurt,4009700035493,,,,,,['France'],[],[],,?,,88,,"2,9",,"11,8",,"3,5",,368 kj(88 kcal),"1,9","11,3","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Poulet,3266980018856,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mix Baklawa,0628634270417,,,,,,['France'],[],[],,?,,554,,37,,49,,10,,2318 kj(554 kcal),13,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Meghli,5285002192860,,,,,,['France'],[],[],,?,,372,,"0,1",,92,,"0,4",,1556 kj(372 kcal),0,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Brauerei Simon SPEZIAL,40716886,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3401344957253,3401344957253,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Melange 5 baies,3265960860126,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4006622461058,4006622461058,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Sencha loose green tea,0073469306754,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Brie,0200895013387,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Crocanti de noisettes et chocolat lait bio 45%,3770016166744,,,,,,['France'],[],[],,?,,643,,"43,3",,"53,8",,"2,2",,2690 kj(643 kcal),"43,3",4,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Comte vieux 13 mois,0241205065016,,,,,,['France'],[],[],,?,,418,,35,,0,,27,,1749 kj(418 kcal),23,0,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Langoustines, saumon, whisky",3760007090394,,,,,,['France'],[],[],,?,,187.2,,14,,"1,6",,"11,8",,783 kj(187 kcal),"8,1","1,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Wurstel e patatine surgelata,8013307205407,,,,,,['France'],[],[],,?,,234,,"8,3",,30,,"8,8",,979 kj(234 kcal),"3,3","1,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Rillettes de poulet,29011025,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Asperge verte, Catégorie 1",8437002312138,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Tarte normande,3015678901266,,,,,,['France'],[],[],,?,,285,,13,,38,,"3,4",,1192 kj(285 kcal),"8,6",23,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Granola multigraines bio,3760269954045,,,,,,['France'],[],[],,?,,422,,21,,"16,4",,"34,6",,1766 kj(422 kcal),"2,9",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Salatos,5900512986647,,,,,,['France'],[],[],,?,,339,,27,,3,,21,,1418 kj(339 kcal),17,"2,5","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Ume Shiso Seasoning,5021554989981,,,,,,['France'],[],[],,?,,10,,"0,1",,"1,8",,"0,7",,42 kj(10 kcal),0,"0,7","21,2","8,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Poivre noir malabard,3760194227276,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Gnocchi aux fromages,3596710489954,,['Opercule en plastique'],,,,['France'],[],[],,?,,204,,10,,22,,"5,4",,854 kj(204 kcal),"6,5","8,2","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Mochi à la châtaigne,3662317017620,,,,,,['France'],[],[],,?,,131.3,,"3,1",,"23,7",,"1,9",,549 kj(131 kcal),"0,9","23,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Léa la plus belle,3457704744124,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Chips de sarrasin,0209990019614,,,,['Chips de sarrasin'],,['France'],[],[],,?,,568,,"37,7",,"45,4",,"9,6",,2377 kj(568 kcal),"4,1","0,75","1,83","0,732",,,,,,,,,,,,,37.7 g,en quantité élevée,4.1 g,en quantité modérée,0.75 g,en faible quantité,1.83 g,en quantité élevée,,,,,,19,,E,,,,,,,,
159,Pizza,2606475045591,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,LES ARRANGES DU RHUM GINGEMBRE MENTHE,3760127533023,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Guimauves lait / blanc / noir,2609713036344,,,,,,['France'],[],[],,?,,404,,"10,6",,"73,7",,"3,6",,1690 kj(404 kcal),"6,5","56,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Les jeunes pousses,3760247940121,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mini gratins choux fleurs cuits surgelés,3492500068067,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Boite ananas,3191220001605,,,,,,['France'],[],[],,?,,60,,0,,16,,0,,251 kj(60 kcal),0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Douceur coco,3252920038640,,,,,,['France'],[],[],,?,,130,,"8,8",,12,,"0,7",,544 kj(130 kcal),"7,6","8,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Charolais burger,3257987281596,,,,,,['France'],[],[],,?,,272,,13,,25,,13,,1138 kj(272 kcal),5,"2,2","1,2","0,48",,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Gyoza poulet ciboulette - Ajinomoto - 600g,5060284552256,600 g,['Sachet'],['Ajinomoto'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",,['France'],"['Légumes ', 'chou', 'oignon', 'ciboule de Chine', 'ciboulette', 'farine de blé', 'viande de poulet 19%', 'eau', 'peau de poulet', 'chapelure ', 'farine de blé', 'sel', 'levure', 'sel', 'ail en poudre', 'gluten de blé', 'exhausteurs de goût ', 'E621 ', 'E631 ', 'sauce soja ', 'eau', 'graine de soja', 'blé', 'sel', 'huile de sésame', 'fécule de pomme de terre', 'gingembre en poudre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,611,-21%,146,-21%,"4,7",-12%,17,-32%,"8,1",+9%,611 kj(146 kcal),"1,6","4,4",1,"0,4",,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique']",4.7 g,en quantité modérée,1.6 g,en quantité modérée,4.4 g,en faible quantité,1 g,en quantité modérée,-21%,-22%,+65%,+1%,+1%,0,-100%,B,-100%,Gyoza poulet ciboulette,"['Gluten', 'Soja']",,,,,
168,Quiche thon moutarde tomate,3760029260683,,,,,,['France'],[],[],,?,,273,,15,,"16,76",,"8,99",,1142 kj(273 kcal),"11,16","1,69",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Ravioli aux légumes champignons et pousses de bambou -  - 500g,6921665714696,500 g,['Sachet'],,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",,['France'],[],[],,640,-17%,153,-17%,4,-26%,25,+0%,5,-33%,640 kj(153 kcal),2,3,"0,4","0,16",,,,,,,,,,,,,4 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,0.4 g,en quantité modérée,-18%,-2%,+13%,-60%,-60%,0,-100%,B,-100%,Ravioli aux légumes champignons et pousses de bambou,,,,,,
170,Quiche chèvre frais,3760029260409,,,,,,['France'],[],[],,?,,310,,37,,"17,44",,"8,9",,1297 kj(310 kcal),"14,51","2,08","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Lesieur tournesol et olive,3265470046584,,,,,,['France'],[],[],,?,,900,,100,,0,,0,,3766 kj(900 kcal),11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Pommes de terre rouges,3257987349760,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Purée de tomates consentrer,8682974005964,,,,,,['France'],[],[],,?,,180,,13,,16,,4,,753 kj(180 kcal),0,14,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Grissini artigianali al mais e grano saraceno,8057432465107,,,,,,['France'],[],[],,?,,420,,11,,68,,11,,1757 kj(420 kcal),"1,2","1,7","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Les Tripous de Juliette,3529270110198,,,,,,['France'],[],[],,?,,120,,"5,5",,"0,5",,16,,502 kj(120 kcal),"2,5","0,3","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Tendres au poulet,3760091936318,,,,,,['France'],[],[],,?,,18,,8,,12,,16,,75 kj(18 kcal),8,8,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Thé Noir Bio Framboise Myrtille,2114946001002,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Nois de cajou grillées,2609864063435,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Huile essentiel citron jaune,3595890239571,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Yaourt brasse bio - Franprix,3263859707910,,,['Franprix'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Palet Chêvre Miel,85431164,,,,,,['France'],[],[],,?,,309,,19,,21,,12,,1293 kj(309 kcal),9,"3,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Petits pois doux,8001440133954,,,,,,['France'],[],[],,?,,88,,"0,6",,13,,"4,7",,368 kj(88 kcal),"0,1","3,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Mont Cayol,0285537018838,,,,,,['France'],[],[],,?,,410,,34,,"0,5",,26,,1715 kj(410 kcal),25,"0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Ristretto - Nespresso,7830054472743,,,['Nespresso'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
