,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
1218,Poivrons grillés,3520832130197,,,,,['Bio'],,['France'],[],,[],,,,,,,,,,?,,57,,238 kj(57 kcal),,"2,8",,"0,3",,"6,4",,"1,8",,"0,96",,"1,09",,"0,436",,,,,,,,,,,,,,,,,,,,,,,
1219,Crème d'artichaut - Philia,3520832130227,,,['Philia'],"['Produits à tartiner', 'Produits à tartiner salés', ""Crèmes d'artichaut""]",['Bio'],,['France'],"['artichauts* 70', '22%', 'huile de tournesol* 25,72%', ""huile d'olive vierge extra* 3%"", 'sel', ""vinaigre de vin* produits issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,24.8 g,en quantité élevée,2.77 g,en quantité modérée,2.9 g,en faible quantité,2.5 g,en quantité élevée,?,,243,-3%,1017 kj(243 kcal),-2%,"24,76",+9%,"2,77",-10%,"2,97",-35%,"2,9",+106%,"1,21",-37%,"2,5",+87%,1,+87%,13,+53%,D,+53%,,,,,,,,,,,,,,,,,,
1220,Crème de poivron - Philia,3520832130241,,,['Philia'],,['Bio'],,['France'],"['et Phi lia ', 'caviar POivron']",,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"2,8",,"0,3",,"6,4",,"1,8",,"0,96",,"1,09",,"0,436",,,,,,,,,,,,,,,,,,,,,,,
1221,Olives vertes dénoyautées aux herbes de Provence - Philia,3520832130425,B,,['Philia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['Bio'],,['France'],[],,[],,15.4 g,en quantité modérée,2.91 g,en quantité modérée,0.02 g,en faible quantité,2.53 g,en quantité élevée,?,,627,+289%,2623 kj(627 kcal),+293%,"15,4",-3%,"2,91",+16%,1,-28%,"0,02",-89%,1,-7%,"2,53",-25%,"1,012",-25%,19,+64%,E,+64%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,
1222,Coulis de tomates,3520832130449,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Coulis de tomates']",,,['France'],[],,[],,0.2 g,en faible quantité,0.08 g,en faible quantité,7.4 g,en quantité modérée,0.89 g,en quantité modérée,?,,50,+32%,209 kj(50 kcal),+36%,"0,2",-18%,"0,08",+135%,"8,5",+39%,"7,4",+45%,"2,1",+32%,"0,89",+131%,"0,356",+131%,-2,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,,,,,,,,
1223,Concentré de tomates,3520832130456,,,,,,,['France'],[],,[],,,,,,,,,,?,,112,,469 kj(112 kcal),,"0,5",,"0,08",,"19,2",,11,,"5,3",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,
1224,Soupe au pistou -,3520832130470,,,,"['Plats préparés', 'Soupes', 'Soupes au pistou']",['Bio'],,['France'],[],,[],,0.7 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,0.6 g,en quantité modérée,?,,24,-59%,100 kj(24 kcal),-58%,"0,7",-60%,"0,1",-67%,"2,9",-46%,1,-22%,"0,9",-50%,"0,6",-19%,"0,24",-19%,2,-10%,B,-10%,,,,,,,,,,,,,,,,,,
1225,Pesto Verde - Philia,3520832130524,C,,['Philia'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['Bio'],,['France'],[],,[],,43 g,en quantité élevée,5.69 g,en quantité élevée,0.5 g,en faible quantité,3.41 g,en quantité élevée,?,,421,-6%,1761 kj(421 kcal),-6%,43,-3%,"5,69",-13%,"1,7",-71%,"0,5",-78%,"5,1",+8%,"3,41",+38%,"1,364",+38%,20,+3%,E,+3%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,
1226,Tartinable provençable - Philia,3520832130647,,,['Philia'],,['Bio'],,['France'],"['Olives vertes et noires 51%', 'tomates séchées 21%', 'huile de tournesol', 'câpres', ""huile d'olive vierge extra"", 'ail', 'épices']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,239,,1000 kj(239 kcal),,23,,"3,2",,"4,8",,"2,8",,"2,1",,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,
1227,Soupe de pois cassés -,3520832130685,,,,"['Plats préparés', 'Soupes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",,['France'],[],,[],,1.98 g,en faible quantité,0.67 g,en faible quantité,1.02 g,en faible quantité,0.7 g,en quantité modérée,?,,57,0%,238 kj(57 kcal),+0%,"1,98",+2%,"0,67",+11%,"6,25",+9%,"1,02",-41%,"2,68",+22%,"0,7",-19%,"0,28",-19%,2,+22%,B,+22%,,,,,,,,,,,,,,,,,,
1228,Soupe butternut coco,3520832130692,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",,['France'],[],,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"1,56",,"0,88",,"4,13",,"2,37",,"0,67",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,
1229,Soupe de carotte - Natur Avenir,3520832130708,,,['Natur Avenir'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-09', 'AB Agriculture Biologique']",,['France'],[],,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,"0,5",,"0,1",,"3,4",,"2,1",,"0,4",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,
1230,Olives noires à la grecques - Philia,3520832330092,,,['Philia'],,['Bio'],"['EMB 34010', 'Aniane (Hérault, France)']",['France'],[],,[],,,,,,,,,,?,,346,,1448 kj(346 kcal),,"35,2",,"3,73",,"1,1",,"0,6",,"1,9",,"5,95",,"2,38",,,,,,,,,,,,,,,,,,,,,,,
1231,Nectar De Kiwi France - Natur' Avenir - 75cL,3520836120132,C,75 cL,"[""Natur' Avenir""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de kiwi']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert']","['EMB 13089C', 'Saint-Andiol (Bouches-du-Rhône, France)']",['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,15.4 g,en quantité élevée,0.002 g,en faible quantité,?,,65,+30%,272 kj(65 kcal),+31%,"0,2",-14%,0,-100%,"15,4",+40%,"15,4",+74%,"0,6",+111%,"0,002",-72%,"0,001",-72%,18,+36%,E,+36%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1232,Nectar d'abricot bio - Natur' Avenir - 25cl,3520836120217,D,25 cl,"[""Natur' Avenir""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",['Bio'],,['France'],[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,13.4 g,en quantité élevée,0.033 g,en faible quantité,?,,58,+9%,243 kj(58 kcal),+9%,"0,1",-48%,0,-100%,"13,4",+8%,"13,4",+14%,"0,4",+7%,"0,033",+211%,"0,013",+211%,18,+18%,E,+18%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1233,Tamari bio - Philia,3520836130117,B,,['Philia'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Tamaris']","['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,['France'],[],,"['Végétalien', 'Végétarien']",,0.1 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,13 g,en quantité élevée,?,,70,-10%,293 kj(70 kcal),-11%,"0,1",+29%,0,-100%,"7,3",+16%,"1,7",+47%,10,-11%,13,+4%,"5,2",+4%,5,-34%,C,-34%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,,,
1234,Cocktail Bio Orange Carotte Pomme - natur Avenir,3520836130155,,,['natur Avenir'],['Boissons'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],[],,[],,0.12 g,en faible quantité,0.03 g,en faible quantité,1.9 g,en faible quantité,0.013 g,en faible quantité,?,,11,-80%,46 kj(11 kcal),-81%,"0,12",-65%,"0,03",-75%,"2,5",-78%,"1,9",-80%,"0,15",-70%,"0,013",-69%,"0,005",-69%,4,-48%,C,-48%,,,,,,,,,,,,,,,,,,
1235,375G Crepes De Froment X6 - Natur Avenir,3520837310204,B,,['Natur Avenir'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",['Bio'],,['France'],"['farine de blé*', '32', '4%', 'eau', 'oeufs entiers*', 'sucre de canne*', 'lait écrémé en poudre* huile de tournesol*', 'sel', 'poudre à lever : carbonates de sodium', "" *Ingrédients issus de l'Agriculture Biologique""]",['E500 - Carbonates de sodium'],['Non végétalien'],3,5.5 g,en quantité modérée,0.9 g,en faible quantité,14 g,en quantité élevée,0.4 g,en quantité modérée,?,,223,-23%,933 kj(223 kcal),-24%,"5,5",-29%,"0,9",-69%,37,-21%,14,-31%,"6,8",-11%,"0,4",-49%,"0,16",-49%,2,-81%,B,-81%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,['Gluten'],,,,,,,,,
1236,Crêpes de soja,3520837330011,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],[],,[],,,,,,,,,,?,,232,,971 kj(232 kcal),,"6,6",,2,,36,,"4,4",,"6,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
1237,Pâte feuilletée - Natur'Avenir,3520837330066,D,,"[""Natur'Avenir""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",['Bio'],,['France'],"['farine de blé T65*', 'eau', 'beurre* ', '22%', 'sel de Guérande', 'jus de citron concentré*']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,18.9 g,en quantité modérée,12.1 g,en quantité élevée,1.6 g,en faible quantité,0.8 g,en quantité modérée,?,,356,-7%,1490 kj(356 kcal),-6%,"18,9",-13%,"12,1",+7%,"40,3",+5%,"1,6",+6%,"5,6",-4%,"0,8",-21%,"0,32",-21%,16,-3%,D,-3%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,['Lait'],,,,,,,,,
1238,Pâte sablée pur beurre - Natur'Avenir,3520837330080,B,,"[""Natur'Avenir""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes sablées']","['Bio', 'Bio européen', 'Fabriqué en France', 'Pur beurre', 'AB Agriculture Biologique', 'Blé français']",,['France'],"['Farine de blé T80*', 'beurre* ', '18 %', 'eau', 'sucre de canne blond*', 'sel de Guérande', 'jus de citron concentré*', "" *Ingrédients issus de l'Agriculture Biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,16.8 g,en quantité modérée,10.8 g,en quantité élevée,13.3 g,en quantité élevée,0.4 g,en quantité modérée,?,,383,-7%,1602 kj(383 kcal),-8%,"16,8",-15%,"10,8",+3%,"51,2",+0%,"13,3",-16%,"5,5",-1%,"0,4",+19%,"0,16",+19%,15,-14%,D,-14%,73.5%,10.3%,4.2%,3.2%,1.8%,6.9%,55,"['Sachet', 'Plastique', 'Frais']","['Gluten', 'Lait']",['France'],,,['France'],,,,,
1239,Blinis x 6 - Natur Avenir,3520837330110,B,,['Natur Avenir'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,['France'],[],,[],,7.6 g,en quantité modérée,1.3 g,en faible quantité,4.4 g,en faible quantité,1.1 g,en quantité modérée,?,,236,-9%,987 kj(236 kcal),-9%,"7,6",-28%,"1,3",-8%,"32,8",-1%,"4,4",+0%,"8,3",+31%,"1,1",-19%,"0,44",-19%,2,-70%,B,-70%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,,,,,,,,,
1240,Hareng doux -,3520837330127,B,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Filets de harengs']",,,['France'],[],,[],,8.49 g,en quantité modérée,2.37 g,en quantité modérée,0 g,en faible quantité,1.59 g,en quantité élevée,?,,142,-22%,594 kj(142 kcal),-22%,"8,49",-30%,"2,37",-20%,0,-100%,0,-100%,"16,5",-2%,"1,59",-57%,"0,636",-57%,5,-64%,C,-64%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,,,,,,,,,,
1241,Pate brisee sans gluten - Natur Avenir,3520837330141,,,['Natur Avenir'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']","['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,['France'],"['amidons', 'féculede pomme de terre* amidon de maïs*', 'matière grasse végétale non hydrogé - née* epu', 'farine de riz*', 'épaissis - sahk»: gommed xanthane', 'gomme de guar*', 'farine de p2is chibh$', 'sel de Guécande', 'tournesol* v', ' Peut corptenir des traces de lait']",['E412 - Gomme de guar'],"['Végétalien', 'Végétarien']",4,21 g,en quantité élevée,11 g,en quantité élevée,0.2 g,en faible quantité,1.27 g,en quantité modérée,?,,358,-5%,1498 kj(358 kcal),-5%,21,+8%,11,+12%,39,-8%,"0,2",-91%,"1,8",-70%,"1,275",+24%,"0,51",+24%,16,0%,D,0%,,,,,,,,,,,,,,,,,,
1242,Pancakes - Narur’Avenir,3520837330165,,,['Narur’Avenir'],['Pancakes'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],"['Irvédianfs : eau', 'oeufs entiers*', 'farine de riz blanc*', 'sucre de canner', 'farine de riz demi complet*', 'fécule de pomme de terre*', 'huile de tournesol*', 'amidon de maïs*', 'lait écrémé en poudre*', 'poudre à lever : carbonates de sodium', 'sel', 'épaississant : gomme de guar*', "" *Ingrédients issus de l'Agriculture Biologique Conditionnô qous""]","['E500 - Carbonates de sodium', 'E412 - Gomme de guar']",['Non végétalien'],4,12 g,en quantité modérée,2 g,en quantité modérée,10 g,en quantité modérée,1.2 g,en quantité modérée,?,,277,-9%,1159 kj(277 kcal),-9%,12,+30%,2,+1%,39,-5%,10,-38%,"4,2",-54%,"1,2",+19%,"0,48",+19%,11,+1%,D,+1%,,,,,,,,,,,,,,,,,,
1243,Sorbet  mangue,3520838320103,C,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,,['France'],[],,[],,0.15 g,en faible quantité,0.04 g,en faible quantité,28.2 g,en quantité élevée,0.00218 g,en faible quantité,?,,122,0%,510 kj(122 kcal),-0%,"0,15",-48%,"0,04",-57%,"29,3",+3%,"28,21",+17%,"0,32",-30%,"0,002",-93%,"0,001",-93%,7,+33%,C,+33%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,,,,
1244,Huile d'Olive de Provence AOC - Moulin à Huile La Balméenne,3520920000104,D,,['Moulin à Huile La Balméenne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],"[""HUILE D'OLIVE VIERGE EXTRA Huile d'Olive de Provence AOC NOFAM 1303A/0 2011 Huile de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques"", ' valeurs moyennes pour Nutrition 100g : énergie 3700 kj ']",,[],,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1245,Riz Complet 500G - Benoit de Canavere,3520991500015,,,['Benoit de Canavere'],,,,['France'],[],,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"2,3",,"0,57",,"75,9",,"0,67",,"8,3",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,
1246,Riz noir,3520991910333,,,,,,,['France'],[],,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,"2,8",,"0,57",,"71,8",,"0,6",,"7,8",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,
1247,Riz de Camargue long incollable - Canavere,3520991950230,C,,['Canavere'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",,,['France'],['riz'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.3 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.0065 g,en faible quantité,?,,353,+1%,1477 kj(353 kcal),+0%,"1,3",-30%,"0,3",-28%,"77,5",+3%,"0,5",+8%,"6,9",-8%,"0,006",-22%,"0,003",-22%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
1248,Filets de cabillaud,3521042106422,E,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,,['France'],[],,[],,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,73,-38%,305 kj(73 kcal),-36%,"0,5",-83%,"0,5",+23%,"0,5",-91%,"0,5",+0%,17,+9%,"0,5",+6%,"0,2",+6%,-3,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,
1249,Miettes de surimi,3521042106750,,,,,,"['FR 36.258.009 CE', 'EMB 35288T', 'Saint-Malo (Ille-et-Vilaine, France)']",['France'],[],,[],,,,,,,,,,?,,109,,456 kj(109 kcal),,4,,"0,35",,11,,0,,"7,4",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,
1250,Roule de surimi - Compagnie des Pêches Saint-Malo,3521045210300,B,,['Compagnie des Pêches Saint-Malo'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']","['Pêche durable', 'Pêche durable MSC']",['MSC-C-54514'],['France'],[],,[],,4 g,en quantité modérée,0.4 g,en faible quantité,3 g,en faible quantité,1.6 g,en quantité élevée,?,,116,-3%,485 kj(116 kcal),-2%,4,-15%,"0,4",-38%,13,+14%,3,+5%,7,-6%,"1,6",-7%,"0,64",-7%,4,-9%,C,-9%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,,,,,
1251,Surimi - Auchan - 300g,3521045210379,B,300 g,['Auchan'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,"['EMB 35288T', 'Saint-Malo (Ille-et-Vilaine, France)']",['France'],[],,[],,,,0.5 g,en faible quantité,4 g,en faible quantité,1.8 g,en quantité élevée,?,,121,+2%,506 kj(121 kcal),+2%,?,,"0,5",-23%,?,,4,+40%,8,+7%,"1,8",+5%,"0,72",+5%,,,,,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,['Auchan'],,,,,,
1252,Miettes de surimi - Compagnie des pêches,3521046120103,B,,['Compagnie des pêches'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,,,0.3 g,en faible quantité,3 g,en faible quantité,1.8 g,en quantité élevée,?,,108,-9%,452 kj(108 kcal),-9%,?,,"0,3",-54%,?,,3,+5%,7,-6%,"1,8",+5%,"0,72",+5%,,,,,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,,,,,
1253,Filets de Colin lieu,3521046120202,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",,,['France'],[],,[],,1.2 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.52 g,en quantité modérée,?,,77,-40%,322 kj(77 kcal),-39%,"1,2",-72%,"0,5",-9%,"0,5",-93%,"0,5",-22%,17,+19%,"0,52",-5%,"0,208",-5%,-3,,A,,,,,,,,,,,,,,,,,,,
1254,Cabillaud - compagnie des pêches saint malo,3521047116358,,,['compagnie des pêches saint malo'],,,,['France'],[],,[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"0,5",,0,,0,,0,,17,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
1255,Miettes de Surimi saveur crabe,3521048214091,B,,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,3.5 g,en quantité modérée,0.3 g,en faible quantité,3 g,en faible quantité,1.8 g,en quantité élevée,?,,108,-9%,452 kj(108 kcal),-9%,"3,5",-26%,"0,3",-54%,12,+5%,3,+5%,7,-6%,"1,8",+5%,"0,72",+5%,4,-9%,C,-9%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,,,,,
1256,Ganache Chocolat noir fondante 70% - Réauté - 100g,3521200000005,E,100 g,['Réauté'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Bonbons', 'Chocolats noirs']",,,['France'],"['Chocolat noir 70 % cacao ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', '46 % pâte de cacao', 'sucre', 'huile végétale de colza', 'beurre pâtissier', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],['Non végétalien'],4,52.6 g,en quantité élevée,26.1 g,en quantité élevée,26 g,en quantité élevée,0.02 g,en faible quantité,2617,+17%,629,+19%,2617 kj(629 kcal),+18%,"52,6",+64%,"26,1",+50%,"28,7",-45%,26,-45%,"5,4",-8%,"0,02",-87%,"0,008",-87%,22,-10%,E,-10%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Sachet', 'Plastique']","['Lait', 'Soja']",,Bonbons de chocolat,,,,,,,
1257,Echalotte longue traditionnelle,3521230003786,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Oignons jaunes - Nature D’origine - 350g,3521230003809,A,350 g,"['Nature D’origine', 'Sans Marque']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,['France'],['oignons jaunes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,65,+171%,272 kj(65 kcal),+167%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,-5,,A,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,['Filet'],,,oignons jaunes,['Leclerc'],['Nouvelle-Zélande'],,,,,
1259,Lingots blancs - 500g,3521230004134,,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Lingots blancs']",,,['France'],[],,[],,0.85 g,en faible quantité,0.21 g,en faible quantité,2.11 g,en faible quantité,0.04 g,en faible quantité,?,,312,+41%,1305 kj(312 kcal),+40%,"0,85",-37%,"0,21",-32%,"60,27",+84%,"2,11",+31%,"21,9",+39%,"0,04",-90%,"0,016",-90%,-2,,A,,,,,,,,,['film plastique'],,,,,,,,,,
1260,Thym Laurier de Provence,3521230009610,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Oignon jaune -,3521230343318,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,58,+142%,243 kj(58 kcal),+138%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,-5,,A,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,
1262,Pois chiches - Nature d'origine - 500g,3521232001032,A,500 g,"[""Nature d'origine""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,"['EMB 33063D', 'Bordeaux (Gironde, France)']",['France'],['Pois chiches'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,"['Filet', 'Plastique']",,,Pois chiches,['Monoprix'],['France'],http://www.naturedorigine.com/,,,,
