,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,packaging,ingredients_origins,manufacturing,link,markets,allergens,brand_owner,additives,nova_score,generic_name,producer_info,origin_detail
1657,Pain de viande avec cerises et pdt persil - 495g,5410953999576,,['France'],[],[],?,125,523 kj(125 kcal),"4,4","0,1","17,1",10,"3,8","0,459","0,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495 g,,,,,,,,,,,,,
1658,Confiture de Noisette,3330790003354,,['France'],[],[],?,359,1502 kj(359 kcal),"16,4","1,4",49,41,"3,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,coqueline,36844377,,['France'],[],[],?,425,1778 kj(425 kcal),19,"8,7",57,32,"6,2","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Originals Massapo (Jus d'hibiscus),3770014777003,,['France'],[],[],?,30,126 kj(30 kcal),0,0,7,"6,7",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Sharf,4067700020062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Galletas rellena de crema de limón pastilla,8410255918630,,['France'],[],[],?,490,2050 kj(490 kcal),20,14,71,36,6,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Miel d'Acacia,3770009961035,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1664,Colin d'Alaska sauce bordelaise - Argel - 400g,3565270007762,,['France'],[],[],?,122,510 kj(122 kcal),"6,9","3,2","3,2","1,3","11,6","1,1","0,44",['Argel'],E,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés au poisson blanc cuit', 'Colins', ""Lieu d'Alaska cru"", 'Poisson blanc à la bordelaise', ""Colin d'Alaska à la bordelaise""]",6.9 g,en quantité modérée,3.2 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en quantité modérée,,+37%,+39%,+86%,+100%,-14%,+9%,+34%,+67%,+67%,3,,C,,88.2%,3.9%,1.3%,5.3%,0.7%,0.5%,26,400 g,,,,,,,,,,,,,
1665,Coquilles St Jacques Charentaise,3250392828783,,['France'],[],[],?,91,381 kj(91 kcal),4,"0,7","6,9",0,"6,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Café - Planteur des tropiques,3250392784447,,['France'],[],[],?,?,,?,,?,,?,,,['Planteur des tropiques'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Noisettes au chocolat au lait,3346040145248,,['France'],[],[],?,583,2439 kj(583 kcal),"39,8",19,"46,9","43,4","7,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Baguette aux céréales,0250026005583,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Roti cuit ls,0203525021387,,['France'],[],[],?,132,552 kj(132 kcal),"4,3","1,7","0,5","0,5",23,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Sauce américaine,3760258228232,,['France'],[],[],?,601,2515 kj(601 kcal),"63,4","4,6","5,6","5,6","1,5","1,47","0,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Moutarde à la salicorne,3574314270444,['Fabriqué en France'],['France'],[],[],?,497,2079 kj(497 kcal),10,"0,7","3,6","3,6",0,"5,73","2,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Ail et fines herbes - Heinz,3660603004972,,['France'],[],[],?,496,2075 kj(496 kcal),"52,4","4,1","4,5","2,5","1,3","1,4","0,56",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Roti de Porc Fumé,0278402020203,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"1,89","0,756",,E,"['Viandes', 'Porc', 'Rôtis de porc']",6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,,-2%,-1%,+25%,+39%,+47%,+44%,-11%,+10%,+10%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1674,Pates de fruit Florian,3760164591192,,['France'],[],[],?,327,1368 kj(327 kcal),"0,5","0,1",80,71,"0,8","0,15","0,06",,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0.5 g,en faible quantité,0.1 g,en faible quantité,71 g,en quantité élevée,0.15 g,en faible quantité,,+4%,+4%,+47%,-17%,+5%,+7%,+23%,+25%,+25%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,
1675,Tamarin Transit Et Fibres 10 Sachets - Herbesan,3428883645007,,['France'],[],[],?,?,,?,,?,,?,,,['Herbesan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Alboroto,0748757000378,,['France'],[],[],?,322,1347 kj(322 kcal),"10,5","1,75",56,42,0,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Pain au céréales 300g,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Rosquillas integrales naturales - Julio,8424533000047,,['France'],[],[],?,373,1561 kj(373 kcal),"1,9","0,47","79,8","2,05","12,4","0,38","0,152",['Julio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Tomme de savoie igp 29%pp,2489455029855,,['France'],[],[],?,361,1510 kj(361 kcal),29,22,"1,3","0,5",24,"1,6","0,64",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",29 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+2%,+2%,+3%,+13%,+35%,+61%,-3%,+10%,+10%,16,+8%,D,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 74.011.060 CE', 'Annecy-le-Vieux (Haute-Savoie, France)']",,,,,,,,,,,,
1680,Calida Mix - Miko,010541045614015415200400,,['France'],[],[],?,511,2138 kj(511 kcal),26,14,63,40,"5,3","0,35","0,14",['Miko'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Terrine de campagne à l'ancienne - U Saveurs,2871753014501,,['France'],[],[],?,?,,?,,?,,?,,,['U Saveurs'],,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,
1682,8412877006832,8412877006832,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Pastéque morceau,3334320008864,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Escalopes de poulet,2447040019421,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Munster fermier bio au lait cru,3760230990034,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 88.148.001 CE', 'Dommartin-lès-Remiremont (Vosges, France)']",,,,,,,,,,,,
1686,Rillettes pu canard,3465130004118,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
1687,Cookie caramel et noix de pecan,0201351007544,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Grain de folie,00088005,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,DELPEYRAT MAGRET,0245510062517,,['France'],[],[],?,?,,?,,?,,?,,,['Delpeyrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Cookie chocolat noir,3760107131010,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Domaine la gayolle,3760023310025,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Orangeade Artisanale,3551720042537,,['France'],[],[],?,30,126 kj(30 kcal),"0,5","0,1","7,6","7,6","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Lentilles cuisinees,3700225130717,,['France'],[],[],?,74,310 kj(74 kcal),0,0,14,1,"4,8","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Jambon sec viande origine france -,2447519082260,,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,,,,,,,,,,,,,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,"['FR 81.124.068 CE', 'Lacaune (Tarn, France)']",,,,,,,,,,,,
1695,Gâteau Basque crème,2020001036516,,['France'],[],[],?,313,1310 kj(313 kcal),14,7,39,24,"5,7","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Flamiche maroilles lardons - Defroidmont,3420130081552,,['France'],[],[],?,?,,?,,?,,?,,,['Defroidmont'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Magro de cerdo cocido lata 220 - El Corte Inglés,8433329068871,,['France'],[],[],?,161,674 kj(161 kcal),"9,7","3,8","0,5","0,5",18,"1,6","0,64",['El Corte Inglés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Purée de fruit pommes-figues,3760216035216,['Sans sucre ajouté'],['France'],[],[],?,57,238 kj(57 kcal),"0,34",0,"12,8","11,6","0,42",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Poulet fermier,2296770026571,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Cacao Prieto mandarine bergamote,0856282005086,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Chorizo fumé,2905109003601,,['France'],[],[],?,410,1715 kj(410 kcal),31,12,"2,7","0,5",30,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Sauce pizza aux olives noires de provence - Jean Martin,3271514170047,,['France'],[],[],?,80,335 kj(80 kcal),"5,1","0,9","5,6","5,2","1,7","1,3","0,52",['Jean Martin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Pâtes aux noix,3770010766094,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Tam tam l'original - 500g,2990001008717,,['France'],[],[],?,443,1854 kj(443 kcal),22,"2,9",55,35,"4,7","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
1705,"Fettucini saumon,saumon fumé crème et poireaux - Franprix",3263859858599,,['France'],[],[],?,164,686 kj(164 kcal),"9,5","5,4","11,6","0,7","7,5","0,69","0,276",['Franprix'],,"['Plats préparés', 'Plats à base de pâtes']",9.5 g,en quantité modérée,5.4 g,en quantité élevée,0.7 g,en faible quantité,0.69 g,en quantité modérée,,-9%,-8%,+51%,+122%,-44%,-71%,+1%,-24%,-24%,6,+61%,C,+61%,,,,,,,,,,,,,,['Franprix'],,,,,,,
1706,Tomate frito con pimientos del piquillo y aceite - El Corte Ingles,8433329079808,,['France'],[],[],?,71,297 kj(71 kcal),"4,2","0,7","7,6","3,2","0,6","0,8","0,32",['El Corte Ingles'],B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']",4.2 g,en quantité modérée,0.7 g,en faible quantité,3.2 g,en faible quantité,0.8 g,en quantité modérée,,-18%,-16%,+5%,+44%,-17%,-54%,-53%,-28%,-28%,3,-43%,C,-43%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,,,,,,
1707,Céréales Cookies Crisp - General Mills,0016000151635,"['Sans arômes artificiels', 'Arômes naturels']","['France', 'États-Unis']","['Whole Grain Corn', 'Sugar', 'Corn Meal', 'Yellow Corn Flour', 'Canola Oil', 'Corn Syrup', 'Cocoa Processed With Alkali', 'Brown Sugar Syrup', 'Salt', 'Caramel Color', 'Baking Soda', 'Natural Flavor', 'Vitamins and Minerals: Calcium Carbonate', 'Tricalcium Phosphate', 'Iron and Zinc ', 'mineral nutrients', 'Vitamin C ', 'sodium ascorbate', 'A B Vitamin ', 'niacinamide', 'Vitamin B6 ', 'pyridoxine hydrochloride', 'Vitamin B2 ', 'riboflavin', 'Vitamin B1 ', 'thiamin mononitrate', 'Vitamin A ', 'palmitate', 'A B Vitamin ', 'folic acid', 'Vitamin B12', 'Vitamin D3,']",[],?,389,1628 kj(389 kcal),"4,17",0,"86,11","33,33","5,56","1,042","0,417",['General Mills'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",4.17 g,en quantité modérée,0 g,en faible quantité,33.3 g,en quantité élevée,1.04 g,en quantité modérée,,-3%,-3%,-52%,-100%,+29%,+100%,-40%,+192%,+192%,10,+86%,C,+86%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,GENERAL MILLS SALES INC.,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E500ii - Carbonate acide de sodium']",4,,,
1708,Muesli biologique aux Noix - Vata Balance,4032582000716,['Bio'],['France'],[],[],?,379,1586 kj(379 kcal),"9,6","1,7",64,"7,3","10,9","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Coeur de couenne,0211697016209,,['France'],[],[],?,138,577 kj(138 kcal),"6,4","2,2","0,7","0,7","19,3","1,98","0,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Muesli biologique aux Fruits - Pitta Balance,4032582000723,['Bio'],['France'],[],[],?,336,1406 kj(336 kcal),"2,4","0,7","69,4","15,5","8,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Muesli biologique aux Flocons - Kapha Balance,4032582000730,"['Bio', 'en:EG-Öko-Verordnung']",['France'],[],[],?,324,1356 kj(324 kcal),"2,8","0,7","65,5","13,2","8,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Tuna steak spring water - John West,50171354,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,129,540 kj(129 kcal),1,"0,3",0,0,29,"0,9","0,36",['John West'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-54044'],,,,,,,,,,,,
1713,Proteine Dessert - MyProtein,5055534354186,,['France'],[],[],?,359,1502 kj(359 kcal),"7,4","1,1",17,"7,8",55,1,"0,4",['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Nutri-bowl supergraines,3760048993944,,['France'],[],[],?,435,1820 kj(435 kcal),"25,3","3,7","19,7","17,9","20,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Saucisson aux noisettes,2602604029852,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",['France'],[],[],?,472,1975 kj(472 kcal),"41,1","15,9","3,5","1,4","22,1","3,92","1,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 43262', 'Vieille-Brioude (Haute-Loire, France)']",,,,,,,,,,,,
1716,Aceite De Oliva Virgen Extra Aromã¡tico De Ajo Ybarra,8410086138115,,['France'],[],[],?,824,3448 kj(824 kcal),92,14,0,0,0,0,0,['Ybarra'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
1717,Brutti e buoni al cioccolato - Coop,7613356494152,,['France'],[],[],?,495,2071 kj(495 kcal),22,4,62,52,10,"0,09","0,036","['Coop', 'Fine Food']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Chorizo frzis - Hiruak,2474756032994,,['France'],[],[],?,305,1276 kj(305 kcal),25,"8,8","4,3","1,8",16,"1,9","0,76",['Hiruak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Mélange bien-être,2600289033652,,['France'],[],[],?,500,2092 kj(500 kcal),31,"0,8",37,33,13,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Poulet Geschnetzeltes - 700g,0185000000004,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 g,,['Pack'],,,,,,,,,,,
1721,Velouté de carottes - Maison Marc,3760262231181,['Sans conservateurs'],['France'],[],[],?,52,218 kj(52 kcal),"2,3","1,6","5,8","2,8","0,8","0,39","0,156",['Maison Marc'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de carottes']",2.3 g,en faible quantité,1.6 g,en quantité modérée,2.8 g,en faible quantité,0.39 g,en quantité modérée,,+41%,+32%,+35%,+68%,+36%,+54%,+17%,-36%,-36%,2,0%,B,0%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,
1722,Croissant ordinaires,0260863013122,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Whey - Scitec nutrition,5999100003767,,['France'],[],[],?,376,1573 kj(376 kcal),4,2,"5,1",4,80,"1,1","0,44",['Scitec nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Bombay Club,0062058183418,,['France'],[],[],?,50,209 kj(50 kcal),0,0,13,11,0,31,"12,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Cocktail De Frutas En Almíbar Lata 1,8411916201894,,['France'],[],[],?,63,264 kj(63 kcal),"0,6",0,14,12,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Hähnchenpfanne nach Gyros Art,29006465,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Mostachones con aceite de oliva - Castillo de Moriles,8437005628816,,['France'],[],[],?,361,1510 kj(361 kcal),11,"2,1",58,29,"6,9","0,65","0,26",['Castillo de Moriles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Oignons rouges bio - 500g,3304430821165,"['Bio', 'Bio européen', 'Agriculture UE']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
1729,Biscuit à l'érable,0776697012038,,['France'],[],[],?,110,460 kj(110 kcal),3,1,16,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Olives vertes pimentées,3565280005109,['Point Vert'],['France'],[],[],?,184,770 kj(184 kcal),18,"3,5",0,0,"1,4","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Velours de crème Caramel beurre salé clean,8435257042404,,['France'],[],[],?,217,908 kj(217 kcal),"10,5",7,"27,9","24,4","2,6","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Bambi Chocolate Covered Lane Biscuits,8600043011128,,"['Autriche', 'France']",[],[],?,464,1941 kj(464 kcal),"16,6","10,2","66,4",30,"10,5","0,65","0,26",['Bambi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück']",,,,,,,,,,,
1733,Nutri Soja,8032625480198,"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,337,1410 kj(337 kcal),"2,4","0,6","10,8","9,8","3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Chocolat noir à la mangue et fruit de la passion -  - 100g,5000128828390,,['France'],[],[],?,557,2330 kj(557 kcal),37,22,47,44,"6,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
1735,Muffins au citron,,,['France'],[],[],?,360,1506 kj(360 kcal),17,"2,1",45,22,6,"0,35","0,14",,,['Muffins au citron'],17 g,en quantité modérée,2.1 g,en quantité modérée,22 g,en quantité élevée,0.35 g,en quantité modérée,,,,,,,,,,,11,,D,,,,,,,,,,,,,,,,,,,,,,
1736,Caramels au beurre salé,3663350058137,,['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Bissap - 150g,3770007626219,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,
1738,Salted Caramel Whips - 85g,00020770,,['France'],[],[],?,484,2025 kj(484 kcal),"24,1","14,1","60,9",59,"5,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 g,,,,,,,,,,,,,
1739,Cake aux trois raisins - Maison Vital Ainé,3333040010232,['Fabriqué en France'],['France'],[],[],?,402,1682 kj(402 kcal),14,"3,1",64,42,"4,7","0,543","0,217",['Maison Vital Ainé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Jus de pomme - BioDemain - 1L,3770014111005,"['Bio', 'Bio européen', 'FR-BIO-01', 'Conversion bio']",['France'],['Jus de pomme 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,43,180 kj(43 kcal),"0,1","0,046","9,79","9,36","0,17","0,013","0,005",['BioDemain'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",0.1 g,en faible quantité,0.046 g,en faible quantité,9.36 g,en quantité élevée,0.0133 g,en faible quantité,,-7%,-6%,-44%,+36%,-11%,-10%,-22%,+6%,+6%,3,-28%,C,-28%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,1 L,,['Verre'],['Meteren Nord France'],"['Meteren', 'Nord', 'France']",,,,,,1,Jus de pomme artisanal non filtré,,
1741,Chichis amande,3760209010046,,['France'],[],[],?,525,2197 kj(525 kcal),"26,5","26,5","60,6","60,6","13,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Pain boule froment 250 g,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Pain au chocolat,0216475026579,,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Crackers 3 Graines - Franprix - 200g,3267742575518,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'NL-BIO-01']",['France'],[],[],?,441,1845 kj(441 kcal),17,"2,5",48,0,17,"1,8","0,72",['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,"['EMB 21603D', ""Semur-en-Auxois (Côte-d'Or, France)""]",,,,,['Franprix'],,,,,,,
