,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
1811,"Mon Marché Plaisir, Pommes de terre le filet de 2,5 kg",3250391993154,,,"2,5 kg",,['Mon marché plaisir'],,['Intermarché'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Monique Ranou Filet de Dinde - 120g,3250391993727,C,,120 g,"['Barquette', 'Plastique']",['Monique Ranou'],"['Viandes', 'Volailles', 'Dindes', 'Filets de dinde']",['Intermarché'],['France'],"['filet de dinde', 'sel', 'dextrose', 'gélifiants : carraghénanes ', ' bouillon ', ""concentré de jus de carottes et d'oignons"", 'extrait de poulet', 'arôme', 'conservateur : nitrite de sodium ', ' colorant : caramel ordinaire']","['Non végétalien', 'Non végétarien']",4,1 g,en faible quantité,0.3 g,en faible quantité,1.1 g,en faible quantité,1.65 g,en quantité élevée,?,,105,-3%,439 kj(105 kcal),-4%,1,-33%,"0,3",-45%,"1,1",+18%,"1,1",+49%,23,+5%,"1,65",+26%,"0,66",+26%,3,+36%,C,+36%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Labels de distributeurs', 'Viande Française', 'Volaille Française', 'Sélection Intermarché']",['France'],['France'],"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,
1813,Coquilles aux oeufs - Regain - 180g,3250392053383,C,Gâteaux moelleux aux oeufs,180 g,"['Sachet', 'Plastique', 'Etui', 'Carton']",['Regain'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['Intermarché'],['France'],"['œufs 25%', 'huile de palme', 'sucre', 'fécule de pomme de terre', 'farine de riz', 'dextrose de maïs', 'stabilisant : glycérol', 'sirop de glucose de maïs', 'farine de maïs', 'amidon de riz', 'épaississant : gomme de guar', 'poudres à lever : carbonate acide de sodium - diphosphate disodique - phosphate monocalcique', 'émulsifiant : lécithine de colza', 'sel', 'arômes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,22.2 g,en quantité élevée,11.1 g,en quantité élevée,21.1 g,en quantité élevée,0.9 g,en quantité modérée,?,,437,-1%,1828 kj(437 kcal),-1%,"22,2",-3%,"11,1",+60%,"53,7",+2%,"21,1",-23%,"4,6",-19%,"0,9",+11%,"0,36",+11%,22,+20%,E,+20%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E422 - Glycérol', 'E412 - Gomme de guar', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E341i - Phosphate monocalcique', 'E322i - Lécithine']",['Œufs'],"['Labels de distributeurs', 'en:gluten-free', 'Afdiag', 'Sélection Intermarché', 'FR-059-005']",,['GGF Moreuil'],,http://ggf-france.com/,,['Huile de palme'],,
1814,Emincés de Poulet Grillé - Monique Ranou - 2 * 75g (150g),3250392064020,C,"Émincés de poulet traités en salaison, cuits et grillés",2 * 75 g (150 g),"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice', 'Barquette en plastique']",['Monique Ranou'],"['Viandes', 'Volailles', 'Poulets', 'Emincés de poulet']",['Intermarché'],['France'],"['Viande de cuisse de poulet 81%', 'eau', 'huile de tournesol', 'acidifiant : lactate de potassium', 'sel', 'protéines de soja', 'dextrose de blé', 'arômes naturels', ""arômes naturels d'ail avec d'autres arômes naturels"", 'gélifiant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6.2 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,2.1 g,en quantité élevée,?,,142,,594 kj(142 kcal),-1%,"6,2",+2%,"1,6",+11%,"1,4",-7%,"0,9",+24%,"20,1",+1%,"2,1",+35%,"0,84",+35%,11,+192%,D,+192%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E326 - Lactate de potassium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Soja'],"['Labels de distributeurs', 'Viande Française', 'Nutriscore', 'Nutriscore C', 'Sélection Intermarché', 'Volaille-francaise']",['France'],['France'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,
1815,Pâturages Crème légère semi épaisse les 2 bouteilles de 25 - 25.0cl,3250392098568,,,25.0 cl,['Bouteille'],['Paturages'],,['Intermarché'],['France'],"['LEGERE SEML PAISSE GRASSE', ' INGRÉblENTS : légere de lait', 'Je mais', ""et diglycerides d'acides de prefertnce avant le : voir sur le col de la hsoflts t pectine"", 'carraghénanes', ' coverture,']",[],4,,,,,,,,,?,,196,,820 kj(196 kcal),,18,,12,,6,,"4,2",,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,,
1816,"Sablés café - Chabrior - 120g, 16sablés",3250392262143,C,Sablés au café,"120 g, 16 sablés","['Point vert', 'Étui carton à recycler', 'Sachets plastique à jeter']",['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['Intermarché'],['France'],"['Farine de blé 45%', 'sucre', 'beurre concentré ', 'lait', ' 24% ', 'France', 'œuf entier frais', 'pâte parfum café 2', '3% ', 'soit équivalent café 5', '3%', 'eau', 'sucre', ' ', 'France', 'sel', ""poudres à lever : carbonates de sodium-carbonates d'ammonium-diphosphates""]",['Non végétalien'],3,24 g,en quantité élevée,16.6 g,en quantité élevée,30 g,en quantité élevée,0.9 g,en quantité modérée,?,,500,+2%,2092 kj(500 kcal),+2%,24,+3%,"16,6",+19%,"64,4",+2%,30,+18%,"5,3",-15%,"0,9",+32%,"0,36",+32%,25,+14%,E,+14%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['E500 - Carbonates de sodium'],"['Œufs', 'Gluten', 'Lait']",['Fabriqué en France'],['Farine de blé de France'],"['Locmaria', 'Route de Quimper', '29370', 'France']","['EMB 29041', 'Coray (Finistère, France)']",,,,,
1817,Sablés pur beurre fourrage pomme saveur tatin - chabrior,3250392262204,C,,chabrior,,['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['Intermarché'],['France'],"['Farine de blé 43,570 ', 'France', 'fourrage de pomme 22 % ', 'purée de pomme 53% soit 11,7% sur produit fini', 'sirop de glucose-fructose de blé', 'stabilisant : Glycérol', 'sucre', 'beurre ', 'dont lait', 'caramel aromatique ', 'sucre', 'eau', 'acidifiants : citrates de sodium - acide citrique', 'arôme', 'beurre pâtissier 21,7% ', 'colorant : caroténoïdes', ' ', 'dont lait', ' sucre', 'œufs', ""poudres à lever : carbonates de sodium - diphosphates - carbonates d'ammonium"", 'sel', 'lait écrémé en poudre', 'arôme', ' Traces éventuelles de soja', 'amandes', 'noisettes et noix de pécan']",['Non végétalien'],4,20.5 g,en quantité élevée,13.9 g,en quantité élevée,28.6 g,en quantité élevée,0.8 g,en quantité modérée,?,,474,-3%,1983 kj(474 kcal),-4%,"20,5",-12%,"13,9",0%,"66,6",+6%,"28,6",+13%,"4,8",-23%,"0,8",+17%,"0,32",+17%,24,+10%,E,+10%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['E422 - Glycérol', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E503 - Carbonates d'ammonium""]","['Œufs', 'Gluten', 'Lait']",,,,,,,,,
1818,Crêpe Crêpiam Pocket chocolat les 12 crêpes de 30 g - Chabrior - 360g (12 * 30g),3250392266417,B,Crêpes fourrées au chocolat,360 g (12 * 30 g),"['Sachet', 'Plastique']","['Chabrior', 'Intermarché']","['Plats préparés', 'Crêpes et galettes', 'Crêpes', 'Crêpes fourrées']",['Intermarché'],['France'],"['Sucre', 'farine de blé ', 'France', ' 23 %', 'œufs frais', 'huile de tournesol', 'dextrose', 'lait écrémé en poudre', 'chocolat ', 'UE', ' 4% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel de vanille', ' ', 'cacao : 35% minimum dans le chocolat', 'beurre concentré', 'lactose ', 'pâte de cacao', 'sel', 'gluten de blé', 'pâte de noisettes']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,16.7 g,en quantité modérée,4.3 g,en quantité modérée,39.8 g,en quantité élevée,1.1 g,en quantité modérée,?,,434,+4%,1816 kj(434 kcal),+6%,"16,7",-5%,"4,3",-24%,"63,4",+12%,"39,8",+13%,"6,6",+2%,"1,1",+35%,"0,44",+35%,21,+8%,E,+8%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['Point Vert', 'en:palm-oil-free']","['France', 'Union européenne']","['Morbihan', 'Bretagne', 'France']",,,,,,
1819,Sirop Iced Tea Pêche - Paquito - 750ml,3250392288365,A,Sirop de thé pêche,750 ml,"['Groene punt', 'Emballage à recycler', 'Metalen fles', 'Plastic dop']",['Paquito'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Boissons avec sucre ajouté']",['Intermarché'],['France'],"['Sucre', 'eau', 'jus de pêche à base de concentré ', '10%', 'acidifiant : acide citrique', 'extraits de thé ', '8 g/L', 'arôme', ""correcteur d'acidité : citrate de sodium""]",[],4,,,,,,,,,1267,+8%,?,,1267 kj(303 kcal),+18%,0,-100%,0,-100%,"74,6",+17%,"74,6",+22%,0,-100%,"0,05",+68%,"0,02",+68%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E330 - Acide citrique', 'E331 - Citrates de sodium']",,"['Labels de distributeurs', 'Sans conservateurs', 'Sélection Intermarché', 'Pur sucre']",,"['Antartic', '45110', ""Saint Martin d'Abbat"", 'France']","['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",,,,,
1820,Knack - Monique Ranou - 10,3250392291877,E,,10,['10'],['Monique Ranou'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",['Intermarché'],['France'],"['Viande de porc* leau,plasmade porc', 'gras de porc: Viande d sel', 'dextrose', 'lacse lait', 'protéines d Lait', 'arôme,sel', 'dex conservateurs : clorure de potassium', 'ascorbate deonserva sodium', 'nitrite de solium']",['Non végétalien'],4,26.4 g,en quantité élevée,9.6 g,en quantité élevée,1.8 g,en faible quantité,1.55 g,en quantité élevée,?,,292,+9%,1222 kj(292 kcal),+9%,"26,4",+12%,"9,6",+9%,"1,8",+15%,"1,8",+40%,"12,3",-2%,"1,55",-19%,"0,62",-19%,18,-2%,D,-2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,['Lait'],,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,
1821,La Tomme tranchettes - Pâturages - 200g,3250392343576,C,,200g,['Frais'],['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages en tranches']",['Intermarché'],['France'],"['lait pasteurisé', 'origine : France', 'sel', 'ferments lactiques', 'coagulant microbien', 'conservateur : natamycine,']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,27 g,en quantité élevée,19.9 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,341,+0%,1427 kj(341 kcal),+0%,27,+0%,"19,9",+9%,"1,5",+47%,"0,5",-27%,23,-0%,2,+17%,"0,8",+17%,17,+8%,D,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E235 - Natamycine'],['Lait'],,,,,,,,,
1822,L'equatorial Chocolat noir 60% - Les Creations Ivoria,3250392411916,E,,,,"['Les Creations Ivoria', 'Ivoria']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['France'],"['Pâte de cacao Equateur', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'vanille Bourbon en gousse', ' Cacao : 60% minimum dans le chocolat noir', ' Traces éventuelles de : lait', 'noisettes et amandes', ' INFORMATIONS : À conserver hors du refrigérateur', ""à l'abri de la chaleur et de l'humidité""]",[],4,39.3 g,en quantité élevée,23.6 g,en quantité élevée,39.1 g,en quantité élevée,0.02 g,en faible quantité,?,,574,+3%,2402 kj(574 kcal),+4%,"39,3",-0%,"23,6",+2%,"45,7",+18%,"39,1",+23%,"5,2",-32%,"0,02",-57%,"0,008",-57%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['E322i - Lécithine'],,,,,,,,,,
1823,Citronnade - Paquito,3250392454623,,,,,['Paquito'],"['Boissons', 'Boissons avec sucre ajouté', 'Citronnades']",['Intermarché'],['France'],"['Eau de source St-Benoit 78%', 'jus de fruits à base de concentré 18% ', 'citron 17%', 'orange 1%', 'sucre', 'pulpes de citron 0,7%', 'vitamine C']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,0.01 g,en faible quantité,?,,26,-19%,109 kj(26 kcal),-20%,"< 0,5",+557%,"< 0,1",+890%,6,-25%,6,-20%,"< 0,5",+291%,"< 0,01",+66%,"0,004",+66%,8,-21%,D,-21%,,,,,,,,,,,,,,,,,,
1824,Yaourt à la grecque brebis nature - Pâturages,3250392483791,B,,,,['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts à la grecque', 'Yaourts au lait de brebis']",['Intermarche'],['France'],"['Lait de brebis standardisé à 10% de matières grasses', 'ferments lactiques ', 'dont lait']",['Non végétalien'],3,10 g,en quantité modérée,7.5 g,en quantité élevée,2.8 g,en faible quantité,0.11 g,en faible quantité,?,,125,+19%,523 kj(125 kcal),+19%,10,+96%,"7,5",+125%,4,-58%,"2,8",-65%,"4,8",-1%,"0,11",+3%,"0,044",+3%,6,+132%,C,+132%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,['Lait'],"['Labels de distributeurs', 'Sélection Intermarché', 'de:labels-von-distributoren']",['France'],"[""Saint medord d'eyrans""]","['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]",,,,,
1825,Sardines à l'huile d'olive vierge Extra - Odyssée - 135g,3250392490829,D,,135 g,['Conserve'],['Odyssée'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,['France'],"[""SARDINES A VIERGE EXTRA INGREDIENIS Sardines'/ "", 'sardina pitchardus', ""huile d'olive vieŒe extra sel"", ' *poissons', 'INFORMATIONS :']","['Non végétalien', 'Non végétarien']",,11.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,197,-20%,824 kj(197 kcal),-20%,"11,9",-33%,"2,9",-24%,"0,5",+56%,"0,5",+138%,"22,4",+5%,"1,1",+22%,"0,44",+22%,3,-47%,C,-47%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['Poisson'],['PRODUCTEURS & COMMERCANTS'],,,,,,,,
1826,Coulommiers - Paturages,3250392504144,C,,,,['Paturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Coulommiers']",['Intermarché'],['France'],"[""Lait de vache pasteurisé issu de l'agriculture biologique"", 'sel', ""ferments lactiques et d'affinage contient présure et/ou coagulant microbien""]",['Non végétalien'],3,23 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,291,+5%,1218 kj(291 kcal),+5%,23,+3%,16,+3%,1,+96%,"0,5",+92%,20,+6%,"1,3",-13%,"0,52",-13%,13,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Lait'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']",,,"['FR 86.247.001 CE', 'Saint-Saviol (Vienne, France)']",,,,,
1827,Chèvre râpé - Pâturages,3250392510282,E,,,,['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages à pâte pressée non cuite', 'Fromages râpés']",['Intermarché'],['France'],"['t/ i MAGEOE CHÈVRERÂPÉ À PÂTE PRESSÉE NON CUITE IV ,RÉDIENTS : lait de chèvre pasteurisé', 'amidon pomme de terre', 'sel', 'ferments lactiques', 'coagulant microbien', ' INFORMATIONS : à conserver entre +40C et +80C']",['Non végétalien'],3,33 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,389,+4%,1628 kj(389 kcal),+4%,33,+14%,23,+19%,2,+107%,"0,5",+39%,21,-23%,"1,7",+70%,"0,68",+70%,16,+24%,D,+24%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,['Lait'],"['Labels de distributeurs', 'Sélection Intermarché']",,,,,,,,
1828,Yaourt brassé nature bio - Pâturages - 500g,3250392510565,,,500 g,['pot plastique'],"['Pâturages', 'Intermarché', 'Eurial']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts au lait de vache', 'Yaourts brassés nature']",['Intermarché'],['France'],"['lait entier*', 'poudre de lait écrémé""', 'ferments lactiques ', 'dont lait', "" *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.4 g,en quantité modérée,2.3 g,en quantité modérée,4.5 g,en faible quantité,0.13 g,en faible quantité,279,-11%,?,,279 kj(67 kcal),-15%,"3,4",-27%,"2,3",-24%,"4,8",+1%,"4,5",+2%,4,-0%,"0,13",+7%,"0,052",+7%,0,-100%,B,-100%,,,,,,,,,['Lait'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B', 'Agriculture France']",['France'],,"['FR 45.187.001 CE', 'Lorris (Loiret, France)', 'EMB 45187', 'Lorris (Loiret, France)']",,,,,
1829,Soja Chocolat saveur noisette - paturages - 100g,3250392553616,A,,100 g,['Pot'],['Paturages'],"['Desserts', 'Desserts végétaliens', 'Desserts au soja', 'Desserts au chocolat', 'Dessert au soja aromatisé', 'Desserts de soja au chocolat']",,['France'],"['Jus de soja** 78% ', 'eau', 'graines de soja** ', 'France', ' 6%', 'suUCre', 'amidon modifie de fapioca', 'chocolat en poudre 2,2% ', 'cacao en poudre', 'sucre', 'cacao maigre en poudre', 'phosphates de calcium', 'épaississant : carraghénanes', 'arômes', 'sel', ' Traces éventuelles de fruits à coque', ' ""Certains ingrédients ne sont pas français', "" *Soja issu d'une filière contrôlée sans OGM"", ' INFORMATIONS :']",[],4,2.1 g,en faible quantité,0.6 g,en faible quantité,15.7 g,en quantité élevée,0.1 g,en faible quantité,?,,109,+7%,456 kj(109 kcal),+6%,"2,1",-9%,"0,6",-15%,"18,2",+11%,"15,7",+19%,"3,4",-2%,"0,1",-15%,"0,04",-15%,2,+173%,B,+173%,53.8%,21.5%,8.9%,9.6%,4.9%,1.3%,91,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Soja'],,['France'],['Novandie'],,,,,,
1830,Cookies maxi pépites - Chabrior - 184g,3250392580643,D,,184g,,['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']",['Intermarché'],['France'],"['farine de blé 32%', 'éclats de chocolat noir 24% ', 'suce pâte de cacao', 'beurre de cacao', 'émulsifiants:lécithines ', 'soja', 'tournes arômes', 'sucre', 'matière grasse végétale ', 'palme', 'noisettes 9%', ""cufs frais,poudres à lever:carbonates de sodium - diphosphates - carbohates d'ammonium"", 'poudre de lait écrémé', 'colorant : caroténoides', 'arôrpe', 'sel', "" Traces éventuelles d'autres céréales contenant du gluten"", 'arachides et autres fruits à coque']","['Huile de palme', 'Non végétalien']",4,29.1 g,en quantité élevée,12.3 g,en quantité élevée,30.9 g,en quantité élevée,0.91 g,en quantité modérée,?,,524,+4%,2192 kj(524 kcal),+3%,"29,1",+7%,"12,3",-2%,"57,1",-0%,"30,9",+3%,"6,8",+2%,"0,91",+61%,"0,364",+61%,23,+5%,E,+5%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,"['E322 - Lécithines', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']","['Gluten', 'Fruits à coque', 'Soja']",,,"['France', 'Saint-Evarez']",,,,,,
1831,Fondant au chocolat - Marie - 470g,3251514251007,,,470 g,"['sous vide', 'Carton', 'surgelé', 'Surgelés']","['Marie', 'Boncolac']","['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",['Carrefour'],['France'],"['Œufs issus de poulet élevées en plain air 31%', 'sucre', 'chocolat noir 13% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'beurre patissier', 'farine de blé 8%', 'eau', 'poudre de cacao maigre 3,2%']",['Non végétalien'],3,22 g,en quantité élevée,13 g,en quantité élevée,33 g,en quantité élevée,0.1 g,en faible quantité,1630,+13%,390,+16%,1630 kj(390 kcal),+16%,22,+28%,13,+42%,40,+3%,33,+30%,"6,4",+27%,"0,1",-63%,"0,04",-63%,18,+15%,D,+15%,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",['Sans conservateurs'],['France'],"['France', 'Bonloc']","['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",http://www.marie.fr,"Bonloc (Pyrénées-Atlantiques, France)",,,
1832,Petit Pont l'Evêque AOP (23 % MG) - E.Graindorge - 220g,3252950043010,D,"Fromage de France AOP, à pâte molle à croûte lavée, au lait pasteurisé de vache",220 g,"['Frais', 'Boîte', 'Bois', 'Agrafe', 'Métal', 'Plastique']","['E.Graindorge', 'Graindorge']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages à pâte molle à croûte lavée', ""Pont-l'évêque"", 'en:aoc-cheeses', 'en:labeled-cheeses', 'Produits AOC', 'Produits labellisés']","['Simply Market', 'Magasins U']",['France'],"['Lait pasteurisé', 'sel', 'ferments', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,23 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.63 g,en quantité élevée,?,,298,+0%,1247 kj(298 kcal),+1%,23,-2%,15,-6%,"0,5",+26%,"0,5",+36%,22,+3%,"1,63",+2%,"0,652",+2%,15,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Lait'],"['AOP', 'Point Vert', 'AOC de Normandie', 'Eco-Emballages', 'Fromager - Affineur à Livarot depuis 1910']",,"['Fromagerie de Livarot (FDL) - 42 Rue du Général Leclerc - 14140 Livarot', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.371.001 CE', 'Livarot (Calvados, France)']",http://www.graindorge.fr/fromages-pont-leveque.php,,,,
1833,Les Crozets aux noix du Dauphiné - Alpina Savoie - 375g,3252970009560,B,Spécialité céréalière,375g,['Etui carton'],['Alpina Savoie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Crozets']",,['France'],"['Semoule de blé dur de qualité supérieure issu de la Filière Alpina Savoie', 'farine de blé tendre des pays de Savoie', 'œufs frais des pays de Savoie 10%', 'noix du Dauphiné 3,5%', 'arôme naturel de noix,']",[],4,4 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,0.7 g,en quantité modérée,?,,375,+7%,1569 kj(375 kcal),+7%,4,+72%,"0,8",+63%,70,+2%,"2,5",+19%,13,+6%,"0,7",+302%,"0,28",+302%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,"['Œufs', 'Gluten', 'Fruits à coque']","['Arômes naturels', 'Sans colorants artificiels', 'Sans conservateur artificiel', 'Blé français', 'Noix du Dauphiné', 'Fabriqué en savoie', 'Oeufs frais']",,['Chambéry'],,http://www.alpina-savoie.com/fr/produits/crozets-aux-noix,,,,
1834,"Eau de source gazéifIée - Cristaline - 1,5l  (x 6)",3254381008439,,Eau de source Roxane Hovelange,"1,5 l  (x 6)","['Bouteille', 'PET 01']",['Cristaline'],"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux gazeuses']",['B i1'],['France'],['Eau de source avec adjonction de gaz carbonique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,0,-100%,A,-100%,,,,,,,,,,['Point Vert'],,['LUX-Roxane-Hovelange SaegBeckerich (Grand Duché de Luxembourg)'],,,,,,
