,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
26,confiture de fraise de plougastel - Les 4 Saisons - 400g,3470410015340,C,Confiture extra cuite au chaudron de cuivre,400 g,"['Pot', 'Verre', 'Couvercle', 'Métal']",['Les 4 Saisons'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Produits artisanaux', 'Confitures', 'Confitures artisanales', 'Confitures de fruits rouges', 'Confitures de fraises']","['Carrefour', 'Auchan', 'Magasins U']",['France'],"['Fraise de Plougastel', 'sucre', 'gélifiant : pectine']",[],4,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,,239,+8%,1000 kj(239 kcal),+8%,0,-100%,0,-100%,60,+17%,59,+22%,0,-100%,0,-100%,0,-100%,10,+5%,C,+5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,['en:produced-in-bretagne'],"['France', 'Bretagne']","['Huelgoat', 'Finistère', 'Bretagne', 'France']",,http://www.4sais.com/produit.php?id=8,,,,
27,Galette provençale - Cerealpes - 2,3472331042900,,,2,,['Cerealpes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']",['eau vive'],['France'],"['Flocons de blé complet hydratés* 39,9 g', 'riz* complet cuit 31,2 g', ""flocons d'avoine* complète hydratés 19,9 gm"", 'coulis de tomate*', 'farine de blé complet* 10,4 g', '""', 'huile de tournesol* désodorisée', 'plantes aromatiques* ', 'basilic*', 'persil*', 'ail“', 'tomate en poudre*', 'sel de mer', 'herbes de Provence*', "" Ingrédients issus de l'agriculture biologique"", ' ', '1', ' Quantité mise en œuvre pour 100 g de produit fini', ' Fabriqué dans un atelier qui utilise œufs', 'fruits à coq produits laitiers', 'céleri', 'moutarde', 'soja et sésame']",['Sans huile de palme'],3,5.5 g,en quantité modérée,0.6 g,en faible quantité,4.2 g,en faible quantité,1 g,en quantité modérée,?,,206,+0%,862 kj(206 kcal),+1%,"5,5",-38%,"0,6",-59%,34,+101%,"4,2",+78%,5,-52%,1,-5%,"0,4",-5%,3,+2090%,C,+2090%,,,,,,,,,['Gluten'],"['Bio', 'Bio européen', 'FR-BIO-01', 'en:palm-oil-free']",['Ue/non UE'],['France'],,,,,,
28,Huile oméga bio'3 - Léa nature - 1,3478820078221,,Huile oméga bio'3,1,['75cl'],['Léa nature'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",['Leclerc'],['France'],['huile colza 68%\rhuile tournesol 22%\rHuile olive vierge extra 5%\rhuile de carthame 5%'],[],,91.8 g,en quantité élevée,7.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,826,-4%,3456 kj(826 kcal),-4%,"91,8",-4%,"7,8",-49%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,+29%,C,+29%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['Union européenne'],,,,,,,
29,Beurre de Baratte Pamplie Doux,3485690601039,,,,,['Pamplie'],['Matières grasses'],"['Magasins U', 'Leclerc']",['France'],"['pasteüli2/d milk creanf', 'enzymes ', 'millf', ' French butter AOP Charefites Poitou Traditionally made in chum Store at 60C max']",[],,83 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,751,-7%,3142 kj(751 kcal),-6%,83,-6%,55,+141%,"0,5",+123%,"0,5",+209%,"0,6",+239%,0,-100%,0,-100%,19,+68%,E,+68%,,,,,,,,,,,,,,,,,,
30,Poissonnettes Panées - Cité Marine - 200g,3492500027286,,,200 g,"['Frais', 'Plastique']",['Cité Marine'],"['Plats préparés', 'Plats préparés au poisson', 'Produits panés', 'Réfrigérés', 'Plats préparés réfrigérés']",,['France'],"['Préparation à base de poissons 70 % : poissons 58 %', 'eau', 'huiles végétales ', 'tournesol', 'colza', 'amidon modifié', 'base pomme de terre déshydratée ', 'pomme de terre', 'sel', ""blanc d'œuf en poudre"", 'aromate', 'fécule de pomme de terre', 'dextrose', 'sel', 'épaississant : E461', ' Enrobage : chapelure ', 'farine de _blé', 'levure', 'sel', 'épices : curcuma', 'paprika', 'enrobant ', 'eau', 'farine de blé', 'huiles végétales ', 'tournesol', 'colza', ' [% exprimés sur la totalité du produit', ']']","['Non végétalien', 'Non végétarien']",4,9.8 g,en quantité modérée,1 g,en faible quantité,1.2 g,en faible quantité,1.02 g,en quantité modérée,?,,212,+16%,887 kj(212 kcal),+18%,"9,8",+7%,1,-65%,"19,2",+30%,"1,2",-45%,"11,2",+50%,"1,02",-1%,"0,408",-1%,0,-100%,B,-100%,,,,,,,,"['E14XX - Amidons modifiés', 'E461 - Méthylcellulose']","['Œufs', 'Poisson', 'Gluten']","['Point Vert', 'Fabriqué en France']",,['France'],"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,,,,
31,Lipton Ice Tea saveur citron citron vert format familial 2 L - 2000ml,3502110009135,C,"Boisson rafraîchissante aux extraits de thé et aromatisée citron et citron vert, avec sucres et édulcorant.",2000 ml,"['Bouteille', 'Plastique', 'Format familial']",['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur pêche', 'Boissons avec sucre ajouté']",,['France'],"['Eau,sucre,fructose,extrait de thé noir ', '1,2 g/l', ',acidifiant ', 'acide citrique', ',jus de citron à base de concentré ', '0,1%', "",arôme,correcteur d'acidité "", 'citrate trisodique', ',antioxydant ', 'acide ascorbique', ',édulcorant ', 'glycosides de stéviol']",[],4,0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0.02 g,en faible quantité,81,-12%,19,-17%,81 kj(19 kcal),-16%,0,-100%,0,-100%,"4,6",-18%,"4,5",-17%,0,-100%,"0,02",-26%,"0,008",-26%,6,-22%,D,-22%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,"['Point Vert', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
32,Pâte d'amande - Maître Prunille - 250gr,3502490009664,E,,250 gr,,['Maître Prunille'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Massepain', ""Pâtes d'amande""]",['Super U'],['France'],"['Sucre ', 'amandes ', '33%', ' ', 'stabilisant : sirop de sorbitol', 'sirop de glucose', 'humectant : invertase', 'colorants : Vert E131', ' E161b ', 'Rose', 'E120 ', 'Carmin']","['Non végétalien', 'Non végétarien']",4,16 g,en quantité modérée,1.7 g,en quantité modérée,62 g,en quantité élevée,0 g,en faible quantité,?,,446,+1%,1866 kj(446 kcal),+1%,16,-4%,"1,7",-5%,66,+1%,62,+2%,"5,5",-12%,0,-100%,0,-100%,13,-16%,D,-16%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,"['E420ii - Sirop de sorbitol', 'E1103 - Invertase', 'E161b - Lutéine', 'E120 - Acide carminique']",['Fruits à coque'],,,,,,,,,
33,Saf-Levure - Saf instant - 500g,3516661350004,,Levure sèche active,500 g,"['Métal', 'Boite']","['Saf instant', 'S.I.Lesaffre']","['Additifs alimentaires', 'Levures']",,['France'],"['levure ', 'saccharomyces cerevisiae']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,44,-67%,184 kj(44 kcal),-72%,23,+589%,6,+332%,56,+164%,24,+383%,9,-43%,0,-100%,0,-100%,,,,,,,,,,,,,,['Fabriqué en France'],,,,http://www.lesaffre.com/fr/levure-panification/marques-de-reference/saf-levure.html,,,,
34,Brassé au lait de brebis - Mûres Framboises - Soignon - 4x 110g,3523230039642,C,"Yaourt brassé au lait entier de brebis, sucré, à la mûre et à la framboise",4 x 110 g,"['Frais', 'Carton', 'Plastique']",['Soignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de brebis', 'Yaourts multifruits']","['Auchan', 'Magasins U']",['France'],"['Lait entier de brebis pasteurisé ', 'origine UE', 'sucre de canne ', '7,8%', 'mûre ', '4,4%', 'framboise ', '2,8%', 'amidon', 'arôme naturel', 'épaississants : pectines', 'gomme xanthane', 'concentré  de carotte noire', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,5.5 g,en quantité modérée,3.9 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,?,,111,+16%,464 kj(111 kcal),+18%,"5,5",+99%,"3,9",+112%,11,-15%,11,-11%,"4,3",+21%,"0,1",-18%,"0,04",-18%,4,+58%,C,+58%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E440 - Pectines', 'E415 - Gomme xanthane']",['Lait'],,['Union européenne'],['France'],"['FR 29.236.090 CE', 'Riec-sur-Belon (Finistère, France)']",,,,,
35,Brassé au lait de brebis - Soignon,3523230041089,C,,,,['Soignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts à la cerise', 'Yaourts brassés aux fruits', 'Yaourts au lait de brebis']",,['France'],[],[],,5.7 g,en quantité modérée,4.1 g,en quantité modérée,10 g,en quantité modérée,0.1 g,en faible quantité,?,,110,+9%,460 kj(110 kcal),+8%,"5,7",+82%,"4,1",+101%,10,-29%,10,-22%,"4,6",+26%,"0,1",-15%,"0,04",-15%,5,+69%,C,+69%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,
36,Crevette bio Carrefour - Carrefour Bio - 300g,3523680338296,C,Crevettes bio entières cuites réfrigérées,300 g,"['Barquette', 'Plastique']","['Carrefour Bio', 'Carrefour']","['Produits de la mer', 'Crustacés', 'Crevettes']","['Carrefour', 'Carrefour market']",['France'],"['Crevettes Penaeus vannamei', ""issues de l'aquaculture biologique"", 'sel', 'conservateur : disulfite de sodium', 'acidifiant : acide citrique']",[],3,0.9 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.02 g,en quantité modérée,403,+0%,96,-9%,403 kj(96 kcal),-8%,"0,9",-59%,"0,3",-35%,"0,5",-54%,"0,5",+43%,22,+21%,"1,02",-31%,"0,408",-31%,0,-100%,B,-100%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Crustacés', 'Anhydride sulfureux et sulfites']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Équateur'],['Equateur'],"['FR 62.474.100 CE', 'Isques (Pas-de-Calais, France)']",https://www.carrefour.fr/p/crevettes-bio-entieres-cuites-carrefour-bio-3523680338296,,,,
37,GrandLait Demi-écrémé UHT - Candia - 1l.,3533631574000,D,,1 l.,['Bouteille'],['Candia'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['Magasins U'],['France'],[],[],,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-3%,"1,6",-5%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,
38,Lait entier stérilisé U.H.T. - Candia - 1l,3533631781002,D,,1 l,['Pack de 6'],['Candia'],"['Produits laitiers', 'Laits']",,"['France', 'La Réunion']","['Lait entier stérilisé U', 'H', 'T']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,3.6 g,en quantité modérée,2.2 g,en quantité modérée,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,64,-3%,268 kj(64 kcal),-2%,"3,6",+75%,"2,2",+85%,"4,8",-20%,"4,8",-12%,"3,2",-10%,"0,1",-19%,"0,04",-19%,2,+248%,B,+248%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Lait'],,,,,,,,,
39,Gaufres moelleuses - Carrefour - 260g,3560070556465,,"Gaufres moelleuses poudrées, aux oeufs frais",260 g,['Sachet'],['Carrefour'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",['Carrefour'],['France'],"['Sucre 33% ', 'dont 2,5% en décor', 'œufs frais 31% ', 'graisse de palme 22,5%', 'farine de blé', 'farine de lupin', 'lait écrémé en poudre', 'sel', 'huile de colza', 'émulsifiant: lécithines ', 'tournesol', 'arôme naturel', 'amidon de blé', ' Peut contenir des traces de fruits à coque']","['Huile de palme', 'Non végétalien']",4,25 g,en quantité élevée,12 g,en quantité élevée,34 g,en quantité élevée,0.68 g,en quantité modérée,1913,+13%,458,+14%,1913 kj(458 kcal),+14%,25,+28%,12,+57%,50,+1%,34,+22%,"7,2",+32%,"0,68",+12%,"0,272",+12%,23,+28%,E,+28%,,,,,,,,['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lupin', 'Lait']",,['Fr eu'],,"['EMB 82121', 'Montauban (Tarn-et-Garonne, France)']",,Fabriqué aux Pays-Bas pour EMB 82121 pour Interdis,['Huile de palme'],,
40,Fruits exotiques coeur vanille - Carrefour - 312g,3560070820948,B,"Bâtonnet de glace à la vanille 42,3% marbrée de sorbet aux fruits exotiques, aromatisé 17,9%, avec un enrobage aux fruits exotiques, aromatisé 39,8%",312 g,,['Carrefour'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés à la vanille']",['Carrefour'],"['France', 'Espagne']","['Eau', 'lait écrémé réhydraté', 'sirop de glucose', 'sucre', 'jus de pêche à base de concentré', 'jus de fruit de la passion à base de concentré 7,2%', 'sirop de glucose-fructose', 'purée de mangue 7,2%', ""jus d'ananas à base de concentré 6,4%"", 'graisse végétale de coprah', 'lactose et protéines de lait', ""émulsifiants : mono - et diglycérides d'acides gras"", ""esters lactiques des mono - et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube et gomme guar', 'colorant : caroténoïdes', 'acidifiant : acide citrique', 'arôme naturel de vanille', 'arôme', 'protéines de pois hydrolysées', 'arôme naturel ', 'contient lait', 'Peut contenir des traces de céréales contenant du gluten', ""d'œufs"", 'de soja', ""d'arachides et de fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,4.5 g,en quantité modérée,4 g,en quantité modérée,21 g,en quantité élevée,0.08 g,en faible quantité,651,-46%,155,-46%,651 kj(155 kcal),-46%,"4,5",-75%,4,-67%,27,-7%,21,-19%,"1,1",-62%,"0,08",-44%,"0,032",-44%,8,-54%,C,-54%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', 'E330 - Acide citrique']",['Lait'],['Fabriqué en France'],,,"['EMB 29181', 'Plouédern (Finistère, France)']",,Fabriqué en France par EMB 29181 pour Interdis.,,,
41,"Limonade à l'arôme naturel de citron - Produits blancs - 1,5L e",3560070824441,,Boisson rafraîchissante gazéifiée aromatisée citron avec sucre et édulcorants,"1,5 L e","['Bouteille', 'Plastique 1 (PETE)', 'Bouchon', 'Plastique']",['Produits blancs'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']","['Carrefour market', 'Carrefour']",['France'],"['Eau gazéifiée', 'sucre', 'acidifiant : acide citrique', 'arôme naturel de citron-citron vert', 'arôme naturel de citron', 'édulcorants : acésulfame K et sucralose']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,2 g,en faible quantité,0.03 g,en faible quantité,?,,8,-74%,33 kj(8 kcal),-74%,?,,,,2,-73%,2,-73%,?,,"0,03",+126%,"0,012",+126%,,,,,,,,,,,,"['E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose']",,"['Point Vert', 'Triman', 'Eco-Emballages', 'Qualité contrôlée']",,"['72370 Ardenay-sur-Mérize', 'Sarthe', 'Pays de la Loire', '69730 Genay', 'Métropole de Lyon', 'Rhône-Alpes', 'France']","['EMB 72007B', 'Ardenay-sur-Mérize (Sarthe, France)', 'EMB 69278', 'Genay (Rhône, France)', 'EMB 61165A', 'Ferrière-Bochard (Orne, France)']",,,,,
42,Yogur natural - Carrefour - 1kg (8x 125g),3560070914401,B,Yogur natural,1 kg (8 x 125 g),['Producto'],['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",['Carrefour'],"['France', 'Espagne']","['Leche parcialmente desnatada ', '2,7% de grasa', 'leche desnatada en polvo', 'proteínas de la leche', 'fermentos lácticos', ' País de ordeño de la leche: UE', '  País de transformación: España ', 'letra M o K en el lote', ' o Francia ', 'letra D o F en el lote']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,2.4 g,en faible quantité,1.7 g,en quantité modérée,3.7 g,en faible quantité,0.1 g,en faible quantité,221,-20%,53,-26%,221 kj(53 kcal),-26%,"2,4",-33%,"1,7",-27%,"4,3",-12%,"3,7",-17%,"3,5",-15%,"0,1",-17%,"0,04",-17%,-1,-277%,A,-277%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,"['Lait', 'es:Lácticos', 'es:lácticos']",,,,"['(M O K) = ES 15.000195/GU CE', '(D O F) = FR 53.054.005 CE']",,Fabricado en España por (M o K) o en Francia por (D o F) y distribuido en España por L.N.P.L.R.I.S.A. RGSEAA 40.28739/B para Interdis.,,,
43,Crunchy 5 fruits sec - Carrefour - 500g,3560071013004,B,,500 g,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['Carrefour'],"['Belgique', 'France']","[""Flocons d'avoine 42%"", 'sucre', 'raisins secs 9,5% ', 'raisins', 'huile de tournesol', 'flocons de blé 7,2%', 'matière grasse végétale de palme', 'noix de coco en lamelles 6,5%', 'bananes sucrées aromatisées 6,5% ', 'bananes 3,5%', 'huile de coco', 'sucre', 'arôme', 'farine de blé 5,7%', 'maïs 1', '9%', 'canneberges séchées sucrées 1,7% ', 'sucre', 'canneberges 0,6%', 'huile de tournesol', 'lanières de pommes séchées 1,5 %', 'sirop de glucose', 'noix de coco en poudre 1,3%', 'semoule de riz 1,1%', 'sel', 'arôme', 'caramel ', 'sucre', 'eau', ""extrait de malt d'orge"", 'farine de malt de blé', ""émulsifiant : mono - et diglycérides d'acides gras"", 'sucre en poudre caramélisé']",['Huile de palme'],4,17 g,en quantité modérée,11 g,en quantité élevée,21 g,en quantité élevée,0.325 g,en quantité modérée,?,,446,+12%,1866 kj(446 kcal),+12%,17,+60%,11,+306%,63,+3%,21,+17%,"7,4",-23%,"0,325",+124%,"0,13",+124%,15,+337%,D,+337%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],,,,,,,,,
44,Flageolets verts extra fins - Notre Jardin - 420g,3564700004678,B,,420 g,['Conserve'],"['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",['Leclerc'],['France'],"['Flageolets verts', 'eau', 'sel', 'affermissant : chlorure de calcium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.6 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,69,-20%,289 kj(69 kcal),-20%,"0,6",-16%,"0,3",+104%,"8,8",-25%,"0,5",-9%,"4,8",-9%,"0,5",-32%,"0,2",-32%,-10,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,"['Nutriscore', 'Nutriscore A']",,,,,,,,
45,Haricots verts extra fins 4/4 - Notre Jardin - 440g,3564700005194,B,Haricots verts extra-fins cueillis et rangés main,440 g,"['Conserve en métal', 'Couvercle en métal', 'Acier recyclable']","['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",['Leclerc'],['France'],"['Haricots verts extra-fins', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,97,-2%,?,,97 kj(23 kcal),-2%,"0,5",+99%,"0,1",+83%,3,+13%,1,+30%,"1,5",+1%,1,+49%,"0,4",+49%,-3,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,['Point Vert'],"['Kenya', 'Madagascar']",,"['EMB 94041N', 'Ivry-sur-Seine (Val-de-Marne, France)']",,,,,
46,Goûters coeur fondant chocolat x 12 - P'tit Déli - 225g,3564700009604,D,Biscuits fourrage chocolat,225 g,"['Boite', 'Carton', 'Plastique']","[""P'tit Déli"", 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['Leclerc'],['France'],"['Farine de blé ', ' sucre ', ' chocolat en poudre 15% ', 'sucre', 'cacao en poudre', ' ', ' huiles végétales ', 'palme', 'colza', ' ', ' beurre pâtissier', 'dont colorant : caroténoïdes', ' ', ' œufs ', ' cacao maigre en poudre ', ' lait en poudre écrémé ', ' poudres à lever : E450', 'E500 ', ' sel ', ' pâte de noisettes ', ' émulsifiant : lécithines ', 'soja', ""Traces d'autres fruits à coque et graines de sésame""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,24 g,en quantité élevée,10 g,en quantité élevée,37 g,en quantité élevée,0.5 g,en quantité modérée,2063,-0%,?,,2063 kj(493 kcal),+0%,24,+3%,10,-15%,60,-4%,37,+14%,7,+7%,"0,5",-9%,"0,2",-9%,21,-2%,E,-2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E160 - Caroténoïdes', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,['Huile de palme'],,
