,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,packaging,categories,labels,manufacturing,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,allergens,ingredients_origins,traceability_code,link,markets,brand_owner
1906,Martini Bianco - 100cl,5010677925303,100 cl,['Martini'],"['France', 'Italie']","['Vino', 'zucchero', 'sciroppo di glucosio', 'estratti di piante aromatiche e frutti', 'aromi', 'correttore di acidità : citrato di sodio', 'conservante : sorbato di potassio']",[],?,?,,?,,?,,?,,,Bevanda aromatizzata a base di vino,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées']",,,"['E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Italie'],,,,
1907,super spiced - william lawson's - 1,5010752001281,1,"[""william lawson's""]",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Polish Ham - La Doria - 390g,5010793375754,390 g,"['La Doria', 'Sokolow']","['France', 'Royaume-Uni']",[],['Végétarien'],?,47,197 kj(47 kcal),"1,6","0,1","6,8","4,7","0,9","0,46","0,184",,['steel-can'],"['Plats préparés', 'Légumes préparés', 'en:Cooked ratatouille']",['Végétarien'],['Spain'],,,1.6 g,en faible quantité,0.1 g,en faible quantité,4.7 g,en faible quantité,0.46 g,en quantité modérée,3,C,,,-48%,-47%,-65%,-86%,-1%,+49%,-56%,-37%,-37%,+663%,+663%,,,,,,,,,,,,,,
1909,6 big choc macarrons - Mrs Crimble's - 225g,5010822990279,225 g,"[""Mrs Crimble's""]","['France', 'Italie', 'Royaume-Uni']","['Sugar', 'coconut ', '27%', 'glucose syrup', 'egg white', 'dextrose', 'potato starch', 'palm kernel fat', 'fat reduced cocoa pdwder ', '1', '5%', 'palm fat', 'stabiliser: sorbitan tristearate', ' emulsifier: soya lecithin']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,459,1920 kj(459 kcal),"23,6",22,"53,6",45,"3,5","0,1","0,04",,"['Polypropylene', 'Cardboard', 'product', 'card-box']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Pâtisseries', 'Rochers à la noix de coco', 'Biscuits sans gluten']","['Végétarien', 'en:gluten-free', 'en:Verified']",,"['E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",4,23.6 g,en quantité élevée,22 g,en quantité élevée,45 g,en quantité élevée,0.1 g,en faible quantité,24,E,C,,-2%,-2%,+19%,+199%,-17%,+87%,-31%,-79%,-79%,+55%,+55%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,['Œufs'],,,,,
1910,Strawberry flavour - Chewits,5010933011207,,['Chewits'],"['France', 'Espagne']","['glucose syrup', 'sugar', 'strawberry juice from concentrate ', '3%', 'vegetable fat ', 'palm', 'coconut', 'contains soya', 'acid ', 'lactic acid', 'egg white powder', 'concentrates of blackcurrant and blackcarrot', 'hydrolysed pea protein', 'flavouring,']","['Huile de palme', 'Non végétalien']",?,383,1602 kj(383 kcal),3,2,88,50,0,"0,2","0,08",,"['mixed plastic-wrapper', 'paper-wrapper']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Bonbon au caramel mou']",,,['E270 - Acide lactique'],4,3 g,en quantité modérée,2 g,en quantité modérée,50 g,en quantité élevée,0.2 g,en faible quantité,15,D,E,,-3%,-4%,-68%,-64%,+17%,-9%,-100%,-52%,-52%,-26%,-26%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Soja'],,,,,
1911,Tunnock's Milk Chocolate Teacakes Biscuits X10,5010975070408,,,['France'],[],[],?,440,1841 kj(440 kcal),"19,2","10,5","61,9",36,"4,9","0,7","0,28",,"['card-box', 'pet-film', 'aluminium-wrapper']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Panda Peanut Butter Crunchy,5011022002427,,,['France'],[],[],?,580,2427 kj(580 kcal),48,10,17,11,20,"0,9","0,36",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuetes croustillants']",,,,,48 g,en quantité élevée,10 g,en quantité élevée,11 g,en quantité modérée,0.9 g,en quantité modérée,21,E,C,,+2%,+3%,+6%,+27%,+29%,+85%,-13%,+65%,+65%,+54%,+54%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
1913,Muesli crunchy & wholesome - Kelkin,5011032581042,,['Kelkin'],['France'],[],[],1520,?,1520 kj(363 kcal),"4,4","0,9",67,23,"8,8","0,17","0,068",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,,,4.4 g,en quantité modérée,0.9 g,en faible quantité,23 g,en quantité élevée,0.17 g,en faible quantité,-1,A,B,-15%,,-13%,-66%,-73%,+11%,+36%,-11%,-2%,-2%,-120%,-120%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
1914,Odlums Quick and Easy Oats Drums 500G,5011040028195,,['Odlums'],['France'],['100% Wholeqrain Oats-'],[],?,368,1540 kj(368 kcal),"6,3","1,1","62,2","1,2","11,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Porridge Oatflakes - Odlums - 500g,5011040028362,500 g,['Odlums'],"['France', 'Irlande', 'Royaume-Uni']","[""100 % flocons d'avoine complète""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,368,1540 kj(368 kcal),"6,3","1,1","62,2","1,2","11,2",0,0,,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",['Point Vert'],,,1,6.3 g,en quantité modérée,1.1 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,-5,A,B,,-0%,-1%,-11%,-12%,+5%,-27%,-9%,-100%,-100%,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,['Avoine'],,,,,
1916,Baby Pop Favourites Hard Candy and Dextrose Powder - Candy up,5011053011870,,['Candy up'],['France'],"['sucre', ' dextrose', ' Sirop de Qlucose', ' acidifiants ', 'acide citrique', 'acide lactique', ' arôme', ' colorants El 20', 'El 33', ' Valeurs numtionnelles pour 100a: energie']",[],?,396,1657 kj(396 kcal),"0,2","0,2",95,95,"0,2",0,0,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,"['E330 - Acide citrique', 'E270 - Acide lactique']",4,0.2 g,en faible quantité,0.2 g,en faible quantité,95 g,en quantité élevée,0 g,en faible quantité,14,D,E,,+11%,+10%,-89%,-81%,+14%,+64%,-91%,-100%,-100%,-3%,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
1917,Wholemeal bread,5011059001929,,,['France'],[],[],?,224,937 kj(224 kcal),"1,7","0,62","38,5",2,"9,8","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Couille de Mamouth - Zed Candy,5011061160553,,['Zed Candy'],['France'],"['DEXTROSE', 'SUCRE', 'SIROP DE GLUCOSE', 'GOMME BASE', 'ACIDIFIAN ACIDE MALIQUE', 'ACIDE CITRIQUE', 'ARÔMES', 'AMIDON MODIFIÉ', 'HUMEC - TANT : GLYCÉRINE', 'COLORANTS:E233', 'E160a', 'E171', 'CONCENTRÉ DE CAROTTE NOIRE ', ""AGENTS D'ENROBAGE: E903"", 'ANTIOXDANT E321']","[""Pourrait contenir de l'huile de palme""]",?,370,1548 kj(370 kcal),"1,6","0,9",89,85,0,0,0,,,,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E422 - Glycérol', 'E233 - Thiabendazole', 'E160a - Carotènes mélangés', 'E171 - Oxyde de titane', 'E903 - Cire de carnauba']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Original Mammouth Jawbreaker - Zed Candy - 170g,5011061181367,170 g,['Zed Candy'],['France'],"['Dextrose', 'sucre', 'gomme base', 'sirop de glucose', 'acidifiants : acide citrique', 'arômes', 'colorants : E101', 'E120', 'E133', 'E141', 'E160a', 'E171', "" agents d'enrobage : E904"", 'antioxygène E321']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,380,1590 kj(380 kcal),"2,2","0,8",87,83,0,,,Bubble gum,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['Chine'],"['E330 - Acide citrique', 'E101 - Riboflavine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160a - Carotènes mélangés', 'E171 - Oxyde de titane', 'E904 - Gomme-laque', 'E321 - Butylhydroxytoluène']",4,2.2 g,en faible quantité,0.8 g,en faible quantité,83 g,en quantité élevée,,,,,E,,+7%,+6%,+18%,-25%,+4%,+43%,-100%,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,['Cora'],
1920,Low Low Irish butter Original,5011069001254,,,['France'],[],[],?,394,1648 kj(394 kcal),42,11,3,"0,1","0,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Ficello au Cheddar,5011069171940,,"['Ficello', 'Kerry Foods']",['France'],[],[],?,317,1326 kj(317 kcal),"23,6","14,2","2,2","1,3","24,4",2,"0,8",,"['Sachet', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte filée', 'Fromages pour enfants', 'Fromages industriels']",,,,,23.6 g,en quantité élevée,14.2 g,en quantité élevée,1.3 g,en faible quantité,2 g,en quantité élevée,16,D,D,,+12%,+12%,+7%,-1%,-7%,-4%,+37%,+31%,+31%,+10%,+10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1922,Tayto Cheese & Onion Crisps - 35g,5011096008394,35 g,['Tayto'],"['Australie', 'France']","['Potato', 'Sunflower Oil', 'Cheese & Onion Flavour ', 'Flavourings', 'Salt', 'WHEAT Flour', 'Dextrose', 'Flavour Enhancers ', 'E621', 'E635', 'Cheese Powder ', 'MILK', 'Colours ', 'Turmeric Extract', 'Paprika Extract', '\rMay contain traces of barley and soya', '\rSuitable for vegetarians']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,519,2171 kj(519 kcal),"34,3","1,4",46,"0,6","5,8","1,5","0,6",,,,['Végétarien'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E100 - Curcumine', 'E160c - Extrait de paprika']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,['Woolworths'],
1923,Tilda Brown Basmati Rice - 1kg,5011157671222,1kg,['Tilda'],['France'],['riz basmati'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,351,1469 kj(351 kcal),"2,8","0,6","71,2","1,1","8,6","0,04","0,016",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,1,2.8 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en faible quantité,0.04 g,en faible quantité,-4,A,C,,+7%,+6%,+169%,+150%,0%,+351%,+14%,+12%,+12%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
1924,Tilda Sundried Tomato Rice - 250g,5011157888118,250 g,['Tilda'],"['France', 'Royaume-Uni']","['Riz basmati - cuit a la vapeur ', 'eau', 'riz basmati', ' ', '77%', 'poivrons rouges ', 'Capsicum', ' ', '6%', 'oignons', 'purée de tomates', 'purée de tomates séchées ', '1,9%', 'huile de tournesol', 'sucre', 'sel', 'ail', 'zeste de citron', 'basilic', 'origan', 'colorant naturel de paprika', 'poivre noir']",[],?,163,682 kj(163 kcal),3,"0,6","29,9","1,9","3,5","0,55","0,22",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']","['en:gluten-free', 'Sans colorants artificiels', ""À l'huile de tournesol""]",,,,3 g,en quantité modérée,0.6 g,en faible quantité,1.9 g,en faible quantité,0.55 g,en quantité modérée,1,B,C,,-51%,-52%,+150%,+123%,-59%,+448%,-52%,+1746%,+1746%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,['Gluten'],,,,,
1925,Korma Spice Paste - Patak's,5011308000314,,"[""Patak's""]","['Australie', 'France']","['water', 'ground spices ', '12%', ' [coriander ', '4%', 'turmeric', 'spices', 'paprika', 'cumin', 'fenugreek]', 'rapeseed oil ', '11%', 'sugar', 'oconcentrated tomato purée ', '5%', 'salt', 'maize flour', 'p ginger purée', 'garlic purée', '2desiccated coconut ', '3%', 'acid ', 'acetic acid', 'dried ponion', 'mustard powder', 'dried coriander leaf,']",[],?,229,958 kj(229 kcal),"15,5","2,6","14,9","9,2","3,1","4,8","1,92",,['Packet'],"['Epicerie', 'Sauces']",,,['E260 - Acide acétique'],3,15.5 g,en quantité modérée,2.6 g,en quantité modérée,9.2 g,en quantité modérée,4.8 g,en quantité élevée,11,D,,,-4%,-3%,-14%,+20%,+50%,+42%,+15%,+98%,+98%,-5%,-5%,,,,,,,,,,,,,['Woolworths'],
1926,THE Original MANGO CHUTNEY MILD - PATAK'S - 350g,5011308000703,350 g,"[""PATAK'S""]","['France', 'Suisse']","['Sucre', 'mangue ', '43%', 'sel', 'acide acétique', 'épices', 'graines de cumin', 'piment rouge séché concassé', 'extrait de paprika']","['Sans huile de palme', 'Végétalien', 'Végétarien']",970,?,970 kj(232 kcal),"0,1","0,02","55,7","43,6","0,4","2,98","1,192",,,,,,"['E260 - Acide acétique', 'E160c - Extrait de paprika']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Mild Curry Paste - Patak's,5011308001601,,"[""Patak's""]",['France'],"[""Ifild Curry HEENA PATHAK'S Ccrtandcr l/ NUTRITION INFORMATION Stryiats ptt pr"", ' 8 35 g Typical Yaluts pet ver ', 'd Setan', ' ', 'cf Saturates', ' ', 'IJ g', ' Suitable for vegetarians', ' Gluten free', ' STORE IH A COOL DRY PLACE', ' MOHTHS OF OPEHtHG AHD BEFORE THE vnvw', 'pataks', 'co', 'uk']",['Végétarien'],?,562,2351 kj(562 kcal),"52,5","3,7","16,8","3,4","4,8","2,9","1,16",,['glass-jar'],,"['Végétarien', 'Sans gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Tandoori Patak´s Curry Paste 312G,5011308002202,,['Patak s'],['France'],"[""atak's Tandoori Paste"", 'Jar 312G b Ingrédiehb: Eau', 'Purée de ', 'ingembre ', '1 B%', 'Epices en ', 'oudre ', '119', '0', ' [C briandre', 'Cumin', 'aprika', 'Epices ', 'Tarnain ', '8%', 'Sel', 'Acides ', 'Ac de Acétique', '\\cide Lactique', 'Ail en 3%', 'Colorants ', 'E 163', 'E12?', 'E129', ' •']",[],?,99,414 kj(99 kcal),"2,7","0,3","10,1","4,2","3,5","6,27","2,508",,,,,,"['E163 - Anthocyanes', 'E129 - Rouge allura AC']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Pickle mixte - Patak's - 283g,5011308004107,283 g,"[""Patak's""]",['France'],"['Fruits ', '43% : mangue', 'citron vert', 'carissa carandas', 'Légumes ', '27% : carotte', 'piment vert', 'huile de colza', 'sel', 'acide acétique', 'épices', 'graines de fenouil', 'poudre de moutarde', 'graines de fenugrec', 'graines de cumin', 'graines de nigelle']",[],?,154,644 kj(154 kcal),"12,9",1,"6,3","1,9","1,4","8,9","3,56","Mélange de mangues, de citrons verts, de carissa carandas et de piments verts","['Bocal', 'Verre']","['Epicerie', 'Condiments']",,['Royaume-Uni'],['E260 - Acide acétique'],3,12.9 g,en quantité modérée,1 g,en faible quantité,1.9 g,en faible quantité,8.9 g,en quantité élevée,9,C,,,+10%,+8%,+117%,+57%,-52%,-72%,-67%,+59%,+59%,-11%,-11%,,,,,,,,,,,,,['Eurasie Bordeaux'],
1930,Mango Pickle Extra Scharf Patak´s 283G,5011308307130,,['Patak s'],['France'],"['Mangue ', '57%', 'huile de colza', 'sel', 'épices moulues ', '7%', ' ', 'paprika', 'piment ', '2,5%', 'épices]', 'acidifiant ', 'acide acétique', 'graines de MOUTARDE concassées', 'graines de fenugrec concasses', 'poudre de MOUTARDE', "" Peut également contenir des traces d'arachides ou de fruits à coque""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,258,1079 kj(258 kcal),22,"1,6","7,4","3,5","2,8","8,2","3,28",,,,,,['E260 - Acide acétique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,
1931,Butter Chicken - Patak’s - 450g,5011308505062,450 g,['Patak’s'],"['France', 'Royaume-Uni']",[],[],?,129,540 kj(129 kcal),"9,8","3,7","8,2","4,9","1,2","0,73","0,292",,,"['Epicerie', 'Sauces']",,,,,9.8 g,en quantité modérée,3.7 g,en quantité modérée,4.9 g,en faible quantité,0.73 g,en quantité modérée,8,C,,,-46%,-45%,-46%,+71%,-17%,-24%,-55%,-70%,-70%,-31%,-31%,,,,,,,,,,,,,,
1932,Korma Curry Sauce - Patak’s,5011308519700,,['Patak’s'],['France'],"['eau', 'crème ', ' lait ', ' ', '8%', 'sucre', 'beurre de noix de coco ', '5%', 'noix de coco déshydratée ', '4,5%', 'huile de colza', 'amidon de maïs modifié', 'purée de tomate concentrée', 'purée de gingembre ', '1%', ""purée d'ail "", '1%', ' ', 'épices ', '1%', ',oignon séché', 'sel', ""régulateur d'acidité"", 'acide lactique ', ' jus de citron concentré', 'feuille de coriandre séchée', ' Allergènes: voir ingrédients en GRAS', "" Peut contenir des traces d'arachides et fruits à coque"", ' convient aux végétariens Consommer préférence avant le voir emballage', ' Consommer immédiatement']",['Non végétalien'],?,149,623 kj(149 kcal),"11,5","6,7","9,2","6,8","1,3","0,72","0,288",,,,,,['E270 - Acide lactique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,
1933,Pickle d'ail - Patak's,5011308701310,,"[""Patak's""]",['France'],"['Eau', 'gousses dlail ', '20%', 'huile de colza', 'sucre', 'épices moulues ', '6%', ' [cumin', 'curcuma', 'épices] sel', 'raisins de Smyrne ', '3,5%', 'dattes', 'oignon séché', ""purée d'ail "", '1,5%', 'açidifiants ', 'acide acétique', 'acide lactique', 'poudre de MOUTARDE', 'pnents verts ', '1%', 'purée de gingembre']",[],?,325,1360 kj(325 kcal),"21,5","1,5","23,1","16,2","4,1","5,1","2,04",,,,,,"['E260 - Acide acétique', 'E270 - Acide lactique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,
1934,Nestle Coco Shreddies 500G,5011476102544,,,['France'],"['ingredients whole grain wheat ', '75,8%', 'sugar', 'invert sugar syrup', 'barley malt extract', 'fat-reduced cocoa powder ', '1,5%', 'cocoa powder ', '1,0%', 'salt', 'molasses', 'natural flavouring', 'vitamins and minerals ', 'niacin', 'iron', 'pantotheni acid', 'folic acid', 'vitamin b6', 'riboflavin', 'allergy advice: for allergens', 'including cereals containing gluten', 'see ingredients in bold', 'may also contain nuts,']",[],?,369,1544 kj(369 kcal),"1,9","0,6",74,28,9,"0,57","0,228",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Plain white flour - Doves Farm - 1kg,5011766010016,1kg,['Doves Farm'],['France'],['Wheat Flour'],[],?,339,1418 kj(339 kcal),"1,6","0,3","71,3","0,9",10,"0,13","0,052",,['paper-bag'],['en:Plain flour'],,,,,1.6 g,en faible quantité,0.3 g,en faible quantité,0.9 g,en faible quantité,0.13 g,en faible quantité,-1,A,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,
1936,Gomme xanthane - Doves farm food - 100g,5011766222440,100 g,['Doves farm food'],['France'],['Gomme xanthane'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,Gomme xanthane,['Boite'],,"['en:gluten-free', 'Vegetarian socieaty approved']",['UK'],['E415 - Gomme xanthane'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Royaume-Uni'],,,['The vegan shop'],
1937,Apple & Sultana Flapjack Ø - Freee,5011766300179,,['Freee'],['France'],"['gluten free oats*4196', 'agave nectar ', 'acacia gum*', 'palm oil apple* sultanas 6', 'salt']",[],?,350,1464 kj(350 kcal),12,"5,2","46,7","23,4","5,8","0,21","0,084",,,,"['Bio', 'en:gluten-free']",,"[""E414 - Gomme d'acacia""]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Green & black's organic chocolate bar 85% dark - 100g,5011835104059,100 g,"[""Green & Black's""]","['France', 'Royaume-Uni', 'États-Unis']","['Cocoa mass #', 'cocoa butter #', 'fat-reduced cocoa powder #', 'raw cane sugar #', 'vanilla extract #', ' # =Certified Organic ORGANIC DARK CHOCOLATE: MINIMUM COCOA SOLIDS 85% Cocoa', 'Sugar', 'Vanilla: traded in compliance with Fairtrade Standards', 'total 100%', ' Visit www', 'info', 'fairtrade', 'netMAY CONTAIN MILK', 'TREE NUTS', 'ALMOND', 'TREE NUTS', 'HAZELNUT / FILBERT']",[],?,630,2636 kj(630 kcal),"53,5",32,"22,5","13,5","9,4","0,13","0,052",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'PL-EKO-07']",,,3,53.5 g,en quantité élevée,32 g,en quantité élevée,13.5 g,en quantité élevée,0.13 g,en faible quantité,14,D,D,,+13%,+14%,+36%,+39%,-42%,-57%,+23%,+178%,+178%,-34%,-34%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Fruits à coque'],,,,"[""sainsbury's"", 'Ocado']",
1939,London Pride - Fuller's - 330ml,5011885003500,330 ml,"[""Fuller's""]","['France', 'Royaume-Uni']",['Contains malted barley'],[],?,?,,?,,?,,?,,,,"['Bottle', 'Glass']","['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,C,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,['Casino'],
1940,Rubicon Guava 1Ltr - 1L,5011898009018,1 L,['Rubicon'],['France'],"['BOISSON AU JUS DE GOYAVE - Ingrédients', ' Eau', 'Purée de Goyave ', '1 896', 'Sucre', 'Acidifiant ', 'Acide Malique', 'Stabilisants ', 'Gomme de Guar et Xanthan', 'Antioxydant: Acide Ascprbique', 'Colorant ', 'Anthocianine', 'Arômes', ' RÉFRIGÉRER']",[],?,54,226 kj(54 kcal),0,0,"12,7","12,7",0,0,0,,"['Tetrapak', 'composite-carton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de goyave']",,,"['E296 - Acide malique', 'E412 - Gomme de guar']",4,0 g,en faible quantité,0 g,en faible quantité,12.7 g,en quantité élevée,0 g,en faible quantité,17,E,C,,+20%,+20%,-100%,-100%,+18%,+23%,-100%,-100%,-100%,+21%,+21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1941,Haribo Starmix,5012035953812,,['Haribo'],['France'],"['glucose syrup', 'sugar', 'dextrose', 'gelatine', 'acid: citric acid', 'flavouring', 'fruit and plant concentrates: safflower', 'spirulina', 'apple elderberry', 'blackcurrant', 'orange', 'kiwi', 'lemon', 'mango passion aronia', 'grape', 'caramelised sugar syrup', 'elderberry extract', 'glažing agents beeswax', 'carnauba wax', 'best before end', 'see print on ba pack', ' store away from heat and humidity,']","['Non végétalien', 'Non végétarien']",?,342,1431 kj(342 kcal),"0,5","0,1",77,47,"6,6","0,03","0,012",,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Sparkling scottish spring water - strathmore - 500ml,5012058009329,500ml,['Strathmore'],"['France', 'Royaume-Uni']",['SPARKLING SCOTTISH SPRING WATER'],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,014","0,006",,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux gazeuses']",,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.014 g,en faible quantité,0,A,,,,-100%,-100%,,-100%,-100%,-100%,-75%,-75%,-100%,-100%,,,,,,,,,,,,,,
1943,Naan Breads - Planet Deli - 220g,5012121002813,220 g,['Planet Deli'],"['France', 'États-Unis']","['Idéal pour curry', 'barbecue', 'soupes', ""2 pains naan à l'ail garnis à la coriandre séchée"", 'Farine de blé ', 'farine de blé', 'carbonate de calcium', 'fer', 'niacine', 'thiamine', 'eau', 'huile de cdza', 'levure', ""vna,ge d'alcool"", 'poudre à lever ', 'diphosphate disodique', 'bicarbonate de sodium', 'de calcium', 'coriandre graines de nigelle', 'sel', 'conservateurs ', 'propionate do ca,ci,xn', 'lait poudre', 'arôme', 'Les a«ergènes', 'y com,yis les céréales contenant du gluten', 'sont indiqués en gras dans la liste des ingrédients', 'SOiJS atmosphère protectrice', 'Convient aux végétariens', ""Comment réchauffer les pains! Retirez tout l'emballage,""]",['Végétarien'],?,255,1067 kj(255 kcal),"3,4","0,2",47,3,"7,5","0,75","0,3",,['Plastic'],,"['Végétarien', 'Vegetarisch']",,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,
