,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,traceability_code,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,generic_name,allergens,brand_owner,additives,nova_score,markets,ingredients_origins,link,manufacturing,palm_ingredients
1692,Conchigliette #45,8004323110455,['France'],[],[],?,359,1502 kj(359 kcal),1,"0,3",74,"3,5","13,5","0,03","0,012",,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Mon infusion bien être LOVE - Racines Bio,3700019521134,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,,['Racines Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Limonade de Montmorillon,3770008343122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Le craquant à la vanille - La Trinitaine,3260260211890,['France'],[],[],?,460,1925 kj(460 kcal),16,"1,3",68,61,10,"0,08","0,032",,,['La Trinitaine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Yaos,2428246009997,['France'],[],[],?,135,565 kj(135 kcal),"6,9","4,6","14,8","14,2","2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Treccine intorchiate alle mandorle,8033540374890,['France'],[],[],?,481,2013 kj(481 kcal),"23,19","9,24","56,32","10,26","10,08","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,cabernet D'anjou - 37.5cl,3250391550845,['France'],[],[],?,?,,?,,?,,?,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Cabernet d'Anjou""]",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,37.5 cl,,,,,,,['France'],,,
1699,Pouilly-Fussé,3443208000880,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Smurfen 100G,4001686333587,['France'],[],[],?,339,1418 kj(339 kcal),"0,5","0,1",80,44,"3,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Comté,2293973009424,['France'],[],[],?,410,1715 kj(410 kcal),34,22,"0,5","0,5",26,"0,8","0,32",,"['FR 25.240.003 CE', 'Fins (Doubs, France)']",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+4%,+4%,+1%,+8%,+80%,+3%,-18%,-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1702,"Saint Aubin Black Premium Rum 40% Vol. 0,7 L Merken",6091307110091,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Yaourt brasse des alpes,3368248332015,['France'],[],[],?,68,285 kj(68 kcal),"3,23","2,25","4,63","4,63","4,35","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,escalope extra fine,0253073012863,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,,,['Escalopes'],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-25%,-25%,-8%,-24%,-100%,-100%,+4%,-83%,-83%,-4,,A,,,,,,,,,,,,,,,,,,,
1705,Sirop d'agave,4014154268144,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Biere,3770012202026,['France'],[],[],?,?,,?,,?,,?,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,
1707,Nutra-cookie,0815638020166,['France'],[],[],?,417,1745 kj(417 kcal),17,4,37,32,23,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Moka yirgacheffe,3760103412243,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Crottes de marmotte,3663350081630,['France'],[],[],?,500,2092 kj(500 kcal),25,15,63,51,"6,2","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Chewing-gum,20389147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Lanières de guimauve fantaisie,3217662910043,['France'],[],[],?,359,1502 kj(359 kcal),"0,1","0,02",89,82,"4,49","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,biscuit fin pur beurre,0654479274099,['France'],[],[],?,516,2159 kj(516 kcal),26,17,65,31,"5,7","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Fraise,8437016030004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,DIDI Ice Tea Peach,8690105003772,['France'],[],[],?,?,,?,,?,,?,,,,,['Didi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Epicerie / Thé Bio Et équitable / Thé Parfumé,0680275036302,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
1716,"Kiwami Jyanmai Sake 15,5% Vol. 0,72 L Merken",4930127007179,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Mini-nonnettes Bio fourrées à l'orange au miel 21% - Miels Villeneuve,3540860048578,['France'],[],[],?,339,1418 kj(339 kcal),"3,1","0,5",73,46,"3,7","0,36","0,144",,,['Miels Villeneuve'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,caramels,3465170900272,['France'],[],[],?,427,1787 kj(427 kcal),"12,4","7,34",76,44,"2,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Zuppa d'Orzo,8020204324421,['France'],[],[],?,352,1473 kj(352 kcal),2,"0,4","60,2","1,7","20,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Bonbons des Vosges mirabelle,3760115260832,['France'],[],[],?,389,1628 kj(389 kcal),"0,2","0,14","98,6",72,1,"0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Force,3770009696029,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Tortillas chips - Carrefour,3560070928484,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour'],,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,,,,,,,,,,,,,,,,,,,,,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,['Carrefour'],,,,
1723,cheese snack mix - By Sainsbury's,01688351,"['France', 'Royaume-Uni']",[],[],?,521,2180 kj(521 kcal),"28,5","8,1","56,2","2,8","8,8","1,6","0,64",,,"[""By Sainsbury's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Marmor-kuchen,20130640,['France'],[],[],?,402,1682 kj(402 kcal),"20,8","6,1","46,8","25,1","6,2","0,75","0,3",,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Quimbayas,7702011003140,['France'],[],[],?,524,2192 kj(524 kcal),24,"13,5",72,42,6,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Soup for glamour Queens,7613312203385,['France'],[],[],?,61,255 kj(61 kcal),"3,7","1,8","5,6",1,"1,1","0,68","0,272",,,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Hummus - 68g,0096619392872,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,['unité'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68 g,,,,,,,,,,
1728,Choco mix,2600123048217,['France'],[],[],?,563,2356 kj(563 kcal),"40,8","17,5","39,9","37,6","9,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Tempeh quinoa sésame - 240g,0818355000060,"['Canada', 'France']",[],[],?,210,879 kj(210 kcal),9,"2,5",15,2,17,"0,3","0,12",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,,,,,
1730,Bœuf pour fondue chinoise - 300g,0059749946872,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,['Packet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,
1731,Pierogies aux epinard - 680g,0859588005606,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680 g,,,,,,,,,,
1732,"Pierogies au pomme de terre, cheddar et bacon",0859588005644,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Egg Rolls au poulet,0069459060171,"['Canada', 'France']",[],[],?,?,,?,,?,,?,,,['Emballage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Tripes à la mode de caen -,3270270005020,['France'],[],[],?,800,3347 kj(800 kcal),3,"1,3","0,5","0,5",18,"1,09","0,436",,"['EMB 22007', ""Binic (Côtes-d'Armor, France)""]",,,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Spécialités à base de tripes', 'Tripes à la mode de Caen']",3 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,1.09 g,en quantité modérée,,+540%,+593%,-8%,-13%,-3%,+47%,+1%,-7%,-7%,14,+803%,D,+803%,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,,,,,,,,,
1735,High protein recovery drink,8712800147442,['France'],[],[],?,57,238 kj(57 kcal),"0,8","0,6","6,1","5,3","6,1","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Pepinillos,8429424331057,['France'],[],[],?,78,326 kj(78 kcal),"0,5","0,1","1,5","0,3","1,5","1,73","0,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Beurre de cacahuète Fedibio - 250g,,"['Belgique', 'Canada', 'France', 'Tunisie']","['100% naturel', 'Cacahuète', 'Mélasse de dattes', 'Raisin sec']",[],?,603,2523 kj(603 kcal),43,,13,,30,,,['bocal en verre'],,['Fedibio'],"['Bio', 'Naturel', 'Artisanal']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",43 g,en quantité élevée,,,,,,,,+0%,+1%,-11%,,-10%,,+22%,,,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,250 g,Beurre de cacahuète 100% Naturel,['Arachides'],,,1,['Biomarket Fedibio'],"['Tunisie', 'Béjà', 'Kef', 'Sousse', 'Tunis']",http://fedibio.com,['Sousse'],
1738,"Crème fraîche d'Isigny - Tribehou - 20cl, 196g",3265776110033,['France'],"['crème fraîche pasteurisée', '38% M', 'G']",['Non végétalien'],?,362,1515 kj(362 kcal),38,"24,3","2,9","2,9",2,"0,09","0,036",['Pot'],"['FR 50.298.001 CE', 'Méautis (Manche, France)']",['Tribehou'],['AOP'],,['Produits laitiers'],38 g,en quantité élevée,24.3 g,en quantité élevée,2.9 g,en faible quantité,0.09 g,en faible quantité,,+47%,+50%,+111%,+104%,-41%,-29%,-84%,-88%,-88%,14,+37%,D,+37%,,,,,,,,"20 cl, 196 g",,,,,1,['Quitoque'],,,,
1739,Poulet fermier bio,2211514012207,['France'],[],[],?,167,699 kj(167 kcal),"9,3",2,"0,5","0,5",21,"0,14","0,056",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Paquito,3250390977971,['France'],[],[],?,?,,?,,?,,?,,,,,['Paquito'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Dutch Lady Pure Farm Full Cream Milk,9556166058153,['France'],[],[],?,62,259 kj(62 kcal),"3,3",0,0,0,"3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Mini donut - Erhard,3428420050592,['France'],[],[],?,394,1648 kj(394 kcal),20,"9,7",49,20,"6,1","0,67","0,268",,,['Erhard'],,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",20 g,en quantité modérée,9.7 g,en quantité élevée,20 g,en quantité élevée,0.67 g,en quantité modérée,,-4%,-4%,-12%,-8%,+9%,+19%,+3%,-29%,-29%,19,-3%,E,-3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,
1743,Brioche nature - Leclerc - 1,0214261018692,['France'],[],[],?,319,1335 kj(319 kcal),10,"6,3",47,13,"7,9","0,98","0,392",,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1744,Auchan,2030500020954,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1745,Energise -,8888200642020,['France'],[],[],?,439,1840 kj(439 kcal),"22,1","6,36","49,7","34,2","7,58","0,114","0,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Decalcos alimentaires,3700392460181,['France'],[],[],?,?,,?,,?,,?,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Today goldies,8693029701373,['France'],[],[],?,418,1749 kj(418 kcal),"18,3","8,8","58,6","30,6","4,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Confiture de melon vanillé - Les Comtes de Provence - 250g,3324492501324,['France'],"['Melon', 'sucre de canne', 'acidifiant : jus concentré de citron', 'arôme de vanille liquide ', '0,3%', 'gélifiant : pectine de fruits']",[],?,210,879 kj(210 kcal),"0,05",0,"52,07","52,07","0,36",0,0,"['Pot', 'Verre']",,['Les Comtes de Provence'],"['Cuisiné en France', 'Fabriqué en France']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de melon']",0.05 g,en faible quantité,0 g,en faible quantité,52.1 g,en quantité élevée,0 g,en faible quantité,,-14%,-9%,-80%,-100%,-7%,-5%,-11%,-100%,-100%,10,-5%,C,-5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,250 g,Confiture de melon vanillé,,,['E440 - Pectines'],4,,,,"['Peyruis', 'France', 'Provence']",
1749,Raibi,6111032000402,['France'],[],[],?,71,297 kj(71 kcal),"1,7","1,1","12,3",9,"1,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Milo - Nestlé,9300605043336,['France'],[],[],?,402,1682 kj(402 kcal),"9,8","4,7","65,5",46,"11,8","0,12","0,048",,,"['Nestlé', 'Milo']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Orange sanguinelli,3661030081635,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Tourte aux pépites de chocolat,3333040009939,['France'],[],[],?,437,1828 kj(437 kcal),20,"4,7",58,26,"6,5","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Rode druivensap - Demeter - 700ml,8711521924103,"['France', 'Pays-Bas']",[],[],?,74,310 kj(74 kcal),"0,01",0,"17,8","17,8","0,2","0,01","0,004","['Fles', 'Glas']",,['Demeter'],"['Bio', 'Bio européen', 'Bio-dynamie', 'DE-ÖKO-007', 'Demeter']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ml,,,,,,['Ekoplaza'],,,,
1754,Vin Buzet,3564700412602,['France'],[],[],?,?,,?,,?,,?,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Buzet']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,,
1755,Thé minceur -,68548964,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions minceur', 'Thés minceur']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
1756,Tartelette aux fruits des bois,3321927611290,['France'],[],[],?,408,1707 kj(408 kcal),"11,9","4,1","71,2","40,8","4,1","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Mops miel,99362027,['France'],[],[],?,366,1531 kj(366 kcal),"0,8","0,2",84,26,5,"0,01","0,004",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Lapin entier découpé avec foie,2244234009202,['France'],[],[],?,117,490 kj(117 kcal),"3,4","1,2","0,7","0,7",21,"0,13","0,052",,,,,D,"['Viandes', 'Viande de lapin']",3.4 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,0.13 g,en faible quantité,,-24%,-26%,-57%,-50%,+0%,+66%,+7%,-74%,-74%,-3,-592%,A,-592%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,
1759,Speltcrackers,8717953092243,['France'],[],[],?,497,2079 kj(497 kcal),"23,8","2,4",52,"0,7","17,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Cora,3257983593419,['France'],[],[],?,?,,?,,?,,?,,,,,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Poivre noir - Fuchs,4027900272432,['France'],[],[],?,?,,?,,?,,?,,,,,"['Fuchs', 'Columbia']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Piment d'espelette AOP,3770009161008,['France'],[],[],?,?,,?,,?,,?,,,,,,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,La banage,0201112010172,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Jambon en croûte,0294371073347,['France'],[],[],?,198,828 kj(198 kcal),"7,3","3,1",17,"1,6",16,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Confiture d'abricot bergeron,3760080520528,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
1766,Mini pic,7610502119419,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,['Emballage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Mini filets de poulet,2170873012054,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,['Barquette'],,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1768,Pain au cereale 350g - 350g,0268026009180,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,
1769,Croissant,0260224008200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Délice abricots - Raoul Gey - 260g,3193840007616,['France'],"['abricot,sucre de raisin', 'pectine de fruits,jus de citron concentré', ' Traces éventuelles:fruits à coque et lait', ' Préparé avec 56g de fruits pour 100g']",[],?,180,753 kj(180 kcal),"0,3","0,1",43,43,"0,7","0,1","0,04",,,['Raoul Gey'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.3 g,en faible quantité,0.1 g,en faible quantité,43 g,en quantité élevée,0.1 g,en faible quantité,,-18%,-18%,+33%,+134%,-19%,-15%,+39%,+355%,+355%,10,+11%,C,+11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,260 g,,,,['E440 - Pectines'],4,,,,,
1771,Yaourt aux fruits sucré - Ferme Durr,3456880001304,['France'],[],[],?,178,745 kj(178 kcal),"4,6","2,8","12,6","11,8","5,7","0,1","0,04",,,['Ferme Durr'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Jengibre En Polvo Bio 30 G Sitael,3760147030120,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,0461181182235,0461181182235,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,GELEE DE POMME BIO,3760053670090,['France'],[],[],?,267,1117 kj(267 kcal),"0,2",0,"63,6","52,6","0,15",0,0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,ROTI DE PORC CUIT SUPÉRIEUR,0281452031167,['France'],[],[],?,170,711 kj(170 kcal),"3,2","3,2","1,4",0,22,"1,6","0,64",,,,,E,"['Viandes', 'Porc', 'Rôtis de porc']",3.2 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,1.6 g,en quantité élevée,,+18%,+19%,-36%,+53%,+71%,-100%,-2%,-7%,-7%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,
1776,Soft cheese,5360486644453,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Abricots secs entiers,3760023452428,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4","0,02","0,008",,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,-43%,-43%,6,+73%,C,+73%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,
1778,Torsade x4 pepites de chocolat,0200401015744,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Croissant - Leclerc,3700331991035,['France'],[],[],?,550,2301 kj(550 kcal),33,0,45,"7,8","9,8","1,1","0,44",,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Boeuf Gardian,3276620408121,['France'],[],[],?,182,761 kj(182 kcal),"10,5","3,5","0,7","0,5","21,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Banane chips,0206185011026,['France'],[],[],?,?,,?,,?,,?,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,,,,,,,,,,,,,,,,,,,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,
1782,Pain au céréales,3298760030000,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
