,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,allergens,generic_name,packaging,categories,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,traceability_code,palm_ingredients,brand_owner
1526,MACARONI COUPE.124. - 500g,8025202005198,,['France'],[],[],?,365,1527 kj(365 kcal),"1,5","0,2",75,3,"11,5","0,01","0,004",500 g,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Sauce à la truffe - Giuliano Tartufi,8025386000026,['Giuliano Tartufi'],['France'],"['Champignon de Paris ', 'Agaricus bisporus', ""huile d'olive extra vierge"", 'huile de tournesol', 'olives noires', ""Truffe d'été 1 % "", 'Tuber aestivum Vitt', 'arôme', 'sel']",[],?,319,1335 kj(319 kcal),33,10,"2,2","0,2","2,5","1,53","0,612",,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Tartufi Giuliano SRL Olio Al Tartufo CL. 10 Nero Cod Oln,8025386000064,,['France'],[],[],?,825,3452 kj(825 kcal),"91,7","13,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Condiment à La Truffe D'été En Poudre - 30 G - Giuliano Tartufi - GulianoTartufi,8025386003522,['GulianoTartufi'],['France'],['EUTRIZIONALI MEDI per 100 VALUES YJRCHSCh*kiTTUCHE ergylÉnergiel Energie: 212H Fat/ Matières grasses/ Fett: 05g saburatesldont iüpssab•reddavon Gesàfigte Felsâuren: 09 O}enhydrate: 459 Protein/ Protéines/ EiweiŒ: Salv Sel/ Satz:'],"[""Pourrait contenir de l'huile de palme""]",?,212,887 kj(212 kcal),"0,5",0,45,"0,9",6,24,"9,6",,,,,,"['Epicerie', 'Condiments']",,,,,0.5 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,24 g,en quantité élevée,,+51%,+48%,-92%,-100%,+244%,-87%,+42%,+329%,+329%,12,+19%,D,+19%,,,,,,,,,,,,,
1530,Chips à La Truffe - 45 G - Giuliano Tartufi,8025386003584,,['France'],[],[],?,160,669 kj(160 kcal),10,1,1,0,2,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Majsmel Bramata 1 KG. Pasini,8025566004752,,['France'],[],[],?,352,1473 kj(352 kcal),"0,9","0,1",70,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Granola - Lu,8025760635295,['Lu'],['France'],"['Farine de blé 48 %', 'chocolat au lait 27 % [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses végétales ', 'palme', 'karité en proportions variables', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'E476', 'lactose ', 'de lait', 'arôme]', 'huiles végétales ', 'palme', 'noix de coco', 'sucre', 'sirop de sucre', 'son de blé', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'germes de blé', ""correcteur d'acidité "", 'acide citrique', ' Peut contenir œufs', 'fruits à coque', 'sésame']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,499,2088 kj(499 kcal),24,12,62,29,"7,1","1,25","0,5",,,"['Gluten', 'Lait', 'Soja']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique']",,,['Huile de palme'],
1533,Carré De Pain Avec Olives Noires - Casa Vecchio Muline,8025848001585,['Casa Vecchio Muline'],['France'],"['farine de blé', ""huile d'olive extra vierge 10%"", 'sel', 'olives noires 2%', 'levure de biere', 'farine de céréales maltées']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,418,1749 kj(418 kcal),"9,4","1,3",72,"4,5","9,5","2,8","1,12",,['Contient du gluten'],['Gluten'],,,['Produit aperitif'],,,,3,9.4 g,en quantité modérée,1.3 g,en faible quantité,4.5 g,en faible quantité,2.8 g,en quantité élevée,,,,,,,,,,,13,,D,,,,,,,,,,,,,,
1534,"Casa vecchio mulino, mini linguette flatbread",8025848121313,['Casa Vecchio Mulino'],"['France', 'États-Unis']","['Wheat flour', 'extravirgin olive oil 10%', 'salt', 'sea salt 2%', 'malted grain flour', ""brewer's yeast""]",[],?,433,1812 kj(433 kcal),"13,33","3,33",70,"3,33",10,"2,332","0,933",,,['Gluten'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,3,13.3 g,en quantité modérée,3.33 g,en quantité modérée,3.33 g,en faible quantité,2.33 g,en quantité élevée,,+32%,+31%,+117%,+185%,+28%,-15%,+5%,+82%,+82%,15,+194%,D,+194%,,,,,,,,,,,,,Noel Management & Productions
1535,Fave spezzate - 500g,8025916106945,,['France'],[],[],?,377,1577 kj(377 kcal),"1,53","0,25","58,29","5,7",20,"0,13","0,052",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Muesli croccante,8025916108048,,['France'],[],[],?,471,1971 kj(471 kcal),"19,7","5,9","60,8","23,5","9,2","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Chips and Lips - Todis,8025916116784,['Todis'],['France'],"['PATATINE FRITTE INGREDIENTI•', ' PATATE', 'OLIO Dl SEMI Dl GIRASOLE ', '29%', 'SALE IODATO ', '1 SENZA GLUTINE']",[],?,516,2159 kj(516 kcal),29,"3,6",55,"0,4","6,2","1,5","0,6",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Ferratelle integrali,8026086000224,,['France'],[],[],?,471,1971 kj(471 kcal),"17,2","6,2",70,"10,4","9,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Mozzarella di Bufala Campana AOP (23% MG) - 150 g - Bravo bis,8026160000706,['Bravo bis'],['France'],"['Lait de bufflonne', 'sérum greffe naturel', 'sel', 'présure']",['Non végétalien'],1152,278,1152 kj(278 kcal),23,,"0,5",,"17,2",,,150 g,"['AOP', 'Mozzarella di Bufala Campana']",,"Fromage italien AOP, à pâte filée, au lait de bufflonne","['Frais', 'Sachet plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'en:aoc-cheeses', 'en:labeled-cheeses', 'Produits AOC', 'Produits labellisés']","['Valcolatte', '29010 Pontenure', 'Plaisance', 'Émilie-Romagne', 'Italie']",,,3,23 g,en quantité élevée,,,,,,,-24%,-22%,-23%,-21%,,-2%,,-25%,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['Valcolatte', 'Produit et emballé par :']",['IT 15.387 CE'],,
1540,Mozzarella di Bufala,8026160001260,,['France'],[],[],?,288,1205 kj(288 kcal),25,17,"0,8","0,5",15,"0,56","0,224",,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,,25 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,0.56 g,en quantité modérée,,+7%,+8%,+8%,+8%,+8%,-19%,+4%,-8%,-8%,10,-2%,C,-2%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1541,Mozzarella di buffala campana,8026160003875,,['France'],[],[],?,279,1167 kj(279 kcal),24,16,"0,8","0,8",15,"0,7","0,28",,,,,['Frais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,,24 g,en quantité élevée,16 g,en quantité élevée,0.8 g,en faible quantité,0.7 g,en quantité modérée,,+4%,+4%,+4%,+1%,+8%,+30%,+4%,+14%,+14%,11,+8%,D,+8%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1542,Ricotta - Bravo Bis - 250g,8026160006920,['Bravo Bis'],['France'],[],[],?,169,707 kj(169 kcal),12,9,5,4,8,"0,4","0,16",250 g,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Ricotta']",['Italie'],,,,12 g,en quantité modérée,9 g,en quantité élevée,4 g,en faible quantité,0.4 g,en quantité modérée,,+17%,+19%,+21%,+31%,+35%,+21%,-1%,+11%,+11%,7,+62%,C,+62%,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Italie'],,,
1543,Mozzarella di bufala campana dop - Spinosa - 125g,8026203000076,['Spinosa'],"['France', 'Italie', 'États-Unis']","['Buffalo milk', 'natural whey-inoculation', 'salt', 'rennet']",['Non végétalien'],?,268,1121 kj(268 kcal),23,15,"0,8","0,8","14,5","0,73","0,292",125 g,['AOP'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,3,23 g,en quantité élevée,15 g,en quantité élevée,0.8 g,en faible quantité,0.73 g,en quantité modérée,,0%,+0%,-0%,-5%,+8%,+30%,+1%,+19%,+19%,11,+8%,D,+8%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1544,Mozzarella,8026203000175,,['France'],[],[],?,288,1205 kj(288 kcal),23,1,1,1,"14,5",73,"29,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Farfalle arcobaleno,8026252001055,,['France'],[],[],?,368,1540 kj(368 kcal),"1,4","0,3",75,"3,7",12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Pennoni aux 5 saveurs - L’arco Dei Sapori - 500g,8026252001390,['L’arco Dei Sapori'],['France'],[],[],?,363,1519 kj(363 kcal),"1,4","0,3",75,"3,7",12,"0,03","0,012",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Olio extra vergine di olivia - Gradassi - 250ml,8026277002402,['Gradassi'],['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,250 ml,,,Huile d'olive vierge extra,['Bouteille en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-4%,0%,,,,-100%,-100%,6,-2%,C,-2%,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Italie'],,,
1548,Miswak Gum - Persica,8026365721154,['Persica'],['France'],"['édulcorants: sorbitol', 'isomalt', 'sirop de maltitol', 'sucralose acésulfame K', ' gomme base ', 'contient de la lecthine de soja', ' arôme naturel de menthe ', '1%', 'extrait de Salvadora persica ', '1%', 'arôme', 'épaississant: gomme arabic', 'stabilisant: glycérol', 'colorant E171', 'E14ii', ""agent d'enrobage: cire camauba"", 'antioxydants E321', 'CE PRODUIT EST SANS ASPARTAME']",[],?,170,711 kj(170 kcal),0,0,"70,8",0,0,0,0,,['Halal'],,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E953 - Isomalt', 'E965ii - Sirop de maltitol', 'E955 - Sucralose', 'E422 - Glycérol', 'E171 - Oxyde de titane', 'E321 - Butylhydroxytoluène']",,,,
1549,Biscuit à l'orange - Bisco - 400g,8026434400133,['Bisco'],['France'],"['Farine de BLÉ type ""00""', 'huile et graisse végétale non hydrogéné ', 'huile de palme', 'huile de tournesol et colza', 'émlsionnantes E471', ""correcteur d'acidité E330"", 'sucre', 'ŒUF', 'LAIT', 'levures ', 'diphosphate disodique', 'carbonate acide de sodium', 'amidon de BLÉ', 'saveurs naturel 0', '25%']","['Huile de palme', 'Non végétalien']",1989,476,1989 kj(476 kcal),"19,5","7,4","65,8","23,4","8,2","0,5","0,2",400 g,,"['Œufs', 'Gluten', 'Lait']",,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['Noz'],4,19.5 g,en quantité modérée,7.4 g,en quantité élevée,23.4 g,en quantité élevée,0.5 g,en quantité modérée,-1%,+0%,-0%,-6%,-27%,+3%,-21%,+26%,-15%,-15%,17,-14%,D,-14%,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E330 - Acide citrique', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,,['Huile de palme'],
1550,Biscuits au Yaourt - Biscò - 250g e (10 * 25g),8026434403561,"['Biscò', 'Biscò di Luigi Picerno']",['France'],"['Farine de blé type-0', 'huiles et graisses végétales non hydrogénées ', 'tournesol', 'colza', 'palme', 'sucre', 'œufs', 'lait', 'yaourt frais 1', '5%', 'agents levants ', 'diphosphate disodique', ""carbonate d'acide d'ammonium"", 'amidon de blé', 'arôme naturel']","['Huile de palme', 'Non végétalien']",?,491,2054 kj(491 kcal),"20,3","7,7","67,7","22,6","8,7","0,5","0,2",250 g e (10 * 25 g),['Fabriqué en Italie'],"['Œufs', 'Gluten', 'Lait']",Biscuits au yaourt frais (1.5%),"['Carton', 'PAP']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']","['Altamura', 'Italie']",http://www.bisco.it/prodotti/dolci-piaceri/,['Noz'],4,20.3 g,en quantité élevée,7.7 g,en quantité élevée,22.6 g,en quantité élevée,0.5 g,en quantité modérée,,+9%,+9%,+25%,+25%,+1%,-29%,+18%,+6%,+6%,18,+7%,D,+7%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E450i - Pyrophosphate de sodium acide', ""E503ii - Carbonate acide d'ammonium""]",,['10819912'],['Huile de palme'],
1551,La crema gianduja - Domori - 200g,8026861000203,['Domori'],['France'],[],[],?,546,2284 kj(546 kcal),35,5,46,41,8,0,0,200 g,['en:gluten-free'],,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,,,,35 g,en quantité élevée,5 g,en quantité modérée,41 g,en quantité élevée,0 g,en faible quantité,,+0%,+1%,+3%,-36%,-9%,-12%,+22%,-100%,-100%,19,-8%,E,-8%,,,,,,,,,,,,,
1552,Valpolicella - Le Colline dei Filari,8026924011979,['Le Colline dei Filari'],['France'],[],[],?,?,,?,,?,,?,,,,['it:DOC'],,,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens', 'it:Valpolicella whether or not accompanied by Valpantena']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,8026924047213,8026924047213,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,I VIVACI con peperoncino,8026972001021,,['France'],[],[],?,446,1866 kj(446 kcal),16,"6,4",67,1,9,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Grissotti con olive nere - Crescentino - 250g e,8027151000118,['Crescentino'],"['France', 'Italie']","['Farine de blé tendre,eau,olives noires ', '7 %', ""huile d'olive extra vierge,huile de tournesol,levure,sel""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,424,1774 kj(424 kcal),"11,3","3,4","66,2","1,8","12,4","2,2","0,88",250 g e,,['Gluten'],Grissotti aux olives noires,"['Sachet', 'Plastique']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Grissotti']",['Italie'],,,3,11.3 g,en quantité modérée,3.4 g,en quantité modérée,1.8 g,en faible quantité,2.2 g,en quantité élevée,,-9%,-9%,-43%,-37%,+11%,-54%,+25%,+10%,+10%,13,-16%,D,-16%,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,
1556,Huile d'olive italienne,8027349101320,,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","15,2",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Ireccia - 250g,8027480000735,,['France'],[],[],?,251,1050 kj(251 kcal),"20,5","14,2","0,5","0,4",16,"0,6","0,24",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Mozzarella di Bufala Campana Biologica mini,8027480002128,,['France'],[],[],?,256,1071 kj(256 kcal),22,16,"0,6","0,6",14,"0,39","0,156",,['Bio'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",,,,,22 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en faible quantité,0.39 g,en quantité modérée,,-4%,-4%,-3%,+3%,-18%,+2%,-3%,-36%,-36%,9,-13%,C,-13%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1559,Preparato X Risotti Gli Aironi Gamberetti GR250 - 8.81oz,8027498025102,,['France'],[],[],?,352,1473 kj(352 kcal),"1,3","0,1",76,"0,5","8,4","1,9","0,76",8.81 oz,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Preparato X Risotti Gli Aironi Tartufo GR250 - 8.81oz,8027498025454,['Gli Aironi'],['France'],"['Riz Carnaroli 94%', 'Bouillon de Légumes* ', 'Sel', 'Amidon et Maltodextrine de Pomme de Terre', 'Extrait de Levure', ""Extraits de Carotte et d'Oignon"", 'Huile de Tournesol', 'Extraits de Basilic', 'Persil et Romarin', 'Oignon*', 'Sel', 'Truffes Hachée ', 'Tuber ?stivum', ' 0,3%* Ail*', 'Arôme naturel', ' déshydraté']","['Végétalien', 'Végétarien']",?,352,1473 kj(352 kcal),"1,1","0,1",78,"0,5","6,9","1,9","0,76",8.81 oz,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Bruschetta aux olives,8028000101802,,['France'],[],[],?,310,1297 kj(310 kcal),34,5,1,1,"0,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Pera d'abruzzo,8028000134145,,"['France', 'États-Unis']","['""pera d\' abruzzo"" tomatoes', 'salt']",[],?,25,105 kj(25 kcal),0,0,"2,46","2,46","1,64","0,84","0,336",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates']",,,,3,0 g,en faible quantité,0 g,en faible quantité,2.46 g,en faible quantité,0.84 g,en quantité modérée,,-14%,-9%,-100%,-100%,-41%,-22%,+28%,+251%,+251%,-4,,A,,B,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,PERA D'ABRUZZO
1563,Peperroni - 650g,8028000135982,,['France'],[],[],?,301,1259 kj(301 kcal),32,"13,3","3,5","3,5","0,72",5,2,650 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Salame italiano,8028257000965,,['France'],[],[],?,337,1410 kj(337 kcal),25,"9,1",0,0,28,"4,1","1,64",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Cotechino modena - Fini - 500g e,8028257002945,['Fini'],['France'],"['Viande de porc', 'couenne de porc', 'gras de porc', 'sel', 'épices et plantes aromatiques', 'arômes naturels', 'antioxydant ', 'ascorbate de sodium', 'conservateur ', 'nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,294,1230 kj(294 kcal),22,"7,6",0,0,24,"2,2","0,88",500 g e,"['en:gluten-free', 'IGP']",,,['Barquette'],"['Viandes', 'Charcuteries', 'Saucissons', 'Porc', 'Charcuteries cuites', 'Saucissons cuits', 'Cotechino', 'Produits IGP', 'Produits labellisés']",['Italie'],,,4,22 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,+11%,+10%,-2%,-10%,-100%,-100%,+70%,+6%,+6%,19,-1%,E,-1%,E,76.7%,16.7%,0.6%,1.8%,1.0%,3.1%,29,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Union européenne'],['IT 3L CE'],,
1566,"Jambon Cru De Parme TR. Negroni 80 GR, 1 Barquette -",8028257008312,,"['France', 'Italie']",[],[],?,253,1059 kj(253 kcal),16,"5,3",0,0,27,"4,6","1,84",,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",,,,,16 g,en quantité modérée,5.3 g,en quantité élevée,0 g,en faible quantité,4.6 g,en quantité élevée,,-1%,-1%,-1%,-6%,-100%,-100%,0%,-6%,-6%,18,-1%,D,-1%,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,
1567,Jambon cru sans gluten - 150g,8028257014009,,['France'],[],[],?,242,1013 kj(242 kcal),14,"5,1",0,0,29,5,2,150 g,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Jambon cuit - 200g,8028257014016,,['France'],[],[],?,136,569 kj(136 kcal),"5,8","1,9",0,0,21,"1,9","0,76",200 g,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Mortadella Riserva - Negroni - 100g,8028257014337,['Négroni'],['France'],"['viande de porc', 'tripes de porc', 'sel ', 'saccharose', 'arômes naturels', 'antioxydants : ascorbate de sodium', 'épices et plantes aromatiques', 'conservateurs : nitrate de sodium ', 'peut contenir des pistaches']","['Non végétalien', 'Non végétarien']",1103,?,1103 kj(264 kcal),22,"8,3",0,0,17,"2,6","1,04",100 g,['en:gluten-free'],,,['plastique - sous vide'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",['San Martino B.A. (VR) Italie'],Agricola Italiana Alimentare SPA Piazzale A Veronesi 1 - 37036 SAN MARTINO BA (VR),['Spar'],4,22 g,en quantité élevée,8.3 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,-2%,,-5%,-8%,-5%,-100%,-100%,+16%,+14%,+14%,21,+4%,E,+4%,E,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,"['E301 - Ascorbate de sodium', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",['Porc'],,,
1570,Pancetta maigre - 100g,8028257014870,,['France'],[],[],?,373,1561 kj(373 kcal),33,12,0,0,19,"3,6","1,44",100 g,['en:gluten-free'],,,,"['Viandes', 'Porc', 'Pancetta']",,,,,33 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,3.6 g,en quantité élevée,,+3%,+3%,+9%,-1%,-100%,-100%,-3%,+1%,+1%,24,+4%,E,+4%,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,
1571,Gnocchi - Mazza - 500g,8028277002536,['Mazza'],"['France', 'Serbie']","['pire od krompira ', 'voda i komadići krompira', 'ekvivalentno 70% krompira', 'pšenično brašno', 'so', 'pirinčano brašno', 'korektor kiselosti: E575', 'konzervans: E200']",[],679,?,679 kj(162 kcal),"0,4",0,"34,3","0,2","4,2","0,84","0,336",500 g,,['sr:pšenično'],Njoke od krompira,"['Plastic', 'Tray']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",['Italy'],,,,0.4 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0.84 g,en quantité modérée,-11%,,-7%,-79%,-100%,+4%,-85%,-9%,-29%,-29%,3,-24%,C,-24%,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,"['E575 - Glucono-delta-lactone', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,,,
1572,Olive verdi - Oliver - 820g,8028410007282,['Oliver'],['France'],[],[],?,?,,?,,?,,?,,,820g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Olio Di Oliva Vergine Ed Extravergine Accademia Olearia Generici - 75cl,8028632006018,['Accademia Olearia'],"['France', 'Italie']",[],[],?,824,3448 kj(824 kcal),"91,6",15,0,0,0,0,0,75 cl,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Italie"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,91.6 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+1%,-0%,-1%,+11%,,,,,,7,+17%,C,+17%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,
1574,Mario fongo il panate,8028947010212,,['France'],[],[],?,436,1824 kj(436 kcal),11,"1,5",73,"0,5",10,"2,1","0,84",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Gressini Integrali - Fongo,8028947085623,['Fongo'],['France'],[],[],?,388,1623 kj(388 kcal),"6,7","1,3","70,7","1,8","11,2","1,6","0,64",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Ie lingue di Suocera - 10.5oz,8028947088013,,['France'],[],[],?,414,1732 kj(414 kcal),"8,8",2,0,0,"10,5","1,8","0,72",10.5 oz,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
