,name,bar_code,brand,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,manufacturing,markets,traceability_code,palm_ingredients,generic_name,ingredients_origins,link,brand_owner
1706,Loqum - Turkish Delight,8680746000186,['Turkish Delight'],,['France'],"['INGREDléNTS: sucre', 'amidon de maïs', 'eau', 'pistache ', '20%', 'sucre en poudre', ""régulateur d'acidité "", 'E330', ' Peut contenir des traces de noix et sésame']",['E330 - Acide citrique'],['Fruits à coque'],[],3,?,381,1594 kj(381 kcal),"5,4",5,"84,7",80,"1,26","0,03","0,012",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",5.4 g,en quantité modérée,5 g,en quantité modérée,80 g,en quantité élevée,0.03 g,en faible quantité,,+8%,+8%,+174%,+906%,+4%,+27%,+31%,-85%,-85%,13,-3%,D,-3%,,,,,,,,,,,,,,,,,
1707,Lokum,8680746000209,,,['France'],[],,,[],,?,385,1611 kj(385 kcal),0,0,"98,1",98,0,"0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Loukoums aux noix mixtes -,8680746000216,,,['France'],[],,,[],,?,390,1632 kj(390 kcal),"5,6","0,01","85,6","0,01","2,1","0,02","0,008",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",5.6 g,en quantité modérée,0.01 g,en faible quantité,0.01 g,en faible quantité,0.02 g,en faible quantité,,+10%,+10%,+184%,-98%,+5%,-100%,+118%,-90%,-90%,3,-78%,C,-78%,,,,,,,,,,,,,,,,,
1709,"Turkish Delight , Mixed Nuts",8680746000285,,,['France'],[],,,[],,?,414,1732 kj(414 kcal),"85,7","0,7",10,8,"2,9","0,008","0,003",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",85.7 g,en quantité élevée,0.7 g,en faible quantité,8 g,en quantité modérée,0.008 g,en faible quantité,,+17%,+17%,+4250%,+41%,-88%,-87%,+201%,-96%,-96%,5,-63%,C,-63%,,,,,,,,,,,,,,,,,
1710,Aromali lokum - Turkish Delight,8680746000346,['Turkish Delight'],,['France'],"['Sucre', 'amidon de mais', 'eau', 'sucre en poudre', ""régulateur d'acidité "", 'E330', 'arôme de citron ', '%0,1', 'colorant ', 'E100ii', ' Loukoums à la Menthe', 'INGREDIENTS: Sucre', 'amidon de maïs', 'eau', 'sucre en poudre', ""régulateur d'acidité "", 'E330', 't arôme menthe ', '%0,1', 'colorant ', 'E141', ' Loukoums à la Rose', 'INGREDIENTS?', ' Sucre', 'amidon de maïs', 'eau', 'sucre en poudre', ""régulateur d'acidité "", 'E330', 'arôme de rose ', '%0,1', 'colorant ', 'E162', ' Peut contenir des traces de noix et sésame']","['E330 - Acide citrique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E162 - Rouge de betterave']",,[],4,?,385,1611 kj(385 kcal),0,0,98,0,0,0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+9%,+9%,-100%,-100%,+20%,-100%,-100%,-100%,-100%,4,-70%,C,-70%,,,,,,,,,,,,,,,,,
1711,Nacho peynirli,8680782524196,,['Halal'],['France'],[],,,[],,?,512,2142 kj(512 kcal),"26,5","8,5","54,5",3,"7,5","1,73","0,692",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",26.5 g,en quantité élevée,8.5 g,en quantité élevée,3 g,en faible quantité,1.73 g,en quantité élevée,,+6%,+6%,+17%,+190%,-10%,+59%,+17%,+48%,+48%,21,+117%,E,+117%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,
1712,popcorn,8680782527357,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Patos bebar 250,8680782528361,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Patos jbna 250,8680782528385,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Patos sur,8680782528422,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Patos 250,8680782528835,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Patos shen,8680782528873,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Patos patatos,8680782529771,,,['France'],[],,,[],,?,536,2243 kj(536 kcal),"33,7","14,2","51,5","5,3","5,9","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Original Turbo soft bubble gum - Power Gum,8680861069075,['Power Gum'],"['Halal', 'Entrepreneurs + Engagés']",['France'],"['Sucre', 'gomme de base', 'glycose', 'lécithine ', 'E322', 'glycérine ', 'E422', 'arômes identiques au naturel', 'sorbitol ', 'E420', ' D Zucker', 'Mastix', 'Glukose', 'Lecithin ', 'E322', 'Glycerin ', 'E 422', 'naturidentisches Aroma,Sorbit ', 'E420', ' BG/CbAbp', 'KaHne : 3axap', 'Maq 3a AbBKV1', 'rJ114K03a,JleuhTYH ', '022', 'rnnuepMH ', '[422', 'uyarWanH0 apoMaTM', 'cop6MTon ', 'E420', ' MK/CocraB: ujekep ,KBacau MaCTMKa', 'rm,lK03a', 'fleuvtTVlH ', 'E322', 'rnuuepMH ', 'E422', 'npupoAH0 - aPOMV1', 'Cop6VITon ', 'E420', ' KZ/KypaMb1', ""' v,aHT"", 'cafb13 aUJblTKblC rmoK03a', 'neUVIT14H ', 'E322', 'rnuuepl,1H ', 'EP til', 'SRB/MNE/HR/Sastav: kvasac', 'glikoza', '822', 'glicerin ', 'EQ prirodno identiëne arome ', 'sorbitol ', 'E420', 'A ë bitol HUU a tue gogËlbes16ilïzdec4n ', 'E322', 'glicerin ', 'E422', 'természetazonos aromàk', 'szorbitol', 'E420', 'glukoza', 'lecitin ', 'E322', 'glicerin ', 'E422', 'identic taroma', 'ES/lngredientes: Azücar,base de goma', 'glucosa', 'Ifitiq', 'ËP2', 'aromas identicos a 10 natural ', 'sorbitol ', 'E420', ' SUZIoienie: Cukor,gumovâ biza', 'glukôz', 'lecjtin ', 'E322', 'glycerin ', 'E422', 'prirodnot']","['E322i - Lécithine', 'E322 - Lécithines', 'E422 - Glycérol', 'E420 - Sorbitol']",,[],4,?,14,59 kj(14 kcal),"0,05","0,05","2,5","2,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Liquid Filled Bubble Gum - FruitdentIlham sweets - 100g,8681015030613,['FruitdentIlham sweets'],['Halal'],['France'],"['Sucre', 'gomme base', 'glucose', 'dextrose', 'émulsifiant ', 'lécithine', 'humectant ', 'glycérine', 'acidifiant ', 'E296', 'E330', 'épaississant ', 'gomme arabique', 'pectine', 'arômes', ""agents d'enrobage "", 'E901', 'E903', 'E904', 'antioxydants ', 'E321', 'colorants ', 'E100', 'E133', 'E141', 'E160a', 'E162']","['E322i - Lécithine', 'E422 - Glycérol', 'E296 - Acide malique', 'E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E440 - Pectines', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E321 - Butylhydroxytoluène', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160a - Carotènes mélangés', 'E162 - Rouge de betterave']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,352,1473 kj(352 kcal),0,0,"80,62","71,02","7,38",0,0,,['en:Snacks  Snacks sucrés  Confiseries  Chewing-gum'],0 g,en faible quantité,0 g,en faible quantité,71 g,en quantité élevée,0 g,en faible quantité,,,,,,,,,,,14,,D,,,,,,,,,100g,['Boîte phénoplaste'],['Turquie'],,,,Chewing-gums fourrés,,,
1721,Fruit salad bubble gum - Ilham Sweets,8681015031801,['Ilham Sweets'],,['France'],[],,,[],,?,352,1473 kj(352 kcal),0,0,"80,62","71,02","7,38",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Delites cookies with fig paste,8681042333008,['Delites'],,['France'],"['Farine de blé', 'pâte de figue ', '35%', ',huile végétale ', 'palme,tournesol,graines de coton', 'sucre', 'sirop de glucose', 'œuf', 'lait en poudre', 'émulsifiant ', 'lécithine de soja', 'sel', 'agents de levage ', ' bicarbonate d’ammonium', 'carbonate de sodium', 'pyrophosphate acide de sodium', 'arômes', ' Peut contenir des traces de noisettes et d’arachides']","['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500i - Carbonate de sodium', 'E450i - Pyrophosphate de sodium acide']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,430,1799 kj(430 kcal),"14,2","7,9",71,"30,8","4,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,
1723,Cookies W / Date - Delites,8681042333206,['Delites'],,['France'],"['Farine de blé', 'pâte de dattes ', '35%', 'sucre Huiles végétales ', 'palme', 'tournesol', 'graines de coton', ' sirop de glucose', 'lait en poudre', 'émulsifiant ', 'lecithine de soja', ' oeufs sel agents de levage ', ""bicarbonate d'ammonium"", 'carbonate de sodium', 'pyrophosphate acide de sodium  Emu\\ atoc Eier alz', 'Backtriebmittel ', ""Ammoniumbicarbonat Natriumcarbonat Kann Spuren von haselnüssen und'ErdnüssenenthhIten"", ' DAKTYLE Skiadn,ki: mqka szenna', ' daktyle ole•e roélinne ', 'z palmy', 'miekg w amonny', 'uhlititan sud', ""$'"", 'kyseh} sodn#', 'ardmatické lâtk"" mléko', 'emulgâtor', 'séiovü lecitin', 'veice', 'sui', 'kypï', 'Ci rin rutubetsiz yerde muhafaza ediniz', ' Dogrudan in a cool and olace', ' Keep it away trpm direct 01401 Z uorxeo']","['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500i - Carbonate de sodium', 'E450i - Pyrophosphate de sodium acide']","['Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,436,1824 kj(436 kcal),"13,9","7,7","72,7","33,6","4,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Peach Nectar,8681049021120,,,['France'],[],,,[],,?,51,213 kj(51 kcal),0,0,"11,5","11,5","0,4","7,5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Abricot nectar,8681049021137,,,['France'],[],,,[],,?,51,213 kj(51 kcal),0,0,"10,5","10,5","0,4",,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,,,,-4%,-4%,-100%,-100%,-15%,-11%,+7%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,
1726,Meysu,8681049021472,,,['France'],[],,,[],,?,54,226 kj(54 kcal),0,0,13,13,"0,1","0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Dominar,8681083165125,,,['France'],[],,,[],,?,200,837 kj(200 kcal),20,10,"0,1",0,5,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Boisson bio Kamut au cacao,8681221008031,,"['Bio', 'Végétarien', 'Végétalien', 'Sans lactose']",['France'],[],,,"['Végétalien', 'Végétarien']",,?,40,167 kj(40 kcal),"0,7","0,1","7,8","5,8","0,8","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Dried figs,8681221008048,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,?,249,1042 kj(249 kcal),1,0,64,48,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Fit disc,8681221008789,,,['France'],[],,,[],,?,252,1054 kj(252 kcal),"3,4",0,49,49,"5,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Organic fit disc,8681221008802,,"['Bio', 'Végétarien', 'Sans gluten', 'en:USDA Organic', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Fit bar,8681221008819,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,?,103,431 kj(103 kcal),"3,91","0,48","16,8","11,4","1,89","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,No limit,8681259500460,,,['France'],[],,,[],,?,5,21 kj(5 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Cake break mini Donut,8681270454391,,,['France'],[],,,[],,?,482,2017 kj(482 kcal),26,11,27,27,9,"0,4","0,16",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",26 g,en quantité élevée,11 g,en quantité élevée,27 g,en quantité élevée,0.4 g,en quantité modérée,,+18%,+18%,+14%,+4%,-40%,+61%,+52%,-58%,-58%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1735,Figues seches,8681285002051,,,['France'],[],,,[],,?,217,908 kj(217 kcal),"1,2",0,"55,3",0,4,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches']",1.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-21%,-21%,-21%,-100%,-4%,-100%,+23%,-100%,-100%,-5,-268%,A,-268%,69.5%,21.7%,2.7%,4.1%,1.9%,0.0%,38,,,,,,,,,,
1736,tuc original crispy - lu - 100g,8681382818821,['Lu'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,,,,,,,,,
1737,Raw fruit & nut bar,8681737404006,,['Sans sucre ajouté'],['France'],[],,,[],,?,405,1695 kj(405 kcal),"13,7","2,9","57,1","41,8","10,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Biscottes 2 sachets,8682284416689,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Tomato Ketchup,8682884864774,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,,,,,,,,,,,,,,,,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,
1740,Cola,8689996002018,,,['France'],[],,,[],,?,337,1410 kj(337 kcal),"2,3","1,6","69,2","53,2","9,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Fundiez Cherry,8689996007013,,,['France'],[],,,[],,?,337,1410 kj(337 kcal),"2,3","1,6","69,2","53,2","9,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Erdnusskern mit sesam - Meray - 340g,86806138,['Meray'],,['France'],[],,,[],,2378,?,2378 kj(568 kcal),"38,9","7,15","34,1","32,5","17,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,['Sachet'],['Allemagne'],,,,,,http://www.meray.eu,
1743,Meray Tuzlu Kokteyl / Nut Mixture - 340 GR,86810241,['Meray'],,['France'],[],,,[],,?,673,2816 kj(673 kcal),?,"7,66",?,"4,9","19,1","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Pruneaux d Agen,8690000000418,,,['France'],[],,,[],,?,234,979 kj(234 kcal),"0,3","0,08",54,35,2,"0,001",0,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",0.3 g,en faible quantité,0.08 g,en faible quantité,35 g,en quantité élevée,0.001 g,en faible quantité,,-3%,-3%,-17%,-30%,+1%,-4%,+7%,-93%,-93%,3,+37%,C,+37%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,"['EMB 47099', 'Fongrave (Lot-et-Garonne, France)']",,,,,
1745,Cebel,8690100000301,,,['France'],[],,,[],,?,186,778 kj(186 kcal),"9,5","2,5",22,0,"1,3","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Paté de figues - Taris,8690102702951,['Taris'],,['France'],"['Sugar', 'Fig Paste ', '35,3%', 'Watnut Corn Starch', 'Water', 'Acidity Regulator ', 'Citric Acid', 'Coconut www', 'tarisincir', 'com', 'tr']",['E330 - Acide citrique'],,[],,?,277,1159 kj(277 kcal),0,0,"57,1",0,"2,37",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Marmarabirlik Oliver 2XS I Plast,8690103000490,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,"1,8","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Olives noires,8690103119819,,,['France'],[],,,[],,?,364,1523 kj(364 kcal),"36,6","5,9","5,7",0,"1,8",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",36.6 g,en quantité élevée,5.9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+39%,+40%,+44%,+75%,+79%,-100%,+24%,-100%,-100%,8,-38%,C,-38%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,
1749,"Olives Noires - Marmarabirlik - 1,26kg e /800g égoutté",8690103172814,['Marmarabirlik'],"['Peu ou pas de sel', 'Peu de sel']",['France'],"['Olives noires entières avec noyau', 'saumure fermentée ', 'eau', 'sel', 'acidifiant ', 'acide lactique E270', 'affermissant ', 'chlorure de calcium E509']","['E270 - Acide lactique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,[],4,1600,?,1600 kj(382 kcal),24,4,36,0,4,"2,9","1,16",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",24 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,2.9 g,en quantité élevée,+45%,,+47%,-6%,+19%,+1032%,-100%,+176%,-31%,-31%,12,-7%,D,-7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"1,26 kg e /800 g égoutté","['Boite', 'Conserve']",['Turquie'],,,,,,,
1750,Naturel Olives Noires Avec De L'huile - Marmarabirlik Istanbul,8690103191105,['Marmarabirlik Istanbul'],,['France'],"['olives noires', 'sel', 'huile de maïs', 'acidifiant ', 'acide lactique', 'affermissant ', 'chlorure de calcium', 'conservateur ', 'sorbate de potassium']","['E270 - Acide lactique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,364,1523 kj(364 kcal),"36,6","5,9","5,7",0,"1,8","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,The Filiz 500 GR Arev - Caykur,8690105000030,['Caykur'],,['France'],"['Black tea SIYAH TÜRK ÇAYI TARIMSAL iLAÇ KULLANILMADAN DOéAL OLARAK ÜRETiLMi$TiR', ' TURKISH BLACK TEA This tea is grown up without any use of pesticides', ' THÉ NOIR TURC Ce thé est cultivé sans utilisation de pesticides', ' TÜRKISCHER SCHWARZER TEE Dieser Tee wird Ohne pestizideinsat? angebaut', ' Kühl und trocken lagerr Mindestens haltbar bis: siehe Aufdrc Üretici Firma: çay i', 'letmeleri Genel MüdürlüÈü Müftü Mah', ' 53080 - RiZE/TÜRKiYE 213 02 11 ? 213 07 03']",,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Caykur Cay Cicegi Te,8690105000061,['Caykur'],['Bio'],['France'],['Schwarz e r Toc Sivah'],,,[],,?,0,0 kj(0 kcal),0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Caykur Teebeutel,8690105000306,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Caykur Tea Gold,8690105000849,['Caykur'],['Bio'],['France'],"[""C J'lassi"", "" Harvested exclusitv/yfrom tbc valuable uppermost tea teares of Turkey's Eastcrn Black Sca Region"", ' 51atutd']",,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Arti - Çaykur - 40g e,8690105004168,['Çaykur'],['Halal'],['France'],"['Thé noir', 'vanille', 'pomme', 'mélange de tilleul']",,,[],1,?,1,4 kj(1 kcal),"0,01","0,01","0,01","0,01","0,01",,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés', 'Boissons sans sucre ajouté', 'Thés à la vanille']",,,,,,,,,,-50%,-60%,-64%,+100%,-96%,-94%,-93%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40 g e,"['boîte', 'Carton', 'Sachet']",,,,,Thé noir à la vanille,,http://www.caykursatis.com/aromatik-cay-6,
1756,Didi tes peach,8690105004724,['Didi'],,['France'],[],,,[],,?,34,142 kj(34 kcal),"0,1","0,1","8,5","8,5",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Di di peach tea,8690105004786,,,['France'],[],,,[],,?,34,142 kj(34 kcal),0,0,"8,5","8,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,"Didi, Ice Tea - 1l",8690105005370,['Didi'],['Sans conservateurs'],['France'],[],,,[],,?,34,142 kj(34 kcal),0,0,"8,5","8,5",0,0,0,,"['Boissons', 'Boissons sans alcool']",0 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,,-11%,-15%,-100%,-100%,-2%,+16%,-100%,-100%,-100%,11,+56%,E,+56%,,,,,,,,1l,,,,,,,,,
1759,1l,8690105008111,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 l,,,,,,,,,
1760,Didi Ice Tea Bergamot Citrus - Caykur,8690105008128,['Caykur'],,['France'],"['0 toutitan Se 8 FLOZ POTL', '82 -Svs Prozn a are hcevedem za I np0fl3BeAei0 sa i']",,,[],,?,34,142 kj(34 kcal),0,0,"8,5","8,5",0,0,0,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,,-39%,-41%,-100%,-100%,-25%,-10%,-100%,-100%,-100%,11,+44%,E,+44%,,,,,,,,,,,,,,,,,
1761,Torku Biscuits With Hazelnut Cream 4-packed,8690120047997,,,['France'],[],,,[],,?,506,2117 kj(506 kcal),"23,4","13,7","35,5","35,5","5,8","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Torku Stick Crackers With Spices,8690120058825,,,['France'],[],,,[],,?,499,2088 kj(499 kcal),"24,1","16,4","65,5","10,8","6,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Tam,8690120060583,,,['France'],[],,,[],,?,471,1971 kj(471 kcal),"18,97","10,6","62,4","20,4","9,82","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Mulberry Molasses - Torku,8690120061382,['Torku'],,['France'],['Mélasse de mûres'],,,[],,?,271,1134 kj(271 kcal),"0,24","0,18","46,6","46,6","2,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Bulgur fine,8690120072456,,,['France'],[],,,[],,?,379,1586 kj(379 kcal),"1,3","0,3","2,7","0,1",11,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Pinar nuts,8690123202027,,,['France'],[],,,[],,?,559,2339 kj(559 kcal),40,15,12,2,31,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Tadan,8690123210251,,,['France'],[],,,[],,?,640,2678 kj(640 kcal),50,3,24,1,19,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,çitlebi Cekirdek,8690123212552,,,['France'],[],,,[],,?,644,2694 kj(644 kcal),50,3,24,1,19,"0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
