,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,labels,packaging,additives,nova_score,generic_name,markets,allergens,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner,producer_info
1502,Petits fruits rouges - Sandrine Confiture,3760217400228,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['France'],"['Fruits', 'sucre', 'pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Sandrine Confiture'],,,['E440 - Pectines'],4,,,,,,,,,
1503,Pâte à tartiner Les gourmandes,3770002656310,,,,['France'],[],[],,,,,,,,,?,,521,,2180 kj(521 kcal),,29,,"3,4",,57,,55,,"5,7",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,aiguillettes de canard - père dodu - 152gr,0293535025253,,152gr,['1'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['père dodu'],,['5'],,,,,,,,,,,
1505,Vin aromatisé 9.3 degrés,3760089040010,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Biscuits P'TIT DEJ noisettes - Nooglo,3760094310276,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,"26,6",,"4,3",,"43,2",,"11,9",,"11,6",,"0,001",,0,,,,,,,,,,,,,,['Nooglo'],['Bio'],,,,,,,,,,,,
1507,Bonbons au miel Myrtille Framboise - APIDIS SAS - 250g,3263622759719,C,250 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",['France'],"['sucre blanc*', 'sirop de glucose de blé*', 'miel* 10%', 'acidifiant : acide citrique', 'arômes naturels : framboise', 'myrtille', 'jus concentré de carotte pourpre*', ""jus de sureau* *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['APIDIS SAS'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Pot en verre'],['E330 - Acide citrique'],4,,,,,,,,,
1508,"Pilons - 0,360kg",3266980202767,,"0,360 kg",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Whey/Pois Protéine saveur chocolat,3391623972094,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"4,8",,"1,8",,"6,1",,"2,7",,"76,1",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Saucisse Seche Superieure,3377440001322,,,,['France'],[],[],,,,,,,,,?,,339,,1418 kj(339 kcal),,"26,3",,"9,5",,"1,1",,"1,1",,"24,7",,"3,5",,"1,4",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,,,,,,,,,
1511,Miel maquis de montagne,3416982218062,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Galettes de riz au chocolat au lait - Migros - 84g,7613312148440,B,84 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']","['France', 'Suisse']",[],[],24 g,en quantité élevée,14 g,en quantité élevée,30 g,en quantité élevée,0.09 g,en faible quantité,2098,+2%,?,,2098 kj(501 kcal),+2%,24,+7%,14,+5%,63,-0%,30,+10%,7,-1%,"0,09",-32%,"0,036",-32%,20,+2%,E,+2%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,['Migros'],,,,,,['Migros'],,,,,,,
1513,Yaourt grec miel & noix de pécan -,3700286917289,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque', 'Yaourts au miel']",['France'],[],[],5 g,en quantité modérée,1.3 g,en faible quantité,20 g,en quantité élevée,0.11 g,en faible quantité,?,,148,+21%,619 kj(148 kcal),+21%,5,-6%,"1,3",-60%,20,+35%,20,+41%,"5,5",+39%,"0,11",+11%,"0,044",+11%,3,-30%,C,-30%,,,,,,,,,,,,,,,,,,,,,,
1514,Pommes - Carrefour,3523680351202,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,['Carrefour'],"['Bio', 'Point Vert']",,,,,['Carrefour'],,,,,,,
1515,Petit pain - Alnavit - 125g,4260012974492,,125g,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Alnavit'],"['Bio', 'Bio européen', 'Sans gluten', 'DE-ÖKO-003', 'Sans lactose']",,,,,,,,,,,,
1516,Spéculoos - Sondey,51397326,D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",['France'],[],[],18 g,en quantité modérée,8.6 g,en quantité élevée,34 g,en quantité élevée,0.83 g,en quantité modérée,?,,484,+2%,2025 kj(484 kcal),+2%,18,-4%,"8,6",-4%,74,+7%,34,+1%,"5,7",+1%,"0,83",+17%,"0,332",+17%,24,+7%,E,+7%,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,['Sondey'],['Fabriqué en Belgique'],,,,,,,,,,,,
1517,Œufs sans O.G.M. - Domaine de la Puisaye - 6,3511050151132,,6,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Domaine de la Puisaye'],,,,,,,,,,,,,
1518,Choux de bruxelles -,3559400004219,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Choux de Bruxelles', 'Choux de Bruxelles frais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,64.5%,0.0%,0.0%,15.9%,18.9%,0.8%,98,,,,,,,,,,,,,,,
1519,Creste - L'odyssée d'engrain,37700034,,,,['France'],"['100% farine semi-complète de Blé* poulard', 'eau', "" \r*issu de l'agriculture biologique""]",[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,4",,0,,74,,0,,11,,"0,06",,"0,024",,,,,,,,,,,,,,"[""L'odyssée d'engrain""]",['Bio'],,,,,,,,,,,,
1520,Tournedos de magret de canard - Delpeyrat,3067163623856,E,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,['Delpeyrat'],,,,,,,,,,,,,
1521,3700114501604,3700114501604,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Plateau des pyrenees - Delpeyrat - 160g,3067163639017,,160 g,,['France'],[],[],,,,,,,,,?,,262,,1096 kj(262 kcal),,15,,"6,9",,"1,2",,1,,31,,"5,1",,"2,04",,,,,,,,,,,,,"['FR 65.100.003 CE', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)""]",['Delpeyrat'],"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1523,Panini tomates jambon mozzarella basilic -,3526680000699,,,"['Sandwichs', 'Paninis']",['France'],[],[],8 g,en quantité modérée,2.5 g,en quantité modérée,3 g,en faible quantité,1.2 g,en quantité modérée,?,,237,-7%,992 kj(237 kcal),-6%,8,-10%,"2,5",-43%,29,+3%,3,+22%,12,+4%,"1,2",-5%,"0,48",-5%,4,-54%,C,-54%,,,,,,,,,,,,,,,,,,,,,,
1524,Terrine bio de saumon et fromage blanc,3700212555004,,,"['Terrines', 'Terrines de poisson', 'Terrines de saumon']",['France'],[],[],16.7 g,en quantité modérée,2.2 g,en quantité modérée,2.3 g,en faible quantité,1.18 g,en quantité modérée,?,,222,+8%,929 kj(222 kcal),+9%,"16,7",+8%,"2,2",-37%,8,+89%,"2,3",+65%,"9,8",-12%,"1,18",+4%,"0,472",+4%,4,-35%,C,-35%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,
1525,Terrine de volaille au vin d'Artois,3329260205220,,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"20,1",,"7,3",,"1,3",,"0,4",,16,,"1,5",,"0,6",,,,,,,,,,,,,,,,['boîte'],,,,,,,,,,,
1526,Jus d'orange,,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,
1527,Pâté de campagne aux cèpes,3760260310154,D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],[],[],25.5 g,en quantité élevée,10 g,en quantité élevée,2 g,en faible quantité,1.9 g,en quantité élevée,?,,323,+4%,1351 kj(323 kcal),+4%,"25,5",-6%,10,-1%,"7,5",+211%,2,+117%,"15,2",+7%,"1,9",+14%,"0,76",+14%,21,+11%,E,+11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
1528,Yaourt Framboise - GAEC Baguet - 125g,3760143520007,B,125 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache', 'Yaourts sucrés']",['France'],"['Lait entier pasteurisé', 'sucre 6%', 'ferments lactiques', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,['GAEC Baguet'],,,,4,,,['Lait'],,,,,,
1529,Galette fromage - Dukan,3760151014475,,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,22,,"3,5",,39,,"1,6",,17,,"2,7",,"1,08",,,,,,,,,,,,,,['Dukan'],,,,,,,,,,,,,
1530,Panacotta,0251020146227,C,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Panna cottas']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,,,,,,,,,,,,,,,
1531,yunnan tuocha au ginseng - 40g,3760249070253,,40 g,['Thé chinois'],['France'],['thé tuocha 78% ginseng 20% arôme mandarine 2%'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['TG1311-2'],['Tuocha'],,['Sachet'],,,,['cinq continents'],,['Chine'],['Chine'],,3760249070253,,
1532,"Boudin galabart - Oberti et fils - 0,584kg",2447446027426,,"0,584 kg",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Oberti et fils'],,,,,,,,,,,,,
1533,poulet français provençal,3338910005066,,,,['France'],[],[],,,,,,,,,?,,77,,322 kj(77 kcal),,"1,3",,"0,4",,"2,7",,"2,1",,"13,7",,"2,21",,"0,884",,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,mascarpone,8001790441662,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
1535,After eight MINT CASSIS FLAVOUR,7613036520676,,,,['France'],[],[],,,,,,,,,?,,430,,1799 kj(430 kcal),,"12,9",,"7,4",,"74,5",,"67,7",,"2,2",,"0,03",,"0,012",,,,,,,,,,,,,,['After eight'],,,,,,,,,,,,,
1536,Boulettes Kip poulet - Delhaize - 200g,5400112586006,,200 g,,"['Belgique', 'France']",[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,15,,"4,8",,11,,"0,5",,12,,"1,1",,"0,44",,,,,,,,,,,,,,['Delhaize'],,,,,,['Delhaize'],,,,,,,
1537,Origan,3144550010731,,,,['France'],[],[],,,,,,,,,?,,249,,1042 kj(249 kcal),,4,,2,,1,,1,,17,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Les milanaises du chef au poivre - Le Gaulois,0227081023166,D,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",['France'],[],[],1.8 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en faible quantité,1.4 g,en quantité modérée,?,,123,-7%,515 kj(123 kcal),-6%,"1,8",+15%,"0,6",+13%,"5,1",-26%,"1,9",+3%,20,-6%,"1,4",+55%,"0,56",+55%,2,+191%,B,+191%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Le Gaulois'],,,,,,,,,,,,,
1539,Chocolat,3274647171301,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['France'],[],[],36 g,en quantité élevée,22 g,en quantité élevée,51 g,en quantité élevée,0.18 g,en faible quantité,?,,563,+2%,2356 kj(563 kcal),+2%,36,-1%,22,+4%,52,+13%,51,+24%,"6,3",-13%,"0,18",+29%,"0,072",+29%,27,+15%,E,+15%,,,,,,,,,,['Bio'],,,,,,,,,,,,
1540,Poulet butter chicken - Isahi - 350g,5413110070132,,350g,,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,"9,2",,"2,7",,19,,"3,9",,"7,2",,"0,9",,"0,36",,,,,,,,,,,,,,['Isahi'],,,,,,,,,,,,,
1541,Pineapple - CocaCola compagny - 330ml/33cl,5449000176813,,330ml/33cl,,['France'],[],[],,,,,,,,,?,,54,,226 kj(54 kcal),,0,,0,,"13,3",,"13,3",,0,,"0,012",,"0,005",,,,,,,,,,,,,,['CocaCola compagny'],,,,,,,,,,,,,
1542,Calendrier de l avent,3370077581502,,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",['France'],[],[],38.6 g,en quantité élevée,24.2 g,en quantité élevée,43.9 g,en quantité élevée,0.15 g,en faible quantité,?,,571,+13%,2389 kj(571 kcal),+11%,"38,6",+32%,"24,2",+38%,"47,4",-16%,"43,9",-15%,7,+18%,"0,15",-22%,"0,06",-22%,26,+4%,E,+4%,,,,,,,,,,['Bio'],,,,,,,,,,,,
1543,Bulgarian sweet assorted,3800231811331,,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,"5,29",,"1,17",,"89,51",,"82,01",,"5,42",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Comté,2463319032083,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,427,+8%,1787 kj(427 kcal),+8%,35,+7%,23,+6%,1,+116%,"0,5",+80%,27,+7%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",,,,,,,,,,,,,,
1545,Lokum,5310002585081,,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,1,,1,,72,,72,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Proteim Riegel Haselnuss,2200220255558,,,,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,11,,"5,5",,35,,19,,40,,"0,16",,"0,064",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1547,Grille aux pommes - Auchan,2030500314275,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,['Auchan'],,,,,,,
1548,Parmesan vegan - Intivegan - 120gr,3760021920363,,120gr,,['France'],"['courge germée* ', '70%', 'noix de cajou* ', '19% ', 'levure maltée* ', '7%', 'sel de guérande ', '4%', "" issu de l'agriculture bologique""]",[],,,,,,,,,?,,539,,2255 kj(539 kcal),,"43,3",,"10,4",,"12,2",,"2,7",,"27,3",,"3,3",,"1,32",,,,,,,,,,,,,['FR-BIO-01'],['Intivegan'],"['Bio', 'Bio européen', 'FR-BIO-01']",['Sachet'],,,,['Satoriz'],['Fruits à coque'],,['UE/nonUE'],,,,
1549,Knusper erdnüsse - Lambertz - 100g,4006894458107,,100 g,"['Biscuits et gâteaux', 'Pâtisseries']","['France', 'Allemagne']",[],[],31.7 g,en quantité élevée,5.4 g,en quantité élevée,24.5 g,en quantité élevée,0.13 g,en faible quantité,?,,536,+42%,2243 kj(536 kcal),+43%,"31,7",+89%,"5,4",-34%,"46,7",-3%,"24,5",-16%,"14,4",+169%,"0,13",-69%,"0,052",-69%,16,-6%,D,-6%,,,,,,,,,['Lambertz'],,"['Plastik', 'Produkt']",,,,,,,,,,,
1550,Whey harder,3662072014070,,,,['France'],[],[],,,,,,,,,?,,386,,1615 kj(386 kcal),,"2,93",,"0,78",,"10,71",,"7,37",,"79,09",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Blé précuit - Autour du riz - 500g,3760275571007,,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",['France'],"[""100 % blé dur perlé précuit issu de l'agriculture biologique""]",[],1.9 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,354,+5%,1481 kj(354 kcal),+4%,"1,9",-62%,"0,5",-27%,67,+16%,"0,5",-49%,14,+49%,"0,01",-88%,"0,004",-88%,-1,,A,,,,,,,,,,['Autour du riz'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Carton'],,,,,,,,,,,
1552,Trufalie,4823085714596,,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,42,,"0,3",,49,,"45,2",,4,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Fromage blanc fermier champ sur barse,3760017591355,,,,['France'],[],[],,,,,,,,,?,,134,,561 kj(134 kcal),,"7,1",,"4,8",,"12,2",,"9,7",,"5,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Spring'o orange,3800103433043,,,,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,0,,0,,"23,75",,"23,75",,0,,"0,075",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Saucisson au vin jaune,2207285040419,,,,['France'],[],[],,,,,,,,,?,,322,,1347 kj(322 kcal),,"20,4",,8,,"3,4",,"0,3",,34,,"5,4",,"2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Psyllium Blond - 250 G - MGD,3505637000425,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1557,Vitaprolis - Eric Favre - 14x 10ml,3525722019033,,14 x 10ml,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Eric Favre'],,,,,,,,,,,,,
1558,Hippis,9062300433743,,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,2",,0,,"12,9",,"11,3",,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Barre chocolat - Ferrero,8000500297995,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",['France'],"['Chocolat supérieur au lait 40% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'sucre', 'lait écrémé en poudre', 'huile de palme', 'beurre concentré', 'émulsifiants : lécithines [soja]', 'vanilline']","['Huile de palme', 'Non végétalien']",35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.313 g,en quantité modérée,2360,+9%,?,,2360 kj(564 kcal),+12%,35,+28%,"22,6",+50%,"53,5",-4%,"53,3",+18%,"8,7",+28%,"0,313",-3%,"0,125",-3%,28,+15%,E,+15%,,,,,,,,,"['Ferrero', 'Kinder']",,,['E322i - Lécithine'],4,,,"['Lait', 'Soja']",,,['Huile de palme'],,,
1560,Chlorella - Purasana,5400706103367,,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,14,,"3,2",,23,,0,,60,,"1,7",,"0,68",,,,,,,,,,,,,,['Purasana'],,,,,,,,,,,,,
1561,Waitrose Cooks' Ingredients Organic Coconut Milk - 400g,5000169120231,B,400g,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']","['France', 'Royaume-Uni']","['Organic coconut extract ', '60%', 'water', 'stabiliser organic guar gum']",[],18 g,en quantité élevée,16.6 g,en quantité élevée,1.7 g,en faible quantité,0.08 g,en faible quantité,?,,180,+14%,753 kj(180 kcal),+15%,18,+15%,"16,6",+22%,"3,4",+23%,"1,7",+1%,"1,1",-13%,"0,08",+10%,"0,032",+10%,11,+16%,D,+16%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,['Waitrose'],['Bio'],['Tin'],['E412 - Gomme de guar'],4,,['Waitrose'],,,,,,,
1562,Pâte d'amandes - Ikea - 500gr,5411067088613,,500gr,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,24,,"1,8",,"51,9",,"46,1",,"9,9",,"0,2",,"0,08",,,,,,,,,,,,,,['Ikea'],,,,,,,,,,,,,
1563,Peanut butter,5000214016984,,,,['France'],[],[],,,,,,,,,?,,596,,2494 kj(596 kcal),,"50,3",,9,,"12,4",,"6,5",,"23,3",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Crepes wraps - 160g,3770010295051,,160 g,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,
1565,Filet de poulet et pommes de terre a la salardaise,3349140870300,,,,['France'],[],[],,,,,,,,,?,,128,,536 kj(128 kcal),,"4,9",,"2,2",,"8,9",,"0,7",,12,,"0,73",,"0,292",,,,,,,,,,,,,"['FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",,,,,,,,,,,,,,
1566,Miel du Rouergue,3554690000019,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Kaki muscat,3760129669997,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Pago,9002515427175,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,12,,11,,"0,5",,0,,0,,,,,,,,,,,,,,['Pago'],,,,,,,,,,,,,
1569,"Birne-apfel, M. honig - Dr. Oetker",4023600011715,,,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,"0,4",,0,,20,,18,,0,,"0,04",,"0,016",,,,,,,,,,,,,,['Dr. Oetker'],,,,,,,,,,,,,
1570,20 oeufs de poules élevées en plein air - Baby Coque,3282620030071,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Baby Coque'],,,,,,,,,,,,,
1571,Aiguillette de canard - DELMOND FOIES GRAS (SA) - 300g,3700057808631,C,300 g,"['Viandes', 'Volailles', 'Canards']",['France'],"['Aiguillette de canard gras', 'eau', 'dextrose', 'sirop de glucose', 'sel', 'sucre', 'arômes naturels', 'fleur de sel 0,16%', 'ferments de maturation', 'ferments lactiques']",[],3.7 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,?,,118,-55%,494 kj(118 kcal),-55%,"3,7",-81%,1,-84%,"5,5",+466%,"0,7",+55%,16,-18%,"0,63",-51%,"0,252",-51%,-2,-117%,A,-117%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,"['FR 24.439.004 CE', 'Saint-Laurent-sur-Manoire (Dordogne, France)']","['DELMOND FOIES GRAS (SA)', ""Le Domaine d'Anet""]",,['Barquette plastique et film plastique sous vide'],,4,,['E.LECLERC'],['Lait'],['24330 Boulazac Isle Manoire'],['France'],,,,
1572,Premium yan yan tiramisù -  - 44g,8888077102801,,44 g,,['France'],[],[],,,,,,,,,?,,518,,2170 kj(518 kcal),,"27,7",,"9,55",,"59,5",,"23,9",,"7,73",,"0,733",,"0,293",,,,,,,,,,,,,,,,,,,,,,,,,,,
