,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
1719,Confiture extra de clémentine - Charles Antona - 350g,3425477301097,D,,['Charles Antona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine']",['France'],"['Confiture extra de clémentine : Préparée avec 60 g de fruits pour 100 g', ' Teneur totale en sucre : 62 g pour 100 g', ' Ingrédients clémentines', 'sucre de canne', 'sirop de glucose', 'jus de citron', 'gélifiant : pectine de fruit']",['E440 - Pectines'],[],4,0.8 g,en faible quantité,0.2 g,en faible quantité,52 g,en quantité élevée,0 g,en faible quantité,?,,252,+7%,1054 kj(252 kcal),+7%,"0,8",+152%,"0,2",+218%,61,+6%,52,-4%,"0,5",+7%,0,-100%,0,-100%,12,+14%,D,+14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,350 g,,,,,,,,,
1720,Abricot Amandes confiture extra de Corse - Charles Antona - 350g,3425477306320,B,"['Pot verre', 'Couvercle métal']",['Charles Antona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot"", ""Confitures d'abricot aux amandes""]",['France'],"['Abricots', 'sucre de canne', 'sirop de glucose', 'AMANDES effilées 3%', 'gélifiant : pectine de fruits', 'extrait naturel de vanille 0,1%']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,2 g,en faible quantité,0.2 g,en faible quantité,62 g,en quantité élevée,0.02 g,en faible quantité,1218,+33%,287,+31%,1218 kj(287 kcal),+33%,2,+785%,"0,2",+368%,67,+26%,62,+23%,"0,1",-80%,"0,02",-9%,"0,008",-9%,12,+33%,D,+33%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,Confiture abricots amandes extra de Corse,350 g,['20167 Mezzavia'],,,['Fruits à coque'],,['Fabriqué en France'],,,
1721,Canistrelli Corse Aux Amandes - Corsica - 300g,3425479800116,C,,['Corsica'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['Farine de blé ', 'gluten', 'sucre', ""huile d'arachide"", 'œufs', 'poudre à lever ', 'amidon de blé', 'diphosphate disodique', 'carbonate acide de sodium', 'amandes 5%', '3 425479 800116 I']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['Non végétalien'],4,20.4 g,en quantité élevée,17.3 g,en quantité élevée,25.5 g,en quantité élevée,0.225 g,en faible quantité,?,,487,+3%,2038 kj(487 kcal),+2%,"20,4",-2%,"17,3",+71%,"64,9",+1%,"25,5",-14%,"9,3",+43%,"0,225",-62%,"0,09",-62%,21,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,300 g,,,,"['Œufs', 'Gluten', 'Fruits à coque']",,,,,
1722,Canistrelli de corse - Charles Antona,3425479800178,,,['Charles Antona'],,['France'],[],,[],,,,,,,,,,?,,487,,2038 kj(487 kcal),,"19,9",,"1,74",,"70,7",,"27,2",,"5,6",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,
1723,Canistrelli  Corse - Charles Antona,3425479800192,,,['Charles Antona'],,['France'],[],,[],,,,,,,,,,?,,490,,2050 kj(490 kcal),,20,,"1,76",,"71,3",,"29,1",,"5,7",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,
1724,Olives vertes denoyautees - Pépé Olivo,3425480101080,B,,['Pépé Olivo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['France'],[],,[],,14.4 g,en quantité modérée,2.02 g,en quantité modérée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,150,-7%,628 kj(150 kcal),-6%,"14,4",-9%,"2,02",-20%,"1,325",-4%,0,-100%,"1,02",-6%,"4,2",+25%,"1,68",+25%,12,+3%,D,+3%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,['Fabriqué en France'],,,
1725,Olives vertes farcies amandes - Pépé Olivo - 370ml,3425480180023,A,"['pot en verre', 'couvercle en métal']",['Pépé Olivo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies aux amandes']",['France'],"['olives vertes dénoyautées farcies amandes', 'eau', 'sel de cuisine', 'E330']",['E330 - Acide citrique'],[],3,22 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,3.2 g,en quantité élevée,?,,220,+5%,920 kj(220 kcal),+5%,22,+10%,3,+3%,0,-100%,0,-100%,"3,7",-1%,"3,2",-5%,"1,28",-5%,14,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,370 ml,['France'],"['EMB 44047B', 'Couëron (Loire-Atlantique, France)']","['Leclerc', 'Magasins U']",,['Espagne'],,,,
1726,Olives vertes - Bio - Pépé Olivo,3425480180078,,,['Pépé Olivo'],,['France'],[],,[],,,,,,,,,,?,,145,,607 kj(145 kcal),,"13,9",,2,,"1,3",,0,,1,,"4,2",,"1,68",,,,,,,,,,,,,,,,,['Magasins U'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,
1727,Olives vertes farcies aux poivrons - Pépé Olivo,3425480200035,B,,['Pépé Olivo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",['France'],[],,[],,2.87 g,en faible quantité,0.29 g,en faible quantité,0 g,en faible quantité,0.55 g,en quantité modérée,?,,147,+4%,615 kj(147 kcal),+3%,"2,87",-79%,"0,29",-87%,"0,03",-98%,0,-100%,"0,42",-62%,"0,55",-84%,"0,22",-84%,3,-73%,C,-73%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,['Magasins U'],,,,,,
1728,Olives vertes piquantes - Pépé Olivo,3425480200066,,,['Pépé Olivo'],,['France'],[],,[],,,,,,,,,,?,,145,,607 kj(145 kcal),,"13,89",,"1,95",,"1,47",,"0,16",,"1,03",,"4,04",,"1,616",,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1729,Olives noires façon Grèce aux herbes - Pépé Olivo,3425480200073,,,['Pépé Olivo'],,['France'],[],,[],,,,,,,,,,?,,165,,690 kj(165 kcal),,"14,23",,"1,44",,"1,81",,0,,"0,93",,"2,21",,"0,884",,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1730,Variante de légumes croquants - Pépé Olivo,3425480200134,,,['Pépé Olivo'],,['France'],[],,[],,,,,,,,,,?,,26,,109 kj(26 kcal),,"1,31",,"0,24",,"2,77",,"1,3",,"0,51",,"3,14",,"1,256",,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1731,Bonbon au Miel - Les Ruchers Du Gué - 150g e,3425600020017,E,"['Bocal', 'Verre', 'métal']","['Les Ruchers Du Gué', 'Famille Crétet']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",['France'],"['Sucre', 'sirop de glucose', 'miel 10 %', 'arôme vanille', ""colorant d'origine naturelle "", 'E150d']","[""E150d - Caramel au sulfite d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0.05 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0.015 g,en faible quantité,?,,402.4,+5%,1684 kj(402 kcal),+5%,"0,05",-82%,0,-100%,"98,9",+5%,81,+17%,"0,06",-86%,"0,015",-25%,"0,006",-25%,15,+8%,D,+8%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,150 g e,"['France', 'Charente-Maritime']",,['Magasins U'],,,['Fabriqué en France'],,,
1732,Pain épice Special foie gras - Les ruchers du gue - 300g,3425601531024,A,"['étiquette plastique', 'film plastique', 'à jeter']","['Les ruchers du gue', 'Miel Crétet']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", ""Pains d'épices au miel""]",['France'],"['Farine de seigle', 'miel 25%', 'sirop de glucose fructose', 'poudre à lever ', 'carbonate acide de sodium', 'épices', 'arômes']",['E500ii - Carbonate acide de sodium'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0.8 g,en faible quantité,0.2 g,en faible quantité,50.6 g,en quantité élevée,0.88 g,en quantité modérée,?,,330,+2%,1381 kj(330 kcal),+2%,"0,8",-58%,"0,2",-55%,"76,2",+6%,"50,6",+17%,"2,8",-24%,"0,88",+84%,"0,352",+84%,14,+1%,D,+1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,300 g,,,,['Gluten'],,,,,
1733,Miel Vendee Poitou Charentes - Miel Crétet - 1kg,3425601531277,B,"['Pot', 'Plastique']",['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Miels crémeux']",['France'],['Miel crémeux'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+3%,1368 kj(327 kcal),+2%,0,-100%,0,-100%,81,+0%,79,-0%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,1 kg,['France'],,['Magasins U'],,"['France', 'Poitou-Charentes', 'Vendée']","['Point Vert', 'Entrepreneurs + Engagés']",,,
1734,Miel Vendée Poitou-Charente - Miel Crétet,3425601531284,B,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+12%,1368 kj(327 kcal),+11%,0,-100%,0,-100%,81,+2%,79,+13%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Magasins U'],,"['France', 'Poitou-Charentes', 'Vendée']",,,,
1735,Miel doux - Les Ruches du Gué - 1kg,3425601531949,B,['Pot'],"['Les Ruches du Gué', 'Miel Crétet']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],['mélange de miels'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0.5 g,en faible quantité,0.1 g,en faible quantité,80 g,en quantité élevée,0.01 g,en faible quantité,?,,327,+13%,1368 kj(327 kcal),+12%,"0,5",+359%,"0,1",+170%,81,+5%,80,+15%,"0,5",+53%,"0,01",-38%,"0,004",-38%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,1 kg,,,,,"['Union européenne', 'Non Union Européenne']",,,,
1736,Miel de fleurs poitou-charentes - Miel Cretet,3425601532274,B,,['Miel Cretet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],['miel'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+10%,1368 kj(327 kcal),+9%,0,-100%,0,-100%,81,+5%,79,+14%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,"['France', 'Poitou-Charentes']",,,,
1737,Miel de poitou-charentes - Miel Crétet,3425601532687,B,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+12%,1368 kj(327 kcal),+11%,0,-100%,0,-100%,81,+2%,79,+13%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,['France'],,,,
1738,Miel de fleur - Les Ruchers du Gué - 500g,3425601533783,B,"['Plastique', 'Pot']","['Les Ruchers du Gué', 'Miel Crétet']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",['France'],['Mélange de miels originaires et non originaires de UE'],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+3%,1368 kj(327 kcal),+2%,0,-100%,0,-100%,81,+0%,79,-0%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,Mélange de miels originaires et non originaires de UE,500 g,,,,,"['Union européenne', 'Hors Union Européenne']",,,,
1739,Miel de thym - La Petite Récolte Artisanale - 400g,3425601534063,A,"['Verre', 'Bocal', 'métal']","['La Petite Récolte Artisanale', 'Famille Crétet']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym', 'Miels crémeux']",['France'],['Miel de thym'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+5%,1368 kj(327 kcal),+5%,0,-100%,0,-100%,81,+9%,79,+15%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,400 g,,,['Magasins U'],,['Espagne'],"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,
1740,Miel de montagne et graine de nigelle - Miel Crétet,3425601534162,B,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+1%,1368 kj(327 kcal),+1%,0,-100%,0,-100%,81,+1%,79,+8%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Magasins U'],,,,,,
1741,Grog Miel Détox - Miel Cretet - 130g,3425601534384,,"['Pot', 'Verre']","['Miel Cretet', 'Les Ruchers du Gué']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel']",['France'],"['Miels', 'extrait concentré de Cranberry', 'extrait concentré de citron', 'extrait concentré de bardane', 'extrait concentré de pissenlit', 'huile essentielle de gingembre', 'huile essentielle de citron', 'huile essentielle de menthe poivrée']",,['Non végétalien'],,0.5 g,en faible quantité,,,66 g,en quantité élevée,0.03 g,en faible quantité,1396,,?,,1396 kj(334 kcal),+3%,"0,5",+155%,,,81,+1%,66,-11%,0,-100%,"0,03",+22%,"0,012",+22%,,,,,,,,,,,,Préparation à base de miel et huiles essentielles,130 g,['France'],,['Cora'],,,,,,
1742,Miel d'acacia,3425601534605,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,,,?,,327,+13%,1368 kj(327 kcal),+13%,0,-100%,0,-100%,81,+5%,79,+12%,0,-100%,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Magasins U'],,,,,,
1743,Miel - Miel Crétet,3425601534698,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+1%,1368 kj(327 kcal),+1%,0,-100%,0,-100%,81,+1%,79,+8%,0,-100%,0,-100%,0,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,
1744,Miel de montagne et gelée royale - Miel Crétet,3425601534735,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+1%,1368 kj(327 kcal),+1%,0,-100%,0,-100%,81,+1%,79,+8%,0,-100%,0,-100%,0,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,,,,,
1745,Miel de THYM et PROPOLIS - Miel cretet,3425601534827,,,['Miel cretet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+3%,1368 kj(327 kcal),+2%,0,-100%,0,-100%,81,-1%,79,+2%,0,-100%,0,-100%,0,-100%,14,+3%,D,+3%,,,,,,,,,,,,,,,,,,
1746,Miel de citronnier & huile essentielle et gelée royale - Miel Crétet,3425601534858,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],"['Miel de citron 95,5 0%', 'gelée royale 4%', ""Huile d'essentielle de citron""]",,[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,77 g,en quantité élevée,0 g,en faible quantité,?,,320,-1%,1339 kj(320 kcal),-1%,"0,5",+165%,"0,1",+102%,79,-1%,77,+5%,"1,1",+57%,0,-100%,0,-100%,13,-4%,D,-4%,,,,,,,,,,,,,,,,,,
1747,Miel d’oranger & propolis et gelée royale - Miel Crétet,3425601534865,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis', 'Préparations à base de miel et gelée royale']",['France'],"[""Miel d'oranger 99"", '6%', 'extrait alcoolique dense de propolis 0', '4%']",,['Non végétalien'],3,0.5 g,en faible quantité,0.1 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+3%,1368 kj(327 kcal),+2%,"0,5",+342%,"0,1",+1163%,81,-1%,79,+2%,"0,5",+80%,0,-100%,0,-100%,14,+3%,D,+3%,,,,,,,,,,,,,,,,,,
1748,Le réflexe pour les petits creux,3425601534926,,,,,['France'],[],,[],,,,,,,,,,?,,369,,1544 kj(369 kcal),,"8,8",,"0,7",,"68,7",,"66,3",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Miel de fleurs Nouvelle Aquitaine et gelée Royale - Miel cretet,3425601535022,B,,['Miel cretet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,?,,327,+10%,1368 kj(327 kcal),+9%,0,-100%,0,-100%,81,+5%,79,+14%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Magasins U'],,,,,,
1750,Saucisse de Morteau IGP Label Rouge  - Aux Produits Saugets - 400g,3425850016006,E,"['Plastique', 'Frais', 'Sous-vide']",['Aux Produits Saugets'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",['France'],"['Maigre et gras de porc', 'sel', 'dextrose', 'poivre', 'conservateurs ', ' E250 et E252', ' Boyaux de porc']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,concours annuel de la Morteau d'or label rouge,400 g,['France'],"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,"['IGP', 'Label Rouge', ""Médaille d'Or 2015 au Concours Annuel de la Saucisse de Morteau IGP Label Rouge""]",,,
1751,Saucisses au comté,3425851020668,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisse au comté']",['France'],[],,[],,19.5 g,en quantité modérée,9 g,en quantité élevée,0.7 g,en faible quantité,1.73 g,en quantité élevée,?,,245,-28%,1025 kj(245 kcal),-28%,"19,5",-35%,9,-21%,"2,6",+277%,"0,7",+11%,"15,2",-8%,"1,73",-15%,"0,692",-15%,18,-17%,D,-17%,,,,,,,,,,,"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,,,,
1752,Thé pur Ceylan - Leader Price - 25 * 2g (50g),3426081858397,A,['Carton'],['Leader Price'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés de ceylan']",['France'],['Thé noir de Ceylan'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,25 * 2 g (50 g),['Sri Lanka'],,['Leader Price'],,,,,,
1753,Fromage blanc campagne - Domaine De Grignon,3426313240051,C,,['Domaine De Grignon'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",['France'],"['Lait entier pasteurisé', 'ferments lactiques', 'présure']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,6.71 g,en quantité modérée,4.15 g,en quantité modérée,3.86 g,en faible quantité,0.03 g,en faible quantité,?,,107,+30%,448 kj(107 kcal),+31%,"6,71",+69%,"4,15",+61%,"5,73",+38%,"3,86",-1%,"5,96",-13%,"0,03",-71%,"0,012",-71%,2,,B,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,['Lait'],,,,,
