,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
1754,Faisselle moulee a la louche - Domaine De Grignon,3426313940050,D,,['Domaine De Grignon'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",['France'],"['Lait entier pasteurisé', 'ferments lactiques', 'présure']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,6.07 g,en quantité modérée,3.78 g,en quantité modérée,4.54 g,en faible quantité,0.1 g,en faible quantité,?,,97,+13%,406 kj(97 kcal),+13%,"6,07",+14%,"3,78",+13%,"4,69",+7%,"4,54",+33%,"6,04",+37%,"0,1",-10%,"0,04",-10%,2,+36%,B,+36%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,['Lait'],,"['Concours général agricole', 'Médaille de bronze du Concours général agricole']",,,
1755,Crème fraîche épaisse - Domaine De Grignon - 250g,3426315136017,C,['Pot'],['Domaine De Grignon'],"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",['France'],"['Crème pasteurisée ', 'lait', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,35.6 g,en quantité élevée,24.7 g,en quantité élevée,3.38 g,en faible quantité,0.07 g,en faible quantité,?,,343.8,+18%,1438 kj(343 kcal),+20%,"35,6",+20%,"24,68",+24%,"3,5",+7%,"3,38",+18%,"2,35",-0%,"0,07",-17%,"0,028",-17%,14,+8%,D,+8%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,250 g,,,,['Lait'],,,,,
1756,Yaourt nature entier sucré - Domaine De Grignon,3426317312013,,,['Domaine De Grignon'],,['France'],"['n rédients • Lait entier', 'sucre', 'poudre de lait', ' ferments lactiques']",,['Non végétalien'],,,,,,,,,,?,,102,,427 kj(102 kcal),,"3,28",,"2,13",,"14,86",,14,,"3,31",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,['Lait'],,,,,
1757,Yaourt aux fruits - Domaine de Grignon,3426317622068,C,,['Domaine de Grignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise']",['France'],[],,[],,3.12 g,en quantité modérée,2.02 g,en quantité modérée,14.3 g,en quantité élevée,0.1 g,en faible quantité,?,,101,0%,423 kj(101 kcal),-0%,"3,12",-0%,"2,02",-1%,"14,94",+7%,"14,3",+11%,"3,31",-9%,"0,1",-15%,"0,04",-15%,3,+2%,C,+2%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,
1758,Yaourt poire - Domaine de Grignon - 125g,3426317622075,C,,['Domaine de Grignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la poire']",['France'],[],,[],,3.12 g,en quantité modérée,2.02 g,en quantité modérée,14.6 g,en quantité élevée,0.1 g,en faible quantité,?,,103,+8%,431 kj(103 kcal),+6%,"3,12",-1%,"2,02",-2%,"15,24",+15%,"14,6",+17%,"3,31",+1%,"0,1",-10%,"0,04",-10%,3,+2%,C,+2%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,125 g,,,,,,,,,
1759,Creme chocolat - Domaine de Grignon - 125g,3426318788503,B,,['Domaine de Grignon'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']",['France'],"['Lait entier', 'Sucre', 'Poudre de cacao maigre ', '7%', 'Amidon de mais', 'Pectine', 'Arôme naturel de chocolat']",['E440 - Pectines'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,3.59 g,en quantité modérée,2.07 g,en quantité modérée,14.2 g,en quantité élevée,0.1 g,en faible quantité,"488,5",-11%,?,,"488,5 kj(117 kcal)",-13%,"3,59",-21%,"2,07",-28%,"16,78",-10%,"14,25",-11%,"4,14",+15%,"0,1",-33%,"0,04",-33%,4,-15%,C,-15%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,125 g,,,,['Lait'],,"['Concours général agricole', 'Médaille de bronze du Concours général agricole', 'Médaille de bronze du concours général agricole 2018']",,,
1760,8 feuilles de brick  - marque repère,3426371607407,,,['marque repère'],['Feuilles de brick'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,8,,,['Leclerc'],,,,,,
1761,Pommeau De Bretagne Aoc - 70 cl - 17% - distillerie des menhirs,3426390402014,,,['distillerie des menhirs'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,70 cl,,,['Magasins U'],,,,,,
1762,Paves De Saumon Bio - Sovintex,3426430001177,D,,['Sovintex'],"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",['France'],[],,[],,14.3 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,209,+10%,874 kj(209 kcal),+10%,"14,3",+21%,"2,4",+18%,"0,5",+20%,0,-100%,"19,3",-4%,"0,18",-50%,"0,072",-50%,-1,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,
1763,Portions avec peau Saumon BIO élevé en Mer d'Irlande  - Food4Good - 4portions = 500g,3426434000022,C,"['Sous-vide', 'surgelé', 'Carton']",['Food4Good'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés', 'Saumons']",['France'],"[""Portions avec peau Saumon BIO élevé en Mer d'Irlande""]",,[],,12.2 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.09 g,en faible quantité,684,+46%,?,,684 kj(163 kcal),+42%,"12,2",+228%,"2,2",+197%,~ 0,-100%,~ 0,-100%,"13,3",-20%,"0,09",-79%,"0,036",-79%,-1,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,Portions avec peau Saumon BIO élevé en Mer d'Irlande surgelées,4 portions = 500g,"['Irlande du Nord', 'Royaume-Uni']",,['Magasins Bio'],['Poisson'],"['Royaume-Uni', 'Irlande du Nord']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",http://www.food4good.fr/produits/saumon-bio-eleve-en-mer-dirlande/,,
1764,Dos sans peau Cabillaud de Norvège MSC - Food4Good - 4portions = 500g,3426434000039,D,"['Sous-vide', 'surgelé', 'Carton']",['Food4Good'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Morues', 'Poissons surgelés']",['France'],['Dos sans peau cabillaud de Norvège MSC'],,[],,0.4 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.19 g,en faible quantité,305,-63%,?,,305 kj(73 kcal),-68%,"0,4",-98%,"0,1",-96%,~ 0,-100%,~ 0,-100%,17,+39%,"0,19",-78%,"0,076",-78%,-5,-202%,A,-202%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,Dos sans peau cabillaud de Norvège surgelé MSC,4 portions = 500g,,,['Magasins Bio'],['Poisson'],"['Mer de Norvège', 'Mer des Barents', 'Océan Atlantique Nord']","['Pêche durable', 'Pêche durable MSC', 'MSC-C-52181']",http://www.food4good.fr/produits/cabillaud-de-norvege/,,
1765,Filets sans peau Colin Lieu (Lieu Noir) de Mer du Nord MSC  - Food4Good - 4portions = 500g,3426434000053,,"['Sous-vide', 'surgelé', 'Carton']",['Food4Good'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Filets de poissons', 'Fruits de mer surgelés', 'Poissons surgelés', 'Colins', 'Lieu noir', 'Filets de colin', 'Filets de lieu noir']",['France'],"['Filets sans peau Colin Lieu ', 'Lieu Noir', ' de Mer du Nord MSC']",,"['Non végétalien', 'Non végétarien']",,0.4 g,en faible quantité,0.15 g,en faible quantité,0 g,en faible quantité,0.21 g,en faible quantité,348,,?,,348 kj(83 kcal),+23%,"0,4",-43%,"0,15",-32%,~ 0,-100%,~ 0,-100%,"18,2",0%,"0,21",-77%,"0,084",-77%,-4,,A,,,,,,,,,Filets sans peau Colin Lieu (Lieu Noir) de Mer du Nord MSC surgelés,4 portions = 500g,,,['Magasins bio'],['Poisson'],"['France', 'Océan Atlantique Nord-Est']","['Pêche durable', 'Pêche durable MSC', 'MSC-C-52181']",http://www.food4good.fr/produits/colin-lieu-de-mer-du-nord/,,
1766,Filets sans peau de Bar BIO élevé en France - Food4Good - 2filets = 200g,3426434000060,,"['Sous-vide', 'Carton', 'surgelé']",['Food4Good'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Filets de poissons', 'Fruits de mer surgelés', 'Poissons surgelés', 'Bars', 'Filets de bar']",['France'],['Filets sans peau de bar BIO élevé en France'],,[],,4.1 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,0.12 g,en faible quantité,519,+11%,?,,519 kj(124 kcal),+8%,"4,1",+10%,"1,1",+48%,"< 0,2",-92%,~ 0,-100%,"21,4",+29%,"0,12",-72%,"0,048",-72%,-3,,A,,,,,,,,,Filets sans peau de Bar BIO élevé en France surgelés,2 filets = 200g,,,['Magasins BIO'],"['Bar', 'Bar']",['France'],"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",http://www.food4good.fr/produits/bar-bio-des-iles-de-lerins/,,
1767,Grosses Gambas BIO entières crues - Food4Good - 15-20Gambas = 500g,3426434000084,C,"['surgelé', 'Carton']",['Food4Good'],"['Produits de la mer', 'Surgelés', 'Crustacés', 'Crevettes', 'Gambas']",['France'],['Grosses Gambas BIO entières crues surgelées'],,[],,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.3 g,en quantité modérée,329,-9%,?,,329 kj(79 kcal),-11%,"< 0,5",-34%,"< 0,5",+86%,0,-100%,0,-100%,"19,4",-3%,"0,3",-63%,"0,12",-63%,-4,,A,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,Grosses Gambas BIO entières crues surgelées,15-20 Gambas = 500g,,,['Magasins Bio'],['Crustacés'],['Indonésie'],"['Peu ou pas de sel', 'Bio', 'Bio européen', 'FR-BIO-10', 'Sans sel ajouté', 'Sans sulfites', 'AB Agriculture Biologique']",http://www.food4good.fr/produits/gambas-bio-entieres-crues/,,
1768,Tranches panées Lieu Noir (Colin Lieu) de pêche française - Food4Good - 8tranches x 50g = 400g,3426434010045,C,"['surgelé', 'Carton']",['Food4Good'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Plats préparés surgelés', 'Poissons panés de colin']",['France'],"['72% filets de lieu noir ', 'colin lieu', ' MSC', '28% panure biologique ', 'farine de blé* mi-complète ', 'T80', 'eau', 'amidon de blé*', 'sel', 'levure*', "" \r *21% des ingrédients agricoles issus de l'Agriculture Biologique""]",,"['Non végétalien', 'Non végétarien']",3,1 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en quantité modérée,505,-35%,?,,505 kj(121 kcal),-35%,1,-88%,"0,2",-77%,"12,7",-20%,"0,7",-35%,"15,5",+27%,"0,6",-23%,"0,24",-23%,-3,,A,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,Tranches panées Lieu Noir (Colin Lieu) de pêche française MSC surgelés,8 tranches x 50g = 400g,,,['Magasins Bio'],"['Poisson', 'Gluten']","['France', 'Atlantique Nord-Est']","['Bio', 'Pêche durable', 'Pêche durable MSC', 'MSC-C-52181']",http://www.food4good.fr/produits/tranches-panees-colin-lieu-msc/,,
1769,Montois 12 Escarg. gris Moy,3426510000045,,,,,['France'],[],,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,"32,8",,"22,23",,"5,8",,"0,6",,"8,4",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
1770,Brandade de morue - Les Papilles Bio,3426510000625,D,,['Les Papilles Bio'],"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['France'],"['42% pomme de terre MORUE dessalée ', 'Gadus Morhua - OriG:ne: Lettonie}', ' CRÈME FRAiCHE?', '» flocons de pomme de ', 'pomms de terre biologiques BEURRE per%tl ? ', 'huile d sel de Noirmoutier', ""poivre' i 'Produits issus do Caogtcultuge biologique"", ' 59,5% des ingrédients de liagticuttue Allergènes : LaX a Sans ni SURGELÉE']",,"['Non végétalien', 'Non végétarien']",,8.2 g,en quantité modérée,5.5 g,en quantité élevée,0.1 g,en faible quantité,1.1 g,en quantité modérée,?,,130,-11%,544 kj(130 kcal),-11%,"8,2",-4%,"5,5",+231%,"7,8",-18%,"0,1",-89%,"5,8",-15%,"1,1",+34%,"0,44",+34%,7,+300%,C,+300%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,"['Poisson', 'Lait']",,"['Bio', 'Bio européen', 'FR-BIO-09', 'Sans colorants', 'Sans conservateurs']",,,
1771,Saucisson de Bœuf et Dinde Halrizo - Alamane - 200g,3426620001987,,"['Sachet', 'Plastique']",['Alamane'],"['Viandes', 'Charcuteries', 'Saucissons']",['France'],"['VIANDE DE BŒUF origine CE 40%', 'VIANDE DE DINDE origine CE 33%', 'GRAS DE JEUNE BOVIN origine CE 27%', 'ASSAISONNEMENTS', 'SUCRES : LACTOSE', 'DEXTROSE DE BLE', 'SACCHAROSE', ' STABILISANT: DIPHOSPHATE', 'CONSERVATEURS : NITRITE DE SODIUM', 'SALPETRE', ' FERMENTS']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,40.4 g,en quantité élevée,19.8 g,en quantité élevée,2.49 g,en faible quantité,4.19 g,en quantité élevée,?,,462,+20%,1933 kj(462 kcal),+19%,"40,4",+32%,"19,8",+66%,"2,49",+15%,"2,49",+87%,21,-17%,"4,19",-0%,"1,676",-0%,25,+7%,E,+7%,,,,,,,,,200 g,,,,['Lait'],"['Europe', 'Communauté Européenne']","['Halal', 'Point Vert', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",,,
1772,Saucisson au canard,3426620019302,,,,['Saucisson au canard'],['France'],[],,[],,32.3 g,en quantité élevée,13.3 g,en quantité élevée,1.24 g,en faible quantité,4.3 g,en quantité élevée,?,,402,,1682 kj(402 kcal),,"32,3",,"13,31",,"1,24",,"1,24",,"26,6",,"4,3",,"1,72",,25,,E,,,,,,,,,,,,,,,,,,,
1773,Saucisson a cuire purc porc LE BRECHOIS,3426620022005,,,['Le Brechois'],,['France'],"['Le —r SAUCISSON PUR PORC à cuire des Monts du Lyonnais Ingrédients à la mise en oeuvre : Viande de porc 74 %', ' gras de porc 26 %', ' sel', ' sucres', ' lactose', ' dextrose de blé', ' épices', ' conservateur : E250', 'ferments', 'anti oxygène : E316', ' Boyaude boeufnaturel', "" Allèrgènes : Lactose et prot&rvede lait GARANTI SANS COL ORANT DC GARDE: o,'+40C""]","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,304,,1272 kj(304 kcal),,"26,5",,"10,76",,"0,59",,"0,59",,"15,8",,"2,15",,"0,86",,,,,,,,,,,,,,,,,,['Lait'],,['Sans colorants'],,,
1774,confiture figues allégé - auchan - 340g,3426710409488,D,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,340g,,,['Auchan'],,,,,,
1775,La Charlotte Artisanale au Chocolat - La Hulotte - 200g / 45cl,3426720000118,D,"['Frais', 'Plastique']",['La Hulotte'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Charlottes', 'Charlottes au chocolat', 'Desserts réfrigérés']",['France'],"['Recette artisanale a la crème et au chocolat ', 'CRĒME FRAÎCHE', 'LAIT', 'chocolat 11,5 % ', 'Sucre', 'pâte et beurre de cacao', 'lécithine de tournesol et de SOJA', 'matière graisse LAITIÈRE', 'arôme vanille', ""jaune d'ŒUF FRAIS"", 'sucre', ""blanc d'ŒUF FRAİS"", 'BEURRE', 'FARINE', 'vanille naturelle', 'biscuit cuillère ', 'sucre', ""d'ŒUFS FRAIS 31 %"", 'sucre', 'FARINE', 'sirop de sucre inverti', 'arôme', 'sel', 'arôme', ""blanc d'ŒUF""]",['E322i - Lécithine'],['Non végétalien'],4,23.6 g,en quantité élevée,15.3 g,en quantité élevée,28 g,en quantité élevée,0.2 g,en faible quantité,?,,348,+41%,1456 kj(348 kcal),+40%,"23,6",+70%,"15,3",+72%,28,+2%,28,+27%,6,+62%,"0,2",+49%,"0,08",+49%,20,+36%,E,+36%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,200 g / 45 cl,,,['Magasins U'],"['Œufs', 'Lait', 'Soja']",,['Sans conservateurs'],,,
1776,charlotte artisanale à la mangue -,3426721000056,C,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Charlottes', 'Charlottes aux fruits']",['France'],[],,[],,14.9 g,en quantité modérée,9.4 g,en quantité élevée,21.3 g,en quantité élevée,0.1 g,en faible quantité,?,,249,+8%,1042 kj(249 kcal),+8%,"14,9",+26%,"9,4",+26%,"26,5",-4%,"21,3",0%,"0,4",-88%,"0,1",-4%,"0,04",-4%,16,+20%,D,+20%,69.6%,17.9%,5.2%,4.5%,2.8%,0.0%,68,,,,,['Magasins U'],,,"['Sans sucre ajouté', 'Sans conservateurs']",,,
1777,Charlotte artisanale aux framboises,3426722000024,C,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Charlottes', 'Charlottes aux fruits']",['France'],[],,[],,14.9 g,en quantité modérée,9.4 g,en quantité élevée,17.9 g,en quantité élevée,0.1 g,en faible quantité,?,,243,+6%,1017 kj(243 kcal),+6%,"14,9",+26%,"9,4",+26%,"23,2",-16%,"17,9",-16%,"3,7",+14%,"0,1",-4%,"0,04",-4%,15,+13%,D,+13%,69.6%,17.9%,5.2%,4.5%,2.8%,0.0%,68,,,,,['Magasins U'],,,['Sans conservateurs'],,,
1778,Gazpacho - Alvalle - 1l,3427174010029,A,"['Brique', 'Carton']",['Alvalle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",['France'],"['Tomate', 'poivron', 'concombre', 'oignon', ""huile d'olive extra vierge"", 'eau', 'vinaigre de vin', 'sel', 'ail et jus de citron']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,2.6 g,en faible quantité,0.4 g,en faible quantité,3.1 g,en faible quantité,0.701 g,en quantité modérée,194,+11%,?,,194 kj(46 kcal),+12%,"2,6",+6%,"0,4",+4%,"3,9",+16%,"3,1",+22%,"0,9",+14%,"0,701",+5%,"0,28",+5%,2,+68%,B,+68%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,Soupe froide méditerranéenne de légumes frais,1l,,,,,,"['Sans additifs', 'Sans conservateurs']",,,
1779,fromage de chevre,3427180235102,E,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",['France'],[],,[],,25 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,304,+7%,1272 kj(304 kcal),+8%,25,+10%,19,+19%,"0,7",-58%,0,-100%,19,+10%,"1,5",+11%,"0,6",+11%,14,+5%,D,+5%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,,
1780,Saucisson de cheval fume,3427240010557,,,,,['France'],[],,[],,,,,,,,,,?,,280,,1172 kj(280 kcal),,"25,5",,"9,37",,"1,9",,"0,2",,"12,4",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
1781,Amandes Décortiquées 125 g - Le temps des saisons,3427290002106,E,,['Le temps des saisons'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['France'],['Amandes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,54 g,en quantité élevée,4.7 g,en quantité modérée,3.9 g,en faible quantité,0.03 g,en faible quantité,?,,605,-4%,2531 kj(605 kcal),-3%,54,+4%,"4,7",+17%,"4,9",-63%,"3,9",-0%,20,-11%,"0,03",+28%,"0,012",+28%,-4,,A,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,['Fruits à coque'],,,,,
1782,Amandes effilées - Aide culinaire - Le Temps des Saisons - 125g,3427290002113,E,"['Sachet', 'Plastique']",['Le Temps des Saisons'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Aides culinaires', 'Fruits à coques', 'Aides à la pâtisserie', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['France'],"['Amandes blanchies', 'effilées']",,[],1,56.5 g,en quantité élevée,4.4 g,en quantité modérée,4.2 g,en faible quantité,0.02 g,en faible quantité,2647,+3%,641,+2%,2647 kj(641 kcal),+1%,"56,5",+9%,"4,4",+9%,"4,2",-68%,"4,2",+7%,24,+7%,"0,02",-15%,"0,008",-15%,-4,,A,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,Amandes effilées,125 g,['France'],"['EMB 92002F', 'Antony (Hauts-de-Seine, France)']",['Franprix'],,,['Point Vert'],,,
1783,Amandes décortiquées grillées salées - Grignotage,3427290002120,E,,['Grignotage'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['France'],[],,[],,43 g,en quantité élevée,3.3 g,en quantité modérée,3.9 g,en faible quantité,1.6 g,en quantité élevée,?,,565,-10%,2364 kj(565 kcal),-10%,43,-17%,"3,3",-18%,14,+7%,"3,9",-0%,24,+7%,"1,6",+6738%,"0,64",+6738%,2,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,"['EMB 92002F', 'Antony (Hauts-de-Seine, France)']",,,,,,,
1784,Amandes Poudre - Le Temps des Saisons - 125g,3427290002137,E,"['sachet plastique', 'sous atmosphère protectrice']",['Le Temps des Saisons'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Farines', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Amandes', 'Fruits secs', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],['amandes blanchies en poudre'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,55 g,en quantité élevée,4.4 g,en quantité modérée,4.5 g,en faible quantité,0.03 g,en faible quantité,?,,634,+2%,2653 kj(634 kcal),+2%,55,+3%,"4,4",+4%,"4,7",-46%,"4,5",+7%,"25,1",+8%,"0,03",+16%,"0,012",+16%,-4,-172%,A,-172%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,amandes blanchies en poudre,125g,,"['EMB 92002F', 'Antony (Hauts-de-Seine, France)']",['Franprix'],,['États-Unis'],,,,
1785,Graines de sésame décortiquées - Le temps des saisons - 125g,3427290002168,D,"['Pensez au tri!', 'Film plastique + etiquette à jeter', 'Point vert', 'Atmosphère protectrice']",['Le temps des saisons'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame']",['France'],['Graines de sésame décortiquées'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,50 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0.03 g,en faible quantité,?,,594,+3%,2485 kj(594 kcal),+3%,50,+2%,7,-2%,12,+11%,0,-100%,18,-4%,"0,03",-39%,"0,012",-39%,8,-27%,C,-27%,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,,125 g,,"['EMB 92002F', 'Antony (Hauts-de-Seine, France)', 'EMB 14614', ""Sainte-Marguerite-d'Elle (Calvados, France)""]",,['Graines de sésame'],,,,,
