,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
84,Filet mignon fumé,2243745022113,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Poitrine crue fumée,2474915047296,['France'],[],[],?,312,1305 kj(312 kcal),28,"11,2",1,1,14,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Canelés de Bordeaux - La Vie Claire - 240g,3266191085708,['France'],[],[],?,274,1146 kj(274 kcal),"1,1","0,2",61,43,"5,1","0,09","0,036",240 g,['La Vie Claire'],,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",1.1 g,en faible quantité,0.2 g,en faible quantité,43 g,en quantité élevée,0.09 g,en faible quantité,,-4%,-4%,-61%,-84%,+2%,+2%,+16%,-28%,-28%,12,-5%,D,-5%,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,"['Bio', 'Fabriqué en France']",['La Vie Claire'],,,,,
87,Focacine goût pizza,5714484000474,['France'],[],[],?,457,1912 kj(457 kcal),16,"3,7",72,"3,7","3,5","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4 sauces gourmandes,31906173,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Steaks de dinde - La Vie Claire - x2,2369730001366,['France'],['Cuisse de dinde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,x2,['La Vie Claire'],,['Barquette'],,,1,B,"['Viandes', 'Volailles', 'Dindes']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen']",['La Vie Claire'],['France'],,,,
90,L' escalope Cordon bleu garnie au Comté et Bacon,2276738021381,['France'],[],[],?,139,582 kj(139 kcal),"3,7",2,"7,8",0,19,"0,82","0,328",,,,,,,,D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",3.7 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,0.82 g,en quantité modérée,,-37%,-37%,-69%,-37%,-44%,-100%,+44%,-37%,-37%,0,-100%,B,-100%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,"['Nutriscore', 'Nutriscore A']",,,,,,
91,Tournedos - Charal,0292451078121,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,17","0,068",,['Charal'],,,,,,,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,,,,,
92,Jambon cuit,0212503028478,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Jambon a l'ancienne cuisson vapeur,2252519016791,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Picard'],,,,,
94,Dahlia Tamarind,8888443160077,['France'],[],[],?,190,795 kj(190 kcal),"0,4","0,1",0,0,"2,5","4,34","1,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Flocon d'avoine bio,2884491017840,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,,,,,,,,,,,,,,,,,,,,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,['Bio'],,,,,,
96,Progel Black,5060197938178,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Dupuy,2692734020997,['France'],[],[],?,285,1192 kj(285 kcal),"23,2",8,"3,9","0,2","15,2","1,9","0,76",,,"['FR 81.003.003 CE', 'Alban (Tarn, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,
98,Préfou de Vendée au Comté - Sicard,3608737778888,['France'],[],[],?,331,1385 kj(331 kcal),17,9,"35,6",1,"9,4","1,1","0,44",,['Sicard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pâté de campagne,3760050308057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Préfou de Vendée au Comté - Sicard,3608737778888,['France'],[],[],?,331,1385 kj(331 kcal),17,9,"35,6",1,"9,4","1,1","0,44",,['Sicard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pâté de campagne,3760050308057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Gnocchi Bio,8601042001851,['France'],[],[],?,157,657 kj(157 kcal),"0,5","0,1",33,"0,1",5,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
103,Gignolet Kirsch,3363170000254,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Nos régions ont du talent,0208395029266,['France'],[],[],?,345,1443 kj(345 kcal),29,19,0,0,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,REDVINES Family Mix,0041364543963,['France'],[],[],?,333,1393 kj(333 kcal),0,0,"82,5","46,2",0,"0,132","0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Terrine pur porc aux myrtilles et à la bière,3582740000306,['France'],[],[],?,326,1364 kj(326 kcal),"30,2","9,7","0,4","0,1","12,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Filet de Maquereau fumé - 100g,8716789053978,['France'],[],[],?,348,1456 kj(348 kcal),30,"6,4","0,1",0,20,0,0,100 g,,['MSC-C-51328'],,,,,C,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'en:Filets de maquereau']",30 g,en quantité élevée,6.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+21%,+21%,+35%,+26%,-91%,-100%,+1%,-100%,-100%,5,-57%,C,-57%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,"['Pêche durable', 'Pêche durable MSC']",,,,,,
108,Purée de fruits 100 % pommes,3760216028454,['France'],[],[],?,57,238 kj(57 kcal),0,0,12,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Vénus,3760206804969,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CÖREK OTU graines de Nigelle - Marmara - 90g,4012625403643,['France'],[],[],?,?,,?,,?,,?,,,90 g,['Marmara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Harina de boletus boletus edulis para aromatizar - Frutobos,8428881840010,['France'],[],[],?,31,130 kj(31 kcal),"0,3","0,07",4,"0,5","1,8","0,013","0,005",,['Frutobos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Lupins,2600174014766,['France'],[],[],?,98,410 kj(98 kcal),2,"0,2","10,5","0,5","9,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Velouté potimarron aux cèpes,3700780202287,['France'],[],[],?,44,184 kj(44 kcal),"2,63","1,74","3,85","0,45","0,77","0,34","0,136",,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",2.63 g,en faible quantité,1.74 g,en quantité modérée,0.45 g,en faible quantité,0.34 g,en quantité modérée,,+13%,+13%,+71%,+187%,-19%,-76%,-10%,-47%,-47%,2,+49%,B,+49%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Point Vert'],,,,,,
114,La Bohème,3770012570057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jambon à l'ancienne,2602659024604,['France'],[],[],?,518,2167 kj(518 kcal),"3,33","1,7","0,5","0,5",23,"2,1","0,84",,,"['FR 80.798.003 CE', 'Villers-Bocage (Somme, France)']",,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.33 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,+241%,+240%,-46%,-29%,+1%,+3%,+3%,+8%,+8%,16,+64%,D,+64%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Picard'],,,,,
116,Le chevrot au lait cru sans sel ajouté,0202045032736,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Coulomier au lait cru,0210876024073,['France'],[],[],?,284,1188 kj(284 kcal),22,15,"0,5","0,4",21,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Diet Naturally Flavored Soda,0078000000757,"['France', 'États-Unis']","['Filtered carbonated water', 'citric acid', 'potassium citrate', 'potassium benzoate ', 'preservative', 'natural flavors', 'aspartame', 'acesulfame potassium', 'calcium disodium edta ', 'to protect flavor']",[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,032","0,013",,,,,"['E330 - Acide citrique', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,4,,"['Boissons', 'Boissons gazeuses', 'Sodas']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.0325 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+134%,+134%,0,-100%,B,-100%,,,,,,,,,,,,"Dr. Pepper/Seven Up, Inc.",,
119,Pasteis de natas,1000110003129,['France'],[],[],?,385,1611 kj(385 kcal),15,"8,2",56,31,"5,8",0,0,,,,,,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",15 g,en quantité modérée,8.2 g,en quantité élevée,31 g,en quantité élevée,0 g,en faible quantité,,+41%,+40%,+34%,+44%,+51%,+48%,+42%,-100%,-100%,18,+31%,D,+31%,,,,,,,,,,,,,,
120,Miel de châtaignier - Le Rucher du Petit Cabanon,3770010693024,['France'],[],[],?,?,,?,,?,,?,,,,['Le Rucher du Petit Cabanon'],,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
121,Pastilles miel gelée royal,3760125130828,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Chips,8405911119124,['France'],[],[],?,560,2343 kj(560 kcal),34,"2,7",50,"0,04",6,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Nutriscore']",,,,,,
123,Poichichade traditionnelle,3760208060325,['France'],[],[],?,190,795 kj(190 kcal),12,2,13,"0,5","6,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,
124,Pâté de campagne au bleu d'Auvergne,3417460100831,['France'],[],[],?,327,1368 kj(327 kcal),29,"9,6","0,6","0,5",16,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Caviar De Vanille Bourbon,0628586274754,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sitôt de vanille,3055150005273,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Vin rouge,3500610079351,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,
128,Special gunpowder,6922929524037,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Les émiettés thon,3269660018443,['France'],[],[],?,225,941 kj(225 kcal),18,"2,8","4,1","2,6",12,"1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Curaçao bleu - Monin,3052910015459,['France'],[],[],1328,318,1328 kj(318 kcal),0,0,"78,8","78,8",0,"0,03","0,012",,['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Plateau raclette,3449350002062,['France'],[],[],?,227,950 kj(227 kcal),"14,1","5,5","1,4","1,1","23,4","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Farci poitevin artisanal,0212454039752,['France'],[],[],?,127,531 kj(127 kcal),"9,3","3,48","5,8","3,7","3,95","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Honeyletter iftarlender love,4251564100026,['France'],[],[],?,392,1640 kj(392 kcal),13,"7,6",62,60,"3,7","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,
134,Coeur de noisette,3760299630223,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,
135,4003655313200,4003655313200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Assortiment chocolat,3110844866148,['France'],[],[],?,581,2431 kj(581 kcal),41,15,39,32,"10,6","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Edel-Salami mild geräuchert - Stockmeyer,8004225040287,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Stockmeyer'],,['Kunststoff'],,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis', 'en:Cut']",,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
138,Go Up,3352399000039,['France'],[],[],?,454,1900 kj(454 kcal),"22,6",4,54,36,10,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,
139,Assortiments tendres & moelleux,3760111200061,['France'],[],[],?,396,1657 kj(396 kcal),12,"2,9",63,45,"6,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
140,Infusion verveine degustation pour infusion - Gilbert,3439495207125,['France'],[],[],?,?,,?,,?,,?,,,,['Gilbert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2932387001531,2932387001531,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,FLEX,3352399000008,['France'],[],[],?,507,2121 kj(507 kcal),40,"4,2",23,15,11,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,
143,Chateau Pontet La Graviere,3557540000870,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Tarte bressanne pralines - Auchan,2030000023967,['France'],[],[],?,?,,?,,?,,?,,,,['Auchan'],,,,,,,"['Tartes', 'Tartes sucrées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
145,Sauce de truffe,8025386009234,['France'],[],[],?,356,1490 kj(356 kcal),36,"4,7","2,9","0,2","3,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Citronnade - Florette,10587621,['France'],[],[],?,29,121 kj(29 kcal),0,0,7,"6,4","0,1",0,0,,['Florette'],,,,,,,"['Boissons', 'Citronnades']",0 g,en faible quantité,0 g,en faible quantité,6.4 g,en quantité élevée,0 g,en faible quantité,,-9%,-11%,-100%,-100%,-13%,-15%,-22%,-100%,-100%,10,-1%,E,-1%,,,,,,,,,,,,,,
147,Curry de lentilles corail,3770013019203,['France'],[],[],?,342,1431 kj(342 kcal),"5,6","4,64","48,7",10,"19,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Fabriqué en France']",,,,,,
148,Demi baguette 125gr,0215016001976,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,La Tour de Gatigne,3760180810147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Capitaine Roger's,0657968187887,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,8424893500904,8424893500904,['France'],[],[],?,0,0 kj(0 kcal),"2,9","1,6",17,16,"4,5","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Amaretto - Vedrenne,3376370094718,['France'],[],[],?,348,1456 kj(348 kcal),0,0,87,61,0,0,0,,['Vedrenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Miau Fideuá,8410924171106,['France'],[],[],?,349,1460 kj(349 kcal),"1,5","0,3",70,"2,9",12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Zanahoria mini pelada lista para comer,8413030001770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Domaine de la Morandière,3512678108751,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['France'],,,,
156,Turron Ecologico - Vicens,8410495001499,['France'],[],[],?,521,2180 kj(521 kcal),27,27,50,47,11,"0,08","0,032",,['Vicens'],,,,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",27 g,en quantité élevée,27 g,en quantité élevée,47 g,en quantité élevée,0.08 g,en faible quantité,,-0%,-0%,-14%,+411%,+11%,+22%,-8%,+24%,+24%,26,+58%,E,+58%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['Bio'],,,,,,
157,Asda,5057172099467,['France'],[],[],?,?,,?,,?,,?,,,,['Asda'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Terrine de Campagne rotie - Tallec,3268680010215,['France'],[],[],?,358,1498 kj(358 kcal),33,15,"2,3","1,2",13,"1,7","0,68",,['Tallec'],,,,,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",33 g,en quantité élevée,15 g,en quantité élevée,1.2 g,en faible quantité,1.7 g,en quantité élevée,,+11%,+11%,+17%,+39%,+0%,+38%,-7%,+6%,+6%,21,+8%,E,+8%,,,,,,,,,,,,,,
159,Nuggets de Poulet,3230890002953,['France'],[],[],?,245,1025 kj(245 kcal),14,"3,1",17,1,12,"1,3","0,52",,,,,,,,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",14 g,en quantité modérée,3.1 g,en quantité modérée,1 g,en faible quantité,1.3 g,en quantité modérée,,+9%,+10%,+25%,+55%,+1%,-24%,-6%,+11%,+11%,11,+200%,D,+200%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,
160,Calvados -,3255923207013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Alcools forts', 'Eaux-de-vie', 'Vins français', 'Eaux-de-vie françaises', 'Calvados', ""Calvados Pays d'Auge""]",,,,,,,,,,,,,,,,,,,,,,,0.0%,42.1%,42.8%,11.4%,3.6%,0.0%,58,,,['France'],,,,
161,Torrone,8009973104205,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,,,,,,,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
162,Funghi porcini secchi,8001823000668,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,['Pacchetto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Pruneau,3760052695247,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",,,,,,,,,,,,,,,,,,,,,,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
164,Fuet Ecològic Salgot,8414620095643,['France'],[],[],?,425,1778 kj(425 kcal),32,12,"1,5","0,5",33,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Moulin Spécial Grillades,3183811059348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Bebida Energética Carbonatada. Con Taurina Cafeína Y Vitaminas.,8480000282668,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,4","11,4",0,"0,2","0,08",,,,,,,,,"['Boissons', 'Boissons énergisantes']",0 g,en faible quantité,0 g,en faible quantité,11.4 g,en quantité élevée,0.2 g,en quantité modérée,,+33%,+35%,-100%,-100%,+42%,+57%,-100%,+74%,+74%,15,+39%,E,+39%,,,,,,,,,,,,,,
167,Delaviuda Bonbones (11.4 Oz. ),0638564604657,['France'],[],[],?,577,2414 kj(577 kcal),15,9,"53,6","47,8",6,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5 côtes échine - Carrefour,0209970050514,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
169,Queso de mezcla tierno - superSol - 250g,8430803026952,['France'],[],[],?,392,1640 kj(392 kcal),33,"22,7",2,"1,4","21,7","1,45","0,58",250 g,['superSol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Gorgonzola mascarpone,2200808027553,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",,,,,,,,,,,,,,,,,,,,,,,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,
171,Eclairs cafe - 100g,0204766019614,['France'],[],[],?,?,,?,,?,,?,,,100 g,,,,,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,,,,,,,,,,,,,,,,,,,,,,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,
172,Fourme d'ambert  AOP - Monoprix,2200144022564,['France'],[],[],?,?,,?,,?,,?,,,,['Monoprix'],"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Monoprix'],,,,,
173,Mezcal joven,0669854000118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
