,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
856,Organic Whole Kernel Corn - Organics,0079893407654,"['France', 'États-Unis']","['Organic corn', 'water']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,48,201 kj(48 kcal),"0,4",0,"7,2","1,6","0,8","0,02","0,008",,['Organics'],,,,,1,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",0.4 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0.02 g,en faible quantité,,+4%,+6%,-24%,-100%,+23%,-34%,-62%,-97%,-97%,-5,,A,,,,,,,,,['Bio'],,,,Glencourt Inc.,,
857,Morceaux choisis de poulet,0212335056618,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,
858,Psyllium blond BIO,0701197960152,['France'],[],[],?,185,774 kj(185 kcal),"0,2",0,"0,1",0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Sans additifs']",,,,,,
859,Welber,3273570003543,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Choux farcie - Saveurs des mauges,990530101010483457,['France'],[],[],?,166,695 kj(166 kcal),13,"4,9","3,6","1,2","8,5","1,6","0,64",,['Saveurs des mauges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Kirkland Sweet Mesquite Seasoning,0096619292776,['France'],[],[],?,100,418 kj(100 kcal),0,0,0,0,0,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Amio Petites lentilles vertes,8058774730175,['France'],[],[],?,321,1343 kj(321 kcal),"1,4","0,3",43,"1,3",26,"0,01","0,004",,['Amio'],,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",1.4 g,en faible quantité,0.3 g,en faible quantité,1.3 g,en faible quantité,0.01 g,en faible quantité,,+11%,+10%,+4%,+39%,+11%,-2%,+18%,-93%,-93%,-6,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,
863,Sablés au beurre et pépites de chocolat,3770006856495,['France'],[],[],?,495,2071 kj(495 kcal),23,15,61,26,9,"0,56","0,224",,,,,,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",23 g,en quantité élevée,15 g,en quantité élevée,26 g,en quantité élevée,0.56 g,en quantité modérée,,+1%,+1%,+0%,+4%,-4%,+2%,+39%,-16%,-16%,23,-0%,E,-0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['Bio', 'Bio européen']",,,,,,
864,Fromage de chèvre à tartiner - Petit billy - 500g,3273220012765,['France'],[],[],?,180,753 kj(180 kcal),14,"10,8","2,5","2,5",11,1,"0,4",500g,['Petit billy'],"['FR 35.207.002 CE', 'Noyal-sur-Vilaine (Ille-et-Vilaine, France)']",['Frais'],,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",14 g,en quantité modérée,10.8 g,en quantité élevée,2.5 g,en faible quantité,1 g,en quantité modérée,,-23%,-23%,-33%,-23%,-26%,-16%,+31%,-15%,-15%,11,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
865,Gouda Holland Moulin d'or,0239920015225,['France'],[],[],?,364,1523 kj(364 kcal),30,21,"0,5","0,5",23,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Tonic'Barre figues - MelTonic - 5x 25g,3760115090248,['France'],[],[],?,371,1552 kj(371 kcal),"9,6","1,3","61,7","54,7",6,"0,075","0,03",5 x 25 g,['MelTonic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Boudin blanc roya,3347182313656,['France'],[],[],?,273,1142 kj(273 kcal),23,10,"5,6","2,1",11,"2,2","0,88",,,,,,,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",23 g,en quantité élevée,10 g,en quantité élevée,2.1 g,en faible quantité,2.2 g,en quantité élevée,,+12%,+12%,+14%,+28%,+30%,+7%,+7%,+48%,+48%,21,+31%,E,+31%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,
868,Chicken wings,4260174653723,['France'],[],[],?,839,3510 kj(839 kcal),13,"3,7","0,5","0,5",25,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Snackitos,3324321360108,['France'],[],[],?,533,2230 kj(533 kcal),"32,8","4,2","52,4",11,"5,4","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Boudin blanc a la truffe - 4x 100g,3347182314158,['France'],[],[],?,237,992 kj(237 kcal),19,"8,5","5,6","2,1",11,"2,2","0,88",4 x 100 g,,"['EMB 49215', 'Montreuil-Bellay (Maine-et-Loire, France)', 'FR 49.215.004 CE', 'Montreuil-Bellay (Maine-et-Loire, France)']",,,,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",19 g,en quantité modérée,8.5 g,en quantité élevée,2.1 g,en faible quantité,2.2 g,en quantité élevée,,-2%,-3%,-6%,+9%,+30%,+7%,+7%,+48%,+48%,19,+19%,E,+19%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,
871,Coeurs d'artichauts - 330g,3760061027381,['France'],[],[],?,25,105 kj(25 kcal),"0,5",0,"4,81","1,25","1,59","0,75","0,3",330 g,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",0.5 g,en faible quantité,0 g,en faible quantité,1.25 g,en faible quantité,0.75 g,en quantité modérée,,-50%,-49%,-71%,-100%,+5%,+2%,-9%,-13%,-13%,-2,,A,,,,,,,,,['Bio'],,,,,,
872,Mousse de canard,0209846006898,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",,,,,,,,,,,,,,,,,,,,,,,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,,,,,
873,Saussice de Toulouse,2434679043750,['France'],[],[],?,157,657 kj(157 kcal),10,"4,1","2,1","0,9",19,"1,8","0,72",,,"['FR 31.516.009 CE', 'Saint-Sauveur (Haute-Garonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Mousse de foies de volaille aux champignons,3496791103186,['France'],[],[],?,375,1569 kj(375 kcal),35,14,"3,3","2,7","7,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Mix porridge chanvre,3664037005284,['France'],[],[],?,378,1582 kj(378 kcal),"6,3","0,9",63,"8,6",13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans sucre ajouté']",,,,,,
876,Agnolotti viande - Metro Chef - 1kg,3439496620053,['France'],[],[],?,255,1067 kj(255 kcal),"8,8","4,2",30,"0,9",14,"1,1","0,44",1 kg,['Metro Chef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,
877,On veut un teint de poupée,3760091871916,['France'],[],[],?,294,1230 kj(294 kcal),"1,6","1,2","34,6","20,8","6,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Piémontaise au jambon Supérieur,2253069019744,['France'],[],[],?,177,741 kj(177 kcal),14,"1,3","7,9","0,8","4,1","1,1","0,44",,,,,,,,C,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",14 g,en quantité modérée,1.3 g,en faible quantité,0.8 g,en faible quantité,1.1 g,en quantité modérée,,+18%,+19%,+31%,+26%,-5%,+11%,+0%,+10%,+10%,5,+49%,C,+49%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,"['Viande Française', 'Viande Porcine Française']",,,,,,
879,Azeite Serrata Tradicional,5601941000514,['France'],[],[],?,819,3427 kj(819 kcal),91,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Campagnette Pure Canne Triathlon de Bourg-en-Bresse - 75cl,3770009189101,['France'],"['eau gazéifiée', 'sucre de canne', 'acide citrique', 'extrait de citron de Menton']",[],?,?,,?,,?,,?,,,75 cl,['Campagnette'],,['Bouteille en verre'],['E330 - Acide citrique'],,3,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', ""Fabriqué dans l'Ain""]",,,,,Limonade Artisanale BIO,
881,Escalopes de dinde - Monoprix,2201258044800,['France'],[],[],?,114,477 kj(114 kcal),2,"0,7",0,0,25,"0,1","0,04",,['Monoprix'],"['FR 72.175.001 CE', 'Luché-Pringé (Sarthe, France)']",,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,-5%,+52%,+74%,-100%,-100%,+9%,-82%,-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Bleu Blanc Cœur'],['Monoprix'],,,,,
882,Colfiorito,,['France'],[],[],?,22,92 kj(22 kcal),0,0,"3,8","3,6",1,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Domaine de bresse,2488025015151,['France'],[],[],?,434,1816 kj(434 kcal),42,29,1,"0,5",13,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Peppermint Bark - 625g,2685225000004,['France'],[],[],?,508,2125 kj(508 kcal),30,18,54,53,4,"0,032","0,013",625 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Djej,0214532001132,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Mini edelmarzipan-brote - 25g,20195663,['France'],[],[],?,484,2025 kj(484 kcal),"28,5","6,5","43,6","42,9","9,8","0,01","0,004",25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2019 de la Société Allemande d'Agriculture""]",,,,,,
887,Filets de maquereau fumé,2416763028805,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 94.022.003 CE', 'Choisy-le-Roi (Val-de-Marne, France)']",,,,,C,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'en:Filets de maquereau']",,,,,,,,,,,,,,,,,,,,,,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,"['Pêche durable', 'Pêche durable MSC']",,,,,,
888,Truffes fantaisie - Mathez,3481290037360,['France'],[],[],?,590,2469 kj(590 kcal),44,37,43,41,"3,9","0,2","0,08",,['Mathez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Jambon sec supérieur Calixte,0210748013587,['France'],[],[],?,274,1146 kj(274 kcal),18,"7,5",1,"0,5",27,"5,9","2,36",,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",18 g,en quantité modérée,7.5 g,en quantité élevée,0.5 g,en faible quantité,5.9 g,en quantité élevée,,+17%,+17%,+41%,+54%,+70%,+33%,-7%,+18%,+18%,20,+20%,E,+20%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
890,Rillettes d esturgeon fumé,3760115030190,['France'],[],[],?,183,766 kj(183 kcal),"11,8","5,7","3,7","1,06","12,2","0,1","0,04",,,,,,,,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', ""Rillettes d'esturgeon""]",11.8 g,en quantité modérée,5.7 g,en quantité élevée,1.06 g,en faible quantité,0.1 g,en faible quantité,,-22%,-22%,-32%,-20%,-20%,-2%,-8%,-92%,-92%,2,-84%,B,-84%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,
891,Petits coraya,4858184016364,['France'],[],[],?,112,469 kj(112 kcal),"4,2","0,3",10,"2,3","8,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Jambon superieur - Auchan,2600476037593,['France'],[],[],?,191,799 kj(191 kcal),11,"3,8","0,6","0,6",22,"1,8","0,72",,['Auchan'],"['FR 71.076.001 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",['Auchan'],,,,,
893,Emietté de Truite,3760024900249,['France'],[],[],?,221,925 kj(221 kcal),19,2,"0,5","0,5",13,"1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,La Laguna De Fuente De Piedra - Vidueña Olivenöl,8437000776086,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Patate,3760120450037,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Éclair parfum chocolat x2,90010047375684,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,
897,Dos de colin lieu,5740301167600,['France'],[],[],?,77,322 kj(77 kcal),"0,4","0,2",0,0,18,"0,2","0,08",,,['MSC-C-50920'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,
898,Yaourt K-Philus Chèvre,3426319100007,['France'],[],[],?,55,230 kj(55 kcal),"3,2","2,1","3,6","2,9",3,"0,1","0,04",,,"['FR 78.615.001 CE', 'Thiverval-Grignon (Yvelines, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Petits pois tres fins - Erntekrone - 280g,20250614,"['France', 'Allemagne']",[],[],?,71,297 kj(71 kcal),"1,1","0,3","5,3","2,2","5,2","0,46","0,184",280g,['Erntekrone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Petits pois tres fins - Erntekrone - 280g,20250614,"['France', 'Allemagne']",[],[],?,71,297 kj(71 kcal),"1,1","0,3","5,3","2,2","5,2","0,46","0,184",280g,['Erntekrone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Saumon fumé,3937610071793,['France'],[],[],?,828,3464 kj(828 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",,,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+348%,+348%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,22,+68%,E,+68%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
902,Mini beignets fourrés aux pommes,0200069016404,['France'],[],[],?,328,1372 kj(328 kcal),17,"7,8",38,11,"5,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
903,Mimolette,2259797016192,['France'],[],[],?,325,1360 kj(325 kcal),25,18,0,0,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Point Vert', 'Fabriqué en France']",,,,,,
904,Fromage de montagne,2246061024403,['France'],[],[],?,313,1310 kj(313 kcal),25,14,"1,6","0,1",20,"0,8","0,32",,,"['FR 43.007.001 CE', 'Araules (Haute-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Colvert de Noël,3353830002087,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Musculine de l'abbaye des Dombes - 700g,3700225900211,['France'],[],[],?,336,1406 kj(336 kcal),"1,7","0,7","68,4","62,6","15,4","0,03","0,012",700 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Lambrusco rosso dell emilia,8000768901306,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Poudre d'amande avec peau,57986395,['France'],[],[],?,590,2469 kj(590 kcal),25,"3,9",19,"4,6",21,"0,05","0,02",,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",25 g,en quantité élevée,3.9 g,en quantité modérée,4.6 g,en faible quantité,0.05 g,en faible quantité,,-5%,-5%,-53%,-8%,+119%,+9%,-9%,+93%,+93%,11,+97%,D,+97%,,,,,,,,,,,,,,
909,Salade de Museau de Boeuf,2426937031357,['France'],[],[],?,187,782 kj(187 kcal),16,"3,8","0,5","0,5","9,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Cumin moulu - Haudecoeur - 250g,3276650131112,['France'],[],[],?,?,,?,,?,,?,,,250 g,"['Haudecoeur', 'Samia']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Pain choco - Leclerc - 650g,0218074035754,['France'],[],[],?,?,,?,,?,,?,,,650 g,['Leclerc'],,['Plastique'],,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,['Leclerc'],,,,pains au chocolat,
912,Filet de poulet,2107402003580,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
913,Miel,3770008650190,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Filet de thon à l'huile d'olive bio,5604450910022,['France'],[],[],?,158,661 kj(158 kcal),"4,9","0,97",1,"0,5","28,4","1,5","0,6",,,,,,,,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",4.9 g,en quantité modérée,0.97 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-38%,-37%,-72%,-68%,+295%,+376%,+20%,+54%,+54%,2,-63%,B,-63%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,['Bio'],,,,,,
915,Elixir D'anvers 37.5° 70 CL,5410838000021,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Marquis de mons,3760113521492,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Chou fleur sauce au fromage - Bofrost,69021145,['France'],[],[],?,104,435 kj(104 kcal),"6,8","2,7","5,1","2,3","4,7","0,45","0,18",,['Bofrost'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Coquille tricolores,3760150334963,['France'],[],[],?,333,1393 kj(333 kcal),"2,3","0,6","62,8","1,9","13,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,
919,Volpina,8034013023338,['France'],[],[],?,34,142 kj(34 kcal),6,5,8,2,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Tournedos de magret du sud Ouest - Nos régions ont du talent - 280g,3564709170282,['France'],[],[],?,309,1293 kj(309 kcal),26,"9,7","0,8","0,8","0,2","0,2","0,08",280 g,['Nos régions ont du talent'],,,,,,E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",26 g,en quantité élevée,9.7 g,en quantité élevée,0.8 g,en faible quantité,0.2 g,en faible quantité,,-9%,-9%,-11%,-3%,-36%,+19%,-99%,-88%,-88%,12,-35%,D,-35%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,
921,Roasted Red Peppers,5060050986674,['France'],[],[],?,26,109 kj(26 kcal),"0,5",0,"5,1","3,2",1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
922,Flageolets vert extra fin - Leader Price,3263851355515,['France'],[],[],?,107,448 kj(107 kcal),5,"0,1",12,"0,7","4,8","0,85","0,34",,['Leader Price'],"['EMB 56251E', 'Theix (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],['Leader Price'],,,,,
923,Saucisses lentilles - Auchan,3254560463455,['France'],[],[],?,104,435 kj(104 kcal),"4,7","1,7","7,6","0,8","6,7",1,"0,4",,['Auchan'],"['EMB 56251E', 'Theix (Morbihan, France)']",,,,,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",4.7 g,en quantité modérée,1.7 g,en quantité modérée,0.8 g,en faible quantité,1 g,en quantité modérée,,-25%,-24%,-29%,-31%,-5%,-1%,-17%,+6%,+6%,2,+12%,B,+12%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,['Fabriqué en France'],['Auchan'],,,,,
924,Mozzarella - Eden Gourmet,3760059040842,['France'],[],[],?,231,967 kj(231 kcal),17,12,"0,5","0,5",19,"1,2","0,48",,['Eden Gourmet'],,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",17 g,en quantité modérée,12 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,-11%,-10%,-18%,-14%,-51%,-34%,+13%,+78%,+78%,12,+18%,D,+18%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
925,Assortiments pâte à choux,0200160016402,['France'],[],[],?,304,1272 kj(304 kcal),11,"4,8",45,30,"5,5","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Torta de barros elaborada con leche cruda de oveja,8437009238035,['France'],[],[],?,341,1427 kj(341 kcal),"28,36","20,46","2,79",1,"18,6","1,11","0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Glace,3557340011311,['France'],[],[],?,141,590 kj(141 kcal),"2,6","1,8","26,9","25,78","2,5","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Crème d'Ipomée,6111021017503,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Meule du fromager du Doubs,2469600019290,['France'],[],[],?,428,1791 kj(428 kcal),35,24,"1,2","0,5",27,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Poivre noir,2256493472932,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,100% Whey Protein Professional,5999100005228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Comino molido bio - Ducros,3166296211722,['France'],[],[],?,?,,?,,?,,?,,,,['Ducros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
933,Oswald Aroma Mix,7610703036591,['France'],[],[],?,185,774 kj(185 kcal),"2,1",0,39,18,"1,8","0,5","0,2",,['Oswald'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Chiles Chipotles Adobados Enteros Lata,7501031900022,['France'],[],[],?,81,339 kj(81 kcal),1,0,17,14,1,"0,854","0,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Protein muffin,5600499519455,['France'],[],[],?,304,1272 kj(304 kcal),17,"3,1",31,3,12,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
