,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
1546,Huile d’olive vierge extra,2006050010097,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",['France'],[],[],91 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,823,-3%,3443 kj(823 kcal),-3%,91,-4%,15,+9%,0,,0,,0,,0,,0,,7,+15%,C,+15%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
1547,8718481352496,8718481352496,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Chili & Garlic flavoured oil,5407003033045,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Épeautre noisette - Bjorg,3229820800967,,,['Bjorg'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",['France'],"['Eau', 'épeautre* 7%', 'riz*', '6%', 'pâte de noisette* 3%', 'avoine* 2,2%', 'huile de tournesol* pressée à froid', 'algue marine Lithothamnium calcareum 0,4%', ""sel marin Peut contenir des traces de soja et d'autres fruits à coque"", 'Ingrédients biologiques,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3.2 g,en quantité modérée,0.3 g,en faible quantité,5.4 g,en quantité modérée,,,?,,72,+80%,301 kj(72 kcal),+79%,"3,2",+977%,"0,3",+415%,10,+19%,"5,4",-27%,"0,7",+81%,,,,,,,,,,,,,,,,,,['Bio'],,,,"['Gluten', 'Avoine', 'Soja']",3,,,,,,,
1550,Munsbit,1804665420000,,,,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,23,,"3,7",,23,,19,,16,,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Palets bretons - Nature Bio,3257986798606,C,,['Nature Bio'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],26 g,en quantité élevée,17 g,en quantité élevée,27 g,en quantité élevée,0.94 g,en quantité modérée,?,,514,+8%,2151 kj(514 kcal),+8%,26,+25%,17,+68%,62,-3%,27,-8%,7,+8%,"0,94",+60%,"0,376",+60%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Bio', 'Nutriscore', 'Nutriscore E']",,,,,,,,,,,,
1552,Chips nature - Brets,3497917002536,,,['Brets'],,['France'],[],[],,,,,,,,,?,,557,,2330 kj(557 kcal),,37,,3,,48,,"0,4",,"5,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Pate brisee - Leaderprice,3263859464899,,,['Leaderprice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",['France'],[],[],22 g,en quantité élevée,11 g,en quantité élevée,3.3 g,en faible quantité,1.1 g,en quantité modérée,?,,383,+2%,1602 kj(383 kcal),+1%,22,+13%,11,+12%,40,-6%,"3,3",+43%,"5,5",-8%,"1,1",+7%,"0,44",+7%,18,+12%,D,+12%,,,,,,,,,,,,,,,,,,,,,,
1554,Cereali G - Galbusera,8002190006512,,,['Galbusera'],,"['France', 'Italie']",[],[],,,,,,,,,?,,471,,1971 kj(471 kcal),,"20,5",,2,,"57,9",,15,,"9,6",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Nacho & paprika mix - Snacks of The World,8711299020663,,,['Snacks of The World'],,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,"19,9",,"2,5",,"60,5",,"4,1",,"8,6",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Granola cookies maxi format: gros éclats de chocolat - 276g,2627300689124,,276g,,,['France'],"['farine de blé', 'chocolat', 'dextrose', 'beurre de cacao', 'émulsifiant', 'huile de palme', 'sucre', 'poudre à lever', 'sel', 'colorant', 'arôme']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,504,,2109 kj(504 kcal),,26,,14,,61,,36,,"4,5",,"1,05",,"0,42",,,,,,,,,,,,,,,,,,,['Gluten'],4,,,,,,['Huile de palme'],
1557,segreto du bellezza crème universelle NAE - N.A.E. - 1,3178041339926,,1,['N.A.E.'],['Produit de beauté'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Boite'],,,,,,,,,,,,,
1558,Dop - 400ml,3600550937374,,400ml,['Dop'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Plastique'],,,,,,,,,,,,,
1559,Vin rouge - La Villageoise,3175520036055,,,['La Villageoise'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Pistachios - Wonderful - 250g,0014113911672,D,250g,['Wonderful'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Apéritif', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pistaches', 'Pistaches grillées', 'Fruits à coque salés', 'Pistaches salées', 'Aliments à base de plantes séchés']","['Belgique', 'France']","['Pistaches', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",46 g,en quantité élevée,5.6 g,en quantité élevée,7.8 g,en quantité modérée,1.3 g,en quantité modérée,?,,590,-3%,2469 kj(590 kcal),-2%,46,-7%,"5,6",-20%,"27,7",+101%,"7,8",+14%,"21,4",-6%,"1,3",-2%,"0,52",-2%,8,+32%,C,+32%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,Pistaches grillées salées,['Sachet plastique'],,,,,['Fruits à coque'],3,,,,['États-Unis'],,,
1561,Plain bagels - Marks & Spencer,00192927,B,,['Marks & Spencer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bagel']",['France'],"['Lait écrémé ? Framboises 23%', ' Eau ? Sucre ? Crème à fouetter ', 'Lait', ' ', '5%', ' ? Fécule de maïs ? Gélatine de bœuf ? Gélifian : Pectines Ossues de fruits', ' ? Arôme vanille ? Jus de citron concentré', ' Pour les allergènes', 'voir les ingrédients indiqués en gras', ' Ne convient pas aux personnes allergiques aux arachides et fruits à coque en raison des méthodes de fabrication utilisées', ' Ce produit contient 65% de matière grasse en moins que la panna cotta aux framboises']",['Non végétalien'],1.6 g,en faible quantité,0.2 g,en faible quantité,5.9 g,en quantité modérée,0.85 g,en quantité modérée,?,,262,-4%,1096 kj(262 kcal),-5%,"1,6",-55%,"0,2",-72%,"49,3",+2%,"5,9",+8%,"10,9",+11%,"0,85",-3%,"0,34",-3%,-1,-148%,A,-148%,54.4%,24.1%,13.6%,6.9%,1.0%,0.0%,94,,,,,,['Marks & Spencer'],['Lait'],4,,,['E440 - Pectines'],,,,
1562,"HUNTS Original BBQ Sauce, 18 OZ - Hunt's - 1",0027000609019,,1,"[""Hunt's""]","['Epicerie', 'Sauces']","['Barbade', 'France', 'Espagne', 'États-Unis']","['tomato juice from concentrate ', 'water', 'tomato paste', 'corn syrup', 'high fructose corn syrup', 'distilled vinegar', 'molasses', 'salt', 'mustard bran', 'tomato fiber', 'natural flavors including smoke', 'spices including paprika', 'guar gum', 'pectin', 'carob bean gum', 'citric acid,']",[],0 g,en faible quantité,0 g,en faible quantité,30.6 g,en quantité élevée,1.6 g,en quantité élevée,?,,167,-30%,699 kj(167 kcal),-29%,0,-100%,0,-100%,"44,44",+348%,"30,56",+373%,0,-100%,"1,598",-34%,"0,639",-34%,13,+12%,D,+12%,,,,,,,,,,,,,,,4,,,"['E412 - Gomme de guar', 'E440 - Pectines', 'E410 - Gomme de caroube', 'E330 - Acide citrique']",,,,Conagra Brands
1563,Muesli - Bobs Red Mill - 510g,0039978341037,A,510 g,['Bobs Red Mill'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['France'],"['grains entiers de blé ', '22,8%', 'dattes', 'graines de tournesol', 'raisins ', 'raisins', 'huile de tournesol', 'grains entiers de seigle ', '11,44%', 'orge ', '11,44%', ""grains entiers d'avoine "", '7,63%', 'grains entiers de triticale ', 'blé', ' ', '7,63%', 'amandes', 'graines de lin', 'noix']",[],8.6 g,en quantité modérée,1.2 g,en faible quantité,14 g,en quantité élevée,0.2 g,en faible quantité,?,,239,-40%,1000 kj(239 kcal),-40%,"8,6",-19%,"1,2",-56%,22,-64%,14,-22%,13,+36%,"0,2",+38%,"0,08",+38%,-4,-217%,A,-217%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['sac pkastique'],['K Pareve'],"[""Bob's Red Mill Natural Foods"", 'inc.', '13521 SE Pheasant Court', 'Milwaukie', 'Oregon', '97222', 'U.S.A']",,['Noz'],"['Gluten', 'Fruits à coque']",3,,,,['États-Unis'],,,
1564,Tiptree' Orange Medium Cut Marmelade  - 340g e,0043647380012,B,340 g e,"['Tiptree', 'Wilkin & Sons', 'Wilkin & Sons Ltd.']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]","['France', 'Suisse', 'Royaume-Uni']","['Sucre', 'oranges de Séville ', '45 g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,67 g,en quantité élevée,0 g,en faible quantité,1139,+16%,?,,1139 kj(272 kcal),+13%,0,-100%,~ 0,-100%,67,+13%,67,+18%,0,-100%,~ 0,-100%,0,-100%,12,-1%,D,-1%,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,"['Bocal', 'Pot', 'Verre', 'métal']",['Point Vert'],"['Angleterre', 'Royaume-Uni']",,,,3,,,,,,,
1565,Activia saveurs coco - Danone - 650g,0056800868098,B,650 g,"['Danone', 'Activia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la noix de coco']","['Canada', 'France']",[],[],3.43 g,en quantité modérée,2 g,en quantité modérée,10.3 g,en quantité modérée,0.107 g,en faible quantité,?,,97.142857142857,-17%,406 kj(97 kcal),-19%,"3,429",-44%,2,-52%,"12,571",+1%,"10,286",-11%,4,+21%,"0,107",-6%,"0,043",-6%,2,-61%,B,-61%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,Yogourt probiotique à la noix de coco,"['Pot', 'Frais', 'Plastique']",,,,['Metro'],,,,,,['Canada'],http://www.danone.ca/fr/produits/activia,,
1566,Super Soft White Medium Sliced - Marks & Spencer - 365g,00580304,B,365 g,['Marks & Spencer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['France'],"['Farine de blé contient du gluten ', 'farine de blé', 'carbonate de calcium', 'fer', 'niacine et de la thiamine', ' • eau • levure ', 'levure - levure de vitamine D', ' • fibre de chicorée • blé fermenté séché ', 'contient du gluten', ' • Sel • Farine de soja • Huile de palme • Huile de palme fractionnée • Farine de blé ', 'contient du gluten', ' • Huile de colza • Farine de blé malté ', 'contient du gluten', ' • Agent de traitement de la farine : acide ascorbique']",['Huile de palme'],2.1 g,en faible quantité,0.55 g,en faible quantité,5.7 g,en quantité modérée,1.03 g,en quantité modérée,?,,235,-12%,983 kj(235 kcal),-12%,"2,1",-53%,"0,55",-15%,"43,9",-4%,"5,7",+9%,"8,7",+3%,"1,03",-10%,"0,412",-10%,-1,-169%,A,-169%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,Pain de mie blanc tranché - Super Soft White Medium Sliced,"['Sachet', 'Plastique']","['Riche en fibres', 'Source de vitamine D']",,,['Marks & Spencer'],"['Gluten', 'Soja']",3,,,['E300 - Acide ascorbique'],,,['Huile de palme'],
1567,Dark chocolate chip oat biscuits - nairns - 200g,0061232202556,D,200 g,['Nairns'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Royaume-Uni']","['wholegrain oats ', '59%', 'dark chocolate chips ', '9% ', ' ', 'sugar', 'cocoa mass', 'cocoa butter', 'emulsifier: soya lecithin', 'natural vanilla flavouring', 'sustainable palm fruit oil', 'demerara sugar', 'dark chocolate powder ', '5%', ' ', 'sugar', 'cocoa mass', 'fat reduced cocoa powder', 'dietary fibre ', 'inulin', 'partially inverted refiners syrup', 'lyles golden syrup', 'potato starch', 'barley malt syrup', 'raising agents ', 'ammonium bicarbonate', 'sodium bicarbonate', 'sea salt', 'natural flavouring']","['Huile de palme', 'Végétarien']",1.7 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en faible quantité,,,?,,45,-91%,188 kj(45 kcal),-91%,"1,7",-92%,"0,8",-92%,"6,4",-90%,"1,9",-94%,"0,8",-88%,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['cardboard box', 'plastic wraper', 'card-box']","['Végétarien', 'en:Verified']",['Scotland'],,"['Co-op', 'Waitrose']","['Gluten', 'Avoine', 'Soja']",4,,,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,
1568,Beurre D'arachide (naturel) - Kraft - 750g,0068100084665,C,750 g,['Kraft'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']","['Canada', 'France']","['Kraft Solidi01t', ' litsC1jscc kraftcanadò', 'com CillfES']",[],46.7 g,en quantité élevée,6.67 g,en quantité élevée,6.67 g,en quantité modérée,0.0169 g,en faible quantité,?,,600,0%,2510 kj(600 kcal),+0%,"46,7",-3%,"6,67",-20%,20,+39%,"6,67",+5%,"26,7",+9%,"0,017",-97%,"0,007",-97%,-1,-109%,A,-109%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,peanut butter,"['Plastic jar', 'Plastic']","['Peu ou pas de sel', 'Sans sel ajouté', 'Sans sucre ajouté']",,,['Superstore'],['en:CONTAINS: PEANUT.'],,,,,,,,
1569,Marks & Spencer   Chicken Saag Masala - 400g,00647434,,400g,['Marks & Spencer'],['en:Chicken breast curry with tomato & spinach sauce'],"['République tchèque', 'France', 'Royaume-Uni']","['Poulet mariné cuit ', '40%', ' - Épinards ', '18%', ' - Oignons · Tomates ', '12%', ' ', ""contiennent Correcteur d'acidité : Acide citrique"", "" Lait fermenté · Crème légère · Huile de colza - Concentré de tomate - Purée d'ail · Purée de gingembre Coriandre - Sel - Graines de cumin - Purée de piments verts Coriandre moulue Masala tandoori - Cumin moulu - Colorant : Extrait de paprika Poudre de piment - Fenugrec moulu - Curcuma moulu - Garam masala · Paprika moulu · Extrait de piment"", ' Poulet mariné cuit contient Poulet ', '87%', "" Huile de colza Lait fermenté à faible teneur en matières grasses Crème légère Jus de citron Fécule de mais Sel Concentré de tomate - Purée de gingembre Purée d'ail - Coriandre - Coriandre moulue Garam masala du Pendjab "", 'Cardamome nolre gritiée Corlandre gritée - Cumin grille Polvre noir Cannelle Macis - Cardamome verte grillée - Gingembre - Graines de fenouil - Clous de girofle Noix de muscade Feuilles de laurier', ' Paprika fumé moulu - Curcuma moulu', ' Assaisonnement masala tandoori contient Paprika Sel Coriandre Curcuma - Poudre de piment - Graines de cumin Cannelle de Chine Clous de girofle Huile de citron Polvre noir Feuilles de laurier Colorant : Extrait de paprika', ' Garam masala contient Cardamome noire - Coriandre Cumin - Poivre noir Clous de girofle - Macis - Cannelle de Chine Coriandre grillée - Cumin grillé - Cardamome verte - Gingembre Noix de muscade Graines de fenouil - Feuilles de laurier', ' ALLERGÉNES Contient lait de vache']",[],5.2 g,en quantité modérée,1 g,en faible quantité,2.6 g,en faible quantité,0.65 g,en quantité modérée,?,,114,,477 kj(114 kcal),,"5,2",,1,,"3,2",,"2,6",,"12,3",,"0,65",,"0,26",,-4,,A,,,,,,,,,Chicken Masala,"['Paperboard', 'Plastic']",,,['UK IN003 EC'],['Marks & Spencer'],,,,,,"['Pays-Bas', 'Royaume-Uni']",http://marksandspencer.com,,
1570,Pâte de Curry vert - Cock brand - 400g,0084909002365,B,400 g,['Cock brand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sauces', 'Curry', 'Pâtes de curry', 'Pâtes de curry verte']","['France', 'Allemagne']","['Piment vert 33%', 'citronnelle', 'ail', 'échalote', 'sel', 'galanga', 'cumin', 'graines de coriandre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",6.4 g,en quantité modérée,4.3 g,en quantité modérée,5.4 g,en quantité modérée,17.4 g,en quantité élevée,483,,116,-9%,483 kj(116 kcal),-10%,"6,4",-4%,"4,3",+176%,10,-7%,"5,4",-3%,"2,7",+10%,"17,4",+160%,"6,96",+160%,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,Pâte de Curry vert,"['Dose', 'Bocal', 'Glas', 'Becher', 'produkt']",['Point Vert'],['Thaïlande'],,"['Tang Frères', 'go asia']","['Cumin', 'Graines de coriandre']",3,,,,,,,
1571,Strawberry & Almond Crunch - Marks And Spencer,00819527,B,,['Marks And Spencer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],"[""Flocons d'avoine "", '43%', "" - Sucre - Huile de palme - Son d'avoine - Demi-amandes "", '6%', ' · Céréales croustillantes ', 'Farine de riz Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', "" Farine de malt d'orge "", 'contient Gluten', ' · Huile de tournesol - Lécithine de tournesol', ' Morceaux de fraises lyophilisées ', '2%', ' · Sirop de glucose Noix de coco déshydratée Miel de fleurs · Sel de mer· Maltodextrine · Arôme vanille']",['Huile de palme'],19.2 g,en quantité modérée,6 g,en quantité élevée,20.1 g,en quantité élevée,0.3 g,en quantité modérée,?,,464,+12%,1941 kj(464 kcal),+12%,"19,2",+47%,6,+81%,"59,1",-2%,"20,1",+19%,"10,5",+7%,"0,3",+72%,"0,12",+72%,15,+205%,D,+205%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,"['Gluten', 'Arachides']",4,,,['E322i - Lécithine'],,,,
1572,Muesli - Marks & Spencer - 600g,00819565,C,600g,['Marks & Spencer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['France'],[],[],14 g,en quantité modérée,2.4 g,en quantité modérée,27.2 g,en quantité élevée,0.08 g,en faible quantité,?,,393,-2%,1644 kj(393 kcal),-2%,14,+61%,"2,4",+9%,"51,8",-22%,"27,2",+63%,"10,2",+9%,"0,08",-78%,"0,032",-78%,12,+123%,D,+123%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,,,,,
1573,Lentille semoule de couscous geante et fromage de chevre - Marks & Spencer,00896047,,,['Marks & Spencer'],"['Plats préparés', 'Salades', 'Salades composées', 'Réfrigérés', 'Plats préparés réfrigérés', 'Salades de lentilles']",['France'],"['Lentilles cuites ', '34%', ' ', 'Eau Lentilles vertes', ' • Grains de couscous a la farine de blé cuits ', '20%', ' ', 'Eau • Farine de blé ', 'contient Gluten', ' • Petits pois • Fromage de chèvre ', 'Lait', ' ', '9%', ' • Sauce au : citron et à Ilhuile de basilic ', '9%', ' • Poivrons rouges Poivrons jaunes • Tomates semi-séchées • Huile de i tournesol • Persil • Jus de citron • Sucre • Sel • Purée • Ori an déshydraté', "" SAUCE AU CITRON ETA : L'HUILE BE BASILIC contient Miel Jus de citron Huile de tournesol infusée au basilic Vinaigre de vin i blanc Huile de tournesol • Sel • Poivre noir moulu • Zeste de citron""]",['Non végétalien'],4.8 g,en quantité modérée,1.6 g,en quantité modérée,3.7 g,en faible quantité,0.3 g,en quantité modérée,?,,147,-3%,615 kj(147 kcal),-3%,"4,8",-28%,"1,6",+70%,"17,4",+31%,"3,7",+79%,"6,9",-2%,"0,3",-66%,"0,12",-66%,-4,,A,,,,,,,,,,"['Frais', 'Plastique']",,,,['Marks & Spencer'],"['Gluten', 'Lait', 'CITRON']",3,,,,,,,
1574,Salade de fruits - Marks & Spencer - 310g,00970266,B,310 g,['Marks & Spencer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",['France'],"['ananas ', '45%', 'kiwi ', '23%', 'mangue ', '23%', 'fraises ', '9%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0.1 g,en faible quantité,10.3 g,en quantité modérée,0.1 g,en faible quantité,?,,52,-12%,218 kj(52 kcal),-10%,"0,3",-12%,"0,1",-3%,"10,4",-16%,"10,3",-6%,"0,1",-81%,"0,1",+265%,"0,04",+265%,-3,,A,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,"['Plastique', 'pet-pot', 'mixed plastic-film']","['Sans sucre ajouté', 'Eat well']",,,['Marks & Spencer'],,1,,,,,,,
