,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
23,Yaourts crémeux panachés - Délisse - 16x 125g,3564700366172,B,16 x 125 g,"['Délisse', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts entiers']",['France'],"['Lait entier ', 'origine : France', ' 73%', 'sucre 10,4% ', 'teneur moyenne', 'fruits ', 'morceaux et purée', ' ', 'abricot 10% ou fraise 10% ou framboise 10% ou pêche 10%', 'crème ', 'origine : France', 'lait écrémé en poudre ', 'origine : France', 'protéines de lait ', 'origine : UE', 'amidon modifié de maïs', 'jus de potiron concentré', 'jus de carotte concentré', 'concentré de carotte', 'arômes', 'épaississant : pectines', 'extrait de tagète', 'ferments lactiques']",['Non végétalien'],3.8 g,en quantité modérée,2.5 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,418,+12%,?,,418 kj(100 kcal),+10%,"3,8",+7%,"2,5",+9%,13,+19%,13,+26%,"3,3",-6%,"0,1",-10%,"0,04",-10%,3,+20%,C,+20%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,"['Pot', 'Plastique']",['Sans conservateurs'],['France'],"['FR 45.187.001 CE', 'Lorris (Loiret, France)']","['E.Leclerc', 'Leclerc']",['Lait'],4,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E161b - Lutéine']",['Lait origine France'],http://www.marquerepere.com,,
24,Yaourts patissiers - Délisse - 12x 125g,3564700367162,,12 x 125 g,"['Délisse', 'Marque Repère']","['Produits laitiers', 'Desserts', 'Desserts lactés']",['France'],"['Lait entier 73 % ', 'teneur moyenne', ' ', 'origine : France', ' ', ' pomme 10 % ', ' fraise 7,8 % ', 'teneur moyenne', ' ', ' sucre 7,6 % ', 'teneur moyenne', ' poire 5,9 % ', ' abricot 5,1 % ', ' framboise 5,1 % ', ' sirop de glucose ', ' lactose et protéines de lait ', ' biscuit 2,2 % ', 'teneur moyenne', ' ', 'sucre', 'farine de blé', 'farine de riz', ""blanc d'oeuf"", 'farine de haricot', 'amidon de blé', 'amidon de pomme de terre', 'huile de tournesol', 'arôme', 'épaississant : alginate de sodium', 'sel', ' ', ' sirop de glucose-fructose ', "" pâte d'amande "", 'amandes', 'sucre', 'sirop de sucre inverti', 'eau', 'sirop de glucose', ' ', ' épaississants : pectines', 'gomme guar ', "" correcteurs d'acidité : acide citrique"", 'E331', 'E333 ', ' jus concentré de betterave rouge', 'concentré de carottes', ""d'aronia et de raisin "", ' arômes ', ' amidon modifié de maïs ', ' sirop de sucre caramélisé ', 'eau', 'sucre', ' ', ' conservateur : E202 ', ' ferments lactiques ', ' colorants : E120', 'caroténoïdes']","['Non végétalien', 'Non végétarien']",2.8 g,en faible quantité,1.8 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,440,-21%,?,,440 kj(105 kcal),-20%,"2,8",-48%,"1,8",-47%,16,+9%,14,+15%,"3,8",-18%,"0,1",-25%,"0,04",-25%,3,-30%,C,-30%,,,,,,,,,,,,,['Leclerc'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,"['E401 - Alginate de sodium', 'E440 - Pectines', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160 - Caroténoïdes']",['France'],,,
25,Petit pot de crème caramel - Délisse - 4x 100g,3564700368183,,4 x 100 g,"['Délisse', 'Marque Repère']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel']",['France'],"['Lait entier ', 'origine : France', ' 57 % ', ' crème ', 'origine : France', ' 15 % ', ' caramel 10 % ', 'sucre', 'eau', ' ', ' sucre ', ' œufs entiers extra-frais 5 % ', ' poudre de lait écrémé ', 'origine : France', ' ', ' amidon modifié de manioc ', ' épaississants : cellulose', 'E466 ', ' arôme ', ' caramel 0,3 % ', 'sirop de glucose', 'sucre', 'eau', ' ', ' gélifiant : carraghénanes ', "" correcteur d'acidité : E524""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",7.5 g,en quantité modérée,4.5 g,en quantité modérée,17 g,en quantité élevée,0.2 g,en faible quantité,656,+19%,157,+16%,656 kj(157 kcal),+17%,"7,5",+61%,"4,5",+57%,19,-2%,17,+6%,"3,1",-3%,"0,2",+7%,"0,08",+7%,7,+32%,C,+32%,,,,,,,,Dessert lacté au caramel,['Pots'],"['Nutriscore', 'Nutriscore C', 'Triman']",['France'],"['FR 47.185.001 CE', 'Montayral (Lot-et-Garonne, France)']",['Leclerc'],['Lait'],4,,,"['E14XX - Amidons modifiés', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E524 - Hydroxyde de sodium']",['France'],,,
26,Riz au lait raisins caramel - Délisse - 4x 115g,3564700379639,B,4 x 115 g,"['Délisse', 'Marque Repère']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Puddings', 'Riz au lait']",['France'],"['Lait entier* 58 %', 'eau', 'riz 8,9%', 'sucre 10,4 %', 'raisins secs 3,4 %', 'amidon de riz', 'crème*', 'rhum 0,7 %', 'lait écrémé en poudre*', 'amidon de maïs', 'arôme', 'sirop de sucre caramélisé', 'jus concentré de citron', 'stabilisant: pectines', 'sel', 'Traces de gluten', 'Teneur en alcool : 0,4%']",['Non végétalien'],2.5 g,en faible quantité,1.7 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,541,-4%,?,,541 kj(129 kcal),-10%,"2,5",-33%,"1,7",-25%,23,+2%,15,+11%,"2,5",-27%,"0,1",-22%,"0,04",-22%,4,-1%,C,-1%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,"['Pot', 'Plastique']",,,,['Leclerc'],['Lait'],4,,,['E440 - Pectines'],,,,
27,Galette chèvre lardons au blé noir - Marque Repère - 195g,3564700400142,,195 g,"['Marque Repère', 'Côté Table']","['Plats préparés', 'Crêpes et galettes', 'Galettes fourrées', 'Galettes fourrées salées', 'Galettes', 'Galettes au chèvre et aux lardons']",['France'],"['lardons cuits fumés standard 26 % ', 'poitrine de porc ', 'origine : ue', 'eau', 'sel', 'lactose', 'arôme naturel', 'dextrose', 'sirop de glucose', 'arôme de fumée', 'antioxydant : e316', 'conservateur : e250', ' ', ' eau ', ' farine de blé noir 11 % ', ' emmental 9 % ', ' fromage de chèvre 8,5 % ', ' lait écrémé ', ' creme fraîche légère ', ' huile de colza ', ' farine de ble 1,5 % ', "" blanc d'œuf "", "" jaune d'œuf "", ' sel ', ' caramel ', 'sucre', 'eau', ' ', ' lactose et protéines de lait ', ' conservateur : e202 ', ' amidon de maïs et/ou fécule de pomme de terre ', ' poivre']","['Non végétalien', 'Non végétarien']",14 g,en quantité modérée,6.1 g,en quantité élevée,1.5 g,en faible quantité,1.2 g,en quantité modérée,940,+10%,?,,940 kj(225 kcal),+3%,14,+19%,"6,1",+2%,11,-33%,"1,5",+15%,13,+45%,"1,2",-7%,"0,48",-7%,12,-1%,D,-1%,,,,,,,,,,,,"['FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",['Leclerc'],"['Œufs', 'Gluten', 'Lait']",4,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
28,Escalopes bolognaise x 2 - Marque Repère - 200g,3564700405529,D,200 g,"['Marque Repère', ""Pic'Express""]","['Viandes', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",['France'],"['Filets de poulet 41 % ', 'origine : UE', ' ', ' eau ', ' farine de blé ', ' préparation à base de tomates concentrées 6,5 % ', 'tomates', 'acidifiant : E330', ' ', ' viande de bœuf 2,7 % ', 'origine : France', ' ', ' purée de tomates 1,7 % ', ' viande de poulet traitée en salaison ', 'viande de poulet 0,9 % ', 'origine : UE', ' ', ' eau ', ' semoule de blé ', ' protéines de blé ', ' amidon modifié de pomme de terre ', ' dextrose ', ' sel ', ' stabilisants : E451', 'E452 ', ' jus concentré de céleri en poudre ', 'jus concentré de céleri', 'maltodextrine', ""correcteur d'acidité : E524"", ' ', ' arôme naturel de poivre ', "" arôme naturel d'ail"", ' ', ' arômes naturels ', 'céleri', ' ', ' gélatine de bœuf ', ' purée de carotte ', ' antioxydants : E331', 'E316 ', ' huile de tournesol', ' amidon transformé ', ' sel ', ' fibres de blé ', ' dextrose ', ' oignons ', ' sucre ', ' levure ', ' protéines de blé ', ' extrait de vin blanc ', ' épices ', ' coriandre 0,1 % ', "" arôme naturel d'ail "", ' arôme naturel de poivre ', ' jus concentré de céleri en poudre ', 'jus concentré de céleri', 'maltodextrine', ""correcteur d'acidité : E524"", ' ', ' flocons de pomme de terre ', ' conservateur : E202', ' Huile de tournesol', "" Traces d'autres céréales contenant du gluten"", 'lait et œufs', ' Pourcentages exprimés sur le produit total avant friture']","['Non végétalien', 'Non végétarien']",6.8 g,en quantité modérée,0.9 g,en faible quantité,2.2 g,en faible quantité,1.3 g,en quantité modérée,728,-20%,?,,728 kj(174 kcal),-22%,"6,8",-44%,"0,9",-72%,14,-3%,"2,2",+25%,14,+11%,"1,3",-2%,"0,52",-2%,1,-86%,B,-86%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,['sachets individuels'],"['Nutriscore', 'Nutriscore B']",,,"['E.Leclerc', 'Leclerc']","['Céleri', 'Gluten']",4,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E524 - Hydroxyde de sodium', 'E428 - Gélatine', 'E331 - Citrates de sodium', 'E316 - Érythorbate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
29,Pizza 3 fromages cuite au feu de bois - Turini - 420g,3564700405703,C,420 g,"['Turini', 'Marque Repère']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas et tartes surgelées', 'Plats préparés surgelés', 'Pizzas surgelées', 'Pizzas aux trois fromages']",['France'],"['Farine de blé ', ' eau ', ' purée de tomates ', ' emmental 15 % ', ' mozzarella 10 % ', ' Gorgonzola 4,9 % ', ' Pecorino Romano 3 % ', ' olives noires à la grecque ', 'olives noires', 'sel', ' 3 % ', ' huile de tournesol ', ' oignons ', ' levure ', ' sel ', "" huile d'olive vierge extra "", ' ail ', ' sucre ', ' poivre']",['Non végétalien'],10 g,en quantité modérée,5.8 g,en quantité élevée,4.8 g,en faible quantité,1.4 g,en quantité modérée,1023,+0%,?,,1023 kj(245 kcal),-1%,10,+5%,"5,8",+15%,25,-9%,"4,8",+91%,12,+7%,"1,4",+13%,"0,56",+13%,12,+17%,D,+17%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,"['Surgelé', 'Carton']","['Nutriscore', 'Nutriscore D']",,"['FR 04.112.005 CE', 'Manosque (Alpes-de-Haute-Provence, France)']",['Leclerc'],"['Gluten', 'Lait']",3,,,,,,,
30,Soda cola - bouteille - Jean's - 2l,3564700407721,,2 l,"[""Jean's"", 'Marque Repère']","['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",['France'],"['Eau gazéifiée', 'sucre', 'colorant : caramel E150d', 'acidifiant : E338', 'arômes naturels', 'caféine']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,162,+95%,?,,162 kj(39 kcal),+82%,"0,2",+697%,0,-100%,"9,5",+77%,"9,5",+81%,0,-100%,0,-100%,0,-100%,13,+76%,E,+76%,,,,,,,,,"['Bouteille', 'Plastique']",['Point Vert'],,,['Leclerc'],,4,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,,,
31,Pâté de foie pur porc x 3 - Côté Table - 234g,3564700422144,,234 g,"['Côté Table', 'Marque Repère', 'Scamark (Filiale E. Leclerc)']","['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",['France'],"['Gras de porc* 44 %', 'foie de porc* 30 %', 'eau', 'viande de porc* 9 %', 'oignon', 'farine et amidon de blé', 'sel', 'sucre', 'poivre', 'concentré de tomate', 'muscade', 'antioxydant : E250', ' Traces de fruits à coque et moutarde', ' *Origine : France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",39 g,en quantité élevée,14 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,1656,+26%,?,,1656 kj(396 kcal),+13%,39,+20%,14,+14%,"2,5",+23%,1,+24%,10,-12%,"1,5",-8%,"0,6",-8%,20,-0%,E,-0%,,,,,,,,Pâté de foie supérieur,"['Boîte', 'Conserve', 'Métal', 'Etui', 'Carton']","['Viande-francaise', 'Viande Porcine Française', 'Point Vert', 'Eco-Emballages', 'Recette Traditionnelle']","['Jean Hénaff Production - Lieu dit Ker Hastell - 29710 Pouldreuzic', 'Finistère', 'Bretagne', 'France']","['FR 29.225.001 CE', 'Pouldreuzic (Finistère, France)']",['Leclerc'],"['Gluten', 'Lait']",3,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['France', 'Porc']",,,
32,Saucisses aux haricots blancs - Côté Table - 840g,3564700442142,,840 g,"['Côté Table', 'Marque Repère', 'Scamark (Filiale E. Leclerc)']","['Conserves', 'Plats préparés', 'Plats préparés en conserve', 'Saucisses aux haricots blancs']",['France'],"['Haricots blancs précuits 41%*', 'eau', 'saucisses fumées 18%* ', 'viande et gras de porc ', ' eau ', ' maigre de tête de porc ', ' couenne de porc ', ' farine de ble ', ' viande de dinde ', ' protéines de soja ', ' sel ', ' gélifiant: e407a ', ' stabilisants: e450', 'e452 ', ' coriandre en poudre ', ' arôme naturel ', ' extrait de levure ', ' arôme naturel de poivre avec autres arômes naturels ', ' arômes ', ' conservateurs : e250', 'e316', 'concentré de tomates', 'farine de ble', 'arôme ', 'dont lait', 'celeri', 'moutarde', 'arôme de fumée', 'saindoux de porc', 'sel', ' *% exprimés sur le produit total', ' traces de lait']","['Non végétalien', 'Non végétarien']",5 g,en quantité modérée,1.9 g,en quantité modérée,1 g,en faible quantité,0.9 g,en quantité modérée,507,+16%,?,,507 kj(121 kcal),+14%,5,+7%,"1,9",+28%,"10,1",+30%,1,-37%,7,+14%,"0,9",-0%,"0,36",-0%,-4,-454%,A,-454%,,,,,,,,Saucisses aux haricots blancs,"['Boîte', 'Conserve', 'Métal', 'Conserve']","['Point Vert', 'Eco-Emballages']","['William Saurin (WS) - 81 à 89 Avenue du Général Leclerc - 77400 Saint-Thibault-des-Vignes', 'Seine-et-Marne', 'Île-de-France', 'France']","['FR 77.438.001 CE', 'Saint-Thibault-des-Vignes (Seine-et-Marne, France)']",['Leclerc'],"['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Soja']",4,,,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,"http://www.e-leclerc.com/catalogue/marques-distributeurs/marque-repere/alimentaire/epicerie/conserves/plats-cuisines/saucisses-aux-haricots-blancs---840-g,9811",,
33,Brandade de Morue - Côté Table - 300g,3564700466476,E,300 g,"['Côté Table', 'Marque Repère']","['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['France'],"['Eau', 'morceaux de filets et chair de morue 35 % ', 'cabillaud', 'sel', 'pommes de terre 10,6 %', 'flocons de pommes de terre 9,1 % ', 'pommes de terre déshydratées', 'émulsifiant : e471', ""huile d'olive vierge extra"", 'creme fraiche liquide', 'lait entier en poudre', ""blanc d'oeuf en poudre"", 'ail', 'poivre', 'curcuma', 'traces de céleri', 'gluten', 'crustacés', 'fruits à coque', 'mollusques', 'moutarde', 'graines de sésame et soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",7.6 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,566,-3%,?,,566 kj(135 kcal),-7%,"7,6",-11%,"1,5",-10%,"9,2",-3%,"0,5",-45%,"7,1",+5%,"0,8",-3%,"0,32",-3%,0,-100%,B,-100%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,"['Carton', 'Plastique', 'surgelé']","['Point Vert', 'Pêche durable', 'Pêche durable MSC']",,"['FR 22.182.001 CE', ""Plélo (Côtes-d'Armor, France)""]",['Leclerc'],"['Œufs', 'Poisson', 'Lait']",4,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
34,Duo tomates colin d'alaska - Pêche Océan - 600g,3564700481721,,600 g,"['Pêche Océan', 'Marque Repère']","['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']",['France'],"[""Filets de colin d'Alaska 44 %"", 'farine de blé', 'eau', 'huiles végétales ', 'colza', 'tournesol', 'purée de tomates double concentrée 5,2 %', 'amidons de pomme de terre et de riz', 'oignons', 'sel', 'sucre', 'épices', 'levure', 'dextrose', 'ail', ' Traces de céleri', 'crustacés', 'lait', 'mollusques', 'moutarde', 'œufs et soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",6.4 g,en quantité modérée,0.6 g,en faible quantité,4.4 g,en faible quantité,0.6 g,en quantité modérée,722,+55%,?,,722 kj(173 kcal),+50%,"6,4",+72%,"0,6",-19%,19,+698%,"4,4",+1025%,9,-46%,"0,6",+38%,"0,24",+38%,-2,,A,,,,,,,,,,,,,,['Leclerc'],['Gluten'],4,,,,,,,
35,Fagots haricots verts extra fins x 5 - Notre Jardin - 220g,3564700497180,B,220 g,"['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['France', 'Tunisie']","['Haricots verts extra-fins', 'eau', 'sel', 'lien de raphia ', 'issu de feuille de palmier', ' Ne pas consommer le lien de raphia']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,1.3 g,en faible quantité,0.6 g,en quantité modérée,73,-26%,?,,73 kj(17 kcal),-26%,"0,5",+99%,"0,1",+83%,"1,6",-40%,"1,3",+69%,"1,3",-12%,"0,6",-10%,"0,24",-10%,-2,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,Haricots verts extra fins cueillis et rangés à la main,"['Verre', 'Bocal', 'Couvercle', 'Métal', 'Conserve']","['Point Vert', 'Eco-Emballages']","['94200 Ivry-sur-Seine', 'Val-de-Marne', 'Île-de-France', 'France']","['EMB 94041N', 'Ivry-sur-Seine (Val-de-Marne, France)']",['Leclerc'],,3,,,,"['France', 'Madagascar', '94200 Ivry-sur-Seine', 'Val-de-Marne', 'Île-de-France']",,,
36,Chocolat au lait fourré mousse - Tablette d'Or - 160g,3564700499511,E,160 g,"[""Tablette d'Or"", 'Marque Repère', 'Equador']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']",['France'],"['Sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'huiles végétales ', 'palme', 'karité', 'pâte de noisettes', 'matière grasse de lait anhydre', 'cacao maigre en poudre', 'lactose', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'Traces de gluten', 'oeufs et autres fruits à coque', ""Cacao : 27% minimum dans le chocolat au lait d'enrobage""]","['Huile de palme', 'Non végétalien']",37 g,en quantité élevée,21 g,en quantité élevée,47 g,en quantité élevée,0.3 g,en quantité modérée,2362,+4%,?,,2362 kj(565 kcal),+3%,37,+8%,21,+16%,49,-6%,47,-5%,"8,4",+30%,"0,3",+54%,"0,12",+54%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,['Leclerc'],"['Lait', 'Soja']",4,,,['E322i - Lécithine'],,,['Huile de palme'],
37,Carottes râpées - Notre Jardin - 150g,3564700508015,B,150 g,"['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées non assaisonnées']",['France'],"['[facultatif :] Carottes', ' [obligatoire :] Traces de céleri']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.1 g,en faible quantité,146,+1%,?,,146 kj(35 kcal),-5%,"0,5",-21%,"0,1",+15%,"6,5",+7%,"5,5",+43%,"0,8",-23%,"0,1",-70%,"0,04",-70%,-6,,A,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,Carottes râpées,"['Frais', 'Sachet plastique']","['Sans conservateurs', 'Source de vitamine B9']","['Florette Saint-Pol (Filiale Agrial) - Lieu dit Kerisnel - 29250 Saint-Pol-de-Léon', 'Finistère', 'Bretagne', 'Florette Mâcon (Filiale Agrial) - 335 Rue des Pouilly Vinzelles - Espace Entreprises Loche - 71000 Mâcon', 'Saône-et-Loire', 'Bourgogne', 'France']","['EMB 29259D', 'Saint-Pol-de-Léon (Finistère, France)', 'EMB 71270L', 'Mâcon (Saône-et-Loire, France)']","['Leclerc Drive', 'Leclerc']",,3,,,,,"http://www.e-leclerc.com/catalogue/marques-distributeurs/marque-repere/alimentaire/frais/legumes/4eme-gamme-5eme-gamme/carottes-rapees-150-g,2458",,
