,name,bar_code,eco_score,generic_name,brand,categories,labels,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,palm_ingredients,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,manufacturing,ingredients_origins,brand_owner,link
138,Confiture artisanale extra des Pyrénées FRAISE - Maison Cassandrine - 330g,3760012030194,D,,['Maison Cassandrine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,['France'],"['Fruits', 'Sucre et pectine si nécessaire']",[],?,,262,+21%,"0,7",+190%,64,+21%,"0,4",-10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,1,,,1096 kj(262 kcal),0,61,0,0,,0.7 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+20%,-100%,+20%,-100%,-100%,12,+37%,D,+37%,330 g,,,,,
139,Espresso Absolute origin Peru - Cajamarca - Dolce Gusto,7613036385886,,,"['Dolce Gusto', 'Nescafé']",['Dosettes Dolce Gusto'],"['Bio', 'Bio européen', 'GB-ORG-05']",,,,['Delhaize'],"['Belgique', 'France']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Perle de coco - Sushi Man - 90gr,3760232051368,,,['Sushi Man'],,,,,,,['France'],[],[],?,,239,,"4,4",,46,,"3,2",,,,,,,,,,,,1000 kj(239 kcal),"3,1",19,"0,11","0,044",,,,,,,,,,,,,,,,,,,90gr,,,,,
141,Papua Neuguinea Kaffee - Mount Hagen - 500g,4000799109577,,,['Mount Hagen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,"['France', 'Allemagne']",[],[],?,,1,-98%,0,-100%,"0,3",-96%,"0,2",-90%,,,,,,,,,,,4 kj(1 kcal),0,0,0,0,,,,,,,,,,-98%,-100%,-100%,-100%,-100%,,,,,500 g,,,,,
142,Truite pays basque,3770011036615,,,,,,,,,,['France'],[],[],?,,198,,11,,"0,6",,23,,,,,,,,,,,,828 kj(198 kcal),"2,6","0,6","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,
143,Jus de fruit pomme coing,3760126050705,,,,,,,,,,['France'],[],[],?,,185,,"0,1",,"10,1",,"0,1",,,,,,,,,,,,774 kj(185 kcal),"0,02","9,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,
144,Barilla Anelli Siciliani,8076809500111,,,['Barilla'],,,,,,,['France'],[],[],?,,359,,2,,"71,2",,"12,5",,,,,,,,,,,,1502 kj(359 kcal),"0,5","3,5","0,013","0,005",,,,,,,,,,,,,,,,,,,,,,,,
145,Bad Heibrunner Tee - Basischer Kräutertee - Bad Heilbrunner,4008137002887,A,,['Bad Heilbrunner'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,"['France', 'Allemagne']",[],[],?,,1,-89%,0,-100%,"0,2",-89%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,4 kj(1 kcal),0,"0,1",0,0,['Karton'],,,,,,,,,-89%,-100%,-92%,-100%,-100%,2,-49%,C,-49%,,,,,,
146,Blasen- und Nierentee - Rossmann,4305615207117,,,['Rossmann'],,,,,,,"['France', 'Allemagne']",[],[],?,,1,,0,,"0,2",,"0,1",,,,,,,,,,,,4 kj(1 kcal),0,0,0,0,['packung(en)'],,,,,,,,,,,,,,,,,,,,,,,
147,Velouté aux Saint Jacques,3770003617761,,,,,,,,,,['France'],[],[],?,,82,,"6,1",,2,,"4,7",,,,,,,,,,,,343 kj(82 kcal),"2,7","0,6","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,
148,Coco Pétillant,3770012075149,,,,,,,,,,['France'],[],[],?,,37,,0,,"9,3",,0,,,,,,,,,,,,155 kj(37 kcal),0,"9,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,
149,Dessert de fruit pomme framboise - L'Arbre à Jus,3760002690377,B,,"[""L'Arbre à Jus""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes framboise']",,,,,,['France'],"['purée de pommes ', '78%', 'purée de framboises ', '20%', 'sucre', 'antioxydant: acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,65,-2%,"0,4",+8%,"13,7",-3%,"0,5",+13%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,3,,,272 kj(65 kcal),"0,2",11,"0,01","0,004",,0.4 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,-2%,+56%,-12%,+95%,+95%,-3,,A,,,['E300 - Acide ascorbique'],,,,
150,Confiture extra de framboises - Les Fermes de Gally - 280g,3245310079637,C,,['Les Fermes de Gally'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,['France'],[],[],?,,224,0%,"0,2",-26%,53,-1%,"0,8",+19%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,937 kj(224 kcal),0,53,0,0,,0.2 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0 g,en faible quantité,-0%,-100%,+3%,-100%,-100%,11,+24%,D,+24%,280 g,,,,,
151,Crème de marron allégée,3760049710069,,,,,,,,,,['France'],[],[],?,,183,,"0,6",,"43,3",,"0,8",,,,,,,,,,,,766 kj(183 kcal),"0,1",40,0,0,,,,,,,,,,,,,,,,,,,,,,,,
152,Crêpes,0209271018046,,,,,,,,,,['France'],[],[],?,,263,,"8,6",,41,,"4,8",,,,,,,,,,,,1100 kj(263 kcal),"5,7",16,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,
153,Knacks a l’ancienne - Philippe Wagner - 250grs,3240650084396,C,Knacks a l'ancienne,['Philippe Wagner'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Bleu Blanc Cœur']",,,"['EMB 70093A', 'Breuches (Haute-Saône, France)', 'FR 70.093.001 CE', 'Breuches (Haute-Saône, France)']",,['France'],"['VIANDE DE PORC ', '77%', '-GLACE-SEL - BOUILLON DE PORC-AROMES NATURELS-EPICES ET PLANTES AROMATIQUES-BOYAU NATUREL DE MOUTON']","['Non végétalien', 'Non végétarien']",995,-12%,?,,20,-15%,2,+27%,15,+20%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,995 kj(238 kcal),8,"1,5",2,"0,8","['Barquette', 'Film en plastique', 'Etui en carton']",20 g,en quantité modérée,8 g,en quantité élevée,1.5 g,en faible quantité,2 g,en quantité élevée,-11%,-9%,+16%,+5%,+5%,17,-7%,D,-7%,250 grs,,['France'],['France'],,
154,Confiserie de coco,8935000901847,,,,,,,,,,['France'],[],[],?,,339,,"14,06",,"50,29",,3,,,,,,,,,,,,1418 kj(339 kcal),14,"39,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,
155,Peperoncini Piccanti,8009843002365,,,,,,,,,,['France'],[],[],?,,237,,"24,6",,"2,9",,"1,4",,,,,,,,,,,,992 kj(237 kcal),"3,9","1,1",7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,
156,Arancini fromages - Nonna Ida,5425034970412,,,['Nonna Ida'],,,,,,,['France'],[],[],?,,228,,"13,6",,"29,9",,"9,1",,,,,,,,,,,,954 kj(228 kcal),"6,3","2,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,
157,chewing-gum - Airwaves,4009900520737,,,['Airwaves'],,,,,,,['France'],[],[],?,,142,,0,,"59,3",,0,,,,,,,,,,,,594 kj(142 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
158,Gran Tramezzino - Tre Mulini,8017596062239,B,,['Tre Mulini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,"['France', 'Italie']",[],[],?,,246,-8%,"3,6",-19%,45,-2%,"7,5",-11%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,1029 kj(246 kcal),"0,6","3,3","1,4","0,56",,3.6 g,en quantité modérée,0.6 g,en faible quantité,3.3 g,en faible quantité,1.4 g,en quantité modérée,-8%,-7%,-37%,+23%,+23%,3,+107%,C,+107%,,,,,,
159,Galettes de pommes de terre - Bofrost,0330669006144,,,['Bofrost'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés']",,,,,,"['France', 'Allemagne']","['Pomme de terre 83%', 'amidon de pomme de terre', 'huile de palme', 'euf', 'épices ', 'oignons', 'curcuma', 'farine de riz', 'sel', 'farine de blé', 'dextrose']",[],?,,137,-20%,"3,1",-58%,24,+24%,"2,2",-56%,,,,,,,,,,,573 kj(137 kcal),"1,6","0,8",1,"0,4",['Tüte'],3.1 g,en quantité modérée,1.6 g,en quantité modérée,0.8 g,en faible quantité,1 g,en quantité modérée,-21%,-56%,-92%,+147%,+147%,5,-13%,C,-13%,,,,,,
160,Riz complet - torrione - 1kg,7610228000046,,,['Torrione'],,,,,,,['France'],[],[],?,,365,,"0,6",,78,,7,,,,,,,,,,,,1527 kj(365 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,1kg,,,,,
161,Bolognaise pur boeuf - Panzani - 2x 400g,3038359007736,,,['Panzani'],,,,,,,['France'],[],[],?,,66,,"1,9",,"6,4",,"4,9",,,,,,,,,,,,276 kj(66 kcal),"0,7","5,5","1,1","0,44",,,,,,,,,,,,,,,,,,,2 x 400 g,,,,,
162,Japanese chicken shoyu flavour - Yum Yum,8852018160120,,,['Yum Yum'],,,,,,,['France'],[],[],?,,69,,"2,5",,10,,"1,4",,,,,,,,,,,,289 kj(69 kcal),"1,2","0,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,
163,Olives vertes,3760133672426,,,,,,,,,,['France'],[],[],?,,130,,"13,8",,"0,4",,"1,1",,,,,,,,,,,,544 kj(130 kcal),"2,6",0,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,
164,Biologische volkoren penne - AH,8718906117778,B,,['AH'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Penne de blé dur', 'Penne', 'Penne rigate']","['Bio', 'Bio européen']",,,,,"['France', 'Pays-Bas']",[],[],?,,345,-2%,2,+18%,64,-6%,14,+15%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,1443 kj(345 kcal),2,"3,5",0,0,['Product'],2 g,en faible quantité,2 g,en quantité modérée,3.5 g,en faible quantité,0 g,en faible quantité,-2%,+480%,+12%,-100%,-100%,0,,B,,,,,,,
165,Abricots moelleux - Belle France - 250g,05636563,D,,['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,['France'],[],[],?,,201,-24%,"9,1",+1780%,16,-72%,13,+321%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,841 kj(201 kcal),"2,2","3,7","1,7","0,68",,9.1 g,en quantité modérée,2.2 g,en quantité modérée,3.7 g,en faible quantité,1.7 g,en quantité élevée,-24%,+3530%,-92%,+4730%,+4730%,1,-71%,B,-71%,250 g,,,,,
166,Rillettes de Tourteaux,3760243070624,,,,,['Bio'],,,,,['France'],[],[],?,,176,,13,,"1,2",,"13,2",,,,,,,,,,,,736 kj(176 kcal),"7,9",1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
167,Zucchine grigliate,8017104006120,,,,,,,,,,"['France', 'Allemagne', 'Italie']",[],[],?,,29,,"0,1",,4,,"2,3",,,,,,,,,,,,121 kj(29 kcal),0,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,
168,Ginger - Coop,8001120924339,,,['Coop'],,['en:gluten-free'],,,,,['France'],[],[],?,,27,,0,,"6,8",,0,,,,,,,,,,,,113 kj(27 kcal),0,"6,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,
169,Thüringer Rotwurst - 100g,4016623222817,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,289,,25,,1,,15,,,,,,,,,,,,1209 kj(289 kcal),"10,9","0,8","2,8","1,12",['Packung(en)'],,,,,,,,,,,,,,,,,,100 g,,,,,
170,Chocolate easter chicks - Hema,8716618265534,,,['Hema'],,,,,,,['France'],[],[],?,,550,,34,,53,,"7,1",,,,,,,,,,,,2301 kj(550 kcal),20,"51,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,
171,Jus de carottes & citron - No Filter - 21cl,3770012535025,,,['No Filter'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes', 'Jus de carotte', 'Jus']",,,,['L20321A JCC'],,['France'],"['Jus de carottes ', '90%', 'jus de citron vert ', '10%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,39,-9%,0,-100%,"7,9",-19%,0,-100%,,,,,,,,1,,,163 kj(39 kcal),0,"3,7",0,0,['Bouteille'],0 g,en faible quantité,0 g,en faible quantité,3.7 g,en quantité modérée,0 g,en faible quantité,-8%,-100%,-53%,-100%,-100%,-1,-164%,B,-164%,21 cl,,['Paris'],['France'],,http://www.wearenofilter.co
172,Pavé Gourmand - rosette cornichons,3505340020109,,,,,,,,,,['France'],[],[],?,,313,,13,,38,,12,,,,,,,,,,,,1310 kj(313 kcal),"6,3","3,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,
173,Pain complet 300g - 300g,2030508079633,,,,,,,,,,['France'],[],[],?,,227,,"0,9",,"43,8",,"10,8",,,,,,,,,,,,950 kj(227 kcal),"0,2","2,4","1,2","0,48",,,,,,,,,,,,,,,,,,,300 g,,,,,
174,Pois chiches - sefi'BIO,3664678013273,B,,"[""sefi'BIO""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,['France'],[],[],?,,376,+98%,"4,9",+62%,"54,3",+130%,"21,8",+114%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,1573 kj(376 kcal),"0,6","3,7","0,02","0,008",,4.9 g,en quantité modérée,0.6 g,en faible quantité,3.7 g,en faible quantité,0.02 g,en faible quantité,+100%,+53%,+126%,-96%,-96%,-1,,A,,,,,,,
175,Munchies - Fritolay,0028400029278,,,['Fritolay'],,,,,,,['France'],"['enriched wheat flour ', 'unbleached wheat flour', 'niacin', 'reduced iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'peanut butter ', 'roasted peanuts', 'sugar', 'hydrogenated canola oil', 'hydrogenated cottonseed oil', 'hydrogenated soybean oil', 'salt', 'molasses', 'vegetable shortening ', 'palm oil', 'canola oil', 'with tbhq and citric acid to preserve freshness', 'sugar', 'modified corn starch', 'and less than 2% of the following: dextrose', 'salt', 'corn syrup', 'soy lecithin', 'leavening ', 'monocalcium phosphate', 'baking soda', 'ammonium bicarbonate', 'molasses', 'sodium metabisulfite', 'and wheat flour', ' contains wheat', 'peanut', 'and soy ingredients', ' allergy information: this product is made in a facility that processes tree nuts', ' frito-lay', 'inc', 'plano', 'tx 75024-4099 ritolay ©2017 frito-lay north america', 'inc']",['Huile de palme'],?,,472,,25,,53,,9,,,,,,,,,4,,"['Gluten', 'Arachides', 'Soja']",1975 kj(472 kcal),7,"13,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,
176,Diet meal replacement - The Protein Works,5060385443903,,,['The Protein Works'],,,,,,,['France'],[],[],?,,355,,"6,6",,"45,9",,29,,,,,,,,,,,,1485 kj(355 kcal),"3,2","4,5","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,
177,Apfelino Fruchtmus,4012712050347,,,,,,,,,,['France'],[],[],?,,76,,"0,1",,"17,2",,"0,4",,,,,,,,,,,,318 kj(76 kcal),"0,1","15,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
178,Veganes sesammus - 250g,4306205080028,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,670,,59,,"7,5",,24,,,,,,,,,,,,2803 kj(670 kcal),"9,8","7,4",,,['Stück'],,,,,,,,,,,,,,,,,,250 g,,,,,
179,Getrocknete Tomaten - 150g,4018714452714,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']",,,,,,"['France', 'Allemagne']",[],[],?,,79,-62%,"0,9",-92%,10,-35%,"3,9",+3%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,,331 kj(79 kcal),"0,2","9,7",8,"3,2",['Stück'],0.9 g,en faible quantité,0.2 g,en faible quantité,9.7 g,en quantité modérée,8 g,en quantité élevée,-62%,-86%,-11%,+167%,+167%,5,-8%,C,-8%,150 g,,,,,
180,Reiskugeln Risi-Bisi - Maggi - 125g,4005500319177,,,['Maggi'],,,,,,,"['France', 'Allemagne']",[],[],?,,368,,"7,3",,65,,"8,2",,,,,,,,,,,,1540 kj(368 kcal),"3,3","1,1","3,5","1,4","['Stück', 'produkt']",,,,,,,,,,,,,,,,,,125 g,,,,,
181,Yakitori Sauce - Obento,9310432420163,,,['Obento'],"['Epicerie', 'Sauces', 'Sauces Yakitori']",,,,,['Woolworths'],"['Australie', 'France']",[],[],?,,207,+20%,0,-100%,"42,5",+18%,"5,6",+26%,,,,,,,,,,,866 kj(207 kcal),0,"33,9","8,4","3,36",,0 g,en faible quantité,0 g,en faible quantité,33.9 g,en quantité élevée,8.4 g,en quantité élevée,+20%,-100%,+16%,+17%,+17%,19,+14%,E,+14%,,,,,,
182,Fiocchi di soia tostati - Ecor - 500g,8019010226142,,,['Ecor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Flocons']","['Bio', 'Bio européen', 'Agriculture UE', 'IT-BIO-014']",,,,['Natura si'],"['France', 'Italie']",['Fiocchi di soia tostati biologici'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,430,+10%,21,+162%,16,-76%,40,+305%,,,,,,,,1,,,1799 kj(430 kcal),"3,1","6,7",0,0,['Plastica'],21 g,en quantité élevée,3.1 g,en quantité modérée,6.7 g,en quantité modérée,0 g,en faible quantité,+10%,+61%,-42%,-100%,-100%,-1,-129%,A,-129%,500 g,,,,,
183,Boisson au mangue,8855044011695,,,,,,,,,,['France'],[],[],?,,53,,0,,"13,2",,0,,,,,,,,,,,,222 kj(53 kcal),0,"12,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,
184,Émincés de poulet - Kaufland,4337185379390,,,['Kaufland'],,,,,,,['France'],[],[],?,,465,,2,,0,,23,,,,,,,,,,,,1946 kj(465 kcal),"0,8",0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,
185,Prugne california,0802763021540,,,,,,,,,,['France'],[],[],?,,229,,0,,57,,"2,2",,,,,,,,,,,,958 kj(229 kcal),0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,
186,Premium Trüffel klassik,4061458025430,,,,,,,,,,['France'],[],[],?,,492,,28,,51,,"4,3",,,,,,,,,,,,2059 kj(492 kcal),17,46,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
187,Sorgo - Vajra,5425006848862,,,['Vajra'],,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,['France'],[],[],?,,357,,"3,3",,70,,"8,6",,,,,,,,,,,,1494 kj(357 kcal),"0,5","1,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,
188,Amande crues carmel - 600g,3700194600365,,,,,,,,"['EMB 59400', 'Merville (Nord, France)']",,['France'],[],[],?,,575,,49,,"5,3",,21,,,,,,,,,,,,2406 kj(575 kcal),"3,7","3,8",0,0,['Sachet en plastique'],,,,,,,,,,,,,,,,,,600g,,,,,
189,Chili sin carne - Aldi - 800g,4061458009973,,,['Aldi'],,,,,,,"['France', 'Allemagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Konserve'],,,,,,,,,,,,,,,,,,800g,,,,,
190,Polenta Cilindrica GR500,8003086000959,,,,,,,,,,['France'],[],[],?,,298,,0,,15,,"1,5",,,,,,,,,,,,1247 kj(298 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
191,Sugo con acciughe,8003237111152,,,,,,,,,,['France'],[],[],?,,182,,"14,6",,"4,9",,"7,8",,,,,,,,,,,,761 kj(182 kcal),"3,1","2,2","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,
192,Ciliegie candite,80255024,,,,,['en:gluten-free'],,,,,['France'],[],[],?,,311,,0,,75,,0,,,,,,,,,,,,1301 kj(311 kcal),0,63,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
193,Confiture de lait normande - André Guépratte,3278930006714,B,,['André Guépratte'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,,,"['FR 50.363.004 CE', 'Moyon (Manche, France)']",,['France'],[],[],?,,286,-4%,"3,2",-42%,"57,3",+4%,"6,9",+6%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,1197 kj(286 kcal),0,10,"0,34","0,136",,3.2 g,en quantité modérée,0 g,en faible quantité,10 g,en quantité modérée,0.34 g,en quantité modérée,-3%,-100%,-80%,+1%,+1%,2,-88%,B,-88%,,,,,,
194,RITA Gaufres fourrées (chocolat),5411823027016,,,['Rita'],,,,,,,['France'],[],[],?,,425,,17,,61,,"6,1",,,,,,,,,,,,1778 kj(425 kcal),"5,2",36,"0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,
195,Frühlingsrollen Dip,4061458036719,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,200,,"0,1",,49,,"0,4",,,,,,,,,,,,837 kj(200 kcal),"0,1",44,"2,1","0,84",['stück'],,,,,,,,,,,,,,,,,,,,,,,
196,Crème Fraiche -,3549230000024,C,,,"['Produits laitiers', 'Crèmes', 'en:raw-creams']",,,,,,['France'],[],[],?,,?,,?,,?,,?,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Soupe thaïlandaise,8712423043275,,,,,,,,,,['France'],[],[],?,,37,,"1,1",,"5,6",,1,,,,,,,,,,,,155 kj(37 kcal),"0,6","1,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,
198,Persillade - Spigol,3102870040845,,,['Spigol'],,,,,,,['France'],[],[],?,,0,,?,,?,,?,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Keepsake tin gift tin - Walkers - 130g,0039047017771,C,,['Walkers'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,['France'],[],[],?,,523,+10%,"28,6",+38%,60,-6%,"5,4",-17%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,2188 kj(523 kcal),"17,6","20,6","0,63","0,252",,28.6 g,en quantité élevée,17.6 g,en quantité élevée,20.6 g,en quantité élevée,0.63 g,en quantité modérée,+10%,+74%,-30%,+7%,+7%,22,+11%,E,+11%,130 g,,,,,
200,Makkaroni Auflauf,4023372002102,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,146,,"5,9",,"17,4",,"5,1",,,,,,,,,,,,611 kj(146 kcal),"2,2","1,4","0,66","0,264",['stück'],,,,,,,,,,,,,,,,,,,,,,,
201,Le terroir demi-sec,3323290001159,,,,,,,,"['FR 18.172.050 CE', 'Orval (Cher, France)']",,['France'],[],[],?,,334,,30,,"1,1",,19,,,,,,,,,,,,1397 kj(334 kcal),20,0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,
202,Madeleines extra moelleuse,3259426038792,B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['Sans colorants'],,,,,['France'],[],[],?,,449,+2%,25,+10%,50,-5%,"5,6",-1%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,1879 kj(449 kcal),"4,3",28,"1,1","0,44",['Film en plastique'],25 g,en quantité élevée,4.3 g,en quantité modérée,28 g,en quantité élevée,1.1 g,en quantité modérée,+2%,-38%,+2%,+36%,+36%,19,+3%,E,+3%,,,,,,
203,Spalmabile,20616946,,,,,,,,,,"['Belgique', 'France']",[],[],?,,172,,"13,3",,"3,4",,"9,4",,,,,,,,,,,,720 kj(172 kcal),"8,9","3,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,
204,süss Popcorn - Heimatgut - 90Gramm,4260350920885,,,['Heimatgut'],,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'CZ-BIO-001']",,,,,['France'],['Mais *Rohrzucker*Kokosöl**aus biologischen Anbau'],"['Végétalien', 'Végétarien']",?,,450,,17,,62,,"6,6",,,,,,,,,,,,1883 kj(450 kcal),14,28,"0,29","0,116",,,,,,,,,,,,,,,,,,,90 Gramm,,,,,
205,Champagne Krug Grande Cuvée -,3258064080798,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,chocolat artisanal,3760133676356,,,,,,,,,,['France'],[],[],?,,565,,"36,1",,"52,2",,"6,7",,,,,,,,,,,,2364 kj(565 kcal),"21,7","51,4","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,
