,name,bar_code,eco_score,generic_name,brand,categories,labels,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,palm_ingredients,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,manufacturing,ingredients_origins,brand_owner,link
1822,Nougat,3102621011513,,,,,,,,,,['France'],[],[],?,,443,,15,,66,,"9,7",,,,,,,,,,,,1854 kj(443 kcal),"1,7",45,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,
1823,Protein-Power - Rapunzel - 30g,4006040202363,,,['Rapunzel'],['Barres-aux-fruits-avec-chanvre'],"['Végétarien', 'Végétalien']",,,,,['France'],"['dattes,protéines de tournesol ', '18%', 'protéines de chanvre ', '9%', 'jus de poire concentré', 'sève de fleurs de cocotier', ' pommes', 'abricots hachés ', 'abricots', 'farine de riz ', 'graines de chanvre décortiquées ', '5%', 'graines de tournesol', ' vanille bourbon', ""100% issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,,331,,"7,2",,44,,17,,,,,,,,,1,,,1385 kj(331 kcal),"0,8",40,"0,05","0,02",['Papier'],7.2 g,en quantité modérée,0.8 g,en faible quantité,40 g,en quantité élevée,0.05 g,en faible quantité,,,,,,7,,C,,30 g,,,,,
1824,Seedless easy peelers Tangerines - Marks And Spencer - 650g,00805100,,,"['Marks And Spencer', 'Sainsbury’s']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']",,,,,,['France'],[],[],?,,41,-77%,"0,2",-72%,"9,6",-74%,"0,7",-55%,,,,,,,,,,,172 kj(41 kcal),"0,1",0,0,0,['mixed plastic-bag'],0.2 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-77%,-35%,-100%,-100%,-100%,-5,-708%,A,-708%,650 g,,,,,
1825,Rosemilk,0855434000016,,,,,,,,,,['France'],[],[],?,,80,,10,,18,,0,,,,,,,,,,,,335 kj(80 kcal),10,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1826,Sac poubelle 30L - Purio - 20,20025311,,Avec liens coulissants,['Purio'],['Ménagé'],,,,['EAN 2002 5311'],['LIDL'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
1827,Steak - Charal,0292471017650,,,['Charal'],,,,,,,['France'],[],[],?,,113,,"2,3",,0,,23,,,,,,,,,,,,473 kj(113 kcal),"0,8",0,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,
1828,Miel de españa con jalea real el tesoro de la colmena tarro - Miel El Apicultor,8428919252143,,,['Miel El Apicultor'],,,,,,,['France'],[],[],?,,332,,"0,5",,82,,"0,7",,,,,,,,,,,,1389 kj(332 kcal),"0,2",64,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
1829,Miel de azahar crema con zumo de limón - Apiterapia,8411882010247,,,['Apiterapia'],,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Nouilles sautées aux légumes,3701198101414,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Chouquettes garnies,0207310018040,,,,,,,,,,['France'],[],[],?,,263,,14,,31,,"3,2",,,,,,,,,,,,1100 kj(263 kcal),11,20,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,
1832,Boudin blanc à l' ancienne,3760051003081,D,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]",,,,,,['France'],[],[],?,,223,-3%,19,0%,"4,4",-4%,"9,5",-5%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,933 kj(223 kcal),"7,3","1,4","1,1","0,44",,19 g,en quantité modérée,7.3 g,en quantité élevée,1.4 g,en faible quantité,1.1 g,en quantité modérée,-3%,-2%,-33%,-15%,-15%,13,-10%,D,-10%,,,,,,
1833,La délicieuse soupe de poissons aux langoustines - La Perle des Dieux - 470g,3760148295375,E,,['La Perle des Dieux'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,"['Web', 'Boutiques La Perle des Dieux']",['France'],"['Eau', 'poissons 35%', 'langoustines entières 3%', 'concentré de tomates', 'oignons', 'carottes', 'poireaux', 'huile d’olive', 'sel', 'céleri', 'épaississants : gomme xanthane et guar', 'ail', 'poivre', 'paprika et piment']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",179,-8%,43,-10%,"1,2",-37%,"0,7",-62%,"7,3",+41%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,4,,"['Céleri', 'Crustacés', 'Poisson']",179 kj(43 kcal),"0,1","0,5","0,8","0,32",['Verre'],1.2 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,-10%,-78%,-23%,-9%,-9%,-1,-215%,A,-215%,470g,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,,,https://www.laperledesdieux.com/soupes-et-bisques/450-soupe-de-poissons-aux-langoustines.html?search_query=soupe+langoustine&results=12
1834,Bavettes d'aloyau - Charal,0292475049077,,,['Charal'],"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]","['Viande Française', 'Viande-bovine-francaise']",,,,,['France'],[],[],?,,131,0%,"5,7",0%,0,-100%,20,0%,,,,,,,,,,,548 kj(131 kcal),"2,2",0,"0,19","0,076",,5.7 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,0%,0%,-100%,0%,0%,-2,,A,,,,,,,
1835,Muesli crunchy - 3kg,2004084000008,,,,,['Bio'],,,,,['France'],[],[],?,,468,,"14,5",,"53,7",,"9,3",,,,,,,,,,,,1958 kj(468 kcal),4,"19,1","0,014","0,006",,,,,,,,,,,,,,,,,,,3 kg,,,,,
1836,Les traditionnelles || Fraise - Rhubarbe - 280g,3760264920137,,,,,,,,,,['France'],[],[],?,,218,,0,,52,,0,,,,,,,,,,,,912 kj(218 kcal),0,51,0,0,,,,,,,,,,,,,,,,,,,280 g,,,,,
1837,Tortelloni con salmone - 250g,8055731980796,,,,,['Fabriqué en Italie'],,,,,['France'],[],[],?,,215,,"6,1",,"27,3",,"12,6",,,,,,,,,,,,900 kj(215 kcal),"3,1","1,2","1,26","0,504",,,,,,,,,,,,,,,,,,,250 g,,,,,
1838,Chips au Jalapeño,0084114900814,,,,,['en:gluten-free'],,,,,['France'],"['organic potatoes', 'organic safflower and/or sunflower oil', 'organic brown rice flour', 'organic dried cane syrup', 'salt', 'sea salt', 'organic jalapeno powder', 'organic green bell pepper powder', 'organic onion powder', 'organic garlic powder', 'organic rice concentrate', 'natural flavour', 'organic parsley flakes', 'citric acid ', 'for flavour', ' ingrédients: pommes de terre biologiques', 'huiles de carthame et/ou de tournesol biologiques', 'farine de riz brun biologique', 'sirop de canne à sucre déshydrate biologique', 'sel', 'sel marin', ' poudre de jalapeño biologique', 'poudre de poivron vert bíologique', ""poudre d'oignon iron/fer biologique"", ""poudre d'ail biologique"", 'concentré de riz biologique', 'saveur naturelle', 'flocons de persil biologique', 'acide citrique ', 'pour le goüt']",[],?,,200,,13,,25,,3,,,,,,,,,4,,,837 kj(200 kcal),"1,5",1,"0,23","0,092",,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
1839,Pommes de terres - Allix - 1kg,3355911361229,A,Pomme de terre de consommation à chair ferme issue de l'agriculture biologique,['Allix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']","['Bio', 'Bio européen', 'FR-BIO-10']",,,"['EMB 33422B', ""Saint-Jean-d'Illac (Gironde, France)""]",['Géant'],['France'],"[""Pomme de terre de consommation à chair ferm! issue de l'agriculture biologique""]",[],?,,?,,?,,?,,?,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,['Filet plastique'],,,,,,,,,,,,,,,,,,1 kg,,,"['France', 'Aquitaine']",,
1840,Tomato Frito - Heinz - 500g,8715700111735,,,['Heinz'],,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,
1841,Granito,42118121,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Nouilles sautees coreenne,8809419303052,,,,,,,,,,['France'],[],[],?,,397,,12,,67,,"7,8",,,,,,,,,,,,1661 kj(397 kcal),"4,7",9,5,2,,,,,,,,,,,,,,,,,,,,,,,,
1843,Jus de pommes gala,3760033040073,,,,,,,,,,['France'],[],[],?,,44,,0,,10,,0,,,,,,,,,,,,184 kj(44 kcal),0,"9,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,
1844,Lait Demi-Écrémé 1Litre - Reny Picot - 1l,8410379930969,C,,['Reny Picot'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",['Point Vert'],,,"['ES 15.00349/O CE', 'FSC-C020428']",,['France'],"['LAIT demi-écrémé de vache', ' Origine: Espagne']",[],?,,46,-2%,"1,55",-1%,"4,8",-0%,"3,15",-3%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,['Lait'],192 kj(46 kcal),1,"4,8","0,13","0,052","['Boite Carton', 'Plastique', 'Aluminium']",1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,-2%,-1%,0%,+18%,+18%,0,,B,,1 l,,"['Industria Lacteas Asturianas', 'SA Anleo-Navia', 'Asturia', 'Espagne']",['Espagne'],,
1845,Aiguillettes de poulet - La Nouvelle Agriculture,0213329023227,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,['France'],[],[],?,,104,-17%,"1,3",-30%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,435 kj(104 kcal),"0,4",0,"0,1","0,04",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,-17%,-16%,-100%,-77%,-77%,-4,,A,,,,,,,
1846,Haricots rouges - Monoprix,3350033648180,A,,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",,,,,['Monoprix'],['France'],[],[],?,,107,-31%,"0,7",-17%,14,-35%,8,-30%,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,,448 kj(107 kcal),"0,1","1,5","0,68","0,272",['Opercule en métal'],0.7 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.68 g,en quantité modérée,-33%,-28%,+4%,+72%,+72%,0,,B,,,,,,,
1847,Il Serbetto,8014914018626,,,,,,,,,,['France'],[],[],?,,106,,0,,"26,2",,0,,,,,,,,,,,,444 kj(106 kcal),0,"25,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,
1848,Mermelada De Higo Violeta Bio Sin Azucar Sin Gluten - Granovita,8423266050213,D,,['Granovita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",['Bio'],,,,,['France'],[],[],?,,183,-21%,"0,4",-12%,"43,4",-22%,"0,89",+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,766 kj(183 kcal),"0,4","42,2","0,01","0,004",,0.4 g,en faible quantité,0.4 g,en faible quantité,42.2 g,en quantité élevée,0.01 g,en faible quantité,-21%,+501%,-21%,-46%,-46%,10,+6%,C,+6%,,,,,,
1849,Hello Kitty Star Drink Strawberry,4260084633556,,,,,,,,,,['France'],[],[],?,,39,,"0,1",,"9,6",,0,,,,,,,,,,,,163 kj(39 kcal),"0,1","9,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
1850,Cannellonis à la viande de Porc - Carrefour - 500g,8431876170689,,Cannellonis fourrés à la viande de porc - Surgelé.,['Carrefour'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Cannelloni préparés']","['Nouvelle recette', 'Sans colorants']",,"Fabriqué en Espagne par AUDENS FOOD, S.A., RGSEAA 26.00025/B pour INTERDIS.",['ES 26.00025/B CE'],['Carrefour'],"['France', 'Espagne']","['Lait pasteurisé', 'eau', 'viande de porc 12%', 'tomates ', 'tomates en dés', 'jus de tomate', 'antioxydant : acide citrique', 'stabilisant : chlorure de calcium', 'semoule de blé', 'oignon', 'farine de blé', 'carotte', 'fromage', 'amidon modifié de maïs', 'huile de tournesol', 'tomate concentrée', 'gélatine de porc', 'sel', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', ""blanc d'oeuf en poudre"", 'sucre', 'gluten de blé', 'ail en poudre', 'noix de muscade', 'poivre noir', 'poivre blanc', 'Peut contenir des traces de crustacés', 'mollusques', 'poissons', 'soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",521,+5%,124,-20%,"5,1",-2%,13,-20%,"6,1",-3%,,,,,,,,4,,"['Œufs', 'Gluten', 'Lait']",521 kj(124 kcal),"2,2","1,8","0,75","0,3",,5.1 g,en quantité modérée,2.2 g,en quantité modérée,1.8 g,en faible quantité,0.75 g,en quantité modérée,-18%,+4%,-38%,-3%,-3%,3,+19%,C,+19%,500 g,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E428 - Gélatine']",,,,
1851,Caldo Deshidratado Verdura 142 Pastillas,8480012021378,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Pilons de poulet - La Nouvelle Agriculture,0213328014899,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,['France'],[],[],?,,134,-25%,"6,91",-26%,0,-100%,18,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,561 kj(134 kcal),"1,8",0,"0,25","0,1",,6.91 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-25%,-31%,-100%,-72%,-72%,-2,-159%,A,-159%,,,,,,
1853,Pain de mie - En Cuisine - 10x 1kg,3184830134528,B,,['En Cuisine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,['France'],[],[],?,,244,-8%,"2,7",-40%,45,-2%,"7,9",-6%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,1021 kj(244 kcal),"0,5","4,5","1,1","0,44",,2.7 g,en faible quantité,0.5 g,en faible quantité,4.5 g,en faible quantité,1.1 g,en quantité modérée,-9%,-23%,-14%,-4%,-4%,3,+107%,C,+107%,10 x 1 kg,,,,,
1854,Bio Crunchy - Fuchs - 350g,8009361016882,,,['Fuchs'],,"['Bio', 'Bio européen', 'IT-BIO-013']",,,,,['France'],[],[],?,,438,,14,,65,,"9,6",,,,,,,,,,,,1833 kj(438 kcal),"3,2",21,"0,1","0,04",,,,,,,,,,,,,,,,,,,350 g,,,,,
1855,Iced Tea Peach (US) - Lipton,0012000130922,,,['Lipton'],,['en:Verified'],,,,,['France'],"['Water', 'High Fructose Corn Syrup', 'Citric Acid', 'Black Tea', 'Sodium Hexametaphosphate ', 'to Protect Flavor', 'Natural Flavor', 'Phosphoric Acid', 'Potassium Sorbate ', 'Preserves Freshness', 'Potassium Benzoate ', 'Preserves Freshness', 'Acesulfame Potassium', 'Calcium Disodium EDTA ', 'to Protect Flavor', 'Sucralose']",[],?,,100,,0,,26,,0,,,,,,,,,4,,,418 kj(100 kcal),0,25,"1,9","0,76",,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E452i - Polyphosphate de sodium', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E955 - Sucralose']",,,,
1856,Rosensalz,4000068033626,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Bioolys,5420024603936,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,,,,,,,,,,,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1858,Noglut digestive galletas sabor naranja sin gluten - Santiveri,8412170033627,,,['Santiveri'],,"['Sans lactose', 'en:palm-oil-free']",,,,,['France'],[],['Sans huile de palme'],?,,439,,"11,9",,"74,1",,"6,8",,,,,,,,,,,,1837 kj(439 kcal),"0,9","19,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,
1859,Trofie Liguri - Barilla Selezione Oro Chef - 1000g,8076809535342,C,,"['Barilla Selezione Oro Chef', 'Barilla', 'Selezione Oro Chef']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'it:Trofie']",,,,,,"['France', 'Suisse']",[],[],1521,+1%,359,+2%,2,+12%,"70,2",+1%,"13,5",+9%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,1521 kj(359 kcal),"0,5","3,5","0,013","0,005",,2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.013 g,en faible quantité,+3%,+32%,+11%,-45%,-45%,-4,,A,,1000 g,,,,,
1860,Tomme d Issarlès - fromagerie de Coucouron - 400g.,3282750005031,B,tomme au lait pasteurisé 29% de matière grasse,['fromagerie de Coucouron'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,"['FR 07.071.001 CE', 'Coucouron (Ardèche, France)']",['Casino'],['France'],"['Lait de vache Pasteurisé ', 'origine France', 'sel', 'ferments lactiques', ""flore d'affinage"", 'présure']",['Non végétalien'],1380,+10%,0,-100%,?,,"0,1",-92%,19,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,3,,['Lait'],1380 kj(0 kcal),,,3,"1,2",['film plastique'],,,,,,,3 g,en quantité élevée,+1%,,,+131%,+131%,,,,,400 g.,,"['Coucouron', 'Ardeche']",,,
1861,Camembert portions - Saxo - 240g,3560070324545,,,['Saxo'],,,,,,,['France'],[],[],?,,273,,21,,1,,20,,,,,,,,,,,,1142 kj(273 kcal),15,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,240 g,,,,,
1862,Antipastie de la mer - Conad - 300g,80038320,,,['Conad'],,,,,,,['France'],[],[],?,,0,,18,,"0,8",,15,,,,,,,,,,,,0 kj(0 kcal),"1,9",0,1,"0,4",,,,,,,,,,,,,,,,,,,300 g,,,,,
1863,Pastai Gragnanesi Gnocchi Napoletani - 500g,8002399002414,,,,,,,,,,['France'],[],[],?,,361,,"1,2",,73,,13,,,,,,,,,,,,1510 kj(361 kcal),"0,2",4,0,0,,,,,,,,,,,,,,,,,,,500 g,,,,,
1864,Pizza tartufina - Guapizzima,8437016518175,,,['Guapizzima'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,,"['France', 'Espagne']",[],[],?,,274,+20%,"13,6",+62%,"23,6",-12%,"14,3",+39%,,,,,,,,,,,1146 kj(274 kcal),6,"0,6","1,5","0,6",,13.6 g,en quantité modérée,6 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,+19%,+53%,-80%,+20%,+20%,14,+80%,D,+80%,,,,,,
1865,Confiture de lait beurre salé - Maison Francis Miot,3700416220548,B,,['Maison Francis Miot'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,,,,,['France'],[],[],?,,327,+10%,11,+99%,51,-7%,"6,7",+3%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,1368 kj(327 kcal),"7,1",50,"0,71","0,284",,11 g,en quantité modérée,7.1 g,en quantité élevée,50 g,en quantité élevée,0.71 g,en quantité modérée,+10%,+119%,-2%,+110%,+110%,24,+45%,E,+45%,,,,,,
1866,Croissants au jambon -,20289072,D,,,"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']","['Viande Française', 'Viande Porcine Française']",,,,,['France'],[],[],?,,241,-4%,13,-6%,23,+7%,"7,4",-12%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,,,,1008 kj(241 kcal),"8,7","3,3","1,2","0,48",,13 g,en quantité modérée,8.7 g,en quantité élevée,3.3 g,en faible quantité,1.2 g,en quantité modérée,-4%,+1%,-1%,-3%,-3%,16,+5%,D,+5%,,,,,,
1867,Flageolets vert extra fins - Thiriet - 1000g,3292590829346,,,['Thiriet'],,,,,,['Thiriet'],['France'],[],[],?,,146,,0,,21,,9,,,,,,,,,,,,611 kj(146 kcal),0,1,0,0,['boîte'],,,,,,,,,,,,,,,,,,1000 g,,,,,
1868,Gourde pommes poires - Monoprix Bio - 12x 90g,3350033668515,,,['Monoprix Bio'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,['Monoprix'],['France'],[],[],?,,56,,0,,13,,0,,,,,,,,,,,,234 kj(56 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,12 x 90 g,,,,,
1869,Hamburguesa burkebab - Simon's,8423128111854,,,"[""Simon's""]",,,,,,,['France'],[],[],?,,193,,12,,"5,9",,16,,,,,,,,,,,,808 kj(193 kcal),"4,7","1,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,
1870,Aceite refinado de girasol,8480013054016,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,,,,,['France'],[],[],?,,900,+3%,100,+3%,0,-100%,0,-100%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,3766 kj(900 kcal),13,0,0,0,,100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+23%,-100%,-100%,-100%,11,0%,D,0%,,,,,,
1871,Pain complet,2030506572778,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Xuxos de azúcar rellenos de crema - Peiron & Torrent,8436009678063,,,['Peiron & Torrent'],,,,,,,['France'],[],[],?,,344,,"14,3",,"49,7",,"3,3",,,,,,,,,,,,1439 kj(344 kcal),"7,6","30,7","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,
1873,Selles-sur-Cher - Fromagerie Anjouin - 150g,3589110392177,E,,['Fromagerie Anjouin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de chèvre', 'Selles-sur-Cher']",['AOP'],,,"['FR 36.004.001 CE', 'Anjouin (Indre, France)']",,['France'],"['cru de chèvre', 'ferments', 'sel', 'colorant: charbon végétal']",[],1137,-2%,274,-4%,22,-5%,2,+63%,17,-5%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,4,,,1137 kj(274 kcal),16,"0,5","1,5","0,6",['Plastique'],22 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-4%,-6%,-31%,-3%,-3%,14,-3%,D,-3%,150 g,['E153 - Charbon végétal médicinal'],,,,
1874,Pulmoll,4002590140452,,,['Pulmoll'],,,,,,,['France'],[],[],?,,391,,"0,5",,97,,0,,,,,,,,,,,,1636 kj(391 kcal),"0,3",74,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1875,Caoflakes au chocolat - Auchan - 975g,3596710475490,,,['Auchan'],,"['Fabriqué en France', 'Nutriscore', 'Nutriscore C']",,,"['EMB 63430F', 'Thiers (Puy-de-Dôme, France)']",['Auchan'],['France'],[],[],?,,388,,"3,6",,76,,"9,2",,,,,,,,,,,,1623 kj(388 kcal),"1,4",29,"0,22","0,088",,,,,,,,,,,,,,,,,,,975 g,,,,,
1876,Mozzarella di bufala,8026203000458,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,,,['France'],[],[],?,,268,0%,23,-0%,"0,8",+8%,"14,5",+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,1121 kj(268 kcal),15,"0,8","0,73","0,292",,23 g,en quantité élevée,15 g,en quantité élevée,0.8 g,en faible quantité,0.73 g,en quantité modérée,+0%,-5%,+30%,+19%,+19%,11,+8%,D,+8%,,,,,,
1877,Lapin aux deux moutardes et son riz - Leaderprice,3263851613219,,,['Leaderprice'],,,,,,,['France'],[],[],?,,133,,"2,5",,18,,"8,5",,,,,,,,,,,,556 kj(133 kcal),"0,6",0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,
1878,Gelée de lavande,3760099519520,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,['France'],[],[],?,,230,,"0,3",,"56,8",,"0,5",,,,,,,,,,,,962 kj(230 kcal),"0,1","47,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,
1879,Poulet Qualité & Prix - 300g,2170873011002,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,"['France', 'Suisse']",[],[],?,,110,-16%,1,-65%,0,-100%,25,+10%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,460 kj(110 kcal),0,0,,,['Barquette'],1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,-15%,-100%,-100%,,,,,,,300 g,,,,,
