,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
805,Endives - Cora - 800g (530g égoutté),3257980120465,['Cora'],['France'],"['Endives', 'eau', 'sel', 'acidifiant : E330', 'antioxydant : E300']","['E330 - Acide citrique', 'E300 - Acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,74,?,74 kj(18 kcal),"< 0,5","< 0,1",1,"0,7","1,4","0,32","0,128",800 g (530 g égoutté),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', 'Endives', 'Endives en conserve', 'Endives']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.32 g,en quantité modérée,,,+21%,+192%,+201%,-52%,-44%,+37%,+119%,+119%,-7,,A,,A,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,['Conserve'],,,,['Cora'],,,
806,Muscadet Sèvre et Maine sur lie 2014 - L'Âme du Terroir - 75cl,3257980129413,"[""L'Âme du Terroir""]",['France'],"['Muscadet ', 'sulfites']",,['Sans huile de palme'],3,?,?,,?,,?,,?,,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Muscadet-Sèvre et Maine', 'Muscadets', 'Muscadets sur lie']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']","['AOP', ""Médaille d'Argent au Concours Mondial des Féminalise 2015""]",['France'],,['Cora'],,['France'],
807,"Cidre Traditionnel - Cora - 1,5L",3257980151237,['Cora'],['France'],['Contient des sulfites'],,[],3,?,?,,?,,?,,?,,,"1,5 L","['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres traditionnels']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,D,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,"['Bouteille', 'Plastique']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",,"['EMB 22197', ""Pleudihen-sur-Rance (Côtes-d'Armor, France)""]",['Cora'],,,
808,sauce aux tomates fraiches - cora - 190g,3257980156624,['Cora'],['France'],"['purée de tomates concentrée 95,1 %', 'sucre', 'oignons 1%', 'amidon transformé de maïs', 'sel', 'huile de tournesol', 'plantes aromatiques']",['E14XX - Amidons modifiés'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,189,?,189 kj(45 kcal),"0,2","0,1","9,2","5,5","1,5","0,787","0,315",190 g,"['Epicerie', 'Sauces']",,,0.2 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.787 g,en quantité modérée,-79%,,-81%,-99%,-95%,-7%,-15%,-44%,-67%,-67%,-4,-134%,A,-134%,,,,,,,,,['Conserve'],,,"['EMB 84080B', 'Monteux (Vaucluse, France)']","['cora metz technopole', 'Cora']",,['Provence'],
809,"Crèmes Brûlées, 2 Fois 100 Grammes, Marque Cora",3257980158772,['Cora'],['France'],"[""Crème pasteurisée 58% - œuf frais pasteurisés 12,5% - sucre - lait écrémé pasteurisé - jaune d'oeuf  frais pasteurisé - arôme vanille"", ' Garnitures : eclat de  caramel : caramel ', 'sirop de glucose - sucre']",,"['Sans huile de palme', 'Non végétalien']",4,?,293,1226 kj(293 kcal),22,14,19,15,"4,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,
810,Taboulé oriental à la menthe - Cora - 300g,3257980176752,['Cora'],['France'],"[""Semoule de blé dur 29% - eau - tomate 15% - huile de colza - oignon 4% - poivron vert 4% - poivron rouge 3% - vinaigre d'alcool - raisin sec 2% "", 'raisin - huile de colza et/ou graines de coton', "" - huile d'olive vierge extra - sel - menthe 1% - purée de citron sucrée "", 'citron - jus de citron - sucre', ' - jus de citron à base de concentré - conservateur : E202 - coriandre - cumin - antioxydant : E300 - poivre - fenouil - épaississant : E415 - curcuma']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,806,?,806 kj(193 kcal),"7,8","0,5",25,"3,6","4,9","0,7","0,28",300 g,"['Plats préparés', 'Frais', 'Plats à base de semoule', 'Plats préparés frais', 'Taboulés', 'Taboulés orientaux']",,['Gluten'],7.8 g,en quantité modérée,0.5 g,en faible quantité,3.6 g,en faible quantité,0.7 g,en quantité modérée,+9%,,+8%,+15%,-29%,+6%,-11%,+14%,-26%,-26%,1,-63%,B,-63%,B,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['Plastique', 'Barquette']",,,"['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)""]",['Cora'],Salade de semoule de blé dur aux légumes,,
811,Saucisses Cocktail Pur Porc - Cora,3257980176769,['Cora'],['France'],"['SUPÉRIEURE - INGRÉDIENTS', ' eau - de porc • acidifiants : lactate de —jun', ""acétate de sodium - gras de porc - sel - ' icesnaÙellesetaromates-exhaŒtel"", 'rdewût: Tubmate de sodium - dextrose - corËvde1fi ?300 - arômes', ' Fumage au bois de Fabri uéenFranceà artirdeporcdlori ine:Fraca GER/OKTECOCKTAPLWORSWES water-vaÌensplasmaooedingwrewJ kaliumlactaat', 'natriumacetaat IdltensvefNzout - nat iflJke kmiden en arqmaten smaakve sterker', ""nat ,urglutamaat - datose - conseweermiddelen: E250 - arana'S"", ' Gerooktop beukenvuur', ' in FranriJk met vadensvlees afkomstjg Ilit!ranfrljk C', ' cora France la', ' allée Cedex 2 smi', 'cora', 'fr']","['E270 - Acide lactique', 'E262i - Acétate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,?,288,1205 kj(288 kcal),26,11,"0,5","0,5",13,"2,5",1,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,26 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,+16%,+16%,+20%,+38%,-70%,-32%,+10%,+32%,+32%,23,+30%,E,+30%,E,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,['Fabriqué en France'],,,['Cora'],,,
812,"Salade Piémontaise Au Jambon, 300 Grammes, Marque Cora - 300g",3257980176806,['Cora'],['France'],[],,[],,?,96,402 kj(96 kcal),"4,3","0,4","10,8","0,9","2,9","1,3","0,52",300 g,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,4.3 g,en quantité modérée,0.4 g,en faible quantité,0.9 g,en faible quantité,1.3 g,en quantité modérée,,-36%,-35%,-60%,-61%,+30%,+24%,-29%,+31%,+31%,0,-100%,B,-100%,C,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,['Cora'],,,
813,Carottes rapées - Cora,3257980176813,['Cora'],['France'],"['Carottes râpées 82% - eau - huile de colza - vinaigre d’alcool - jus de citron à base de concentré - sel - moutarde ', ""eau - graines de moutarde - vinaigre d'alcool - sel"", ' - sucre - épaississants : E412', 'E415 - conservateur : E202 - poivre blanc']","['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,57,238 kj(57 kcal),12,"0,2",12,"4,3","0,5","0,95","0,38",,"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Carottes râpées', 'Carottes râpées assaisonnées']",,['Moutarde'],12 g,en quantité modérée,0.2 g,en faible quantité,4.3 g,en faible quantité,0.95 g,en quantité modérée,,-50%,-51%,+69%,-75%,+57%,+80%,-86%,+6%,+6%,-3,-338%,A,-338%,B,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,"['Boîte', 'Plastique']",,,,['Cora'],Carottes râpées en sauce,,
814,"Céleri Rémoulade, 300 Grammes, Marque Cora - 300g",3257980176820,['Cora'],['France'],[],,[],,?,91,381 kj(91 kcal),"6,8","0,34","4,2","3,8","1,2","1,1","0,44",300 g,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,6.8 g,en quantité modérée,0.34 g,en faible quantité,3.8 g,en faible quantité,1.1 g,en quantité modérée,,-30%,-30%,-41%,-66%,+28%,+118%,-1%,+9%,+9%,5,+46%,C,+46%,B,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,['Cora'],,,
815,Crème Glacée Pistache 1 Litre - Cora,3257980177339,['Cora'],['France'],[],,[],,?,213,891 kj(213 kcal),12,"5,7","22,6","18,5","3,7","0,06","0,024",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la pistache']",,,12 g,en quantité modérée,5.7 g,en quantité élevée,18.5 g,en quantité élevée,0.06 g,en faible quantité,,+1%,+1%,+11%,+6%,-7%,-10%,+3%,-54%,-54%,11,+8%,D,+8%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
816,Sorbet Citron 1 Litre 1 Litre - Cora,3257980177384,['Cora'],['France'],"['Eau - jus de citron à base de concentré 22,7% - sucre - sirop de glucose/fructose - préparation de morceaux de citron jaune 6% [sucre - morceaux de citrons jaunes semi confits 1,8% ', ""citron - sirop de glucose/fructose - sucre - correcteur d'acidité : acide citrique"", "" - eau - morceaux de citron jaune 0,8% - jus concentré de citron - correcteur d'acidité: acide citrique - épaississants : pectines"", 'gomme xanthane - colorant : lutéine] - gélifiants: farine de graines de caroube', 'gomme guar', 'pectines', 'gomme tara', 'gomme xanthane - arôme naturel de citron - protéines de pois hydrolysées - colorant : curcumine', ' Traces éventuelles de lait', 'de gluten', ""d'œuf"", 'de soja', ""d'arachides et de fruits à coque""]","['E330 - Acide citrique', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E161b - Lutéine', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E417 - Gomme tara', 'E100 - Curcumine']",[],4,?,120,502 kj(120 kcal),"0,4","0,09","29,6","27,9","0,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,
817,Purée de tomates - Cora,3257980182197,['Cora'],['France'],[],,[],,?,23,96 kj(23 kcal),"0,5","0,1","3,8","3,8","1,1","0,5","0,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,0.5 g,en quantité modérée,,-56%,-53%,-54%,-28%,-34%,-16%,-30%,+12%,+12%,-3,,A,,B,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,,['Cora'],,,
818,Truffes Fantaisie - Auteuil,3257980191526,['Auteuil'],['France'],"['graisses végétales ', 'palme', 'palmiste', ' - sucre - cacao maigre en poudre - lactosérum - cacao en poudre - émulsifiant : lécithine de soja arôme naturel de vanille', ' Traces éventuelles de gluten', ""d'arachides et de fruits à coque""]",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien']",4,?,625,2615 kj(625 kcal),"48,6","40,9","39,2","34,3","5,8","0,2","0,08",,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Marrons Glacés - Auteuil,3257980191588,['Auteuil'],['France'],"['Marrons', 'sucre', 'sirop de glucose-fructose', 'sel', 'arôme naturel de vanille', 'conservateur : anhydride sulfureux']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,326,1364 kj(326 kcal),"0,8","0,1","76,4","56,2","0,8","0,05","0,02",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,0.8 g,en faible quantité,0.1 g,en faible quantité,56.2 g,en quantité élevée,0.05 g,en faible quantité,,+3%,+3%,-10%,-36%,+3%,+11%,-22%,+34%,+34%,14,+19%,D,+19%,,,,,,,,,,,,,,,,
820,"Pommes de terre Four, purée, plats mijotés, potage - Cora - 2,5kg",3257980203878,['Cora'],['France'],"['Pommes de terre de consommation origine France variété Marabel', ' Calibre 45/65 mm Cat I']",,[],,?,?,,?,,?,,?,,,"2,5 kg","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Pommes de terre', 'Légumes frais', 'Pommes de terre catégorie 1']",,,,,,,,,,,,,,,,,,,,,,,,,A,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['Sac', 'Papier']",,['France'],,['Cora'],,['France'],
821,Crémant D'Alsace - Cora,3257980205711,['Cora'],['France'],[],,[],,?,?,,?,,?,,?,,,Crémant D'Alsace,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Crémant d'Alsace""]",,,,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],
822,Asperges vertes moyennes,3257980233011,,['France'],[],,[],,?,27,113 kj(27 kcal),"0,2","0,05","2,9","1,3",3,"0,3","0,12",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",,,0.2 g,en faible quantité,0.05 g,en faible quantité,1.3 g,en faible quantité,0.3 g,en quantité modérée,,+23%,+24%,-27%,-24%,+55%,+41%,+50%,-54%,-54%,-5,,A,,B,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,,,,,,,,
823,Huile De Maïs 1 Litre - Cora,3257980234896,['Cora'],['France'],[],,[],,?,899,3761 kj(899 kcal),"99,9",13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Fonds d'artichauts - Patrimoine Gourmand - Cora - 200g,3257980234919,['Cora'],['France'],[],,[],,?,28,117 kj(28 kcal),"0,1","0,02","3,3","1,5","1,5","0,78","0,312",200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",,,0.1 g,en faible quantité,0.02 g,en faible quantité,1.5 g,en faible quantité,0.78 g,en quantité modérée,,-44%,-43%,-94%,-92%,-28%,+23%,-14%,-9%,-9%,-2,,A,,,,,,,,,,,,,,,,,
825,"Lentilles Vertes, Bio, 500 Grammes, Marque Cora",3257980251923,['Cora'],['France'],"[""INGRÉDIENT / INGREDIÉNT Lentilles vertes issues de l'Agriculture Biologique"", ' Traces éventuelles de gluten et soja / Groene linzen afkomstig uit de biologische landbouw', ' Kan sporen bevatten van gluten en soja']",,[],,?,343,1435 kj(343 kcal),"1,7","0,2",50,1,24,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,['Cora'],,,
826,Cônes Chocolat / Pistache Feuilleté 6 Fois 120 Millilitres 6 Fois 120 Millilitres - Cora,3257980277886,['Cora'],['France'],"['Lait écrémé réhydraté - sucre - eau - matières grasses de coprah', 'palmiste et palme - farine de blé - sirop de glucose-fructose - lait écrémé concentré - poudre de cacao maigre - chocolat 1 ,4% ', 'sucre - pâte de cacao - beurre de cacao - émulsifiant : lécithines de soja', ' - lactose et protéines de lait - pâte de pistache 1% - amandes 0,9% - émulsifiants : lécithines de soja', ""mono - et diglycérides d'acides gras - dextrose - pâte de cacao - arôme naturel de pistache avec autres arômes naturels colorants "", ' complexes cuivriques de chloro - phylles et de chlorophyllines', 'curcumine stabilisants ', ' farine de graines de caroube', 'gomme guar', 'carraghénanes - beurre de cacao', "" Traces éventuelles d'autes fruits à coque""]","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien']",4,?,299,1251 kj(299 kcal),"14,2","10,8","38,1","26,8","3,9","0,14","0,056",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Cônes chocolat pistache', 'Dessert glacé feuilleté', 'en:Dessert glacé feuilleté', 'en:Dessert glacé feuilleté à partager']",['Huile de palme'],"['Gluten', 'Lait', 'Fruits à coque']",14.2 g,en quantité modérée,10.8 g,en quantité élevée,26.8 g,en quantité élevée,0.14 g,en faible quantité,,+21%,+23%,+4%,-2%,+39%,+14%,+88%,+13%,+13%,17,+1%,D,+1%,C,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,['Cora'],,,
827,Petits Pots Vanille / Fraise Et Vanille / Chocolat,3257980277916,,['France'],[],,[],,?,166,695 kj(166 kcal),"5,6","4,8","26,1",22,"2,4","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,"24 Mini Tartelettes Salées, 280 Grammes, Marque Cora",3257980306128,['Cora'],['France'],[],,[],,?,302,1264 kj(302 kcal),"16,2",8,"30,7","3,8","7,7","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Riz Cantonais - Cora,3257980374356,['Cora'],['France'],"['Riz basmati 64,9% - lanières de jambon cuit standard 9,5% ', 'jambon de porc - eau - sel - sirop de glucose - lactose - dextrose - stabilisants : diphosphate', 'carraghénane - arôme - conservateurs : érythorbate de sodium', 'nitrite de sodium', ' - petits pois doux fins 9,4% - carottes en dés 7% - omelette en dés 6,3% ', ""œufs entiers pasteurisés - blanc d'œuf - lait écrémé reconstitué - sel - épaississant : gomme de xanthane - acidifiant : acide citrique"", ' - arôme naturel - huile de tournesol - arôme ', 'contient crustacés - lait - poisson', ' Traces éventuelles de gluten', 'céleri', 'moutarde']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",4,?,127,531 kj(127 kcal),"2,8","0,8","19,6","1,2","4,9","1,04","0,416",,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",,"['Crustacés', 'Œufs', 'Poisson', 'Lait']",2.8 g,en faible quantité,0.8 g,en faible quantité,1.2 g,en faible quantité,1.04 g,en quantité modérée,,-19%,-19%,-30%,+17%,-17%,-5%,-7%,+6%,+6%,1,-56%,B,-56%,C,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,,,,['Cora'],,,
830,"Bâtonnets Géants, Cacahuète, 3 Fois 100 Millilitres, Marque Cora",3257980454089,['Cora'],['France'],"['Chocolat au lait 28,9% ', 'sucre - beurre de cacao - poudre de lait - pâte de cacao - matière grasse laitière anhydre - émulsifiant lécithine de soja - arôme naturel de vanille', ' - eau - crème 12,5% - morceaux de cacahuètes 7,7% - pâte de noisettes 6,9% ', 'sucre - noisettes - dextrose - matière grasse végétale de tournesol', "" - sucre - lactose et protéines de lait - sirop de glucose - poudre de lait écrémé - émulsifiant mono-et diglycérides d'acides gras végétale - stabilisants "", ' farine de graines de caroube', 'gomme guar - arôme naturel de vanille - colorant : caroténoïdes']","['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160 - Caroténoïdes']",['Non végétalien'],4,?,362,1515 kj(362 kcal),"24,1",13,"31,3","29,4","5,4","0,2","0,08",,,,"['Lait', 'Fruits à coque', 'Arachides', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,
831,Jambon Choix sans couenne - Cora - 90g,3257980460561,['Cora'],['France'],"['Jambon de porc', 'eau', 'sel', 'sirop de glucose', 'gélatine de porc', 'dextrose', 'stabilisants : E450', 'E451', 'E452', 'exhausteur de goût : E621', 'arômes', 'conservateurs : érythorbate de sodium', 'nitrite de sodium']","['E428 - Gélatine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,471,?,471 kj(113 kcal),4,"1,6",2,"1,7",17,"2,5",1,90 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,4 g,en quantité modérée,1.6 g,en quantité modérée,1.7 g,en faible quantité,2.5 g,en quantité élevée,-7%,,-14%,-17%,-13%,+199%,+186%,-19%,+34%,+34%,12,+70%,D,+70%,C,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Barquette', 'Plastique']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",['France'],"['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",['Cora'],"Jambon cuit qualité choix, découenné-dégraissé",['France'],
832,Cocktail de fruits au sirop - Cora,3257980481450,['Cora'],['France'],"['Pêches en cubes ', 'poires en cubes', ""seglllents d'ananas - raisins - demi-bigarreaux dénoyautés "", 'dont colonnt : E127', ' - eau - siro de glucose-fmctose - sucre - acidifiant : acide']",['E127 - Érythrosine'],[],4,289,?,289 kj(69 kcal),"< 0,5","< 0,1","15,8","14,3","< 0,5","0,06","0,024",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cocktail de fruits au sirop']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,14.3 g,en quantité élevée,0.06 g,en faible quantité,+4%,,+4%,+150%,+185%,+4%,+6%,+56%,+180%,+180%,-3,,A,,,,,,,,,,,,,,['Cora'],,,
833,Cake aux Fruits - Cora - 500g,3257980481498,['Cora'],['France'],"['Fruits 38,5% [bigarreaux confits 15% ', ""bigarreaux - sirop de glucose-fructose - colorant : anthocyanes - correcteur d'acidité : acide citrique - conservateur : anhydride sulfureux"", ' - raisins secs 7,5% - raisins macérés 6% ', ""raisins secs - rhum - infusion d‘écorces d'orange"", ' - cubes de pastèque confits 6% ', ""cubes de pastèque - sirop de glucose-fructose - sucre - correcteur d'acidité : acide citrique - conservateur : anhydride sulfureux - colorant : cochenille"", "" - écorces d'orange confites 4% "", ""écorces d'orange - sirop de glucose-fructose - sucre - correcteur d'acidité : acide citrique - conservateur : anhydride sulfureux"", ""] - farine de blé - œufs entiers - sucre - huile de colza - stabilisant : glycérol - eau - sirop de glucose - sel - arôme naturel d'orange - poudres à lever "", 'contient blé', ' : diphosphates', ""carbonates de sodium - émulsifiant : mono- et diglycérides d'acides gras - épaississant : gomme xanthane - colorant : curcumine""]","['E163 - Anthocyanes', 'E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E100 - Curcumine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,1460,?,1460 kj(349 kcal),"9,5","1,2",59,"37,9",5,"0,6","0,24",500 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",,"['Œufs', 'Gluten', 'Anhydride sulfureux et sulfites']",9.5 g,en quantité modérée,1.2 g,en faible quantité,37.9 g,en quantité élevée,0.6 g,en quantité modérée,-10%,,-10%,-38%,-73%,+5%,+13%,+3%,+2%,+2%,13,-22%,D,-22%,C,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,['Carton'],,['France'],"['EMB 60143A', 'Chaumont-en-Vexin (Oise, France)']",['Cora'],,,
