,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
1776,Galettes Pur Beurre aux Pépites de Chocolat - Erminig - 350g,3260260032549,"['Erminig', 'Le Palais de la Gourmandise']",['France'],"['Farine de blé', 'sucre', 'beurre concentré : 20 % ', '24', '5 % de beurre reconstitué', 'pépites de chocolat : 8 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'œufs entiers', 'arôme', 'sel', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium']","['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,513,2146 kj(513 kcal),24,16,66,30,"6,5","0,55","0,22",350 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",24 g,en quantité élevée,16 g,en quantité élevée,30 g,en quantité élevée,0.55 g,en quantité modérée,,+5%,+4%,+3%,+15%,+5%,+18%,+5%,-19%,-19%,24,+10%,E,+10%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['Sachet', 'Plastique']","['Point Vert', 'Fabriqué en France', 'Pur beurre']","['France', 'Bretagne']",,,,,
1777,Sablés pur beurre citron - La Trinitaine - 340g,3260260033157,['La Trinitaine'],['France'],"['farine de blé', 'sucre', 'beurre concentré 21,4% ', 'soit 25,7% de beurre reconstitué', 'œufs entiers', 'poudre de jus de citron 1,8%', 'arôme naturel de citron 1%', ' sel', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,447,1870 kj(447 kcal),22,15,52,26,"8,9","0,22","0,088",340 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,"['Œufs', 'Gluten', 'Lait']",22 g,en quantité élevée,15 g,en quantité élevée,26 g,en quantité élevée,0.22 g,en faible quantité,,-9%,-9%,-6%,+8%,-17%,+2%,+44%,-68%,-68%,20,-9%,E,-9%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['Plastique'],['Point Vert'],"['Saint-Philibert', 'France']",,,,,
1778,Sablés graines de lin et pavot - La Trinitaine,3260260033164,['La Trinitaine'],['France'],[],,[],,?,496,2075 kj(496 kcal),24,16,62,25,"7,1","0,52","0,208",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,,24 g,en quantité élevée,16 g,en quantité élevée,25 g,en quantité élevée,0.52 g,en quantité modérée,,+1%,+1%,+3%,+15%,-2%,-2%,+15%,-24%,-24%,23,+5%,E,+5%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,
1779,Nonettes au miel fourrés myrtilles - La Trinitaine - 280g,3260260033317,['La Trinitaine'],['France'],[],,[],,?,320,1339 kj(320 kcal),"0,5",0,76,49,3,"1,2","0,48",280 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",,,0.5 g,en faible quantité,0 g,en faible quantité,49 g,en quantité élevée,1.2 g,en quantité modérée,,-6%,-6%,-75%,-100%,+0%,+8%,-19%,+126%,+126%,18,+20%,D,+20%,,,,,,,,,,,,,,,,
1780,Gâteau Breton Pommes - La Trinitaine - 400g,3260260045013,['La Trinitaine'],['France'],"['Biscuit : farine de blé', 'sucre', 'beurre concentré : 20 % ', '24,5 % de beurre reconstitué', 'œufs entiers', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel caramel', ' Fourrage pommes ', '25 %', ' : pommes ', '37,5 %', ' sucre', 'sirop de glucose', 'eau', 'épaississant : pectine', ""correcteur d'acidité : acide citrique"", 'citrate de calcium', 'conservateur : sorbate de potassium', 'arôme']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines', 'E330 - Acide citrique', 'E333 - Citrates de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,?,419,1753 kj(419 kcal),15,"8,5",65,37,"4,8","0,89","0,356",400 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Gâteaux aux pommes', 'Gâteaux bretons fourrés à la pomme']",,"['Œufs', 'Gluten', 'Lait']",15 g,en quantité modérée,8.5 g,en quantité élevée,37 g,en quantité élevée,0.89 g,en quantité modérée,,+6%,+6%,-20%,-27%,+28%,+38%,-10%,+29%,+29%,24,+23%,E,+23%,,,,,,,,,['Plastique'],"['Point Vert', 'Fabriqué en France']","['France', 'Bretagne']",,['La Trinitaine'],Gâteau Breton aux pommes - Gâteau Breton Pommes,,https://www.latrinitaine.com/gateau-breton-aux-pommes.html
1781,Gâteau breton framboise - La Trinitaine - 400g,3260260045150,['La Trinitaine'],['France'],"['Biscuit ', '75 %', ' : Farine de blé', 'sucre', 'beurre pâtissier : 20,4 %', 'œufs entiers', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'caramel', ' Fourrage framboise ', '25 %', ' : Sucre', 'sirop de glucose', 'framboise : 14,5 %', 'purée de pomme', 'purée de groseille rouge', 'eau', 'épaississant pectine ', 'E440', ""correcteurs d'acidité : acide citrique "", 'E330', 'citrate de calcium ', 'E333', ' colorants anthocyanes ', 'E163', 'rouqe de cochenille ', 'E120', ' conservateur : sorbate de potassium ', 'E202', 'arôme']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines', 'E330 - Acide citrique', 'E333 - Citrates de calcium', 'E163 - Anthocyanes', 'E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,?,414,1732 kj(414 kcal),15,"7,9",64,35,"4,4","0,9","0,36",400 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Gâteaux bretons à la framboise']",,"['Œufs', 'Gluten', 'Lait']",15 g,en quantité modérée,7.9 g,en quantité élevée,35 g,en quantité élevée,0.9 g,en quantité modérée,,-7%,-7%,-30%,-43%,+12%,+13%,-11%,+17%,+17%,22,-9%,E,-9%,,,,,,,,,['Plastique'],['Fabriqué en France'],"['Bretagne', 'France']",,,,,
1782,Gâteaux breton - La Trinitaine,3260260045273,['La Trinitaine'],['France'],[],,[],,?,475,1987 kj(475 kcal),25,12,55,26,"7,9","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Palets aux fruits - La Trinitaine,3260260045372,['La Trinitaine'],['France'],"['Biscuit : farine de blé', 'sucre', 'beurre concentré : 20% ', '24,5% reconstitué', 'oeufs entiers', 'poudres à lever ', 'diphosphate disodique', 'carbonate sodium', 'sel', 'caramel', ' / Fourrage fruits ', '12%', ' : sucre', ' sirop de glucose', 'framboise: 14,5% purée de pomme : 12,3%', ' purée de groseille rouge : 11,4%', "" correcteurs d'acidité : acide citrique"", ' citrate de calcium', ' colorants : anthocyanes rouge de cochenille', ' conservateur : sorbate de potassium', ' arôme', ' Peut contenir des traces de soja']","['E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium', 'E330 - Acide citrique', 'E333 - Citrates de calcium', 'E163 - Anthocyanes', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,?,488,2042 kj(488 kcal),"18,9","10,8",63,32,"5,5","1,4","0,56",,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Palet breton - La trinitaine,3260260045983,['La trinitaine'],['France'],[],,[],,?,475,1987 kj(475 kcal),20,14,"67,2",27,5,"1,2","0,48",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,,20 g,en quantité modérée,14 g,en quantité élevée,27 g,en quantité élevée,1.2 g,en quantité modérée,,-5%,-4%,-21%,-15%,+11%,+4%,-15%,+37%,+37%,25,+4%,E,+4%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,
1785,Palets bretons - La Trinitaine,3260260046096,['La Trinitaine'],['France'],"['farine de blé', 'beurre coacentré : 20 % e', '? beurresreUnstitué', 'œufs etiqs', 'poudres lever ', 'diphospKate disodique', 'carbonate acide de sodium', 'sel', 'caramel', ' Peut contenir des traces de soj']",['E500ii - Carbonate acide de sodium'],[],,?,479,2004 kj(479 kcal),22,14,62,27,"6,8","1,2","0,48",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,['Gluten'],22 g,en quantité élevée,14 g,en quantité élevée,27 g,en quantité élevée,1.2 g,en quantité modérée,,-4%,-4%,-13%,-15%,+2%,+4%,+15%,+37%,+37%,25,+4%,E,+4%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,['Entrepreneurs + Engagés'],,,,,,
1786,Palets au beurre - 280g,3260260046683,,['France'],[],,[],,?,403,1686 kj(403 kcal),16,8,"57,6","26,8",6,1,"0,4",280 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Patissier Biscuitier Breton - La Trinitaine,3260260051281,['La Trinitaine'],['France'],[],,[],,?,500,2092 kj(500 kcal),23,13,66,28,"6,3","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Assortiment de Bretagne - La Trinitaine,3260260051533,['La Trinitaine'],['France'],[],,[],,?,505,2113 kj(505 kcal),22,11,71,44,"4,5","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,"Galettes, Palets",3260260061372,,['France'],[],,[],,?,473,1979 kj(473 kcal),23,13,66,28,"6,3","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Étoiles pur Beurre aux Raisins - Ruz Ha Du - 200g,3260260079407,['Ruz Ha Du'],['France'],"['Farine de blé', 'sucre', 'œufs entiers : 21%', 'beurre concentré : 17% ', '21% de beurre reconstitué', 'raisins secs : 12', '5%', 'stabilisant : sorbitol', 'sirop de glucose - fructose', 'arôme', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'conservateur : sorbate de potassium ', 'E202']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,423,1770 kj(423 kcal),19,12,55,33,"5,8","0,64","0,256",200 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,"['Œufs', 'Gluten', 'Lait']",19 g,en quantité modérée,12 g,en quantité élevée,33 g,en quantité élevée,0.64 g,en quantité modérée,,+5%,+5%,-3%,+57%,+11%,+18%,+7%,+5%,+5%,24,+34%,E,+34%,,,,,,,,,"['Barquette', 'Plastique', 'Atmosphère protectrice']","['Point Vert', 'Pur beurre']","['Le Palais de la Gourmandise', 'St Philibert', 'Morbihan', 'Bretagne', 'France', '56470', 'La Trinitaine']",,,,,
1791,Étoiles Pur Beurre - Erminig,3260260079513,['Erminig'],['France'],"['Farine de blé', 'sucre', 'œufs entiers : 24,5 %', 'beurre concentré : 19,5 % ', '23,8 % de beurre reconstitué', 'stabilisant: sorbitol', 'sirop de glucose-fructose', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'conservateur: sorbate de potassium']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,427,1787 kj(427 kcal),19,12,59,29,"4,8","0,78","0,312",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,"['Œufs', 'Gluten', 'Lait']",19 g,en quantité modérée,12 g,en quantité élevée,29 g,en quantité élevée,0.78 g,en quantité modérée,,+6%,+6%,-3%,+57%,+19%,+4%,-12%,+28%,+28%,24,+34%,E,+34%,,,,,,,,,,['Pur beurre'],,,,Étoiles Pur Beurre,,
1792,Etoiles pur beurre marbrées - 800g,3260260079551,,['France'],[],,[],,?,441,1845 kj(441 kcal),23,14,53,29,6,"0,72","0,288",800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Madeleines Pur Beurre - Ruz Ha Du - 800g,3260260090563,['Ruz Ha Du'],['France'],"['Farine de blé', 'sucre', 'œufs entiers : 24', '5 %', 'beurre pâtissier 19,7 %', 'stabilisant : sorbitol', 'sirop de glucose-fructose', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'arôme naturel de vanille ', 'contient alcool']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,428,1791 kj(428 kcal),22,14,54,29,6,"0,7","0,28",800 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['Œufs', 'Gluten', 'Lait']",22 g,en quantité élevée,14 g,en quantité élevée,29 g,en quantité élevée,0.7 g,en quantité modérée,,-3%,-3%,-4%,+102%,+2%,+5%,+6%,-14%,-14%,24,+30%,E,+30%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Sachet', 'Plastique']",['Pur beurre'],,,,,,
1794,Madeleine pur beurre,3260260090617,,['France'],[],,[],,?,435,1820 kj(435 kcal),18,14,57,29,5,"0,78","0,312",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,18 g,en quantité modérée,14 g,en quantité élevée,29 g,en quantité élevée,0.78 g,en quantité modérée,,-1%,-1%,-21%,+102%,+8%,+5%,-12%,-4%,-4%,24,+30%,E,+30%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1795,Ruz ha du - 600g,3260260094028,"['Ruz Ha Du', 'Le Palais De La Gourmandise']",['France'],[],,[],,?,423,1770 kj(423 kcal),19,"1,5",58,34,5,"0,8","0,32",600 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux à la fraise']",,,19 g,en quantité modérée,1.5 g,en quantité modérée,34 g,en quantité élevée,0.8 g,en quantité modérée,,+15%,+12%,+50%,-29%,-2%,-5%,+13%,+16%,+16%,16,+6%,D,+6%,,,,,,,,,"['Sachet', 'Plastique']",['Point Vert'],,,,,,
1796,Fourrandise - Bretagne Desserts - 3kg (100 * 30g),3260260094103,['Bretagne Desserts'],['France'],"['Farine de blé', 'œufs entiers', 'sucre', 'beurre pâtissier: 23,2 % sirop de glucose-fructose', 'stabilisant: sorbitol', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'conservateur: sorbate de potassium']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,461,1929 kj(461 kcal),26,12,52,29,"6,2","1,1","0,44",3 kg (100 * 30 g),"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,"['Œufs', 'Gluten', 'Lait']",26 g,en quantité élevée,12 g,en quantité élevée,29 g,en quantité élevée,1.1 g,en quantité modérée,,+14%,+15%,+33%,+57%,+5%,+4%,+14%,+81%,+81%,25,+40%,E,+40%,,,,,,,,,"['Carton', 'Plastique']",['Produits destinés aux professionnels'],,,,,,
1797,Gâteaux fourrés - 900g,3260260102051,,['France'],[],,[],,?,416,1741 kj(416 kcal),21,"1,8",56,32,"5,9","0,87","0,348",900 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Madeleinettes aux oeufs frais - La Trinitaine - 7.05oz,3260260103140,['La Trinitaine'],['France'],[],,[],,?,433,1812 kj(433 kcal),18,"1,6",61,29,"5,5","0,8","0,32",7.05 oz,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,18 g,en quantité modérée,1.6 g,en quantité modérée,29 g,en quantité élevée,0.8 g,en quantité modérée,,-2%,-2%,-21%,-77%,+16%,+5%,-3%,-1%,-1%,15,-18%,D,-18%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1799,Quatre-quart - 200g,3260260110728,,['France'],[],,[],,?,440,1841 kj(440 kcal),24,"15,8",50,22,6,"0,85","0,34",200 g,"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",,,24 g,en quantité élevée,15.8 g,en quantité élevée,22 g,en quantité élevée,0.85 g,en quantité modérée,,+4%,+3%,+5%,+30%,+2%,-22%,+4%,-17%,-17%,22,-3%,E,-3%,D,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,,,,,,,,
1800,Quatre Quart -,3260260110735,,['France'],"['Farine de blé', 'œufs entiers', 'sucre', 'beurre pâtissier : 22%', 'sirop de glocuse-fructose', 'stabilisant : sorbitol', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'sel', 'arôme naturel de vanille ', 'contient alcool']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['Non végétalien'],4,?,440,1841 kj(440 kcal),24,"15,6",50,29,6,"0,82","0,328",,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Quatre-quart - 450g,3260260110742,,['France'],[],,[],,?,440,1841 kj(440 kcal),24,"15,8",50,29,6,"0,82","0,328",450 g,"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",,,24 g,en quantité élevée,15.8 g,en quantité élevée,29 g,en quantité élevée,0.82 g,en quantité modérée,,+4%,+3%,+5%,+30%,+2%,+3%,+4%,-20%,-20%,24,+6%,E,+6%,D,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,,,,,,,,
1802,Petit gâteau marbré,3260260120147,,['France'],[],,[],,?,447,1870 kj(447 kcal),23,"1,7",55,29,"5,8","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Mini fourré abricot,3260260151257,,['France'],[],,[],,?,425,1778 kj(425 kcal),"19,1","1,35","57,9","32,7","4,9","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
1804,P'tits Gâteaux aux fruits séchés sucrés - La Trinitaine - 840g,3260260151608,['La Trinitaine'],['France'],[],,[],,?,421,1761 kj(421 kcal),21,17,"63,1","37,9","4,2","0,7","0,28",840 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,
1805,P'tits gâteaux (fourrés chocolat) - La Trinitaine,3260260151684,['La Trinitaine'],['France'],[],,[],,?,422,1766 kj(422 kcal),19,"1,6",57,31,"5,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,P'tits gateaux marbres fourres chocolat - 600g,3260260152292,,['France'],[],,[],,?,447,1870 kj(447 kcal),23,"1,7",55,29,"5,8","0,84","0,336",600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,P'tits gateaux fourres cacao - 600g,3260260152438,,['France'],[],,[],,?,416,1741 kj(416 kcal),18,"1,8",56,32,"5,9","0,87","0,348",600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,
1808,Madeleines Longues Aux Oeufs,3260260180356,,['France'],[],,[],,?,457,1912 kj(457 kcal),23,"2,1",57,27,"5,8","0,79","0,316",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines longues']",,,23 g,en quantité élevée,2.1 g,en quantité modérée,27 g,en quantité élevée,0.79 g,en quantité modérée,,+4%,+4%,+8%,-40%,+4%,-4%,+3%,-6%,-6%,15,-7%,D,-7%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1809,Madeleines longues marbrées cacao,3260260180462,,['France'],[],,[],,?,456,1908 kj(456 kcal),23,2,56,28,"5,6","0,78","0,312",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,23 g,en quantité élevée,2 g,en quantité modérée,28 g,en quantité élevée,0.78 g,en quantité modérée,,+3%,+4%,+1%,-71%,+6%,+2%,-1%,-4%,-4%,15,-18%,D,-18%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1810,Craquelins - La Trinitaine,3260260200740,['La Trinitaine'],['France'],"['farine de b14 margarine [hui es végétales ', 'pair colza', 'ea', 'sel', 'émulsifiant ', ""mono et diglycérides d'a :ides gras"", ""correctevid'acidit "", 'acide lactique', ': bêta - carc Onet arôme', 'sucre 1 poudre à lever ', 'bicarbonate de sodium', ' Contient du gluten', ' Peut contenir des traces de lait']","['E270 - Acide lactique', 'E500ii - Carbonate acide de sodium']",[],4,?,540,2259 kj(540 kcal),29,15,62,22,"5,8","1,23","0,492",,,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Caramels Au Beurre Salé Au Sel De Guérande La Trinitaine - 200g,3260260202201,['La Trinitaine'],['France'],"['Sirop de glucose', 'sucre', 'beurre salé 9 %', 'poudre de lait entier', 'sucre inverti', 'lait écrémé en poudre', 'fleur de sel de Guérande 0,3 %', 'sel 0,3 %']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,418,1749 kj(418 kcal),10,"6,7",78,44,"2,8","0,92","0,368",200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['Lait'],10 g,en quantité modérée,6.7 g,en quantité élevée,44 g,en quantité élevée,0.92 g,en quantité modérée,,+2%,+2%,-27%,-25%,+15%,-13%,+19%,-5%,-5%,24,-3%,E,-3%,,,,,,,,,"['Carton', 'Plastique', 'boîte']",['Au sel de Guérande'],,"['EMB 44215L', 'Vertou (Loire-Atlantique, France)']",,,,
1812,Caramel au Beurre Salé - La Trinitaine,3260260203192,['La Trinitaine'],['France'],[],,[],,?,488,2042 kj(488 kcal),28,18,58,41,1,"0,48","0,192",,"['Snacks', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Caramels', 'Caramels au beurre salé']",,,28 g,en quantité élevée,18 g,en quantité élevée,41 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,+51%,-1%,-14%,-45%,-21%,-21%,27,+10%,E,+10%,,,,,,,,,,,,,,,,
1813,6 Crêpes Blé Noir - La Trinitaine - 190g,3260260203369,['La Trinitaine'],['France'],"['Lait frais entier', 'farine de blé noir 16 %', ' farine de blé', 'œufs frais', 'eau', 'huile de colza', 'sel', 'conservateur E202']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,137,573 kj(137 kcal),"3,1","0,6","22,6","0,5","4,7","1,2","0,48",190 g,"['Crêpes et galettes', 'Crêpes']",,"['Œufs', 'Gluten', 'Lait']",3.1 g,en quantité modérée,0.6 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,,-55%,-56%,-69%,-84%,-50%,-98%,-34%,+48%,+48%,4,-67%,C,-67%,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['Plastique', 'Sachet']",['Point Vert'],"['France', 'Bretagne']",,,6 Crêpes de Blé Noir,,
1814,Pain d'épices aux pommes - 250g,3260260204694,,['France'],[],,[],,?,332,1389 kj(332 kcal),"1,8","0,86",73,49,"4,8","0,37","0,148",250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,1.8 g,en faible quantité,0.86 g,en faible quantité,49 g,en quantité élevée,0.37 g,en quantité modérée,,-1%,-2%,-48%,-31%,+3%,+21%,+11%,-15%,-15%,15,+6%,D,+6%,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,
1815,Jus de tomate,3260260204946,,['France'],[],,[],,?,23,96 kj(23 kcal),0,0,"4,5","3,7","0,7","0,59","0,236",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,,0 g,en faible quantité,0 g,en faible quantité,3.7 g,en quantité modérée,0.59 g,en quantité modérée,,+15%,+17%,-100%,-100%,+22%,+15%,-7%,+39%,+39%,-1,,B,,,,,,,,,,,,,,,,,
1816,Caramel au beurre salé au sel de Guérande,3260260207008,,['France'],[],,[],,?,418,1749 kj(418 kcal),"12,5",7,72,"47,4","4,3","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,La Trinitaine - 100g,3260260208517,['La Trinitaine'],['France'],[],,[],,?,?,,?,,?,,?,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Les crêpes dentelle - La Trinitaine - 85g,3260260208524,['La Trinitaine'],['France'],"['Farine de blé', 'sucret beurre pâtissier ', 'lait', ' 16%', 'lait écrémé en poudre', 'sel', ""extrait de malt d'orge"", 'émulsifiant : lécithines ', 'soja', 'poudre à lever : carbonates de sodium']","['E322i - Lécithine', 'E500 - Carbonates de sodium']",['Non végétalien'],4,?,471,1971 kj(471 kcal),17,12,74,35,"6,5","0,55","0,22",85 g,,,"['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Caramel - La Trinitaine,3260260209613,['La Trinitaine'],['France'],[],,[],,?,397,1661 kj(397 kcal),0,0,78,63,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
