,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,nova_score,quantity,additives,manufacturing,markets,link,palm_ingredients,generic_name,ingredients_origins,traceability_code
1499,Huile d'olive vierge extra de Corse AOP,3770005841027,['France'],[],[],?,981,4105 kj(981 kcal),100,15,0,0,0,,,['AOP'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huile d'olive de Corse""]",100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,,,,+18%,+18%,+8%,+13%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1500,Chocolat en Granulés - Mr Choco,3770005886042,['France'],[],[],?,442,1849 kj(442 kcal),13,"7,8",76,63,"3,2","0,12","0,048",,,['Mr Choco'],"['Aides culinaires', 'Aides à la pâtisserie', 'Décorations alimentaires', 'Vermicelles multicolores']",13 g,en quantité modérée,7.8 g,en quantité élevée,63 g,en quantité élevée,0.12 g,en faible quantité,,+0%,+0%,0%,+4%,+4%,-7%,-12%,+22%,+22%,22,+6%,E,+6%,,,,,,,,,,,,,,,,,,,
1501,Miel Toutes Fleurs Biologique - Virgile Mazery - 250g,3770005912017,['France'],['Miel de fleurs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,['Virgile Mazery'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bocal', 'Verre', 'métal']",,2,250 g,,,,,,,['Union européenne'],
1502,Mousse de canard,3770005914189,['France'],[],[],?,388,1623 kj(388 kcal),37,12,"0,5","0,5",14,"1,4","0,56",,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées']",37 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+12%,+12%,+13%,0%,-83%,-70%,+40%,-8%,-8%,20,+4%,E,+4%,,,,,,,,,,,,,,,,,,,
1503,Biltong de Bœuf - Meat Me - 40g,3770005923013,['France'],"['Bœuf', 'sel', 'sucre', 'disulfite de sodium', 'bicarbonate de sodium', 'ail', 'coriandre', 'gingembre', 'clou de girofle', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,248,1038 kj(248 kcal),"2,6","0,96","8,4","0,6","47,8","3,59","1,436",,,['Meat Me'],"['Snacks', 'Viandes', 'Snacks salés', 'Viandes séchées', 'Biltongs']",2.6 g,en faible quantité,0.96 g,en faible quantité,0.6 g,en faible quantité,3.59 g,en quantité élevée,,+16%,+16%,-34%,-37%,+85%,-81%,+27%,-14%,-14%,13,-4%,D,-4%,,,,,,,,['Plastique'],['Disulfite de sodium'],3,40g,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,,,,
1504,Biltong piri piri - Meat Me,3770005923020,['France'],"['Bœuf ', 'race Aberleen Angus', 'sel', 'sucre', 'disulfite de sodium', 'bicarbonate de sodium', 'piment peri peri', 'coriandre', 'gingembre', 'clou de girofle', 'poivre']","['Non végétalien', 'Non végétarien']",?,248,1038 kj(248 kcal),"2,6","0,96","8,4","0,6","47,8","3,59","1,436",,,['Meat Me'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,,,,
1505,Fenalår Jambon d'Agneau Affiné,3770005923075,['France'],[],[],?,299,1251 kj(299 kcal),19,"8,5",0,0,31,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Fenalår aux herbes - Meat Me,3770005923099,['France'],"[""FENALAR TRANCHÉ Gigot d'agneau"", 'sel', 'sucre', 'épices traitées par ionisation', 'conservateurs E250 et E202']",[],?,302,1264 kj(302 kcal),19,"9,7","1,8","1,8",31,7,"2,8",,,['Meat Me'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1507,Bœuf séché recette à l'ail - FEED&GO,3770005923112,['France'],"['BILTONC : Viande : boquf origine ffltonq', ' Marinade sel', 'gorian@re', 'rnu}legarcîé do chili', 'nitrâte de sociluxn et sorbate de potassium']","['Non végétalien', 'Non végétarien']",?,304,1272 kj(304 kcal),"4,4","1,8","1,9","0,5","62,6","3,8","1,52","['en:gluten-free', 'Sans lactose']",,['FEED&GO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Sauce fish - Sauces Mixo,3770005926045,['France'],"['Huile de colza et soja', 'eau', 'cornichons', 'sucre', ""jaune d'œuf"", 'vinaigre', 'amidon de mais modifié', 'sel', 'légumes', 'acidifiants • acide citrique', 'conservateurs : sorbate de potassium', 'benzoate de sodium', ' Peut contenir des traces de gluten', 'soia', 'lait', 'céleri', 'moutarde et sulfites', ' Rapeseed oil and soybean sugar', 'egg yolk', '\\vater', 'gherkins', 'modified corn starch', 'salt', 'uegetabies', 'acidity regulators', ' citric acid', 'sorbate of potassium', 'enzoate of sodium', ' contains traces of gluten', 'celery', 'mustard an']",['Non végétalien'],?,375,1569 kj(375 kcal),"35,8","2,8","11,2","6,1","1,2",2,"0,8",,,['Sauces Mixo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Soja']",,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
1509,Sauce youpi,3770005926311,['France'],[],[],?,305,1276 kj(305 kcal),"23,1","1,7","23,3","16,1","0,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Sauce pomme frites,3770005926366,['France'],[],[],?,280,1172 kj(280 kcal),25,2,12,9,1,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Jus de bissap,3770005930004,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,99",0,"0,42",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Chocolat Noir 85% - 100g,3770005936020,['France'],[],[],?,604,2527 kj(604 kcal),48,29,23,13,11,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,
1513,Le Pompon assortis - Fine coque de chocolat noir - 100g,3770005943035,['France'],[],[],?,484,2025 kj(484 kcal),"28,6","16,2","51,4","41,3","5,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,
1514,6 pompons authentiques,3770005943141,['France'],[],[],?,484,2025 kj(484 kcal),"28,6","16,2","51,4","41,3","5,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Velours de vinaigre chocolat gingembre,3770005944193,['France'],[],[],?,122,510 kj(122 kcal),0,0,35,35,"0,5",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Sauce citron safranee,3770005956004,['France'],[],[],?,24,100 kj(24 kcal),"0,23","0,026",42,41,"0,25",0,0,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Jus pétillant pomme myrtille,3770005958039,['France'],[],[],?,40,167 kj(40 kcal),0,0,"9,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Pomme Framnboise,3770005958053,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,5",0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Les 2 gros,3770005988067,['France'],[],[],?,471,1971 kj(471 kcal),46,17,"0,8","0,4",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Un soir a capo,3770005988074,['France'],[],[],?,458,1916 kj(458 kcal),45,16,3,"0,5",10,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Cecina des 2 gros,3770005988128,['France'],[],[],?,75,314 kj(75 kcal),"18,1","3,57","0,6","0,23","37,2","4,88","1,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Preparation pour Muffins choco blanc au caramel,3770005995171,['France'],[],[],?,395,1653 kj(395 kcal),"10,65","6,25","66,35","30,1","7,47","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"Confiture Mara Des Bois, Tomate Marmande Et Basilic - Confiture parisienne",3770005999001,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",0,0,,,['Confiture parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",0.1 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+8%,+7%,-61%,-100%,+6%,+10%,-20%,-100%,-100%,12,+26%,D,+26%,,,,,,,,,,,,,,,,,,,
1524,"Confiture Framboise, Abricot Et Anis étoilé - Confiture Parisienne",3770005999018,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",,,['Sans conservateurs'],B,['Confiture Parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,,,,+10%,+9%,-56%,-100%,+7%,+13%,-20%,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
1525,"Confiture Châtaigne, Poire Et Fève Tonka",3770005999025,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,23,23,"0,4",0,0,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"Confiture Carotte, Passion Et Vanille - Confiture Parisienne",3770005999032,['France'],"['ARTISANALE DE SAISON PRÉPARÉE AVEC Et DES INGRÉDIENTS NATURELS', 'SANS COHSERVküVü : CAROTTE', ' PASSION', 'SUCRE DE CANNE', ' CITRON', "" VA'ë,-E"", ' PASSION CANE SUGAR LEMON veax POUR/FOR ÉNERGIE/ ENERGY : 1110 dont acide gras saturés/satura', ' faa:c', 'g QUOES/CARBOHYDRRTES : 57g']",[],?,201,841 kj(201 kcal),"0,9","0,6",46,44,1,"0,27","0,108",['Entrepreneurs + Engagés'],,['Confiture Parisienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Aucun'],,,,,,,,,,
1527,Confiture Quatre Agrumes,3770005999063,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Aphrodisiaque - Confiture Parisienne - 250g,3770005999070,['France'],"['GRAPEFRUIT', ' APPLE', ' POMEGPANAÏE', ' CANE LEMON', ' CHILI ISIANDS NATURAL PECTIN', ' POUR/FOR : FRUITS UTILISÉS/FRU!T USO : ÉNERGIE/ ENERGY : 1 110 MATIÈRES GRASSES/ FAT : 0', 'I q dont acide gras saturés/ saturated fafr! acidCç GLUCIDES/CARBOHYC', 'RAIES ?']",[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",0,0,['Sans conservateurs'],,['Confiture Parisienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,
1529,Gelée De Nuits Saint-georges - Confiture Parisienne,3770005999117,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",0,0,['Sans conservateurs'],,['Confiture Parisienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,L’unique Abricot - Confiture Parisienne,3770005999155,['France'],"['ABRICOT', 'SUCRE DE CANNE', 'CITRON', 'PECTINE Naturelle']",[],?,240,1004 kj(240 kcal),"0,1",0,57,57,0,0,0,['Sans conservateurs'],B,['Confiture Parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+10%,+9%,-56%,-100%,+7%,+13%,-100%,-100%,-100%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['ABRICOT', 'CITRON']",4,,['E440 - Pectines'],,,,,,,
1531,Confiture coing poire pomme - Confiture Parisienne - 250g,3770005999223,['France'],[],[],?,240,1004 kj(240 kcal),"0,1","0,05",57,57,"0,4",0,0,,D,['Confiture Parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.1 g,en faible quantité,0.05 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+11%,+10%,-67%,-3%,+9%,+13%,-27%,-100%,-100%,11,+15%,D,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,250 g,,,,,,,,
1532,Gelée de framboise chocolat noir - Confiture Parisienne,3770005999230,['France'],[],[],?,?,,?,,?,,?,,,,D,['Confiture Parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de framboises']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1533,Or Noir - Confiture Parisienne,3770005999438,['France'],"['DE SAISON DE CAM', 'JE', "" VEGEîA$CARB'ON"", 'NATURAL']",[],?,240,1004 kj(240 kcal),"0,1","0,1",57,57,"0,4",0,0,"['100% naturel', 'Sans conservateurs']",,['Confiture Parisienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Gelée de thé - Confiture Parisienne,3770005999582,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,57,57,"0,4",,,,,['Confiture Parisienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Confiture Tomates jaune et poire pochée - Confiture parisienne - 250g,3770005999728,['France'],[],[],?,240,1004 kj(240 kcal),0,0,57,57,"0,4",0,0,['Sans conservateurs'],,['Confiture parisienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,,+8%,+7%,-100%,-100%,+6%,+10%,-20%,-100%,-100%,12,+26%,D,+26%,,,,,,,,,,,250g,,,,,,,,
1536,"Epicerie / Epicerie Sucrée / Barres De Céréales, Fruits - Les Fruits Detendus",3770006003004,['France'],"['Et pour ne rien vous cacher', 'voici les 5 ingrédients naturels que nous utilisons pour élaborer cette délicieuse recette : abricots* séchés ', '38%', 'graines de lin* entières et moulues', 'amandes* concassées', 'baies diaronia* séchées ', '16%', ' et feuilles de romarirf ', '0,7%', "" Issus de l'agriculture biologique""]",[],?,390,1632 kj(390 kcal),"20,6","1,8","34,6","19,9","10,9","0,025","0,01",['Bio'],,['Les Fruits Detendus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,En-cas Bio Et Végan - Banane-goji - Les Fruits Detendus,3770006003011,['France'],"['Et pour ne rien vous cacher', 'voici les 6 ingrédients naturels que nous utilisons pour élaborer cette délicieuse recette : bananes* séchées ', '35%', ' graines de lin* entières et moulues noix du Brésil* concassées baies de goji* séc ées ', '18%', 'graines de sarrasin* germées et feuilles de thym citron* ', '07%', "" * Issus de l'agriculture biologique VALEURS ÉNERGÉTIQUES ET NUTRITIONNELLES MOYENNES POURIOOG POUR40G 1708kJ/411kcaI 683kJ/164kcat Énergie :""]",[],?,411,1720 kj(411 kcal),"24,7","4,5","42,9","33,6","11,1","0,016","0,006",['Bio'],,['Les Fruits Detendus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Mangue Physalis - Fruits Detendus,3770006003028,['France'],[],"['Végétalien', 'Végétarien']",?,418,1749 kj(418 kcal),"19,6","2,9","42,6","33,6","10,8","0,012","0,005","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01', 'AB Agriculture Biologique']",,['Fruits Detendus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,"Apéro Croustillant Olives, Graines De Courge Et Origan - Les mousquetaires - 120g",3770006003042,['France'],"['graines de sarrasin* décortiquées olives* séchées ', '24$5%', 'graines de courge* ', '225%', 'graines de lin* moulues', 'graines de chia*', ""sel et origan* Issus de l'agriculture biologique Lesafruits NDUS""]",[],?,467,1954 kj(467 kcal),"30,6","12,3","37,4","0,6","15,5","0,8","0,32","['Bio', 'Sans sucre ajouté', 'Sans additifs']",,['Les mousquetaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,
1540,"Apéro Croustillant Tomates, Noix De Cajoux Et Baies Roses - Les mousquetaires",3770006003059,['France'],"['Tomates* séchées ', '29,5%', 'graines de sarrasin* décortiquées', 'noix de cajou* ', '21,5%', 'graines de lin* moulues', 'graines de chia""', 'paprika doux* ', '1,4%', 'fleur de sel et baies roses*', ""\r* Issus de l'agriculture biologique""]",[],?,476,1992 kj(476 kcal),"23,8","3,4",58,"15,3","18,5","0,642","0,257","['Bio', 'Sans sucre ajouté', 'Sans additifs']",,['Les mousquetaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,,,,,
1541,"Apéro Croustillant Raisins De Corinthe, Pistaches Et Carvi - Les mousquetaires - 120g",3770006003066,['France'],"['de sctrasin? décortiquées', 'raisins de corinthei ', '270,4 pistaches ? ', '2196', "" graines de lin' moulues"", ""arcines de ch:o'"", "" cctvi' "", 'ISS', ' et sel rose d Himalaya', ""r Issus de l'agricultute biologique""]","['Non végétalien', 'Non végétarien']",?,406,1699 kj(406 kcal),"18,9","2,2",54,20,"13,2","0,347","0,139",['Bio'],,['Les mousquetaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,
1542,"Apéro Croustillant Mûres Blanches, Amandes Et Curcuma - Les mousquetaires",3770006003073,['France'],"['mûres blanches* séchées amandes* ', '273%', 'araires de sarrasin* décortiquées', 'graines de ch', 'e', 'graines de lint moulues', 'curcuma* ', '1,4%', "" fleur de sel et poivre noir fumé'"", ""Issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,342,1431 kj(342 kcal),20,"1,8","34,2","3,6","12,5","0,5","0,2","['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en France', 'en:The Vegan Society', 'Entrepreneurs + Engagés']",,['Les mousquetaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Epicerie / Petit Déjeuner / Céréales Petit Déjeuner - Les Fruits Detendus,3770006003097,['France'],"['GRANOLA CACAO - CAJOU I Graines de sarrasin* décortiquées', 'noix de cajou* concassées li ', '28%', 'dattes medjool*', 'cacao cru* ', '8%', 'cannelle*', ""eau florale naturelle d'oranger*"", 'fleur de sel', "" *Issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,394,1648 kj(394 kcal),"15,4","3,5",54,"19,8","11,6","0,06","0,024","['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,['Les Fruits Detendus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,En-cas Datte - Cacao cru,3770006003134,['France'],[],[],?,420,1757 kj(420 kcal),"21,3",6,"53,6","27,8",9,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Bonbons au miel,3770006004209,['France'],[],[],?,434,1816 kj(434 kcal),"14,5","1,2","70,8","61,4","6,2","0,06","0,024",,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",14.5 g,en quantité modérée,1.2 g,en faible quantité,61.4 g,en quantité élevée,0.06 g,en faible quantité,,+13%,+13%,+5097%,+1253%,-25%,-11%,+1380%,+200%,+200%,16,+15%,D,+15%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1546,Barre d'énergie figues / amandes - Taracking - 25g,3770006017001,['France'],"['Figues 73,3%', 'amandes 26%', 'cannelle de madagascar 0,7%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,363.2,1520 kj(363 kcal),"14,7","1,6","41,8","40,3","9,7","0,094","0,038","['Végétarien', 'Végétalien', 'Fabriqué en France']",,['Taracking'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,25 g,,['France'],,http://www.taracking.com,,Barre d'énergie,,
1547,Taracking Dattes Macadamia Guarana - 25g,3770006017025,['France'],"['59% pruneaux', '39% noisettes', 'guarana']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,405,1695 kj(405 kcal),"18,9","4,1","48,3","45,9","3,9","0,01","0,004","['Végétarien', 'Végétalien']",,['Taracking'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25g,,['FRANCE'],,http://www.taracking.com,,carré d'énergie à dévorer,,
1548,Liniment oléo-calcaire - Charlotte Baby Bio,3770006053047,['France'],"[""'cl dc•"", "" sont 46%dJ CCS '*Ont ce ECOCERÏcPz,""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"['Bio', 'Fabriqué en France']",,['Charlotte Baby Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Galettes pur beurre,3770006060052,['France'],[],[],?,487,2038 kj(487 kcal),22,13,65,28,"6,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Kombucha - Pomme Betterave,3770006064104,['France'],[],[],?,28,117 kj(28 kcal),0,0,5,"4,3",0,0,0,"['Bio', 'Bio européen', 'FR-BIO-01']",B,['Pomme Betterave'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,+56%,+56%,-100%,-100%,+31%,+25%,-100%,-100%,-100%,7,+22%,D,+22%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
1551,Kombucha Carotte / Gingembre - LÖKKI Kombucha - 75cl,3770006064128,['France'],[],[],?,28,117 kj(28 kcal),0,0,5,4,0,0,0,"['Bio', 'Bio européen', 'FR-BIO-01', 'Biopartenaire']",B,['LÖKKI Kombucha'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons sans alcool', 'Boissons au thé']",,,,,,,,,,+40%,+38%,-100%,-100%,+6%,-11%,-100%,-100%,-100%,7,+5%,D,+5%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,75 cl,,,,,,,,
1552,Kombucha Nature / Thé pu'er - LÖKKI Kombucha - 75cl,3770006064142,['France'],[],[],?,28,117 kj(28 kcal),0,0,5,4,0,0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Biopartenaire']",,['LÖKKI Kombucha'],"['Boissons', 'Boissons sans alcool']",0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité modérée,0 g,en faible quantité,,-26%,-30%,-100%,-100%,-42%,-46%,-100%,-100%,-100%,7,-0%,D,-0%,,,,,,,,,,,75 cl,,,,,,,,
1553,Kombucha Spiruline / Menthe - LÖKKI Kombucha - 75cl,3770006064173,['France'],[],[],?,28,117 kj(28 kcal),0,0,"4,1",4,"0,2",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Biopartenaire']",B,['LÖKKI Kombucha'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons sans alcool', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,+56%,+56%,-100%,-100%,+7%,+17%,+175%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,75 cl,,,,,,,,
1554,Kombucha Hibiscus / Baie de Timur - LÖKKI Kombucha - 75cl,3770006064197,['France'],[],[],?,30,126 kj(30 kcal),0,0,"4,7",4,"0,1",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Biopartenaire']",B,['LÖKKI Kombucha'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons sans alcool', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,+67%,+68%,-100%,-100%,+23%,+17%,+37%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,75 cl,,,,,,,,
