,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,markets,additives,nova_score,allergens,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,generic_name,manufacturing,palm_ingredients,link,ingredients_origins,traceability_code
1451,Caramel cereal bar,5060213961883,,['France'],[],[],?,295,1234 kj(295 kcal),"2,7","0,4",58,"4,1",6,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mixed plastic-wrapper'],,,,,,
1452,Syrawberry,5060213961890,,['France'],[],[],?,293,1226 kj(293 kcal),"2,5","0,4",58,"4,4","5,8","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Strawberry cereal bar,5060213961906,,['France'],[],[],?,88,368 kj(88 kcal),"0,8","0,1",58,"4,4","5,8","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Epicerie / Boissons Et Vins / Boissons Instantanées,5060216562117,,['France'],[],[],?,382,1598 kj(382 kcal),"11,1","2,6","34,6","0,6","26,2",,,,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Santé & Bien-être / Résistance Et Vitalité / Anti-oxydant - Bioglan,5060216562254,['Bioglan'],['France'],"['Chicory inulin', 'Pea protein isolate', 'Sweetener: Steviol glycosides', ' Goji berry powder ', '16%', 'Beetroot powder', 'Pomegranate powder', 'Raspberry powder', ' Açai berot powder ', '2', '596', 'Blackbemy powder', 'Strawberry powder', 'L-ascorbic acid', 'Acerola juice powder concentrate', 'Bifidobacterium bifidum ', '500 million cfu', 'Lactobacil/us acidophi/us ', '1 billion cfu', 'Natural flavouring', 'Mangosteen extract', 'Macqui berry extract ', 'O', ' 1 %', 'Organjc Spirutina powder', 'Organic Chlorella powder', 'Kale powder', 'Organic Wheatgrass powder', 'Organic Bariey grass powder', 'Spinach powder', 'Elderberry powder', 'Cranbemy extract', 'Blueberry juice powder', 'Bromelain']","['Végétalien', 'Végétarien']",?,380,1590 kj(380 kcal),"2,3","0,6","66,6","30,9","22,3","0,8","0,32",,"['Bio', 'Végétarien', 'en:gluten-free', 'Kascher', 'Végétalien', 'en:Orthodox Union Kosher']",,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Bioglan Super Foodsorganic Tropical Spirulina,5060216563114,['Bioglan'],['France'],"['Spiruline ', '95%', 'Arôme naturel', 'Edulcoral : glycosides de steviol']",[],?,315,1318 kj(315 kcal),"0,8","0,41","8,3","0,4","64,1","3,83","1,532",,['Bio'],,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,,E,"['Compléments alimentaires', 'Spiruline']",0.8 g,en faible quantité,0.41 g,en faible quantité,0.4 g,en faible quantité,3.83 g,en quantité élevée,,+25%,+24%,-78%,-68%,-19%,-43%,+29%,+233%,+233%,8,+64%,C,+64%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
1457,Manufacturer Honey,5060216563367,,['France'],[],[],?,329,1377 kj(329 kcal),0,0,"80,7","60,7","0,36","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Fromage mozzarella à effilocher - Dairy Partners,5060217021712,['Dairy Partners'],['France'],[],[],?,300,1255 kj(300 kcal),"20,6","12,4","0,9","0,6","25,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,MILK CHOCOLATE,5060217330647,,['France'],[],[],?,572,2393 kj(572 kcal),"38,4",24,48,"46,8","7,2","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Lamb hotpot,5060217862476,,['France'],[],[],?,102,427 kj(102 kcal),"5,2","1,7","7,5","2,1","6,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Spicy tomato anx beef soup,5060217863961,,['France'],[],[],?,50,209 kj(50 kcal),"1,5","0,8","6,7","3,9","2,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Minestrone Soup,5060217863985,,['France'],[],[],?,64,268 kj(64 kcal),"1,2","0,3",11,"2,2","1,9","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Tomato soup,5060217864067,,['France'],[],[],?,55,230 kj(55 kcal),"2,1","0,6","7,4","5,6","1,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Mushroom Pasta - Diet chef  - 270g,5060217864807,['Diet chef'],['France'],[],[],?,77,322 kj(77 kcal),"3,6","2,5","8,5","0,6","2,3","0,43","0,172",270g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Pack of 3 Deal Peppersmith Peppermint Dental Gum 50G,5060218595113,['Peppersmith'],['France'],"['xytitot* ', 'édulcorant', 'base de huile de menthe poivrée Anglaise', 'menthol naturel', 'menthe naturelle', 'gomme arabique epaississant', 'lécithine de tournesol ', 'émulsifiant', 'glycérol ', 'stabi isant', 's cire de carnauba ', ""agent d'enrobage"", ' *Peut contenir des traces de lécithine de soja']",[],?,171,715 kj(171 kcal),"0,3",0,68,0,0,0,0,,,,"[""E414 - Gomme d'acacia"", 'E322i - Lécithine', 'E422 - Glycérol']",4,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Pip organic,5060218970811,['Pip Organic'],['France'],[],[],?,27,113 kj(27 kcal),0,0,"6,3","5,8",0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Charbrew Orange Tropica Ice Tea,5060218981961,,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","4,3","3,7","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Flapjack Chocolat - Grenade - 70g,5060221200646,['Grenade'],['France'],"['Protein Blend ', 'Soy Nuggets', 'Soy Protey Isolate', 'Whey Protein IsolateMitka Protein Concentratel', 'Rolled Oats Wheat', 'Rapeseed Oil', 'Humectant: Glycerine: Golden Syrup', 'Water', 'Oligofructose Syrup', 'Brown Sugar', 'Fat Reduced Cocoa Powder', 'Natural Cocoa Flavouring']",[],?,422,1766 kj(422 kcal),18,"1,8",39,13,22,"0,52","0,208",70 g,['Riche en protéines'],,['E422 - Glycérol'],4,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",18 g,en quantité modérée,1.8 g,en quantité modérée,13 g,en quantité élevée,0.52 g,en quantité modérée,,+14%,+14%,+38%,-69%,+19%,-2%,-25%,+6%,+6%,0,-100%,B,-100%,,,,,,,,['Plastique'],Flapjack Chocolat,,,,,
1469,Reload Flapjack Bar 70G Fondue De Fruits,5060221200653,,['France'],[],[],?,416,1741 kj(416 kcal),19,"1,7","42,9","11,9","26,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Protein flapjack,5060221200929,,['France'],[],[],?,422,1766 kj(422 kcal),18,"1,8",39,13,22,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Reload Flapjack Bar 70G Noix De Coco,5060221201025,,['France'],[],[],?,430,1799 kj(430 kcal),19,"3,1",38,13,23,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Carbkilla,5060221201841,,['France'],[],[],?,357,1494 kj(357 kcal),"14,2","7,9","22,6","1,1","36,8","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Bulk Deal 12 X Grenade Killa Coffee,5060221203265,['Grenade'],['France'],"['Water', 'milk Protein', 'Coffee Extract ', '1', '5%', 'Sweetener: Sucralose', ' Stabiliser', 'carrageenan', 'Sodium Carbonate']",[],?,39,163 kj(39 kcal),"0,1","0,1","0,4","0,4","9,1","0,1","0,04",,,,"['E955 - Sucralose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Carb killa high protein bar,5060221203494,,['France'],[],[],?,356,1490 kj(356 kcal),13,"6,7","25,5","3,4","37,6","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Grenade Carb Killa 12 X 60G Bars Peanut Nutter - 12x 60g,5060221203760,,['France'],[],[],?,373,1561 kj(373 kcal),"15,6","6,1","25,7","3,3","35,1","0,56","0,224",12 x 60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Grenade Carb Killa Spread - Goût Jaffa Quake,5060221204477,,['France'],[],[],?,520,2176 kj(520 kcal),38,9,35,"5,6",20,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Carb Killa High Protein Fudge Brownie -  - 60g,5060221204545,,['France'],"['Mélange de protéines ', 'caséinate de calcium ', 'de lait', 'isolat de protéine de lait', 'isolat de protéine de lactosérum ', 'de lait', 'chocolat au lait avec édulcorant ', '18%', ' ', 'édulcorant: maltitol', ' beurre de cacao', 'lait entier en poudre', 'masse de cacao', 'émulsifiant: lécithine de soja', ' arômes', 'agent de charge: polydextrose', ' gélatine de bœuf hydrolysée', 'humectant: glycérol', ' crispies de soja ', 'protéine de soja', 'amidon de tapioca', 'sel', 'beurre de cacao', 'protéine de soja', 'huile de soja', 'poudre de cacao faible en gras', 'gras de paume', 'édulcorants: xylitol', 'sucralose', ' lait écrémé en poudre', 'sel', 'amidon de tapioca', 'arômes', 'émulsifiant: lécithine de soja']",['Non végétalien'],?,370,1548 kj(370 kcal),18,10,28,3,25,"0,32","0,128",60 g,,,"['E965 - Maltitol', 'E322i - Lécithine', 'E1200 - Polydextrose', 'E428 - Gélatine', 'E422 - Glycérol', 'E967 - Xylitol', 'E955 - Sucralose']",4,['Lait'],,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",18 g,en quantité modérée,10 g,en quantité élevée,3 g,en faible quantité,0.32 g,en quantité modérée,,-0%,-0%,+38%,+69%,-14%,-77%,-15%,-35%,-35%,9,-13%,C,-13%,,,,,,,,,Brownie protéiné,,,,,
1478,Seaside Rock - Poundworld Retail Limited,5060221249034,['Poundworld Retail Limited'],['France'],"['Sugar', 'Glucose Syrup', 'Flavours and one or more of the following colours', ' Eloi', 'E122', ""E124' E129"", 'El 32', 'El 33', 'E142', 'El 53', 'El 63', 'El ', ' E numbers listed in Bold may have an adverse effect on activity and children']",[],?,362,1515 kj(362 kcal),"0,1","0,1",90,73,"0,1","0,04","0,016",,,,"['E122 - Azorubine carmoisine', 'E124 - Ponceau 4R', 'E142 - Vert acide brillant BS', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Chicken crunchies,5060223051017,,['France'],[],[],?,238,996 kj(238 kcal),"11,3",5,"16,6","0,5","16,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Amazon Plantain Chips Case 24X 75G - Inka Snacks,5060225380139,['Inka Snacks'],['France'],"['Banane plantain', ""l'huile de palme"", 'sel et antioxydants naturels: mélisse et extrait de l’huile de tournesol']",[],?,485,2029 kj(485 kcal),"23,7","10,2","70,3","4,1","2,2","0,42","0,168",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Apple & acaï,5060225570035,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,1","0,1","0,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Camden Pale Ale -  - 33cL,5060228270048,,['France'],[],[],?,?,,?,,?,,?,,,33 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Gentleman's Wit White Beer - Camden Town Brewery - 33cl,5060228270093,['Camden Town Brewery'],"['France', 'Royaume-Uni']",['Barley and Wheat'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,33 cl,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",,,3,['Gluten'],C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre', 'Capsule', 'Métal']",Beer,"['London', 'UK']",,http://www.camdentownbrewery.com/beer/gentlemans-wit/,,
1484,5060228271205,5060228271205,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Me Too! Roasted Red Pepper Houmous,5060228321139,,['France'],[],[],?,263,1100 kj(263 kcal),"20,5","1,7","10,5","1,3",6,1,"0,4",,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",20.5 g,en quantité élevée,1.7 g,en quantité modérée,1.3 g,en faible quantité,1 g,en quantité modérée,,0%,0%,+1%,-31%,-1%,-3%,-8%,-4%,-4%,5,+0%,C,+0%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,
1486,Quinoa Falafel,5060228322006,,['France'],[],[],?,211,883 kj(211 kcal),"10,7","0,8","21,9","1,5",4,"1,6","0,64",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,INFUSION TROIS CANNELLES - PUKKA,5060229011503,['PUKKA'],['France'],"['Vietnamese cinnamon bark ', '60%', 'Indonesian cinnamon bark ', '16%', 'licorice root', 'Indian cinnamon bark ', '10%', ' Do not drink more than 4 cups a day', ' DK: Naturligt koffeinfri', ' 100% okologisk dyrkede ingredienser: Vietnamesisk kanel bark ', '60%', 'Indonesisk kanel bark ', '16%', 'lakridsrod', 'Indisk kanel bark ', '10%', ' NO: Naturlig koffeinfri', '100% okologisk og etisk dyrket ingredienser: Vietnamesisk kanel ', '60%', 'Indonesisk kanel ', '16%', 'lakrisrot', 'Indisk kanel ', '10%', ' SE: Naturligt koffeinfria', '100% ekologiskt odlade och etiskt producerade ingredienser: Vietnamesisk kanel ', '60%', 'indonesisk kanel ', '16%', 'lakritsrot', 'indisk kanel ', '10%', ' FI: Luontaisesti kofeiiniton', 'eettisesti valitut ja 100% luomu ainesosat: Vietnamilainen kaneli ', '60%', 'indonesialainen kaneli ', '16%', 'lakritsanjuuri intialainen kaneli ', '10%', ' Made in the UK by Pukka Herbs Ltd', 'Bristol', 'BS14 OBY Certified organic by Soil Association Certification']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,
1488,Infusion Rafraichir - Pukka,5060229013651,['Pukka'],['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-91%,-91%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-82%,B,-82%,,,,,,,,,,,,,,
1489,Infusion Detox Citron (Detox With Lemon) Bio,5060229013699,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Thé Vert Sencha Anis étoilé Cannelle Bio - 20 Sachets - Pukka,5060229013736,['Pukka'],['France'],"['FR: 100% des ingrédients sont issus de llagriculture biologique: Écosse de cannelle ', '40%', 'racine de gingembre ', '20%', 'racine de réglisse', 'thé vert Sencha', 'anis étoilé ', '8%', 'gousse de cardamome']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,['Bio'],,,,,,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-91%,-91%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-82%,B,-82%,,,,,,,,,,,,,,
1491,Bio - Boîte D'infusion citron et mandarine - Pukka,5060229013859,['Pukka'],['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
1492,"Pukka Original Chai, 2 GR, 20 BTL Packung",5060229014092,['Pukka'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Pukka Drei Zimt Tee Bio BTL 20 STK,5060229014283,['Pukka'],['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Mint Matcha Green Fairtrade - Pukka,5060229014467,['Pukka'],"['France', 'Suède']",[],[],?,?,,?,,?,,?,,,,['Kascher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['carton'],,,,,,
1495,Pukka Mint Matcha Green Tee Bio BTL 20 STK,5060229014481,['Pukka'],['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,0,0,0,,"['Bio', 'Bio européen', 'GB-ORG-05', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Fairfields Crisps Farmhouse Cheese and Chive 150G - Fairfields Farm Crisps,5060229500229,['Fairfields Farm Crisps'],"['France', 'Maurice']",[],[],?,477,1996 kj(477 kcal),?,2,?,"2,6","4,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,"Bouchée lentilles, citron et jalapeno",5060229501318,,['France'],[],[],?,477,1996 kj(477 kcal),"23,9","3,66","48,6","3,66","12,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Vita Coco Organic Extra Virgin Coconut Oil,5060232810452,,['France'],[],[],?,784,3280 kj(784 kcal),91,"78,7",0,0,0,,,,['en:gluten-free'],,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",91 g,en quantité élevée,78.7 g,en quantité élevée,0 g,en faible quantité,,,,-9%,-9%,-6%,-7%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,
1499,Coconut water,5060232810636,,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,5",4,0,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Coconut water,5060232810636,,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,5",4,0,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,"Huile de coco - Vita coco - 50mL, 250mL, 500mL, 750mL",5060232810803,['Vita coco'],['France'],['HUILE DE COCO BIO EXTRA VIERGE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,784,3280 kj(784 kcal),91,"78,7",0,0,0,0,0,"50 mL, 250 mL, 500 mL, 750 mL","['Bio', 'en:gluten-free', 'Kascher']",,,2,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",91 g,en quantité élevée,78.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-9%,-9%,-6%,-7%,-100%,-100%,-100%,-100%,-100%,19,-2%,E,-2%,,,,,,,,['Verre ou plastique'],,['Royaume-Uni'],,https://www.vitacoco.com/fr,"['Brésil', 'Philippines', 'Sri Lanka']",
1502,Coconut Oil Organic - Vitacoco,5060232811343,['Vitacoco'],['France'],"['Organic', 'extra virgin Coconut oil']",[],?,800,3347 kj(800 kcal),100,95,0,0,0,0,0,,,,,,,,['Matières grasses'],100 g,en quantité élevée,95 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-0%,-0%,+13%,+317%,-100%,-100%,-100%,-100%,-100%,19,+68%,E,+68%,,,,,,,,,,,,,,
1503,Avocet Ale - Exeter Brewery,5060234370008,['Exeter Brewery'],['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.theexeterbrewery.co.uk/Avocet.asp,,
1504,Bombay Firecracker,5060235310416,,['France'],[],[],?,135,565 kj(135 kcal),2,"0,5","23,1","0,8","10,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Organic cranberry & hazelnut bar - Moo free,5060235830112,['Moo free'],"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Végétarien', 'Sans gluten', 'Végétalien']",,,,,,"['Snacks', 'Snacks sucrés', 'Barres']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Lily lu's,5060235830235,,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Moo Free Cheeky Orange Easter Egg,5060235830433,['Moo Free'],['France'],"['ALLERGEU ADVICE: ot bheat free', 'casein raja INGREDIEHTS: 141 ', 'cxoa butter', 'cocoa mass', "" 1329'"", "" 118'/61 orange peafls 18%"", ' ', 'Sugar', 'ez:ced ode natural flavour', 'emulsifier lecttûn', ' natural flavouring', "" 'Organic ingredients"", ' 92% of the agricultural ingredients are produced in With the rules of organic production']","['Végétalien', 'Végétarien']",?,384,1607 kj(384 kcal),23,13,35,23,2,"0,01","0,004",,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Jus Prune & Pomme,5060236490063,,['France'],[],[],?,69,289 kj(69 kcal),"0,1",0,17,12,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Vitality - Benefit Drinks,5060236490070,['Benefit Drinks'],['France'],[],[],?,37,155 kj(37 kcal),"0,1",0,"8,5","8,3","0,3",0,0,,,,,,,,['Boissons'],0.1 g,en faible quantité,0 g,en faible quantité,8.3 g,en quantité élevée,0 g,en faible quantité,,-34%,-36%,-71%,-100%,-25%,-12%,-40%,-100%,-100%,12,+57%,E,+57%,,,,,,,,,,,,,,
1510,CARROT & ORANG,5060236490148,,['France'],[],[],?,126,527 kj(126 kcal),"0,1",0,"6,4","6,3","0,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Chocolat noir saveur orange cru bio vegan - Rawr,5060238460699,['Rawr'],['France'],"['Pâte de cacao', 'Beurre de cacao', 'Sucre de coco', 'Lucuma', 'Caroube', 'Huile essentielle d’orange', 'Vanille']",[],?,606,2536 kj(606 kcal),46,28,43,25,"5,6","0,05","0,02",,"['Bio', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'GB-ORG-05', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Chocolat Noir Saveur Menthe - Rawr,5060238460781,['Rawr'],['France'],"['Pâte de Cacao*', 'Beurre de Cacao*', 'Sucre de Coco*', 'Lucuma*', 'Caroube*', 'Huile E', ' de Menthe*', 'Vanille*', ' *ingrédient certifié bio']",[],?,606,2536 kj(606 kcal),46,28,43,25,"5,6","0,04","0,016",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Rawr,5060238461146,,['France'],[],[],?,606,2536 kj(606 kcal),46,28,43,25,"5,6","0,04","0,016",,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Naturya Cacao Biologique Plumes,5060238480031,['Naturya'],['France'],['100% fèves de cacao'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,630,2636 kj(630 kcal),"55,2","34,1","15,2","0,8","12,7","0,1","0,04",,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,"Naturya - Herbe De Blé En Poudre, 200 g",5060238480079,['Naturya'],['France'],['organic wheatgrass powder'],[],?,261,1092 kj(261 kcal),"1,3","0,1","16,9","4,3",19,"0,3","0,12",,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Chia seeds - Naturya - 300g,5060238480109,['Naturya'],['France'],[],[],?,429,1795 kj(429 kcal),28,3,7,1,21,"0,1","0,04",300 g,['en:gluten-free'],,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia', 'de:chia-samen']",28 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,,-4%,-4%,-9%,-4%,-42%,+81%,+4%,+318%,+318%,2,+122%,B,+122%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,
1517,Naturya Breakfast Boost Cacao Crunch150g,5060238480710,,['France'],[],[],?,501,2096 kj(501 kcal),34,12,26,19,17,"0,22","0,088",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
