,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,eco_score,traceability_code,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,nova_score,quantity,markets,allergens,generic_name,additives,link,origin_detail,manufacturing,brand_owner,palm_ingredients,producer_info
1883,Pro Whey Bar - Isostar - 23g e,3175681059764,"['France', 'La Réunion']","['Sirop de glucose', 'chocolat au lait 23%', 'sucre', 'beurre de cacao', 'lait écrémé en poudre', 'lactosérum', 'pâte de cacao', 'matière grasse du lait', 'émulsifiants : lécithines de soja', 'arôme', 'farine de riz', 'farine de blé', 'sucre', 'malt de blé', 'cacao maigre ', 'émulsifiant : lécithines de soja', 'graisse de palme', 'stabilisant: glycérol', 'sirop de sucre inverti', 'gluten de blé', 'arômes ', 'dont extrait de guarana', 'poudre à lever : carbonates de sodium', 'sel', 'émulsifiant : lécithines de colza', 'vitamines C', 'PP,B6', 'B1', 'B2 et E ', 'lactose', 'protéines de lait']","['Huile de palme', 'Non végétalien']",?,414,1732 kj(414 kcal),11,"6,3",72,36,6,"0,8","0,32","['Isostar', 'Revel']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres chocolatées', 'Barres protéinées']",['Point Vert'],11 g,en quantité modérée,6.3 g,en quantité élevée,36 g,en quantité élevée,,+12%,+12%,-15%,+7%,+120%,+171%,-80%,,,0.8 g,en quantité modérée,+63%,+63%,21,+104%,E,+104%,,,,,,,,"['Sachet', 'Plastique']",,4,23 g e,,"['Gluten', 'Lait', 'Soja']",,"['E322i - Lécithine', 'E422 - Glycérol', 'E500 - Carbonates de sodium']",https://www.isostar.fr/barres-pulse-chocolat.html,,,,['Huile de palme'],
1884,Draineur ultra - Milical - 500ml,3175681070349,['France'],"['Composition pour une dose journalière ', '50 ml', ' : Extraits aqueux de plantes 44,6g* dont feuilles de thé vert ', 'Camélia sinensis', ' 30,4%', 'racines de bardane ', 'Arctium lappa', ' : 25,3%', 'sommités fleuries de reine des près ', 'Spirea ulmaria', ' 24,7%', 'sommités fleuries de lamier blanc ', 'Lamium album', ' : 12,3%', 'racine de chicorée ', 'Cichorium inthybus', ' 7,2%', ""Stabilisant : glycérol d'origine végétale"", 'arôme', 'jus concentré de citron', 'Conservateurs : sorbate de potassium et benzoate de sodium', 'Édulcorant : sucralose', 'Antimoussant : E900']",[],?,1,4 kj(1 kcal),0,0,"0,5",0,0,0,0,['Milical'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,500ml,,,,"['E422 - Glycérol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E900 - E900 food additive']",https://www.milical.com/,,['France'],,,
1885,maxi cookies gros chunks de chocolat au lait et noisettes  - céréal bio - 185g,3175681120617,['France'],"['Sucre de canne roux', 'pépites de chocolat au lait 18% ', 'sucre de canne', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'arôme naturel de vanille', 'beurre 16,5%', 'Farine complète de meule de blé 14%', 'Farine de blé', 'flocons d’avoine complète 12%', 'noisettes grillées 6%', 'noix de coco râpée', 'œufs en poudre', 'poudres à lever ', 'carbonates de sodium', 'carbonates d’ammonium', 'arôme naturel de vanille', 'sel marin', 'correcteur d’acidité  acide citrique']",['Non végétalien'],2105,504,2105 kj(504 kcal),26,13,57,34,"7,8","0,63","0,252",['céréal bio'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",26 g,en quantité élevée,13 g,en quantité élevée,34 g,en quantité élevée,-2%,-0%,-1%,-5%,+4%,-1%,+13%,+17%,C,,0.63 g,en quantité modérée,+12%,+12%,20,-9%,E,-9%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,['Sachet plastique'],,4,185 g,['Auchan'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Avoine']",,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E330 - Acide citrique']",,,['France'],,,
1886,50G Bte 1 / 15 T. H Filet Anchois La Monegasque,3175690015331,['France'],"[""Filets d'anchois salés "", 'anchois', 'sel', ' 64%', 'sauce piquante 36% ', 'huile équilibre 18', '8% ', 'huile de tournesol 16%', ""huile d'olive extra vierge 2"", '8%', 'tomate concentrée', ""vinaigre d'alcool"", 'moutarde épices ', 'piment fort 0', '5%', 'poivre blanc', 'clou girofle', 'sucre']","['Non végétalien', 'Non végétarien']",?,137,573 kj(137 kcal),"6,7","1,4","0,8","0,8","18,6","9,8","3,92",['La Monegasque'],"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]","[""À l'huile de tournesol""]",6.7 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,,-33%,-34%,-47%,-42%,-44%,+202%,-11%,B,,9.8 g,en quantité élevée,+44%,+44%,12,-4%,D,-4%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,3,,,"['Poisson', 'Moutarde']",,,,,,,,
1887,Anchois marinés à l'orientale,3175690270211,['France'],[],[],?,163,682 kj(163 kcal),"8,9","1,7","1,6","0,2","19,2","2,4","0,96",,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,8.9 g,en quantité modérée,1.7 g,en quantité modérée,0.2 g,en faible quantité,,-20%,-21%,-29%,-30%,+11%,-25%,-8%,B,,2.4 g,en quantité élevée,-65%,-65%,13,+4%,D,+4%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,,,,,,,,,,
1888,Beurre pasteurise - Le pays fromager - 250g,3175910001182,['France'],[],[],?,745,3117 kj(745 kcal),82,55,1,"0,5","0,7","0,03","0,012",['Le pays fromager'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,82 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,,+2%,+2%,+1%,-0%,+42%,-22%,+1%,E,"['FR 44.026.001 CE', 'Carquefou (Loire-Atlantique, France)']",0.03 g,en faible quantité,-46%,-46%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,250 g,,,,,,,,,,
1889,Confiture de lait à la fleur de sel de guerande - Le Bois Jumel - 250g,3176630004170,['France'],[],[],?,253,1059 kj(253 kcal),0,0,53,44,"9,9",0,0,['Le Bois Jumel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,0 g,en faible quantité,0 g,en faible quantité,44 g,en quantité élevée,,-15%,-15%,-100%,-100%,-4%,-13%,+53%,B,,0 g,en faible quantité,-100%,-100%,12,-28%,D,-28%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,250 g,,,,,,,,,,
1890,Roquefort Bio Papillon - Fromageries Papillon - 100g,3177890001671,['France'],"[""lait cru et entier de brebis issu de l'agriculture biologique"", 'sel', 'présure', ""ferments lactiques et d'affinage"", 'Penicillium roqueforti']",[],?,379,1586 kj(379 kcal),32,20,"1,8",0,21,"3,6","1,44","['Fromageries Papillon', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,,+3%,+4%,+0%,-10%,+176%,-100%,+8%,C,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",3.6 g,en quantité élevée,+1%,+1%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,['Frais'],,3,100 g,,['Lait'],,,,,,,,
1891,Fruit d'Or pro-activ (35 % MG) Tartine - 1barquette,3178050027524,['France'],[],[],1300,?,1300 kj(311 kcal),35,"7,8",1,"0,1","0,1","0,737","0,295","[""Fruit d'Or pro-activ"", 'Unilever']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Frais', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",['Réduit le cholesterol'],35 g,en quantité élevée,7.8 g,en quantité élevée,0.1 g,en faible quantité,-35%,,-33%,-32%,-47%,+95%,-62%,-60%,C,,0.737 g,en quantité modérée,+27%,+27%,9,-18%,C,-18%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"['Frais', 'Barquette', 'Couvercle', 'Plastique']",,,1 barquette,,,Matière grasse légère à tartiner (35 % MG) aux esters de stérol végétal et enrichie en vitamines A et D,,http://www.fruitdorproactiv.fr/proactiv/decouvrez-la-gamme-fruit-d-or-proactiv/fruit-dor-pro-activ-tartine.aspx,,,,,
1892,Tartelettes citron - Bonne Maman - 250g (2x125g),3178530403084,['France'],"['farine de blé tendre', 'sucre', 'sirop de sucre inverti', 'beurre', 'oeufs frais', 'huile de tournesol', 'amande en poudre', 'purée de citron 1,3%', 'arôme naturel de citron', 'acidifiant : acide citrique', 'sel', 'gélifiant pectines', "" Traces éventuelles d'autres fruits à coque et de graines de sésame""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,436,1824 kj(436 kcal),18,"8,5",63,40,5,"0,3","0,12",['Bonne Maman'],"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",['Fabriqué en France'],18 g,en quantité modérée,8.5 g,en quantité élevée,40 g,en quantité élevée,,+15%,+15%,+4%,-17%,+27%,+32%,+4%,C,,0.3 g,en quantité modérée,+11%,+11%,21,+5%,E,+5%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,['Etui en carton'],,4,250 g (2x125g),,"['Œufs', 'Lait']",,"['E330 - Acide citrique', 'E440 - Pectines']",,,,,,
1893,La grande galette au caramel,3178530406290,['France'],[],[],?,470,1966 kj(470 kcal),18,12,71,29,5,1,"0,4",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Madeleineinettes orange et chocolat - St Michel,3178530410785,['France'],"['Qualité et simplicité NOS RECETTES SONT SIMPLES: I DES ŒUFS DE POULES élevées en plein air', ' I V/ DU BLÉ 100% FRANÇAIS sans traitement après récolte', ' Sans colorant ni conservateur', 'sans matière grasse hydrogénée', 'ni huile de palme']",['Sans huile de palme'],?,455,1904 kj(455 kcal),26,16,50,28,"6,3","0,6","0,24",['St Michel'],,"['Plein air', 'Œufs de poules élevées en plein air', 'Sans colorants', 'Sans matière grasse hydrogénée', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,,,,
1895,Madeleines fourrage chocolat - St Michel - 30g,3178530411669,['France'],"['Farine de blé 24,8%', 'sucre', 'huile de colza', 'œufs de poules élevées en plein air 15%', 'sirop de glucose-fructose', 'stabilisants : glycérol et sorbitols', 'chocolat 2,2% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'émulsifiant : lécithines de soja', 'poudre de lait entier', 'pâte de noisettes 0,8%', 'amidon modifié de maïs', 'arômes', 'poudres à lever : diphosphates', 'carbonates de sodium ', 'dont blé', 'émulsifiants : mono - et diglycérides d’acides gras et lécithines ', 'soja', 'sel', 'gélifiant : alginate de sodium', 'amidon de maïs', ""correcteur d'acidité : sulfate de calcium et polyphosphates"", 'affermissant : chlorure de calcium']",['Non végétalien'],?,442,1849 kj(442 kcal),22,"2,6",57,31,"5,4","0,58","0,232",['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat', 'Madeleines longues']","['Plein air', 'Œufs de poules élevées en plein air', 'Point Vert', 'Fabriqué en France']",22 g,en quantité élevée,2.6 g,en quantité modérée,31 g,en quantité élevée,,+0%,+1%,+4%,-25%,+4%,+10%,-4%,D,,0.58 g,en quantité modérée,-31%,-31%,14,-14%,D,-14%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,"['Sachet', 'Plastique']",,4,30 g,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E401 - Alginate de sodium', 'E516 - Sulfate de calcium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,,,,,
1896,Petite Galette Au Caramel - St michel,3178530412215,['France'],[],[],?,470,1966 kj(470 kcal),18,12,71,29,5,1,"0,4",['St michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au caramel']","['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France']",18 g,en quantité modérée,12 g,en quantité élevée,29 g,en quantité élevée,,-2%,-2%,-17%,-5%,+13%,-12%,-8%,C,,1 g,en quantité modérée,+42%,+42%,25,+8%,E,+8%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1897,Madeleine nappée au chocolat - St Michel - 350g e,3178530413489,['France'],"['Sucre', 'farine de blé ', '22%', 'œufs de poules élevées en plein air ', '17%', 'huile de colza non hydrogénée', 'pâte de cacao', 'stabilisant : glycérol', 'sirop de glucose-fructose', 'beurre de cacao', ""émulsifiants : mono - et diglycérides d'aides gras et lécithines "", 'soja', 'poudres à lever : diphosphates et carbonates de sodium ', 'blé', 'sel', 'arôme']",['Non végétalien'],?,474,1983 kj(474 kcal),28,"5,9",51,29,"5,6","0,75","0,3",['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']","['Plein air', 'Œufs de poules élevées en plein air', 'Point Vert', 'Fabriqué en France', 'Terracycle']",28 g,en quantité élevée,5.9 g,en quantité élevée,29 g,en quantité élevée,,+6%,+6%,+19%,-12%,-2%,+2%,-2%,D,,0.75 g,en quantité modérée,-1%,-1%,17,-8%,D,-8%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,"['Sachet', 'Plastique']",,4,350 g e,,"['Œufs', 'Gluten', 'Soja']",,"['E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",,,"['France', 'Contres']",,,
1898,Colle alimentaire - Vahiné - 23g,3179142052905,['France'],['Sirop de glucose'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,320,1339 kj(320 kcal),0,0,80,42,0,1,"0,4","['Vahiné', 'McCormick']","['Aides culinaires', 'Aides à la pâtisserie', 'Sirops de glucose']","['Point Vert', 'Triman']",0 g,en faible quantité,0 g,en faible quantité,42 g,en quantité élevée,,-18%,-18%,-100%,-100%,+24%,-2%,-100%,,,1 g,en quantité modérée,+166%,+166%,16,+7%,D,+7%,,,,,,,,"['Blister', 'Plastique', 'Carton']",,4,23 g,['Magasins U'],,Colle Alimentaire,,,,,,,
1899,Amandes effilées - Vahiné,3179142055814,['France'],['amandes 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2535,613,2535 kj(613 kcal),53,4,"8,8","4,6",21,"0,05","0,02",['Vahiné'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",,53 g,en quantité élevée,4 g,en quantité modérée,4.6 g,en faible quantité,-2%,-2%,-3%,-2%,-5%,+17%,+6%,-8%,E,,0.05 g,en faible quantité,+57%,+57%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,1,,,['Fruits à coque'],Amandes effilées,,,,['France'],,,
1900,French Rillettes chicken spreadable - Bahier - 250g,3180050133815,['France'],"['viande de poulet 90 %', 'graisse de canard', 'aromates', 'carottes', 'sel', 'poivre', 'miel', 'vinaigre', 'plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,336,1406 kj(336 kcal),30,"9,8","0,5","0,5",16,"1,2","0,48",['Bahier'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,30 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,,+6%,+6%,+8%,+11%,+1%,+27%,-4%,D,,1.2 g,en quantité modérée,+1%,+1%,18,+7%,D,+7%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Pot', 'Plastique']",['Union européenne'],3,250 g,,,,,,,,,,
1901,1L Sirop Rose Giffard,3180293502003,['France'],[],[],?,310,1297 kj(310 kcal),10,0,77,77,0,3,"1,2",['Giffard'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de rose']",,,,,,,,,+18%,+18%,+17662%,-100%,+11%,+16%,-100%,B,,,,+16204%,+16204%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,
1902,Giffard Veilchen (violette) Sirup Maxi,3180293502102,['France'],[],[],?,0,0 kj(0 kcal),0,0,77,77,0,0,0,['Giffard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Sirop Melon - Giffard,3180293502157,['France'],[],[],?,327,1368 kj(327 kcal),0,0,81,81,0,0,0,['Giffard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Haricot chevriers verts - Instant Cuisine - 500g,3180504400463,['France'],['Haricot chevriers verts'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Instant Cuisine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Frais', 'Légumes secs', 'Haricots', 'Aliments à base de plantes frais', 'Haricots verts', 'Légumineuses frais', 'Légumes frais', 'Haricots verts frais']",,,,,,,,,,,,,,,,A,,,,,,,,,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,"['Filet', 'Plastique']",['France'],1,500 g,['U Express'],,,,,,['France'],,,
1905,Steak Haché 5% - Charal,3181232120043,['France'],[],[],?,129,540 kj(129 kcal),5,"2,3",0,0,21,"0,23","0,092",['Charal'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']","['Viande Française', 'Viande-bovine-francaise']",5 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,,-22%,-22%,-51%,-46%,-100%,-100%,+8%,E,,0.23 g,en faible quantité,+13%,+13%,-1,-181%,A,-181%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,,,,
1906,Steack Hache - Charal,3181232220576,['France'],[],[],?,215,900 kj(215 kcal),15,6,0,0,20,"0,2","0,08",['Charal'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",,15 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,,+15%,+15%,+21%,+15%,-100%,-100%,+5%,E,,0.2 g,en faible quantité,-9%,-9%,2,-27%,B,-27%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,,,,
1907,buchette jamb macedoine 2x 130gr - Qualite traiteur,3181580259563,['France'],"['Macédoine de {écumes en sauce 496 ', 'm acèdoine 32% ', 'carotte', 'navet flageolet', 'haricot vertl petit pois', ' I huile de colza de MOUTARDE ES OE vin - acidifiant E330', 'I vinaigre', 'sell aune d10EIJFI amidon modifiél sucre', 'épaississants', '4121 E4151 conservateur ', 'E202 1 gelée ', 'eau', 'arôme', ""acidifiants ' E2ò2iI {3301 conservateur : E202t colorant El 50aI poivra dlalcoolll jambon cuit supérieur "", 'jambon de sucre', 'Traces éventuelles de poissons', 'crustacés', 'céleri', 'lait', 'mollusques', 'fruits a coque', 'araines de sésame', ' so Viande de porc Origine 11È']","['Non végétalien', 'Non végétarien']",?,83,347 kj(83 kcal),"4,2","0,5","2,9","1,3","6,7","1,3","0,52",['Qualite traiteur'],,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,['Moutarde'],,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1908,Melfor côté balsamique,3182384050219,['France'],"[""FR INGRÉDHTS : Vinaigre d'alcooly vinagre balsamique de tantes colorants: E150c"", 'd', 'consentateurs : suPlfites Eà20 E224i Aconsomerde référenceavantladaie r]ePhautdeïbouteille']",[],?,42,176 kj(42 kcal),"0,1","0,1","6,5","6,5","0,3",0,0,['Melfor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,,,,
1909,Quatre Quarts pur beurre Le Glazik,3182650028348,['France'],"['Farine de blé tendre', 'sucre', 'œufs frais 25%', 'beurre pâtissier 21% ', 'colorant: bêta-carotène', 'stabilisant ', 'glycérol', 'sel', 'sirop de sucre inverti poudre à ever ', 'diphosphate disodique', 'cargonate acide de sodium', ' SANS ARÔMES', 'SANS CONSERVATEURS* Conformément à la réglementation', ' Pour vous aarantir une fraîcheur et une qualité optimale ce quatre-quarts a eté']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,431,1803 kj(431 kcal),"23,4","14,5","49,5","27,3","6,3","0,91","0,364",['Le glazik'],,"['Sans arômes ajoutés', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"['Œufs', 'Lait']",,"['E160ai - Bêta-carotène', 'E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide']",,,,,,
1910,Bicarbonate alimentaire -  - 400g,3183280001039,['France'],[],[],?,?,,?,,?,,?,,,,"['Additifs alimentaires', 'Anti-agglomérants', 'Bicarbonates de sodium', 'Bicarbonate']",,,,,,,,,,,,,,,,B,,,,,,,,,,0.0%,86.4%,6.5%,3.7%,3.4%,0.0%,86,,,,400 g,,,Bicarbonate alimentaire,,,,,,,
1911,Poėlée champêtre - Toupargel,3184034256705,['France'],"['DE HARICOTS VERTS EXTRA-FINS', 'MÉLANGE BROCOLIS', 'CHAMPIGNONS DE PARIS EMINCES', 'OIGNONS ET JEUNES CAROTTES ATRA-FINES', ""ACCOMPAGNÉ DE DEUX SACHETS D'ASSAISONNEMENT"", 'SURGELÉ', ' Ingrédients ', 'pourcentages minimum', ' : haricots veris extra-fins Coupés ', '28%', 'brocolis en petites fleurettes ', '20%', 'champignons']",[],?,33,138 kj(33 kcal),"0,5","0,1","4,1","2,1","2,4","0,53","0,212",['Toupargel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Flocons De Soja - Pural,3184340000665,['France'],"[""graines de soja* issu de l'agriculture bic!ogiquee Fabriqués à base de graines de soja purifiées"", ""o grillées ?sans aucun additif Les flocons de sq et d'usage multiple: dans les mueslis"", 'les pâtis ou en accompagnement', ' Peut contenir traces Zutaten: Sojabohnen* - aus kontrolliert biologischem Anbau Hergestellt aus gereinigten', 'aufgeschlossem sojabohnen ? Ohne legllche Zusatze', ' soja-FIì Verzehr und vielseitlg verwendbar: für Müsli Kochen und carnieren', ' Spuren von Gluten crioog/ Analyse moyenne Energie/Energie Matièresgrasses/Fes']",[],?,403,1686 kj(403 kcal),21,3,3,3,41,"0,01","0,004",['Pural'],,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Le Caillé au lait de Brebis - RIANS,3184670003138,['France'],"['suivant nos recettes traditionnelles et notre inspiration maison', ' els possible', 'nous donnons à nos produits ce goût unique', ' dre votre quotidien plus savoureux ! Triballat *RIBALLATÂ RIANS OUS ECOUTE LAITERIES H', ""TRIBALLAT • 18220 RIANS • FRANCE inscrits sur l'emballage"", ' de brebis pasteurisé rriseerde shapenmelk', 'Nos Ingrédients lait entier de brebis', 'gélifiant: agar-agar,']",[],?,84,351 kj(84 kcal),"5,4","3,7","4,5","3,5","4,3","0,1","0,04",['RIANS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,['E406 - Agar-agar'],,,,,,
1914,Jambon cuit supérieur decouenné degraissé - En Cuisine - 450g,3184830042663,['France'],[],[],?,108,452 kj(108 kcal),"2,7",1,"0,8","0,8",20,"1,8","0,72","['En Cuisine', 'Carrefour']","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit supérieur']","['Viande Française', 'Viande Porcine Française', 'Produits destinés aux professionnels', 'Qualité supérieure']",2.7 g,en faible quantité,1 g,en faible quantité,0.8 g,en faible quantité,,-18%,-17%,-44%,-46%,+20%,+34%,-5%,E,"['FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)']",1.8 g,en quantité élevée,-4%,-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Sachet', 'Sous vide']",,,450 g,['Carrefour'],,,,,,['France'],,,
