,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,labels,quantity,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,generic_name,packaging,manufacturing,traceability_code,ingredients_origins,palm_ingredients,link
1551,Sauce bolognaise bio - Leader Price - 190g,3263850663512,['Leader Price'],['Leader Price'],['France'],"['Tomates concassées 45 % ', 'tomates', 'jus de tomates', 'viande de boeuf 20 %', 'eau', 'concentré de tomates 7 %', 'oignons', 'carottes', 'amidon de manioc', 'mélange aromatique en poudre ', 'sel', 'sucre de canne', 'oignons', 'carottes', 'amidon de manioc', 'mélange aromatique en poudre ', 'sel', 'sucre de canne', 'oignons', 'ail', 'basilic', 'herbes de Provence', 'poivre noir']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",243,?,243 kj(58 kcal),"1,9","0,9","4,6","3,5","3,9","1,194","0,478",D,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",-30%,,-54%,-30%,-13%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,3,1.9 g,en faible quantité,0.9 g,en faible quantité,3.5 g,en faible quantité,1.19 g,en quantité modérée,-1,A,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",190 g,-32%,-26%,-26%,+9%,+9%,-144%,-144%,,"['Pot', 'Verre']",['France'],"['FR 44.089.001 CE', 'Malville (Loire-Atlantique, France)']",,,
1552,Antipasti - Leader Price - 280g (170g produit égoutté),3263850666216,['Leader Price'],['Leader Price'],['France'],"['Poivrons grillés 53', '1%', 'huile de tournesol 42', '9%', 'vinaigre de vin', 'sel', 'acidifiant : acide citrique']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",285,?,285 kj(68 kcal),"5,2","0,4","3,4","2,9","0,87","1,727","0,691",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Légumes préparés', 'Poivrons', 'Poivrons grillés']",+66%,,+38%,-36%,-9%,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,,3,5.2 g,en quantité modérée,0.4 g,en faible quantité,2.9 g,en faible quantité,1.73 g,en quantité élevée,0,B,,280 g (170 g produit égoutté),+9%,-13%,-25%,+63%,+63%,-100%,-100%,poivrons grillés marinés à l'huile,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,['Italie'],,
1553,Sauce tomate cerise ail - Marché Franprix - 190g,3263850666513,['Marché Franprix'],['Franprix'],['France'],"['Pulpe de tomate 68% ', 'tomates', 'jus de tomates', ""correcteur d'acidité : acide citrique"", 'double concentré de tomate 11,4%', 'tomates cerises 10%', 'tomates cerises', 'sirop de glucose', 'sel', 'huile de tournesol', 'ail 2,3%', ""huile d'olive vierge extra"", 'sel', 'fibre végétale', 'poivre noir', ""correcteur d'acidité : acide lactique""]","['E330 - Acide citrique', 'E270 - Acide lactique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",434,49,434 kj(49 kcal),"1,8","0,3","5,6","4,5","1,5",0,0,A,"['Epicerie', 'Sauces', 'Sauces tomate']",+39%,-44%,-17%,-53%,-4%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,4,1.8 g,en faible quantité,0.3 g,en faible quantité,4.5 g,en faible quantité,0 g,en faible quantité,-6,A,,190g,+22%,-14%,-54%,-100%,-100%,-217%,-217%,,"['Bocal', 'Verre']",,,,,
1554,Sauce Italienne (à la Viande Rôtie) Lot de 3 - Leader Price - 3x 95g,3263850682117,"['Leader Price', 'DLP (Distribution Leader Price)', 'Groupe Casino']",['Leader Price'],['France'],"['Purée de tomate mi-réduite', 'viande bovine ', '14 %', 'carotte', 'oignon', 'huile de tournesol', 'sucre', 'sel', 'vin blanc', 'amidon transformé de maïs', ""blanc d'œuf"", 'épices et aromates ', 'dont céleri', 'protéines de lait']",['E14XX - Amidons modifiés'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,91,381 kj(91 kcal),"4,3","1,2","8,5",6,"3,4","1,2","0,48",,"['Epicerie', 'Conserves', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes']",,-1%,-3%,+29%,-24%,,,,,,,,"['Céleri', 'Œufs', 'Lait']",4,4.3 g,en quantité modérée,1.2 g,en faible quantité,6 g,en quantité modérée,1.2 g,en quantité modérée,5,C,"['Point Vert', 'Fabriqué en France', 'Eco-Emballages']",3 x 95 g,+1%,-11%,+29%,+7%,+7%,+82%,+82%,Sauce italienne à la viande rôtie,"['Boîte', 'Conserve', 'Métal', 'Couvercle ouverture facile', 'Film plastique']","['Raynal et Roquelaure Provence - R&R (Filiale Cofigeo) - Chemin de Piolenc - 84850 Camaret-sur-Aigues', 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']","['FR 84.029.001 CE', 'Camaret-sur-Aigues (Vaucluse, France)']",,,
1555,Tomato ketchup nature - Leader Price - 560g,3263850684197,['Leader Price'],['Leader Price'],['France'],"['Eau', 'purée de tomate double concentrée 21% ', '120 g de tomates fraîches dans 100g de ketchup', "" - sucre - vinaigre d'alcool - amidon modifié de maïs - sel - épices ""]",['E14XX - Amidons modifiés'],[],?,102,427 kj(102 kcal),0,0,24,20,"1,1","1,7","0,68",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,-4%,-100%,+6%,-15%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,4,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,1.7 g,en quantité élevée,12,D,,560g,-3%,-100%,+2%,-15%,-15%,-1%,-1%,Tomato ketchup,"['Opercule à jeter', 'Bouchon plastique à jeter', 'Flacon plastique à recycler', 'Triman', 'Pensez au tri!']",,['EMB B-01341'],,,
1556,Ketchup fine ligne allégé - leader price - 330g,3263850684210,['leader price'],['Leader Price'],['France'],[],,[],?,67,280 kj(67 kcal),"0,2",0,"14,87","8,6","1,7","1,066","0,426",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,-37%,-18%,-34%,+31%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,0.2 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité modérée,1.07 g,en quantité modérée,4,C,"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",330 g,-36%,-100%,-56%,-46%,-46%,-67%,-67%,,"['Flacon', 'Plastique']",,,,,
1557,Double concentré de Tomates - Leader Price,3263850685019,['Leader Price'],['Leader Price'],['France'],"['Tomates 99%', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,91,381 kj(91 kcal),1,"0,2","14,5","14,5","4,8",1,"0,4",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,-2%,+58%,-5%,+7%,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,3,1 g,en faible quantité,0.2 g,en faible quantité,14.5 g,en quantité élevée,1 g,en quantité modérée,-1,A,,,-2%,+64%,+4%,+23%,+23%,,,,,,,,,
1558,Pain Blanc preparation - Leader Price - 1kg,3263850754111,['Leader Price'],['Leader Price'],['France'],['Farine de blé - sel - acidifiant : glucono-delta-lactone - dextrose - poudre à lever : carbonates de sodium - farine de lupin - gluten de blé - émulsifiant : E472 - acidifiant : acide citrique'],"['E575 - Glucono-delta-lactone', 'E500 - Carbonates de sodium', ""E472 - Esters d'acides gras alimentaires"", 'E330 - Acide citrique']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,324,1356 kj(324 kcal),"1,3","0,5",65,"1,8",11,"2,275","0,91",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Préparations pour pains']",,-3%,-55%,+2%,+3%,,,,,,,,"['Gluten', 'Lupin']",4,1.3 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en faible quantité,2.27 g,en quantité élevée,10,C,,1 kg,-4%,-17%,-38%,+109%,+109%,+160%,+160%,,"['Papier', 'Sachet']",,,,,
1559,Haricots blancs secs - Leader Price - 1kg,3263850781117,['Leader Price'],"['Franprix', 'Leader Price']",['France'],['Haricots blancs'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,296,1238 kj(296 kcal),"1,8","0,2",40,"2,2",21,"0,03","0,012",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,+104%,+75%,+131%,+132%,,,,,,,,,1,1.8 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.03 g,en faible quantité,-7,A,,1 kg,+109%,-17%,+85%,-95%,-95%,,,,"['Sachet', 'Plastique']",,,,,
1560,Pois chiches - Leader Price - 1kg,3263850781490,['Leader Price'],"['Franprix', 'Leader Price']",['France'],['Pois chiches'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,349,1460 kj(349 kcal),"6,3","0,2",45,"3,3",22,"0,04","0,016",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,+84%,+108%,+91%,+116%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,1,6.3 g,en quantité modérée,0.2 g,en faible quantité,3.3 g,en faible quantité,0.04 g,en faible quantité,-6,A,,1 kg,+86%,-49%,+101%,-92%,-92%,,,,['Plastique'],,"['EMB 43062A', 'Chaspuzac (Haute-Loire, France)']",,,
1561,Lentilles Vertes Bio - Leader Price - 500g,3263850782213,['Leader Price'],['Leader Price'],['France'],[],,[],?,302,1264 kj(302 kcal),"1,8","0,2",33,"2,3",25,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",,+5%,+33%,-15%,+13%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,1.8 g,en faible quantité,0.2 g,en faible quantité,2.3 g,en faible quantité,0 g,en faible quantité,-7,A,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",500 g,+4%,-7%,+74%,-100%,-100%,,,,,,,,,
1562,Muesli Croustillant aux Éclats de Chocolat au Lait - Le Prix Gagnant ! - 500g,3263850820519,['Le Prix Gagnant !'],"['Leader Price', 'Casino', 'géant']",['France'],"[""Flocons d'avoine complète 51,6%"", 'sucre', 'huile de palme', 'flocons de blé complet 5,7%', 'riz extrudé ', 'riz', 'sucre', 'gluten de blé', ""farine de malt d'orge et de malt de blé"", 'sel', ""extrait de malt d'orge"", 'préparation à base de cacao en poudre ', 'sucre', 'cacao maigre en poudre', 'dextrose', 'sel', 'arôme naturel', 'éclats de chocolat au lait 4% ', 'sucre', 'pâte de cacao', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant : lécithines de tournesol', 'noix de coco râpée', 'sirop de glucose-fructose', 'sel', 'arôme naturel', 'sirop de caramel']",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien']",1890,?,1890 kj(452 kcal),15,"5,1",66,25,"9,3","0,56","0,224",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",+2%,,-6%,+7%,-0%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Gluten', 'Lait', 'Avoine']",4,15 g,en quantité modérée,5.1 g,en quantité élevée,25 g,en quantité élevée,0.56 g,en quantité modérée,12,D,,500 g,+2%,-1%,+32%,+129%,+129%,+32%,+32%,Muesli croustillant aux éclats de chocolat au lait,"['Carton', 'Boîte', 'Plastique']",,,,['Huile de palme'],
1563,Bio Muesli croustillant au chocolat - Leader Price - 500g e,3263850821219,['Leader Price'],['Leader Price'],['France'],"['Flocons de céréales* 47% ', 'avoine*', 'blé*', '1 pépites de chocolat* 11% ', 'sucre de canne*', 'pâte de cacao*', 'beurre de cacao*', 'émulsigiant : lecithine de tournesol', 'sucre de canne*', 'huile végétale*', 'poudre de chocolat* 6', '3% ', 'sucre*', 'poudre de cacao*', 'noix de coco râpée*', 'riz soufflé* ', 'farine de riz*', 'farine de blé*', 'sucre de canne*', 'orge*', 'sirop de glucose*', 'farine de blé*', 'farine de riz*', ""malt d'orge*"", 'chocolat au lat* 0', '7%', 'gluten de blé*', 'miel*', 'farine de soja*', 'sel', "" - * issus de l'agriculture biologique""]",['E322i - Lécithine'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,465,1946 kj(465 kcal),18,"5,7",64,19,"8,3",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,+5%,+13%,+4%,-11%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Gluten', 'Avoine', 'Soja']",4,18 g,en quantité modérée,5.7 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,9,C,"['Bio', 'Bio européen', 'BE-BIO-02', 'FR-BIO-01', ""Fabriqué dans l'UE"", 'AB Agriculture Biologique']",500 g e,+5%,+10%,0%,-100%,-100%,-1%,-1%,Céréales de petit déjeuner au chocolat,"['boite en carton', 'Carton', 'boîte', 'Plastique']",['Union Européenne'],['EMB B8800'],,,
1564,Poisson à la bordelaise et riz - Leader Price - 300g,3263850840111,['Leader Price'],['Leader Price'],['France'],"['Riz cuit 35% ', 'eau', 'riz', 'sel', 'poisson blanc 25%', 'brocolis 10%', 'échalote', 'matière grasse végétale ', 'huile de colza', 'émulsifiant : E471', 'beurre 3,5%', 'chapelure ', 'farine de blé', 'sel', 'levure', 'dextrose de blé', 'vin blanc 2,6%', 'jus de citron jaune', 'eau', 'oignon 2%', 'tomate', 'purée de tomate ', 'tomate', 'sel', 'ail', 'persil', 'sel', 'fond de sauce ', 'fumet de poisson ', 'cabillaud', 'eau', 'sel', 'maltodextrine de blé', 'huile végétale de tournesol', 'vin blanc', 'oignon en poudre', 'amidon de riz', 'arôme naturel', 'extrait de poivre', 'colorants : E161b', 'E160c']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E161b - Lutéine', 'E160c - Extrait de paprika']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",657,?,657 kj(157 kcal),8,"2,5","15,4","1,1","5,5","0,457","0,183",,"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés au poisson blanc cuit', 'Poisson blanc à la bordelaise']",+81%,,+116%,+312%,-37%,,,,,,,,"['Poisson', 'Gluten', 'Lait']",4,8 g,en quantité modérée,2.5 g,en quantité modérée,1.1 g,en faible quantité,0.457 g,en quantité modérée,2,B,"['Point Vert', 'Fabriqué en France']",300 g,+80%,+56%,-8%,-30%,-30%,,,,"['Carton', 'Surgelé']",['France'],"['EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)', 'FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",,,
1565,Purée de carottes bebe - Leader Price,3263850847318,['Leader Price'],['Leader Price'],['France'],"[""carottes* 70% - eau - huile de colza* - huile de tournesol* - huile d'olive vierge extra*""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,23,96 kj(23 kcal),"0,01","0,01","3,5","2,8","0,01","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1566,Bio Risotto Courgettes & Champignons - Leader Price,3263850848711,['Leader Price'],['Leader Price'],['France'],[],,[],?,52,218 kj(52 kcal),2,"0,7","6,5","0,6","1,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
1567,Compote Allégée Pomme Fraise - Leader Price - 240g,3263850849411,['Leader Price'],['Leader Price'],['France'],"['purée de pommes• 78,4% - purée de fraises* 13% - purée de framboises* 5% purée de myrtilles* 2%-purée de bananes *1,5% antioxydant : acide ascorbique', "" *ingrédients issus de l'agriculture biologique""]",,[],?,63,264 kj(63 kcal),"0,2","0,2",14,14,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Sans sucre ajouté']",240 g,,,,,,,,,,,,,,
1568,Chargement… - Leader price - 4 * 85g (340g),3263850992117,['Leader price'],['Leader Price'],['France'],"['Lait 81% - sucre - amidons natif et transformé de maïs - maltodextrine fécule de manioc - épaississants: gomme de xanthane', 'carraghénane concentré de minéraux du lait - arômes - sel - vitamine D']","['E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Non végétalien'],?,111,464 kj(111 kcal),"3,1","1,9","17,9","13,8","2,6","0,17","0,068",E,"['Boissons', 'Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Desserts lactés', 'Boissons fermentées', 'Crèmes dessert', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Yaourts à boire goût vanille']",,+48%,+70%,+58%,-8%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['Lait'],4,3.1 g,en quantité modérée,1.9 g,en quantité modérée,13.8 g,en quantité élevée,0.17 g,en quantité modérée,4,C,,4 * 85 g (340 g),+50%,+67%,+27%,+65%,+65%,-71%,-71%,Crème dessert saveur vanille,"['Gourde', 'Plastique', 'Carton']",['France'],"['EMB 50127', 'Chef-du-Pont (Manche, France)', 'FR 50.127.002 CE', 'Chef-du-Pont (Manche, France)']",,,
1569,Crème Dessert ( Parfum Vanille) - Le prix gagnant,3263850993114,['Le prix gagnant'],,['France'],"['ATS : lait entier - - bûidon transformé de sucre - {vaississant : gomme de lactose colorants : bêta-carotène', ""curcumine sel - correcteur d'acidité : phosphau± de sodium - arôme"", ' Les informations en gras sont destinées aux personnes allergiques intolérantes', ' Bien agiter avant ouverture', 'A servir frais']","['E160ai - Bêta-carotène', 'E100 - Curcumine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,108,452 kj(108 kcal),"2,1","1,5","20,2",17,"2,1","0,23","0,092",C,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",,-5%,-41%,+16%,-27%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,,4,2.1 g,en faible quantité,1.5 g,en quantité modérée,17 g,en quantité élevée,0.23 g,en faible quantité,5,C,,,-6%,-32%,+20%,+59%,+59%,+20%,+20%,,,,,,,
1570,"Levure Boulangère A levée Instantanée - Leader Price - 30g, 6sachets de 5g",3263851020192,['Leader Price'],['Leader Price'],['France'],"['Levure Boulangère ', 'Saccharomyces Cerevisiae', ' - émulsifiant : E491']","['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,,,,"['Levure', 'Levures boulangères']",,-100%,-100%,-100%,-100%,,,,,,,,,4,,,,,,,,,,,,"30 g, 6 sachets de 5g",-100%,-100%,-100%,,,,,Levure Boulangère à levée instantanée,"['boîte carton', 'sachet', 'Sachet plastique à jeter', 'Boite carton à recycler', 'Triman', 'Green dot', 'Pensez au tri!']",,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,
1571,"Sucre Vanillé à l'Extrait Naturel de Vanille - Leader Price - 7,5g",3263851020291,['Leader Price'],['Leader Price'],['France'],"['sucre', 'extrait naturel de vanille', 'amidon de mais']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,406,1699 kj(406 kcal),0,0,99,99,0,0,0,A,"['Édulcorants', 'Sucres', 'Sucres vanillés']",,+3%,-100%,+0%,-100%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,['Mais'],2,0 g,en faible quantité,0 g,en faible quantité,99 g,en quantité élevée,0 g,en faible quantité,15,D,['Point Vert'],"7,5 g",+2%,-100%,+2%,-100%,-100%,+4%,+4%,Sucre vanillé à l'extrait naturel de vanille,"['Sachet', 'Papier']",,['EMMB 60282A'],,,
1572,Préparation pour fondant au chocolat - Leader Price - 320g,3263851023117,['Leader Price'],['Leader Price'],['France'],[],,[],?,420,1757 kj(420 kcal),"7,9","4,6","81,5",71,"4,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,,,,,,
1573,Pâte à Gâteau pour Fondant au Chocolat - Leader Price - 500g e,3263851023612,['Leader Price'],['Leader Price'],['France'],"['Sucre - huile de colza - œuf entier ', ""reconstitué à partir d'œuf concentré liquide ou de poudre œuf"", ' - chocolat 15% ', 'sucre - pâte de cacao 44%', ' - farine de blé - eau - stabilisants : glycérol', 'gomme xanthane - cacao en poudre 2,5% - poudres à lever : diphosphates disodique', 'carbonate de sodium - amidon de blé - conservateur : sorbate de potassium - sel']","['E422 - Glycérol', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],?,435,1820 kj(435 kcal),23,"4,2",49,30,6,"0,6","0,24",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",,+17%,+123%,-17%,+0%,,,,,,,,"['Œufs', 'Gluten']",4,,,,,,,,,,,['Point Vert'],500 g e,+17%,-3%,-0%,-4%,-4%,,,,"['Sachet', 'Plastique', 'Doypack']",,"['EMB 33433B', 'Saint-Loubès (Gironde, France)']",,,
1574,Pralin haché - Leader Price - 100g,3263851026316,['Leader Price'],['Leader Price'],['France'],"[""Sucre caramélisé - éclats de noisettes et d'amandes torréfiés""]",,[],2180,522,2180 kj(522 kcal),"28,7","2,2","52,8",52,"10,5","0,254","0,102",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Aides culinaires', 'Fruits à coques', 'Aide culinaire sucrée']",+28%,+33%,+86%,+1%,+94%,,,,,,,,['Fruits à coque'],3,28.7 g,en quantité élevée,2.2 g,en quantité modérée,52 g,en quantité élevée,0.254 g,en faible quantité,14,D,,100 g,+35%,-48%,+33%,+87%,+87%,+1%,+1%,Pralin haché,"['Sachet', 'Plastique']",,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,
1575,Velouté de légumes - Le Prix Gagnant! - 1l,3263851060112,['Le Prix Gagnant!'],['Leader Price'],['France'],"['Eau', 'légumes 35% ', 'pommes de terre', 'potiron', 'carottes', 'oignons et oignons réhydratés', 'purée de tomates reconstituée', 'poireaux', 'petits pois', 'céleri rave', 'lait écrémé reconstitué', 'amidon transformé de maïs', 'sel', 'sucre', 'arôme naturel ', 'contient céleri']",['E14XX - Amidons modifiés'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",115,?,115 kj(27 kcal),~ 0,~ 0,"5,5",1,1,"0,56","0,224",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",-28%,,-100%,+16%,+17%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Céleri', 'Lait']",4,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.56 g,en quantité modérée,2,B,"['en:FSC', 'en:fsc-c020428', 'FSC Mix']",1 l,-29%,-100%,-46%,-13%,-13%,+49%,+49%,,"['Brique', 'Carton']",,"['EMB 29209D', 'Plouvien (Finistère, France)', 'FSC-C020428']",,,
1576,Velouté Poireaux St Jacques - Leader Price,3263851069214,['Leader Price'],['Leader Price'],['France'],"['velouté poireaux pommes de tcrre et noix de St Jacques*', ' Potage prêt à consommer Ingrédients Eau - poireaux 19% - pommes de terre 16,7 % - Poudre reconstitué - oignons et lait entier en Yatés - noix de Saint-Jacques* oignons ré', ' amidon vin blanc fraîche - transformé de maïs - sel - beurre - arômes ', 'contient crustacés et lait', ' - persil - extrait de levure', ' Les informations en gras sont destinéa personnes allergiques ou intolérantes', ' x Espèces et origines des Noix de Saint Zygochlamys patagonica : Argentine ', 'A', 'IA ', 'B', 'Uruguay Chlamys nobilis : Vietnam', 'V', ' Chlamys opercularis : Iles Feroé ', 'F', 'Ecosse La ', ""remière lettre située après la DLUO indique 'osoèce et l'origine des noix"", "" de préparation gitez la brique avant de l'ouvrir"", 'hns une casserole', 'réchauffez-le en remuant de']",,"['Non végétalien', 'Non végétarien']",164,?,164 kj(39 kcal),"1,1","0,8","5,5","1,3","1,3","0,75","0,3",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de poireaux']",,,-21%,+19%,+36%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Crustacés', 'Lait', 'Mollusques']",4,1.1 g,en faible quantité,0.8 g,en faible quantité,1.3 g,en faible quantité,0.75 g,en quantité modérée,3,C,,,+8%,+11%,+2%,+14%,+14%,+20%,+20%,,,,,,,
1577,Bouillon de légumes,3263851123817,,,['France'],[],,[],?,230,962 kj(230 kcal),"1,1","0,3",42,21,"9,6","31,8","12,72",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de légumes', 'Bouillons de légumes déshydratés']",,+55%,-83%,+128%,+164%,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,+52%,-89%,+271%,+43%,+43%,,,,,,,,,
