,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,markets,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,link,brand_owner,ingredients_origins
1578,Corn et rice fusilli - 500g,5032722313385,,['France'],[],,[],,?,353,1477 kj(353 kcal),"1,4","0,5",77,1,"7,1","0,02","0,008",,,500 g,,,"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Amisa Pure Wholegrain Rice Fusilli - 500g,5032722313408,,['France'],[],,[],,?,365,1527 kj(365 kcal),"3,6","0,8",73,"1,1","8,5","0,01","0,004",,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Chocolate brownie mix -  - 400g,5032722313729,,['France'],[],,[],,?,390,1632 kj(390 kcal),"5,7","3,1","75,8","43,8","6,2","0,19","0,076",,,400 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']","['Bio', 'en:gluten-free']",,,,,,,,,,,,,+5%,+5%,-45%,-28%,+29%,+46%,+4%,-69%,-69%,,,,,,,,,,,,,,,,
1581,pancake mix,5032722313743,,['France'],[],,[],,?,358,1498 kj(358 kcal),"2,9","0,7","72,8",1,"8,3","0,6","0,24",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Biona Coconut Bliss Butter,5032722313835,,['France'],[],,[],,?,670,2803 kj(670 kcal),"64,5","57,2","23,6","7,3","6,9","0,09","0,036",,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Biona Organic Sunflower Seed Spread,5032722313927,['Biona'],['France'],"['süNFLOWER BUTTER lnyedients: SunflowÙ Certified gay conuin traces of ratious nuts O de Graines de tcurnesol Ilngrulients', ' Pattidcflua Auringar&Oxsicmgnet Ingredicnscr', ' fra Saattaa sis51t5i Pienii mürià pâhkinôiü O Zonaclli', 'ocmpiffen Pasta Ingredienten: zonnebioempltten• •aan biologische teelt Itan sporen van noten beyaflem Ingredienten• SolroSfrb* *scertifierat ekologiska ingreffeg Fan nbfler Best before', ' see IId / a consommer de / parasta ennen: Katso vansi / b ten minste bast ibre-dag', ' se loti']",,[],,?,618,2586 kj(618 kcal),"49,2","4,5","19,3","2,6","20,5",0,0,,,,,,['Bio'],,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Almond butter - Biona,5032722314078,['Biona'],['France'],[],,[],,?,640,2678 kj(640 kcal),"50,6","4,1","19,8","4,9",21,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Raisin peanut spread,5032722314252,,['France'],[],,[],,?,565,2364 kj(565 kcal),"44,3","5,7","22,3","4,2","23,4","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Profusion Hemp Peanut Butter,5032722314412,,['France'],[],,[],,?,578,2418 kj(578 kcal),"47,5",6,"18,1","4,2","25,3","0,04","0,016",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Bulk Deal 8 X Raw Health Green Supreme Balls 60G,5032722314474,['Raw Health'],['France'],"['dattes* ', '61%', 'amande*', 'graines de poüron*', 'poudre de chou frisé* ', '3%', ""poudre d'épinard* "", '3%', "" DISTRIBUE PAR EMMA'S CORNER Kan innehâlla smà bitar av nôtter och frukt kârnor""]",,[],,?,378,1582 kj(378 kcal),16,2,46,39,11,"0,12","0,048",,,,,,"['Bio', 'Bio européen', 'CZ-BIO-002', 'Agriculture UE/Non UE']",,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Profusion Org Cacao Nib - Cashew Butter 250G,5032722314535,,['France'],[],,[],,?,591,2473 kj(591 kcal),"46,6","7,5","26,8","4,6","18,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Biona organic,5032722314559,['Biona Organic'],['France'],[],,[],,?,294,1230 kj(294 kcal),"0,5","0,1",73,66,"0,6","0,1","0,04",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Amisa Gluten Free Harissa Falafel Mix Organic,5032722314658,['Amisa'],['France'],"['pois chiches', 'farine de pois chiches', 'poivrons', 'sel', 'farine de riz', 'cumin', 'piment', 'coriandre', ""poudre d'ail"", 'oignons', 'carottes', 'curcuma', ""huile d'olive""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,329,1377 kj(329 kcal),"5,8",1,"42,4","4,6","17,3",4,"1,6",,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Bulk Deal 6 X Biona Mustard Medium Hot-squeezy Org 320ML -,5032722314962,,"['France', 'Espagne']",[],,[],,?,90,377 kj(90 kcal),"5,7","1,6","2,7",1,"4,5","3,31","1,324",B,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes allemandes']",['Bio'],,,,5.7 g,en quantité modérée,1.6 g,en quantité modérée,1 g,en faible quantité,3.31 g,en quantité élevée,,-47%,-47%,-47%,+95%,-61%,-74%,-32%,-30%,-30%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,
1592,"Lehtikaalichips,Mustapippuri & Valkosipuli,30 G - Raw Health",5032722315020,['Raw Health'],['France'],"['CURLY KALE* ', '579%', 'NUIS* ', '29%', ' ONIONX ', '6%', ' GARLIC* organic ingredlefls']",,[],,?,513,2146 kj(513 kcal),26,"4,2",37,"7,1",19,"3,2","1,28",,,30 g,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Bulk Deal 6 X Biona Organic Egg Free Mayo,5032722315358,['Biona'],['France'],"['sunflower oil*', 'water', 'rapeseed * glucose syrup*', 'olive ', '10% rice starch*', 'sea salt', 'onion powder*', 'mustard seeds* ', 'yellow', 'apple vinegar*', 'citric acid', 'xanthan gum', 'agave syrup ', 'white pepper*', 'fennel*', 'coriander seeds* * = certified organic ingredients For allergens please see ingredients in bold Once opened refrigerate and consume within 3 weeks', ' Best before: See lid']","['E330 - Acide citrique', 'E415 - Gomme xanthane']",[],4,?,509,2130 kj(509 kcal),"52,1","5,1",10,"5,2","0,4","1,12","0,448",,,,,['Matières grasses'],"['Bio', ""À l'huile de tournesol""]",,,,52.1 g,en quantité élevée,5.1 g,en quantité élevée,5.2 g,en quantité modérée,1.12 g,en quantité modérée,,-37%,-36%,-41%,-78%,+4364%,+3110%,+126%,+474%,+474%,11,-3%,D,-3%,,,,,,,,,,,,
1594,lait de coco en poudre - Biona organic - 150g,5032722315440,['Biona organic'],['France'],[],,[],,?,688,2879 kj(688 kcal),"60,3","53,9","22,1",8,"12,7","0,01","0,004",B,,150 g,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",['Bio'],,,,60.3 g,en quantité élevée,53.9 g,en quantité élevée,8 g,en quantité élevée,0.01 g,en faible quantité,,+335%,+339%,+287%,+296%,+698%,+376%,+900%,-86%,-86%,19,+100%,E,+100%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,,,
1595,Confiture de fraises,5032722315990,,['France'],[],,[],,?,153,640 kj(153 kcal),"0,1",0,"35,8","35,8","0,5",0,0,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['Bio'],,,,0.1 g,en faible quantité,0 g,en faible quantité,35.8 g,en quantité élevée,0 g,en faible quantité,,-29%,-30%,-59%,-100%,-33%,-29%,+13%,-100%,-100%,3,-66%,C,-66%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
1596,Boobee Drink - Unibev - 4 * 180ml,5032860010870,['Unibev'],['France'],[],,[],,?,?,,?,,?,,?,,,,,4 * 180 ml,['Plastique'],"['Boissons', 'Boissons édulcorées']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Sweetzone Fizzy Mix - Sweet Foam Gums - 200g,5032860020190,['Sweetzone'],['France'],"['Sirop de glucose', 'sucre', 'gélifiant ', 'gélatine de oeuf', ' ', 'halal', 'amidon de maïs', 'jus de fruits ', 'pomme', 'fraise', ' ', '2%', 'acide citrique', 'acide malique', 'arômes', 'colorants ', 'E100', 'E160iii', 'E163', 'E141', 'E133', 'E171', 'E129', ' E150A', ',']","['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E100 - Curcumine', 'E163 - Anthocyanes', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E129 - Rouge allura AC', 'E150a - Caramel E150a']",[],4,?,356,1490 kj(356 kcal),"0,18",0,"80,15","48,7","8,5","0,029","0,012",E,,200 g,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Halal'],,,,0.18 g,en faible quantité,0 g,en faible quantité,48.7 g,en quantité élevée,0.029 g,en faible quantité,,0%,-1%,-90%,-100%,-4%,-16%,+301%,-76%,-76%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,
1598,Sweet Zone Sour Bears - Sweetzone,5032860041751,['Sweetzone'],['France'],"['GlücoseSyrup', 'Corn Staictv Citric Acid', 'Fumaric Acide Malic Acidi Apple Juice From Concentrate ', '1 0%', 'Cojours Êi41', 'ii', ' El 00', 'ii', ' El 63,E1331', ' Flavourings', '-']",,[],,?,356,1490 kj(356 kcal),"0,2",0,80,"48,7","8,5","0,029","0,012",,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,330ml,5032864101857,,['France'],[],,[],,?,?,,?,,?,,?,,,,,330 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,330ml,5032864101857,,['France'],[],,[],,?,?,,?,,?,,?,,,,,330 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Frobishers classics,5032952000222,,['France'],[],,[],,?,25,105 kj(25 kcal),0,0,"6,5","6,5","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Limonade framboise - Frobishers,5032952000246,['Frobishers'],['France'],"['INGREDIENT DECLARATION: SPARKLING WATER', 'RASPBERRY JUICE ', '15% ', ' ', 'GRAPE JUICE', 'LEMON JUICE', 'SUGAR', 'NATURAL FLAVOURINGS', 'ANTIOXIDANT ', 'ASCORBIC ACID', 'SWEETENER ', 'STEVIOL GLYCOSIDES']","['E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",[],4,?,25,105 kj(25 kcal),"0,1",0,"6,4","6,4","0,3",0,0,,,,,"['Boissons', 'Boissons édulcorées']",['Bio'],,,,0.1 g,en faible quantité,0 g,en faible quantité,6.4 g,en quantité élevée,0 g,en faible quantité,,+67%,+78%,+23%,-100%,+138%,+174%,+136%,-100%,-100%,9,+109%,D,+109%,,,,,,,,,,,,
1603,Frobishers Apple Juice,5032952200141,,['France'],[],,[],,?,42,176 kj(42 kcal),0,0,"10,2","10,2","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Frobishers Orange Juice,5032952200196,,['France'],[],,[],,?,36,151 kj(36 kcal),0,0,"8,8","8,8","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Shortbread Shapes -  - 10,5033170000810,,['France'],[],,[],,?,?,,?,,?,,?,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Luxury Milk Chocolate,5033170600515,,['France'],[],,[],,?,554,2318 kj(554 kcal),35,"21,5","52,6","51,8","6,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Happy birthday milk chocolate bar,5033170600614,,['France'],[],,[],,?,554,2318 kj(554 kcal),35,"21,5","52,6","51,8","6,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Confiture myrtilles et groseilles,5033403017097,,['France'],[],,[],,?,185,774 kj(185 kcal),0,0,"45,8","44,2","0,5","0,01","0,004",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Burger Kitchen 2  Beef Burgers - Gourmet Burger Kitchen,5033450000608,['Gourmet Burger Kitchen'],['France'],[],,[],,?,225,941 kj(225 kcal),?,6,?,"0,1",29,"0,975","0,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Beauty Bar Mixed Berry,5033579000015,,['France'],[],,[],,?,374,1565 kj(374 kcal),15,"8,6",49,31,10,"0,13","0,052",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,5033579000091,5033579000091,,['France'],"['41% protéine de riz ', ' 41% protéine de pois', ' arôme', ' L-Leucine', ' L-Valine', ' L-Isoleucine', ' farine de grains de chia bio', ' épaississant: Xanthan', ' sucrant : sucralose et steviol glycoside']","['E641 - L-leucine', 'E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",[],4,?,406,1699 kj(406 kcal),"5,7","1,8",8,"3,6",77,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Pre-workout - R Nutrition,5033579000251,['R Nutrition'],['France'],"['*Reference intake of an average adult ', '8,400 kJ/2,']",,[],,?,380,1590 kj(380 kcal),0,0,44,0,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,BULK DEAL 4 X Reflex Instant Whey Pro- Chocolate,5033579001241,,['France'],[],,[],,?,384,1607 kj(384 kcal),"3,5","1,7","7,1","2,5",80,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,BULK DEAL 4 X Reflex Instant Whey Pro- Strawberry,5033579001272,['Instant Whey'],['France'],"['Instant WheyTM PRO Protein Blend ', '-95 %', ' [', 'of which Dairy Proteins ', '~72 %', ' [of which Whey Protein Isolates ', '~34 %', ' ', 'of which Cross F \rMicrofiltered Whey Protein Isolate ', '~63 %', ' ', 'MILK', 'Native Whey Protein Isolate ', '~37 %', ' ', 'MILK', ']', 'Ultrafiltered Whey Protein Concentrate ', '33%', ' \r', 'MILK', 'Soluble MILK Protein ', '29 %', 'Muscle Drive ', '26 %', ' ', 'Glutamine Peptides ', 'WHEAT', 'L-Glutamine', ']', 'Cocoa Powder ', 'chocolate an \rbanoffee varieties only', 'Flavourings', 'Thickener ', 'Carboxymethyl Cellulose', 'Colour ', 'Beetroot Red ', 'raspberry and strawberry varieties only', '\rColour ', 'Beta Carotene ', 'banana', 'cinnamon and vanilla varieties only', 'Enzyme Complex ', 'DigeZyme ', 'Alpha-Amylase', 'Lactase', 'Cellulase,\rNeutral Protease', 'Lipase', 'Emulsifier ', 'SOYA Lecithin', 'Sweetener ', 'Acesulfame K', 'Thickener ', 'Potassium Chloride', 'Bacillus Coagulans \r', 'LactoSpore', 'Sweetener ', 'Sucralose', 'Bifidobacterium Bifidum', 'Lactobacillus Acidophilus', 'Lactobacillus Rhamnosus']","['E466 - Carboxyméthylcellulose', 'E162 - Rouge de betterave', 'E160ai - Bêta-carotène', 'E1100 - Amylases', 'E1101 - Protéases', 'E1104 - Lipases', 'E322i - Lécithine', 'E950 - Acésulfame K', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E955 - Sucralose']",['Non végétalien'],4,?,389,1628 kj(389 kcal),"4,5","1,5","6,4","3,9",80,"0,45","0,18",,,,,,['100% muscle'],,,"['Gluten', 'Lait', 'Aucun', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Bulk Deal 2 X Reflex Instant Mass Heavyweight- Choc 5400G,5033579001371,,['France'],[],,[],,?,387,1619 kj(387 kcal),"1,6","0,6",73,"1,1",20,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Strenght et performance,5033579001401,,['France'],[],,[],,?,387,1619 kj(387 kcal),"1,6","0,6",73,"1,1",20,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,"Instant Whey - Choc-mint - Reflex - 2,27kg",5033579010038,['Reflex'],['France'],"['glutamine: This is glutamine in a htghty absorbable format', 'especially suited for use in combination With native whey prote', ""n where 't by the body than standard free form L-glutamine"", 'thus helping recovery after strenuous exercise', ' protein: formulated higher levels of whey protein hydrolsate', ' This is specially selected With a high degree of aacm,idnso acids', ' The body can absorb peptides much faster than whole protetns', "" thus aliowsng for J' s digestive enzymes has set apart from the competition is the standard inclus"", 'on of the very spec?l ana spores', ' Dtgezyme? has been extens?vely studjed and shown to enhance protetn and sizes ln a huge and improved range of fiavours and to suit just about everyone', "" You v how 900d thQy tasten More Importantly we hope you'll notice the to th,s + '9h1y acclà'med product"", ' 9099/2 or other steed whev based products', ' 3', ' ', 'WPC-WPi 2 to 2 5', ' Presonco of nattve cystejne ', 'native wnep90%', ' taken for comoartson pur poses No', ' sports nutrition manufacturer by manufacturer Ç', 'more', ' means more active tngred,ents', ' of a ot own', ' Ail are offered a Ltd', ' for contact www', 'reflex', 'nut?ition', ""com Drive ' ??romorrow?s rodav""]",,[],,?,387,1619 kj(387 kcal),"4,3","1,4",0,0,80,0,0,,,"2,27 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Micellar Casein,5033579011264,,['France'],[],,[],,?,348,1456 kj(348 kcal),"1,1","0,7","7,8","2,6",76,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Micellar Casein,5033579011301,,['France'],[],,[],,?,350,1464 kj(350 kcal),"1,1","0,7","7,8","2,6",76,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,"Vegan Protein, Erdbeere",5033579013336,,['France'],[],,[],,?,370,1548 kj(370 kcal),"5,6","2,7","4,1","1,4",74,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Diet mrp,5033579013954,,['France'],[],,[],,?,367,1536 kj(367 kcal),"2,5","0,5",45,"9,2",40,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Bulk Deal 12 X Reflex Bcaa Intra Fusion - Watermelon 400G - 400g,5033579014104,,['France'],[],,[],,?,360,1506 kj(360 kcal),"0,5","0,1",24,"0,5",66,"3,2","1,28",,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Reflex 100% Native Whey Choc Perf 1800G,5033579014159,['Reflex'],['France'],"['Native Whey Protein Concentrate ', '60%', ' [MILKI', 'Native Whey Protein Isolate ', '35%', ' [MILKI', 'Flavouring', 'Cocoa Powder ', 'chocolate varieties only', 'Thickener ', 'Carboxymethyl Cellulose', 'Sweetener ', 'Sucralose', 'Natural Colour ', 'Betanin [strawberry variety onlyJ', 'Natural Colour ', 'Beta Carotene [vanilla variety onlyJ', 'Natural Sweetener ', 'Stevia', 'Multi Component Protected Lactic Acid Bacteria ', 'LAB2PR0@ [Bifidobacterium Bifidum', 'Lactobacillus Acidophilus', 'Lactobacillus Rhamnosusl']","['E466 - Carboxyméthylcellulose', 'E955 - Sucralose', 'E162 - Rouge de betterave', 'E160ai - Bêta-carotène', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']","[""Pourrait contenir de l'huile de palme""]",4,?,375,1569 kj(375 kcal),"1,1","0,45","10,7","0,4",80,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Bulk Deal 12 X Reflex R-bar - Choc Pnut Caramel 60G,5033579018577,,['France'],[],,[],,?,351,1469 kj(351 kcal),14,"5,4",16,"2,3",33,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,"R Bar, Double Chocolate Brownie",5033579018591,,['France'],[],,[],,?,345,1443 kj(345 kcal),15,"5,6",15,2,33,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Pickled Onion - Hoots - 35g,5033711900203,['Hoots'],['France'],"['Farine de blé enrichie ', 'farine de blé', 'carbonate de calcium', 'fer', 'thiamine', 'niacine', 'huile de tournesol', 'céréales complètes 9', '8% ', 'avoine', 'graines de lin dorées', 'flocons de blé malté', 'graines de lin brun', 'flocons de seigle', 'millet', ' assaisonnement ', 'sucre', ""poudre d'oignon 1"", '5%', 'sel', 'arômes', 'extrait de levure', 'acide ', 'acide citrique', ""extrait de malt d'orge"", ""extrait d'oignon"", 'colorant ', 'extrait de paprika', 'huile végétale ', 'palme', 'oignon émincé', 'graines de tournesol 1', '5%', 'sucre', 'levure', 'sel', 'graines de pavot 0', '2%', 'antioxydant ', 'extraits de romarin']",,[],,1966,?,1966 kj(470 kcal),20,"4,7",64,"4,5",11,"2,4","0,96",,Snack de pain multi-céréales cuit au four saveur Oignon Mariné,35 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plantes condimentaires', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Oignons et dérivés', 'Pickles de légumes', 'Oignons au vinaigre']",,,,,20 g,en quantité modérée,4.7 g,en quantité modérée,4.5 g,en faible quantité,2.4 g,en quantité élevée,,,+1237%,+6918%,+6771%,+921%,+2%,+1221%,+58%,+58%,5,+459%,C,+459%,,,,,,,,,,,,
1627,Smoked Bacon Multigrain Snack 35G,5033711900760,,['France'],[],,[],,?,485,2029 kj(485 kcal),19,"1,9","65,5","3,8",11,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,10 Chicken Franks - Al Kabeer - 400g,5033712160101,['Al Kabeer'],"['Danemark', 'France']","['Viande de poulet Halal', 'eau', 'pomme de terre', 'protéines végétales', 'sel', 'fibres végétales', 'émulsifiant ', 'E451', 'antioxydant ', 'E301', 'E325', 'épices ', 'poivre', 'chili', 'ail', 'conservateur ', 'E250', 'saveur fumé']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],4,?,?,,?,,?,,?,,,,,400 g,"['Surgelé', 'Plastique', 'Sous-vide']","['Viandes', 'Surgelés', 'Charcuteries', 'Saucisses']",['Halal'],['Noz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danemark'],['DK 733 EF'],,,
1629,Pesto - Seggiano,5033742000606,['Seggiano'],['France'],[],,[],,?,586,2452 kj(586 kcal),57,"9,8","3,4","1,5","8,5","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Black venus rice - Seggiano,5033742000699,['Seggiano'],['France'],[],,[],,?,350,1464 kj(350 kcal),"2,2","0,7",74,1,"7,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Classic Chocolate Hazelnut - Seggiano,5033742001917,['Seggiano'],['France'],[],,"['Végétalien', 'Végétarien']",,?,547,2289 kj(547 kcal),"38,6","3,6","45,3","43,5","7,4",0,0,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Sucre d'Orge à la Mûre et à la Pomme - Original Candy - 29g,5033904000864,['Original Candy'],['France'],"['Sucre', 'sirop de glucose', 'acide citrique', 'arômes naturels', 'colorants naturels : jus de carotte', 'acide carminique']","['E330 - Acide citrique', 'E120 - Acide carminique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,?,,?,,?,,?,,,E,Confiserie saveur Mûre et Pomme,29 g,['Plastique'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Bonbons', ""Sucres d'orge""]","['Sans arômes artificiels', 'Sans colorants artificiels']",['Le Comptoir Irlandais'],,,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Angleterre'],,http://www.originalcandyco.com/products/natural-candy-canes/,,
1633,Mint choc chip,5034000110747,,['France'],[],,[],,?,215,900 kj(215 kcal),"10,6","6,4","26,6",23,3,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Pitted Green Olives - Fish 4 Ever - 120g,5034210210145,"['Fish 4 Ever', 'Waitrose']",['France'],[],,[],,?,243,1017 kj(243 kcal),17,"4,8",2,1,21,"0,5","0,2",D,,120 g,"['card-box', 'foil-tin']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au citron""]","['Bio', 'Fabriqué en Espagne']",['bio nature et santé'],,,17 g,en quantité modérée,4.8 g,en quantité modérée,1 g,en faible quantité,0.5 g,en quantité modérée,,-1%,-0%,-2%,+28%,+452%,+320%,+3%,-42%,-42%,4,-22%,C,-22%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['ES 12.00380/PO CE'],,,
