,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,origin_detail,manufacturing,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,markets,ingredients_origins,link,brand_owner,producer_info,generic_name,palm_ingredients
827,Involtini primavera con mazzancolle tropicali,8013017321381,['France'],[],[],?,175,732 kj(175 kcal),"6,6",5,21,"0,8","7,5","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Pois chiches,01798443,['France'],[],[],?,134,561 kj(134 kcal),"1,9","0,3",18,"1,3","8,9","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Mimi caramelle anice e liquirizia,8002415600013,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Eau Vitamin Well Refresh,7350042718979,['France'],[],[],?,17,71 kj(17 kcal),0,0,"4,2","4,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Regular hotdog,8719326230375,['France'],[],[],?,?,,?,,?,,?,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Ciocogocce,8032755322610,['France'],[],[],?,466,1950 kj(466 kcal),17,"3,1",69,19,"7,9","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Coconut café late,5000243800738,['France'],[],[],?,25,105 kj(25 kcal),1,"0,8","3,5","0,4","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,03072097,03072097,['France'],[],[],?,?,,?,,?,,?,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,
835,Yuka test _ courgette ricotta -,3345679123450,['France'],[],[],?,43,180 kj(43 kcal),"1,7","0,4","4,7","1,4","1,8","0,53","0,212",,,,['en:test'],1.7 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,0.53 g,en quantité modérée,,,1,,B,,,,,,,,,
836,Pain complet,0205084010109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Melanzane grigliate surgelate,8023797003605,['France'],[],[],?,39,163 kj(39 kcal),0,0,6,"5,5","1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Coupe de creme patissiere,2030509001060,['France'],[],[],?,128,536 kj(128 kcal),19,"0,5",19,"0,5","3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,DOTS KitKat,8424465951899,['France'],[],[],?,474,1983 kj(474 kcal),31,14,42,26,"7,1","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,LAOS Oolong,205029021010,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Galette gourgettes,3527480060098,['France'],[],[],?,152,636 kj(152 kcal),"5,4","0,7",20,"1,1","4,4","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Assortiment de glaces - Cora,3257983995756,['France'],"[""Eau - jus d'ananas à base de concentré 12% sucre - sirop de glucose-fructose - jus d'orange à base de concentré 3,8% - jus de framboise à base de concentré 2,7% - stabilisants : gomme gua farine de graines de caroube"", 'pectines - acidifiant : acide citrique - colorants : caroténoïdes', 'complexes cuivriques de chlorophylles et d chlorophyllines', ""curcumine - arômes naturels - extrait de paprika - jus de betterave concentré - arôme naturel d'orange"", ' \r 2 FANTÔMES VANILLE ', 'GLACE À LA VANILLE', "" - INGRÉDIENTS : Lait écrémé en poudre - sucre - matière grasse végétale de coprah - lactose sirop de glucose-fructose - dextrose - émulsifiant : mono - et diglycérides d'acides gras - stabilisants : farine de graines de caroube"", 'gomme guar protéines de lait-arôme naturel de vanille', "" \r 2 FUSÉES [GLACE À L'EAU AU CITRON"", 'AROMATISÉE ', '81,6%', ""GLACE À L'EAU À L'ORANGE "", '11,7%', "" ET GLACE À L'EAU À LA FRAMBOISE AROMATISÉE "", '6,7%', ""] - INGRÉDIENTS : Eau - sucre - sirop de glucose-fructose - jus de framboise à base de concentré 2,5% - jus d'orange à base de concentré 2% - jus de citron à base de concentré 1,9% - acidifiant : acide citrique - stabilisants : gomme guar"", 'farine de graines de caroube', ""pectines extrait de paprika - arômes naturels - jus de betterave concentré - arôme naturel d'orange - colorant: caroténoïdes"", '\r  TUBES GOÜT COLA ', ""GLACE À L'EAU GOÛT COLA"", "" - INGRÉDIENTS : Eau - sucre - sirop de glucose-fructose - colorant : caramel au sulfite d'ammonium - acidifiant : acide citrique - arôme naturel - stabilisants : gomme guar"", 'farine de graines de caroube', ' \r BÂTONNETS PERLES DE SUCRE [GLACE À LA VANILLE ', '59,4%', ' AVEC UN ENROBAGE GOÛT CHOCOLAT ', '15,6%', ' ET DES BILLES DE SUCRE ', '25%', '] - INGREDIENTS : Eau - sucre - matières grasses végétales en proportion variable de coco', 'tournesol', ""colza - sirop de glucose-amidon de blé lait écrémé reconstitué - protéines de lait - huile végétale de coco - cacao maigre en poudre - émulsifiants : mono - et diglycérides d'acides gras"", 'lécithines de Soja - jus concentrés de radis', 'de carthame', 'de spiruline', ""de citron et de cassis - arôme naturel de vanille - colorant : curcumine - agent d'enrobage : cire d'abeille blanche et jaune - stabilisants : gomme guar"", 'farine de graines de caroube']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,,"['Nutriscore', 'Nutriscore D']",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,,,,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Etui en carton'],['Cora'],,,"['Lait', 'Soja']",4,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E100 - Curcumine', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', ""E150d - Caramel au sulfite d'ammonium"", 'E322i - Lécithine', ""E901 - Cire d'abeille""]",,,,,,,
843,Premiere Soft Bites,4047777137979,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Algue Grillé pour Sushi/Sushi Nori,0807176704868,['France'],[],[],?,415,1736 kj(415 kcal),"1,4",0,"5,3","5,3","41,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Clone Serum [OPERATION PHOENIX]  Rick and Morty Energy Drink,0611508175666,['France'],[],[],?,160,669 kj(160 kcal),0,0,41,40,0,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,449010763009,449010763009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,succo e polpa di pesca,8026156001465,['France'],[],[],?,58,243 kj(58 kcal),0,0,"13,7","13,7","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Cookies bio tout chocolat,3760094311648,['France'],[],[],?,450,1883 kj(450 kcal),23,"4,3","51,3","20,7",7,"0,22","0,088",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Les charostines,3701013201091,['France'],[],[],?,495,2071 kj(495 kcal),"24,6","15,86","59,3",38,"7,6","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Fritures chocolat noir,3256227451768,['France'],[],[],?,571,2389 kj(571 kcal),43,26,32,26,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Pomme de terre purée/potage,20799724,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Filet de poulet,0215067092756,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7",0,0,23,"0,11","0,044",,"['Nutriscore', 'Nutriscore A']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,,-14%,-13%,-20%,-6%,-100%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,0.11 g,en faible quantité,-85%,-85%,-4,,A,,,,,,,,,
853,Tagliatelles tomate chevre,2208657030830,['France'],[],[],?,72,301 kj(72 kcal),"1,57","0,95","0,51","0,41","0,97","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Pâte à pizza,3257987248773,['France'],[],[],?,189,791 kj(189 kcal),"6,7","0,5",48,"4,4","1,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Jelly mango,4711269686336,['France'],[],[],?,362,1515 kj(362 kcal),0,0,22,20,0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,arachides grillées enrobées de sucre cuit,2600117015027,['France'],[],[],?,532,2226 kj(532 kcal),28,19,55,44,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,"Duo de quinoa, pois doux et blé cranberry et noisettes",3083681124361,['France'],[],[],?,157,657 kj(157 kcal),5,"0,4","21,5",8,5,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Energy,7290105968777,['France'],[],[],?,465,1946 kj(465 kcal),"0,5","0,4",20,20,"0,2","19,9","7,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,chicken paella,5414972127811,['France'],[],[],?,119,498 kj(119 kcal),"1,5","0,2",22,"1,2","3,3","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Sushi,4056489362371,['France'],[],[],?,170,711 kj(170 kcal),"6,1","1,7",23,"7,3","5,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Muffins citron,3760121562951,['France'],[],[],?,437,1828 kj(437 kcal),21,2,56,27,"5,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Tagliatelle delicate,8014207001076,['France'],[],[],?,367,1536 kj(367 kcal),"5,6","1,8","64,2","3,7","15,2","0,327","0,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Confiture,3491500001012,['France'],[],[],?,238,996 kj(238 kcal),"0,1",0,60,50,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Biscuit choco sésame sel,4043651614727,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Biscuit chocolat sésame et sel de Camargue,4043651614741,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,0602561897909,0602561897909,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Saveur Barbecue (maxi format) - Lay's - 370g,3168930164050,['France'],[],[],2096,501,2096 kj(501 kcal),28,"3,1",54,"2,8","6,2","1,1","0,44",,"['Nutriscore', 'Nutriscore C']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips barbecue']",28 g,en quantité élevée,3.1 g,en quantité modérée,2.8 g,en faible quantité,-5%,-5%,-5%,-12%,+8%,+4%,-5%,-1%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,370 g,"['Sachet', 'Plastique']","[""Lay's""]",,,,,1.1 g,en quantité modérée,-20%,-20%,9,-20%,C,-20%,,,,,,,,
868,Ailes de poulet crispy hot and spicy,3067850001295,['France'],[],[],?,240,1004 kj(240 kcal),15,"3,8",10,"0,5",16,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Manchon de poulet paprika,2479752014821,['France'],[],[],?,189,791 kj(189 kcal),"12,9","3,3","0,54","0,24","17,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Sucre de coco,3506070056536,['France'],[],[],?,380,1590 kj(380 kcal),0,0,96,95,"1,2",0,0,,,B,"['Édulcorants', 'Sucres', 'Sucres de coco']",0 g,en faible quantité,0 g,en faible quantité,95 g,en quantité élevée,,-1%,-1%,-100%,-100%,+3%,+13%,+3%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,0 g,en faible quantité,-100%,-100%,14,0%,D,0%,,,,,,,,
871,Emmentaler AOP mild,2110012004502,['France'],[],[],?,399,1669 kj(399 kcal),31,19,"0,1","0,1",30,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Croissant + pain au chocolat + pain raisin,2030500323628,['France'],[],[],?,23,96 kj(23 kcal),45,25,52,52,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Pain au maïs,0202085011159,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Bolero Drink - Orange (24er Pack),3800048200106,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Dual Power Piatti -,8032680397011,['France'],[],[],?,900,3766 kj(900 kcal),3,1,3,2,2,"8,85","3,54",,,,"['Non alimentaire', 'Open Beauty Facts']",3 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,,+1204%,+1203%,-33%,-71%,-60%,-61%,-40%,,,,,,,,,,,,,,,8.85 g,en quantité élevée,+857%,+857%,,,,,,,,,,,,
876,Riviera Zeytinyagi,4012625536297,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Lait demi-écrémé Free From lactose,7627534194642,['France'],[],[],?,45,188 kj(45 kcal),"1,5","0,9","4,9","4,9","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Acacia bio miele,8032649972136,['France'],[],[],?,328,1372 kj(328 kcal),"0,1","0,1","81,8","81,8","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Escalopes de dinde - Le gaulois,0217638030839,['France'],[],[],?,?,,?,,?,,?,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viande Française', 'Volaille Française']",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['Frais', 'Sous vide']",['Le gaulois'],,['France'],,,,,,,,,,,,,,,,,,
880,Coppa oro amarena,8005840008669,['France'],[],[],?,?,,?,,?,,?,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Pane bruschetta affettato,8057094024049,['France'],[],[],?,39,163 kj(39 kcal),2,2,7,5,8,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Découpe de poulet fermier,2871653043885,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,
883,Olives cocktail marocain,3664959005416,['France'],[],[],?,174,728 kj(174 kcal),17,"2,4",7,"2,1","1,2","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Pine Trail pale ale,0767550730763,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,cote echine,0219097025197,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Bleu d’auvergne,2650008021651,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Il saporito manzo dadi,8711200566174,['France'],[],[],?,5,21 kj(5 kcal),"0,5","0,3","0,5","0,5","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Crêperie la Fontaine,3435190000238,['France'],[],[],?,295,1234 kj(295 kcal),"4,17","1,74",33,15,"6,1","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Eau aromatizee,11656777,['France'],[],[],?,0.9,4 kj(0 kcal),"0,1","0,1","0,1","0,1","0,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Früchte Duett Joghurt Auf Früchten - Hipp,4062300262775,['France'],[],[],?,183,766 kj(183 kcal),13,"0,8","14,9","9,9","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hipp'],,,,,,,,,,,,,,,,,,,,
891,Sardine,3760010610855,['France'],[],[],?,202,845 kj(202 kcal),14,"2,4","1,2",1,18,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Parmak sucuk,8711659071489,['France'],[],[],?,1052,4402 kj(1052 kcal),20,"9,2","20,3","0,6","16,8","16,8","6,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Coulis de framboises cuit à la marmite - Atelier des goûts fruités - 220gr,300111106003,['France'],['Framboise 75 % sucre 25 %'],[],550,130,550 kj(130 kcal),"0,6","0,05",30,"27,6","0,9","< 0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']",0.6 g,en faible quantité,0.05 g,en faible quantité,27.6 g,en quantité élevée,+5%,-1%,-0%,+117%,+77%,+7%,+5%,+2%,,,,,,,,220 gr,['Verre'],['Atelier des goûts fruités'],,,,,0.01 g,en faible quantité,-38%,-38%,-2,-178%,A,-178%,,,,,,,,
894,Volvic infusion Bio,3057640557583,['France'],[],[],?,14,59 kj(14 kcal),"0,5","0,5",3,"0,4","0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Saucisse Strasbourg x4,2274733018832,['France'],[],[],?,231,967 kj(231 kcal),"17,9","7,5","2,3","1,4","15,1","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,El Mordene,6132500710395,['France'],[],[],?,900,3766 kj(900 kcal),"99,99",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Etna farina pistacchio,8032706790161,['France'],[],[],?,619,2590 kj(619 kcal),"53,18","12,09","7,03","4,46","23,77",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Tomate,5411511531818,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Juliette confit a l'echalotes,3760058111161,['France'],[],[],?,154,644 kj(154 kcal),0,0,37,34,0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Corn flakes,4771395192361,['France'],[],[],?,398,1665 kj(398 kcal),"1,5","0,6",87,25,"8,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,San Carlo Pane Tramezzini,8003130625770,['France'],[],[],?,251,1050 kj(251 kcal),"2,7","1,2","46,6","3,8","8,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Speciale pe torte leggere,8002213000640,['France'],[],[],?,342,1431 kj(342 kcal),"0,7","0,3",77,"1,6","6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Passiflore,7001375008168,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Tarte multifruits 6P,0201617049202,['France'],[],[],?,174,728 kj(174 kcal),"4,3","2,1",30,18,"3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Crevettes panées congelées panko,3760234747641,['France'],[],[],?,137,573 kj(137 kcal),"1,7","1,1","20,9","1,3","8,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Asiago - Malghette,8033520001945,['France'],[],[],?,366,1531 kj(366 kcal),30,21,"0,5","0,4",24,"1,7","0,68",,['AOP'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Asiago']",30 g,en quantité élevée,21 g,en quantité élevée,0.4 g,en faible quantité,,+12%,+13%,+17%,+24%,-42%,-35%,+14%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Malghette'],,,,,1.7 g,en quantité élevée,+60%,+60%,16,+24%,D,+24%,,,,,,,,
907,Kebbeh à la viande de boeuf surgelé,3760032930054,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Nems aux légumes surgelés,3423777980622,['France'],[],[],?,180,753 kj(180 kcal),"3,8","1,6","30,1","2,2","5,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Porc façon grand mère,3701275000036,['France'],[],[],?,207,866 kj(207 kcal),"13,7","13,7","3,7",0,"17,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Fromage de Pays au lait cru,0203515027887,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,
911,Petits voyageurs poivre noir de Madagascar baies roses,3770013269226,['France'],[],[],?,473,1979 kj(473 kcal),"29,8","17,7","45,5","1,8","5,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Filet de poulet - La Nouvelle Agriculture,0253071045795,['France'],[],[],?,105,439 kj(105 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,,-20%,-19%,-55%,-46%,-100%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['La Nouvelle Agriculture'],,,,,0.11 g,en faible quantité,-85%,-85%,-4,,A,,,,,,,,,
913,Gyozas aux crevettes surgelés,3423777961621,['France'],[],[],?,149,623 kj(149 kcal),"3,1","0,8","22,6","2,8","6,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Bresaola italiana,8004147317405,['France'],[],[],?,161,674 kj(161 kcal),34,"1,8","0,5",0,32,"4,2","1,68",,,E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",34 g,en quantité élevée,1.8 g,en quantité modérée,0 g,en faible quantité,,-1%,-0%,+966%,+37%,+14%,-100%,-2%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,4.2 g,en quantité élevée,+7%,+7%,13,+7%,D,+7%,,,,,,,,
915,Antipasto all'emiliana,8054395000468,['France'],[],[],?,355,1485 kj(355 kcal),28,12,"0,5","0,5",25,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Kit «mes Sardines En Chocolat» - Scrapcooking,3700392439675,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Fondant d'érable à tartiner,3088541002780,['France'],[],"['Végétalien', 'Végétarien']",?,337,1410 kj(337 kcal),0,0,"84,3","81,7",0,0,0,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
