,name,bar_code,eco_score,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,ingredients_origins,markets,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,traceability_code,link,additives,allergens,generic_name,palm_ingredients
59,Lait Équitable DEMI ECREME - Auchan bio - 1L,51293123,B,['Auchan bio'],"['Produits laitiers', 'Laits']","['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",['France'],"['Lait demi écrémé*', "" *issu de l'agriculture biologique Élaboré à partir de lait origine France""]",['Non végétalien'],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,197,-25%,47,-29%,197 kj(47 kcal),-28%,"1,6",-22%,1,-16%,"4,8",-20%,"4,8",-12%,"3,3",-7%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"0,09","0,036",1L,['Carton'],,,1,0.09 g,en faible quantité,-27%,-27%,-1,-274%,A,-274%,,"['EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)"", 'EMB 36229B', 'Varennes-sur-Fouzon (Indre, France)', 'FR 36.229.001 CE', 'Varennes-sur-Fouzon (Indre, France)', 'FR 45.273.001 CE', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",,,['Lait'],,
60,Vinagre Sidra Borges,8410179308142,,,,,['France'],[],[],,,,,,,?,,76,,318 kj(76 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Haricots verts coupés extra-fins - Auchan,3596710479764,B,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['Nutriscore', 'Nutriscore A']",['France'],[],[],0.4 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,?,,23,-4%,96 kj(23 kcal),-3%,"0,4",+59%,"0,2",+267%,"2,1",-21%,"0,5",-35%,"1,5",+1%,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,"0,5","0,2",,,,['Auchan'],,0.5 g,en quantité modérée,-25%,-25%,-5,,A,,,,,,,,
62,Truffes fantaisie biologiques nature - Mathez,3481292400285,,['Mathez'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']","['Bio', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Max Havelaar']",['France'],[],[],53 g,en quantité élevée,40 g,en quantité élevée,32 g,en quantité élevée,?,,639,+9%,2674 kj(639 kcal),+10%,53,+22%,40,+22%,35,-13%,32,-13%,"4,2",-11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Omega 3,3291960016058,,,,,['France'],[],[],,,,,,,?,,884.3,,3700 kj(884 kcal),,100,,10,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
64,Soler romero - Vinegar - 250ml,8437004324641,B,['Vinegar'],"['Vinaigres', 'Vinaigres de cidre']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,250ml,['Bottle'],,,,,,,,,,,,,,,,,,
65,Fram’n mix,8719992179763,,,,,['France'],[],[],,,,,,,?,,333,,1393 kj(333 kcal),,"1,8",,"1,5",,"74,2",,45,,"5,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Celeri, pommeet feves de soja",3700009274217,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,?,,126,,527 kj(126 kcal),,10,,"1,1",,"4,5",,"3,9",,"2,7",,,,,,,,,"0,94","0,376",,,,,,,,,,,,,,,,,,,,
67,Bubbly Caramel - Milka,7622210217318,,['Milka'],,,['France'],[],[],,,,,,,?,,504,,2109 kj(504 kcal),,26,,15,,61,,59,,"5,4",,,,,,,,,"0,46","0,184",,,,,,,,,,,,,,,,,,,,
68,3760268100030,3760268100030,,,,"['Bio', 'Bio européen', 'FR-BIO-15']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,8712568378652,8712568378652,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Gingembre moulu - Sélection des comptoirs,3760239182881,B,['Sélection des comptoirs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,
71,Pandoro classico,8002331002250,,,,,['France'],[],[],,,,,,,?,,278,,1163 kj(278 kcal),,10,,8,,41,,22,,5,,,,,,,,,"0,212","0,085",,,,,,,,,,,,,,,,,,,,
72,Chocapic - corn fleks - 430g,07458491,C,['corn fleks'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['Nutriscore'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,430g,,,,,,,,,,,,,,,,,,,
73,Panettone antica ricetta,8002873024215,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],15 g,en quantité modérée,9 g,en quantité élevée,23 g,en quantité élevée,?,,367,-2%,1536 kj(367 kcal),-2%,15,0%,9,+0%,50,-3%,23,-11%,"7,6",+11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"0,5","0,2",,,,,,0.5 g,en quantité modérée,+13%,+13%,19,+2%,E,+2%,,,,,,,
74,Sushi,3760228711542,,,,,['France'],[],[],,,,,,,?,,147,,615 kj(147 kcal),,"4,1",,"0,5",,22,,"0,5",,"5,3",,,,,,,,,"0,97","0,388",,,,,,,,,,,,,,,,,,,,
75,Smokey & Sweet,8717677178902,,,,,['France'],[],[],,,,,,,?,,172,,720 kj(172 kcal),,1,,"0,7",,"42,4",,"38,78",,"0,48",,,,,,,,,"1,71","0,684",,,,,,,,,,,,,,,,,,,,
76,Candy cannes,3395503108917,,,,,['France'],[],[],,,,,,,?,,380,,1590 kj(380 kcal),,0,,0,,95,,90,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
77,Latte fresco piacere leggero parzialmente scremato,8002670165227,D,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,['France'],[],[],1 g,en faible quantité,1.1 g,en faible quantité,5 g,en quantité modérée,?,,47,0%,197 kj(47 kcal),+1%,1,-36%,"1,1",+9%,5,+4%,5,+4%,1,-69%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1,"0,4",,,,,,1 g,en quantité modérée,+809%,+809%,6,,C,,,,,,,,
78,La fraicherie,3770001414621,,,,,['France'],[],[],,,,,,,?,,40,,167 kj(40 kcal),,"0,5",,0,,"9,2",,"9,2",,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
79,Boules pralinés - Chocolat au lait,8081497038402,,,,,['France'],[],[],,,,,,,?,,540,,2259 kj(540 kcal),,31,,19,,60,,59,,"4,4",,,,,,,,,"0,14","0,056",,['Film en plastique'],,,,,,,,,,,,,,,,,,
80,Muslos de pato confit,8412540005001,,,,,['France'],[],[],,,,,,,?,,404,,1690 kj(404 kcal),,34,,"11,4",,"0,5",,"0,5",,24,,,,,,,,,"1,67","0,668",,,,,,,,,,,,,,,,,,,,
81,Sablé au thé Matcha - L’Angelus - 165g,3419390041857,,['L’Angelus'],['en:Tea biscuits'],"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",['France'],[],[],25 g,en quantité élevée,16 g,en quantité élevée,27 g,en quantité élevée,?,,507,,2121 kj(507 kcal),,25,,16,,62,,27,,"7,6",,,,,,,,,"0,4","0,16",165g,,,,,0.4 g,en quantité modérée,,,20,,E,,,,,,,,
82,Pringles,19272283,,['Pringles'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Farine l'émiliana,8028630011250,,,,,['France'],[],[],,,,,,,?,,339,,1418 kj(339 kcal),,"0,9",,0,,70,,"1,5",,11,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
84,Miel Crémeux Du Printemps,3301081500005,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,5549319001341769,5549319001341769,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Panettone pere e cioccolato,8008315402580,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],18 g,en quantité modérée,11 g,en quantité élevée,25 g,en quantité élevée,?,,393,+5%,1644 kj(393 kcal),+5%,18,+20%,11,+22%,49,-5%,25,-3%,"7,7",+13%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"0,58","0,232",,,,,,0.58 g,en quantité modérée,+32%,+32%,21,+13%,E,+13%,,,,,,,
87,Le père choiseul,3410600012537,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,La Dunkerquoise,59043843,C,['La Dunkerquoise'],"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,,['Sachet en plastique'],,,,,,,,,,,,,,,,,,
89,Miel de fleurs,54429208,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
90,Gâteau calisson,3760081359929,,,,,['France'],[],[],,,,,,,?,,398,,1665 kj(398 kcal),,25,,"8,8",,34,,32,,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3552657013874,3552657013874,,,,['IGP'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Croq’ biscuits lentilles thym citronné,3421557910227,,,,,['France'],[],[],,,,,,,?,,453,,1895 kj(453 kcal),,19,,11,,51,,"6,3",,16,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
93,Hlalem,6194043403653,,,,,['France'],[],[],,,,,,,?,,369,,1544 kj(369 kcal),,"1,9",,"1,9",,73,,0,,"12,5",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
94,Foie gras,3461951003163,,,,,['France'],[],[],,,,,,,?,,541,,2264 kj(541 kcal),,55,,23,,2,,2,,8,,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
95,Eclair au chocolat,3760284702355,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Graines de tournesol,8697449691757,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,['France'],[],[],57 g,en quantité élevée,11 g,en quantité élevée,4.3 g,en faible quantité,?,,660,+16%,2761 kj(660 kcal),+16%,57,+25%,11,+122%,"4,4",-67%,"4,3",+78%,31,+41%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,,,,,,,,,,
97,Tzatziki,5200409201007,,,,,['France'],[],[],,,,,,,?,,101,,423 kj(101 kcal),,"7,2",,"2,5",,"2,5",,2,,"6,7",,,,,,,,,"0,56","0,224",,,,,,,,,,,,,,,,,,,,
98,Vermicelle moyen,6111249940973,,,,,['France'],[],[],,,,,,,?,,354,,1481 kj(354 kcal),,0,,0,,"75,1",,1,,"10,2",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
99,07211577,07211577,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pavé de saumon cru bio 150G,3760210520534,D,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,
101,Terrine de campagne au piment d'espelette,3760202218968,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,['France'],[],[],26 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,?,,299,-7%,1251 kj(299 kcal),-7%,26,-8%,10,-7%,"1,3",-43%,"0,7",-19%,15,+7%,,,,,,,,"1,8","0,72",,,,,,1.8 g,en quantité élevée,+12%,+12%,19,-2%,E,-2%,,"['FR 87.001.001 CE', 'Aixe-sur-Vienne (Haute-Vienne, France)']",,,,,
102,KNEBEP - bardinet - 700ml,8480000288356,,['Bardinet'],['Boissons'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,700 ml,['Verre'],,,,,,,,,,,,,,,,,,
103,Hamburger di tacchino,8016026034860,C,,"['Viandes', 'Volailles', 'Dindes']","['Bio', 'Bio européen']",['France'],[],[],,,,,,,?,,126,-6%,527 kj(126 kcal),-6%,?,,,,?,,,,"1,2",-94%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,17,"6,8",,,,,,17 g,en quantité élevée,+1793%,+1793%,,,,,,,,,,,
104,Oignons,3662093010037,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 60216', 'Erquinvillers (Oise, France)']",,,,,
105,Noir Mousse,3250392926090,,,,"['Nutriscore', 'Nutriscore E']",['France'],[],[],,,,,,,?,,561,,2347 kj(561 kcal),,"36,3",,23,,"49,6",,44,,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Riz au lait à la vanille de Madagascar,3701002405134,,,,,['France'],[],[],,,,,,,?,,134,,561 kj(134 kcal),,"6,2",,"3,2",,16,,"8,2",,"3,5",,,,,,,,,"0,22","0,088",,,,,,,,,,,,,,,,,,,,
107,Malt Rice 400G Bio,8017977001215,,,,['Bio'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,La pizza senza glutine pasta pe pizza fresca - Buitoni,8000300368758,,['Buitoni'],,,['France'],[],[],,,,,,,?,,?,,,,"8,1",,"3,5",,50,,1,,0,,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
109,Pimientos del piquillo entreverados condimentados al ajillo,8410850012313,,,,,['France'],[],[],,,,,,,?,,60,,251 kj(60 kcal),,"2,4",,"0,3",,"6,7",,"5,3",,"1,2",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
110,Old virginia,3147690072607,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Pépites salées,4607146901138,,,,,['France'],[],[],,,,,,,?,,668,,2795 kj(668 kcal),,"60,4",,"8,3",,"3,4",,"2,2",,23,,,,,,,,,"0,39","0,156",,,,,,,,,,,,,,,,,,,,
112,Ketchup,7290002781998,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Riso vital rice cconut - 1L,8001860198908,,"['Riso Vital', 'Riso Scotti']",,['Sans gluten'],['France'],"['Eau', 'riz 8,5%', 'coco 7%', 'eau de coco 5%', 'huile de riz', 'phosphate tricalcique', 'stabilisant: gomme gellane', ' sel', 'arôme', 'vitamine B12', 'vitamine D', ' Sans gluten', "" Agiter avant l'usage"", 'conserver au frais et sec', ""après l'ouverture conserver dans le trigo et consommer dans les 3/4 jours""]",[],,,,,,,174,,41,,174 kj(41 kcal),,"1,3",,"0,8",,"7,1",,"4,6",,"0,2",,,,,,,,,"0,1","0,04",1L,['Tétra Brik'],['Union Européenne et Non Union Européenne'],,4,,,,,,,,,,,,['E418 - Gomme gellane'],,,
114,Le delice de meme lulu a l’ail rose,3443705066822,,,,,['France'],[],[],,,,,,,?,,318,,1331 kj(318 kcal),,28,,10,,"0,9",,0,,16,,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
115,j ambon,3700427400465,,,,,['France'],[],[],,,,,,,?,,112,,469 kj(112 kcal),,"2,6",,"0,9",,"0,6",,"0,6",,21,,,,,,,,,"1,9","0,76",,,,,,,,,,,,,,,"['EMB 29247', 'Saint-Évarzec (Finistère, France)']",,,,,
116,Brioche Streussel,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BUITONI FOUR A PIERRE pizza surgelée Thon à la Provençale 3x320g (2+1 offerte) - 960g,7613287000248,,"['Buitoni', 'Four à Pierre']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']","['Point Vert', 'Nutriscore', 'Nutriscore B', 'Triman']",['France'],"['Farine de BLE ', '33%', 'eau', 'purée de tomates ', '11,4%', ""THON à l'huile "", '9,7%', ' ', 'THON ', '7,9%', 'huile de tournesol', 'sel', 'FROMAGES ', 'LAIT', ' ', 'EDAM', 'MOZZARELLA', 'olives noires ', '5,8%', 'levure boulangère', 'huile de tournesol', 'oignons rissolés ', 'oignons ', '1,2%', 'huile de tournesol', 'oignons rouges', 'sucre', 'oignons ', '0,9%', 'sel', 'levain de BLE et de SEIGLE ', 'SOJA', 'herbes de Provence ', '0,6%', ' ', 'basilic', 'origan', 'sarriette', 'romarin', 'thym', ""pulpe d'ail "", '0,4%', 'amidon modifié de pomme de terre', ""extrait de malt d'ORGE et maïs"", 'épices et plantes aromatiques', ' Peut contenir : céleri', 'sésame', 'fruits à coque']","['Non végétalien', 'Non végétarien']",6.6 g,en quantité modérée,2.1 g,en quantité modérée,3.6 g,en faible quantité,875,-8%,208,-7%,875 kj(208 kcal),-7%,"6,6",-20%,"2,1",-42%,"27,5",+3%,"3,6",+6%,"8,6",-11%,,,,,,,,"1,3","0,52",960 g,"['Boite', 'Etui', 'Film en plastique', 'Etui en carton']",,,4,1.3 g,en quantité modérée,+12%,+12%,2,-67%,B,-67%,,,,['E14XX - Amidons modifiés'],"['Poisson', 'Gluten', 'Lait', 'Soja']",Pizzas surgelées,
118,Delicious Choco selection,8719992250080,,,,,['France'],[],[],,,,,,,?,,436,,1824 kj(436 kcal),,"16,3",,"10,5",,"68,9",,"64,1",,"2,8",,,,,,,,,"0,14","0,056",,,,,,,,,,,,,,,,,,,,
119,Panettone Classico,8002331009556,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],13 g,en quantité modérée,10 g,en quantité élevée,22 g,en quantité élevée,?,,367,-2%,1536 kj(367 kcal),-2%,13,-13%,10,+11%,54,+5%,22,-15%,6,-12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"0,3","0,12",,,,,,0.3 g,en quantité modérée,-32%,-32%,18,-3%,D,-3%,,,,,,,
120,Schokomax Yanick et Fee - Verival,9004617064524,C,['Verival'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],[],[],16 g,en quantité modérée,3.5 g,en quantité modérée,18 g,en quantité élevée,?,,428,+7%,1791 kj(428 kcal),+7%,16,+84%,"3,5",+59%,58,-13%,18,+8%,"9,2",-1%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"0,24","0,096",,,,,,0.24 g,en faible quantité,-33%,-33%,12,+123%,D,+123%,,,,,,,
121,3770002165829,3770002165829,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Carbonate de bœuf sauce à la bière,2450022041068,,,,,['France'],[],[],,,,,,,?,,762,,3188 kj(762 kcal),,13,,"5,7",,"2,5",,"1,3",,14,,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,"['EMB 49323B', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)""]",,,,,
123,Jben,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Coteaux Bourguignons,26009100,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Saucisson,3700912300300,,,,,['France'],[],[],,,,,,,?,,295,,1234 kj(295 kcal),,21,,"7,8",,"3,6",,"2,6",,23,,,,,,,,,"3,5","1,4",,,,,,,,,,,,,,,,,,,,
126,Tranches d'ananas qualité pâtissière,3191220001612,,,,,['France'],[],[],,,,,,,?,,64,,268 kj(64 kcal),,"0,5",,0,,15,,15,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Ferrero rocher t25 boite de 25 pieces - 312.5g,8000500361153,,['Ferrero rocher'],,,['France'],"['Chocolat au LAIT 30% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'LAIT écrémé en poudre', 'BEURRE concentré', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'NOISETTES 28,5%', 'sucre', 'huile de palme', 'farine de FROMENT', 'LACTOSERUMen poudre', 'cacao maigre', 'émulsifiants : lécithines [SOJA]', 'poudre à lever: carbonate acide de sodium', 'sel', 'vanilline']","['Huile de palme', 'Non végétalien']",,,,,,,2506,,603,,2506 kj(603 kcal),,"42,7",,"14,1",,"44,4",,"39,9",,"8,2",,,,,,,,,"0,153","0,061",312.5 g,['Boite'],,,4,,,,,,,,,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",FERRERO ROCHER : Fines gaufrettes enrobées de chocolat au lait et noisettes broyées et fourrées noisette,['Huile de palme']
128,Maté Fruité Bio - 100 G - Les Jardins De Gaïa,3582811026327,,,,['Bio'],['France'],[],[],,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
129,My hero academia 9 - Kioon,9791032700921,,['Kioon'],['Manga'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Coquilles saint jacques a la normande,6378720004825,,,,,['France'],[],[],,,,,,,?,,178,,745 kj(178 kcal),,"13,7",,"9,3",,"7,2",,"3,1",,6,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
131,Ketchup,8690635151417,,,,,['France'],[],[],,,,,,,?,,128,,536 kj(128 kcal),,"0,2",,"0,1",,"30,2",,23,,"1,3",,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
132,"DONUT CHOCOLAT X6 DÉCONGELE - SUPER U - 0,330Kg",,B,['SUPER U'],"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],"['Pate levee,frite,donut avec nappage de chacalat au LAIT', '14,5%}et decor e avec dus vermicelles de chocalat au LAIT', '5%', 'Ingredients', 'farine', 'BLE', 'huiles et graisses vegetales', 'palrne', 'colza', ',eau', 'sucre,pate de cacao,beu rre de cacao,poudre de LAIT ecreme,levure,dextrose,matiere grasse LAIT iere anhydre,farine de SOJA', 'pau tre de LAIT entier', 'sel,emulsifiant', 'E471 ,E481 lecithnes de SOJA', 'E476', 'poudre a lever', 'E450i,E500', ',iactoserum en poudre', 'LAIT', ',aromes Peut contenir', 'oeufs,amandes', 'noisettes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",27 g,en quantité élevée,14 g,en quantité élevée,14 g,en quantité élevée,1819,+2%,436,+7%,1819 kj(436 kcal),+6%,27,+18%,14,+32%,39,-13%,14,-17%,"7,7",+30%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1,"0,4","0,330 Kg",['boite de 6'],,,4,1 g,en quantité modérée,+5%,+5%,20,+3%,E,+3%,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Gluten', 'Lait', 'Soja']",,
133,VEGAN PROTEIN NEUTRAL - Foodspring,4260363487443,,['Foodspring'],,,['France'],[],[],,,,,,,?,,358,,1498 kj(358 kcal),,"4,4",,"0,7",,2,,0,,"75,5",,,,,,,,,3,"1,2",,,,,,,,,,,,,,,,,,,,
134,Charmel,4600492208029,,,,,['France'],[],[],,,,,,,?,,110,,460 kj(110 kcal),,3,,"1,9",,"16,2",,"16,2",,"0,8",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
135,Mini rochers noix de coco -,2006050003884,C,,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",,['France'],[],[],23 g,en quantité élevée,22 g,en quantité élevée,46 g,en quantité élevée,?,,453,+1%,1895 kj(453 kcal),+1%,23,-2%,22,+7%,54,+4%,46,+6%,"4,5",+5%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,
136,Glace de la Ferme,8718531520738,,['Glace de la Ferme'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Purina fido,7613287012340,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
