,name,bar_code,brand,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,packaging,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1357,Farms Organic Ginger Cordial - Belvoir fruit farms,5022019160204,['Belvoir fruit farms'],,,['France'],"['sucre  biologique', 'eau', 'infusion de gingembre biologique 19%', 'jus de citron biologique ', 'à base de concentré', 'extraits de gingembre 1%', 'acidifiant ', 'acide citrique', 'extrait de capsicum', 'extrait de citron']",['E330 - Acide citrique'],,[],3,?,18,75 kj(18 kcal),0,0,"4,2","4,2",0,0,0,,,,"['Boissons', 'Boissons avec sucre ajouté']","['Bio', 'Agriculture UE/Non UE']",0 g,en faible quantité,0 g,en faible quantité,4.2 g,en quantité modérée,0 g,en faible quantité,,-79%,-80%,-100%,-100%,-79%,-77%,-100%,-100%,-100%,6,-50%,D,-50%,,,,,,,,,,,,,,,
1358,Tea Discoveries Earl Grey All-butter Shortbread - Whittard,5022032109518,['Whittard'],,,['France'],[],,,[],,?,479,2004 kj(479 kcal),26,16,56,22,5,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Tropicana Orange Juice Smooth - 250ml,5022313729824,['Tropicana'],,,['France'],"['IRGREDIEHTS t00%orangejuice', ' *RCT FROMCORCEHTRATE']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,43,180 kj(43 kcal),0,0,"8,9","8,9","0,8",0,0,C,250 ml,['pet-bottle'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0 g,en faible quantité,,0%,-1%,-100%,-100%,-8%,-3%,+27%,-100%,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1360,Vegetarian Lemon Flavoured Jelly Crystals - Just Wholefoods - 85g e,5022775000233,['Just Wholefoods'],,,['France'],"['Sucre brut de canne', 'agents gélifiants ', 'carraghénane', 'gomme de caroube', 'acide citrique', 'arôme naturel de citron ', '0,7%', ""régulateur d'acidité "", 'citrate de potassium', 'colorant naturel ', 'curcumine']","['E410 - Gomme de caroube', 'E330 - Acide citrique', 'E332ii - Citrate tripotassique', 'E100 - Curcumine']",,"['Végétalien', 'Végétarien']",4,?,?,,?,,?,,?,,,C,85 g e,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Desserts', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Fruits et produits dérivés', 'Aides culinaires', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Préparations pour desserts', 'Confitures et marmelades', 'Pâtes de fruits', 'Desserts au citron']","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,Lemon Flavoured Jelly Crystals,,,['Royaume-Uni'],,http://www.justwholefoods.co.uk/,,
1361,Wholebake Pecan Flapjack - brynmor - 80g,5024278003100,['Brynmor'],,,['France'],[],,,"['Végétalien', 'Végétarien']",,?,466,1950 kj(466 kcal),"24,7","9,6","51,5","26,7","7,7","0,49","0,196",,80 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']","['Végétarien', 'en:gluten-free', 'Végétalien']",24.7 g,en quantité élevée,9.6 g,en quantité élevée,26.7 g,en quantité élevée,0.49 g,en quantité modérée,,+20%,+20%,+89%,+126%,+1%,-14%,-43%,+21%,+21%,16,+30%,D,+30%,,,,,,,,Flapjack pecan,,,,,,,
1362,Cofresh Lentil Chips Lemon Chilli - Eat Real - 113g,5026489483078,['Eat Real'],,,['France'],"['farinha de lentilhas 48%', 'fécula de batata', 'éleo vegetal ', 'colza', 'sal', 'condimento de malagueta e limâo 3%', 'sa', 'farinha de arroz', 'especiarias ', 'incluido malagueta', 'extrato de levedura em pô', 'alho em pô', 'cebola em pô', 'écido citrico', 'aromas naturais', 'sumo de limâo em pb 1% ', 'maltodextrina proveniente de amido de milho', 'sumo de limâo', 'extrato de pimentâo', ' para manter a frescura', 'conservar em local fresco', 'seco e afastado da luz solar direta e odores fortes', ' sa consumir de preferência antes de e lote n', '0', ' ver impressâo no verso da embalagem', ' 49 _ peso liquido: 113g']",,,[],,?,48,201 kj(48 kcal),14,"1,2","64,5",17,10,"3,1","1,24",,113 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Hummus Chips Creamy Dill Flavour -  - 45g,5026489483986,,,,['France'],"['Farine de pois chiches ', '24%', 'riz', 'amidon de pomme de tere', 'huile de colza', 'farine de maïs', ""arome d'aneth "", '7%', 'sirop de glucose déshydraté', 'farine de riz', 'sel', 'dextrose', ""poudre d'oignons"", 'extrait de levure', 'sucre', 'arome naturel', 'acide citrique', 'herbes ', 'persil', 'aneth', 'épices ', ""graines d'aneth"", 'sel']",['E330 - Acide citrique'],,"['Végétalien', 'Végétarien']",4,?,471,1971 kj(471 kcal),22,"1,8","58,5","2,4","6,5","3,1","1,24",,45 g,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Quinoa Chips Sundried Tomato & Roasted Garlic Flavour - Cofresh,5026489484778,['Cofresh'],,,['France'],"['farine de quinoa ', '29%', 'farine de mais', 'farine de riz amidon de mais', 'farine de lentilles', 'farine de pois', 'huile de colza', 'sucre', 'sel', 'tomates séchées et assaisonnement ail sauté ', '3%', ' ', 'sucre', ""poudre d'ail "", ""comprenant de la poudre d'ail sauté"", 'poudre de tomates ', 'comprenant de la poudre de tomates séchées', 'sel', 'farine de riz', 'farine de caroube', 'arômes naturels', 'extrait de paprika', 'fines herbes ', 'origan', 'épices ', 'poivre de Cayenne']","['E410 - Gomme de caroube', 'E160c - Extrait de paprika']",,[],4,?,482,2017 kj(482 kcal),21,"1,8","62,4","3,3","7,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,quinoa & kale corn puffs - Eat Real - 113g,5026489489872,['Eat Real'],,,"['France', 'Norvège']","['Maïs ', '54%', 'huile de colza', 'assaisonnement jalapeno et cheddar ', '11%', ' ', 'farine de riz', 'sucre', 'poivron vert séché', 'sel', 'poivron rouge séché', 'poudre de tomate', ""poudre d'extrait de levure"", 'arôme naturel', ""poudre d'oignon"", 'herbe ', ' Persil', 'épice ', 'poivre de Cayenne', 'colorant ', 'extrait de paprika', 'extrait de romarin', 'extrait de curcuma ', 'arôme naturel de curcuma', 'colorant ', 'curcumine', 'quinoa ', '3%', 'chou frisé ', '2%']","['E160c - Extrait de paprika', 'E100 - Curcumine']",,"['Végétalien', 'Végétarien']",4,2218,531,2218 kj(531 kcal),31,"2,6","56,7","2,2","5,5","1,2","0,48",B,113 g,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Végétarien', 'Végétalien']",31 g,en quantité élevée,2.6 g,en quantité modérée,2.2 g,en faible quantité,1.2 g,en quantité modérée,+11%,+14%,+13%,+56%,-52%,-5%,-44%,-44%,-40%,-40%,11,-29%,D,-29%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,
1366,6 Mochi Crème Glacée Noix De Coco 192G - Little Moons - 192g e,5027324000115,['Little Moons'],['UK FB084 EC'],,['France'],"['Lait', 'sucre', 'farine de riz', 'eau', 'crème ', 'lait', 'noix de coco déshydratée ', '7%', 'tréhalose', 'lait en poudre écrémé', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'stabilisant ', 'gomme guar', 'farine de graines de caroube', 'gomme de cellulose', 'carraghénanes', 'farine de tapioca', 'sel', 'soja']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,252,1054 kj(252 kcal),11,"7,7",35,26,"2,9","0,1","0,04",,192 g e,"['Plastique', 'surgelé']","['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,11 g,en quantité modérée,7.7 g,en quantité élevée,26 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+7%,+71%,+79%,-17%,-4%,+39%,+19%,+19%,15,+34%,D,+34%,,,,,,,,6 Mochis glacés à la noix de coco. - 6 Coconut Ice Cream Mochi,,,['Royaume-Uni'],,,,
1367,naan chilli & coriander - 300g,5030039005030,,,,['France'],[],,,[],,?,290,1213 kj(290 kcal),"6,8","2,4","1,9",0,"8,8","1,6","0,64",,300 g,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,Cranberry Juice - Tesco - 1litre,5031021810458,['Tesco'],,,"['France', 'Royaume-Uni']",[],,,[],,?,20,84 kj(20 kcal),0,0,"4,5","3,9",0,"0,01","0,004",,1 litre,"['carton', 'composite-carton', 'cap']","['en:Cranberry drink', 'en:Cranberry juice drink']",,0 g,en faible quantité,0 g,en faible quantité,3.9 g,en faible quantité,0.01 g,en faible quantité,,,,,,,,,,,0,,B,,,,,,,,,,,,,,,,
1369,Raw Virgin Coconut Oil - Biona,5032722307957,['Biona'],,,['France'],[],,,[],,?,900,3766 kj(900 kcal),100,"86,5",0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,100 g,en quantité élevée,86.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+3%,+2%,-100%,-100%,-100%,-100%,-100%,20,+3%,E,+3%,,,,,,,,,,,,,,,
1370,Lye cross cheddar & onion crips - Trade Mark,5033060100057,['Trade Mark'],,,['France'],"['pommes de terre', 'huile de tournesol', ""poudre d'oignon"", 'poudre de fromage ', 'lait', 'sel de mer', ""poudre d'extrait de levure"", 'poudre de lait', 'sucre', 'paprika']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,?,533,2230 kj(533 kcal),"30,8","3,5","56,1","1,5","6,2","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips de pommes de terre aromatisés au cheddar et à l'oignon,,,,,,,
1371,Starbar Chocolate Bar - Cadbury,5034660522775,['Cadbury'],,['Woolworths'],"['Australie', 'France']","['milk', 'peanuts', 'glucose syrup', 'sugar', 'vegetable fats ', 'palm', 'shea', 'whey powder ', 'from milk', 'cocoa butter', 'cocoa mass', 'skimmed milk powder', 'humectant ', 'glycerol', 'rice flour', 'wheat flour ', 'with added calcium', 'iron', 'niacin', 'thiamin', 'emulsifiers ', 'e442', 'e471', 'sunflower lecithin', 'salt', 'flavourings', 'sodium hydrogen carbonate', 'barley malt syrup', 'barley malt extract', ' milk chocolate: milk solids 14 % minimum', ' contains vegetable fats in addition to cocoa butter']","['E422 - Glycérol', ""E442 - Phosphatides d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait', 'Arachides']","['Huile de palme', 'Non végétalien']",4,?,509,2130 kj(509 kcal),28,14,53,44,10,"0,35","0,14",,,,"['Snacks', 'Snacks sucrés', 'Barres']",,28 g,en quantité élevée,14 g,en quantité élevée,44 g,en quantité élevée,0.35 g,en quantité modérée,,+13%,+13%,+37%,+57%,-4%,+29%,+19%,+2%,+2%,26,+52%,E,+52%,,,,,,,,,,,,,,,
1372,Burts British Hand Cooked Potato Chips Thai Sweet Chilli,5034709000264,['Burts'],,,['France'],"['t', ' Pommes de terre', 'huile de tournesol', 'sucre', 'extrait de levure en poudre de sauce soja ', 'sauce soja ', 'GRAINES DE SOJA', 'sel', ""vinaigre d'alcool"", 'maltodextrine', 'sel', 'sel', 'épices', 'ail en poudre', 'arômes naturels', 'herbes aromatiques', 'colorants naturels : extrait de paprika et poudre de caramel', 'poudre de mangue', 'extrait de piment de la South Devon Chilli Farm', ' Convient aux végétariens', ' Sans gluten', ' •']",['E160c - Extrait de paprika'],['Soja'],['Végétarien'],4,?,519,2171 kj(519 kcal),"28,8","2,4","58,6","4,6","5,1","1,1","0,44",,,['mixed plastic-packet'],,"['Végétarien', 'Sans gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,SHEESE - Bute Island Foods Ltd - 255g,5034795000223,['Bute Island Foods Ltd'],,,['France'],"['Eau', 'Huile De Nolx De Coco ', '26%', 'Concentré De Protélne De Soja ', '4%', 'Amidon De Taploca', 'Sel', 'Amidon De Pomme De Terre Modifié', 'Suc Citrate Tricalcique', 'Epalssissants ', 'Carraghénane', 'Gomme De Guar', 'Amidon de maïs', 'Clboulette ', '0,4%', ""Régulateurs D'acidité "", 'Acide Citrique ', 'Acide Lactique', 'Lactate De Sodium', ""VInaigre d'esprit"", 'Aromes Naturels', 'Amidon De Maïs Modifié']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E325 - Lactate de sodium']",,"['Végétalien', 'Végétarien']",4,?,286,1197 kj(286 kcal),"27,6","23,4","3,9","0,9","2,8","1,2","0,48",,255g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",27.6 g,en quantité élevée,23.4 g,en quantité élevée,0.9 g,en faible quantité,1.2 g,en quantité modérée,,+4%,+4%,+26%,+43%,-77%,+53%,+7%,-31%,-31%,17,-8%,D,-8%,,,,,,,,,,,['Scotland'],['en:fabricado con aceite de coco'],http://www.buteisland.com,,
1374,Real Handcooked Chips Sea Salt & Mat Vinegar 150GRS,5035336002904,['Real'],,,['France'],[],,,[],,?,512,2142 kj(512 kcal),"29,2","3,4","54,6","2,9","5,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Innocent Orange Juice With Bits - 1.35L,5038862100700,['Innocent'],,,['France'],['Orange Juice'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,156,37,156 kj(37 kcal),"0,1","0,1","7,8","7,8","0,77","0,01","0,004",C,1.35 L,"['Plastic Bottle', 'pet-bottle']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['Végétarien', 'Végétalien']",0.1 g,en faible quantité,0.1 g,en faible quantité,7.8 g,en quantité élevée,0.01 g,en faible quantité,-19%,-20%,-19%,-41%,+256%,-26%,-20%,+97%,+1%,+1%,2,-47%,C,-47%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1376,Eau de coco - Innocent,5038862131087,['Innocent'],,,['France'],['100% pure coconut water from 24 tasty coconuts we wanedo'],,,[],,80,19,80 kj(19 kcal),0,0,"4,6","3,4","0,1","0,04","0,016",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",,0 g,en faible quantité,0 g,en faible quantité,3.4 g,en quantité modérée,0.04 g,en faible quantité,-1%,0%,-4%,-100%,-100%,+1%,-6%,-12%,-39%,-39%,6,+144%,D,+144%,,,,,,,,,,,,,,,
1377,"Pure Fruit Smoothie, Mangoes & Passion Fruits Fruchtsäfte - Innocent",5038862314503,['Innocent'],,,['France'],[],,,[],,226,54,226 kj(54 kcal),0,0,12,11,"0,4",0,0,,,,"['Boissons', 'Boissons sans sucre ajouté']",,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,-28%,+23%,+15%,-100%,-100%,+39%,+62%,-20%,-100%,-100%,5,-9%,C,-9%,,,,,,,,,,,,,,,
1378,Orange Fine Cut Marmalade - Trade mark,50354009,['Trade mark'],,,['France'],"['Sugar', 'G!uc0+FructoseS u ', 'écid Citrates,']",,,[],,?,253,1059 kj(253 kcal),"0,5","0,1",63,58,"0,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Heinz Sticky Barbecue Sauce 500G,50457854,,,,['France'],"['tomato puree', 'spirit vinegar', 'golden syrup ', '21%', 'partially inverted refiners syrup', 'sugar', 'molasses', 'salt', 'spices', 'thickener xănthan gum', 'garlic', 'smoke flavouring natural flavouring']",,,[],4,?,183,766 kj(183 kcal),"0,2",0,44,39,"0,9","1,1","0,44",B,,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,0.2 g,en faible quantité,0 g,en faible quantité,39 g,en quantité élevée,1.1 g,en quantité modérée,,+17%,+16%,-79%,-100%,+41%,+49%,+0%,-46%,-46%,14,-3%,D,-3%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,,
1380,Trésor Sticks Chocolat au Lait - Kellogg's - 6x21g,5050083499272,"[""Kellogg's""]",,['Auchan'],['France'],"['Farines de céréales ', 'riz', 'maïs', 'sucre', 'chocolat au lait ', '16%', 'Pâte de cacao', 'sucre', 'poudre de lait', 'huiles végétales ', 'palme', 'tournesol', 'colza', ' en proportions variables', 'maltodextrine', 'poudre de lait', 'poudre de lait écrémé', 'cacao maigre en poudre', 'carbonate de calcium', 'émulsitiant ', 'lécithine de soja', 'sel', 'arôme', 'colorant ', 'caroténoïdes', 'antioxydants ', ""palmitate d'ascorby|e"", 'alpha-tocophérol', 'Traces éventuelles de gluten et de fruits à coque']","['E322i - Lécithine', 'E160 - Caroténoïdes', 'E307 - Alphatocophérol']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,?,446,1866 kj(446 kcal),14,"4,5",72,33,7,"0,25","0,1",,6x21g,"['Boîte', 'Sachet plastique']","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['Végétarien'],14 g,en quantité modérée,4.5 g,en quantité modérée,33 g,en quantité élevée,0.25 g,en faible quantité,,+5%,+5%,-11%,-24%,+20%,+21%,-6%,-36%,-36%,15,+14%,D,+14%,,,,,,,,Barres de céréales au chocolat au lait,,,['Union Européenne'],,http://www.kelloggs.fr/fr_FR/tr-sor-sticks-chocolat-au-lait-product.html,['Huile de palme'],
1381,Latte machiato candies - Weight Watchers - 42g,5051882127403,['Weight Watchers'],,,['France'],"['Édulcorants : isomalt', 'sucralose', 'dextrine de blé', ""arôme naturel de café avec d'autres arômes naturels "", '1%', 'sel', 'colorant : dioxyde de titane', ' caramel', 'extrait de malt ', 'orge']","['E953 - Isomalt', 'E955 - Sucralose', 'E1400 - Dextrines', 'E171 - Oxyde de titane', 'E150 - Caramel']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,?,216,904 kj(216 kcal),0,0,"81,7","0,4",0,"0,6","0,24",,42 g,"['Boîte', 'Carton']","['Snacks', 'Snacks sucrés', 'Confiseries']",['Végétarien'],0 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,0.6 g,en quantité modérée,,-49%,-49%,-100%,-100%,+23%,-99%,-100%,+308%,+308%,-1,-105%,A,-105%,,,,,,,,,,,,,,,
1382,Tesco Millionaire Bites 22Pk,5052320873920,['Tesco'],,,"['France', 'Royaume-Uni']",[],,,[],,?,500,2092 kj(500 kcal),28,"15,2","55,6","36,6","5,1","0,5","0,2",,,['pet-tub'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Salted Caramel Biscuits - Fortnum & Mason,5053826439344,['Fortnum & Mason'],,,['France'],[],,,[],,?,513,2146 kj(513 kcal),26,16,64,19,6,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Lucozade orange,5054267000247,['Lucozade'],,,['France'],"['carbonated water', 'glucose syrup ', '11%', 'orange juce tom concentrate ', '6%', 'acid ', 'citric acid', 'acidity regulator ', 's guconate', 'preservative ', 'potassium sorbate', 'sweeteners aspartame', 'acesulfame k', 'stabiliser ', 'acacia gum', 'caffeine', 'favourings', 'antioxidant ', 'ascorbic acid', 'colour ', 'beta carotene contain a source of phenylalanine']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E951 - Aspartame', 'E950 - Acésulfame K', ""E414 - Gomme d'acacia"", 'E300 - Acide ascorbique']",,[],4,?,35,146 kj(35 kcal),0,0,"8,4","4,5",0,"0,06","0,024",,,,"['Boissons', 'Boissons sans alcool']",,0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0.06 g,en faible quantité,,-8%,-13%,-100%,-100%,-3%,-39%,-100%,+188%,+188%,8,+14%,D,+14%,,,,,,,,,,,,,,,
1385,Orange - Lucozade - 1l,5054267004900,['Lucozade'],,"[""Morrison's""]","['France', 'Royaume-Uni']",[],,,[],,?,34,142 kj(34 kcal),0,0,"0,5","0,5","0,1","0,03","0,012",,1l,"['PET Bottle', 'Plastic Sleeve']",,"['Peu ou pas de sucre', 'Sans sucre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,Hydrolysed Whey protein - Myprotein,5055534303702,['Myprotein'],,,['France'],"[""alimentatia / Fibre / Pavintckl'? ydrotysat3 "", 'Milk', ' ', '81%', 'Emulsifier edigrts ir bold May also contair egt es the growth B maintenance we recommend adding 1 large scot ir shaker 30 minutas bafore ard/or ay to increasg your daily protain int a cool', 'dry place away from direct s']",['E175 - Or'],['Lait'],[],4,?,375,1569 kj(375 kcal),"4,7","1,6","3,2","3,2",80,"1,475","0,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Vitamin B Super Complex - MyProtein,5055534304082,['MyProtein'],,,['France'],[],,,"['Végétalien', 'Végétarien']",,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,Omega 369 - Myprotein - 120gellules,5055534304143,['Myprotein'],,,['France'],[],,,[],,?,20,84 kj(20 kcal),2,2,0,0,0,0,0,,120 gellules,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Impact Whey Protein - Myprotein,5055534317129,['Myprotein'],,,['France'],"['Concentré de Protéine de Wiey ', 'Lait', ' [93%1 Arôme', 'Acide ', 'Aade Citnquel Colorant ', 'Rouge de Betterave', 'Anthocyanine', 'Edulcorant ', 'Sucrabse', 'EmuSifiant ', 'Lécthire de sole', ' ALLERGENES es en gras DOSAGE SUGGÉRÉ Les mntribuent à la croissance et au maintbn de la masse muxulaire dom', 'afin de tirer au eux de ce produit', 'nous recommandons ""cuter 1 grandes mesure ', '25g', "" à 150-250ml d'eau de ait dans un shaker Myprotein minutes avant et/ou aorès votre séance Comme a}ternatlva consommer à tout moment ae la journée pouraugmentervatre appcft quotidieh en protéines INFORMATIONS IMPORTAWES A ccrserver dans un endroit fras et sea à 'abri de ta l,mière directe du soleil"", ""Ce produit est cest né à être de vie actif et d'une alimentation Convent a-x""]","['E162 - Rouge de betterave', 'E163 - Anthocyanes']",['Lait'],['Non végétalien'],4,?,404,1690 kj(404 kcal),7,"4,7","8,9","8,9",76,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,"Impact Whey Protein, Chocolate Smooth - Myprotein - 250g",5055534319727,['Myprotein'],,,"['France', 'Italie']","['Concentré de Protéines de Whey ', 'Lait', ' ', '91%', 'Émulsifiant ', 'Lécithine de Soja', 'Cacao en Poudre', 'Arômes', 'Édulcorant ', 'Sucralose']","['E322i - Lécithine', 'E955 - Sucralose']","['Lait', 'Soja']",['Non végétalien'],4,?,400,1674 kj(400 kcal),"7,4","4,9","7,6","3,7",75,"0,25","0,1",,250 g,['Sachet'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",['Sans gluten'],7.4 g,en quantité modérée,4.9 g,en quantité modérée,3.7 g,en faible quantité,0.25 g,en faible quantité,,+8%,+8%,+71%,+182%,+8%,+19%,+6%,-67%,-67%,3,-32%,C,-32%,,,,,,,,,,,,,,,
1391,"ISO:PRO Whey Chocolat - Myprotein - 2,5kg",5055534325179,['Myprotein'],,,['France'],"['Isolat de Protéine de Whey ', 'Lait', ' ', '96%', 'Cacao en Poudre', 'Arôme', 'émulsifiant ', 'Lécithine de Toumesol', 'Edulcorant ', 'Sucralose']","['E322i - Lécithine', 'E955 - Sucralose']",['Lait'],['Non végétalien'],4,?,407,1703 kj(407 kcal),"2,1","1,2","4,2","0,1",92,"1,8","0,72",,"2,5 kg",['Sachet'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",['Sans gluten'],2.1 g,en faible quantité,1.2 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+9%,+10%,-52%,-31%,-40%,-97%,+30%,+140%,+140%,12,+171%,D,+171%,,,,,,,,,,,,,,,
1392,Chips Protein - MyProtein,5055936807785,['MyProtein'],,,['France'],[],,,[],,?,100,418 kj(100 kcal),13,"1,2",18,"5,4",45,"2,7","1,08",,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,13 g,en quantité modérée,1.2 g,en faible quantité,5.4 g,en quantité modérée,2.7 g,en quantité élevée,,-81%,-81%,-56%,-61%,-67%,+130%,+687%,+103%,+103%,13,+11%,D,+11%,,,,,,,,,,,,,,,
