,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,ingredients_origins,nova_score,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_saturated-fat_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,allergens,additives,palm_ingredients,link
48,"Ailes de poulet - Sans marque - 1,050kg",2692776023949,D,"1,050 kg","['Frais', 'Barquette', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']",['Sans marque'],"['Viandes', 'Frais', 'Viandes fraîches', 'Volailles', 'Poulets', 'Ailes de poulet']","['Point Vert', 'Eco-Emballages']","['LDC Bourgogne (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI des Marosses - 71500 Branges', 'Saône-et-Loire', 'Bourgogne', 'France']","['FR 71.056.001 CE', 'Branges (Saône-et-Loire, France)']",['Super U'],['France'],['Ailes de poulet'],[],,,?,,?,,,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,Poulet,,,,,,,,,,,,,,,,,,,,
49,Jambon sec sup Aveyron,2693024029065,E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,['France'],[],[],6 g,en quantité modérée,?,,159,-32%,665 kj(159 kcal),-32%,6,-53%,"0,5",-15%,26,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"2,2","0,5","5,7","2,28",,,,0.5 g,en faible quantité,+33%,2.2 g,en quantité modérée,5.7 g,en quantité élevée,13,D,-55%,+14%,+14%,-22%,-22%,,,,
50,"2 pavés de Zèbre aux 3 poivres - Maître Jacques - 0,294kg",2695276045336,,"0,294 kg","['Plastique', 'Carton']",['Maître Jacques'],,,['France'],"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fois de veau,2695396030632,,,,,,,,,,['France'],[],[],,,?,,135,,565 kj(135 kcal),,"4,8",,"2,9",,20,,,,,,,,,"1,6",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,
52,Quiche au saumon et épinard -,2698158033728,D,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Plats préparés au poisson', 'Quiches', 'Quiches au poisson', 'Quiches au saumon']",,,,,['France'],[],[],23.6 g,en quantité élevée,?,,299,+17%,1251 kj(299 kcal),+19%,"23,6",+45%,15,-10%,"6,6",-18%,78.6%,9.0%,2.6%,2.8%,1.5%,5.5%,46,"9,8","0,4","0,59","0,236",,,,0.4 g,en faible quantité,-75%,9.8 g,en quantité élevée,0.59 g,en quantité modérée,14,D,+23%,-26%,-26%,+27%,+27%,,,,
53,Quiche au saumon épinard -,2698158034633,D,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Plats préparés au poisson', 'Quiches', 'Quiches au poisson', 'Quiches au saumon']",,,,,['France'],[],[],23.6 g,en quantité élevée,?,,299,+17%,1251 kj(299 kcal),+19%,"23,6",+45%,15,-10%,"6,6",-18%,78.6%,9.0%,2.6%,2.8%,1.5%,5.5%,46,"9,8","0,4","0,59","0,236",,,,0.4 g,en faible quantité,-75%,9.8 g,en quantité élevée,0.59 g,en quantité modérée,14,D,+23%,-26%,-26%,+27%,+27%,,,,
54,Quiche au thon et tomates,2698159027818,,,,,,,,,,['France'],[],[],,,?,,249,,1042 kj(249 kcal),,16,,"13,1",,"12,7",,,,,,,,,"9,4","1,3","1,33","0,532",,,,,,,,,,,,,,,,,,,,,
55,Filets de crocodile au curry vert - Maître Jacques - 268g,2699199052679,,268g,"['Carton', 'Frais']",['Maître Jacques'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Viande de crocodile', 'Crocodile']",,,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",['Cora'],['France'],"['Viande de crocodile 89%', 'huile de colza', 'acidifiant : E326', ' épices et aromates ', 'curry vert 21%', 'gingembre', 'ail', 'ciboulette', 'sel', 'arômes naturels', 'émulsifiants : E471']","[""Pourrait contenir de l'huile de palme""]",7.2 g,en quantité modérée,?,,152,+13%,636 kj(152 kcal),+13%,"7,2",+64%,"2,2",-39%,20,0%,,,,,,,,"1,5","0,3","1,27","0,508",2 filets de Crocodile marinés,['Afrique du Sud'],4,0.3 g,en faible quantité,-68%,1.5 g,en quantité modérée,1.27 g,en quantité modérée,2,B,+26%,-14%,-14%,-19%,-19%,,"['E326 - Lactate de potassium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,
56,Andouillon - L'uzelaise,2699480020073,,,,"[""L'uzelaise""]",,"['Sans colorants', 'Sans conservateurs']",,,,['France'],"['ANDOUILLON chaudins origine f rance Pour 100g: Energie t 1231<', '1/']",[],,,?,,270,,1130 kj(270 kcal),,20,,"0,8",,22,,,,,,,,,11,0,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,
57,L'andouillon,2699480023685,,,,,,['Sans conservateurs'],,"['FR 22.300.001 CE', ""Saint-Hervé (Côtes-d'Armor, France)""]",,['France'],[],[],,,?,,270,,1130 kj(270 kcal),,20,,"0,8",,22,,,,,,,,,11,0,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,
58,Rôti cuit filet x 4 rr - 0220kg,2699515022560,,0220 kg,,,,,,,,['France'],[],[],,,?,,235,,983 kj(235 kcal),,19,,"1,4",,14,,,,,,,,,"6,6","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,
59,Grand jasmin Mao Feng - Palais des thes - 100g,2700249001001,,100 g,,['Palais des thes'],,,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,La Framboise - Palais Des Thés - 100g,2700727001080,,100g,,['Palais Des Thés'],,,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,La Vanille - palais des thés - 100g,2700728001003,,100 g,,['palais des thés'],,,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
62,Fittea Body Deyox 28 days - Fitvia (Fittea),2700770001006,,,,['Fitvia (Fittea)'],['Boissons'],,,,,['France'],"[""Rooibos morceaux d'ananas"", 'citronnelle', 'morceaux de gingembre', 'arômes naturels', 'morceaux de papaye confits', 'physalis', 'feuilles de mûre', 'baies de goji', 'copeaux de noix de coco', ""morceaux d'orange "", '5%', 'de carthame', 'morceaux de cranberry ', '1%', 'fleurs de souci']",[],0.5 g,en faible quantité,?,,2,-96%,8 kj(2 kcal),-97%,"0,5",+44%,"0,5",-96%,"0,5",+1%,,,,,,,,"0,1","0,5","0,01","0,004",,,4,0.5 g,en faible quantité,-95%,0.1 g,en faible quantité,0.01 g,en faible quantité,2,C,-15%,-76%,-76%,-74%,-74%,,,,
63,Rooibos des vahinés - Palais Des Thés - 200g,2700856002002,B,200 g,,['Palais Des Thés'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",['Entrepreneurs + Engagés'],,,,['France'],"['Rooibos parfumé ', ' rooibos ', 'Afrique du Sud', ' ', '93%', 'arôme vanille ', '300', 'arlnes crème et amande ', '1 0%', 'EN - Flavoured rooibos : rooibos ', 'Soufi Africa', ' ', '9300', 'petals', 'vanilla', 'cream and flavours ', '1%', ' POIDS NET', ' 200 g e']",[],0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,0,0,0,0,,,4,0 g,en faible quantité,-100%,0 g,en faible quantité,0 g,en faible quantité,,,-100%,-100%,-100%,,,"['Lait', 'Fruits à coque']",,,
64,Thé des amants - Palais Des Thés - 102g,2700892001021,,102 g,,['Palais Des Thés'],['Boissons'],,,,,['France'],[],[],1 g,en faible quantité,?,,15,-73%,63 kj(15 kcal),-74%,1,+188%,?,,2,+303%,,,,,,,,1,,0,0,,,,,,,1 g,en quantité modérée,0 g,en faible quantité,,,+747%,-100%,-100%,,,,,,
65,Rooibos du Hammam - Palais des thés,2700920001023,B,,,['Palais des thés'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",,,,,['France'],"['FR - Rooibos parfumé ', ' rooibos ', 'Afrique du Sud', ' ', '94%', 'arômes ', 'dont fraise 200', 'pétales de fleur ', 'carthame', 'rose', 'souci', ' EN - Flavoured rooibos', ' rooibos ', '%ufr Africa', ' ', '94%', 'flavours ', 'including strawberrY 2%', 'flower Petals ', 'gfflower', 'rose', 'marigold']",[],0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,0,0,0,0,,,4,0 g,en faible quantité,-100%,0 g,en faible quantité,0 g,en faible quantité,,,-100%,-100%,-100%,,,,,,
66,Gougères - Jean De Quervil - 0.486kg,2701383004866,C,0.486 kg,,['Jean De Quervil'],"['Plats préparés', 'Feuilleté salé', 'Gougère']",,,,,['France'],"['Emmental ', 'Lait', ' pâte à choux ', 'farine de blé', 'poudre de beurre ', 'beurre', ' protéine de Lait', ' perméat de lactosérum', ' émulsifiant E471', ' beurre concentre', ' colorant / beta-carotene', ' sel', ' protéine de lait', ' flocons de pomme de terre ', 'sulfites', ' oeuf entier', ' sel poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",17.4 g,en quantité modérée,?,,301,-10%,1259 kj(301 kcal),-11%,"17,4",-21%,"23,4",+19%,"12,1",-17%,77.7%,11.0%,3.7%,4.0%,2.1%,1.5%,60,"9,8","0,7","1,16","0,464",,,4,0.7 g,en faible quantité,-13%,9.8 g,en quantité élevée,1.16 g,en quantité modérée,16,D,-22%,+5%,+5%,-6%,-6%,"['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160ai - Bêta-carotène']",,
67,bergkase - Alpenmark,2707019002718,,,,['Alpenmark'],,,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Galettes Suedoises - 300g,27001943,,300 g,,,,,,,,['France'],[],[],,,?,,490,,2050 kj(490 kcal),,23,,65,,"5,1",,,,,,,,,12,41,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,
69,Cola,27003763,,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",,,,,['France'],[],[],0 g,en faible quantité,?,,43,+105%,180 kj(43 kcal),+102%,0,-100%,11,+105%,0,-100%,,,,,,,,0,11,"0,02","0,008",,,,11 g,en quantité élevée,+110%,0 g,en faible quantité,0.02 g,en faible quantité,14,E,-100%,+85%,+85%,+90%,+90%,,,,
70,Dragees au chocolat - Ambiente,27005200,,,,['Ambiente'],,,,,,['France'],"['enleciti melk en noten bevatten', ' Op een drooe en Draaées au chocolat Bonbons de chocolat dragéifiés ', '45% sucre', 'pâte de cacao', 'de cacao', 'fécule de pomme de terre', ""matière de '"", 'alt anhydr', ' poudre', 'sirop de glucose', 'amidon ', 'IL', ': de txurnesol', 'stabilisant:gomme arabique', 'wiorants e titane caroténoïdes - - riboflavines - bleu patenté V', 'Peut contenir des traces de et v', 'fruits à que', 'À conserver à llabri de Ilhumidité voédingswàatdéii\\$fl 1100510', 'g/Pfl1100g I I portion ', '19 g', '"" 2,9 g']",[],,,?,,462,,1933 kj(462 kcal),,15,,77,,"2,9",,,,,,,,,"9,3",74,"0,04","0,016",,,4,,,,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E101i - Riboflavine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,
71,Black & white vanille - Trader Joe's - 200g,27005224,C,200 g,['Carton'],"[""Trader Joe's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits cacaotés fourrés goût vanille']","['en:gluten-free', 'Fabriqué en Allemagne']",,,"[""Trader Joe's""]","['Belgique', 'France']",[],[],24 g,en quantité élevée,?,,501,+4%,2096 kj(501 kcal),+4%,24,+17%,67,-1%,"2,9",-41%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,12,36,"0,9","0,36",Biscuits cacaotés fourrés de crème de vanille (30%),,,36 g,en quantité élevée,-1%,12 g,en quantité élevée,0.9 g,en quantité modérée,26,E,+33%,+16%,+16%,+15%,+15%,,,,
72,Fromage frais fraise - Milsani,27005538,,,,['Milsani'],,['Sans conservateurs'],,,,['France'],[],[],,,?,,137,,573 kj(137 kcal),,4,,19,,6,,,,,,,,,"2,5",18,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,
73,Queen's jewel - Quern's Jewel,27005811,,,,"[""Quern's Jewel""]",,,,,,['France'],[],[],,,?,,152,,636 kj(152 kcal),,0,,36,,"0,4",,,,,,,,,0,8,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,
74,Lait à La Fraise - Milsa,27007105,D,,,['Milsa'],"['Produits laitiers', 'Laits']",,,,,"['Belgique', 'France']",[],[],0.5 g,en faible quantité,?,,62,-6%,259 kj(62 kcal),-5%,"0,5",-76%,12,+99%,"2,6",-27%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"0,1",12,"0,11","0,044",,,,12 g,en quantité modérée,+121%,0.1 g,en faible quantité,0.11 g,en faible quantité,1,B,-92%,-11%,-11%,+74%,+74%,,,,
75,Mélange de 5 fruits - 540g,27007266,,540 g,,,,,,,,['France'],[],[],,,?,,37,,155 kj(37 kcal),,"0,5",,"6,8",,"0,6",,,,,,,,,"0,1","6,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,
76,Huile D'arachide - Orabella,27008195,,,,['Orabella'],['Matières grasses'],,,,,['France'],"[""100% huile d'arachide""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",92 g,en quantité élevée,?,,828,+3%,3464 kj(828 kcal),+3%,92,+4%,0,-100%,0,-100%,,,,,,,,15,0,0,0,,,2,0 g,en faible quantité,-100%,15 g,en quantité élevée,0 g,en faible quantité,12,D,-34%,-100%,-100%,+6%,+6%,,,,
77,Tiramisù Speculoos,27010112,,,,,,,,,,"['Belgique', 'France']","['lait écrémé reconstitué', 'sucre', 'eau', 'biscuit cuiller 9,4 % ', 'farine de blé', 'œufs 2,8 % ', 'sol', 'sucre', 'protéine de lait', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'huile de coco', 'mascarpone 5,8 % ', 'crème', ""correcteur d'acidité "", 'acide lactique', 'protéine de lait', 'alcool', ""jaune d'œuf "", 'sol', 'stabilisant ', 'sorbitols', 'sauproudage au cacao 1,2 % ', 'cacao 0,6 %', 'dextrose', 'amidon de blé', 'sucre', 'beurre de cacao', 'vin Marsala', 'café soluble 0,6 %', 'amidon de tapioca', 'épaississants ', 'alginate de sodium', 'farine de graines de caroube', 'gomme xanthane', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'arômes', 'Peut contenir des traces de soja et de fruits à coque', ""Contient de l'alcool"", 'Tenir au frais ', 'max 7 °C', ',']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,?,,331,,1385 kj(331 kcal),,19,,34,,"3,8",,,,,,,,,14,25,"0,46","0,184",,,4,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E270 - Acide lactique', 'E420 - Sorbitol', 'E401 - Alginate de sodium', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,
78,Primo snacks mini loempia's - Primo ALDI,27011225,C,,,['Primo ALDI'],"['Plats préparés', 'Rouleaux de printemps']","['Végétarien', 'Végétalien']",,,,['France'],"['pâte ', 'farine de blé', 'eau', 'huile végétale ', 'palme', 'sel ', 'chou blanc', 'carotte', 'céleri', 'poireau', 'nouilles chinois ', 'haricots mungo', 'fécule de pomme de terre', 'amidon de maïs', 'eau ', 'sel', 'sucre', 'extrait de levure', 'arôme ', 'soja', 'poivre', 'extrait de curcuma']","['Huile de palme', 'Végétalien', 'Végétarien']",3.2 g,en quantité modérée,?,,137,-16%,573 kj(137 kcal),-15%,"3,2",-39%,21,-2%,"4,5",-6%,48.7%,15.5%,7.3%,11.0%,3.7%,13.8%,84,"1,5","2,7","1,2","0,48",,,4,2.7 g,en faible quantité,-22%,1.5 g,en quantité modérée,1.2 g,en quantité modérée,5,C,+75%,-3%,-3%,+24%,+24%,"['Céleri', 'Gluten', 'Soja']",['E100 - Curcumine'],['Huile de palme'],
79,Vinaigrette yaourt - Regalo - 450ml,27013724,D,450ml,,['Regalo'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,,"['Belgique', 'France']","['huile de colza', 'eau', 'moutarde 14% - eau', 'vinaigre', 'graines de moutarde', 'acidifiant: acide citrique', 'épice', 'vinaigre sel', 'épices ', 'contient moutarde', 'épaississant: gomme xanthane', 'arôme']",[],31 g,en quantité élevée,?,,330,-9%,1381 kj(330 kcal),-8%,31,-16%,"1,4",-71%,1,+71%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"2,6","0,2","2,2","0,88",,,4,0.2 g,en faible quantité,-94%,2.6 g,en quantité modérée,2.2 g,en quantité élevée,15,D,-31%,+15%,+15%,+1%,+1%,['Moutarde'],"['E330 - Acide citrique', 'E415 - Gomme xanthane']",,
80,Boules de Neige au Chocolat Belge - Aldi,27015858,,,"['Carton', 'Plastique']",['Aldi'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,['Aldi'],"['Belgique', 'France']","['Chocolat imitation blanc ', 'sucre', 'graisse végétale ', 'noix de coco et de palmiste', ' dans des proportions variables', 'graisse végétale totalement hydrogénée ', 'noix de coco et de palmiste', ' dans des proportions variables', 'lactose', 'lactosérum en poudre ', 'lait', 'émulsifiant ', 'lécithine ', 'soja', 'arôme de vanilline', 'Chocolat au lait ', '36 %', ' ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifant ', 'lécithine ', 'soja', 'arôme naturel de vanille', ' sucre en poudre ', 'sucre', 'amidon ', 'maïs']","['Huile de palme', 'Non végétalien']",43 g,en quantité élevée,?,,605,+16%,2531 kj(605 kcal),+16%,43,+41%,52,-3%,"3,3",-46%,,,,,,,,34,47,"0,3","0,12",Boules de neige au chocolat à l'arôme vanille. - Boules de Neige au Chocolat Belge,,4,47 g,en quantité élevée,-0%,34 g,en quantité élevée,0.3 g,en quantité modérée,28,E,+106%,+53%,+53%,+15%,+15%,"['Lait', 'Soja']",['E322i - Lécithine'],['Huile de palme'],
81,Cuberdons - Swing,27015865,E,,,['Swing'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,['France'],[],[],0.5 g,en faible quantité,?,,352,-1%,1473 kj(352 kcal),-2%,"0,5",-73%,79,-5%,"1,6",-25%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"0,4",75,"0,02","0,008",,,,75 g,en quantité élevée,+29%,0.4 g,en faible quantité,0.02 g,en faible quantité,14,D,-62%,-83%,-83%,-3%,-3%,,,,
82,Miel - Prima Bio,27018606,,,,['Prima Bio'],,['Bio'],,,,['France'],"[""Mélange de miels non originaires de l'UE""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,?,,320,,1339 kj(320 kcal),,"0,5",,79,,"0,5",,,,,,,,,"0,1",79,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,
83,Tomates entieres pelées - Palazzo,27018743,B,,,['Palazzo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées', 'Tomates pelées en conserve']",,,,,['France'],"['tomates jus de tomates', 'acidifiant: acide citrique']",[],0.1 g,en faible quantité,?,,22,-12%,92 kj(22 kcal),-10%,"0,1",-65%,"3,3",-12%,"1,4",+21%,21.9%,35.7%,17.0%,10.2%,8.1%,7.0%,89,0,"3,3","0,15","0,06",,,1,3.3 g,en faible quantité,+2%,0 g,en faible quantité,0.15 g,en faible quantité,-5,A,-100%,-28%,-28%,,,,['E330 - Acide citrique'],,
84,Menuto - Cooking,27020265,,,,['Cooking'],,,,,,['France'],"['légumes ', '36 %', ' ', 'tomate en poudre ', '28 0:6', 'poivron', 'oignon en poudre', 'carotte en poudre', 'poireaux', 'betterave rouge en poudre', 'farine de riz', 'sel', 'fécule de maïs', 'sucre', 'farine de blé', 'huiles végétales ', 'tournesol', 'olive', 'épices ', 'contient céleri', 'plantes aromatiques', 'ail', 'sirop de glucose', 'arôme ', 'contient céleri', 'amidon modifié', 'acidifiants ', 'acide citrique', 'acétates de sodium', "" Ce produit peut contenir des traces d'œufs"", 'de lait', 'de soja et de moutarde']",[],,,?,,32,,134 kj(32 kcal),,"0,3",,"6,1",,"0,8",,,,,,,,,"0,1","2,3","1,2","0,48",,,4,,,,,,,,,,,,,,,"['Céleri', 'Œufs', 'Gluten']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E262 - Acétates de sodium']",,
85,Chocolat au lait aux éclats de biscuits spéculoos - Ambiente - 100g,27020777,E,100 g,['Carton'],['Ambiente'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au speculoos', 'Chocolat au lait au speculoos']",,,,,['France'],"['sucre', 'poudre de lait entier', 'beurre de cacao', 'éclats de biscuit spéculoos 15% ', 'farine de blé', 'sucre', 'huile de tournesol', ' sucre roux', 'sirop de sucre roux', 'sel', 'cannelle', 'arôme naturel de cannelle', 'épices', 'poudre à lever : carbonate de sodium', 'pâte de cacao', 'émulsifiant : lécithine de tournesol', 'arômes']",['Non végétalien'],34 g,en quantité élevée,?,,508,-4%,2125 kj(508 kcal),-5%,34,+3%,45,-14%,"7,3",+16%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,18,42,"0,28","0,112",Chocolat au lait aux éclats de biscuit spéculoos,,4,42 g,en quantité élevée,-9%,18 g,en quantité élevée,0.28 g,en faible quantité,25,E,-8%,+23%,+23%,-2%,-2%,['Gluten'],"['E500i - Carbonate de sodium', 'E322i - Lécithine']",,
86,Choc & toffe - Ambiente,27020821,,,,['Ambiente'],,"['Agriculture durable', 'Fabriqué en Belgique', 'en:UTZ Certified']",,,,['France'],"['sucre', 'sirop de glucose', 'chocolat ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'cacao maigre çn', 'poudre', 'ma,tière grasse laitière', 'émulsifiant: lécithine de soja', 'extrait de vanille', 'graisses végétales totalement hydrogénées ', 'noix de coco', 'palmiste', ' en proportion variable', 'eau', 'huile butyrique ', 'contier lait', 'lait entier concentré', 'graisses végétales ', 'palme', 'palmiste', 'noix de coco', ' en proportion variable', 'lait écr ndensé', 'cacao maigre en poudre', 'sel', 'extrait de malt ', 'orge', 'noix de coco', 'émulsifiant: lécithine de soja', 'arômes} pe ', 'contient lait', 'vanille', 'café', 'butterscotch', 'caramel', 'orange', 'moka et rhum', 'mélasse', ' Cacao: 55% min', ' ', ""dans le c éventuelles d'œuf"", 'céleri', 'moutarde', 'arachides', 'fruits à coque', 'sésame', 'sulfite et lupin']","['Huile de palme', 'Non végétalien']",,,?,,455,,1904 kj(455 kcal),,17,,72,,"2,2",,,,,,,,,14,58,"0,58","0,232",,,4,,,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Lupin', 'Lait', 'Moutarde', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",['E322i - Lécithine'],['Huile de palme'],
87,Pizza Biscuits,27025765,,,,,,,,,,['France'],[],[],,,?,,444,,1858 kj(444 kcal),,16,,60,,13,,,,,,,,,"3,6","8,1","2,37","0,948",,,,,,,,,,,,,,,,,,,,,
88,Mini Grissini,27025840,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,"['France', 'Espagne']",[],[],13 g,en quantité modérée,?,,427,+30%,1787 kj(427 kcal),+29%,13,+112%,67,+22%,10,+5%,,,,,,,,2,"2,5",2,"0,8",,,,2.5 g,en faible quantité,-36%,2 g,en quantité modérée,2 g,en quantité élevée,14,D,+71%,+56%,+56%,+175%,+175%,,,,
89,Cornichons - 350g,27027868,,350 g,['Glas/Gläser'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,"['France', 'Allemagne']",[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Vermicelles fondant - Tartichoc - 600g,27029121,,600 g,"['Carton', 'Produkt']",['Tartichoc'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,"['Belgique', 'France', 'Allemagne']",[],[],15 g,en quantité modérée,?,,438,-21%,1833 kj(438 kcal),-20%,15,-59%,67,+45%,"5,4",-26%,,,,,,,,"8,8",64,"0,5","0,2",Vermicelles au chocolat fondant,,,64 g,en quantité élevée,+56%,8.8 g,en quantité élevée,0.5 g,en quantité modérée,25,E,-58%,+260%,+260%,+6%,+6%,,,,
