,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,packaging,ingredients_origins,allergens,markets,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
20,Gazpacho - Auchan - 330ml,8410171004516,A,330 ml,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']","['en:FSC', 'FSC Mix', 'Point Vert', 'Triman']",,"['France', 'Espagne']","['Légumes 95% ', 'tomate ', '65%', 'poivron ', '17%', 'concombre ', '10%', 'oignon et ail', ""huile d'olive vierge extra "", 'mín', ' 2,5%', 'vinaigre de vin', 'sel']",,[],3,2.5 g,en faible quantité,0.6 g,en faible quantité,2.8 g,en faible quantité,1 g,en quantité modérée,?,,39,-5%,163 kj(39 kcal),-6%,"2,5",+2%,"0,6",+55%,"2,8",-17%,"2,8",+10%,"0,6",-24%,1,+50%,"0,4",+50%,-2,-268%,A,-268%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,['Espagne'],"['Brique', 'Carton', 'Réfrigéré']",,,['Auchan'],,,,,,
21,Doritos Tex-mex,8410199271396,,,['Doritos'],,['Sans colorants'],,"['France', 'Espagne']","['Maiz ', '80%', 'aceites vegetales ', 'maíz', 'girasol', 'condimento preparado con sabor a queso ', 'suero de leche en polvo', 'harina de trigo', 'sal', 'queso en polvo ', 'leche', 'tomate en polvo', 'preparaciones y sústancias aromatizantes ', 'contiene leche', 'cebolla en polvo', 'suero de mantequilla en polvo ', 'de leche', 'cloruro potásico', 'potenciador del sabor ', 'glutamato monosódico', 'proteinas e leche', 'ajo en polvo', 'dextrosa', 'correctores de acidez ', 'ácido láctico', 'ácido citrico', 'colorantes ', 'extracto de pimenton', 'annato', 'caramelo natural', 'especias', 'azúcar', 'leche desnatada en polvo']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E160b - Rocou', 'E150a - Caramel E150a']",['Non végétalien'],4,,,,,,,,,?,,503,,2105 kj(503 kcal),,"26,4",,"3,3",,19,,"2,3",,"6,5",,1,,"0,4",,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,,
22,Delaviuda Turron Duro Almendras X150GRM - 150g,8410223710280,E,150g,['Delaviuda'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",['en:gluten-free'],,['France'],[],,[],,36 g,en quantité élevée,3.7 g,en quantité modérée,30 g,en quantité élevée,0 g,en faible quantité,?,,550,+2%,2301 kj(550 kcal),+3%,36,+8%,"3,7",+31%,40,-6%,30,-20%,13,-6%,0,-100%,0,-100%,15,+5%,D,+5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
23,Zumo don simon naranja - 200ml,8410261601618,D,200 ml,['Don Simón'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]","['Végétarien', 'Végétalien']",,"['France', 'Espagne']",[],,"['Végétalien', 'Végétarien']",,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,43,0%,180 kj(43 kcal),-1%,0,-100%,0,-100%,10,+3%,10,+10%,"0,66",+5%,"0,01",+21%,"0,004",+21%,3,0%,C,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Tetrabrik'],,,,,,,,,
24,Chocolate negro con edulcorante - Torras - 75g,8410342006585,E,75 g,['Torras'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']",,,"['France', 'Espagne']","['Pâte de cacao', 'édulcorant ', 'maltitol', 'beurre de cacao', 'cacao en poudre dégraissé', 'inuline', ' émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille', ' Une consommation excessive peut avoir des effets laxatifs', ' Il peut contenir de traces de lait', 'soja', 'sésame et fruits à coque']","['E965 - Maltitol', 'E322i - Lécithine']",[],4,44 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,529,+6%,2213 kj(529 kcal),+6%,44,+13%,26,+14%,28,-25%,"0,5",-39%,14,+92%,"0,1",+160%,"0,04",+160%,16,+21%,D,+21%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,
25,Gullon Mini Fish - 350g,8410376014068,,350 g,['Gullón'],"['Snacks', 'Snacks salés', 'Apéritif']",,,"['France', 'Espagne']","['Biscuits salés Ingrédients•', ' Farine de blé graisse végétale ', 'palme', 'sirop de glucose et fructos orge et blé} poudre à lever ', 'phosphate monocalcique', 'carbonate acide de sodium', 'carbonate acide nétabisulphite de sodium', ' Il peut contenir des traces de lait et de soja']","['E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium', 'E502 - Carbonates']",[],,22 g,en quantité élevée,10 g,en quantité élevée,10 g,en quantité modérée,2.17 g,en quantité élevée,?,,491,+5%,2054 kj(491 kcal),+5%,22,-9%,10,+144%,65,+26%,10,+222%,7,-8%,"2,175",+39%,"0,87",+39%,24,+89%,E,+89%,,,,,,,,,['Plástico'],,['Lait'],,,,https://gullon.es/producto/mini-fish/,,,
26,Salsa barbacoa - Chovi - 300g,8410422001950,,300g,['Chovi'],,,,"['France', 'Espagne']",[],,[],,,,,,,,,,?,,164,,686 kj(164 kcal),,"0,2",,0,,39,,36,,"0,9",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,
27,Leche semidesnatada de vaca - Leyma - 1l,8410443011600,D,1 l,['Leyma'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT']",,,"['France', 'Espagne']",[],,[],,1.6 g,en faible quantité,1.1 g,en faible quantité,4.7 g,en faible quantité,0.3 g,en quantité modérée,?,,46,-2%,192 kj(46 kcal),-3%,"1,6",-5%,"1,1",+7%,"4,7",-2%,"4,7",-2%,"3,1",-4%,"0,3",+170%,"0,12",+170%,2,+3940%,B,+3940%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,['Froiz'],,,,,,
28,Vitalinea Sabor Pinya - Danone - 4x 120g,8410500006297,,4 x 120 g,['Danone'],['Produits laitiers'],,,"['France', 'Espagne']",[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,0.15 g,en faible quantité,?,,40,-84%,167 kj(40 kcal),-83%,"0,1",-99%,0,-100%,"4,8",-2%,"4,8",+18%,"4,2",-66%,"0,15",-80%,"0,06",-80%,-1,-110%,A,-110%,,,,,,,,,,,,,,,,,,
29,Jelly Cola - Fini - 100g,8410525116766,E,100 g,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",['Halal'],,"['France', 'Espagne']","['Sirop de glucose', 'sucre', 'eau', 'gélatine de bœuf halal', 'dextrose', 'acidifant : E330', 'E296', 'E270', ""correcteur d'acidité : E325"", 'arômes', 'colorants : E150d']","['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E270 - Acide lactique', 'E325 - Lactate de sodium', ""E150d - Caramel au sulfite d'ammonium""]",[],4,0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0.1 g,en faible quantité,?,,323,-6%,1351 kj(323 kcal),-6%,0,-100%,0,-100%,76,-5%,52,-10%,6,+63%,"0,1",-13%,"0,04",-13%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,['Lait'],,,,,,,
30,Torcidas - Fini,8410525230486,E,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,"['France', 'Espagne']",[],,[],,1.1 g,en faible quantité,0.7 g,en faible quantité,54 g,en quantité élevée,0.5 g,en quantité modérée,?,,339,-5%,1418 kj(339 kcal),-5%,"1,1",-41%,"0,7",-34%,80,-4%,54,-7%,"2,3",+8%,"0,5",+313%,"0,2",+313%,16,+11%,D,+11%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
31,"Plus+ sal marina con yodo, magnesio, fósforo, flúor y calcio - Sal costa",8410604110746,B,,['Sal costa'],"['Epicerie', 'Condiments', 'Sels']",,,"['France', 'Espagne']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,3,-95%,"1,2",-95%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,
32,Zumo de melocoton - Juver,8410707101382,,,['Juver'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,,"['France', 'Espagne']",[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,4.8 g,en quantité modérée,0.01 g,en faible quantité,?,,27,-41%,113 kj(27 kcal),-41%,"0,1",-42%,0,-100%,56,+433%,"4,8",-51%,"0,5",+30%,"0,01",-29%,"0,004",-29%,8,+45%,D,+45%,,,,,,,,,,,,,,,,,,
33,Lacasitos Tuber - Lacasa,8410740006811,,,['Lacasa'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",['en:palm-oil-free'],,"['France', 'Espagne']","['Chocolate con leche 62% ', 'azúcar', 'manteca de cacao', 'pasta de cacao 37%', 'leche en polvo entera', 'leche en polvo desnatada', 'emulgente ', 'lecitina de soja', 'y aroma natural de vainilla', 'azúcar', 'colorantes ', 'E-171', 'E-163', 'E-101', 'E-120', 'E-141', 'E-160a y E-153', 'agentes de recubrimiento ', 'E-414', 'E-903', 'E-901']","['E171 - Oxyde de titane', 'E163 - Anthocyanes', 'E101 - Riboflavine', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160a - Carotènes mélangés', 'E153 - Charbon végétal médicinal', ""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,19.5 g,en quantité modérée,11.7 g,en quantité élevée,69.5 g,en quantité élevée,0.2 g,en faible quantité,?,,484,-7%,2025 kj(484 kcal),-7%,"19,5",-36%,"11,7",-29%,"70,2",+31%,"69,5",+48%,6,-2%,"0,2",+2%,"0,08",+2%,26,+7%,E,+7%,,,,,,,,"['Utebo', 'Aragón', 'España']",['Cartón'],,"['Lait', 'Soja']",['Lupa'],,,http://www.lacasitos.com,,,
34,Fiambre york lonchas sin gluten - ElPozo,8410843036333,,,['ElPozo'],['es:Jamón de York'],,,"['France', 'Espagne']",[],,[],,3.5 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,3 g,en quantité élevée,?,,123,,515 kj(123 kcal),,"3,5",,"1,2",,11,,2,,"11,8",,3,,"1,2",,12,,D,,,,,,,,,,,,,,,,,,,
35,Argal Fuet Iberico,8411814214514,,,['Argal'],"['Viandes', 'Charcuteries', 'Saucisses']",,,"['France', 'Allemagne']",[],,[],,38 g,en quantité élevée,15 g,en quantité élevée,2 g,en faible quantité,4 g,en quantité élevée,?,,458,+80%,1916 kj(458 kcal),+79%,38,+83%,15,+89%,2,+40%,2,+166%,27,+79%,4,+104%,"1,6",+104%,25,+43%,E,+43%,,,,,,,,,['Produkt'],,,,,,,,,
36,Mios! chips de maíz y cebolla con sal marina sin gluten - Risi,8411859553647,,,['Risi'],,,,"['France', 'Espagne']",[],,[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,"26,5",,"2,7",,"61,9",,"3,7",,"6,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
37,Pastèque sans pépins - Red Bouquet stars - 1,8412276685447,,1,"['Red Bouquet stars', 'Anecoop']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Pastèques']",,,['France'],"['Pastèque sans pépins Cat', ' 1']",,[],,8.18 g,en quantité modérée,0 g,en faible quantité,3.64 g,en faible quantité,0 g,en faible quantité,?,,188,+571%,787 kj(188 kcal),+561%,"8,18",+1084%,0,-100%,"21,82",+116%,"3,64",-46%,"5,76",+140%,0,-100%,0,-100%,-6,,A,,,,,,,,,,['étiquette'],,,"['Géant', 'Leclerc']",Pastèque,,,,,
38,Solis - 140g,8413000064675,B,140 g,['Solis'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']",,,"['France', 'Espagne', 'Suisse']",[],,[],,3.3 g,en quantité modérée,0.4 g,en faible quantité,7.4 g,en quantité modérée,1.1 g,en quantité modérée,?,,74,-15%,310 kj(74 kcal),-12%,"3,3",-18%,"0,4",-18%,9,-2%,"7,4",+7%,"1,4",+10%,"1,1",-1%,"0,44",-1%,4,-23%,C,-23%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,"['Can', 'Dose/Büchse']",,,,,,,,,
39,Snatt's - 65g,8413164010976,,65 g,"[""Snatt's"", 'Grefusa']","['Snacks', 'Snacks salés']",['en:gluten-free'],,"['France', 'Espagne']","['harina de maíz ', '42%', 'almidón de patata ', '13%', 'patata deshidratada ', '13%', 'aceite de girasol alto oleico ', '12%', 'habas de SOJA ', '3%', 'sal', 'azúcar', 'suero de LECHE', 'QUESO en polvo ', '1%', 'fibra de patata', 'tomate en polvo ', '0,8%', 'aceite de oliva ', '0,5%', 'plantas aromáticas', 'orégano en polvo ', '0,1%', 'ajo en polvo', 'MANTEQUILLA en polvo', 'aromas', 'especias', 'colorante: extracto de pimentón', 'acidulante: ácido cítrico', 'extracto de plantas aromáticas']","['E160c - Extrait de paprika', 'E330 - Acide citrique']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,17 g,en quantité modérée,2.3 g,en quantité modérée,4.7 g,en faible quantité,3.3 g,en quantité élevée,?,,456,-1%,1908 kj(456 kcal),-1%,17,-30%,"2,3",-46%,68,+43%,"4,7",+44%,"5,9",-31%,"3,3",+114%,"1,32",+114%,15,+23%,D,+23%,,,,,,,,['España'],,,"['Lait', 'Soja']",,,,,,,
40,Palitos de cereales con olivas y sésamo,8413164011157,,,,"['Snacks', 'Snacks salés']",,,"['France', 'Espagne']",[],,[],,25 g,en quantité élevée,2.9 g,en quantité modérée,1 g,en faible quantité,2.3 g,en quantité élevée,?,,491,+6%,2054 kj(491 kcal),+6%,25,+3%,"2,9",-31%,54,+13%,1,-69%,"9,7",+14%,"2,3",+49%,"0,92",+49%,18,+48%,D,+48%,,,,,,,,,,,,,,,,,,
41,Manina - Arriabarrena,8413760002955,,,['Arriabarrena'],,,,['France'],"['Harina de trigo', 'margarina ve etal [grasas veaetales ', 'pa!ma', ' coco', 'ace', 'te ', 'girasol', 'agua emulgentes ', 'E-471 ', '6322', 'sal', ' corrector de la ', 'E-330 conservador ', 'E-2021 anti011dËites E-304i', ' aromasl', ' azücar', 'agua', 'glùten de trigo', 'extracto de malta en polvo', 'maltodextrinas', 'proteinas de soja', 'sal', 'mie aroma', ' Pude contener trans de frutos de cascara', ' gtanos de sésamo', 'leche y sus productos derivados', ' PUFF PASTRY', ' NGREDIENTS Wheat tats ', 'patm', 'coco', 'vegetab\\e 011 ', 'sunflower', 'water emulsifiers E-471', 'E-322 ', 'salt acidi re IJIat01 E-33d preservatlve E-2021', ' 10306', 'E-304', 'ttavoursngs', ' sugar', 'water Wheat gluten powdered malt extract', 'mattodextnns soybean protelns', ' sait honey ard tlavourtng contain traces ', 'ggrasole', 'i acqua', 'emulstohanti ', 'E-471', ""É-32h sale co'rrettore di acidità "", 'E-330', ' conservante ', 'EQ02 t', 'dl gtano ectratto di malto in polvere', 'maltodestrine', ' proteine dl soia', 'sa,e mele e Pué contenere tracte di a !uscio']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E322 - Lécithines', 'E304 - Acide palmityle-6-L-ascorbique']","[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,540,,2259 kj(540 kcal),,31,,15,,59,,20,,"5,4",,"0,92",,"0,368",,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,"[""E304 - Palmitate d'ascorbyle""]",,,,
42,Blue - Sunny Delight,8414100354543,,,['Sunny Delight'],"['Boissons', 'Boissons avec sucre ajouté']",,,"['France', 'Espagne']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,2.4 g,en faible quantité,0.1 g,en faible quantité,?,,11,-87%,46 kj(11 kcal),-88%,0,-100%,0,-100%,"2,4",-88%,"2,4",-87%,0,-100%,"0,1",+167%,"0,04",+167%,4,-66%,C,-66%,,,,,,,,,,,,,,,,,,
43,Horchata de Chufa de Valencia - Chufi,8414700000475,,,['Chufi'],['Produits laitiers'],,,"['France', 'Espagne']",[],,[],,3.8 g,en quantité modérée,1 g,en faible quantité,12 g,en quantité modérée,0.1 g,en faible quantité,?,,91,-63%,381 kj(91 kcal),-62%,"3,8",-79%,1,-92%,13,+164%,12,+195%,"0,9",-93%,"0,1",-87%,"0,04",-87%,3,-71%,C,-71%,,,,,,,,,,,,,,,,,,
44,Digestive - consum - 2X 400gr,8414807514677,,2 X 400 gr,['Consum'],['es:Galletas-de-cereales'],,,"['France', 'Espagne']",[],,[],,17 g,en quantité modérée,2 g,en quantité modérée,17 g,en quantité élevée,1.6 g,en quantité élevée,?,,464,,1941 kj(464 kcal),,17,,2,,70,,17,,6,,"1,6",,"0,64",,16,,D,,,,,,,,,,,,,,,,,,,
45,Royal Flan 65 GR.,84100016,,65 gr,['Royal'],['Desserts'],,,"['France', 'Espagne']",[],,[],,1.4 g,en faible quantité,0.9 g,en faible quantité,17 g,en quantité élevée,0.1 g,en faible quantité,405,-45%,96,-46%,405 kj(96 kcal),-45%,"1,4",-79%,"0,9",-75%,"18,5",-22%,17,-8%,"2,5",-21%,"0,1",-25%,"0,04",-25%,3,-56%,C,-56%,,,,,,,,,,,,,,,,,,
46,Tortilla Aux Oignons - Olano,8420056433508,,,['Olano'],,,,['France'],[],,[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"8,6",,"1,7",,10,,"1,4",,"5,6",,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,
47,Remolacha cocida y pelada - hortalizas las adoberas,8420097105006,B,,['hortalizas las adoberas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,,"['France', 'Espagne']",['Betteraves'],,[],,0.06 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité modérée,0 g,en faible quantité,?,,37.36,-17%,156 kj(37 kcal),-17%,"0,06",-82%,0,-100%,"7,53",-1%,"7,5",+10%,"1,63",-1%,0,-100%,0,-100%,-5,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,
48,Chorizo de dinde halal - Carchelejo,8421764165651,,,['Carchelejo'],,,,"['France', 'Espagne']","['CHORIZO DE Ingrédiepcs: Viande de dinde ', '92%', 'sel', ""PROTE'NES DE LAIT"", 'dextrine', 'paprika', 'PROTÉINE DE SOJA arôrpëS', 'exhausteur de goût ', 'E-621', 'dextrose', 'E 331 iii', ' ', 'E-262', ""d'acidité ré>jateurs antioxydant 301"", ' épices', 'ortAervateurs ', 'E-250', 'E-252', 'antioxydant: exti3iL romarin', 'colorant ', 'E-120', 'extrait de paprika ', ""E-lt'0c"", ' Traitement} de surface de conservation ', 'E-235', ' ', 'E-331 iii']","['E1400 - Dextrines', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E331iii - Citrate trisodique', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E235 - Natamycine']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,223,,933 kj(223 kcal),,"10,6",,"3,8",,"5,4",,"0,8",,"26,4",,4,,"1,6",,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,
49,Ecocesta Espelta Hinchada Ecológica,8422584013207,B,,['EcoCesta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales en grains', 'Blés', 'Épeautres']",['Bio'],,"['France', 'Espagne']","['cesta Hinchada sïn COI""\' antes ni conservantes']",,[],,2.8 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en faible quantité,0.004 g,en faible quantité,?,,372,+11%,1556 kj(372 kcal),+11%,"2,8",+4%,"0,6",+30%,"72,3",+20%,"1,1",-43%,"11,2",-7%,"0,004",-92%,"0,002",-92%,-6,,A,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,,,,,,,,,,,
50,Bouillon vegetal Dietesse-3 - Naturhouse,8423263901020,,,['Naturhouse'],,"['Sans exhausteur de goût', 'Sans glutamate']",,['France'],"['0 pastillas de 8 g cada una', ' N HSA', "" o anica L'Hos italà de Llobre at"", ' Barcelona', ' ESPANA', ' ', 'F', ' BOIÎLLON VEGETAL SEL AJOUTE - SANS GLUTAMATE', ' INGRËDIENTS', ' Lactosérum', 'matière grasse de lalt', 'de maïs,extrait de levure', 'extrait de protâllln? étale ', ' alme', 'légumes 10,7% ', 'oi non', 'poireau tomate', 'carotte', 'chou', '?-392', ' Ppeut contenir des traces de gluten œuf céleri', 'poisson et crustaces', ' maltodextrine de blé,arôme', ""épice antioxy MPDE D'EM{LOI : Dissoudre cubes d As"", ""l d' au bouillante afindobtenir un délicieux Bouillon"", "" Vous pouvez l'utiliser ppur qumes"", ' CONSERVATION : Conserver dans un lieu frais et sec', ""à l'abri de la fumiez""]",,['Non végétalien'],4,,,,,,,,,?,,380,,1590 kj(380 kcal),,"13,1",,"9,1",,48,,"17,4",,17,,"9,3",,"3,72",,,,,,,,,,,,,,,,['Lait'],,,,,,,
51,Favoritos pica - Haribo,8426617013400,E,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,"['France', 'Espagne']",[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.29 g,en faible quantité,?,,339,-5%,1418 kj(339 kcal),-5%,"0,5",-73%,"0,1",-91%,81,-3%,53,-9%,5,+136%,"0,29",+140%,"0,116",+140%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
52,150G Turron De Jijona - Plaza del sol,8429874310022,E,,['Plaza del sol'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,,['France'],"['amandes grillées ', '69%', 'sucre', 'miel ', '12%', ""blanc d'œuf"", 'émulsifiant ', ""mono et diglycérides d'acides gras""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,41 g,en quantité élevée,3.3 g,en quantité modérée,3 g,en faible quantité,0.007 g,en faible quantité,?,,570,+5%,2385 kj(570 kcal),+5%,41,+15%,"3,3",+14%,32,-18%,3,-91%,18,+18%,"0,007",-80%,"0,003",-80%,3,-78%,C,-78%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,['Œufs'],,,,,,,
53,Algues Wakamé Bio - Porto-Muiños - 25g,8437001476268,C,25 g,['Porto-Muiños'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Algues et dérivés', 'Algues sèches', 'Algues wakame', 'Algues wakame sèches']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-022-GA', 'Agriculture UE', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Point Vert', 'Fabriqué en Espagne']",['RGSEAA: 21.17543/C'],"['France', 'Espagne']",['Valores medios por 100 g de producto Amount per 100 g of product Valeurs mo ennnes our 100 de roduit Valor energético / Energy/ nergie Grasas / Fat / Graisses de las cuales saturadas / of which saturates /'],,"['Végétalien', 'Végétarien']",,2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.68 g,en quantité modérée,?,,169,+28%,707 kj(169 kcal),+28%,2,-29%,"0,7",+67%,3,-41%,0,-100%,17,+105%,"0,68",-88%,"0,272",-88%,-5,-168%,A,-168%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,['España'],"['Plástico', 'Cartón']","['Portugal', 'Espagne', 'es:Galicia']",,"['Aldi', 'Carrefour', 'Alcampo']",Algas deshidratadas wakame,,http://portomuinos.com/,,,
54,Mini tortilla con cebolla - Dia,8480017139740,B,,['Dia'],"['Plats préparés', 'Omelettes de pommes de terre']",['en:gluten-free'],,"['France', 'Espagne']",[],,[],,10.4 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,?,,162,+2%,678 kj(162 kcal),+2%,"10,4",+10%,"1,6",-9%,"10,6",-10%,"0,9",-4%,"5,3",+1%,1,-7%,"0,4",-7%,4,+6%,C,+6%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,['Dia'],,,,,,
55,Lay's,8710398604606,,,"[""Lay's""]","['Snacks', ""en:Aliments d'origine végétale"", 'en:Aliments et boissons à base de végétaux', 'en:Apéritif', 'en:Chips', 'en:Chips de pommes de terre', 'en:Chips et frites', 'en:Céréales et pommes de terre', 'en:Snacks salés']",,,"['France', 'Suisse']",[],,[],,34 g,en quantité élevée,4.2 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,2256,,551,+6%,2256 kj(551 kcal),+4%,34,+11%,"4,2",+38%,53,+0%,"0,5",-75%,"6,3",+19%,"1,1",-20%,"0,44",-20%,10,-20%,C,-20%,,,,,,,,,,,,,,,,,,
