,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,packaging,markets,quantity,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,generic_name,link,brand_owner,producer_info
1803,Gouda de chevre - La Vie Claire - 200g,3266191057347,,,['France'],"['Lait de chèvre pasteurisé', 'sel', 'présure', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,397,,1661 kj(397 kcal),,34,,21,,"0,5",,"0,5",,24,,2,,"0,8",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'NL-BIO-01']",['La Vie Claire'],['NL Z 0114 FG'],['Plastic'],['La Vie Claire'],200 g,,,['Lait'],,['Pays-Bas'],['Pays-bas'],Fromage de chèvre pâte pressée non cuite,,,
1804,Petits carrés salés au comté - La vie Claire - 180g,3266191060125,,"['Snacks', 'Snacks salés', 'Apéritif']",['France'],"['Farine de blé T65* 55%', 'graines de sésame* 20%', 'comté 13%', 'huile de coco non hydrogénée*', 'sel de Guérande non raffiné', "" *Ingrédients agricoles issus de l'Agriculture Biologique"", "" Peut contenir des traces d'oeufs"", 'de soja', ""d'amandes"", 'noisettes et moutarde']",['Non végétalien'],28 g,en quantité élevée,15 g,en quantité élevée,1.5 g,en faible quantité,2.2 g,en quantité élevée,?,,518,+11%,2167 kj(518 kcal),+11%,28,+16%,15,+266%,46,-11%,"1,5",-52%,17,+123%,"2,2",+41%,"0,88",+41%,20,+57%,E,+57%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France']",['La vie Claire'],,,['La Vie Claire'],180 g,,,"['Lait', 'Graines de sésame']",3,,,,,,
1805,Le rapé vegan façon cheddar - La Vie Claire - 150g,3266191066974,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",['France'],"['Eau', ' huilde de coco', 'amidons ', 'maïs', 'riz', 'extrait de graines de Caesalpinia', 'sel', ""fibre d'acacia"", 'arômes naturels végétaliens', 'concentré ', 'carotte', 'pomme', 'radis', 'cassis', 'acidifiant ', 'acide lactique']","['Végétalien', 'Végétarien']",17 g,en quantité modérée,14 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,?,,257,-7%,1075 kj(257 kcal),-7%,17,-22%,14,-15%,26,+57%,"0,5",-15%,"0,5",-81%,"1,6",-8%,"0,64",-8%,20,+9%,E,+9%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Sans lactose', 'Sans soja', 'AB Agriculture Biologique']",['La Vie Claire'],,,['La Vie Claire'],150 g,['E270 - Acide lactique'],,,3,,,,,,
1806,Flageolets - La Vie Claire,3266191103327,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",['France'],"[""Conseils d'utilisation À réchauffei dans une casserole à feu doux"", ' 15 flageolets se onsomment tels quels ou accompagnent merveilleusement bien I s viandes', 'poissons ou les galettes de céréales', "" PRO UIT DE L'AGRICULÎURE BIOLOGI UE Ingrédients F±geolets verts éhydratés* "", 'brigine France', ' 64,3%', 'eau', 'sel marin no raffiné', 'ignon poudrg*', 'échalote poudre*', 'ail poudre*', "" *Ing édients agricoles issus de l'Agriculture Biologique"", ' Peut coptenir des traces de gluten']",[],0.9 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,?,,98,+14%,410 kj(98 kcal),+14%,"0,9",+27%,"0,2",+36%,13,+10%,"0,3",-46%,"6,4",+21%,"0,8",+8%,"0,32",+8%,1,,B,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,['Bio'],['La Vie Claire'],,,['La Vie Claire'],,,,,,,,,,,
1807,Petit pois très fin et jeunes carottes - La Vie Claire,3266191103631,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",['France'],"[""conseils d'utilisation g-r%puisréchauffer dans une casserole à feu doux"", "" Les petits pois très fins carottes se consomment tels quels ou accompagnent à merveille les viandes et galettes de céréalew PRbDUlT DE L'AGRICULTURE BIOLOGIQUÉ Ingrédients Petits pois rès fins* 42,2%"", 'eau', 'carottes* 22,3%', 'sel marin non raffiné', ""*Ingrédients agricoles issus de l'Agriculture Biologique,""]",[],0.5 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,1 g,en quantité modérée,?,,37,-36%,155 kj(37 kcal),-36%,"0,5",+1%,0,-100%,"3,7",-54%,"1,5",-56%,"2,8",-9%,1,+70%,"0,4",+70%,-2,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,['Bio'],['La Vie Claire'],,,['La Vie Claire'],,,,,3,,,,,,
1808,Riz rond blanc - La Vie Claire - 500g,3266191107592,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz à grain court', 'Riz blanc', 'Riz de Camargue']",['France'],['riz rond blanc de Camargue biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,0.003 g,en faible quantité,?,,348,-1%,1456 kj(348 kcal),-1%,"1,2",+47%,"0,4",+98%,77,-1%,"0,2",-11%,"6,7",-4%,"0,003",-42%,"0,001",-42%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,"['Bio', 'Bio européen', 'IGP', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture France']",['La Vie Claire'],,['sachet plastique'],['La Vie Claire'],500 g,,,,1,"['France', 'Camargue']",,,,,
1809,Sauce Tamari au soja - La Vie Claire - 250ml,3266191121321,B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Tamaris']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,15.5 g,en quantité élevée,?,,65,-17%,272 kj(65 kcal),-17%,0,-100%,0,-100%,6,-4%,"1,7",+47%,10,-11%,"15,5",+24%,"6,2",+24%,5,-34%,C,-34%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['La Vie Claire'],,,['La Vie Claire'],250 ml,,,,,,,,,,
1810,Tome de st Marcellin - 80g,3266360200642,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,20,,16,,"0,5",,"0,5",,"15,6",,"1,5",,"0,6",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,80 g,,,,,,,,,,
1811,Poudre Noix De Coco 130g -  - 130g,3266840001318,,,['France'],['Noix de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,690,,2887 kj(690 kcal),,"66,3",,"57,7",,"8,6",,"6,6",,"6,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,130 g,,,,,,,,,,
1812,Nuggets de poulet - Leader Price - 200g,3266980124243,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",['France'],[],[],17.4 g,en quantité modérée,3.9 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,?,,269,+20%,1125 kj(269 kcal),+20%,"17,4",+55%,"3,9",+95%,"17,1",+2%,"0,8",-39%,"10,5",-18%,"1,3",+11%,"0,52",+11%,11,+200%,D,+200%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,['Leader Price'],,,['Leader Price'],200 g,,,,,,,,,,
1813,Saucisse de volaille aux herbes - 1kg,3266980337735,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",['France'],[],[],14 g,en quantité modérée,5 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,198,-14%,828 kj(198 kcal),-14%,14,-18%,5,-20%,"1,7",+12%,"0,5",-15%,15,-7%,"1,4",-21%,"0,56",-21%,12,-15%,D,-15%,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,1 kg,,,,,,,,,,
1814,Le Gaulois cordon bleu - 200g,3266980410803,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :Viande de poulet traitée en salaison : 58 % ', 'viande de poulet : 50%', 'eau', 'fibres de BLÉ', 'dextrose', 'sel', 'panure : 22% ', 'eau', 'farine de BLÉ', 'levure', 'sel', 'épices', 'jambon de dinde standard fumé : 10% ', 'Viande de dinde : 8%', 'eau', 'fibre de BLÉ', 'dextrose', 'protéine de BLÉ', 'arômes naturels', 'sel', 'extraits végétaux ', 'bette', 'carotte', 'ferments', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium', 'EMMENTAL fondu : 10 % ', 'EMMENTAL : 5%', 'FROMAGES', 'eau', 'BEURRE', 'LAIT écrémé en poudre', 'amidons modifiés', 'protéines de LAIT', 'sels de fonte : citrates de sodium', 'gélifiants : alginate de sodium', ' Huile de tournesol']","['Non végétalien', 'Non végétarien']",11 g,en quantité modérée,3 g,en quantité modérée,1.6 g,en faible quantité,0.83 g,en quantité modérée,896,-2%,214,-4%,896 kj(214 kcal),-4%,11,-10%,3,-6%,13,-10%,"1,6",-9%,15,+19%,"0,83",-38%,"0,332",-38%,1,-86%,B,-86%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,['Le gaulois'],,,,200 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E401 - Alginate de sodium']",,"['Gluten', 'Lait']",4,,,,,,
1815,Camembert - Le chevalier normand - 250g,3267031070700,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camemberts pasteurisés']",['France'],[],[],20 g,en quantité modérée,16 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,258,-6%,1079 kj(258 kcal),-5%,20,-7%,16,+5%,"0,5",-3%,"0,5",+90%,19,-2%,"1,7",+19%,"0,68",+19%,15,+7%,D,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Le chevalier normand'],,,,250 g,,,,,,,,,,
1816,Puree noix cajou - L'amandaie - 300g,3267110000970,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noix de cajou']",['France'],['Noix de cajou'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",48.9 g,en quantité élevée,10.7 g,en quantité élevée,6.3 g,en quantité modérée,0.05 g,en faible quantité,?,,604,+1%,2527 kj(604 kcal),+1%,"48,9",+4%,"10,7",+12%,"20,5",-14%,"6,3",+14%,"18,6",+1%,"0,05",+6%,"0,02",+6%,5,-55%,C,-55%,,,,,,,,"['Bio', 'en:gluten-free', 'Sans lactose']","[""L'amandaie""]","['FR-014-065', 'Servignat (Ain, France)']",,['Grand Frais'],300 g,,,['Fruits à coque'],1,,['Provence'],,,,
1817,Noix de saint Jacques avec corail - Gineys - 300g,3267180362169,,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"0,5",,"0,2",,0,,0,,17,,"0,54",,"0,216",,,,,,,,,,,,,,['Gineys'],,,,300 g,,,,,,,,,,
1818,Médaillons de filets de sole tropicale reconstitués,3267180364279,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,"0,6",,"0,13",,0,,0,,18,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Coquillettes Semi-complètes - Lazzaretti - 500g,3267460030313,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur']",['France'],['Semoule semi-complète de blé dur bio'],[],1.5 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,?,,360,+1%,1506 kj(360 kcal),+0%,"1,5",-14%,"0,2",-41%,"73,8",+4%,"1,5",-53%,"11,1",-7%,0,-100%,0,-100%,-5,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Riche en fibres', 'Fabriqué en France', 'Fabrication artisanale', 'Tréfilage au bronze', ""Laminage à l'ancienne"", 'Séchage basse température']",['Lazzaretti'],,"['Plastique', 'Sec']",,500 g,,,['Gluten'],,,,Pâtes alimentaires de semoule de blé dur semi-complet bio,https://www.lazzaretti.fr/product/coquillette-demi-complet/,,
1820,Créme de marrons bio - Cholvy Artige - 450g,3267710100605,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['France'],"['châtaignes* ', '50%', 'sucre*', 'eau', 'extrait naturel de vanille', "" *ingrédients issus de l'agriculture biologique"", ' Préparé avec 50g de fruits pour 100g Teneur totale en sucres: 60g pour 100g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0.1 g,en faible quantité,53.5 g,en quantité élevée,0.01 g,en faible quantité,?,,258,+3%,1079 kj(258 kcal),+3%,"0,3",-60%,"0,1",-31%,"62,1",+3%,"53,5",+7%,"1,1",+0%,"0,01",-47%,"0,004",-47%,12,+4%,D,+4%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'AB Agriculture Biologique']",['Cholvy Artige'],,,,450 g,,,,3,,,,,,
1821,Sauce tomate au basilic - Barilla,3268387011171,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",['France'],[],[],4.2 g,en quantité modérée,1 g,en faible quantité,4.7 g,en faible quantité,1 g,en quantité modérée,?,,86,+32%,360 kj(86 kcal),+35%,"4,2",+40%,1,+130%,"7,2",+18%,"4,7",-5%,"4,2",+166%,1,+17%,"0,4",+17%,4,+1632%,C,+1632%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['en:gluten-free'],['Barilla'],,,,,,,,,,,,,,
1822,Cannelloni au brocciu -,3268387013564,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Cannelloni préparés']",['France'],[],[],2.9 g,en faible quantité,1.3 g,en faible quantité,3.8 g,en faible quantité,0.9 g,en quantité modérée,?,,394,+154%,1648 kj(394 kcal),+159%,"2,9",-44%,"1,3",-39%,"15,1",-7%,"3,8",+31%,"2,9",-54%,"0,9",+16%,"0,36",+16%,7,+178%,C,+178%,,,,,,,,,,,,,,,,,,,,,,,
1823,Crème Épaisse - Val De Retz - 50cl,3268630203155,,,['France'],"['Crème légère à 15% de matière grasse ', '97%', ' ', 'origine : France', 'amidon modifiė de maïs', 'gélifiant: pectine', 'ferments lactiques']",[],,,,,,,,,700,,170,,700 kj(170 kcal),,15,,"10,5",,"5,8",,4,,"2,7",,"0,11",,"0,044",,,,,,,,,,,,,,['Val De Retz'],,,,50 cl,['E440 - Pectines'],,['Lait'],4,['France'],,,,,
1824,Mini gâteaux,3269380002012,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,16,,"1,4",,59,,"38,9",,"3,8",,"0,8",,"0,32",,,,,,,,,,,,,,,,['Frais'],,,,,,,,,,,,
1825,Confit des foies de volaille a l'armagnac - Jean Brunet,3269614009084,,,['France'],"['IRGREDIEHTS: Gras de porc', 'foie de poulet 23%', 'foie de porc', '00 gorge de sel', 'Armagnac 0,9%', 'épices', 'muscade', 'poire', ' ', 'JO Fabriqué en de porc origine UE', ' Traces éventuelles de lait', 'soja et moutarde', ' DECLARATION NUTRITI NNELLE']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,359,,1502 kj(359 kcal),,34,,14,,"1,7",,"0,5",,12,,"1,3",,"0,52",,,,,,,,,,,,,"['Fabriqué en France', 'Sans conservateurs']",['Jean Brunet'],,,,,,,,,,,,,,
1826,Terrine De Volaille Au Gewurztraminer - 180g,3269617097576,,,['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,"25,9",,"10,2",,"0,7",,"0,3",,"15,1",,"1,45",,"0,58",,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,"['FR 65.375.001 CE', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",,,180 g,,,,,,,,,,
1827,Coco au naturel recette d'autrefois Gastromer,3269660001537,,,['France'],"['GASTROMER', 'entreprisefamiliale depuis 1983', 'cuisine des recettes de moyettes dans le respect des traditions culinaires COCOS AU NATUREL Cocos', 'eau', 'sel marin Fa riqué dans un atelier qui utilise dû gluten', 'du poisson', 'des crustacés', 'du moutarde et des mollusques']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,78,,326 kj(78 kcal),,"0,5",,"0,1",,"9,6",,"0,6",,7,,"0,6",,"0,24",,,,,,,,,,,,,,['Gastromer'],,,"['Magasins U', 'Leclerc']",,,,,,,['Notre-Dame-de-monts'],,,,
1828,Sauce au beurre blanc - Gastromer - 200g,3269660004231,D,"['Epicerie', 'Sauces', 'Sauces pour poissons', 'Sauces au beurre blanc']",['France'],[],[],15 g,en quantité modérée,9.8 g,en quantité élevée,1.8 g,en faible quantité,1.07 g,en quantité modérée,?,,163,-15%,682 kj(163 kcal),-19%,15,-21%,"9,8",-16%,"4,3",+6%,"1,8",+16%,"1,2",+14%,"1,07",-8%,"0,428",-8%,15,-3%,D,-3%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,,['Gastromer'],,,,200 g,,,,,,,,,,
1829,Mogette de vendée - Gastromer,3269660016418,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Légumes français', 'en:White kidney beans', 'Mogette de Vendée']",['France'],[],[],5 g,en quantité modérée,0.1 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en quantité modérée,?,,59,-61%,247 kj(59 kcal),-62%,5,+372%,"0,1",-54%,6,-68%,"0,6",-50%,"6,3",-38%,"0,6",+18%,"0,24",+18%,-6,,A,,,,,,,,,,['Gastromer'],,,['Magasins U'],,,,,,,,,,,
1830,Les emiettes maquereau - Gastromer,3269660016593,,,['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,30,,"2,8",,"1,5",,"0,9",,13,,"1,51",,"0,604",,,,,,,,,,,,,['en:gluten-free'],['Gastromer'],"['FR 85.164.001 CE', 'Notre-Dame-de-Monts (Vendée, France)']",,['Magasins U'],,,,,,,,,,,
1831,Olives,3269690070114,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],[],[],13.9 g,en quantité modérée,1.99 g,en quantité modérée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,350,+82%,1464 kj(350 kcal),+85%,"13,9",-24%,"1,99",-29%,"13,32",+597%,0,-100%,"1,02",-23%,"4,2",+20%,"1,68",+20%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,,,,
1832,Chutney de mangue - Le Coq Noir,3269710335339,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Chutneys de mangue']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,28 g,en quantité élevée,0.13 g,en faible quantité,?,,123,-31%,515 kj(123 kcal),-32%,"0,5",+23%,"0,1",+29%,28,-35%,28,-30%,"0,6",+11%,"0,13",-88%,"0,052",-88%,7,-42%,C,-42%,,,,,,,,['Bio'],['Le Coq Noir'],,,,,,,,,,,,,,
1833,Sauce Miel Curry Madras - Le voyage de mamabe - 190g,3269714300364,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,36,,"3,8",,21,,16,,"1,2",,"2,9",,"1,16",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",['Le voyage de mamabe'],,,,190 g,,,,,,,,,,
1834,Confiture 4 Fruits Rouges - Vergers des Alpilles - 370g,3270020000336,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['France'],"['Fruits 50% ', 'griotte 14,5%', 'fraise 12,5 %', 'framboise 12', '5%', 'groseille 10,5%', 'sucre de canne', 'gélifiant: pectine de fruits', ' Peut contenir des noyaux ou Morceaux de noyaux et des traces de fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0.05 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,?,,254,+17%,1063 kj(254 kcal),+16%,"0,3",+18%,"0,05",+9%,61,+16%,59,+17%,"0,6",+10%,"0,05",+143%,"0,02",+143%,10,+5%,C,+5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['Vergers des Alpilles', 'Confit de Provence']",,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,370 g,['E440 - Pectines'],,,4,,['France'],,,,
1835,Confiture extra abricot de provence à la vanille - Vergers des Alpilles,3270020000534,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],"['Abricot de Provence 50%', 'sucre de canne', 'extrait de vanille bourbon 0,2%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0.2 g,en faible quantité,60 g,en quantité élevée,0.05 g,en faible quantité,?,,255,+16%,1067 kj(255 kcal),+16%,"0,2",-12%,"0,2",+368%,62,+17%,60,+19%,"0,5",-0%,"0,05",+127%,"0,02",+127%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['Vergers des Alpilles', 'Confit de Provence']",,,,,,,,3,,,,,,
1836,Confiture Confit De Provence Marmelade D'orange Amère - Vergers des Alpilles - 370g,3270020000602,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges amères""]",['France'],"['Sucre de canne', 'orange amère avec écorces', 'gélifiant : pectine de fruits', ' Traces éventuelles de fruits à coques', ' Préparée avec 42g de fruits pour 100g']",[],0.2 g,en faible quantité,0.2 g,en faible quantité,60 g,en quantité élevée,0.05 g,en faible quantité,?,,250,+2%,1046 kj(250 kcal),+2%,"0,2",+10%,"0,2",+459%,61,+1%,60,+3%,"0,5",+42%,"0,05",+276%,"0,02",+276%,11,-10%,D,-10%,,,,,,,,['Point Vert'],['Vergers des Alpilles'],,"['Bocal', 'Verre']",,370 g,['E440 - Pectines'],,,4,,,,,,
1837,Confiture Mirabelle De Lorraine - Confit de Provence - 370g,3270020000619,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,60 g,en quantité élevée,0.05 g,en faible quantité,?,,248,+11%,1038 kj(248 kcal),+11%,"0,1",-55%,"0,1",+107%,61,+13%,60,+16%,"0,3",-23%,"0,05",+146%,"0,02",+146%,11,+14%,D,+14%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['Confit de Provence', 'vergers des alpilles']",,,,370 g,,,,,,,,,,
1838,Cocktail de Fruits de Mer - Leader price - 800g,3270120039649,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"1,8",,"0,5",,"2,1",,0,,12,,"0,56",,"0,224",,,,,,,,,,,,,,['Leader price'],,,['Leader Price'],800g,,,,,,,,,,
1839,Céréales cuisinées aux petits légumes,3270120586310,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,"4,5",,"0,7",,25,,"2,5",,"4,9",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Petits oignons blancs entiers - Picard - 450.0g,3270160035724,,,['France'],[],[],,,,,,,,,?,,29,,121 kj(29 kcal),,"0,1",,"0,1",,"5,4",,"3,2",,"1,1",,0,,0,,,,,,,,,,,,,,['Picard'],,['Bocal'],['Picard'],450.0 g,,,,,,,,,,
