,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,packaging,nova_score,generic_name,markets,additives,origin_detail,producer_info,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1361,Sel céleri - U - 60g,3256228100092,['France'],"['Sel 69%', 'graines de CELERI 30%', 'huile de colza', 'antiagglomérant : carbonates de sodium', ' Traces éventuelles de céréales contenant du gluten', 'oeuf', 'soja', 'lait', 'moutarde et graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,124,519 kj(124 kcal),"6,3","0,2","9,5","0,3","5,2","69,5","27,8",['U'],,60 g,,['Epicerie'],6.3 g,en quantité modérée,0.2 g,en faible quantité,0.3 g,en faible quantité,69.5 g,en quantité élevée,,-41%,-41%,-56%,-89%,-18%,-96%,+88%,+2288%,+2288%,11,0%,D,0%,,,,,,,,,['Céleri'],['format classique'],3,,['Magasins U'],,,,,,,,
1362,Roll cacao,8004905770138,['France'],[],[],?,364,1523 kj(364 kcal),"13,6","8,9","53,5","35,5","6,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,3697274713926,3697274713926,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Brie - Isigny Ste Mère - 550g,3254550035907,['France'],[],[],?,358.9,1502 kj(358 kcal),"32,1",24,"0,5","0,5",17,"1,7","0,68",['Isigny Ste Mère'],"['FR 14.342.001 CE', 'Isigny-sur-Mer (Calvados, France)', 'EMB 14342A', 'Isigny-sur-Mer (Calvados, France)']",550 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Fromages double crème']",32.1 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+8%,+7%,+6%,+15%,-69%,-57%,+26%,+24%,+24%,16,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['boîte bois', 'Frais']",,,,,,,,,,,
1365,Pizza - Leaderprice - 380g,3263858597222,['France'],"['Pâte cuite 43,1% ', ""farine de blé - eau - huile d'olive vierge 0,9% - sel - levure"", ' - jambon cuit standard 14,5% [jambon de porc ', 'origine : UE', "" - eau - acidifiant : lactate de sodium - dextrose - protéines de sang - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium] - mozzarella 12,8% - purée de tomates mi-réduite 11,7% - eau - billes de mozzarella décongelées 5,3% - emmental 3,2% - farine de blé - purée d'ail - sel - huile d'olive vierge 0,08% - basilic déshydraté 0,06% - origan déshydraté 0,06%"", ' Traces de crustacés', 'œufs et poisson', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes', ' %3D %3D sel - arômes stabilisants : diphosphates', 'triphosphates']","['Non végétalien', 'Non végétarien']",919,218,919 kj(218 kcal),"6,4",,28,"2,7",11,"1,4","0,56",['Leaderprice'],,380g,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",6.4 g,en quantité modérée,,,2.7 g,en faible quantité,1.4 g,en quantité modérée,-4%,-5%,-4%,-24%,,+4%,-8%,+7%,+12%,+12%,,,,,,,,,,,,,"['Gluten', 'Lait']",,4,,,"['E325 - Lactate de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,
1366,Fontasol,8424536941958,['France'],[],[],?,826,3456 kj(826 kcal),"91,8","9,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,Pomme golden,3499910514672,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Point Vert']",,,,,,,,,,,,,
1368,Pistaches grillées et salées - Auchan,8435177064388,['France'],[],[],?,607,2540 kj(607 kcal),50,"6,5",10,9,25,"0,83","0,332",['Auchan'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Fruits à coque salés', 'Pistaches salées']",50 g,en quantité élevée,6.5 g,en quantité élevée,9 g,en quantité modérée,0.83 g,en quantité modérée,,+0%,+0%,+1%,-7%,-28%,+32%,+10%,-38%,-38%,2,-67%,B,-67%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,"['Nutriscore', 'Nutriscore B']",,,,,['Auchan'],,,,,,,,
1369,Filet poulet marinés thym saveur citron,2006050001514,['France'],[],[],?,107,448 kj(107 kcal),"1,7","0,5","1,8","0,7",21,"1,2","0,48",,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Maasdam en tranchettes - Bio Village,3564707162524,['France'],"['Lait de vache pasteurisé ', 'origine:UE', 'sel', 'ferments lactiques', 'coagulant microbien', "" *Ingrédient iosu de l'agriauture biologique""]",['Non végétalien'],?,360,1506 kj(360 kcal),28,19,"0,5","0,5",27,"1,2","0,48","['Bio Village', 'Leclerc']","['FR 62.205.003 CE', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Maasdam']",28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+2%,+2%,+2%,+2%,+144%,+170%,+6%,-10%,-10%,14,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Bio', 'Nutriscore', 'Nutriscore D']",['Lait'],,3,,['Leclerc'],,,,,,,,
1371,Buche de chèvre,2956676428845,['France'],[],[],?,0,0 kj(0 kcal),0,0,10,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Bâtonnets Praliné - Auchan,3596710482320,['France'],[],[],?,375,1569 kj(375 kcal),25,12,33,31,"3,9","0,25","0,1",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,['Auchan'],,,,,,,,
1373,Vegan protein blend,5056307360250,['France'],[],[],?,366,1531 kj(366 kcal),"1,8","0,1",14,"0,3",0,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Tropical - Cora,3257986793311,['France'],[],[],?,27,113 kj(27 kcal),"0,5",0,13,13,"0,5",0,0,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Mini saucissons secs - Monique Ranou,3250392077655,['France'],[],[],?,526,2201 kj(526 kcal),"44,7","18,3","2,6","2,2","28,4","4,94","1,976",['Monique Ranou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Light & Free skyr,3033490005566,['France'],[],[],?,59,247 kj(59 kcal),"0,2","0,1",8,"7,8","5,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Cocktail de Aceitunas con ajo - Lidl,4056489168775,['France'],[],[],?,153,640 kj(153 kcal),"15,8","2,9","0,2","0,1",0,"4,5","1,8",['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Crêpes bretonnes,3293390000263,['France'],[],[],?,219,916 kj(219 kcal),"6,3","3,3","35,5",15,"5,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Soufflé au chocolat - 160g,3370390000490,['France'],[],[],?,295,1234 kj(295 kcal),"17,6","10,3","27,7","24,5","6,5","0,14","0,056",,,160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,OLIVE  OIL EXTRA VIERGE -,8410660035052,['France'],[],[],?,822,3439 kj(822 kcal),"91,4","12,8",0,0,0,0,0,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91.4 g,en quantité élevée,12.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-9%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
1381,Polo super loop,8421542083320,['France'],[],[],?,93,389 kj(93 kcal),0,0,23,17,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Protein porridge waldfrucht - Foodspring,4260363487856,['France'],[],[],?,366,1531 kj(366 kcal),"6,4",1,"16,1","7,5","18,9","0,04","0,016",['Foodspring'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Cacahuète sucrée,3760048335386,['France'],[],[],?,507,2121 kj(507 kcal),26,"4,8",50,36,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Les animaux tout bio,3760269311770,['France'],[],[],?,454,1900 kj(454 kcal),14,"1,7",71,17,"9,2","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-003', 'Sans huile de palme']",,,,,,,,,,,,,
1385,Gaufrettes hollandaises pur beurre fourrées au caramel,20138424,['France'],[],[],?,459,1920 kj(459 kcal),19,13,67,33,"4,1","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,"Ragoût D'automne Au Boeuf, Aux Poires Et à La Citrouille",0628619800042,['France'],[],[],?,63,264 kj(63 kcal),"2,344",0,"10,156","6,25","2,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Galette de blé noir -,3326120010680,['France'],[],[],?,168,703 kj(168 kcal),"1,8","0,4",30,"0,5","6,3","1,5","0,6",,,,B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",1.8 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-5%,-5%,-54%,-75%,+10%,-30%,-8%,+14%,+14%,5,-3%,C,-3%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,
1388,Gran Cereale - Barilla - 120g,8076809577519,['France'],"['Arachides 21,6%', 'chocolat 15,2% ', 'sucre pâte de cacao', 'beurre de cacao', 'arôme naturel de vanille', 'émulsifiant: léathine de soja', 'noisettes 10,7%', 'canneberges sucrées 10,7% ', 'sucre', 'canneberges 4,7% huile de tournesol', 'fibre soluble: oligofructose', 'amandes 62%', 'sirop de glucose', 'sirop de sucre inverti', 'sucre', 'céréales croustillantes ', 'farine de riz', 'gluten de blé', 'malt de blé', 'sucre', 'dextrose', 'sel', 'émulsifiant: lécithine de tournesol', 'riz croustillant ', 'farine de riz', 'son de blé', 'sucre', 'extrait de riz', 'huile de tournesol', 'sucre', 'émulsifiant: lécithine de soja']",['Sans huile de palme'],2103,505,2103 kj(505 kcal),31,"6,7","40,7","27,5","10,6","0,025","0,01","['Barilla', 'Mulino Bianco', 'Gran Cereale']",,120 g,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",31 g,en quantité élevée,6.7 g,en quantité élevée,27.5 g,en quantité élevée,0.025 g,en faible quantité,+14%,+19%,+18%,+96%,+12%,-32%,+1%,+42%,-94%,-94%,3,-77%,C,-77%,,,,,,,,['en:palm-oil-free'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",['carton plastique'],4,Barres céréales fruits secs chocolat canneberges,,['E322i - Lécithine'],,,,,,,
1389,Créez maison x6,3276554655776,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Schokoladenklugen,7616500660816,['France'],[],[],?,555,2322 kj(555 kcal),35,20,51,49,8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Cracker,5601008102540,['France'],[],[],?,443,1854 kj(443 kcal),"13,3",6,"68,4","1,1","10,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Kiri bio - 500g,3073781140927,['France'],[],[],?,312,1305 kj(312 kcal),30,20,3,3,"7,5","0,88","0,352","['Kiri', 'Bel']","['FR 72.264.001 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",500 g,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",30 g,en quantité élevée,20 g,en quantité élevée,3 g,en faible quantité,0.88 g,en quantité modérée,,+34%,+33%,+44%,+42%,-11%,+1%,-10%,-25%,-25%,12,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Bio'],,['Frais'],,,,,,,,,,,
1393,Green Table,6111242630581,['France'],[],[],?,87,364 kj(87 kcal),"1,4","0,4","3,1",0,"15,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Saucisson sec Porc fermier -,3351160001848,['France'],[],[],?,378,1582 kj(378 kcal),29,12,1,"0,4",29,"4,1","1,64",,"['FR 69.201.002 CE', ""Sainte-Foy-l'Argentière (Rhône, France)""]",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",29 g,en quantité élevée,12 g,en quantité élevée,0.4 g,en faible quantité,4.1 g,en quantité élevée,,-6%,-6%,-8%,-2%,-55%,-71%,+5%,-12%,-12%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
1395,Terrine à la dinde,20624484,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Inès,3760264902263,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Carbo mix organic drink,3700864300830,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,"Jambon sec superieur noir du Perigord - U Saveurs - 4tranches, 100g",3368955579871,['France'],"['Jambon frais de porc ', 'origine France', 'sel', 'dextrose', 'baies de genièvre partiellement séchées et broyées', 'conservateur: nitrate de potassium']","['Non végétalien', 'Non végétarien']",920,220,920 kj(220 kcal),11,"4,2","0,8","0,5",30,"5,6","2,24","['U Saveurs', 'U']",,"4 tranches, 100 g",,"['Viandes', 'Charcuteries', 'Jambons', 'en:raw-cured-ham']",11 g,en quantité modérée,4.2 g,en quantité modérée,0.5 g,en faible quantité,5.6 g,en quantité élevée,-9%,-8%,-8%,-19%,-19%,+23%,+15%,+4%,+14%,+14%,16,-6%,D,-6%,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Transformé en France', 'Recyclé plastique']",,['Frais'],4,,['Magasins U'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1399,Choconours,0838948002486,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Nectar de fraise bio,3760227110940,['France'],[],[],?,80,335 kj(80 kcal),"0,2",0,18,18,"0,7",0,0,,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",0.2 g,en faible quantité,0 g,en faible quantité,18 g,en quantité élevée,0 g,en faible quantité,,+51%,+52%,-1%,-100%,+49%,+57%,+135%,-100%,-100%,20,+33%,E,+33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,
1401,Passata rustica densa e corposa,8004690950050,['France'],[],[],?,27,113 kj(27 kcal),"0,2",0,4,4,"1,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Lait de croissance 4 bio - Holle,7640161878617,['France'],[],[],?,509,2130 kj(509 kcal),"26,8","7,5","56,5",39,"10,4","1,85","0,74",['Holle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1403,Danonino sans sucre ajoutes,990530101031547877,['France'],[],[],?,78,326 kj(78 kcal),"1,9","1,3","9,4","7,6","5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,Mini mix,26001005,['France'],[],[],?,325,1360 kj(325 kcal),20,14,33,29,"2,7","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,Avocat,8433771211092,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,Crunchy Fruits - Naturalia,3700036907089,['France'],[],[],?,414,1732 kj(414 kcal),11,"1,4",66,25,9,,,['Naturalia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,bicarbonate alimantaire 1001 usages,3252378002064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,"Spécialité de pomme et d’acerola sans sucres ajoutés / Spécialité de pomme, de mangue et d’acerola sans sucres ajoutés - Andros - 8pots",3608580022619,['France'],"['Pomme 99,9%', 'jus concentré d’acerola']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,234,979 kj(234 kcal),"0,2",0,12,12,"0,4",0,0,['Andros'],,8 pots,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.2 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,,+249%,+251%,-39%,-100%,-18%,-10%,-4%,-100%,-100%,-3,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,1,,,,,,,,,,
1409,Ravioli à la viande de boeuf Glatt - Mémé Hélène - 800g,3324321260804,['France'],"['Sauce: eau', 'concentre de tomates ', '5%', 'viande de bœuf glatt ', '1,5%', ' origine Pologne', 'carottes', 'oignons', 'amidon de mais modifié', 'sel', 'sucre', 'aromates', ' Pâte: semoule de BLÉ ', 'GLUTEN', ' dur', 'eau', ' Farce: chapelure ', 'farine de BLÉ', 'eau', 'sel', 'viande de bœuf glatt ', '4%', ' carottes', 'oignons', 'huile de tournesol', 'sel', 'aromates']",[],?,74,310 kj(74 kcal),"1,4","0,3","11,8",2,"3,5",1,"0,4",['Mémé Hélène'],['IT 221-L CE'],800 g,E,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",1.4 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,1 g,en quantité modérée,,-46%,-45%,-60%,-75%,-37%,-21%,-36%,+12%,+12%,2,-8%,B,-8%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,['Kascher'],['Gluten'],['Conserve'],4,,,,,,,['Italie'],,,
1410,Reginette Bianche Trafilate Al Bronzo,8013034005813,['France'],[],[],?,100,418 kj(100 kcal),"1,5","0,3","73,1","2,9",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Nesquick all natural,4613469243329,['France'],[],[],?,70,293 kj(70 kcal),"1,8",1,9,7,"4,4","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Lion wild,7613039639115,['France'],[],[],?,422,1766 kj(422 kcal),"13,4","2,2","66,1","24,6","6,8","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,Brioche moins de sucre,3250392918972,['France'],[],[],?,321,1343 kj(321 kcal),"10,2","3,8","49,7","8,4","7,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Dosettes café  sensation ethiopia,3245678172629,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Extrême Pink Tropic,3274664941338,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Ftigszthkn,3760033543048,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,L&M cigarettes,4023500083003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Protein pack,6013742151187,['France'],[],[],?,37,155 kj(37 kcal),1,"0,7","1,2","1,2","90,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Ice Tea Limão,8722700781448,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,1","4,6","4,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Palmiers olives noires - Lidl,4056489155522,['France'],[],[],?,512,2142 kj(512 kcal),"27,9","18,1","53,1","1,5","10,3","3,21","1,284",['Lidl'],,,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Palmiers salés']",27.9 g,en quantité élevée,18.1 g,en quantité élevée,1.5 g,en faible quantité,3.21 g,en quantité élevée,,-0%,-1%,-5%,-6%,+5%,+3%,-3%,+13%,+13%,26,+4%,E,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,,,
1421,Steak hachés,3253880002153,['France'],[],[],?,206,862 kj(206 kcal),15,"7,3","0,5","0,5",19,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,3760087902945,3760087902945,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,Lentilles corail et jaunes bio - Paysans d'Ici,3760278861853,['France'],[],[],?,328,1372 kj(328 kcal),"0,8","0,1",45,"1,3",28,"< 0,01","0,004","[""Paysans d'Ici""]",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",0.8 g,en faible quantité,0.1 g,en faible quantité,1.3 g,en faible quantité,0.01 g,en faible quantité,,+35%,+35%,-46%,-62%,+37%,+5%,+57%,-97%,-97%,-6,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Bio'],,,,,,,,,,,,,
1424,Nougat de Montelimar tendre,,['France'],[],[],?,511,2138 kj(511 kcal),"25,2","1,6","62,5",58,"8,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Sauce tomate - Panzani,3038359004551,['France'],[],[],?,?,,?,,?,,?,,,['Panzani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Caramel au beurre salé,2006050010318,['France'],[],[],?,384,1607 kj(384 kcal),16,11,60,58,"0,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,Coca cola energy,5449000265241,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Noix de coco,2868520013515,['France'],[],[],?,362,1515 kj(362 kcal),"36,8","33,3",5,"0,9","3,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Jambon supérieur avec couenne 4 tranches,2273693024013,['France'],[],[],?,0,0 kj(0 kcal),7,3,1,"0,8",21,"2,2","0,88",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",7 g,en quantité modérée,3 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en quantité élevée,,-100%,-100%,+46%,+63%,+49%,+34%,-0%,+18%,+18%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
1430,Frize Maracujá,5601151972533,['France'],[],[],?,3,13 kj(3 kcal),0,0,0,0,0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Grönkal & Habssalt,7310520009890,['France'],[],[],?,500,2092 kj(500 kcal),26,"2,2",57,"7,6","2,1","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Roti cuit,3349010005429,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
