,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,link,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,origin_detail
70,muesli crip - chabrior - 500g,17562014,['France'],"[""Cenéales 53,4% [ flocons et farine d'avoine complete 47,6%"", 'riz souffle ', 'farine de riz', 'sucre', 'sel', ']', 'sucre', 'chocolat au lait 13% ', 'sucre', 'pâte cacao', 'poudre de lait entier', 'beurre de cacao', 'petit lait en poudre', 'émulsifant: lécithine de tournesol', 'huile de tournesol', 'sirop de glucose', 'noix de coco', ""extrait de malt d'orge"", 'sel', 'arômes', 'caramel ', 'sirop de glucose', 'eau', 'sucre', 'cannelle']",['Non végétalien'],1963,468,1963 kj(468 kcal),"17,8","6,1","65,7","28,4","8,4","0,34","0,136",500 g,['carton plastique'],['Chabrior'],,,['07055'],['Intermarché'],['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['charmes sur Rhône'],,
71,muesli crisp - chabrior - 500g,71484129,['France'],"['Céréales 53,4% ', ""flocons et farine d'avoine complète 47,6%"", 'riz soufflé ', 'farine de riz', 'sucre', 'sel', 'sucre', 'chocolat au lait 13% ', 'sucre', 'pâte de cacao', 'poudre de lait entier', 'beurre de cacao', 'petit lait en poudre', 'émulsifiant : lécithine de tournesol', 'huile de tournesol,sirop de glucose,noix de coco', ""extrait de malt d'orge"", 'sel,arômes,caramel ', 'sirop de glucose', 'eau', 'sucre', ',cannelle']",['Non végétalien'],1963,468,1963 kj(468 kcal),"17,8","6,1","65,7","28,4","8,4","0,34","0,136",500 g,['carton plastique'],['Chabrior'],,,['07055'],,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['charmes sur Rhône'],,
72,Tatcan nonsale,8696173220011,['France'],[],[],?,631,2640 kj(631 kcal),"53,2",8,"2,7","2,7","30,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Granola Protéiné Bio,3662072060534,['France'],[],[],?,415,1736 kj(415 kcal),20,7,28,14,25,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Wheat ale - Rebelle - 33cl,3323565000115,['France'],"['eau', ""malts d'orge et de blé"", 'houblon', 'levure', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,33 cl,"['Bouteille verre', 'Point vert']",['Rebelle'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']","['Sans sucre ajouté', 'Déconseillé aux femmes enceintes', 'Concours Général Agricole - médaille de bronze - Paris 2020', 'Terrors Hauts de France']",,['Lidl'],,3,,,,,,,,,,,,,,,,,,,,,,,Bière blanche radicale,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Gluten'],"['Brasseries et Cidreries de Milly', '13 rue de la Gare', 'Milly', 'Théran', '60112', 'France']",,
75,Pommes - Nature Bio,3257986313236,['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,2","8,2",0,0,0,,,['Nature Bio'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Smooth peanut butter - Co Op,5000128780933,['France'],[],[],?,618,2586 kj(618 kcal),50,"9,7",12,"6,3",25,"0,7","0,28",,,['Co Op'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3700211141932,3700211141932,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Mulsi bar cranberry orang,4260577160057,['France'],[],[],?,406,1699 kj(406 kcal),11,"6,4",70,39,"5,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Cookies,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Sésame breadsticks Marks et Spencer's,29087167,['France'],[],[],?,485.95,2033 kj(485 kcal),22,"3,7",55,"3,1",15,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Pai Fiocchi 150g,8041790504981,['France'],[],[],?,540,2259 kj(540 kcal),27,13,64,"0,5","2,4","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Sunny orange with cinnamon and cloves,5900396018625,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Tomate grappe,3256228439840,['France'],[],[],?,?,,?,,?,,?,,,,['Barquette en carton'],,,,"['EMB 66133B', 'Palau-del-Vidre (Pyrénées-Orientales, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Rillettes de canard x piment maison malnou,3770011622207,['France'],[],[],?,332,1389 kj(332 kcal),31,10,"0,9","0,9","11,6","0,8","0,32",,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,31 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,0.8 g,en quantité modérée,,-17%,-17%,-16%,-20%,+56%,+259%,-28%,-42%,-42%,16,-17%,D,-17%,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,
85,"Mois 0,50 aluays - tolérance",9940197100057,['France'],[],[],?,?,,?,,?,,?,,,tolérance,['Ticket'],['Aluays'],['Tiket'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Perle du japon coco ananas,3770013958274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Wafers - Balconi,8001585010028,['France'],[],[],?,519,2171 kj(519 kcal),26,25,67,38,"4,8","0,4","0,16",,,['Balconi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",,,,,,26 g,en quantité élevée,25 g,en quantité élevée,38 g,en quantité élevée,0.4 g,en quantité modérée,,+4%,+4%,+5%,+68%,+8%,+8%,-8%,+24%,+24%,25,+13%,E,+13%,,,,C,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,
88,Pommes de terre aux harengs - La Belle Henriette,3342280892157,['France'],[],[],?,537,2247 kj(537 kcal),"8,2","0,9",9,1,"3,9","1,5","0,6",,,['La Belle Henriette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ROLLMOPS Remoulade,3270844460521,['France'],[],[],?,200,837 kj(200 kcal),"18,3","2,1","0,4","0,4","8,6","2,6","1,04",,,,"['Produits de la mer', 'Poissons', 'Harengs', 'Harengs marinés', 'Rollmops']",,,,,,18.3 g,en quantité modérée,2.1 g,en quantité modérée,0.4 g,en faible quantité,2.6 g,en quantité élevée,,+32%,+36%,+98%,-12%,-79%,-57%,-30%,+6%,+6%,14,+27%,D,+27%,,,,B,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,
90,Cipolle borettane - Il Viaggiator Goloso,8000633023355,['France'],[],[],?,33,138 kj(33 kcal),"0,4","0,2",6,"5,9","0,9","1,8","0,72",,,['Il Viaggiator Goloso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Olive taggiasche - Il Viaggiator Goloso,8000633025816,['France'],[],[],?,172,720 kj(172 kcal),18,"14,5","0,9","0,9",1,"5,7","2,28",,,['Il Viaggiator Goloso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,met rode quinoa - Gwoon,8710624268329,['France'],[],[],?,?,,?,,?,,?,,,,,['Gwoon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,MAMA - 60g,13916169,['France'],"['Farine de blé ', '75%', 'huile de palme', 'sel', 'sucre', 'chili ', 'poudre', 'exhausteur de goût ', 'E621', 'E635', 'E640', 'épices', 'acidifiant ', 'E330', ""correcteur d'acidité "", 'E500', 'E501', 'E451', 'ciboule déshydratée', 'épaississant ', 'E466', 'protéines végétales hydrolysées ', 'œuf', 'maïs', 'soja', 'colorant ', 'aléorésine de paprika', 'arôme ', '0', '05%', ',poudre de crevette']","['Huile de palme', 'Non végétalien', 'Non végétarien']",270,64,270 kj(64 kcal),"2,7","1,3","8,8","0,7","1,2",< 1,"0,4",60 g,['Plastique'],['Mama'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E640 - Glycines et son sel de sodium', 'E330 - Acide citrique', 'E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose']",4,,,,,,,,,-64%,-53%,-53%,+9%,+41%,-60%,-81%,-69%,-67%,-67%,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Soja']",,['Huile de palme'],
94,KOMBU ROYAL,3770001220062,['France'],"['ngu royal En paillettes Laminaria Saccharina ', 'algue brune', "" Produit Biologique En cuisson l'algue deviendra plus tendre"", 'avec des légumes', 'quiches', 'potages', 'poissons', 'sauces', ' Et pourquoi pas avec un filet mignon de porc et pommes de terre', ' Le kombu est un exhausteur de goût', ""interêt d'utilisation pour les bouillons"", "" Du kombu ajouté dans l'eau de cuisson des légumineuses "", 'lentilles', 'haricots', ' aident à leur cuisson et les rendent plus digestes', "" A conserver au sec et à l'abri de la lumière""]","['Non végétalien', 'Non végétarien']",?,140.7,589 kj(140 kcal),?,,24,,"9,7",0,0,,['sachet plastique'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés']","['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,0 g,en faible quantité,,-26%,-26%,,,+102%,,-2%,-100%,-100%,,,,,,['France'],http://www.algues-armorique.com,C,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,['Poisson'],['Bretagne'],,
95,Osem - 1kg,7290000077642,['France'],"['ב זה א י שה ר צ D 6ר', '-6', '-0ו-1-00 www', 'osem', 'co', 'il ת1 0 48150 4ptal םי תוכר', 'חומר קרישה חומצות אל 19 ל2', 'חומצת מ מווקתי חומצי ', 'ו f263],I33 טעמ ורת מלטדקיטרגצנעי מאנל טנעיימ |מצוי גזל שnחל ', 'םיצי םרכD ה הל [E1520', ' מתוב בכימ']",[],?,?,,?,,?,,?,,,1 kg,['Plastique'],['Osem'],"['Additifs alimentaires', 'Arômes', 'Arômes pâtisserie']",['Gelée fraise'],,,['E1520 - Propylène glycol'],,,,,,,,,,,,,,,,,,,,,,,,,['he:Israël'],,,,,,,,,,,,,
96,Amandes,2600112054519,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Aiguillette de poulet,2227487024017,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
98,Saucisson cuit à l’ail (fumé),3276230007400,['France'],[],[],?,316,1322 kj(316 kcal),29,"11,3","1,3","1,2",12,"2,5",1,,,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail"", ""Saucisson cuit à l'ail""]",,"['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,,,29 g,en quantité élevée,11.3 g,en quantité élevée,1.2 g,en faible quantité,2.5 g,en quantité élevée,,+16%,+15%,+30%,+32%,+18%,+68%,-25%,+18%,+18%,23,+19%,E,+19%,,,,E,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,
99,Brioche - Brioche Pasquier,3256540003637,['France'],[],[],?,348,1456 kj(348 kcal),12,"2,4",52,"9,8",7,"1,1","0,44",,,['Brioche Pasquier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Soya - Jumbo,8718452357208,['France'],[],[],?,46,192 kj(46 kcal),"1,5","0,3","3,7","1,8","4,2","1,5","0,6",,,['Jumbo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pain special mais tournesol,0260041010509,['France'],[],[],?,282,1180 kj(282 kcal),"4,6","0,5","47,6","6,6","10,3","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4271956007740,4271956007740,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Cereal buoni senza,3175681200708,['France'],[],[],?,362,1515 kj(362 kcal),"4,1","0,8",70,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Crémant d'Alsace,3264440005682,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Crémant d'Alsace""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,
105,Melange de fruits rouges,3350033760189,['France'],[],[],?,40,167 kj(40 kcal),0,0,"6,7","6,7",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Petit beurre chocolat au lait tablette - U Bio - 2x 150g,3256227554551,['France'],"['Chocolat au lait* 48% ', 'sucre*', 'beurre de cacao*', 'LAIT entier en poudre*', 'pâte de cacao*', 'farine de BLE*', 'sucre*', 'BEURRE* 8,8%', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - acide tartrique"", 'poudre de LAIT écrémé*', 'sel', 'arôme naturel', ' Traces éventuelles de fruits à coque', ""d'oeuf"", 'de soja et de graines de sésame', "" * ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2152,515,2152 kj(515 kcal),27,17,60,38,"7,2","0,51","0,204",2 x 150 g,['Paquet'],"['U Bio', 'U']",,"['Bio', 'Transformé en France', 'Farine de blé français', 'Emballage PEFC']",,"['Magasins U', 'Super U']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E334 - Acide L-tartrique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,
107,Basilic - U Bio - 12g,3256228100221,['France'],"[""Basilic émincé déshydraté issu de l'agriculture biologique Traces éventuelles de céleri et moutarde""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,12 g,,"['U Bio', 'U']",,['Bio'],,"['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Bouchées de fruits Pommes - U - 30g,3256228411105,['France'],"['PommE 100% Traces éventuelles de sésame', 'de noix et de noisettes']",[],?,?,,?,,?,,?,,,30 g,,['U'],,['Pommes de France'],,['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Multidécors - U - 138g,3256228411099,['France'],"['AMANDES décortiquées 100%', "" Traces éventuelles d'arachides"", 'lait', 'oeuf', 'graines de sésame', 'soja', 'gluten', 'sulfites et autres fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,138 g,['boîte'],['U'],,['Conditionné en France'],,['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,
110,Terrine camp.piment+cnrd poivre vrt+sanglier U_SAVEURS 3x90gTerrine camp.piment+cnrd poivre vrt+sanglier - 3x 90g,3256228127686,['France'],"[""Terrine de campagne au piment d'espelette : gorge de porc*"", 'foie de porc*', 'épaule de porc*', 'LAIT DEMI-ÉCRÉMÉ*', 'OEUFS*', 'sel', ""piment d'espelette en poudre* 1%"", 'épices', 'plantes aromatiques', ' *origine France terrine de canard aux figues : gorge de porc*', 'canard* 27 % ', 'viande avec peau*', 'foie maigre*', 'foie de poulet*', 'figues séchées 5 %', 'LAIT DEMI-ÉCRÉMÉ*', 'OEUFS*', 'sel', 'épices', 'farine de riz', 'plantes aromatiques', ' * origine France terrine de sanglier aux 5 baies : gorge de porc*', 'viande de sanglier* 30 %', 'foie de poulet*', 'LAIT DEMI-ÉCRÉMÉ*', 'OEUFS*', 'sel', 'cognac*', '5 baies 0,4 %', 'poivre noir', 'poivre vert', 'poivre blanc', 'coriandre', 'baies roses', 'épices', ""piment d'espelette en poudre*"", 'plantes aromatiques', ' * origine France']","['Non végétalien', 'Non végétarien']",1161,280,1161 kj(280 kcal),24,"9,2","1,4","0,5",14,"1,8","0,72",3 x 90 g,['SAVEURS'],['U'],['Terrines'],"['Transformé en France', 'FSC EMBALLAGE', 'Viandes Origine France']",,['Magasins U'],,3,24 g,en quantité élevée,9.2 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-1%,-7%,-7%,-7%,-3%,-35%,-36%,0%,+18%,+18%,19,+7%,E,+7%,,,,,,,,,,,,"['Œufs', 'Lait']",,,
111,Echalote - U - 26g,3256228099600,['France'],['Echalote semoule déshydratée Traces éventuelles de céleri et moutarde'],[],?,?,,?,,?,,?,,,26 g,['format classique'],['U'],['Epicerie'],,,['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Infusion thym menthe douce - U Bio - x2030g,3256228103697,['France'],"['Menthe douce* 70%', ""thym* 30% *ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,x20 30 g,['Sachets'],"['U Bio', 'U']",,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:FSC', 'Transformé en France', 'AB Agriculture Biologique']",,"['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Goûters fourrés chocolat noir - U Bio - 2x 185g,3256225738465,['France'],"['Farine de BLÉ* 49%', 'sucre de canne*', 'huile de tournesol*', 'chocolat noir* 5% ', 'pâte de cacao*', 'sucre de canne*', 'beurre de cacao*', 'poudre de LAIT écrémé*', 'poudre de cacao maigre*', 'beurre de cacao*', 'OEUFS*', 'BEURRE*', 'sel', ""poudres à lever : carbonates d'ammonium - carbonates de sodium"", ""épaississant : gomme d'acacia*"", 'émulsifiant : lécithines de tournesol', 'amidon de BLE*', ' Traces éventuelles de fruits à coque et de graines de sésame', "" * Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1965,468,1965 kj(468 kcal),18,"5,8",68,29,"8,2","0,56","0,224",2 x 185 g,,"['U Bio', 'U']",,"['Bio', 'en:palm-oil-free', 'Transformé en France']",,"['Magasins U', 'Super U']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', ""E414 - Gomme d'acacia"", 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,
114,Tuiles goût paprika - U - 5x 170g,3256226093495,['France'],"['Pomme de terre déshydratée 47% ', 'contient des SULFITES', 'huile de tournesol 26%', 'amidons de BLÉ et de pomme de terre', 'sirop de glucose', 'assaisonnement aromatisé [sel', 'chapelure ', 'farine de BLÉ', 'sel', ""poudre à lever : carbonates d'ammonium"", 'dextrose', 'exhausteur de goût : glutamate monosodique', 'oignon en poudre', 'épices ', 'paprika et poivre blanc', 'ail en poudre', 'tomate en poudre', 'acidifiant : acide citrique', 'extrait de levure', 'arôme', 'extrait de paprika', 'extrait de romarin', 'arôme de fumée]', ""émulsifiant : monoglycérides et diglycérides d'acides gras"", 'huile de colza', 'sel', ' Traces éventuelles de lait']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",2208,528,2208 kj(528 kcal),28,"2,5",62,"4,5",5,"1,5","0,6",5 x 170 g,['Tubo'],['U'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",['Transformé en France'],,['Magasins U'],"[""E503 - Carbonates d'ammonium"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E392 - Extrait de romarin', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,28 g,en quantité élevée,2.5 g,en quantité modérée,4.5 g,en faible quantité,1.5 g,en quantité modérée,+4%,+4%,+4%,-5%,-26%,+12%,+30%,+13%,0%,0%,10,-25%,C,-25%,,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Gluten', 'Anhydride sulfureux et sulfites']",,,
115,Haricots blancs précuits surgelés - U - 600g,3256227749438,['France'],['Haricot blanc'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",479,113,479 kj(113 kcal),"0,8","0,2",16,"1,2",10,"0,02","0,008",600 g,['Surgelés'],['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés']","['Cultivé en France', 'AGRICONFIANCE']",,['Magasins U'],,1,0.8 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0.02 g,en faible quantité,+180%,+146%,+153%,-25%,-27%,+243%,-43%,+341%,-88%,-88%,-10,,A,,,,,,,,,,,,,,,,
116,Thon morceaux,8429583017014,['France'],[],[],?,107,448 kj(107 kcal),"0,8","0,3",0,0,25,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Poulet,3760044396374,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Beaujolais Nouveau sans sulfites AOP rouge - U - 75cl,3256227764936,['France'],['Sans sulfites ajoutés'],[],?,?,,?,,?,,?,,,75 cl,,['U'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français']",['Conditionné en France'],,['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,
119,"Crevettes entières crues U ASC de Madagascar LR - U Saveurs - 30/40pièces, soit 400g",3368953216518,['France'],"['CREVETTE tropicale tigrée ', 'penaeus monodon', 'élevée à madagascar', ' 98,5%', 'sel', 'antioxydant: DISULFITE de sodium']","['Non végétalien', 'Non végétarien']",413,97,413 kj(97 kcal),"0,1","0,1","0,7",0,23,"3,3","1,32","30/40 pièces, soit 400 g",['Surgelés'],"['U Saveurs', 'U']","['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']","['Nourri sans OGM', 'Label Rouge']",,['Magasins U'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",3,0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,3.3 g,en quantité élevée,-12%,-15%,-14%,-97%,-87%,-71%,-100%,+39%,+657%,+657%,11,,D,,,,,,,,,,,,,"['Crustacés', 'Anhydride sulfureux et sulfites']",,,
120,Crème glacée Touron - Picard,3270160841776,['France'],[],[],?,219,916 kj(219 kcal),"9,8","4,5",27,19,"5,2","0,1","0,04",,,['Picard'],,,"['FR 32.056.040 CE', 'Blanquefort (Gers, France)']",['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Coffret 3 verrines - U Saveurs - 3x 90g,3368953219816,['France'],"['Terrine de manchon confit de canard viande de manchon de canard confit 24', '5% ', 'viande de manchon de canard*', 'graisse de canard*', 'foie de poulet*', 'gorge de porc*', 'gras de porc*', 'eau', 'couenne de porc*', 'oignons', 'sel', 'fécule de pomme de terre', ""blanc d'OEUF en poudre"", 'dextrose', 'plantes aromatiques', 'épices', 'arôme naturel de poivre', ' *origine : France', ' Traces éventuelles de BLÉ', 'CÉLERI', 'MOUTARDE et LAIT', "" terrine de campagne à l'écorce d'orange confite macérée à la liqueur grande dauphine gorge de porc*"", 'foie de porc*', 'eau', 'farine de BLÉ', 'oignons', 'couenne de porc*', 'viande de porc*', ""cubes d'écorce d'orange 2%"", ""blanc d'OEUF"", 'liqueur grande dauphine 1', '5% ', ' agrumes', 'cognac', 'plantes aromatiques', 'sucre', 'alcool', 'colorant : caramel ordinaire', 'sel', 'sirop de glucose', 'ail', 'sucre', 'arôme naturel de poivre', ""correcteur d'acidité : acide citrique"", ' *origine : France', ' Traces éventuelles de CÉLERI', 'MOUTARDE et LAIT', ' Terrine au foie de canard - 20% de foie gras de canard gorge de porc*', 'foie de porc*', 'foie gras de canard* 20%', 'couenne de porc*', ""blanc d'OEUF liquide"", 'sel', ""blanc d'OEUF en poudre"", 'cognac', 'sucre', 'poivre blanc', ' * origine : France', ' Traces éventuelles de BLÉ', 'CÉLERI', 'MOUTARDE', 'LAIT']","['Non végétalien', 'Non végétarien']",1189,307,1189 kj(307 kcal),26,"8,6","2,2","0,5",12,"1,7","0,68",3 x 90 g,,"['U Saveurs', 'U']",['Terrines'],"['Transformé en France', 'Viandes Origine France']",,['Magasins U'],"['E150a - Caramel E150a', 'E330 - Acide citrique']",4,26 g,en quantité élevée,8.6 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,+2%,+2%,-5%,+1%,-9%,+1%,-36%,-14%,+11%,+11%,18,+2%,D,+2%,,,,,,,,,,,,"['Œufs', 'Gluten']",,,
