,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
24,Rasta Tubs,3596710448197,,,,,,,,['France'],[],,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,"5,6",,"2,8",,81,,58,,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
25,Melange biscuits assortis - Auchan - 200g,3596710448432,,200 g,,['Auchan'],,,['Auchan'],['France'],"['farine de blé ', 'contient gluten', 'graisse végétale de palme ', 'antioxydants : extrait riche en tocophérols', ""esters d'acides gras de l'acide ascorbique"", 'sirop de glucose-fructose', 'sucre', 'sel 3%', ""de malt d'orge "", 'contient gluten', 'poudres à lever', ""' carbonates de sodium et d'ammonium"", ""corecteur d'acidité : phosphates de calcium"", 'levure', 'agent de traitement de la farine : disulfite de sodium', ' Traces éventuelles de lait', 'soja', 'graines de sésame et DE CONSERVATION: avant ouvertures', ""craint la chaleur et l'humidité""]","['E306 - Extrait riche en tocophérols', 'E304 - Acide palmityle-6-L-ascorbique', ""E503 - Carbonates d'ammonium"", 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Huile de palme'],4,,,,,,,,,?,,491,,2054 kj(491 kcal),,23,,11,,63,,10,,7,,3,,"1,2",,,,,,,,,,,,,,,['Gluten'],,,,['Huile de palme'],
26,Gratin Légumes du Soleil - Auchan - 400g,3596710449170,,400 g,"['Carton', 'boîte', 'surgelé', 'Plastique']",['Auchan'],"['Surgelés', 'Plats préparés', 'Gratins', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Gratins de légumes']",['Produit en braille'],['Auchan'],['France'],"['Tomate pelée concassée 24 % ', 'tomate', 'jus de tomate', 'acidifiant : acide citrique', 'courgette 21 %', 'aubergine préfrite 10 % ', 'aubergine', 'huile de tournesol', 'eau', 'oignon 9 %', 'poivron jaune 7 %', 'poivron rouge 5 %', 'fromage à pâte dure ', 'content lait', 'tomate 1', '9 %', ""huile d'olive 1,4 %"", 'amidon transformé', 'miel', 'ail', 'basilic 0,5 %', 'sel', 'thym', ""piment d'Espelette 0,03%"", 'poivre blanc']","['E330 - Acide citrique', 'E14XX - Amidons modifiés']",['Non végétalien'],4,5.1 g,en quantité modérée,1 g,en faible quantité,4 g,en faible quantité,0.57 g,en quantité modérée,?,,77,-29%,322 kj(77 kcal),-29%,"5,1",-25%,1,-71%,"5,1",-15%,4,+37%,"1,8",-54%,"0,57",-7%,"0,228",-7%,-2,-175%,A,-175%,B,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,,['Lait'],,,,,
27,Poêlée de légumes oubliés - Auchan,3596710449323,,,,['Auchan'],,,['Auchan'],['France'],"['Carotte jaune 26%', 'courge buttemut grillé 23%', 'patate douce grillée 22%', 'panais grillé 17%', 'topinambour 7%', 'assaisonnement ', 'amidon de maïs', 'beurre ', 'contient Iaro en poudre', 'sel ', 'sucre,lalt enüer en poudre', 'oignon en poudre', 'poivre blanc', 'extait de sauge', 'arôme naturel', 'extrait de curcuma', 'huile de tournesol']",['E100 - Curcumine'],['Non végétalien'],4,,,,,,,,,?,,300,,1255 kj(300 kcal),,"3,7",,"1,2",,23,,13,,"2,8",,"1,7",,"0,68",,,,,,,,,,,,,,,['Lait'],,,,,
28,Mini penne au Polet Roti XXL - Auchan - 400g,3596710449330,,400 g,,['Auchan'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",,['Auchan'],['France'],"['Pâtes mini penne cuites au basilic 57,5% ', 'eau', 'semoule de blé dur ', 'contient gluten', 'huile de tournesol', 'basilic', 'sel', 'poulet rôti traité en salaison cuit 15% ', 'poulet', 'amidon de tapioca ou de pomme de terre', 'dextrose', 'sel', 'courgette 5%', 'eau', 'purée de tomate ', 'tomate', 'acidifiant : acide citrique', 'tomates mi-séchées', 'ricotta ', 'contient lait', ' 2%', 'tomate double concentré', 'crème ', 'contient lait', 'huile dlolive', 'huile de tournesol', 'grana padano ', 'contient lait et ?uf', ' 0,6%', 'fromage à pâte dure ', 'contient lait', ' 0,3%', 'basilic 0,3%', 'amande ', 'fruit à coque', ' 0,3%', 'sel', 'ail', 'poivre blanc', ' Elaboré à partir de viande de poulet dlorigine UE ou hors UE']",['E330 - Acide citrique'],"['Non végétalien', 'Non végétarien']",4,3.6 g,en quantité modérée,0.8 g,en faible quantité,1.6 g,en faible quantité,0.48 g,en quantité modérée,?,,153,+3%,640 kj(153 kcal),+4%,"3,6",-39%,"0,8",-52%,21,+53%,"1,6",-18%,"8,1",+1%,"0,48",-43%,"0,192",-43%,-3,-310%,A,-310%,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)', 'EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']","['Gluten', 'Lait', 'Fruits à coque']",,,,,
29,Parmentier de Canard - les classiques - Auchan - 600g,3596710449460,"Pommes de terre déshydratées accompagnées d'une préparation à base de viande de canard effilochée salée cuite, surgelés.",600 g,"['Carton', 'Plastique', 'boîte', 'surgelé']",['Auchan'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Plats préparés surgelés', 'Parmentiers de canard']","['Viande Française', 'Point Vert', 'Produit en braille', 'Fabriqué en France']",['Auchan'],['France'],"['Eau', 'pommes de terre déshydratées 11,5 % ', 'pomme de terre', ""émulsifiant : mono-et diglycérides d'acides gras"", 'viande de canard effilochée salée cuite 8,8 % ', 'viande de canard ', 'origine : France', 'sel', 'oignon', 'crème fraîche ', 'contient lait', 'poudre de lait écrémé', 'graisse de canard', 'chapelure ', 'farine de blé ', 'contient gluten', 'levure', 'sel', 'huile végétale de tournesol', 'brisure de champignons forestiers ', 'cèpes', 'shiitaké', 'bolet jaune', 'lactaire', 'sel', 'beurre ', 'contient lait', ""purée d'ail"", 'persil', 'épices', 'thym', 'curcuma', 'poudre de laurier']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7.4 g,en quantité modérée,3 g,en quantité modérée,2.8 g,en faible quantité,0.62 g,en quantité modérée,634,+12%,151,+7%,634 kj(151 kcal),+8%,"7,4",-4%,3,-18%,14,+46%,"2,8",+74%,"6,3",-12%,"0,62",-21%,"0,248",-21%,1,-66%,B,-66%,C,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 29188A', 'Plougasnou (Finistère, France)']","['Gluten', 'Lait']","['France', 'Union européenne']",['France'],https://www.auchandirect.fr/produits/233890,,
30,Chicken burger - Auchan,3596710449491,,,,['Auchan'],,,['Auchan'],['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,8,,"2,2",,32,,"4,2",,10,,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,
31,Minis - Auchan,3596710449514,,,,['Auchan'],,['Sans colorants'],['Auchan'],['France'],[],,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"0,5",,"0,1",,80,,67,,4,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,
32,Boisson au thé pêche abricot - Auchan,3596710449699,,,,['Auchan'],,,['Auchan'],['France'],[],,[],,,,,,,,,,?,,28,,117 kj(28 kcal),,"0,5",,"0,1",,"6,8",,"6,8",,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,
33,Pâtes et salade saumon - Auchan - 240g,3596710449842,,240g,,['Auchan'],"['Plats préparés', 'Plats à base de pâtes', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats au saumon', 'Salades de pâtes']",,"['Sète', 'Auchan']",['France'],"['Ingr Pâtes alimentaires cuites 37,9% ', 'eau', 'semoule de blé dur ', 'contient gluten', 'huile de colza', 'sel', 'mélange de salades 25% ', 'scarole', 'frisée', 'chicorée rouge', 'roquette', 'saumon cuit ', 'poisson', ' 16,7% ', 'Salmo salar', 'sel acidifiant: acide citrique', ""sauce à l'huile d'olive vierge extra et au basilic10,4% "", 'huile de colza', ""huile d'olive vierge extra 2,6%"", 'basilic 1,9%', 'eau', 'sel', 'ail', 'jus de citron ', 'jus de citron', 'conservateur disulfite de potassium', 'poivre', 'conservateur: sorbate de potassium épaississant gomme xanthane', 'spécialité fromagère au lait et à la crème pasteurisés au basilic et à la ciboulette 5% ', 'lait et crème ', 'contient lait', ' pasteuriser ', 'sel ', 'amidon modifié', 'basilic 0,02%', 'ciboulette 0,02%', 'ail', 'poivre', 'persil', 'conservateur: acide sorbiques', 'acidifiant: acide citrique', 'ferments', 'extrait de romarin', 'tomates cerises séchées aux herbes 4,2% tomates cerises 3,9%', 'huile de colza', 'sel', 'origan 0,34%', 'basilic']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin']","['Non végétalien', 'Non végétarien']",4,9.17 g,en quantité modérée,1.58 g,en quantité modérée,0.583 g,en faible quantité,0.292 g,en faible quantité,?,,163,+9%,683 kj(163 kcal),+11%,"9,17",+29%,"1,58",-34%,"12,1",-1%,"0,583",-67%,"7,08",+1%,"0,292",-60%,"0,117",-60%,0,-100%,B,-100%,,,,,,,,,"['EMB 13018D', 'Cabannes (Bouches-du-Rhône, France)']","['Poisson', 'Gluten', 'Lait']",,['K'],,,
34,Pâté au curry - Auchan,3596710450008,,,,['Auchan'],,,['Auchan'],['France'],"['foie de porc', 'gras de porc', 'crème fraîche ', 'contient lait', 'sel', 'fécule de pomme de terre', 'protéines de lait', ""épices et plantes aromatiques et extraits d'épices "", 'dont curry : 0,38%', 'sucre', 'arôme naturel', 'légumes', ' Traces éventuelles de : gluten', 'moutarde', 'oeuf et céleri', ' Élaboré à partir de porc origine France']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,321,,1343 kj(321 kcal),,30,,12,,"4,3",,"1,2",,"8,5",,"1,7",,"0,68",,,,,,,,,,,,,,,['Lait'],,,,,
35,Glace noisette - Auchan - 464g,3596710450244,,464 g,,['Auchan'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces aux noisettes']",,['Auchan'],['France'],"['glace à la noisette ', '79%', ' avec sauce à la noisette saveur chocolat ', '19%', 'et décor aux noisettes ', '2%', 'surgelée in rédients Lait écrémé ', 'origine UE', 'lactose ', 'contient lait', ' et protéines de lait', 'sirop de glucose-fructose', 'sucre', 'eau', 'noisettes ', 'contient fruits à coque', ' 7,6%', 'huile de colza', 'matière grasse de coprah', 'lait écrémé en poudre', 'cacao magre en poudre', 'concentrés de pomme', 'carotte', 'hibiscus et mélasse ', ""émulsifiants : mono - et diglycérides d'acides gras"", 'lécithines de tournesol ', ' stabilisants : farine de graines de caroube', 'gomme guar', ' Pourcentages exprimés sur le total de la recette', "" Traces éventuelles d'autres fruits à coque""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,18 g,en quantité modérée,5.6 g,en quantité élevée,24 g,en quantité élevée,0.15 g,en faible quantité,?,,286,+26%,1197 kj(286 kcal),+23%,18,+48%,"5,6",+21%,27,+4%,24,+17%,"3,8",-8%,"0,15",+19%,"0,06",+19%,13,+44%,D,+44%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,"['Lait', 'Fruits à coque']",,,,,
36,Cônes façon citron meringué - Auchan,3596710450275,glace goût citron meringué,,,['Auchan'],,,['Auchan'],['France'],[],,[],,,,,,,,,,?,,256,,1071 kj(256 kcal),,11,,9,,37,,29,,2,,,,,,,,,,,,,,,,,,,,,,,,
37,Mini Bâtonnet Glace Vanille Fruits Rouges - Auchan - x8,3596710450336,,x8,,['Auchan'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés à la vanille']","['Produit en braille', 'Fabriqué en France']",['Auchan'],['France'],[],,[],,6 g,en quantité modérée,5.4 g,en quantité élevée,21 g,en quantité élevée,0.1 g,en faible quantité,?,,165,-43%,690 kj(165 kcal),-43%,6,-66%,"5,4",-56%,26,-11%,21,-19%,"1,3",-56%,"0,1",-30%,"0,04",-30%,11,-36%,D,-36%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 29181', 'Plouédern (Finistère, France)']",,,,,,
38,Lentilles préparées - Pouce - 265g,3596710450909,,265 g,,"['Pouce', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']",,['Auchan'],['France'],"['lentilles sèches trempées', 'eau', 'sel', 'affermissant : chlorure de calcium', 'arôme ', 'contient céleri', 'arômes de fumée', ' Traces éventuefles de gluten']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",[],4,0.5 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,81,-15%,339 kj(81 kcal),-16%,"0,5",-70%,"0,2",-37%,11,-7%,"0,5",-41%,"6,4",-2%,"0,5",-33%,"0,2",-33%,-4,,A,,B,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,['Céleri'],,,,,
39,Bretzels - Auchan,3596710450978,,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Produit en braille'],['Auchan'],['France'],"['Farine de blé ', 'contient gluten', 'beurre 29% ', 'contient ait', 'origine UE', 'sucre 27%', 'levure', 'sel']",,['Non végétalien'],3,22 g,en quantité élevée,15 g,en quantité élevée,34 g,en quantité élevée,0.62 g,en quantité modérée,?,,491,+4%,2054 kj(491 kcal),+3%,22,+6%,15,+49%,67,+5%,34,+15%,"5,6",-14%,"0,62",+5%,"0,248",+5%,25,+26%,E,+26%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Gluten', 'Lait']",,,,,
40,"Minis Petits beurre, chocolat au lait - Auchan",3596710451326,,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait']","['Nutriscore', 'Produit en braille', 'Nutriscore E']",['Auchan'],['France'],[],,[],,23 g,en quantité élevée,14 g,en quantité élevée,40 g,en quantité élevée,0.6 g,en quantité modérée,?,,502,0%,2100 kj(502 kcal),0%,23,-3%,14,-3%,67,+5%,40,+8%,"6,5",-4%,"0,6",+5%,"0,24",+5%,26,+7%,E,+7%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,
41,Panaché grenadine - Sterling - 25cl,3596710451548,,25 cl,,['Sterling'],,,,['France'],"['Eau gazéifiée', 'bière ', 'eau', ""malt d'orge "", 'contient gluten', 'houblon', 'extrait de houblon', 'sucre', 'arôme', 'acidifiant : acide ciMque', 'concentrés colorants de carotte et de cassis', 'colorant El 50c']",,[],4,,,,,,,,,?,,40,,167 kj(40 kcal),,"0,5",,"0,1",,"8,5",,7,,"0,5",,0,,0,,,,,,,,,,,,,,"['EMB 67437', 'Saverne (Bas-Rhin, France)']",['Gluten'],,,,,
42,Soupe saint-jacques - Auchan,3596710451616,,,,['Auchan'],,['Fabriqué en France'],['Auchan'],['France'],[],,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"3,2",,"2,1",,"3,2",,"0,5",,"1,8",,"0,7",,"0,28",,,,,,,,,,,,,,"['EMB 22182B', ""Plélo (Côtes-d'Armor, France)""]",,,,,,
43,Pois Gourmands Surgelés - Auchan - 450g,3596710451678,,450 g,,['Auchan'],,,['Auchan'],['France'],['Pois gourmands'],,[],,,,,,,,,,?,,38,,159 kj(38 kcal),,"0,5",,"0,1",,5,,"3,7",,"3,4",,0,,0,,,,,,,,,,,,,,,,,,,,
44,Marrons entier peles au jus - Auchan,3596710451876,,,,['Auchan'],,,['Auchan'],['France'],"['marrons entiers pelés au jus ingrédients Marrons pelés', 'eau', 'sucre', 'sel', 'épaississants xanthane', 'gomme guar', "" conseils de conservation OUVerture : craint la chaleur et l'humidi}ahs ouverture :""]","['E415 - Gomme xanthane', 'E412 - Gomme de guar']",[],4,,,,,,,,,?,,109,,456 kj(109 kcal),,"0,7",,"0,1",,22,,"3,4",,"1,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
45,Mini Préfou chèvre Raisin - Auchan - 150g,3596710451999,,150 g,,['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Préfous']",['Sans colorants'],['Auchan'],['France'],[],,[],,14 g,en quantité modérée,7.2 g,en quantité élevée,6.9 g,en quantité modérée,0.6 g,en quantité modérée,?,,318,-5%,1331 kj(318 kcal),-4%,14,-21%,"7,2",-32%,37,+6%,"6,9",+203%,"9,5",+40%,"0,6",-57%,"0,24",-57%,13,-26%,D,-26%,,,,,,,,,,,,,,,
46,Riz Méditerranéen - Auchan - 1kg,3596710452255,,1 kg,['Carton'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",['Produit en braille'],['Auchan'],['France'],"['Riz long grain ', 'origine Italie', 'France', 'Espagne']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,351,+4%,1469 kj(351 kcal),+3%,"1,2",+13%,"0,3",+26%,77,+5%,"0,5",+74%,"7,5",+2%,"0,01",-47%,"0,004",-47%,-1,,A,,A,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,"['France', 'Italie', 'Espagne']",,,,
47,Mini involtinis speck & chèvre - Auchan - 120g,3596710452484,"Roulés de jambon speck fourrés au fromage de chèvre, conservés dans l'huile",120 g,"['Réfrigéré', 'Plastique']",['Auchan'],"['Snacks', 'Snacks salés']","['Nutriscore', 'Nutriscore E']",['Auchan'],['France'],"['Fromage de chèvre 56,3% ', 'contient lait', 'jambon speck 22,6% ', 'viande de porc', 'sel', 'épices', 'plantes aromatiques', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'huiles végétales ', 'colza', 'olive', 'épices et plantes aromatiques', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",3,29 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,345,-25%,1443 kj(345 kcal),-25%,29,+20%,11,+160%,"2,8",-94%,"0,6",-82%,17,+100%,"1,5",-3%,"0,6",-3%,20,+64%,E,+64%,,,,,,,,,,['Lait'],['Union européenne'],,,,
48,Duo de riz aux lentilles et légumes - Auchan,3596710452989,,,,['Auchan'],,,['Auchan'],['France'],"['Riz complet cuit 31 % ', 'eau', 'riz complet', 'eau', 'poivron jaune 7%', 'brocoli 7%', 'oignon préfrit 7 % ', 'oignon', 'huile de tournesol', 'carotte parisienne 7%', 'lentille verte cuite 6%', 'riz sauvage* cuit 3 % ', 'eau', 'riz sauvage*', 'huile de tournesol', 'yaourt maigre en poudre ', 'contient lait', ' 2%', 'double concentré de tomate', 'amande en poudre', 'colorant : extrait de paprika', 'sel', ""mélange d'épices 0,4% "", 'coriandre', 'curcuma', 'ail', 'céleri', 'gingembre', 'piment fort', 'cumin', 'cannelle', 'poivre', 'sucre', 'gingembre', 'coriandre', 'épaississant : gomme xanthane', ' Pourcentages exprimés sur le total de la recette']","['E160c - Extrait de paprika', 'E415 - Gomme xanthane']",['Non végétalien'],4,,,,,,,,,?,,136,,569 kj(136 kcal),,"5,2",,"0,7",,16,,"2,7",,"5,3",,"0,6",,"0,24",,,,,,,,,,,,,,,"['Céleri', 'Lait']",,,,,
49,Rillettes aux deux saumons - Auchan - 150g,3596710453283,,150 g,,['Auchan'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",,['Auchan'],['France'],"['Rillettes au saumon keta du Pacifique etsaumon fume', ' Saumon kéta du Pacifique 55,8% ', 'Oncorhynchusketa', ' ', 'poisson', 'huile de colza', 'saumon Atlantique fumé 14,6 % ', 'saumon Atlantique salai', ' ', 'poisson', 'sel', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel,conservateur : sulfite acide de sodium', 'eau', 'jaune dlŒuf en poudre,jus de yuzu', 'farine de blé ', 'contient gluten', 'jus de citron', 'sel', 'cerfeuil', 'poivre i', ' blanc', 'éventuelles de mollusques', 'crustacés', 'lait', 'soja', 'graines de sésame fruits à coque']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",3,34 g,en quantité élevée,3.5 g,en quantité modérée,0.49 g,en faible quantité,0.75 g,en quantité modérée,?,,373,+70%,1561 kj(373 kcal),+69%,34,+98%,"3,5",-28%,"6,8",+206%,"0,49",-46%,"9,2",-32%,"0,75",-34%,"0,3",-34%,5,-43%,C,-43%,E,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Soja']",,,,,
