,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,quantity,additives,nova_score,ingredients_origins,manufacturing,markets,packaging,allergens,link,generic_name,palm_ingredients,brand_owner
1752,Monoprix - 425ml,3350031670695,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",['France'],"[""fonds d'artichauts"", 'eau', 'sel', 'jus de citron concentré']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.78 g,en quantité modérée,?,,28,-56%,117 kj(28 kcal),-54%,"0,2",-82%,0,-100%,"3,3",-54%,"1,5",-51%,"1,5",-31%,"0,78",+33%,"0,312",+33%,-5,,A,,,,,,,,,['Monoprix'],['Origine France'],"['EMB 56251E', 'Theix (Morbihan, France)']",425 ml,,3,"['France', 'Bretagne']",,['Monoprix'],['Bocal'],,,,,
1753,Les nanas Kombucha thé fermenté - La Vie Claire - 50cl,3266191040004,B,"['Boissons', 'Boissons sans alcool', 'Boissons au thé', 'Kombuchas']",['France'],"['Kombucha ', '96%', ' : [eau filtrée', 'culture de kombucha*', 'sucre de canne roux* du Paraguay', 'thé vert* du Vietnam]', 'litchi* ', '3%', 'framboise* ', '1%', "" * Ingrédients agricoles issus de l'Agriculture Biologique""]",[],,,,,4.5 g,en quantité modérée,0 g,en faible quantité,?,,18,0%,75 kj(18 kcal),0%,?,,,,"4,5",+18%,"4,5",+31%,?,,0,-100%,0,-100%,,,,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,['La Vie Claire'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,50 cl,,3,,,['La Vie Claire'],"['Bouteille', 'Verre']",,,,,
1754,3253581506974,3253581506974,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,"Ultima - 1,5kg",3700260208884,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture sèche pour animaux', 'Nourriture pour chiens', 'Croquettes pour chien']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['ULTIMA'],,,"1,5 kg",,,,,,,,,,,
1756,Pomme Figue - Kroosties - 65g,3770009409698,,"['Snacks', 'Snacks sucrés']",['France'],"['Graines de tournesol', 'graines de courge', ' figues séchées', 'pommes séchées', "" flocons d'avoine sans gluten"", ""gomme d'acacia"", 'graines de chia', 'graines de lin', ' farine de riz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",25.8 g,en quantité élevée,3.2 g,en quantité modérée,17.2 g,en quantité élevée,0.06 g,en faible quantité,?,,443,-1%,1854 kj(443 kcal),-1%,"25,8",+27%,"3,2",-68%,"34,8",-39%,"17,2",-52%,"13,8",+131%,"0,06",-84%,"0,024",-84%,6,-68%,C,-68%,,,,,,,,['Kroosties'],"['Bio', 'Végétarien', 'en:gluten-free', 'Sans conservateurs', 'Végétalien', 'Sans sucre ajouté', 'Sans arômes ajoutés']",,65 g,"[""E414 - Gomme d'acacia""]",4,,['France'],,['sachet kraft'],,,,,
1757,Crousillants a la provencale -  - 150g,20190522,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains croustillants']",['France'],"['Chapelure ', 'farine de blé', 'sel', 'levure', 'riz*', 'poivrons* 13%', 'sauce tomate* ', 'purée de tomate*', 'eau', 'oignons*', 'amidon de maïs', 'concentré de tomate*', 'sucre*', 'sel', 'ail', 'persil', 'origan*', 'basilic*', 'poivre', 'herbes de Provence*', 'oignons* 9%', 'mozzarella 5%', 'farine de blé ', 'fromage blanc 4%', 'graines de sésame', 'sel', 'herbes de Provence* 0,12%', 'ail', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",15 g,en quantité modérée,2.3 g,en quantité modérée,2.7 g,en faible quantité,1.1 g,en quantité modérée,?,,296,-21%,1238 kj(296 kcal),-22%,15,+97%,"2,3",+68%,35,-39%,"2,7",-2%,"5,2",-54%,"1,1",-14%,"0,44",-14%,6,+66%,C,+66%,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,150 g,,3,,['France'],,,"['Gluten', 'Lait', 'Graines de sésame']",,,,
1758,Huile d'olive au laurier -,8421401141352,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",['France'],"['aceite de oliva virgen extra', 'aroma', 'laurel deshidatat opoiens extra virgin olive oil', 'aroma', 'dried bay leaf']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
1759,15202024,15202024,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Fuet extra - 160g,8437009729823,,['ca:Fuet'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,160 g,,,,,,,,,,,
1761,N 18 super sauce aux tomates & seitan -,3545360020635,,,['France'],"['tomates italiennes mûries au soleil"" ', '784', 'seitan"" ', '8%', ' ', 'contient blé', 'soja', 'oignons* ', '8%', 'huile do extra vierge""', 'sel marin', 'jus de citron""', 'ail""', 'sucre""', 'piment poivre noir""', ' ""Issus de l\'agriculture biologique', ' Allergènes : voir les ingrédients en gras - Produit en Italie - Àonsommer avant: voir le couvercle -']","['Végétalien', 'Végétarien']",,,,,,,,,?,,61.6,,258 kj(61 kcal),,3,,"0,7",,"5,3",,"3,6",,"2,7",,"1,32",,"0,528",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'Agriculture UE/Non UE', 'IT-BIO-007', 'Fabriqué en Italie']",,,,,,,,,"['Gluten', 'Soja']",,,,
1762,Wasabi en poudre -  - 40g,3265960417795,,['Wasabi'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,,,,
1763,Reese's 3 peanut butter cups -  - 51g,5430000119412,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Biscuits et gâteaux', 'Confiseries chocolatées']","['Belgique', 'France']","['Enrobage chocolat au lait ', '55%', ' [ sucre', 'beurre de cacao', 'masse de cacao', 'poudre de lait écrémé', 'graisse de lait', 'lactose', 'émulsifiant: lécithine ', 'soja E322', ""E476 issu d'huile de ricin"", "" Crème de beurre d'arachides "", '45%', ' [arachides', 'sucre', 'dextrose', 'graisse de lait', 'sel', 'antioxydants: E310', ""régulateur d'acidité: acide citrique E3301""]",['Non végétalien'],31 g,en quantité élevée,12 g,en quantité élevée,50.1 g,en quantité élevée,0.7 g,en quantité modérée,?,,511,-2%,2138 kj(511 kcal),-2%,31,+2%,12,-27%,"55,5",+4%,"50,1",+6%,"10,8",+76%,"0,7",+257%,"0,28",+257%,29,+19%,E,+19%,,,,,,,,,,,51 g,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E310 - Gallate de propyle', 'E330 - Acide citrique']",4,,,,,"['Lait', 'Arachides', 'Soja']",,,,
1764,Chili con carne et riz surgelé -  - 300g,3512030028390,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Surgelés', 'Plats préparés', 'Céréales en grains', 'Produits à la viande', 'Plats préparés à la viande', 'Riz', 'Chili con carne']",['France'],[],[],6.7 g,en quantité modérée,1.9 g,en quantité modérée,1.7 g,en faible quantité,0.58 g,en quantité modérée,?,,135,+14%,565 kj(135 kcal),+13%,"6,7",+98%,"1,9",+70%,13,+7%,"1,7",-19%,"5,4",-20%,"0,58",-28%,"0,232",-28%,1,,B,,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,,,"['EMB 29188A', 'Plougasnou (Finistère, France)']",300 g,,,,,,,,,,,
1765,Camomille fleur à infuser special sommeil - 40g,3160920773648,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,40 g,,,,,,,,,,,
1766,Pick up,4017100257131,,,['France'],[],[],,,,,,,,,?,,511,,2138 kj(511 kcal),,26,,15,,61,,35,,"6,9",,"0,49",,"0,196",,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,
1767,3600522356929,3600522356929,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,9100000764092,9100000764092,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Fromage fondu 50+ 24 cubes,3073780820271,,,['France'],[],[],,,,,,,,,?,,235,,983 kj(235 kcal),,"18,5",,"12,5",,5,,5,,12,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,12 mini nems - Thiriet - 4x 20g,3292590874353,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Thiriet'],,,4 x 20 g,,,,,['Thiriet'],,,,,,
1771,Toast chevre lardons - 2x 140g,2891271022505,,,['France'],[],[],,,,,,,,,?,,223,,933 kj(223 kcal),,"7,4",,"4,7",,"28,8",,"2,7",,"9,5",,"1,3",,"0,52",,,,,,,,,,,,,,,"['FR 56.178.009 CE', 'Pontivy (Morbihan, France)']",2 x 140 g,,,,,,,,,,,
1772,Fromage Brebis Chèvre,0285308025652,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,"39,2",,27,,"0,5",,"0,5",,"24,2",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Chocolate marshmallows -,0200030053445,B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves', 'Marshmallows au chocolat']",['France'],[],[],8 g,en quantité modérée,5 g,en quantité modérée,67 g,en quantité élevée,0.06 g,en faible quantité,?,,379,+8%,1586 kj(379 kcal),+7%,8,+146%,5,+160%,72,-6%,67,+5%,"4,2",+16%,"0,06",+5%,"0,024",+5%,18,+14%,D,+14%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,['Fabriqué en France'],,,,,,,,,,,,,
1774,Assaisonnement Bio Pour Viande De Boeuf ? 60G - Grand St. Bernard,7610645407022,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Grand St. Bernard'],['Bio'],,,,,,,['Migros'],,,,,,
1775,6 Oeufs extra moyens de plein air CORSOEUF,3352690025465,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Gourde de purée de fruits,3700653800039,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,"0,4",,"0,2",,"12,9",,11,,"0,4",,"0,01",,"0,004",,,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,
1777,Glace Citron Meringué - Auchan,3596710471287,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés']",['France'],[],[],11 g,en quantité modérée,8.6 g,en quantité élevée,30 g,en quantité élevée,0.15 g,en faible quantité,?,,261,-3%,1092 kj(261 kcal),-2%,11,-7%,"8,6",-3%,38,+4%,30,+13%,"2,2",-25%,"0,15",-2%,"0,06",-2%,17,+8%,D,+8%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Auchan'],"['Nutriscore', 'Nutriscore D']",,,,,,,['Auchan'],,,,,,
1778,2220526057137,2220526057137,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1779,Le Wrap du moment houmous poivrons - Monoprix,3350033633544,,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,14,,"2,9",,23,,"2,6",,7,,"1,1",,"0,44",,,,,,,,,,,,,['Monoprix'],,,,,,,,['Monoprix'],,,,,,
1780,Poulet au curry - 600g,5400112930816,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,12,,"6,5",,"4,5",,"3,1",,7,,"0,99",,"0,396",,,,,,,,,,,,,,,,600 g,,,,,,,,,,,
1781,Mama's: Ajvar Hot Roasted Red Pepper Spread - 290G - Dovgan - 290g,5310146002642,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales']","['Australie', 'France']",[],[],13 g,en quantité modérée,1.3 g,en faible quantité,3.8 g,en faible quantité,2.1 g,en quantité élevée,?,,184,-32%,770 kj(184 kcal),-31%,13,+58%,"1,3",-1%,13,-69%,"3,8",-90%,"2,1",-9%,"2,1",+982%,"0,84",+982%,11,+18%,D,+18%,,,,,,,,"['Dovgan', 'Trgoprodukt']",,,290 g,,,,,['Woolworths'],['Glas'],,,,,
1782,Delicias de toffee - Nestlé,8435257023175,,,['France'],[],[],,,,,,,,,?,,147,,615 kj(147 kcal),,"5,4",,"3,6",,21,,19,,"3,5",,"0,23",,"0,092",,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,
1783,Casein zero - BiotechUSA,5999076225170,,['Compléments alimentaires'],"['France', 'Espagne']",[],[],4.6 g,en quantité modérée,2.2 g,en quantité modérée,0.9 g,en faible quantité,1.6 g,en quantité élevée,?,,381,+31%,1594 kj(381 kcal),+32%,"4,6",-27%,"2,2",-12%,"4,5",-76%,"0,9",-87%,80,+134%,"1,6",+188%,"0,64",+188%,13,+98%,D,+98%,,,,,,,,['BiotechUSA'],['Halal'],,,,,,,,,,,,,
1784,Blanc-Pêche,3222476709455,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Marmelade BEBE -,8436026160145,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]","['France', 'Espagne']",[],[],0.08 g,en faible quantité,0.01 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,244,+13%,1021 kj(244 kcal),+14%,"0,08",-66%,"0,01",-74%,60,+15%,60,+19%,"0,4",-19%,0,-100%,0,-100%,12,+28%,D,+28%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,
1786,Ton entier à l'huile de tournesol (péché à la canne) - Franprix,3263851867117,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,"12,8",,"1,8",,0,,0,,"25,5",,1,,"0,4",,,,,,,,,,,,,['Franprix'],,,,,,,,['Franprix'],,,,,,
1787,Pur jus orange,3608330111211,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité élevée,0.01 g,en faible quantité,?,,46,+7%,192 kj(46 kcal),+5%,"0,1",-43%,0,-100%,"10,4",+7%,"10,4",+14%,"0,6",-5%,"0,01",+12%,"0,004",+12%,4,+34%,C,+34%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1788,Carrefour Crackers Integrali,8012666044894,,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,12,,"1,4",,66,,2,,11,,"1,8",,"0,72",,,,,,,,,,,,,['Carrefour'],,,,,,,,['Carrefour'],,,,,,
1789,Tagliatelle 4 épices,3267460050069,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,2,,"0,5",,"76,8",,2,,24,,"0,01",,"0,004",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1790,Oeufs bio - L'Oeuf du pays du verdon,3527450000017,C,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'en:Organic eggs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"[""L'Oeuf du pays du verdon""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1791,"Salade choux, riz, saumon fumé, coriandre - Casino",3222477295407,,,['France'],[],[],,,,,,,,,?,,146,,611 kj(146 kcal),,"7,1",,"0,9",,15,,"6,5",,"4,5",,"1,3",,"0,52",,,,,,,,,,,,,['Casino'],,"['EMB 60139A', 'Chambly (Oise, France)']",,,,,,['Casino'],,,,,,
1792,barre chocolat caramel response - CORGENIC - 55g,3760203560417,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",['France'],"['chocolat au lait avec édulcorant 25 % ', 'édulcorant ', 'maltitol', 'beurre de cacao', 'poudre de lait', 'cacao', 'émulsifiant ', 'lécithine de soja', 'arôme', 'humectant ', 'glycérine', 'hydrolysât de collagène', 'protéines de lait', 'croustillant de soja 6 % ', 'isolat de protéine de soja', 'cacao', 'amidon de tapioca', 'isolat de protéine de soja', 'chocolat blanc avec édulcorant', 'édulcorant ', 'maltitol', 'beurre de cacao', 'poudre de lait entier', 'émulsifiant ', 'lécithine de soja', 'arôme naturel', 'isomalto-oligosaccharide', 'eau', 'graisse de palme', 'poudre de cacao dégraissé', 'arôme', 'édulcorant ', 'sucralose', ' Peut contenir des traces de : gluten', 'oeuf', 'cacahuètes et arachides', 'autres noix']","['Huile de palme', 'Non végétalien']",15 g,en quantité modérée,9.2 g,en quantité élevée,3.4 g,en faible quantité,0.37 g,en quantité modérée,?,,382,+3%,1598 kj(382 kcal),+3%,15,+15%,"9,2",+56%,34,+4%,"3,4",-74%,36,+23%,"0,37",-24%,"0,148",-24%,10,-3%,C,-3%,,,,,,,,['CORGENIC'],['Riche en protéines'],,55 g,"['E965 - Maltitol', 'E322i - Lécithine', 'E422 - Glycérol', 'E955 - Sucralose']",4,,,,['Plastique'],"['Lait', 'Soja']",,barre chocolat caramel response,['Huile de palme'],
1793,8710998383185,8710998383185,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Lentilles a Germer,3465511117154,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Agriculture UE'],,,,,,,,,,,,,
1795,Pain mi-blanc - Coop - 250g,7610800639329,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs', 'Pains de blé']","['France', 'Suisse']","['farine de froment ', 'mi-blanche 74%', 'blanche', 'eau', 'levure', 'sel de cuisine iodé', 'gluten de froment', 'flocons de froment']",[],1 g,en faible quantité,0.5 g,en faible quantité,3 g,en faible quantité,1.5 g,en quantité modérée,?,,258,-16%,1079 kj(258 kcal),-16%,1,-85%,"0,5",-66%,49,-4%,3,+41%,11,+29%,"1,5",+15%,"0,6",+15%,1,-81%,B,-81%,,,,,,,,['Coop'],['en:v-label'],,250 g,,4,,['Suisse'],['Coop'],,"['Gluten', 'Flocons de froment', 'Gluten de froment']",,,,
1796,Délio Poulet Curry Doux avec pomme et ananas -,5411153013710,D,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet', 'Poulets au curry']","['Belgique', 'France']",[],[],26 g,en quantité élevée,2.2 g,en quantité modérée,3.9 g,en faible quantité,1.9 g,en quantité élevée,?,,302,+122%,1264 kj(302 kcal),+132%,26,+466%,"2,2",+22%,"6,6",-52%,"3,9",+117%,"10,6",+48%,"1,9",+146%,"0,76",+146%,13,+849%,D,+849%,80.4%,13.1%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,,,,,,,,
1797,Madeleines choconoir - Bijou,03133419,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",['France'],"['Farine de blé', 'sucre', 'huile de colza', 'œufs frais 14,5%', 'pâte de cacao', 'sirop de glucose-fructose', 'stabilisant glycérol', 'beurre de cacao', ""poudres à lever carbonates d'ammonium carbonates de sodium diphosphates "", 'blé', 'matière grasse laitière anhydre', ""émulsifiants : mono et diglycérides d'acides gras - lécithines "", 'soja', 'sel', 'lait écrémé en poudre', 'arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",25 g,en quantité élevée,6 g,en quantité élevée,30 g,en quantité élevée,0.58 g,en quantité modérée,?,,470,+5%,1966 kj(470 kcal),+5%,25,+6%,6,-10%,54,+3%,30,+6%,6,+5%,"0,58",-24%,"0,232",-24%,18,-2%,D,-2%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,['Bijou'],,,,"['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']",4,,,,,"['Œufs', 'Gluten', 'Soja']",,,,
1798,Pommes de terre au thon naturel -,2270198017588,C,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",['France'],[],[],9 g,en quantité modérée,0.7 g,en faible quantité,0.4 g,en faible quantité,0.86 g,en quantité modérée,?,,145,-3%,607 kj(145 kcal),-3%,9,-14%,"0,7",-36%,9,+6%,"0,4",-55%,"6,2",+50%,"0,86",-14%,"0,344",-14%,1,-70%,B,-70%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,['Fabriqué en France'],,,,,,,,,,,,,
1799,Muffin chocolat - Daltys,7071864001857,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Daltys'],,"['FR 01.275.001 CE', 'Neyron (Ain, France)']",,,,,,,,,,,,
1800,Mangue Bio,20692469,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']","['EMB 94065B', 'Rungis (Val-de-Marne, France)']",,,,,,,,,,,,
1801,Pavé de saumon,2030503008041,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,
1802,Vinaigre balsamique Rouge Modène,3424090300456,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,06414283,06414283,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,3545460000506,3545460000506,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Saucisse Perche Oberti,3349010004491,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,26,,"9,85",,"1,7",,1,,"27,5",,"4,57",,"1,828",,,,,,,,,,,,,['Oberti'],,,,,,,,,,,,,,
1806,Rosette,3339720417223,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,37,,14,,1,,"0,5",,29,,"4,9",,"1,96",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1807,Croissants Pur Beurre - 250g,3350033205192,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
1808,BLEDICHEF 250g Emincé de Pommes de terre et Jambon Dès 18 mois - Blédina - 250g,3041091436290,,"['Aliments pour bébé', 'Plats principaux pour bébé']",['France'],"['Pommes de terre 39,4 % - Eau de cuisson - Viande de porc ', 'jambon', ' 8,00 % - Carottes - Oignons - Purée de tomates à base de concentré - Amidon de maïs - Poireaux - Huiles végétales ', 'colza', 'tournesol', ' - Champignons - Persil - Sel - Ail - Muscade - Laurier - poivre noir']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,305,+22%,73,+20%,305 kj(73 kcal),+19%,"2,4",+32%,"0,4",-5%,"9,6",+21%,"0,3",-84%,"2,5",+6%,"0,24",+44%,"0,096",+44%,,,,,,,,,,,,"['Blédina', 'Blédichef']",,"['FR 19.031.003 CE', 'Brive-la-Gaillarde (Corrèze, France)']",250 g,,3,,,,['Plastique'],,,Plat à base de féculents et de viande adapté à bébé.,,
1809,Coconut choc Fruity Quinoa Chocolat - Veganz,4260402485218,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait végétal']",['France'],[],"['Végétalien', 'Végétarien']",38 g,en quantité élevée,27 g,en quantité élevée,37 g,en quantité élevée,0.16 g,en faible quantité,?,,554,-4%,2318 kj(554 kcal),-4%,38,-5%,27,+17%,43,-9%,37,+7%,6,+29%,"0,16",+74%,"0,064",+74%,24,+8%,E,+8%,,,,,,,,['Veganz'],"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,
1810,La grémade,3331560500288,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Pur jus pomme clair - Vitamont,3289196500717,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,0,,0,,"10,9",,"10,9",,0,,0,,0,,,,,,,,,,,,,['Vitamont'],,,,,,,,,,,,,,
