,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,brand,categories,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,traceability_code,brand_owner,generic_name,link,palm_ingredients
1138,Lait facile à digérer demi-écrémé - Auchan,3596710397938,['France'],[],[],?,46,"1,55","4,8","3,2",,['Auchan'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",0.1 g,en faible quantité,,-2%,-1%,-0%,-2%,"0,1",-9%,"0,04",-9%,192 kj(46 kcal),1,"4,8",,,['Auchan'],,,,1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0,B,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,-2%,-1%,0%,,,,,,,
1139,Rilletes de canard,3482970011281,['France'],[],[],?,346,43,0,20,,,,,,,,,,,"1,6",,"0,64",,1448 kj(346 kcal),13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,3287954110505,3287954110505,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Desmodium,3428881142508,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,thé à la menthe - 500g,3664887000040,['France'],[],[],?,?,?,?,?,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Rillettes de truite à l'aneth fraîche,3760273400071,['France'],[],[],?,188,13,"4,6",13,,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de truite']",0.4 g,en quantité modérée,,-13%,-18%,+105%,-8%,"0,4",-62%,"0,16",-62%,787 kj(188 kcal),"7,3","1,2",,,,,,,13 g,en quantité modérée,7.3 g,en quantité élevée,1.2 g,en faible quantité,5,C,D,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,-12%,+32%,+39%,-44%,-44%,,,,,
1144,Cidre Mauret,3770009592017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,3760005090112,3760005090112,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Entrepinares,2350291002688,['France'],[],[],?,?,?,?,?,,['Entrepinares'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans gluten', 'Point Vert']",,,,,,,,,,,
1147,Bordeaux,3263857604211,['France'],[],[],?,?,?,?,?,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Wolfberger Riesling,3221240003959,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Sirop d'orange,3249290001473,['France'],[],[],?,293,0,73,0,,,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange""]",,,,+28%,-100%,+24%,-100%,0,-100%,0,-100%,1226 kj(293 kcal),0,72,,,,,,,,,,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,+23%,-100%,+26%,,,,,,,
1150,Chardonnay Elena Walch,8000905003993,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Crayon de couleurs,3154148320302,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Carrefour A4,3270192693787,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Frische Tortellini mit Schinken - Combino - 250g,4001034108904,"['France', 'Allemagne']",[],[],?,?,?,?,?,250 g,['Combino'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortelloni']",,,,,,,,,,,,,,,['Beutel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Parmegiano Reggiano DOP - carrefour Bio - 150g,8012666051281,"['France', 'Italie']","['LATTE biologico', 'sale', 'caglio']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,402,30,?,32,150 g,['carrefour Bio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée non cuite']",1.6 g,en quantité élevée,,+15%,+7%,,+40%,"1,6",-4%,"0,64",-4%,1682 kj(402 kcal),20,0,['150 g'],['Parme'],['Carrefour'],,['Lait'],3,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,17,D,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'IT-BIO-006', 'IT-BIO-009', 'AOP']",['it:lait biologique'],+15%,+3%,-100%,+8%,+8%,['IT 08 672 CE'],,,,
1155,Pop corn,02009124,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Cono de helado doble vainilla - Nestlé,7613036208505,['France'],[],[],?,304,"15,3",38,3,,['Nestlé'],,,,,,,,,"0,15",,"0,06",,1272 kj(304 kcal),"12,7","27,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Fresubin E Vanilla - Fresenius Kabi,40860763,['France'],[],[],?,200,"7,8","22,5",10,,"['Fresenius Kabi', 'Fresubin']",,,,,,,,,"0,16",,"0,064",,837 kj(200 kcal),"0,55","13,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Croustillants cacai,3760269310902,['France'],[],[],?,381,"1,9",81,"7,7",,,,,,,,,,,"0,022",,"0,009",,1594 kj(381 kcal),1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Fab Flamingo,00352536,['France'],[],[],?,353,"1,3","85,1","0,3",,,,,,,,,,,"0,55",,"0,22",,1477 kj(353 kcal),"0,9","54,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Filet de poulet prestige -,5411319080617,"['Belgique', 'France']",[],[],?,156,10,"1,6",15,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.1 g,en quantité élevée,,+19%,+247%,+234%,-34%,"2,1",+180%,"0,84",+180%,653 kj(156 kcal),3,"0,8",,,,,,,10 g,en quantité modérée,3 g,en quantité modérée,0.8 g,en faible quantité,12,D,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,+20%,+302%,+229%,,,,,,,
1161,one clove garlic bulb - Malvi Cervati - 250g,8016563035146,['France'],[],[],?,?,?,?,?,250 g,['Malvi Cervati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Balsamico dunkel - Hengstenberg,4008100126909,"['France', 'Allemagne']",[],[],?,?,?,?,?,,['Hengstenberg'],,,,,,,,,,,,,,,,['Verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,La pouzzolane à la myrtille,3760030910126,['France'],[],[],?,503,26,59,"6,7",,,,,,,,,,,"1,2",,"0,48",,2105 kj(503 kcal),18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Pomkibul,3770009509114,['France'],[],[],?,54,"0,1",13,"0,5",,,,,,,,,,,"0,01",,"0,004",,226 kj(54 kcal),"0,1",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Jinmailang Instant Noodle Artificial Spicy Beef Flavour,6921555595640,['France'],[],[],?,469,25,54,"7,7",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,+57%,+116%,+33%,+21%,"7,5",+187%,3,+187%,1962 kj(469 kcal),10,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,+56%,+90%,+160%,,,,,,,
1166,Le Mottin Charentais - 2x 200g,3614170096700,['France'],"['Lait et crème de vache pasteurisés ', 'Origine : France', 'sel', 'ferments']",[],1494,?,34,"0,7","11,9",2 x 200 g,"['Le Mottin Charentais', 'Fromageries Lescure', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",1 g,en quantité modérée,+11%,,+25%,-10%,-46%,1,-29%,"0,4",-29%,1494 kj(357 kcal),24,"0,6",['Film papier'],['Charentes'],['Géant'],,['Lait'],3,34 g,en quantité élevée,24 g,en quantité élevée,0.6 g,en faible quantité,13,D,B,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait Français'],['France'],+6%,+30%,+39%,-9%,-9%,"['FR 86.247.001 CE', 'Saint-Saviol (Vienne, France)', 'EMB 86247', 'Saint-Saviol (Vienne, France)']",,,,
1167,Magdalenas caseras,8414247001706,"['France', 'Espagne']",[],[],?,467,"27,5","47,8","5,4",,,['es:No se'],0.7 g,en quantité modérée,,,,,,"0,7",,"0,28",,1954 kj(467 kcal),"4,1","30,5",,,,,,,27.5 g,en quantité élevée,4.1 g,en quantité modérée,30.5 g,en quantité élevée,18,D,,,,,,,,,,,,,,,,,,,,
1168,Naproxène sodique EG,3400949974153,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Roule au fromage,3700196615190,['France'],[],[],?,338,"21,3","29,5","7,2",,,,,,,,,,,"0,6",,"0,24",,1414 kj(338 kcal),"12,6","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Verkade Spongebob,8710412973824,['France'],[],[],?,487,"20,4","68,2","6,5",,['Verkade'],,,,,,,,,"0,5",,"0,2",,2038 kj(487 kcal),11,"34,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Queso 5 quesos rallado - El Corte Inglés,8433329072267,['France'],[],[],?,175,13,2,13,,['El Corte Inglés'],,,,,,,,,1,,"0,4",,732 kj(175 kcal),8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Salade d'olives vertes grecques à l'ail - 150g,3660071007840,['France'],[],[],?,167,17,"0,4","1,6",150 g,,,,,,,,,,"4,8",,"1,92",,699 kj(167 kcal),"2,4","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.187.002 CE', 'Réaumur (Vendée, France)']",,,,
1173,Frutis Laranja,5601447314603,['France'],[],[],?,24,0,"6,1",0,,,,,,,,,,,0,,0,,100 kj(24 kcal),0,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,8712916081197,8712916081197,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Maryland Chocolate Chip & Hazelnut Biscuits 200G - 200g,0072417162992,['France'],[],[],?,507,"25,2","62,9","5,7",200 g,['Maryland'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']",0.6 g,en quantité modérée,,+0%,-8%,+10%,-15%,"0,6",+6%,"0,24",+6%,2121 kj(507 kcal),"11,8","33,5",,,,,,,25.2 g,en quantité élevée,11.8 g,en quantité élevée,33.5 g,en quantité élevée,25,E,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,+0%,-6%,+11%,+14%,+14%,,,,,
1176,Fructosa - Special Line,8433329031646,"['France', 'Espagne']",[],[],?,387,"0,1",97,"0,5",,['Special Line'],"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants naturels']",0.06 g,en faible quantité,,+72%,-13%,+29%,+250%,"0,06",-2%,"0,024",-2%,1619 kj(387 kcal),0,96,,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,96 g,en quantité élevée,,,,,,,,,,,,,+74%,-100%,+286%,,,,,,,
1177,raclette suisse nature,2110520012006,['France'],[],[],?,343,27,"0,1",25,,,,,,,,,,,"1,5",,"0,6",,1435 kj(343 kcal),16,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Salade de la mer,8425876107073,['France'],[],[],?,902,"1,8","4,7","13,8",,,,,,,,,,,"1,3",,"0,52",,3774 kj(902 kcal),"0,8","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Galette Forestière - Honelthy - 70g,3770011826179,['France'],"['Flocons de châtaigne bio', 'cèpes séchés bio', 'pignons de pin bio', 'graines de lin bio', 'graines de tournesol bio']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,444,18,52,13,70 g,['Honelthy'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Légumes séchés']",0.08 g,en faible quantité,,+104%,+62%,+204%,+208%,"0,08",-97%,"0,032",-97%,1858 kj(444 kcal),"1,8",16,['Sachet recyclable'],['France'],,,,1,18 g,en quantité modérée,1.8 g,en quantité modérée,16 g,en quantité élevée,-6,A,,,,,,,,,"['Peu ou pas de sel', 'Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans sel ajouté', 'Sans sucre ajouté', 'Sans additifs', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free']",,+105%,+31%,+48%,-224%,-224%,,,,https://honelthy.com/galette-forestiere.php,
1180,Mini chocolat lentilles arlequin 70%chocolat,3078816844580,['France'],[],[],?,473,14,77,"5,6",,,,,,,,,,,"0,01",,"0,004",,1979 kj(473 kcal),"7,5",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Jalapeño relleno de queso cheddar - Don Pancho,8437003629495,['France'],[],[],?,177,"9,4","17,2",6,,['Don Pancho'],,,,,,,,,"1,65",,"0,66",,741 kj(177 kcal),"3,3","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Mortadelle - Rovagnati,8007141505267,['France'],[],[],?,302,26,1,16,,['Rovagnati'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",2 g,en quantité élevée,,+7%,+9%,+6%,+10%,2,-13%,"0,8",-13%,1264 kj(302 kcal),"9,1","0,5",,,,,,,26 g,en quantité élevée,9.1 g,en quantité élevée,0.5 g,en faible quantité,20,E,E,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,,,+9%,+5%,-1%,-0%,-0%,,,,,
1183,Zumo de piña exprimido fruta brik - El Corte Ingles,8433329094979,['France'],[],[],?,41,"0,5","9,8","0,5",,['El Corte Ingles'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0 g,en faible quantité,,-11%,+196%,-8%,+28%,0,-100%,0,-100%,172 kj(41 kcal),0,"8,8",,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,2,C,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,-10%,-100%,-9%,-47%,-47%,,,,,
1184,La mandorle,3760074620111,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Racine De Reglisse,8002753025035,['France'],[],[],?,195,0,38,"7,6",,,,,,,,,,,"0,1",,"0,04",,816 kj(195 kcal),0,"10,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Muscade moulue - Ducros,3166298762109,"['Belgique', 'France']",[],[],?,?,?,?,?,,['Ducros'],,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Mini bombón helado de chocolate con almendras - Häagen-Dazs,3415587830037,['France'],[],[],?,384,"28,2","26,1","5,5",,['Häagen-Dazs'],,,,,,,,,"0,2",,"0,08",,1607 kj(384 kcal),"15,8","24,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Miel - Les miels d’uzès - 1000grammes,31200486,['France'],"[""D'UZES LES Tel"", ' +33 ', '0', '4 66 22 65 42 - www', 'miel-uzes', 'com Des Cevennes', 'de Camargue', 'de Haute-Provence ou bien des montagne est toujours riche en sucres naturels directement assimilables par du massit central', 'nectars issus de terroirs sauvages et préservés', ""le mielestle seul aliment sucrant naturel pour l'homme"", "" Liquide à la récolte il peut durcir selon l'origine florale"", ' Pour le deguster pls Nquide placez le pot au bain-marie', ' organisme', 'en vitamines', 'acides aminés', 'sels minéraux et oligo-éléiments 230820 PROPOLIS']",[],?,?,?,?,?,1000grammes,['Les miels d’uzès'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miel de camargue']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1189,Lait Entier Genevois 3L,7612464368126,['France'],[],[],?,68,"3,9","4,7","3,4",,,,,,,,,,,"0,1",,"0,04",,285 kj(68 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Huevos camperos - Corral de Monegros,8437015354040,"['France', 'Espagne']",[],[],?,?,?,?,?,,['Corral de Monegros'],"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,
1191,Pois chiche,3180504400661,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,
1192,Muesli con frutas ecológico - El Corte Ingles,8433329079624,['France'],[],[],?,354,"3,9",66,"9,8",,['El Corte Ingles'],,,,,,,,,"0,04",,"0,016",,1481 kj(354 kcal),"0,8",14,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1193,8436026530238,8436026530238,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Suchard Express Recharge 2X1 KG,7614500006139,['France'],[],[],?,380,"2,8","80,5","4,7",,,,,,,,,,,"0,3",,"0,12",,1590 kj(380 kcal),"1,7",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Bizcocho mármol tradicional - El Corte Ingles,8433329075688,['France'],[],[],?,444,26,46,"6,3",,['El Corte Ingles'],,,,,,,,,"0,93",,"0,372",,1858 kj(444 kcal),"5,6",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Mejillones escabeche de las rías gallegas fritos - Portomar,8436035153091,['France'],[],[],?,328,29,"3,8",13,,['Portomar'],,,,,,,,,"1,1",,"0,44",,1372 kj(328 kcal),"4,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Froiz,8424818121207,['France'],[],[],?,?,?,?,?,,['Froiz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,8410902002620,8410902002620,['France'],['Eau'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,441,,"176,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,PizzaWrap -  - 150g,8028842801694,['France'],[],[],?,226,"4,7","30,6","14,5",150 g,,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",1.6 g,en quantité élevée,,+1%,-43%,+15%,+50%,"1,6",+38%,"0,64",+38%,946 kj(226 kcal),3,"3,5",,,,,,,4.7 g,en quantité modérée,3 g,en quantité modérée,3.5 g,en faible quantité,11,D,,,,,,,,,['Fabriqué en Italie'],,+1%,-17%,+3%,+79%,+79%,,,,,
1200,"Aceite de oliva suave 0,4º botella 1 l - Aliada",8433329065603,['France'],[],[],?,?,?,?,?,,['Aliada'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1201,Chair à saucisse supérieure -,3250391340637,['France'],[],[],?,?,?,?,?,,,"['Viandes', 'Charcuteries', 'Saucisses', 'en:raw-sausage-meat-with-pure-pork']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 47.091.002 CE', 'Estillac (Lot-et-Garonne, France)']",,,,
1202,Lait cru de chamelle,8715472800882,['France'],[],[],?,53,"2,4","4,3","3,4",,,,,,,,,,,"0,09",,"0,036",,222 kj(53 kcal),"1,8","4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Cheesecake aux fruits rouges,5400101066021,['France'],[],[],?,294,16,32,"5,1",,,"['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes', 'Cheesecakes aux fruits', 'Cheesecake aux fruits rouges']",0 g,en faible quantité,,,+20%,+6%,+23%,0,-100%,0,-100%,1230 kj(294 kcal),"7,2",27,,,,,,,16 g,en quantité modérée,7.2 g,en quantité élevée,27 g,en quantité élevée,15,D,C,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,,,+3%,+5%,+24%,+10%,+10%,,,,,
1204,Mozzarella,05277971,['France'],[],[],?,248,19,"1,5","17,5",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",0.5 g,en quantité modérée,,-5%,-8%,+46%,+4%,"0,5",-26%,"0,2",-26%,1038 kj(248 kcal),"12,9","1,5",,,,,,,19 g,en quantité modérée,12.9 g,en quantité élevée,1.5 g,en faible quantité,10,C,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,-4%,-8%,+99%,-2%,-2%,,,,,
1205,La Mimolette - La Vie Claire - 200g,3266191058269,['France'],[],[],?,373,27,"1,5",31,200 g,['La Vie Claire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles', 'Fromages-du-nord-pas-de-calais']",2.5 g,en quantité élevée,,+2%,+2%,+36%,+3%,"2,5",+1%,1,+1%,1561 kj(373 kcal),18,"1,5",,,['La Vie Claire'],,,,27 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,19,E,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Bio', 'Bio européen', 'FR-BIO-01', 'FR-BIO-10', 'AB Agriculture Biologique']",,+2%,-4%,+40%,+2%,+2%,,,,,
1206,Miel de Fleurs - Le Verger des Abeilles,3335440131821,['France'],[],[],?,?,?,?,?,,['Le Verger des Abeilles'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1207,Chicorée - Café au lait - Belle France - 400g,3258561030586,['France'],[],[],?,407,11,57,17,400 g,['Belle France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",2 g,en quantité élevée,,+92%,+697%,+39%,+206%,2,+375%,"0,8",+375%,1703 kj(407 kcal),"8,1",37,,,,,,,11 g,en quantité élevée,8.1 g,en quantité élevée,37 g,en quantité élevée,,,E,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,+80%,+970%,+148%,,,,,,,
1208,Vegan protein bar - Weider - 3x 35g,8414192311585,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,463,22,38,24,3 x 35 g,['Weider'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",1.1 g,en quantité modérée,,+25%,+69%,+16%,-18%,"1,1",+124%,"0,44",+124%,1937 kj(463 kcal),"2,7",14,,,,,,,22 g,en quantité élevée,2.7 g,en quantité modérée,14 g,en quantité élevée,14,D,,,,,,,,,"['Végétarien', 'Végétalien', ""Fabriqué dans l'UE"", 'en:palm-oil-free']",,+25%,-54%,+5%,+36%,+36%,,,,,
1209,salakis  tzatziki,5413209992611,['France'],[],[],?,142,12,"4,5","4,2",,,,,,,,,,,"1,2",,"0,48",,594 kj(142 kcal),4,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Bloc de jambon choix,2259941052151,['France'],[],[],?,99,"1,8","1,7",19,,,,,,,,,,,"2,5",,1,,414 kj(99 kcal),"0,7","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Véritable Andouille de Guémené à l'ancienne,0253012032143,['France'],[],[],?,254,20,0,18,,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",2.8 g,en quantité élevée,,+2%,-1%,-100%,+10%,"2,8",+17%,"1,12",+17%,1063 kj(254 kcal),"9,6",0,,,,,,,20 g,en quantité modérée,9.6 g,en quantité élevée,0 g,en faible quantité,22,E,E,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,+2%,-5%,-100%,+2%,+2%,,,,,
1212,Poivrons rouges à l'huile - Olabe - 290g,3450120008160,['France'],[],[],?,22,"0,2",4,1,290 g,['Olabe'],,,,,,,,,"0,3",,"0,12",,92 kj(22 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Alpenfest Bergbauern Bergkäse,20643959,['France'],[],[],?,373,"28,5","0,1",29,,,,,,,,,,,1,,"0,4",,1561 kj(373 kcal),"18,7","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
