,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,eco_score,manufacturing,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,palm_ingredients,traceability_code,link,brand_owner
1873,Kelloggs Duo Fruit Winders Strawberry 6 Pack 102G -,5050083240027,,,['France'],[],,[],?,393,1644 kj(393 kcal),8,"3,5",79,37,"0,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"All-Bran, Fruit & Fibre - Kellogg's - 500g",5050083262203,"[""Kellogg's""]",,"['France', 'Suisse']","['Blé complet', '68%', 'Fruits secs ', '27%', 'Raisins secs', 'Noix de coco', 'Banane {Banane', 'Huile de noix de coco', 'Sucre', 'Arôme}', 'Pomme', 'Noisettes', 'Sucre', 'Sel', ""Arôme de malt d'orge"", ' Peut contenir: Autres fruits à coque']",,[],1603,?,1603 kj(383 kcal),6,"3,5",69,24,8,1,"0,4",500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",6 g,en quantité modérée,3.5 g,en quantité modérée,24 g,en quantité élevée,1 g,en quantité modérée,-6%,,-4%,-31%,+59%,+3%,+44%,-14%,+180%,+180%,11,+104%,D,+104%,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1875,Special K - Chocolat Noir 375gr,5050083282669,,,['France'],[],,[],?,397,1661 kj(397 kcal),"5,9",3,75,21,"8,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Special K - Noisettes et Amandes effilées - Kellogg's - 300ge,5050083380839,"[""Kellogg's""]",['Riche en fibres'],['France'],"['Riz ', '38%', 'blé complet ', '27%', 'sucre', 'pépites aux céréales et noisettes ', '12%', ' ', 'céréales croustillantes {farine de blé', 'farine de riz', 'huile végétale', 'orge malté', 'sucre', 'carbonate de calcium}', 'noisettes ', '3%', 'sucre', ""flocons d'avoine"", 'sirop de glucose', 'huile végétale', 'arôme', 'amidon de tapioca', 'antioxydant {tocophérols}', 'orge ', '6,5%', ""farine d'orge maltée"", 'amandes ', '2,5%', ""arôme de malt d'orge"", 'sel', 'vitamines ', 'vitamine C', 'vitamine PP', 'vitamine B2', 'vitamine B1', 'vitamine B6', 'vitamine B9', 'vitamine B12', 'fer']","['Gluten', 'Fruits à coque', 'Avoine']","[""Pourrait contenir de l'huile de palme""]",1666,394,1666 kj(394 kcal),5,"0,8",76,18,9,"1,016","0,406",300ge,"['Carton', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",5 g,en quantité modérée,0.8 g,en faible quantité,18 g,en quantité élevée,1.02 g,en quantité modérée,-2%,-1%,-0%,-43%,-64%,+14%,+8%,-4%,+185%,+185%,7,+30%,C,+30%,['E307c - Tocophérol'],4,C,,['Intermarché'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"Pétales de riz, blé complet et orge avec des pépites aux céréales et noisettes et des amandes effilées, enrichis en vitamines et en fer",,,,,
1877,Corn Flakes - Kellogg's - 20g,5050083390739,"[""Kellogg's""]",,"['France', 'Suisse']","['Maïs', 'Sucre', ""Arôme de malt d'orge"", 'Sel']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1604,378,1604 kj(378 kcal),"0,9","0,2",84,8,7,"1,13","0,452",20 g,"['Carton', 'boîte', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",0.9 g,en faible quantité,0.2 g,en faible quantité,8 g,en quantité modérée,1.13 g,en quantité modérée,-0%,+0%,+2%,-17%,-30%,+2%,-25%,-3%,-7%,-7%,3,-60%,C,-60%,,4,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1878,Crunchy Nut - Kellogg's - 35g,5050083392863,"[""Kellogg's""]","['Végétarien', 'Halal', 'Kascher', 'en:Halal Food Authority', 'Beth Din de Manchester']",['France'],"['Maïs', 'sucre', 'cacahuètes ', '7%', ""arôme de malt d'orge"", 'mélasse', 'miel ', '1,5%', 'sel']","['Gluten', 'Arachides']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1701,?,1701 kj(407 kcal),5,"0,9",82,35,6,"0,88","0,352",35 g,"['Carton', 'Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes', 'Céréales au miel']",5 g,en quantité modérée,0.9 g,en faible quantité,35 g,en quantité élevée,0.88 g,en quantité modérée,+2%,,+2%,+6%,-14%,+5%,+39%,-19%,+89%,+89%,13,+72%,D,+72%,,4,C,['Union Européenne'],,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1879,Smacks - Kellogg's - 33g,5050083394041,"[""Kellogg's"", 'Smacks']","['Halal', 'Kascher']",['France'],"['Blé', 'sucre', 'sirop de glucose', 'miel ', '1 %', 'huile de palme', '\rVitamines et Minéraux: Carbonate de calcium', 'vitamines ', 'B3', 'PP', 'B6', 'B2', 'B1', 'B9', 'D', 'B12', 'fer']",['Gluten'],"['Huile de palme', 'Non végétalien']",?,382,1598 kj(382 kcal),"1,5","0,4",84,43,6,"0,08","0,032",33 g,"['Carton', 'boîte', 'Plastique', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Blé soufflé', 'Céréales au caramel']",1.5 g,en faible quantité,0.4 g,en faible quantité,43 g,en quantité élevée,0.08 g,en faible quantité,,+1%,-0%,-20%,+12%,+6%,+36%,-24%,+77%,+77%,9,+61%,C,+61%,,4,D,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,['Huile de palme'],,,
1880,Kellog's Rice Krispies - Kellogg’s,5050083430039,['Kellogg’s'],,"['France', 'Allemagne']","['Reis', 'Zucker', 'Salz', 'Gerstenmalz']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1629,383,1629 kj(383 kcal),1,"0,2",87,10,6,"1,13","0,452",,['Karton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",1 g,en faible quantité,0.2 g,en faible quantité,10 g,en quantité modérée,1.13 g,en quantité modérée,-4%,-4%,-2%,-89%,-91%,+30%,-40%,-36%,+217%,+217%,10,+86%,C,+86%,,3,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1881,Barre Special K Fruit R X30 !bte Kellog,5050083440045,['Special k'],,['France'],"[""Bian FR: Keitogg'S mercate flaires SAS"", '• BE/N,_: BEI']",,[],?,392,1640 kj(392 kcal),"7,9","4,7",70,30,"6,3","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Rice Krispies Squares Totally Chocolate - Kellogg's - 36g,5050083449031,"[""Kellogg's""]",,"['France', 'Royaume-Uni']","['Céréales de riz grillées Kellogg ', '27 %', ' ', 'riz', 'sucre', 'sel', ""arôme de malt d'orge"", 'niacine', 'fer', 'vitamine B6', 'vitamine B2 {riboflavine}', 'vitamine B1 {thiamine}', 'acide folique', 'vitamine D', 'vitamine B12', 'sirop de glucose ', 'Enrobage à saveur de chocolat ', '12%', ' ', 'sucre', 'huile végétale {palmiste', 'colza} en proportions variables', 'lait en poudre', 'lait écrémé en poudre', 'poudre de cacao réduite en gras', 'émulsifiant {lécithine de soja}', 'arôme', 'morceaux de chocolat au lait ', '10 %', ' ', 'Sucre', 'lait entier en poudre', 'beurre de cacao', 'masse de cacao', 'émulsifiant {lécithine de soja}', 'vanille naturelle', 'fructose', 'huile de palme', 'chocolat au lait ', '5 %', ' ', 'sucre', 'lait entier', 'cacao', 'sirop de sucre inverti', 'sucre', 'poudre de cacao réduite en gras', 'humectant ', 'glycérol', 'gélatine de bœuf', 'sel', 'arômes', 'antioxydant ', 'E320']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,432,1807 kj(432 kcal),13,10,74,35,"4,5","0,63","0,252",36 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",13 g,en quantité modérée,10 g,en quantité élevée,35 g,en quantité élevée,0.63 g,en quantité modérée,,-14%,-14%,-52%,-34%,+33%,-22%,-34%,+95%,+95%,22,-10%,E,-10%,"['E322i - Lécithine', 'E422 - Glycérol', 'E428 - Gélatine', 'E320 - Butylhydroxyanisol']",4,,,,,,,,,,,,,['Huile de palme'],,,
1883,Extra Pépites Crunchy Muesli - Kellogg's - 500g,5050083451546,"[""Kellogg's""]",,['France'],"[""Flocons d'avoine "", '40%', 'Fruits secs ', '27%', ' ', 'Raisins secs', 'Noix de coco', 'Banane ', 'Banane', 'Huile de noix de coco', 'Sucre', 'Airelle ', 'Airelle', 'sucre', 'Huile tournesol]', 'Pomme {Conservateur [Dioxyde de soufre', 'sucre', 'Huile de palme', 'Farine de blé', 'Mélasse', 'Sel', ""Extrait de malt d'orge"", 'Cannelle', ' Vitamines et Minéraux : Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'B12', ' et fer']","['Gluten', 'Fruits à coque', 'Avoine']",['Huile de palme'],1971,?,1971 kj(471 kcal),21,11,62,29,6,"0,68","0,272",500 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",21 g,en quantité élevée,11 g,en quantité élevée,29 g,en quantité élevée,0.68 g,en quantité modérée,+16%,,+18%,+98%,+306%,+1%,+61%,-37%,+369%,+369%,19,+454%,E,+454%,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",3,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Huile de palme'],,,
1884,Trésor Chocolat Noisette,5050083478161,"['Trésor', 'Kellogg-s']",,['France'],[],,[],?,450,1883 kj(450 kcal),16,4,68,29,"6,9","1,13","0,452",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",16 g,en quantité modérée,4 g,en quantité modérée,29 g,en quantité élevée,1.13 g,en quantité modérée,,+3%,+3%,+16%,+6%,0%,+1%,-8%,+77%,+77%,19,+46%,E,+46%,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1885,Kelloggs Special Milk Chocolat - - Kellogg's,5050083480461,"[""Kellogg's""]",,['France'],"['Riz ', '39%', 'Blé complet ', '31%', 'Chocolat au lait Pâte de cacao', 'Beurre de cacao', 'Lait entier en poudre', 'Lait écrémé en poudre', 'Émulsifiant {Lécithine de soja', 'Arôme naturel de vanille', 'Sucre', 'Orge ', '4%', ""Farine d'orge Arôme de malt d'orge"", 'Sel', ' Vitamines et Minéraux: Vltamines ', 'Niacine', 'B', ' BôAcidefolique,D', 'B12', 'lFeretZinc']",['Gluten'],['Non végétalien'],?,396,1657 kj(396 kcal),"5,5","2,8",76,22,"8,6","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,
1886,Smacks - Kellogg's - 600g,5050083499555,"[""Kellogg's"", 'Smacks']",,['France'],"['Blé ', '55%', 'Sucre', 'Sirop de glucose', 'Miel ', '1%', 'Huile de palme', '\rVitamines et minéraux : Carbonate de calcium', 'Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12', ' et Fer']",['Gluten'],"['Huile de palme', 'Non végétalien']",?,382,1598 kj(382 kcal),"1,5","0,4",84,43,6,"0,08","0,032",600 g,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Blé soufflé', 'Céréales au caramel']",1.5 g,en faible quantité,0.4 g,en faible quantité,43 g,en quantité élevée,0.08 g,en faible quantité,,+1%,-0%,-20%,+12%,+6%,+36%,-24%,+77%,+77%,9,+61%,C,+61%,,4,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Blé soufflé caramélisé,,['Huile de palme'],,,
1887,Rice Krispies Squares Choco Caramel - Kellogg's - 144g,5050083508783,"[""Kellogg's"", 'Rice Krispies']","['Point Vert', 'Goût choco']",['France'],"['Grains de riz soufflés et grillés ', '26%', "" [riz,sucre,sel,arôme de malt d'orge,vitamines "", 'PP,B6,B2,B1,B9,D,B12', ',fer]', 'lait écrémé concentré sucré ', 'lait écrémé,sucre', 'nappage chocolaté ', '12%', '[sucre,huile végétale', 'poudre de petit-lait', 'poudre de lait écrémé', 'cacao maigre en poudre', 'émulsifiant ', 'lécithine de soja', ',arôme]', 'fructose', 'sirop de glucose', 'morceaux de chocolat au lait ', '10%', ' [sucre,beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant ', 'lécithine de soja', ']', 'huile végétale', 'sirop de sucre inverti', 'sucre', 'humectant ', 'glycérol', 'gélifiant ', 'agar', ',arômes', 'stabilisant ', 'phosphate disodique', 'émulsifiant ', 'lécithine de soja', ',antioxydant ', 'E320']","['Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,424,1774 kj(424 kcal),12,9,74,40,"4,5","0,75","0,3",144 g,"['Plastique', 'Sachet']","['Snacks', 'Snacks salés', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat']",12 g,en quantité modérée,9 g,en quantité élevée,40 g,en quantité élevée,0.75 g,en quantité modérée,,-4%,-6%,-38%,-10%,+25%,+24%,-37%,+101%,+101%,22,+27%,E,+27%,"['E322i - Lécithine', 'E422 - Glycérol', 'E406 - Agar-agar', 'E339ii - Phosphate disodique', 'E320 - Butylhydroxyanisol']",4,D,,['Carrefour'],83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,Barre de grains de riz soufflés et grillés avec des morceaux de chocolat au lait et un nappage goût chocolat caramel.,,,,https://www.kelloggs.be/fr_BE/rice-krispies-squares-choco-caramel-product.html,
1888,squares Rice krispies - kellogs - 4x36grs,5050083508820,['Kellogs'],,['France'],[],,[],?,?,,?,,?,,?,,,4x36 grs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Extra Pépites - Kellogg's,5050083516306,"[""Kellogg's""]",,['France'],[],,[],?,493,2063 kj(493 kcal),24,12,60,26,7,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Kellogg's Rice Krispies,5050083545139,"[""Kellogg's""]",,['France'],"['rice', 'sugar', 'salt', 'barley malt flavouring,']",,[],?,387,1619 kj(387 kcal),"1,2","0,4",86,"7,9",7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Kelloggs Coco Pops 550G - Kellogg's,5050083545252,"[""Kellogg's""]",,"['France', 'Royaume-Uni']",[],,[],?,389,1628 kj(389 kcal),?,1,?,35,"5,5","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Frosties - Kellogs,5050083554346,['Kellogs'],,['France'],[],,[],?,375,1569 kj(375 kcal),?,"0,1",?,37,"4,5","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Frosties - Kellogg's - 450g,5050083560200,"[""Kellogg's""]",,"['Belgique', 'France']",[],,[],?,375,1569 kj(375 kcal),"0,6","0,1",87,37,"4,5","0,83","0,332",450 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Tresor Milk Chocolate -,5050083569890,,,['France'],[],,[],?,441,1845 kj(441 kcal),14,4,70,28,"7,2","0,95","0,38",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",14 g,en quantité modérée,4 g,en quantité modérée,28 g,en quantité élevée,0.95 g,en quantité modérée,,+1%,+1%,+1%,+6%,+3%,-2%,-4%,+48%,+48%,18,+38%,D,+38%,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1895,Kellogg's Frosties Corn Flakes,5050083605468,"[""Kellogg's""]",,['France'],[],,[],?,375,1569 kj(375 kcal),"0,6","0,1",87,37,"4,5","0,8","0,32",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",0.6 g,en faible quantité,0.1 g,en faible quantité,37 g,en quantité élevée,0.8 g,en quantité modérée,,-1%,-1%,-45%,-65%,+5%,+246%,-38%,-34%,-34%,13,+74%,D,+74%,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1896,All-Bran Choco - Kellogg's - 375g,5050083705496,"[""Kellogg's"", 'All-Bran']",['Riche en fibres'],"['Belgique', 'France']","['Blé complet', '75%', 'Chocolat ', '19%', ' ', 'Sucre', 'Pâte de cacao', 'Beurre de cacao', 'Matière grasse Issue du lait', 'Émulsifiant {lécithine de soja}', 'Arôme', 'Sucre', 'Cacao en poudre', 'Arôme', 'Antioxydant ', 'Palmitate d‘ascorbyle', 'AIpha-tocophérol', ' Vitamines et Minéraux: Vitamines', ' Niacine,B6', 'B2,B1', 'Acide folique', 'B12', ' et Fer']","['Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme""]",?,392,1640 kj(392 kcal),8,"4,5",65,19,10,"0,05","0,02",375 g,"['Carton', 'Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",8 g,en quantité modérée,4.5 g,en quantité modérée,19 g,en quantité élevée,0.05 g,en faible quantité,,-10%,-10%,-42%,+19%,-4%,-34%,+34%,-92%,-92%,12,-8%,D,-8%,"['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle""]",4,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,"[""E304 - Palmitate d'ascorbyle""]",,,
1897,Trésor goût Choco Caramel - Kellogg's - 450g,5050083707414,"[""Kellogg's"", 'Trésor']",['Goût choco'],['France'],[],,[],?,?,,?,,?,,?,,,450 g,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']",,,,,,,,,,,,,,,,,,,,,,,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
1898,Spécial K Biscuit Moments Fraise - Kellogg's - 125g,5050083714429,"[""Kellogg's""]","['Végétarien', 'Point Vert']",['France'],"['Farine de blé', 'fourrage à la fraise ', '33%', ' ', 'fructose', 'humectant {glycérol}', 'sirop de glucose', 'dextrose', 'purée de fraise concentrée ', '1', '5%}', 'huile de palme', 'gélifiant ', 'pectine}', 'acide citrique', 'émulsifiants ', 'lécithine de soja', 'E471}', 'colorants ', 'anthocyanes', 'paprika}', 'arôme', ""correcteur d'acidité "", 'citrate trisodique}', 'acide malique', 'affermissant ', 'citrate tricalcique}', 'sucre', 'huiles végétales ', 'tournesol', 'palme', 'noix de coco} en proportions variables', 'maltodextrine ', 'amidon modifié', 'poudre de lait écrémé', 'poudre de petit-lait', 'sirop de sucre inverti', 'émulsifiants ', 'lécithine de soja', 'E472e', 'poudres à lever ', 'E500', 'E450', 'E341', 'sel', 'carbonate de calcium', 'arôme']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,392,1640 kj(392 kcal),8,"2,8",76,"31,2","4,8","0,76","0,304",125 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits à la fraise']",8 g,en quantité modérée,2.8 g,en quantité modérée,31.2 g,en quantité élevée,0.76 g,en quantité modérée,,-2%,-2%,-15%,-32%,+4%,-21%,-6%,+88%,+88%,15,-9%,D,-9%,"['E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E163 - Anthocyanes', 'E331iii - Citrate trisodique', 'E296 - Acide malique', 'E333iii - Citrate tricalcique', 'E14XX - Amidons modifiés', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",4,C,,['Auchan'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuit fourré au fruit à la fraise avec une vague vanille sur le dessus,,['Huile de palme'],,,
1899,Kellogg's Special K Biscuit Moments Strawberry - Kellog's,5050083731136,"[""Kellog's"", 'Spécial K']",,['France'],[],,[],?,379,1586 kj(379 kcal),"7,6","2,8",75,31,"5,1","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Biscuit Moments - Kellogg's - 5x 2biscuits,5050083776250,"[""Kellogg's"", ""Kellogg's Spécial K""]",,['France'],"['Farine de_blé,fourrage au chocolat ', '33%', ' ', 'fructose,humectant {glycérol},chocolat', '6%', ' {pâte de cacao,sucre,beurre de cacao,cacao maigre en poudre,émulsifiant [lécithine de_ soja]},dextrose,sirop de glucose,amidon modifié,cacao maigre en poudre,stabilisants {E460,E466},émulsifiant {lécithine de_soja},arôme', ',sucre,huiles végétales', 'tournesol,palme', ',maltodextrine', 'poudre de petit_lait,amidon modifié', 'émulsifiants ', 'lécithine de_soja', 'E472e', ',sirop de sucre inverti,poudres à lever ', 'E500,E450,E341', 'poudre de caroube,poudre de_lait écrémé', 'sel,colorants ', 'E150c,E153', ',arôme']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,393,1644 kj(393 kcal),9,4,72,28,5,"0,73","0,292",5 x 2 biscuits,"['Carton', 'boîte']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",9 g,en quantité modérée,4 g,en quantité modérée,28 g,en quantité élevée,0.73 g,en quantité modérée,,-17%,-17%,-57%,-60%,+12%,-5%,-23%,+24%,+24%,14,-29%,D,-29%,"['E422 - Glycérol', 'E322i - Lécithine', 'E14XX - Amidons modifiés', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal']",4,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Gâteau au chocolat,,['Huile de palme'],,,
1901,Nutri Grain - Kellogg's,5050083779275,"[""Kellogg's""]",,['France'],[],,[],?,383,1602 kj(383 kcal),?,12,?,23,5,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
