,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,labels,allergens,ingredients_origins,manufacturing,link,palm_ingredients,markets,generic_name,brand_owner,traceability_code
43,Nesquik,5900020031310,"['Nesquik', 'Nestlé']",['France'],"['32,2% Getreide ', '22,1% Vollkornweizenmehl', '8,4% Mais - grieß', '1,7% Reismehl', 'Glukosesirup', 'Zucker', 'pflanzliche Öle ', 'Palm', 'Šonnenblume', '8,2% gezuckerte Kondensmilch ', 'Vollmilch', 'Zucker', 'Magermilchpulver', 'Invertzuckersirup', 'Feuchthaltemittl ', 'Sorbit', 'Glycerin', 'Maltodextrin', 'Vitamine und Mineralstoffe ', 'Calciumcarbonat', 'Niacin', 'Pantothensäure', 'Folsäure', 'Vit', ' B6', 'Riboflavin [Vit', ' B2]', '2,4% Kakaopulver', 'Salz', 'Emulgator Lecithine', '0,2% fettarmer Kakao', 'Dextrose', 'Säureregulator Natriumphosphate', 'natürliches Aroma', 'Antioxidations - mittel stark tocopherolhaltige Extrakte', ' Kann Soja', 'Mandeln und andere Nüsse enthalten']","['Huile de palme', 'Non végétalien']",?,410,1715 kj(410 kcal),13,"7,4",61,30,"7,5","0,5","0,2",,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",13 g,en quantité modérée,7.4 g,en quantité élevée,30 g,en quantité élevée,0.5 g,en quantité modérée,,-3%,-4%,-18%,+24%,+1%,+10%,+0%,+28%,+28%,20,+52%,E,+52%,,,,,,,,"['E420 - Sorbitol', 'E422 - Glycérol', 'E322 - Lécithines']",4,,"['Lait', 'Fruits à coque', 'Soja']",,,,,,,,
44,Katarzynki 100G,5900056000175,,"['France', 'États-Unis']","['Wheat flour', 'sugar', 'rye flour', 'color: caramel', 'leavening agent: ammonium carbonate', 'potato starch', 'spices', 'salt', 'acidity regulator: citric acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,324,1356 kj(324 kcal),"1,47",0,"73,53","70,59","8,82","0,148","0,059",,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",1.47 g,en faible quantité,0 g,en faible quantité,70.6 g,en quantité élevée,0.147 g,en faible quantité,,-32%,-32%,-93%,-100%,+15%,+139%,+36%,-75%,-75%,11,-44%,D,-44%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E150 - Caramel', ""E503i - Carbonate d'ammonium"", 'E330 - Acide citrique']",4,,['Gluten'],,,,,,,KOPERNIK,
45,Pierniki nadziewane - Kopernik - 150g,5900056008287,['Kopernik'],"['France', 'Pologne']","['biała czekolada 30% [cukier', 'tłuszcz kakaowy', 'mleko pełne w proszku', 'serwatka w proszku', 'emulgator ', 'lecytyna sojowa', 'aromat]', 'mąka pszenna', 'nadzienie 19% [przecier jabłkowy', 'cukier', 'zagęszczony sok czarnej porzeczki 0,2%', 'substancja żelująca ', 'pektyny', 'regulator kwasowości ', 'kwas cytrynowy', 'substancja konserwująca ', 'sorbinian potasu', 'aromat', 'zagęszczony sok aroniowy]', 'cukier', 'mąka żytnia', 'skrobia ziemniaczana', 'barwnik ', 'karmel', 'substancja spulchniająca ', 'węglany amonu', 'przyprawy', 'sól', 'regulator kwasowości ', 'kwas cytrynowy', ' \rMoże zawierać jaja', 'orzeszki arachidowe i orzechy']",['Non végétalien'],1652,392,1652 kj(392 kcal),"9,3","5,5",70,48,"5,4","0,16","0,064",150 g,['PAP'],,['pl:Pierniki'],9.3 g,en quantité modérée,5.5 g,en quantité élevée,48 g,en quantité élevée,0.16 g,en faible quantité,,,,,,,,,,,19,,E,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E150 - Caramel', ""E503 - Carbonates d'ammonium""]",4,['Sans OGM'],"['Gluten', 'Lait', 'Soja', 'pl:serwatka']",,"['PL 87-100', 'Toruń', 'Polska']",http://www.kopernik.com.pl,,['Biedronka'],,,
46,Serca piernikowe - Hopernik,5900056008300,['Hopernik'],['France'],"['Wheat flour', 'chocolate 26% ', 'sugar', 'cocoa mass', 'cocoa butter', 'emulsifier: soya lecithin', ' flavouring', ' sugar', 'rye flour', 'honey 4%', 'colour: caramel', ' raising agent: ammonium carbonates', ' starch', 'spices', 'salt', 'acidity regulator: citric acid', ' May contain milk', 'eggs', 'peanuts and nuts', ' Product of Poland']",['Non végétalien'],?,383,1602 kj(383 kcal),"8,3","4,8",69,39,"6,1","0,26","0,104",,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",8.3 g,en quantité modérée,4.8 g,en quantité modérée,39 g,en quantité élevée,0.26 g,en faible quantité,,-22%,-22%,-65%,-59%,+11%,+20%,-7%,-53%,-53%,17,-21%,D,-21%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E322i - Lécithine', 'E150 - Caramel', ""E503 - Carbonates d'ammonium"", 'E330 - Acide citrique']",4,['Pur beurre de cacao'],"['Œufs', 'Gluten']",,,,,,,,
47,Marina ananas - 33cl,5900079204111,['Marina'],['France'],[],[],?,?,,?,,?,,?,,,33 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Czekoladki Wawel Kasztanki,5900102008469,['Wawel'],['France'],[],[],?,537,2247 kj(537 kcal),31,21,57,49,"5,3","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Cukierki Krówka Mleczna 250G - 250g,5900102012800,,['France'],[],[],?,160,669 kj(160 kcal),3,"1,2",34,30,3,"0,03","0,012",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pastylka mietowa - Wawel,5900102013463,['Wawel'],"['France', 'Pologne']","['FR Pastilles pralinées enrobées de chocolat', ' Emplus dLfb€urre de cacao', ""legcbocò'ê contient de la graisse végétale"", 'Ingrédients sucre', 'sirop de glucose', 'pâte de cacao', 'beurre de cacao', 'huile de karité', 'émulsifiantsï écithine ', 'soja', 'eau', 'maltodextrinc arôme naturel: huile de menthe', 'Chocolat: Cacab 43% minimum', 'Peut contenir des arachides', 'de amandes', 'des noisettes', 'graines de sésame}du lait', 'des oeufs et du blé,']",['Non végétalien'],?,375,1569 kj(375 kcal),"6,4",4,78,69,"0,01","0,01","0,004",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",6.4 g,en quantité modérée,4 g,en quantité modérée,69 g,en quantité élevée,0.01 g,en faible quantité,,-29%,-29%,-80%,-77%,+49%,+45%,-100%,-93%,-93%,17,-30%,D,-30%,,,,,,,,,4,,['Soja'],,,,,,,,
51,Krowkowa - Wawel,5900102016792,['Wawel'],['France'],[],[],?,494,2067 kj(494 kcal),28,17,56,48,4,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Krowka,5900102019106,,['France'],[],[],?,377,1577 kj(377 kcal),4,"2,3",80,69,"5,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Tofflairs - Wawel - 260g,5900102020454,['Wawel'],['France'],"['glucose syrup', 'condensed milk 23% ', 'milk', 'sugar', 'sugar', 'palm fat', 'invert sugar syrup', 'chocolate 2,3% [cocoa mass', 'sugar', 'fat reduced cocoa powder', 'cocoa butter', 'emulsifiers: lecithins ', 'soya', 'flavourl', 'skimmed milk powder', 'fat reduced cocoa powder', 'salt', 'flavour ', 'emulsifiers: gum arabic', 'lecithins ', 'soya', ' Product may contain peanuts', ' Chocolate contains: cocoa solids 70% min']","['Huile de palme', 'Non végétalien']",?,414,1732 kj(414 kcal),20,13,62,46,3,"0,36","0,144",260 g,"['Carton', 'boîte', 'Plastique']",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",20 g,en quantité modérée,13 g,en quantité élevée,46 g,en quantité élevée,0.36 g,en quantité modérée,,-22%,-22%,-38%,-25%,+18%,-3%,-49%,+135%,+135%,26,+7%,E,+7%,,,,,,,,"['E322 - Lécithines', ""E414 - Gomme d'acacia""]",4,['Pur beurre de cacao'],"['Lait', 'Soja']",,,,,,,,
54,Mieszanka Krakowska - Wawel,5900102021567,['Wawel'],['France'],[],[],?,355,1485 kj(355 kcal),"7,3","4,5",70,56,"0,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Rice cakes natural - good food - 130g,5900125005537,"['good food', 'Good Food Product Sp.']","['France', 'États-Unis']",['Brown rice 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,379,1586 kj(379 kcal),"3,45",0,"79,31",0,"6,9",0,0,130g,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",3.45 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-12%,-12%,-71%,-100%,+12%,-100%,-7%,-100%,-100%,-3,-136%,A,-136%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,1,,,,,,,,,GOOD FOOD PRODUCTS Sp. z o.o.,
56,Sliwka - Solidarnosc,5900189000516,['Solidarnosc'],['France'],"['Prunes confites 37 % ', 'prunes', 'sucre', 'sirop de glucose', 'fructose', ""régulateur d'acidité"", 'acide citrique', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisse végétale ', 'de palme', ' partiellement hydrogénée', 'cacao maigre en poudre ', '2 %', 'lait écrémé en poudre', 'sirop de glucose', 'graisse de lait', 'émulsifiants ', 'lécithine de soja', 'polycinoléate de polyglycérol', 'arômes']","['Huile de palme', 'Non végétalien']",?,434,1816 kj(434 kcal),18,11,62,60,"3,6","0,05","0,02",,"['Sachet', 'Plastique']",,"['Snacks', 'Snacks sucrés']",18 g,en quantité modérée,11 g,en quantité élevée,60 g,en quantité élevée,0.05 g,en faible quantité,,-3%,-3%,-11%,+11%,+8%,+69%,-40%,-87%,-87%,25,+32%,E,+32%,,,,,,,,"['E330 - Acide citrique', 'E322i - Lécithine']",4,,"['Lait', 'Soja']",,,,,,Prune confite à la pâte de cacao enrobée de chocolat (40 %).,,
57,7zboz - Bakoma - 140g,5900197012891,['Bakoma'],"['France', 'Pologne']","['mleko pasteryzowane', 'cukier trzcinowy', 'śmietanka pasteryzowana', 'śliwka 4,2%', 'zboża 3%', 'pszenica', 'jęczmień', 'żyto', 'owies', 'proso', 'gryka', 'ryż', 'śliwka suszona 1,4%', 'otręby pszenne', 'żywe kultury bakterii jogurtowych oraz L', ' acidophilus i Blifdobacterium lactis']",['Non végétalien'],?,94,393 kj(94 kcal),"2,5","1,8","14,3","11,8","3,4","0,13","0,052",140 g,"['PP', 'Alu']",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",2.5 g,en faible quantité,1.8 g,en quantité modérée,11.8 g,en quantité modérée,0.13 g,en faible quantité,,+2%,+2%,-24%,-12%,+30%,+17%,-10%,+13%,+13%,2,-35%,B,-35%,,,,,,,,,3,,"['Gluten', 'Lait', 'pl:śmietanka', 'pl:żyto']",['Pologne'],,,,['Auchan'],,,['PL 14281601 WE']
58,Pizzerini - Cheetos,5900259092694,['Cheetos'],['France'],[],[],?,489,2046 kj(489 kcal),23,2,63,"4,6","6,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thé English Breakfast - Lipton,5900300586929,['Lipton'],['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Baton Spoksy Toffi W Czek 35G Agrohansa,5900303000538,,['France'],[],[],?,416,1741 kj(416 kcal),"11,2","5,5","72,4","36,3","4,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Rewersy pomidor z bazylia - Lajkonik - 90g,5900320006285,['Lajkonik'],['France'],[],[],1894,?,1894 kj(453 kcal),15,1,68,13,"9,3","2,5",1,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Tymbark Apple Peach Drink 1 L,5900334000149,['Tymbark'],['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,4","8,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Napój owocowy - jabłko, wiśnia - Tymbark - 250ml",5900334000880,['Tymbark'],"['France', 'Allemagne', 'Pologne']","['Woda', 'sok jabłkowy z zagęszczonego soku ', '14%', 'syron glukowo-fruktozowy ', 'G', ' i/lub cukier ', 'D', 'sok wiśniowy z zagęszczonego soku ', '6%', 'koncentrat z czarnych porzeczek i aronii', 'regulator kwasowoaści - kwas cytrynowy', 'aromat']",[],?,40,167 kj(40 kcal),0,0,"9,7","9,7",0,0,0,250 ml,"['Flasche', 'Glas']",,"['Boissons', 'Boissons sans alcool']",0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,,+5%,0%,-100%,-100%,+12%,+32%,-100%,-100%,-100%,13,+85%,E,+85%,,,,,,,,['E330 - Acide citrique'],4,,,,"['PL 43-100', 'Tychy', 'Polska']",,,,,,
64,Tymbark Kaktus - 1l,5900334001047,['Tymbark'],"['France', 'Pologne']","['Woda', 'sok jabłkowy z zagęszczonego soku ', '35%', 'syrop glukozowo-fruktozowy ', 'G', ' i/lub cukier ', 'D', 'przecier z jabłek ', '5%', 'soki z zagęszczonych soków z: limonek ', '1%', ' i figi kaktusowej ', '1%', 'regulator kwasowości-kwas cytrynowy', 'barwniki E141 i kurkumina', 'aromat', ' D,G - w zależności od użytego składnika: patrz nadruk na wierzchu opakowania']",[],?,47,197 kj(47 kcal),0,0,12,12,0,0,0,1 l,['Tetra Pak'],,"['pl:Napoj', 'pl:Napoj-niegazowany']",0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,,,,,,,,,,,2,,B,,,,,,,,,['E141i - Complexes cuivriques de chlorophylles'],4,,,,"['Tychy', 'Polska']",,,['Auchan'],,,
65,Tymbark Malina Marchew Jablko - 1l,5900334009869,['Tymbark'],"['France', 'Pologne']","['Woda', 'przeciery z: marchwi ', '19%', ' i jabłek ', '16%', 'cukier', 'przecier z malin ', '3%', 'sok jabłkowy ', '1%', ' z zagęszczonego soku', 'regulator kwasowości - kwas cytrynowy', 'witaminy: C i E', 'aromat']",[],?,47,197 kj(47 kcal),"0,1","0,01","10,7","10,7","0,3","0,03","0,012",1 l,['Tetra Pak'],,"['Boissons', 'Boissons sans alcool', 'pl:Napoj-niegazowany', 'pl:Sok']",0.1 g,en faible quantité,0.01 g,en faible quantité,10.7 g,en quantité élevée,0.03 g,en faible quantité,,+24%,+18%,-26%,-63%,+24%,+46%,+32%,+44%,+44%,14,+99%,E,+99%,,,,,,,,['E330 - Acide citrique'],4,,,,"['Tychy', 'Polska']",,,['Auchan'],,,
66,Tymbark - Antonowka Apple Juice 100%,5900334009944,['Tymbark'],['France'],[],[],?,45,188 kj(45 kcal),"0,2","0,02","10,5","10,4","0,2",0,0,,,,['Boissons'],0.2 g,en faible quantité,0.02 g,en faible quantité,10.4 g,en quantité élevée,0 g,en faible quantité,,-20%,-22%,-42%,-83%,-7%,+10%,-60%,-100%,-100%,14,+83%,E,+83%,,,,,,,,,,,,,,,,,,,
67,Tymbark - Czarna Porzeczka,5900334012661,['Tymbark'],"['France', 'Pologne']",[],[],?,47,197 kj(47 kcal),0,0,11,11,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,-16%,-18%,-100%,-100%,-3%,+17%,-100%,-100%,-100%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,,
68,Bison Grass Vodka - Zubrowka - 500ml,5900343003674,['Zubrowka'],['France'],[],[],?,?,,?,,?,,?,,,500 ml,['szklana butelka'],C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,['Pologne'],,,,,Bison Grass Vodka,,
69,Familijne,5900352014456,,['France'],[],[],?,513,2146 kj(513 kcal),29,15,57,32,"5,5","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Michaszki Original - Mieszko,5900353640777,['Mieszko'],"['France', 'Royaume-Uni']",[],[],?,521,2180 kj(521 kcal),28,13,45,45,10,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Twój Sekret - Mieszko Pralines - 162g,5900353643723,['Mieszko Pralines'],['France'],[],[],?,?,,?,,?,,?,,,162 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Grzeski - Milk Chocolate Coated Wafer Bar With Milk Chocolate - Grześki - 36g,5900394006235,"['Grześki', 'Goplana']","['France', 'Pologne']","['milk chocolate 30,6% ', 'of which 0,1% in the cream', ' [sugar', 'cocoa butter', 'whole milk powder 4,7%', 'nass', 'vegetable fats ', 'palm', 'shea', ' in varying proportions', 'whey powder ', 'from milk', 'emulsifiers: lecithins a', ' and e476-polyglycerol polyricinoleate', 'flavouring', 'wheat flour', 'palm fat', 'skimmed-milk powder 15,3%', 'reduced cocoa powder 2,5%', 'potato starch', 'emulsifier: lecithins ', 'from soya', 'raising agents: sodium es and ammonium carbonates', 'salt', 'flavouring ', '\rthis product may contain hazelnuts and peanuts,']","['Huile de palme', 'Non végétalien']",?,531,2222 kj(531 kcal),30,18,55,33,10,"0,35","0,14",36 g,['Plastik'],,"['Snacks', 'Snacks sucrés']",30 g,en quantité élevée,18 g,en quantité élevée,33 g,en quantité élevée,0.35 g,en quantité modérée,,+19%,+18%,+48%,+81%,-4%,-7%,+68%,-8%,-8%,24,+26%,E,+26%,,,,,,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E322 - Lécithines', ""E503 - Carbonates d'ammonium""]",4,,['Gluten'],,"['PL 62-860', 'Opatówek', 'Polska']",http://www.colian.pl; www.grzeski.pl,,,,,
73,šípek a jablko - mokate Czech - 40g,5900396016157,['mokate Czech'],"['France', 'Pologne']","['Ingrediente: hibiscus', 'macese 34% mar 22', '5%', 'aroma', 'regulator de aciditate - acid malic', "" FR INFUSIONS DE FRUITS AROMATISEE D'EGLANTIER ET POMME"", ' Ingredients', ' fleur d hibiscus', 'églantier 34%', 'pomme 22,5%', 'aróme', ""correcteur d'acidité acide malique"", ' EE OUNA - JA KIBUVITSAMAITSELINE PUUVILJATEE', ' Koostisosad: hibiskus', 'kibuvits 34%', 'oun 22,5 %', 'ouna maitse ja löhnaained', 'happesuse regulaator dunhape BG APOMATW3MPAH M HA C IKA BKA', 'c ФилтъР', ' Съставки хибикус-вете шипка 225%', 'аpомат регулатор на киселинност - ябълчна киселина']",[],?,?,,?,,?,,?,,,40 g,['Sec'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés aromatisés', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Loyd'],,['en:Pologne'],['Pologne'],,,['Maxilots'],,,
74,Loyd Tea Citrus Tea (flavoured Black Tea),5900396022455,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Thé avec miel de manuka - Loyd - 1,5900396022608,['Loyd'],['France'],[],[],?,?,,?,,?,,?,,,1,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de manuka']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Agros Konfitura Truskawka 290 G - Lowicz,5900397012646,['Lowicz'],['France'],"['konfluta Astra truskawek niskoslodtona', '01 IIO I GI', ' % 900 0']",[],?,169,707 kj(169 kcal),"0,5","0,1",40,40,"0,5",0,0,290 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,?owicz Koncentrat Pomidorowy 190G - Lowicz - 190g,5900397017412,"['Lowicz', 'Łowicz']","['France', 'Allemagne', 'Pologne']",['POMIDOROWY oolw/cln w VJ/97'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",409,97,409 kj(97 kcal),"1,5","0,3",14,14,"5,6","0,08","0,032",190 g,['70 GL'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",1.5 g,en faible quantité,0.3 g,en faible quantité,14 g,en quantité élevée,0.08 g,en faible quantité,+5%,+4%,+5%,+137%,+146%,-8%,+1%,+25%,-90%,-90%,-9,,A,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,1,,,,,,,,,,
78,Minivat Probiotic,5900425003974,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,kisiel,5900437033839,,"['France', 'Royaume-Uni']",[],[],?,54,226 kj(54 kcal),0,0,"13,3","7,7",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Galaretka,5900437034324,,['France'],[],[],?,52,218 kj(52 kcal),0,0,11,11,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Orzech Laskowy - Soplica,5900471025623,['Soplica'],['France'],[],[],?,?,,?,,?,,?,,,,"['Bouteille', 'Verre']",C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,http://www.soplica.fr/les-vodka-soplica/les-produits/soplica-orzech-laskowy-noisette,,,,,
82,Ice tea - Lipton - 330ml,5900497023337,['Lipton'],['France'],[],[],?,?,,?,,?,,?,,,330ml,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés']",,,,,,,,,,,,,,,,,,,,,,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,,
83,Green ice tea matcha - Lipton,5900497030540,['Lipton'],['France'],[],[],?,15,63 kj(15 kcal),"0,5","0,4","3,7","3,5","0,5",0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",0.5 g,en faible quantité,0.4 g,en faible quantité,3.5 g,en quantité modérée,0 g,en faible quantité,,-32%,-32%,+257%,+1415%,-30%,-31%,+240%,-100%,-100%,6,-18%,D,-18%,,,,,,,,,,,,,,,,,,,
84,Czarna porzeczka nektar 1 L - Hortex,5900500024276,['Hortex'],"['France', 'Pologne']","['Woda', 'sok z czarnych porzeczek ', '25%', ' z soku zagęszczonego', 'cukier', 'naturalny aromat z czarnych porzeczek']",[],?,45,188 kj(45 kcal),0,0,"11,2","11,1","0,1",0,0,1 l,['Tetra Pak'],,['pl:Nektar'],0 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité modérée,0 g,en faible quantité,,,,,,,,,,,2,,B,,,,,,,,,,,,,,,,,['Auchan'],,,
85,Mascarpone - Piatnica - 500g,5900531001475,['Piatnica'],"['France', 'Pologne']","['pasteryzowana śmietanka', 'regulator kwasowości: kwas cytrynowy ', 'E330']",[],1626,394,1626 kj(394 kcal),40,28,"5,1",5,"3,5","0,1","0,04",500g,"['Plastik', 'Kubek']",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",40 g,en quantité élevée,28 g,en quantité élevée,5 g,en quantité modérée,0.1 g,en faible quantité,+6%,+3%,+2%,+3%,+4%,+63%,+65%,-30%,+7%,+7%,13,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E330 - Acide citrique'],3,['pl:ISO14001'],,,"['Polska', 'Poland']",,,,Mascarpone,,['PL 20071801 WE']
86,"Ze smakiem cytryny - Zywiec zdroj - 1,5L",5900541000390,['Zywiec zdroj'],['France'],[],[],?,19.8,83 kj(19 kcal),?,,"4,7","4,7",?,,,"1,5 L",['Bottle'],,"['Boissons', 'Eaux', 'Eaux aromatisées']",,,,,4.7 g,en quantité modérée,,,,+120%,+124%,,,+121%,+137%,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Gaz z sokiena - Zywiec Zdrój - 500ml,5900541003902,['Zywiec Zdrój'],['France'],[],[],?,?,,?,,?,,?,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Kisiel à la cerise,5900552000228,,['France'],[],[],?,61,255 kj(61 kcal),0,0,"15,2",10,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Soko?ów Gold Premium Kabanosy Francuskie 120G,5900562487002,,['France'],[],[],?,561,2347 kj(561 kcal),50,20,1,"0,5",26,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Beurre de cacahuète - Felix,5900571050037,['Felix'],['France'],[],[],?,564,2360 kj(564 kcal),38,"6,8",35,27,0,"0,6","0,24",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",38 g,en quantité élevée,6.8 g,en quantité élevée,27 g,en quantité élevée,0.6 g,en quantité modérée,,-6%,-6%,-21%,-18%,+143%,+325%,-100%,+13%,+13%,20,+82%,E,+82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,
