,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,packaging,traceability_code,labels,markets,generic_name,ingredients_origins,palm_ingredients,manufacturing,link,brand_owner
788,Moules créoles,3770005074043,,,,,['France'],[],[],,,,,,,,,,?,,156,,653 kj(156 kcal),,12,,0,,5,,0,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
789,Nems au poulet,3366760045345,C,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",['France'],[],[],,8.6 g,en quantité modérée,1.6 g,en quantité modérée,2.4 g,en faible quantité,1.3 g,en quantité modérée,?,,189,-6%,791 kj(189 kcal),-5%,"8,6",+9%,"1,6",+26%,21,-8%,"2,4",-9%,"6,2",-14%,"1,3",+3%,"0,52",+3%,5,+18%,C,+18%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,
790,Kirum Pepper Sauce,8846000189619,,,,,['France'],[],[],,,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"6,66",,"6,66",,0,,"1,65",,"0,66",,,,,,,,,,,,,,,,,,,,,,,,
791,Bockwurst - Dulano - 520g,20124564,,520 g,['Dulano'],,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,
792,Putenschnitzel - 340g,2338515009422,,340 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,
793,Burger - 280g,4009286512333,,280 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Coppa - 133g,2341710005045,,133 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,
795,Mortadella - 143g,2341560003277,,143 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,
796,Paté basque au piment d'espelette,3482970003347,,,,,['France'],[],[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,32,,13,,"0,7",,"0,7",,13,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
797,Chorizo - 225g,4005855562457,,225 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['päckli', 'päckli', 'päckli', 'päckli', 'päckli', 'päckli', 'päckli']",,,,,,,,,
798,Pommes de terre blanches Four purée barbecue,3560033437312,,,,,['France'],[],[],,,,,,,,,,?,,75,,314 kj(75 kcal),,"0,2",,0,,"15,8",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
799,Jo Le Ru,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Jambon cuit,2454484045268,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,pain de mie Harrys,2600365007157,,,,,['France'],[],[],,,,,,,,,,?,,1133,,4740 kj(1133 kcal),,"4,3",,"0,4",,"48,5",,"7,7",,7,,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,,
802,Orangeade,3510324100388,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Knack 75G,3301091024003,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Chorizo sec,2863443039758,,,,,['France'],[],[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,24,,"9,3",,"5,7",,"2,9",,26,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,
805,Veloute aux cepes bio,3272932000442,,,,,['France'],[],[],,,,,,,,,,?,,22,,92 kj(22 kcal),,"0,9",,"0,4",,"1,2",,"0,7",,"1,4",,"1,2",,"0,48",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
806,Champ'lu,3760091000101,,,,,['France'],[],[],,,,,,,,,,?,,328,,1372 kj(328 kcal),,28,,19,,0,,0,,23,,"1,65",,"0,66",,,,,,,,,,,,,,,,,,,,,,,,
807,ChilliBohnen in Sauce,4305399063350,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['dose/dosen'],,,,,,,,,
808,ravioli - bolognaise - 800ge,3261055947581,,800ge,['Bolognaise'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",['France'],"['Eau 48%', 'ravioli 27%,de beuf 5%,viande de beuf10%', 'triple concentre de tomate 7,2%,']",[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabrique'],['3261055949936'],,,,['Eau 48\xa0%   ravioli 27\xa0%  de beuf 5\xa0%  viande de beuf10\xa0%   triple concentre de tomate 7  2\xa0%'],,['fabrique en France par EMB'],,
809,Backspray,4000521023737,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,
810,Saure Gurken,4260430788992,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,
811,Roquefort papillon bio,2293230030246,,,['Papillon'],,['France'],[],[],,,,,,,,,,?,,379,,1586 kj(379 kcal),,32,,20,,"1,8",,0,,21,,"3,6",,"1,44",,,,,,,,,,,,,,,,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
812,Tomme de montagne,2444566034907,,,,,['France'],[],[],,,,,,,,,,?,,220,,920 kj(220 kcal),,14,,"8,5",,"1,9",,"0,6",,"21,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
813,Kaffee Sahne - 200g,4335896518763,,200 g,,,['France'],[],[],,,,,,,,,,?,,555,,2322 kj(555 kcal),,35,,21,,52,,52,,"6,3",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,
814,Tortelloni Mortadella & Schinken - 250g,4316268461436,,250 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Packung(en)'],,['Fabriqué en Allemagne'],,,,,,,
815,Nonnettes au miel - 200g,3455270824042,,200 g,,,['France'],[],[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,"0,5",,0,,76,,50,,3,,"1,2",,"0,48",,,,,,,,,,,,,,,,,['Bio'],,,,,,,
816,Moelleux au chocolat,0207339039293,D,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,,,,,,,,,,,
817,Bonduelle Holsteiner Arsch,3083680003070,,,['Bonduelle'],,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,
818,Crème Dessert Caramel,3760267350092,,,,,['France'],[],[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"3,65",,"1,72",,"22,9",,"18,8",,"3,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
819,2 côtes premières (porc),0219104023352,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0104350436740367,0104350436740367,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Honig,4280000863089,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,
822,Wrap au boeuf bbq fumé et haricots rouges,0628176360225,,,,,['France'],[],[],,,,,,,,,,?,,199,,833 kj(199 kcal),,"5,3",,"2,3",,24,,"6,7",,"10,2",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,
823,Rapshonig,4028712014906,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,
824,Charcoal tablets,3661075068936,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Peas - 1000g,5050854264498,,1000 g,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bag'],,,,,,,,,
826,Pan de molde integral,8412600020456,,,,,['France'],[],[],,,,,,,,,,?,,274,,1146 kj(274 kcal),,"5,6",,"1,1",,43,,"4,3",,"9,4",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,
827,Gourmandise de Paques,4056489193746,,,,,['France'],[],[],,,,,,,,,,?,,552,,2310 kj(552 kcal),,35,,20,,51,,50,,"6,4",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,
828,Tenders de poulet classique - 1kg,5902082415886,,1 kg,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,
829,"Zero ,cerveza tradicional sin alcohol latas",8433329083843,,,,,['France'],[],[],,,,,,,,,,?,,16,,67 kj(16 kcal),,"0,5",,"0,1",,"3,8",,"0,8",,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Mélange fruits séchés,0889896600866,,,,,['France'],[],[],,,,,,,,,,?,,120,,502 kj(120 kcal),,0,,0,,29,,19,,1,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Biologique Canada']",,,,,,,
831,Le bio cranberry - Pressade,03345986,,,['Pressade'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
832,Fillet mignon de porc,2209250007397,,,,,['France'],[],[],,,,,,,,,,?,,122,,510 kj(122 kcal),,"4,2",,"1,7",,"0,5",,"0,5",,21,,"0,15",,"0,06",,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
833,Tuiles croquantes - 5g,3415306292412,,5 g,,,['France'],[],[],,,,,,,,,,?,,522,,2184 kj(522 kcal),,28,,7,,55,,37,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
834,Viande bovine a griller 1 onglet - Charal,2494593036276,,,['Charal'],,['France'],[],[],,,,,,,,,,?,,153,,640 kj(153 kcal),,"8,6",,"3,9",,"0,1",,"0,1",,19,,"0,19",,"0,076",,,,,,,,,,,,,,,"['Barquette en plastique', 'Film en plastique']",,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,
835,Chorizo - Transgourmet,3554983005776,D,,['Transgourmet'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",['France'],[],[],,36.1 g,en quantité élevée,10.6 g,en quantité élevée,3.3 g,en faible quantité,4.3 g,en quantité élevée,?,,432,+6%,1807 kj(432 kcal),+6%,"36,1",+6%,"10,6",-18%,"4,5",+54%,"3,3",+84%,"20,9",-9%,"4,3",+15%,"1,72",+15%,25,+5%,E,+5%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,
836,Nürnberger Rostbratwurst,4018703036161,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['packung(en)'],,,,,,,,,
837,La braisor,03404362,,,,,['France'],[],[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,"7,8",,"3,5",,70,,"4,6",,12,,"1,67",,"0,668",,,,,,,,,,,,,,,,,,,,,,,,
838,Iso whey - 2000g,5425030864159,,2000 g,,,['France'],[],[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,5",,"0,5",,4,,"2,2",,89,,"1,8",,"0,72",,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
839,Landjäger,4014857104510,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['stk.'],,,,,,,,,
840,Wurstsalat,4002302140428,,,,"['Plats préparés', 'Salades', 'Salades composées']","['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Fromage Pur Brebis Aramits,2480638065141,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Confiture d'orange - Enav,3477320002309,,,['Enav'],,['France'],[],[],,,,,,,,,,?,,224,,937 kj(224 kcal),,0,,0,,55,,43,,"0,1",,"0,96",,"0,384",,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,
843,Fiordifrutta framboises - Star,14312595,B,,['Star'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],[],"['Végétalien', 'Végétarien']",,0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,0.13 g,en faible quantité,?,,160,-29%,669 kj(160 kcal),-29%,0,-100%,0,-100%,38,-29%,37,-28%,0,-100%,"0,13",+510%,"0,052",+510%,8,-10%,C,-10%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'IT-BIO-007']",,,,,,,
844,Farz du leck,0207879020478,,,,,['France'],[],[],,,,,,,,,,?,,280,,1172 kj(280 kcal),,17,,10,,24,,"3,1",,"6,9",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,
845,Pétalos de Chocolate - Alteza,8480024778475,,,['Alteza'],,['France'],[],[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,"4,5",,"2,4",,78,,25,,"6,2",,"0,21",,"0,084",,,,,,,,,,,,,,,,,['en:gluten-free'],['Alteza'],,,,,,
846,Confiture de Noël - 130g,3760264920816,,130 g,,,['France'],[],[],,,,,,,,,,?,,198,,828 kj(198 kcal),,0,,0,,47,,47,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
847,"Soupe Tomate, céleri et algue Dulse",3770008754393,,,,,['France'],[],[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"2,2",,"0,8",,"5,6",,"2,2",,"1,5",,"0,27",,"0,108",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,
848,Cocktail fruits rouges surgelé - Fruits Rouges & Co - 1kg,3385630004886,,1 kg,['Fruits Rouges & Co'],,['France'],[],[],,,,,,,,,,?,,256,,1071 kj(256 kcal),,"0,5",,0,,"9,2",,"7,4",,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Quenelle foie volaille sv,2251730032931,,,,,['France'],[],[],,,,,,,,,,?,,224,,937 kj(224 kcal),,"14,7",,"5,66",,11,,"0,8",,"11,9",,"1,12",,"0,448",,,,,,,,,,,,,,,,,,,,,,,,
850,Innocent,5038862239691,,,['Innocent'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Bio Village,2860350020336,,,['Bio Village'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Nutriscore']",['Leclerc'],,,,,,
852,Dos de cabillaud - Eismann,405197908507,E,,['Eismann'],"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",['France'],[],[],,0.7 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,97,-59%,406 kj(97 kcal),-58%,"0,7",-96%,"0,5",-81%,"0,5",-85%,"0,5",+55%,"18,1",+48%,"0,5",-41%,"0,2",-41%,-2,-141%,A,-141%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,
853,Confiture de Mûres Bio - Les Comtes de Provence - 350g,3324498003570,C,350 g,['Les Comtes de Provence'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Fruits', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Fruits rouges', 'Confitures', 'Confitures de fruits rouges', 'Mûres', 'Confitures de mûres']",['France'],"['Mûres ', '65%', 'sucre de canne', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,42 g,en quantité élevée,0.06 g,en faible quantité,706,-26%,169,-27%,706 kj(169 kcal),-27%,0,-100%,0,-100%,42,-24%,42,-20%,"0,6",+1%,"0,06",+76%,"0,024",+76%,7,-29%,C,-29%,96.9%,0.0%,0.0%,1.6%,1.5%,0.1%,42,['E440 - Pectines'],,"['Pot', 'Verre']",,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Entrepreneurs + Engagés']",,Confiture de Mûres Bio,,,"['Peyruis', 'France', 'Provence']",https://www.comtes-de-provence.fr/produit/confiture-de-mures-bio/,
854,Pineapple jam,6091064018050,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Poivrons entiers,0637913933769,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Pains au chocolat,1258546001008,,,,,['France'],[],[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,20,,11,,49,,15,,"7,2",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,
857,Briquet Bic,3086126642727,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Boisson à la pomme,3020640170045,,,,,['France'],[],[],,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"10,2",,"10,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
859,Basilic,7610071822017,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,
860,Pruneaux -  - 500g,3760096680018,D,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
861,Club Energise Sport Mixed Fruits 500Ml,5011026238747,,,,,['France'],[],[],,,,,,,,,,?,,28,,117 kj(28 kcal),,0,,0,,"6,5",,"4,4",,0,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
862,Ajo ecológico,3166296211579,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
863,Jameson Distiller’s Safe - 700ml,5011007022372,,700 ml,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Product', 'Bottle']",,,,,,,,,
864,Couronnement Des Légumes Lard Et Oignon - Knorr - 1kg,3011360029485,,1 kg,"['Knorr', 'Unilever Food Solutions']",,['France'],[],[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,19,,10,,55,,"8,6",,"3,8",,"15,4",,"6,16",,,,,,,,,,,,,,,,,,,,,,,,
865,Saucisses de volailles,2444022038180,E,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['France'],[],[],,7.1 g,en quantité modérée,2 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,?,,139,-23%,582 kj(139 kcal),-24%,"7,1",-40%,2,-45%,"0,3",-76%,"0,3",-42%,18,+9%,"1,7",-4%,"0,68",-4%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
866,Selection mozzarella traditiob,8436039437739,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['France'],[],[],,22 g,en quantité élevée,15 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,?,,306,+18%,1280 kj(306 kcal),+19%,22,+6%,15,+7%,1,-3%,"0,8",+6%,26,+55%,"1,5",+123%,"0,6",+123%,14,+37%,D,+37%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
867,Cumin moulu - 100g,3390122201902,,100 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Cuisse de poulet,2600246018104,D,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,['Auchan'],,,,,,
869,COMTÉ TOLOSAN,3181340287713,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Comté Tolosan']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,['France'],,,,
870,Pasta di semola di Grano Duro Bio - 500g,8003007821472,,500 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Halal']",,,,,,,
871,Berner rösti - 500g,3288375006255,,500 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Barres chocolats les inoubliables - Malakoff,3770002656228,,,['Malakoff'],,['France'],[],[],,,,,,,,,,?,,595,,2489 kj(595 kcal),,43,,21,,41,,39,,"8,5",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
873,Robertsons Freshly Ground Peppercorns Grinder 100,6001038246600,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Huile vierge de noisette,3700073111395,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noisette']",['France'],[],[],,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-5%,100,+3%,10,+17%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,+6%,D,+6%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,
875,Confiture myrtille fleur d'oranger,3588280000479,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],,0.5 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,,,?,,266,+21%,1113 kj(266 kcal),+21%,"0,5",+92%,"0,1",+126%,64,+20%,62,+22%,7,+1695%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
876,Salade de lentilles,5410473043353,,,,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de lentilles']",['France'],[],[],,8.5 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en faible quantité,0.61 g,en quantité modérée,?,,67,-56%,280 kj(67 kcal),-56%,"8,5",+28%,"0,8",-15%,"11,7",-12%,"2,2",+6%,"7,4",+5%,"0,61",-31%,"0,244",-31%,-2,,A,,,,,,,,,,,,,,,,,,,,
877,Emincé de saucisse de viande et fromage,3271620062656,,,,,['France'],[],[],,,,,,,,,,?,,271,,1134 kj(271 kcal),,23,,10,,1,,"0,5",,15,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,
878,Pignon de pin - Agidra,3580281282618,,,['Agidra'],,['France'],[],[],,,,,,,,,,?,,686,,2870 kj(686 kcal),,65,,"4,7",,"5,6",,"3,6",,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Cantal Entre-Deux,2444438028270,,,,,['France'],[],[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,30,,19,,"1,7",,"0,5",,24,,2,,"0,8",,,,,,,,,,,,,,,,"['FR 63.417.001 CE', 'Sayat (Puy-de-Dôme, France)']",,,,,,,,
880,Figatellu fumé,2658940031882,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Fromage fermier pur chèvre,3770002457122,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 01.335.050 CE', 'Saint-André-le-Bouchoux (Ain, France)']",,,,,,,,
